Numberofinstances,Numberoffeatures,Numberofclasses,Datasetdimensionality,Meanabsolutelinearcorrelationcoefficientofallpossiblepairsoffeatures,Meanskewness,Meankurtosis,Normalizedclassentropy,Meannormalizedfeatureentropy,Meanmutualinformationofclassandattribute,Maximummutualinformation,Equivalentnumberoffeatures,Noise-signalratio,Meanstandarddeviation,Meancoefficientofvariation,pruneddevattr,pruneddevbranch,pruneddevlevel,pruneddevheight,prunedleavesnumber,prunedmaxattr,prunedmaxbranch,prunedmaxlevel,prunedmeanattr,prunedmeanbranch,prunedmeanlevel,prunedminattr,prunedminbranch,prunednodenumber,prunedwidth,pruneddevclass,prunedmaxclass,prunedminclass,prunedmeanclass,unpruneddevattr,unpruneddevbranch,unpruneddevlevel,unprunedheight,unprunedleavesnumber,unprunedmaxattr,unprunedmaxbranch,unprunedmaxlevel,unprunedmeanattr,unprunedmeanbranch,unprunedmeanlevel,unprunedminattr,unprunedminbranch,unprunednodenumber,unprunedwidth,unpruneddevclass,unprunedmaxclass,unprunedminclass,unprunedmeanclass,class
1473.000000,9.000000,3.000000,163.666667,-0.019913,-0.135444,3.923699,0.146233,0.091038,0.345009,0.101937,4.460853,1.777140,1.700536,0.842381,4.318484,0.186571,2.355278,16.000000,161.000000,47.000000,16.000000,28.000000,17.777778,10.360248,9.411765,5.000000,1.000000,321.000000,56.000000,5.715476,61.000000,45.000000,53.666667,6.617003,0.146902,3.661131,19.000000,293.000000,73.000000,19.000000,47.000000,32.444444,11.218430,14.600000,7.000000,2.000000,585.000000,94.000000,14.514361,115.000000,75.000000,97.666667,7
368.000000,27.000000,2.000000,13.629630,0.010270,1.349332,18.526905,0.108156,0.009020,0.230981,0.167613,3.991128,-0.667143,8.011896,1.707421,0.210663,0.449870,0.484452,14.000000,46.000000,4.000000,14.000000,6.000000,1.666667,8.217391,3.000000,0.000000,2.000000,91.000000,12.000000,4.242641,26.000000,20.000000,23.000000,0.236630,0.433117,0.553775,15.000000,53.000000,5.000000,15.000000,7.000000,1.925926,8.509434,3.250000,0.000000,2.000000,105.000000,14.000000,2.121320,28.000000,25.000000,26.500000,7
368.000000,22.000000,2.000000,16.727273,0.089585,0.473156,2.981026,0.111495,0.069118,0.952763,0.283252,0.997454,-0.381659,4.765391,0.908245,0.207318,0.288050,0.726678,7.000000,22.000000,3.000000,7.000000,5.000000,0.954545,5.136364,2.625000,0.000000,2.000000,43.000000,10.000000,0.000000,11.000000,11.000000,11.000000,0.242810,0.234873,1.156837,9.000000,45.000000,4.000000,9.000000,11.000000,2.000000,6.266667,4.400000,0.000000,3.000000,89.000000,22.000000,0.707107,23.000000,22.000000,22.500000,7
690.000000,15.000000,2.000000,46.000000,0.016483,2.301825,22.871953,0.105110,0.095670,1.301233,0.425709,0.761763,-0.306646,360.985029,1.640612,0.393830,0.917132,0.149830,14.000000,19.000000,5.000000,14.000000,2.000000,1.200000,8.157895,1.200000,0.000000,1.000000,37.000000,4.000000,0.707107,10.000000,9.000000,9.500000,0.529407,0.410707,0.610007,14.000000,57.000000,7.000000,14.000000,8.000000,3.733333,8.017544,3.733333,0.000000,3.000000,113.000000,16.000000,3.535534,31.000000,26.000000,28.500000,7
1000.000000,20.000000,2.000000,50.000000,0.042139,0.726594,4.689194,0.088432,0.055853,0.281391,0.087213,3.131904,0.978081,143.029088,0.975663,0.530901,0.415768,0.599862,16.000000,76.000000,9.000000,16.000000,8.000000,3.750000,9.592105,4.411765,0.000000,2.000000,151.000000,16.000000,0.000000,38.000000,38.000000,38.000000,0.623190,0.276578,1.295516,18.000000,155.000000,14.000000,18.000000,17.000000,7.700000,10.561290,8.105263,2.000000,3.000000,309.000000,34.000000,16.263456,89.000000,66.000000,77.500000,7
540.000000,39.000000,2.000000,13.846154,0.004745,-1.0,-1.0,0.108240,0.037359,0.816620,0.169951,1.203098,-0.584746,239.861481,0.803182,0.184355,0.442908,0.553283,14.000000,46.000000,4.000000,14.000000,7.000000,1.153846,8.195652,3.000000,0.000000,2.000000,91.000000,14.000000,5.656854,27.000000,19.000000,23.000000,0.196749,0.434583,0.540848,14.000000,51.000000,4.000000,14.000000,7.000000,1.282051,8.607843,3.333333,0.000000,2.000000,101.000000,14.000000,4.949747,29.000000,22.000000,25.500000,7
90.000000,8.000000,3.000000,11.250000,0.047729,-0.146722,3.691179,0.151006,0.000000,0.000000,0.000000,Infinity,-1.0,0.619325,0.616882,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.408248,1.000000,0.000000,0.333333,0.448922,0.565296,0.281215,7.000000,12.000000,3.000000,7.000000,2.000000,1.375000,4.666667,1.375000,0.000000,2.000000,23.000000,4.000000,2.828427,8.000000,0.000000,4.000000,7
366.000000,34.000000,6.000000,10.764706,0.055022,1.399236,5.449905,0.285660,0.096799,14.284080,0.818954,0.170301,-0.942292,1.260474,1.743069,0.071446,0.855653,0.133631,7.000000,8.000000,1.000000,7.000000,1.000000,0.205882,4.375000,0.875000,0.000000,1.000000,15.000000,2.000000,0.230940,2.000000,1.000000,1.333333,0.071446,0.855653,0.133631,7.000000,8.000000,1.000000,7.000000,1.000000,0.205882,4.375000,0.875000,0.000000,1.000000,15.000000,2.000000,0.230940,2.000000,1.000000,1.333333,7
768.000000,8.000000,2.000000,96.000000,0.147024,0.528212,5.749524,0.097354,0.129694,0.515271,0.190083,1.810957,1.412545,25.716984,0.617625,0.806542,0.490774,0.331476,9.000000,20.000000,6.000000,9.000000,3.000000,2.375000,5.550000,1.900000,0.000000,2.000000,39.000000,6.000000,2.828427,12.000000,8.000000,10.000000,0.831460,0.440198,0.428895,9.000000,22.000000,6.000000,9.000000,4.000000,2.625000,5.454545,2.100000,0.000000,3.000000,43.000000,8.000000,2.828427,13.000000,9.000000,11.000000,7
336.000000,7.000000,8.000000,48.000000,0.157111,3.589385,54.187990,0.260803,0.100663,3.232405,1.026181,0.677126,-0.738649,0.143515,0.287238,1.178511,0.445320,0.399073,9.000000,22.000000,9.000000,9.000000,4.000000,3.000000,5.545455,2.100000,0.000000,3.000000,43.000000,8.000000,1.005089,8.000000,0.000000,2.750000,1.175139,0.394735,0.477907,9.000000,26.000000,9.000000,9.000000,4.000000,3.571429,5.846154,2.500000,0.000000,3.000000,51.000000,8.000000,1.138384,9.000000,0.000000,3.250000,7
208.000000,60.000000,2.000000,3.466667,0.099665,0.960230,5.193705,0.129438,0.039340,2.114939,0.201364,0.471281,-0.856765,0.141895,0.605134,0.079829,0.328102,0.550973,7.000000,18.000000,3.000000,7.000000,4.000000,0.283333,4.777778,2.125000,0.000000,2.000000,35.000000,8.000000,2.828427,11.000000,7.000000,9.000000,0.079829,0.328102,0.550973,7.000000,18.000000,3.000000,7.000000,4.000000,0.283333,4.777778,2.125000,0.000000,2.000000,35.000000,8.000000,2.828427,11.000000,7.000000,9.000000,7
214.000000,9.000000,6.000000,23.777778,-0.091277,1.640988,12.650639,0.281153,0.128083,3.322452,0.566188,0.655099,-0.701560,0.687928,0.773417,0.862007,0.375635,0.570486,10.000000,30.000000,9.000000,10.000000,5.000000,3.222222,6.333333,2.636364,1.000000,2.000000,59.000000,10.000000,2.349468,14.000000,1.000000,5.000000,0.862007,0.375635,0.570486,10.000000,30.000000,9.000000,10.000000,5.000000,3.222222,6.333333,2.636364,1.000000,2.000000,59.000000,10.000000,2.349468,14.000000,1.000000,5.000000,7
306.000000,3.000000,2.000000,102.000000,0.007530,1.064444,6.267002,0.100972,0.032645,0.070089,0.070089,11.895735,2.845936,7.069257,0.885637,0.408248,0.408248,0.408248,2.000000,3.000000,1.000000,2.000000,1.000000,0.666667,1.666667,0.666667,0.000000,1.000000,5.000000,2.000000,0.707107,2.000000,1.000000,1.500000,0.707107,0.507424,0.285714,7.000000,13.000000,5.000000,7.000000,2.000000,4.000000,4.615385,1.500000,3.000000,2.000000,25.000000,4.000000,0.707107,7.000000,6.000000,6.500000,7
151.000000,5.000000,3.000000,30.200000,-0.003233,-0.430417,3.026750,0.218905,0.017010,0.062015,0.062015,25.550487,0.985351,5.481599,0.546981,2.361144,0.424370,0.483188,11.000000,34.000000,11.000000,11.000000,5.000000,6.600000,6.764706,2.750000,1.000000,3.000000,67.000000,10.000000,0.408248,12.000000,11.000000,11.333333,2.484955,0.434999,0.495156,11.000000,35.000000,12.000000,11.000000,5.000000,6.800000,6.914286,2.833333,1.000000,3.000000,69.000000,10.000000,0.408248,12.000000,11.000000,11.666667,7
303.000000,13.000000,2.000000,23.307692,0.005539,0.175301,3.165082,0.120617,0.091729,1.258436,0.217395,0.790079,-0.399147,8.242760,0.669709,0.398984,0.264127,0.810093,8.000000,28.000000,5.000000,8.000000,6.000000,2.076923,5.428571,3.000000,0.000000,3.000000,55.000000,12.000000,1.414214,15.000000,13.000000,14.000000,0.410857,0.244646,0.971190,9.000000,37.000000,6.000000,9.000000,8.000000,2.769231,5.891892,3.600000,1.000000,3.000000,73.000000,16.000000,2.121320,20.000000,17.000000,18.500000,7
958.000000,9.000000,2.000000,106.444444,-0.066503,-0.352467,1.723032,0.093999,0.128501,0.169363,0.087187,5.496791,6.514396,0.781705,0.657687,0.883883,0.233854,1.173788,9.000000,49.000000,9.000000,9.000000,11.000000,5.333333,6.571429,4.800000,1.000000,3.000000,97.000000,22.000000,6.363961,29.000000,20.000000,24.500000,1.818119,0.153333,2.669355,10.000000,107.000000,19.000000,10.000000,25.000000,11.777778,7.869159,9.636364,2.000000,3.000000,213.000000,50.000000,14.849242,64.000000,43.000000,53.500000,7
294.000000,13.000000,2.000000,22.615385,-0.005494,-1.0,-1.0,0.115021,0.051573,0.883563,0.242704,1.067422,-0.521386,9.678072,-1.0,0.149786,0.335030,0.447214,4.000000,8.000000,1.000000,4.000000,2.000000,0.538462,3.250000,1.400000,0.000000,2.000000,15.000000,4.000000,0.000000,4.000000,4.000000,4.000000,0.550835,0.279016,0.759203,8.000000,29.000000,5.000000,8.000000,6.000000,2.153846,5.586207,3.111111,0.000000,3.000000,57.000000,12.000000,0.707107,15.000000,14.000000,14.500000,7
10.000000,32.000000,2.000000,0.312500,0.011377,-1.0,-1.0,0.301030,0.025715,1.401618,0.609987,0.713461,-0.939054,0.515411,-1.0,0.031750,0.000000,0.707107,1.000000,2.000000,1.000000,1.000000,1.000000,0.031250,1.000000,0.500000,0.000000,1.000000,3.000000,2.000000,0.000000,1.000000,1.000000,1.000000,0.031750,0.000000,0.707107,1.000000,2.000000,1.000000,1.000000,1.000000,0.031250,1.000000,0.500000,0.000000,1.000000,3.000000,2.000000,0.000000,1.000000,1.000000,1.000000,7
270.000000,13.000000,2.000000,20.769231,0.078046,0.424587,3.090884,0.122706,0.091115,1.186833,0.203030,0.835060,-0.379928,8.423574,0.749535,0.273471,0.347728,0.550973,7.000000,18.000000,3.000000,7.000000,4.000000,1.307692,4.944444,2.125000,0.000000,2.000000,35.000000,8.000000,1.414214,10.000000,8.000000,9.000000,0.320256,0.298863,0.720082,9.000000,31.000000,4.000000,9.000000,6.000000,2.307692,5.709677,3.000000,0.000000,3.000000,61.000000,12.000000,2.121320,17.000000,14.000000,15.500000,7
846.000000,18.000000,4.000000,47.000000,0.237871,1.039730,8.115651,0.205570,0.178127,5.022663,0.571083,0.398009,-0.655124,22.757377,0.238795,0.650466,0.329054,0.926033,16.000000,98.000000,9.000000,16.000000,13.000000,5.388889,9.367347,5.705882,2.000000,3.000000,195.000000,26.000000,11.040330,43.000000,8.000000,24.500000,0.690046,0.326296,0.953901,16.000000,104.000000,9.000000,16.000000,13.000000,5.722222,9.567308,6.058824,2.000000,3.000000,207.000000,26.000000,11.145502,46.000000,8.000000,26.000000,7
155.000000,19.000000,2.000000,8.157895,0.040928,0.719466,4.529280,0.100967,0.070123,1.087012,0.193991,0.675839,-0.530620,9.507727,1.168859,0.143066,0.521573,0.281215,7.000000,12.000000,2.000000,7.000000,2.000000,0.578947,4.416667,1.375000,0.000000,2.000000,23.000000,4.000000,1.414214,7.000000,5.000000,6.000000,0.141926,0.350944,0.494872,7.000000,17.000000,2.000000,7.000000,4.000000,0.842105,4.705882,2.000000,0.000000,2.000000,33.000000,8.000000,2.121320,10.000000,7.000000,8.500000,7
435.000000,16.000000,2.000000,27.187500,-0.022418,-0.124648,1.281065,0.109791,0.095549,3.753354,0.691830,0.256386,-0.776873,0.486628,0.969506,0.123603,0.730297,0.182574,5.000000,6.000000,1.000000,5.000000,1.000000,0.312500,3.333333,0.833333,0.000000,1.000000,11.000000,2.000000,0.000000,3.000000,3.000000,3.000000,0.162447,0.516398,0.308607,6.000000,10.000000,2.000000,6.000000,2.000000,0.562500,4.200000,1.285714,0.000000,1.000000,19.000000,4.000000,1.414214,6.000000,4.000000,5.000000,7
351.000000,34.000000,2.000000,10.323529,0.117925,-1.0,-1.0,0.111389,0.185392,9.779592,0.461531,0.096306,-0.839713,0.509693,-1.0,0.115391,0.719504,0.239087,11.000000,18.000000,2.000000,11.000000,3.000000,0.500000,6.722222,1.416667,0.000000,1.000000,35.000000,6.000000,0.000000,9.000000,9.000000,9.000000,0.115391,0.719504,0.239087,11.000000,18.000000,2.000000,11.000000,3.000000,0.500000,6.722222,1.416667,0.000000,1.000000,35.000000,6.000000,0.000000,9.000000,9.000000,9.000000,7
150.000000,4.000000,3.000000,37.500000,0.294339,0.066700,2.234318,0.219256,0.238652,3.870717,1.418003,0.409475,-0.554302,0.944147,0.346287,0.816497,0.651920,0.223607,4.000000,5.000000,3.000000,4.000000,1.000000,1.000000,2.800000,0.800000,0.000000,1.000000,9.000000,2.000000,0.408248,2.000000,1.000000,1.666667,0.816497,0.651920,0.223607,4.000000,5.000000,3.000000,4.000000,1.000000,1.000000,2.800000,0.800000,0.000000,1.000000,9.000000,2.000000,0.408248,2.000000,1.000000,1.666667,7
101.000000,17.000000,7.000000,5.941176,-0.004242,0.372804,2.817538,0.359039,0.107251,8.914990,1.310801,0.268151,-0.919899,2.195094,1.312047,0.128624,0.606676,0.281718,6.000000,9.000000,1.000000,6.000000,2.000000,0.470588,4.222222,1.142857,0.000000,1.000000,17.000000,4.000000,0.199205,2.000000,1.000000,1.285714,0.128624,0.606676,0.281718,6.000000,9.000000,1.000000,6.000000,2.000000,0.470588,4.222222,1.142857,0.000000,1.000000,17.000000,4.000000,0.199205,2.000000,1.000000,1.285714,7
76.000000,45.000000,2.000000,1.688889,-0.009520,0.657557,9.983912,0.063775,0.002982,0.253388,0.103068,1.572525,-0.926473,1.279365,1.702567,0.031419,0.408248,0.408248,2.000000,3.000000,1.000000,2.000000,1.000000,0.044444,1.666667,0.666667,0.000000,1.000000,5.000000,2.000000,0.707107,2.000000,1.000000,1.500000,0.031419,0.408248,0.408248,2.000000,3.000000,1.000000,2.000000,1.000000,0.044444,1.666667,0.666667,0.000000,1.000000,5.000000,2.000000,0.707107,2.000000,1.000000,1.500000,3
339.000000,17.000000,2.000000,19.941176,0.010374,-1.712183,6.930035,0.096102,0.044474,0.410275,0.134440,1.968806,-0.088882,0.419672,0.522802,0.174158,0.326173,0.549170,6.000000,16.000000,2.000000,6.000000,4.000000,0.882353,4.562500,2.142857,0.000000,2.000000,31.000000,8.000000,0.000000,8.000000,8.000000,8.000000,0.266893,0.318885,0.670360,9.000000,27.000000,4.000000,9.000000,6.000000,1.529412,5.481481,2.600000,0.000000,3.000000,53.000000,12.000000,0.707107,14.000000,13.000000,13.500000,4
214.000000,9.000000,2.000000,23.777778,-0.091277,1.640988,12.650639,0.121240,0.068316,0.572418,0.240975,1.639667,-0.076090,0.687928,0.773417,0.533594,0.559631,0.256851,8.000000,14.000000,5.000000,8.000000,2.000000,1.444444,4.928571,1.444444,0.000000,2.000000,27.000000,4.000000,1.414214,8.000000,6.000000,7.000000,0.523742,0.531196,0.294628,8.000000,17.000000,5.000000,8.000000,3.000000,1.777778,5.470588,1.777778,0.000000,2.000000,33.000000,6.000000,0.707107,9.000000,8.000000,8.500000,2
148.000000,18.000000,2.000000,8.222222,0.150930,0.748199,5.355364,0.137810,0.052482,1.009364,0.306334,0.984319,-0.625142,0.699778,1.115896,0.223993,0.385501,0.425585,7.000000,16.000000,3.000000,7.000000,3.000000,0.833333,4.687500,1.875000,0.000000,2.000000,31.000000,6.000000,0.000000,8.000000,8.000000,8.000000,0.242139,0.328102,0.550973,7.000000,18.000000,3.000000,7.000000,4.000000,0.944444,4.777778,2.125000,0.000000,2.000000,35.000000,8.000000,0.000000,9.000000,9.000000,9.000000,1
107.000000,12.000000,2.000000,8.916667,0.222469,0.072748,3.221696,0.144944,0.067365,1.000502,0.363177,0.976644,-0.546089,72.758077,0.670790,0.203279,0.570436,0.282843,5.000000,7.000000,2.000000,5.000000,2.000000,0.500000,3.428571,1.000000,0.000000,1.000000,13.000000,4.000000,0.707107,4.000000,3.000000,3.500000,0.261116,0.394053,0.512596,7.000000,16.000000,3.000000,7.000000,4.000000,1.250000,5.062500,1.875000,0.000000,1.000000,31.000000,8.000000,1.414214,9.000000,7.000000,8.000000,2
379.000000,8.000000,2.000000,47.375000,0.045444,-0.376111,1.663457,0.115088,0.052195,0.071932,0.024232,13.705190,5.215649,14.407248,0.686866,0.494872,0.263998,0.960114,10.000000,37.000000,6.000000,10.000000,8.000000,4.500000,5.864865,3.272727,2.000000,3.000000,73.000000,16.000000,2.121320,20.000000,17.000000,18.500000,1.293626,0.195612,1.613015,10.000000,81.000000,15.000000,10.000000,14.000000,10.000000,7.296296,7.272727,6.000000,4.000000,161.000000,28.000000,4.949747,44.000000,37.000000,40.500000,6
63.000000,31.000000,2.000000,2.032258,0.022477,1.118447,6.912626,0.162124,0.023875,0.756037,0.185106,1.281767,-0.811243,8.495176,0.979512,0.087170,0.695792,0.282843,5.000000,7.000000,2.000000,5.000000,2.000000,0.193548,3.714286,1.000000,0.000000,1.000000,13.000000,4.000000,2.121320,5.000000,2.000000,3.500000,0.090795,0.712498,0.235702,6.000000,8.000000,2.000000,6.000000,2.000000,0.225806,4.125000,1.000000,0.000000,1.000000,15.000000,4.000000,1.414214,5.000000,3.000000,4.000000,6
366.000000,34.000000,2.000000,10.764706,0.055067,1.399326,5.449413,0.104338,0.089690,6.274540,0.782096,0.141606,-0.878275,1.261769,1.743106,0.050117,0.552771,0.288675,3.000000,4.000000,1.000000,3.000000,1.000000,0.088235,2.250000,0.750000,0.000000,1.000000,7.000000,2.000000,0.000000,2.000000,2.000000,2.000000,0.075847,0.230940,0.552771,3.000000,6.000000,2.000000,3.000000,2.000000,0.147059,2.666667,1.250000,0.000000,2.000000,11.000000,4.000000,0.000000,3.000000,3.000000,3.000000,5
336.000000,7.000000,2.000000,48.000000,0.157111,3.589385,54.187990,0.117246,0.120942,1.740725,0.608636,0.565263,-0.416919,0.143515,0.287238,0.597614,0.358430,0.461880,5.000000,9.000000,3.000000,5.000000,3.000000,1.142857,3.444444,1.333333,0.000000,2.000000,17.000000,6.000000,0.707107,5.000000,4.000000,4.500000,0.597614,0.358430,0.461880,5.000000,9.000000,3.000000,5.000000,3.000000,1.142857,3.444444,1.333333,0.000000,2.000000,17.000000,6.000000,0.707107,5.000000,4.000000,4.500000,3
