@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute class {class_0,class_1}

@data
108,1,0,0,0,2,0,1,class_1
109,2,2,0,2,1,2,1,class_1
115,1,0,1,0,1,2,1,class_1
119,2,0,0,1,2,2,2,class_1
118,0,2,2,1,2,2,0,class_1
121,0,2,1,2,1,2,1,class_1
120,2,2,0,2,2,0,2,class_1
123,1,1,0,0,0,2,0,class_1
126,0,2,0,2,2,2,1,class_1
127,2,2,1,0,1,2,2,class_1
129,0,0,2,2,2,0,1,class_1
132,2,2,2,0,2,0,1,class_1
134,2,2,0,1,1,2,2,class_1
136,2,0,2,0,1,1,2,class_1
137,2,2,0,2,1,1,2,class_1
138,1,2,1,0,1,1,1,class_1
142,1,0,1,0,1,0,0,class_1
143,0,2,0,2,0,1,1,class_1
145,0,0,0,0,2,1,0,class_1
146,1,2,1,2,2,0,0,class_1
149,1,1,2,1,0,0,1,class_1
151,1,2,2,0,2,0,2,class_1
150,2,0,2,2,0,2,2,class_1
153,0,0,0,0,0,2,0,class_1
154,2,2,1,2,1,2,2,class_1
155,0,2,0,1,2,0,2,class_1
159,2,0,2,0,1,2,2,class_1
162,0,2,2,0,1,0,0,class_1
163,0,2,0,0,2,0,0,class_1
164,0,2,0,2,1,2,1,class_1
167,1,0,1,0,2,1,0,class_1
170,2,0,0,0,1,0,2,class_1
172,2,0,0,0,1,2,1,class_1
173,0,2,0,0,1,0,2,class_1
174,2,2,0,1,2,2,0,class_1
175,0,2,0,2,2,0,1,class_1
180,0,0,2,0,1,2,0,class_1
181,0,0,0,2,1,2,2,class_1
188,2,0,1,2,2,0,2,class_1
189,0,0,0,2,2,1,0,class_1
192,2,2,1,0,2,2,0,class_1
195,2,0,0,0,1,0,2,class_1
196,2,0,2,0,2,2,1,class_1
199,2,0,0,0,2,2,2,class_1
206,1,2,1,2,0,2,1,class_1
209,2,2,2,2,1,2,2,class_1
210,1,0,2,2,1,1,1,class_1
211,1,2,0,2,0,0,1,class_1
212,2,2,1,2,0,0,1,class_1
214,1,2,2,2,1,2,1,class_1
219,1,0,0,0,1,1,2,class_1
222,0,2,0,2,1,0,0,class_1
223,2,2,0,1,1,2,1,class_1
228,1,0,1,2,1,2,2,class_1
230,0,0,0,2,2,1,0,class_1
231,2,2,2,1,2,2,1,class_1
232,2,1,0,2,2,2,2,class_1
233,2,2,1,2,1,2,2,class_1
235,0,2,2,2,1,1,0,class_1
237,2,1,0,2,1,0,2,class_1
239,2,2,2,0,2,2,2,class_1
241,2,2,1,2,0,2,2,class_1
242,2,2,2,2,1,2,2,class_1
248,2,0,2,1,2,1,2,class_1
250,1,2,0,0,0,1,1,class_1
252,0,2,1,1,2,0,1,class_1
256,2,2,2,0,2,1,2,class_1
258,1,2,2,1,2,2,0,class_1
260,0,0,1,0,0,2,0,class_1
264,2,2,0,2,1,2,0,class_1
270,0,0,1,0,0,0,0,class_1
273,1,0,0,0,0,2,0,class_1
274,2,2,2,0,2,2,2,class_1
276,1,2,2,0,1,0,2,class_1
277,1,0,0,0,2,2,2,class_1
279,2,2,1,2,0,2,2,class_1
281,0,0,1,0,2,1,0,class_1
286,2,2,2,0,2,2,2,class_1
290,0,2,0,2,2,2,2,class_1
292,1,0,2,1,1,1,2,class_1
294,1,2,2,2,2,1,0,class_1
295,0,0,0,0,1,2,2,class_1
305,1,0,2,0,1,2,1,class_1
312,0,2,0,2,2,2,2,class_1
315,1,0,1,0,0,1,0,class_1
320,0,0,0,0,2,2,2,class_1
325,0,2,0,2,1,0,2,class_1
327,2,1,2,2,2,0,1,class_1
328,1,2,0,0,2,2,2,class_1
330,2,2,2,2,2,1,2,class_1
331,1,2,1,2,1,2,2,class_1
333,2,0,0,1,2,1,1,class_1
334,1,0,0,2,0,2,1,class_1
336,1,2,1,2,0,1,2,class_1
337,0,0,0,2,2,0,1,class_1
338,1,0,0,0,2,2,2,class_1
340,1,2,2,2,2,2,0,class_1
341,2,2,2,2,1,0,2,class_1
343,0,1,1,0,2,0,1,class_1
347,2,2,2,0,2,0,1,class_1
350,0,2,2,2,1,2,1,class_1
355,2,2,2,2,1,2,2,class_1
356,1,2,1,0,0,2,1,class_1
352,1,2,0,0,1,2,1,class_1
353,1,0,0,0,2,0,1,class_1
360,1,2,0,2,1,1,2,class_1
361,0,2,1,2,1,1,1,class_1
364,0,1,0,1,2,0,2,class_1
365,0,0,2,0,0,0,1,class_1
366,2,1,2,0,0,2,1,class_1
367,0,0,2,0,2,0,2,class_1
371,0,2,2,0,1,0,0,class_1
375,2,0,2,2,1,2,2,class_1
