@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5,class_6}

@data
30,0,1758.75,48.0003,1,0,0,7.472359,class_0
30,0,250,48,0,0,1,5.521461,class_0
42,1,937.5,48.0003,0,0,1,6.843217,class_0
36,0,2000,288,0,0,0,7.600902,class_0
22,0,2500,48.0003,0,2,1,7.824046,class_0
34,0,312.5,48.0003,0,0,1,6.660895,class_0
40,0,2187.5,349.2,0,0,0,7.690515,class_0
25,0,625,261.3,0,0,0,6.437752,class_0
47,1,562.5,177.9,0,2,1,6.332391,class_0
35,1,468.5,48.0003,0,2,2,6.149536,class_0
29,0,468.5,48.0003,0,0,0,6.149536,class_0
39,0,375,48,0,0,0,5.926926,class_0
23,0,625,48,0,0,0,6.437752,class_0
24,0,1000,535.5,0,0,0,6.907755,class_0
39,0,781.25,52.2,0,0,0,6.660895,class_0
45,0,1562.5,161.7,0,1,1,7.354042,class_0
30,1,625,176.4,0,0,0,6.437752,class_0
45,1,1250,48.0003,0,0,0,7.130899,class_0
20,1,937.5,48,0,0,0,6.843217,class_0
18,1,1250,48,0,2,1,6.577514,class_0
39,1,1093.75,48.0003,0,0,0,6.997367,class_0
45,0,1250,118.5,1,0,0,7.130899,class_0
42,1,6250,48.0003,0,0,0,8.740337,class_0
40,0,2187,161.7,0,1,1,7.690286,class_0
32,1,1562.5,197.4,1,0,0,7.354042,class_0
21,0,2031.25,48.0003,0,0,0,7.616407,class_0
28,0,937.5,170.4,0,0,0,6.843217,class_0
24,1,2500,48,0,0,0,7.824046,class_0
26,0,1250,48.0003,0,0,0,7.130899,class_0
53,0,625,161.7,0,0,0,6.437752,class_0
30,1,1562.5,170.4,0,0,0,7.354042,class_0
25,1,375,48.0003,0,2,2,5.926926,class_0
25,1,1093.75,48.0003,0,3,1,6.997367,class_0
29,1,937.5,190.8,0,1,1,6.843217,class_0
56,0,625,48,1,0,0,6.437752,class_0
17,0,625,48,0,1,1,6.332391,class_0
16,0,1250,29.4,0,2,1,7.079606,class_0
53,0,625,170.4,0,0,1,6.437752,class_0
30,0,1172.5,457.8,0,1,1,7.066893,class_0
27,0,1562.5,48.0003,0,1,1,7.354042,class_0
47,1,117.25,48,1,0,0,4.764308,class_0
33,0,625,457.8,0,0,0,6.437752,class_0
25,0,293.13,118.5,0,1,1,5.680616,class_0
24,0,1000,52.2,0,0,0,6.907755,class_0
23,1,234.5,29.4,0,1,1,5.457456,class_0
30,1,781.25,48.0003,0,0,0,6.660895,class_0
26,0,117.25,48,0,0,0,4.764308,class_0
46,1,1250,87,0,0,0,7.130899,class_0
50,0,1562.5,203.7,0,0,0,7.354042,class_0
45,1,1187.5,48,0,0,0,7.079606,class_0
34,1,1250,288,0,0,0,7.130899,class_0
36,0,2187.5,48,0,0,0,7.690515,class_0
47,0,2656.25,197.4,1,1,2,7.884671,class_0
52,1,1031.25,48.0003,1,2,2,6.938527,class_0
59,0,671.88,48.0003,0,2,1,6.51008,class_0
49,1,468.75,52.2,1,0,0,6.15007,class_0
23,1,593.75,48.0003,0,2,1,6.386458,class_0
58,0,562.5,48.0003,1,2,2,6.332391,class_0
47,0,1250,457.8,0,0,0,7.130899,class_0
41,1,1093.75,48,1,3,1,6.997367,class_0
28,0,718.75,48,0,0,0,6.577514,class_0
36,0,781.25,196.2,0,3,0,6.660895,class_0
26,1,937.5,48.0003,0,2,2,6.843217,class_0
59,0,468.75,170.4,0,0,0,6.15007,class_0
32,1,106.25,161.7,0,0,0,4.665795,class_0
28,1,1312.5,48.0003,0,3,1,7.179689,class_0
25,1,1562.5,48,0,0,0,7.354042,class_0
52,1,625,163.5,0,0,2,6.437752,class_0
43,1,625,176.4,0,0,0,6.437752,class_0
42,0,1250,48,0,2,2,7.130899,class_0
35,0,879.38,48,1,0,0,6.779217,class_0
44,1,656.25,48,0,1,0,6.486542,class_0
21,0,937.5,48.0003,0,1,0,6.843217,class_0
21,0,125,48.0003,0,0,0,4.828314,class_0
19,0,1562.5,48.0003,1,1,0,7.354042,class_0
42,1,1875,48.0003,0,0,1,7.536364,class_0
40,0,2187.5,48.0003,0,1,1,7.690515,class_0
53,0,343.75,52.2,0,1,1,5.839915,class_0
18,0,1875,48.0003,0,2,1,7.536364,class_0
23,1,1718.75,48.0003,0,0,0,7.449353,class_0
21,1,1250,161.7,0,0,0,7.130899,class_0
35,0,468.75,48.0003,0,0,1,6.15007,class_0
27,0,2812.5,48.0003,0,1,1,7.941829,class_0
47,1,625,457.8,0,0,0,7.130899,class_0
67,1,2187.5,48.0003,0,1,1,7.354042,class_0
17,1,1875,48.0003,0,2,1,7.536364,class_0
27,0,2187.5,170.4,0,0,0,7.690515,class_0
46,1,1000,170.4,0,0,0,6.907755,class_0
22,0,187.5,48.0003,0,1,1,5.233779,class_0
48,0,1250,48.0003,0,1,1,7.130899,class_0
25,0,156.25,48,1,0,0,5.051457,class_0
22,0,2000,535.5,0,0,0,7.600902,class_0
27,1,1406.25,48,1,1,2,7.248682,class_0
38,1,117.25,48.0003,0,0,0,4.764308,class_0
16,1,469,48.0003,0,0,0,6.150603,class_0
44,1,781.25,403.8,0,0,0,6.660895,class_0
43,1,625,48,0,0,0,5.744604,class_0
40,0,937.5,170.4,0,0,0,6.843217,class_0
21,0,175.88,48,0,1,0,5.169802,class_0
22,0,1000,535.5,0,0,0,6.907755,class_0
24,0,1000,48,0,0,0,6.907755,class_0
15,1,322.44,48,0,0,0,5.775917,class_0
28,0,351.75,48,0,0,0,5.862921,class_0
34,1,1000,48,0,2,2,7.354042,class_0
41,0,1406.25,303.6,0,0,1,5.693832,class_0
28,1,375,48.0003,0,2,1,5.926926,class_0
25,0,2125,170.4,0,0,0,7.661527,class_0
23,1,343.75,48.0003,0,2,2,5.839915,class_0
40,1,625,48.0003,0,2,3,6.437752,class_0
42,1,400,535.5,1,0,0,5.991465,class_0
24,0,1000,303.6,0,0,0,6.907755,class_0
31,0,1312.5,48.0003,0,2,1,7.179689,class_0
19,0,1250,48.0003,0,1,0,7.130899,class_0
20,1,312.5,48.0003,1,1,0,5.744604,class_0
23,1,375,48.0003,0,1,2,5.926926,class_0
41,0,375,239.1,0,2,1,5.926926,class_0
49,1,187.5,48.0003,1,2,1,5.233779,class_0
28,1,1093.75,82.2,0,2,1,6.997367,class_0
31,1,937.5,125.4,0,1,2,6.843217,class_0
22,1,625,48.0003,1,1,2,6.437752,class_0
26,0,3000,48,0,2,1,8.006368,class_0
55,1,1500,48.0003,1,1,1,7.31322,class_0
16,1,187.5,48.0003,0,3,2,7.941829,class_0
33,0,1093.75,48,1,1,1,6.997367,class_0
28,1,781.25,48.0003,0,6,3,6.332391,class_0
18,1,937.5,48.0003,1,1,1,6.843217,class_0
24,1,58.63,48.0003,1,0,0,4.071247,class_0
28,1,117.25,87,0,0,1,6.843217,class_0
21,0,625,48.0003,0,1,0,6.437752,class_0
18,0,1406.25,48.0003,1,5,3,6.437752,class_0
37,0,1250,60,0,3,0,7.130899,class_0
20,1,117.25,48.0003,0,1,0,4.764308,class_0
33,0,431.25,48.0003,1,1,1,6.066688,class_0
28,0,2187.5,551.7,0,0,0,7.690515,class_0
36,0,1250,48,1,2,0,7.130899,class_0
18,0,117.25,48.0003,0,3,2,4.764308,class_0
20,1,3125,48.0003,0,0,1,8.04719,class_0
41,1,625,48.0003,1,1,1,6.55108,class_0
19,1,1562.5,48,0,1,3,6.486542,class_0
49,1,781.25,170.4,0,0,0,6.660895,class_0
29,1,1500,176.4,0,2,1,7.31322,class_0
62,0,445.544555,48.0003,0,3,3,5.744604,class_0
35,0,718.75,138,0,1,2,6.577514,class_0
42,1,375,48,1,0,0,5.926926,class_0
20,0,265.63,48,0,1,2,5.582104,class_0
36,1,562.5,48,0,2,2,6.332391,class_0
38,1,1000,87,0,2,1,6.907755,class_0
28,0,800,261.3,0,2,1,6.684612,class_0
38,1,1250,48.0003,0,1,1,7.130899,class_0
17,1,2500,48.0003,0,2,1,7.824046,class_0
24,0,203.13,177.9,1,2,2,5.313846,class_0
50,0,586.25,48.0003,0,0,0,7.600902,class_0
43,0,1718.75,161.7,0,0,0,7.449353,class_0
19,1,1000,52.2,0,1,2,7.079606,class_0
32,1,750,48.0003,0,0,2,6.620073,class_0
25,1,625,52.2,0,1,2,6.437752,class_0
24,1,1562.5,48,1,3,2,7.354042,class_0
48,2,3500,48,0,1,2,8.160518,class_0
44,0,2500,48.0003,0,2,2,7.824046,class_0
36,1,1562.5,48.0003,0,2,2,7.354042,class_0
36,1,1093.75,158.4,0,1,3,6.997367,class_0
26,0,968.75,48.0003,0,2,2,6.876007,class_0
37,0,1562.5,48,1,0,0,7.354042,class_0
38,0,781.25,170.4,0,0,0,6.660895,class_0
35,1,1031.25,403.8,0,0,0,6.938527,class_0
59,0,625,48,1,2,1,6.437752,class_0
17,1,1562.5,48.0003,1,2,2,7.354042,class_0
43,1,2500,48,0,0,0,7.824046,class_0
48,1,1875,48.0003,0,3,1,7.536364,class_0
23,1,562.5,48,0,0,0,6.332391,class_0
28,0,781.25,48.0003,0,2,0,6.660895,class_1
20,0,1562.5,48.0003,0,4,1,7.941829,class_1
42,0,1250,25.2,0,2,0,7.130899,class_1
36,0,222.772277,48.0003,0,1,1,5.40615,class_1
22,0,297.029703,48.0003,0,0,0,5.693832,class_1
33,0,445.544555,21,1,0,1,6.099297,class_1
19,1,1980.19802,48.0003,0,0,1,7.590952,class_1
25,1,866.336634,45,0,0,0,6.764274,class_1
23,0,866.336634,48.0003,1,0,0,8.04719,class_1
34,0,1406.25,48,1,1,3,7.248682,class_1
28,0,1562.5,82.2,1,2,3,7.354042,class_1
48,1,2187.5,170.4,0,0,1,7.690515,class_1
42,0,656.25,420.9,0,2,0,6.486542,class_1
21,0,187.5,48.0003,0,3,1,5.233779,class_1
32,1,1875,176.4,0,2,2,5.744604,class_1
18,0,375,48.0003,0,3,2,5.926926,class_1
31,0,468.75,60,0,2,2,6.15007,class_1
43,0,468.75,60,0,1,1,6.15007,class_1
17,0,265.63,190.8,0,1,0,6.332391,class_1
43,0,937.5,48.0003,0,1,2,6.843217,class_1
20,0,1562.5,48.0003,0,3,1,7.354042,class_1
35,1,2812.5,197.4,0,2,3,7.941829,class_1
28,0,1250,48,0,2,1,7.130899,class_1
29,1,156.25,48.0003,0,2,1,5.051457,class_1
69,0,500,48.0003,0,1,1,6.214608,class_1
46,0,2500,48.0003,0,0,0,7.824046,class_1
32,1,2000,48.0003,0,0,0,7.600902,class_1
64,0,1250,48.0003,1,0,0,7.130899,class_1
53,0,250,48,0,0,0,5.521461,class_1
28,0,312.5,48.0003,0,0,0,5.744604,class_1
19,0,1562.5,82.2,0,1,1,7.354042,class_1
30,0,312.5,48.0003,0,1,1,5.744604,class_1
23,1,625,190.8,0,1,1,6.437752,class_1
22,1,117.25,29.4,1,0,0,4.764308,class_1
18,0,175.88,29.4,0,0,0,5.169802,class_1
53,0,312.5,29.4,0,0,0,5.744604,class_1
29,1,586.25,29.4,1,1,2,6.373746,class_1
32,1,875,48,0,2,0,6.774224,class_1
47,0,1406.25,170.4,0,2,0,7.248682,class_1
54,0,218.75,52.2,0,0,0,5.38793,class_1
29,0,117.25,48.0003,0,2,1,4.764308,class_1
26,1,312.5,48.0003,0,0,0,5.744604,class_1
36,0,1406.25,48.0003,0,0,1,5.547635,class_1
17,1,2500,176.4,0,2,1,7.824046,class_1
35,1,3125,161.7,0,1,1,8.04719,class_1
27,1,700,595.2,0,2,1,6.55108,class_1
32,0,700,190.8,0,0,0,6.55108,class_1
66,0,265.63,48.0003,0,0,1,5.582104,class_1
53,1,156.25,29.4,1,0,0,5.051457,class_1
31,1,312.5,48.0003,0,1,0,5.744604,class_1
28,0,4687.5,48.0003,0,1,0,6.737856,class_1
17,0,156.25,48.0003,0,3,2,5.051457,class_1
37,0,1562.5,48,0,3,1,7.354042,class_1
21,0,1172.5,48.0003,0,2,2,7.066893,class_1
38,0,900,170.4,0,2,2,6.802395,class_1
32,1,1000,161.7,0,3,4,6.907755,class_1
22,1,2812.5,52.2,0,4,3,7.941829,class_1
27,1,1250,170.4,0,2,3,7.130899,class_1
32,1,781.25,176.4,0,2,2,6.660895,class_1
25,1,1406.25,303.6,0,2,3,7.248682,class_1
21,1,562.5,48.0003,0,3,1,6.332391,class_1
49,0,843.75,48.0003,0,2,2,6.737856,class_1
55,0,3125,595.2,1,2,2,8.04719,class_1
19,0,437.5,48.0003,0,2,1,6.081077,class_1
20,1,1732.673267,48.0003,0,1,1,7.457421,class_2
26,0,625,48.0003,0,2,2,6.437752,class_2
20,1,400,48.0003,0,4,2,7.536364,class_2
23,0,140.625,48.0003,0,3,2,4.946097,class_2
19,1,1093.75,48.0003,0,0,3,8.04719,class_2
19,1,1250,48.0003,0,2,2,7.130899,class_2
47,0,562.5,161.7,0,4,3,5.744604,class_2
25,0,1875,48.0003,0,5,3,7.536364,class_2
21,1,937.5,48.0003,0,5,2,6.843217,class_2
36,1,4687.5,170.4,0,1,2,8.452655,class_2
45,0,1187.5,203.7,0,0,3,7.079606,class_2
47,0,625,21,0,4,2,6.437752,class_2
13,0,625,48.0003,0,3,2,6.437752,class_2
32,0,187.5,48.0003,0,0,2,5.233779,class_2
27,1,562.5,48.0003,0,4,3,6.332391,class_2
35,1,1250,48.0003,0,3,2,7.130899,class_2
24,1,1250,48.0003,0,4,3,7.130899,class_3
30,0,562.5,82.2,0,1,0,6.332391,class_3
28,0,1250,48.0003,0,0,0,7.130899,class_3
38,0,1500,48.0003,0,1,0,7.31322,class_3
22,0,1093.75,48.0003,0,5,0,6.997367,class_3
35,0,2000,48,0,4,4,7.600902,class_3
22,0,937.5,48.0003,0,5,2,6.843217,class_3
27,1,93.75,48.0003,0,4,3,4.540632,class_4
21,0,625,21,0,1,0,6.437752,class_4
28,0,625,21,0,0,0,6.437752,class_4
24,0,3125,48.0003,0,2,1,8.04719,class_5
22,0,187.5,48.0003,0,6,1,5.233779,class_5
24,0,256.63,82.2,0,0,0,5.547635,class_5
66,0,937.5,29.4,0,0,0,6.843217,class_6
