@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute class {class_0,class_1}

@data
13,0,1,14,1,11.25,33,2,2,2,class_0
11,0,1,13,0,14,30,2,2,2,class_0
10,0,1,12,1,10,28,2,2,0,class_0
12,0,1,23,1,9.83,41,2,2,1,class_0
12,1,1,9,1,12.5,27,2,2,2,class_0
14,0,1,21,0,26,41,2,2,2,class_0
5,1,1,44,1,14,55,2,2,0,class_0
12,0,1,4,0,10.5,22,2,2,2,class_0
8,0,1,42,1,11,56,2,2,1,class_0
13,0,1,10,0,12.47,29,2,2,2,class_0
12,0,1,40,0,15,58,2,2,0,class_0
11,1,1,29,1,9.5,46,2,2,0,class_0
12,0,1,12,0,12.57,30,2,2,2,class_0
8,0,0,22,1,6.88,36,0,2,2,class_0
12,0,1,12,1,5.5,30,2,2,2,class_0
12,0,1,7,0,7,25,2,2,2,class_0
12,0,1,28,1,6.5,46,2,2,2,class_0
12,1,1,20,0,12,38,2,2,1,class_0
9,1,0,30,1,6.8,45,2,2,1,class_0
13,0,1,18,1,8.75,37,2,2,2,class_0
12,1,0,6,1,3.75,24,1,2,1,class_0
12,0,1,8,1,13,26,2,2,2,class_0
10,1,1,9,1,7,25,2,2,0,class_0
7,1,1,43,1,3.35,56,2,2,1,class_0
9,0,1,38,1,8.5,53,2,2,1,class_0
12,0,1,9,1,6,27,2,2,2,class_0
12,1,1,12,1,6.75,30,2,2,2,class_0
12,0,1,18,1,8.89,36,2,2,1,class_0
11,1,1,28,0,10.78,45,1,2,0,class_0
10,1,1,27,0,8.9,43,2,2,0,class_0
12,1,1,38,1,7.5,56,2,2,2,class_0
12,0,1,41,0,11.25,59,2,2,2,class_0
12,1,1,16,0,13.45,34,2,2,2,class_0
13,1,1,7,1,6,26,2,2,1,class_0
14,0,1,25,1,10.58,45,2,2,1,class_0
12,1,1,5,1,5,23,2,2,2,class_0
12,0,1,13,1,8.5,31,2,2,1,class_0
16,0,1,18,1,24.98,40,2,1,2,class_0
14,1,1,21,1,16.65,41,2,1,2,class_0
12,1,0,30,1,11.25,48,0,1,2,class_0
17,0,0,13,1,12.65,36,2,1,2,class_0
14,0,0,26,1,10.25,46,2,1,2,class_0
15,0,1,1,0,4.84,22,2,1,2,class_0
17,1,1,32,1,26.29,55,2,1,2,class_0
12,0,0,24,1,6.58,42,2,1,2,class_0
12,0,1,42,1,15,60,2,1,1,class_0
12,0,0,32,1,7,50,2,1,2,class_0
16,0,1,18,1,14.53,40,2,1,2,class_0
18,0,0,19,1,20,43,2,1,2,class_0
15,0,1,12,1,22.5,33,2,1,2,class_0
12,0,0,42,1,3.64,60,2,1,2,class_0
12,1,1,34,1,10.62,52,2,1,2,class_0
18,0,1,29,1,24.98,53,2,1,2,class_0
16,0,1,22,1,22.5,44,2,1,2,class_0
16,1,1,10,1,15,32,2,1,2,class_0
17,0,0,15,1,6.88,38,2,1,2,class_0
12,0,1,26,1,11.84,44,2,1,2,class_0
18,0,0,14,1,13.95,38,2,1,2,class_0
12,0,0,38,1,13.16,56,2,1,2,class_0
12,1,1,14,1,5.3,32,1,1,2,class_0
12,0,0,7,1,4.5,25,2,1,2,class_0
10,0,1,20,1,10,36,2,1,2,class_0
16,0,1,7,0,10,29,0,1,2,class_0
16,0,0,26,1,9.37,48,2,1,2,class_0
16,0,1,14,1,5.8,36,2,1,2,class_0
12,0,1,24,1,1,42,2,1,2,class_0
14,1,1,41,1,8.8,61,2,1,2,class_0
16,0,1,7,1,9,29,1,1,2,class_0
16,0,0,6,1,10.62,28,2,1,1,class_0
12,0,0,3,1,4.5,21,2,1,2,class_0
15,0,1,31,1,17.25,52,2,1,2,class_0
13,0,0,14,1,10.5,33,2,1,1,class_0
14,0,0,13,1,9.22,33,2,1,2,class_0
16,0,1,26,0,15,48,1,1,1,class_0
18,0,1,14,1,22.5,38,2,1,2,class_0
13,0,0,33,1,4.55,52,2,4,2,class_0
12,0,1,16,1,9,34,2,4,2,class_0
18,0,1,10,1,13.33,34,2,4,2,class_0
12,1,0,29,1,4.25,47,2,4,2,class_0
12,0,1,43,1,12.5,61,2,4,1,class_0
12,0,0,5,1,5.13,23,2,4,2,class_0
16,1,0,14,1,3.35,36,1,4,2,class_0
12,1,1,28,1,11.11,46,2,4,2,class_0
11,1,0,25,1,3.84,42,1,4,2,class_0
12,0,0,45,1,6.4,63,2,4,2,class_0
12,1,1,20,1,10,38,2,4,1,class_0
16,0,0,6,1,5.65,28,2,4,2,class_0
16,0,1,16,1,11.5,38,2,4,2,class_0
11,0,0,33,1,3.5,50,2,4,2,class_0
13,1,0,2,1,3.35,21,2,4,2,class_0
14,1,1,44,1,19.98,64,2,4,2,class_0
14,1,0,6,1,3.5,26,2,4,2,class_0
12,0,1,5,1,7,23,2,4,2,class_0
13,0,0,4,1,6.25,23,2,4,1,class_0
14,0,1,14,1,4.5,34,2,4,2,class_0
14,0,0,32,1,14.29,52,2,4,2,class_0
12,0,0,14,1,5,32,2,4,2,class_0
14,0,1,21,1,13.75,41,2,4,2,class_0
12,0,1,43,0,13.71,61,2,4,2,class_0
12,1,0,27,1,7.5,45,1,4,2,class_0
12,1,1,32,1,9.42,50,2,4,2,class_0
12,0,1,20,1,5.5,38,2,4,2,class_0
12,0,1,34,1,3.5,52,2,4,2,class_0
17,0,1,13,1,12,36,2,4,1,class_0
14,0,0,17,1,5,37,0,0,2,class_0
13,1,0,10,1,8.75,29,2,0,2,class_0
16,0,0,7,1,10,29,2,0,2,class_0
12,0,0,18,1,8.63,36,1,0,2,class_0
16,0,0,27,1,9,49,2,0,1,class_0
13,0,1,13,1,11.11,32,2,0,2,class_0
18,1,0,13,1,5.2,37,0,0,2,class_0
12,0,0,24,1,5.2,42,2,0,2,class_0
12,0,0,43,1,11.67,61,2,0,0,class_0
12,0,0,13,1,11.32,31,2,0,1,class_0
12,1,0,16,1,7.5,34,2,0,2,class_0
11,0,0,24,1,5.5,41,2,0,2,class_0
16,1,0,4,1,5,26,2,0,2,class_0
12,0,0,24,1,7.75,42,2,0,2,class_0
12,0,0,45,1,5.25,63,2,0,2,class_0
12,0,1,20,0,9,38,2,0,2,class_0
12,0,0,38,1,9.65,56,2,0,2,class_0
18,1,1,10,1,5.21,34,2,0,2,class_0
11,0,0,16,1,7,33,1,0,2,class_0
12,1,0,32,1,12.16,50,1,0,2,class_0
12,0,0,44,1,9.17,62,2,0,1,class_0
12,1,1,12,1,8.43,30,2,0,2,class_0
12,1,1,8,1,4,26,1,0,2,class_0
12,0,0,4,1,4.13,22,2,0,2,class_0
12,1,0,28,1,3,46,2,0,2,class_0
14,0,0,12,1,10.53,32,2,0,1,class_0
12,0,0,39,1,5,57,2,0,2,class_0
12,0,0,24,1,15.03,42,2,0,2,class_0
17,0,0,32,1,11.25,55,1,0,2,class_0
13,0,0,16,1,12.5,35,2,0,2,class_0
12,0,0,15,1,4.1,33,2,0,2,class_0
14,1,0,15,1,10.43,35,2,0,2,class_0
12,0,1,19,1,7.69,37,2,0,2,class_0
12,0,0,14,0,12.5,32,2,0,2,class_0
13,0,0,30,1,6.25,49,2,0,2,class_0
13,1,0,6,1,5,25,2,0,2,class_0
12,0,0,10,0,7,28,2,0,2,class_0
16,0,1,17,1,7.88,39,1,0,2,class_0
12,0,0,29,1,10.5,47,2,0,2,class_0
12,1,0,23,1,7.5,41,1,0,2,class_0
12,1,0,39,1,9.5,57,2,0,2,class_0
12,1,0,14,1,9.6,32,2,0,2,class_0
14,1,1,12,0,11.02,32,2,0,2,class_0
14,0,0,32,1,5.62,52,2,0,2,class_0
15,0,0,6,1,12.5,27,2,0,2,class_0
12,0,0,40,1,10.81,58,2,0,2,class_0
12,0,0,18,1,5.4,36,2,0,1,class_0
12,1,0,36,1,4.59,54,2,0,0,class_0
12,0,0,19,1,6,37,2,0,2,class_0
13,0,0,2,1,5.62,21,0,0,2,class_0
12,0,0,33,1,5.5,51,2,0,2,class_0
12,1,0,14,1,4.85,32,2,0,2,class_0
12,0,0,20,1,4.25,38,2,0,2,class_0
12,0,0,15,1,5.75,33,2,0,2,class_0
12,0,1,35,1,3.5,53,2,0,2,class_0
12,0,0,7,1,3.35,25,2,0,2,class_0
12,1,0,2,1,4.75,20,2,0,2,class_0
14,0,0,19,0,8.85,39,1,0,2,class_0
12,1,0,14,1,8,32,2,0,2,class_0
4,0,1,54,1,6,64,2,5,2,class_0
14,0,1,17,1,7.14,37,2,5,2,class_0
8,0,0,29,1,3.4,43,1,5,2,class_0
11,0,0,20,1,4.35,37,2,5,2,class_0
10,1,0,38,1,13.1,54,1,5,2,class_0
8,1,0,37,1,4.35,51,1,5,2,class_0
8,0,0,38,1,5.26,52,2,5,2,class_0
12,0,0,2,1,4.25,20,2,5,2,class_0
16,0,1,21,1,4.5,43,2,5,2,class_0
13,0,0,15,1,8,34,2,5,2,class_0
14,0,0,12,1,7.96,32,2,5,2,class_0
11,0,1,4,1,4.15,21,2,5,2,class_0
13,1,1,9,1,5.95,28,2,5,2,class_0
12,1,0,43,1,3.6,61,0,5,2,class_0
12,0,0,38,1,4.28,56,2,5,2,class_0
12,0,0,13,1,5.35,31,2,5,2,class_0
12,0,0,14,1,5,32,2,5,2,class_0
12,0,0,9,0,7.5,27,2,5,1,class_0
12,1,0,5,1,1.75,23,2,5,2,class_0
14,0,1,22,0,9.63,42,2,5,2,class_0
12,0,0,24,1,8.49,42,2,5,2,class_0
11,1,0,8,1,3.65,25,2,5,2,class_0
11,1,0,17,1,3.5,34,2,5,2,class_0
12,1,1,20,1,5.5,38,2,5,2,class_0
12,0,1,26,0,6.93,44,2,5,2,class_0
10,1,0,37,1,3.51,53,1,5,2,class_0
12,0,0,27,1,4.17,45,2,5,2,class_0
12,0,0,5,0,9.57,23,2,5,2,class_0
14,0,1,16,1,14.67,36,1,5,2,class_0
14,0,0,19,1,12.5,39,2,5,2,class_0
12,0,1,10,1,5.5,28,2,5,2,class_0
12,0,0,43,0,8,61,1,5,2,class_0
12,1,0,26,1,7,44,2,5,2,class_0
10,0,0,25,0,10,41,2,5,2,class_0
12,0,0,15,1,8,33,2,5,2,class_0
8,0,1,47,0,8.93,61,0,5,2,class_0
16,0,0,6,1,9,28,1,5,2,class_0
14,0,1,34,0,6.85,54,1,5,2,class_0
11,1,1,39,1,6.5,56,2,5,2,class_0
12,1,0,17,1,3.75,35,2,5,2,class_0
9,0,1,47,0,3.5,62,2,5,2,class_0
12,0,1,25,0,13,43,1,5,2,class_0
12,0,0,33,1,13.12,51,1,5,2,class_0
12,1,0,9,1,3.95,27,2,5,2,class_0
11,1,1,18,0,13,35,2,5,2,class_0
12,0,1,10,1,9,28,2,5,2,class_0
9,0,0,46,0,9.5,61,2,5,2,class_0
7,1,1,14,1,4.5,27,0,5,2,class_0
13,0,1,34,0,10,53,2,3,0,class_0
18,0,1,15,1,18,39,2,3,2,class_0
17,0,1,31,1,24.98,54,2,3,1,class_0
14,1,1,15,1,22,35,2,3,2,class_0
12,0,1,30,1,8.75,48,2,3,2,class_0
18,0,1,8,1,22.2,32,2,3,2,class_0
18,0,1,5,1,17.25,29,2,3,1,class_0
13,1,1,17,1,8.06,36,2,3,2,class_0
16,0,1,5,0,9.24,27,1,3,1,class_0
14,0,0,10,1,12,30,2,3,2,class_0
18,0,1,3,1,5.71,27,2,3,2,class_0
16,1,1,13,1,17.5,35,1,3,2,class_0
18,0,1,12,1,15,36,2,3,2,class_0
16,0,0,6,1,7.78,28,2,3,2,class_0
17,0,1,7,1,7.8,30,2,3,2,class_0
16,1,1,14,0,10,36,2,3,2,class_0
15,1,0,10,1,10.28,31,2,3,2,class_0
18,0,0,11,1,15,35,2,3,2,class_0
17,0,0,24,1,12,47,2,3,2,class_0
18,1,1,12,1,5.85,36,2,3,2,class_0
18,0,1,19,1,11.22,43,2,3,2,class_0
14,0,0,14,1,8.56,34,2,3,2,class_0
18,0,1,7,1,15.79,31,2,3,2,class_0
16,0,0,22,1,7.5,44,2,3,2,class_0
12,0,0,28,1,11.25,46,2,3,2,class_0
16,0,0,7,1,6.25,29,2,3,2,class_0
12,0,0,11,1,12,29,2,3,2,class_0
12,1,0,21,1,5.75,39,2,3,2,class_0
16,0,1,4,1,15.73,26,2,3,1,class_0
15,0,1,13,1,9.86,34,2,3,2,class_0
18,0,1,14,0,13.51,38,2,3,2,class_0
16,0,0,10,1,5.4,32,2,3,2,class_0
18,1,1,14,1,6.25,38,2,3,2,class_0
16,1,1,29,1,5.5,51,2,3,2,class_0
18,0,1,27,1,6.25,51,1,3,2,class_0
12,0,1,3,1,5.75,21,2,3,2,class_0
16,1,1,14,0,20.5,36,2,3,2,class_0
14,0,1,0,1,5,20,2,3,0,class_0
18,0,1,33,1,7,57,2,3,2,class_0
16,1,1,38,1,18,60,2,3,2,class_0
18,0,0,18,0,12,42,2,3,2,class_0
16,0,0,11,1,19.38,33,2,3,2,class_0
16,0,0,16,1,14,38,2,3,2,class_0
14,0,1,22,1,10,42,2,3,2,class_0
16,1,0,28,0,20,50,2,3,2,class_0
16,0,0,10,1,10,32,2,3,2,class_0
17,0,0,26,0,10.2,49,2,3,2,class_0
16,1,0,4,1,10,26,2,3,2,class_0
17,0,0,13,0,12.5,36,2,3,2,class_0
12,0,0,42,1,5.79,60,2,3,2,class_0
17,0,1,18,1,24.98,41,0,3,2,class_0
12,0,0,3,1,4.35,21,2,3,2,class_0
16,0,0,17,1,8,39,0,3,2,class_0
18,0,1,7,1,18.16,31,2,3,2,class_0
16,0,0,14,1,12,36,2,3,2,class_0
16,0,0,22,0,8.89,44,2,3,2,class_0
17,0,0,14,1,9.5,37,2,3,2,class_0
16,0,1,11,1,13.65,33,2,3,2,class_0
18,0,1,23,0,12,47,2,3,2,class_0
12,0,1,39,0,15,57,2,3,2,class_0
16,0,1,15,1,12.67,37,2,3,2,class_0
14,0,0,12,1,6.25,32,2,3,2,class_0
16,1,0,7,1,6.25,29,0,3,2,class_0
17,0,1,7,0,9.37,30,2,3,2,class_0
16,0,1,17,1,22.5,39,2,3,1,class_0
16,0,1,10,0,7.5,32,2,3,2,class_0
17,1,1,2,1,7,25,2,3,2,class_0
9,1,0,34,0,5.75,49,1,3,2,class_0
15,0,0,11,1,7.67,32,2,3,2,class_0
12,1,1,12,1,16,30,2,3,2,class_0
12,0,0,33,1,6.1,51,1,3,2,class_0
17,0,0,25,0,23.25,48,1,3,2,class_0
12,1,1,13,0,19.88,31,2,3,2,class_0
16,0,1,33,1,15.38,55,2,3,1,class_0
12,0,1,1,1,6.67,19,2,2,1,class_1
12,0,1,4,1,4,22,2,2,2,class_1
13,0,1,9,0,13.07,28,2,2,2,class_1
10,1,1,27,1,4.45,43,2,2,2,class_1
12,0,1,9,1,19.47,27,2,2,2,class_1
12,0,1,9,1,8.75,27,2,2,2,class_1
12,0,1,19,0,11.5,37,2,2,1,class_1
9,1,1,30,0,6.25,45,2,2,2,class_1
11,0,1,16,1,3.65,33,2,2,2,class_1
12,0,1,9,1,3.75,27,2,2,2,class_1
14,0,1,13,1,8.9,33,2,2,2,class_1
12,1,0,46,1,4,64,2,2,2,class_1
17,1,0,1,1,5,24,2,2,2,class_1
12,0,1,19,1,9.25,37,2,2,1,class_1
12,0,1,36,1,10.67,54,1,2,2,class_1
12,0,1,3,1,7.5,21,2,2,2,class_1
12,0,1,0,1,3.35,18,2,2,2,class_1
13,1,1,8,1,4.3,27,2,2,0,class_1
10,1,1,13,1,4.85,29,2,2,2,class_1
13,0,1,0,1,4,19,2,2,2,class_1
12,0,0,11,1,5.5,29,2,2,1,class_1
13,0,1,17,1,8.4,36,2,2,1,class_1
12,0,1,22,0,10,40,1,2,1,class_1
11,0,1,17,1,6.5,34,2,2,2,class_1
12,1,1,3,1,11.43,21,2,2,0,class_1
12,0,1,6,0,4,24,1,2,1,class_1
11,1,1,3,1,3.35,20,1,2,1,class_1
14,0,1,14,1,13.98,34,2,2,2,class_1
10,0,0,44,0,6.1,60,2,2,1,class_1
16,1,0,13,1,3.75,35,2,2,2,class_1
13,0,1,8,0,9,27,1,2,1,class_1
12,0,1,13,1,9.45,31,2,2,1,class_1
12,1,0,6,1,6.25,24,2,2,2,class_1
12,0,1,1,1,2.85,19,2,2,2,class_1
12,0,1,8,1,6.5,26,2,2,2,class_1
14,0,0,13,1,18.5,33,2,2,1,class_1
12,0,1,11,1,12.5,29,2,2,0,class_1
12,0,1,8,1,6,26,2,2,0,class_1
16,0,1,3,0,5,25,2,2,2,class_1
11,0,1,11,1,3.75,28,2,2,0,class_1
12,0,0,15,1,4.5,33,2,2,1,class_1
12,1,1,6,1,5,24,2,2,0,class_1
12,1,1,5,1,6.5,23,2,2,1,class_1
12,1,1,16,1,4.5,34,0,2,2,class_1
12,1,1,1,0,6,19,0,2,2,class_1
12,0,1,3,1,5.5,21,2,2,1,class_1
14,0,1,2,1,5.65,22,2,2,1,class_1
9,0,1,16,1,4.8,31,1,2,1,class_1
12,0,1,2,1,5.25,20,2,2,2,class_1
11,0,1,15,0,14.21,32,2,2,1,class_1
12,0,0,3,1,4.5,21,2,2,1,class_1
6,1,0,33,1,4.62,45,1,2,1,class_1
14,1,1,17,1,8.2,37,1,2,2,class_1
12,1,1,1,1,6.25,19,2,2,2,class_1
14,0,1,2,1,6.25,22,2,1,2,class_1
12,1,0,4,1,4.55,22,0,1,2,class_1
13,0,1,32,1,21.25,51,2,1,2,class_1
12,0,1,17,1,7.5,35,2,1,2,class_1
16,0,1,9,1,3.35,31,2,1,2,class_1
16,0,1,8,1,13.45,30,1,1,2,class_1
14,0,0,1,1,44.5,21,2,1,2,class_1
16,0,0,3,1,11.25,25,1,1,1,class_1
14,0,1,22,1,10,42,1,1,2,class_1
16,1,1,8,1,6,30,2,1,2,class_1
18,0,1,13,1,19,37,2,1,1,class_1
16,0,1,10,1,13.2,32,2,1,2,class_1
14,0,1,16,1,16.14,36,2,1,2,class_1
18,1,0,13,1,10,37,2,1,2,class_1
13,0,1,36,1,17.86,55,2,1,2,class_1
17,1,1,14,1,18.16,37,2,1,2,class_1
12,1,0,1,1,7.81,19,2,1,2,class_1
14,0,1,22,1,15,42,2,4,2,class_1
14,0,1,2,1,7.5,22,2,4,2,class_1
14,1,1,5,1,5.56,25,2,4,2,class_1
12,1,0,10,1,4.75,28,2,4,2,class_1
12,0,0,15,1,4,33,2,4,2,class_1
12,0,0,4,1,3.8,22,2,4,2,class_1
14,0,1,0,1,5,20,0,4,2,class_1
15,1,1,4,1,3.75,25,2,4,2,class_1
13,0,1,5,1,5.8,24,2,4,2,class_1
12,0,0,25,1,8.5,43,2,0,2,class_1
16,0,0,2,1,5.5,24,2,0,2,class_1
14,0,0,24,1,10,44,2,0,2,class_1
14,0,0,15,0,8,35,2,0,2,class_1
12,1,0,12,1,3.56,30,0,0,2,class_1
16,1,0,2,1,5.25,24,2,0,2,class_1
13,1,0,28,1,10.32,47,2,0,2,class_1
16,0,1,3,1,3.35,25,1,0,2,class_1
13,0,0,8,0,7.7,27,2,0,2,class_1
13,1,0,0,1,4.25,19,2,0,2,class_1
14,1,1,1,1,7.53,21,2,0,2,class_1
16,0,1,4,1,6.25,26,1,0,2,class_1
12,0,0,25,1,3.5,43,1,0,2,class_1
12,0,1,8,1,6.85,26,1,0,2,class_1
12,1,1,5,1,12,23,2,0,2,class_1
13,0,1,31,1,6,50,2,0,2,class_1
12,0,0,25,1,9.5,43,2,0,2,class_1
12,0,0,0,1,5,18,2,0,2,class_1
12,0,0,21,1,5.5,39,1,0,2,class_1
12,0,0,6,1,6.4,24,2,0,2,class_1
12,0,0,8,1,8,26,2,0,2,class_1
9,0,1,33,0,9.6,48,2,0,2,class_1
13,0,1,16,1,9.1,35,0,0,2,class_1
12,1,0,20,1,7.5,38,2,0,2,class_1
13,1,0,1,1,3.55,20,2,0,2,class_1
12,1,1,2,1,8.5,20,1,0,2,class_1
13,1,0,0,1,4.5,19,2,0,2,class_1
12,0,0,8,1,5.25,26,2,0,2,class_1
12,1,1,4,1,5,22,2,0,2,class_1
12,0,0,15,1,9.33,33,2,0,2,class_1
17,1,0,6,1,5.87,29,1,0,2,class_1
12,1,0,26,1,5,44,2,0,2,class_1
11,0,0,12,1,7,29,2,0,2,class_1
16,0,0,42,1,11.71,64,2,0,1,class_1
12,0,1,22,1,6.75,40,2,0,2,class_1
12,0,0,45,1,10.62,63,2,0,1,class_1
12,0,0,9,1,8,27,2,0,2,class_1
17,1,1,3,1,8.5,26,2,0,2,class_1
15,1,0,26,1,6,47,2,5,2,class_1
2,0,1,16,1,3.75,24,0,5,2,class_1
8,0,0,29,1,8.89,43,1,5,2,class_1
9,0,1,48,1,3.5,63,2,5,2,class_1
12,0,0,16,1,3.8,34,2,5,2,class_1
14,0,1,0,1,3.35,20,1,5,2,class_1
12,0,1,14,0,16.26,32,1,5,2,class_1
16,0,0,20,1,4,42,2,5,2,class_1
12,1,1,7,1,4,25,0,5,2,class_1
10,1,1,19,1,8.75,35,2,5,2,class_1
8,0,0,49,1,3.4,63,2,5,2,class_1
12,0,1,20,1,7.65,38,2,5,2,class_1
12,0,0,7,1,6.94,25,2,5,2,class_1
12,0,0,6,1,3.6,24,2,5,2,class_1
13,1,0,1,1,3.45,20,1,5,2,class_1
12,0,0,15,0,8.99,33,2,5,2,class_1
12,1,1,2,1,3.43,20,1,5,2,class_1
12,0,0,41,1,3.75,59,2,5,2,class_1
13,1,1,1,0,5.15,20,2,5,2,class_1
13,0,1,3,1,5.83,22,1,5,2,class_1
12,0,0,0,1,3.35,18,2,5,2,class_1
14,1,0,10,1,6.88,30,2,5,2,class_1
11,0,0,45,0,5.55,62,2,5,2,class_1
11,0,1,3,1,7.5,20,1,5,2,class_1
10,1,0,33,1,3.5,49,2,5,2,class_1
16,0,1,3,1,5.77,25,2,5,1,class_1
14,0,1,4,0,25,24,0,5,2,class_1
11,0,1,2,1,4.5,19,2,5,2,class_1
13,1,1,0,1,2.01,19,2,5,2,class_1
14,0,0,24,1,4.17,44,2,5,2,class_1
14,0,0,6,1,3.98,26,2,5,2,class_1
12,0,0,10,1,7.5,28,2,5,2,class_1
12,0,1,12,1,4,30,2,5,2,class_1
8,1,0,45,1,4.55,59,2,5,2,class_1
11,0,0,36,1,8.75,53,2,5,2,class_1
16,0,0,6,1,12.05,28,2,3,1,class_1
17,0,0,3,0,6,26,2,3,2,class_1
15,0,0,33,1,10.61,54,2,3,2,class_1
16,0,0,0,1,10,18,2,3,2,class_1
17,0,0,5,1,24.98,28,2,3,2,class_1
16,0,1,9,1,10.58,31,2,3,1,class_1
16,0,0,17,1,13.89,39,2,3,1,class_1
18,1,1,7,1,5.71,31,2,3,2,class_1
16,0,0,16,1,6.15,38,2,3,2,class_1
16,1,1,16,1,13.45,38,1,3,2,class_1
12,0,0,11,1,6.5,29,2,3,2,class_1
12,0,0,16,1,8.5,34,2,3,2,class_1
18,0,1,33,0,8,57,2,3,2,class_1
12,0,1,4,1,5,22,0,3,2,class_1
17,0,1,3,1,20.4,26,2,3,1,class_1
18,0,0,40,1,22.2,64,2,3,2,class_1
14,0,1,19,1,16.42,39,2,3,1,class_1
14,0,0,4,1,8.63,24,2,3,2,class_1
17,0,0,13,0,15.95,36,2,3,2,class_1
16,1,0,5,1,24.98,27,2,3,2,class_1
15,0,1,5,1,11.25,26,2,3,2,class_1
18,0,0,37,1,22.83,61,2,3,1,class_1
18,0,0,31,0,14,55,2,3,2,class_1
17,0,0,10,1,11.25,33,2,3,2,class_1
16,0,0,10,0,6.67,32,2,3,2,class_1
14,0,0,15,1,7.38,35,0,3,2,class_1
16,0,1,10,1,15.56,32,2,3,2,class_1
12,1,0,25,1,7.45,43,2,3,2,class_1
15,0,1,10,1,12.5,31,2,3,2,class_1
16,0,0,6,0,11.79,28,2,3,2,class_1
18,0,1,5,1,11.36,29,2,3,2,class_1
