@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute class {class_0,class_1}

@data
8,6,4.8,2,4,6,11,3,19,3,6,0,class_0
8,7,4.9,1,4,11,11,0,0,3,10,0,class_0
8,6,0,0,8,16,8,2,0,3,12,0,class_0
8,7,4.9,2,4,16,11,2,0,16,2,0,class_0
2,2,5,0,6,16,11,3,14,0,0,0,class_0
2,6,4.7,2,4,6,11,3,4,0,3,0,class_0
8,1,0,2,4,16,11,3,0,0,0,0,class_0
2,1,4.4,0,6,11,11,2,4,0,0,0,class_0
2,7,4.6,2,7,6,8,3,0,0,10,0,class_0
2,5,4.4,0,7,4,11,3,0,0,7,0,class_0
8,2,4.5,2,7,6,11,0,0,0,0,0,class_0
10,4,4.7,0,4,16,10,0,0,0,22,0,class_0
2,1,5,0,7,6,11,3,16,2,12,0,class_0
11,1,4.8,2,6,16,4,3,17,14,0,0,class_0
0,1,0,0,4,6,11,3,17,3,0,14,class_0
6,6,4.2,2,8,6,6,3,16,3,11,1,class_0
2,5,5,0,4,16,4,3,4,0,0,12,class_0
0,5,5,0,4,6,8,3,14,8,21,11,class_0
2,5,5,2,4,6,9,3,3,3,0,12,class_0
6,1,0,0,7,6,8,3,16,2,12,0,class_0
3,4,0,1,4,6,11,2,0,0,0,0,class_0
3,6,4.6,0,4,6,8,3,3,0,11,12,class_0
2,5,4.7,2,8,6,4,2,16,3,0,11,class_0
10,5,4.8,1,6,6,11,3,4,0,0,12,class_0
2,1,4.3,2,4,6,6,0,0,0,0,0,class_0
2,5,4.7,0,7,6,11,3,0,0,0,0,class_0
2,1,0,0,8,16,4,0,2,0,0,12,class_0
2,4,4.7,0,6,6,2,3,3,3,0,11,class_0
0,4,5,0,6,6,11,2,4,2,23,11,class_0
11,5,0,0,6,6,11,3,4,1,0,11,class_0
2,1,4.1,1,7,6,11,3,16,0,0,0,class_0
2,1,4.2,2,7,16,4,2,16,0,12,9,class_0
10,1,4.1,0,6,16,11,3,4,0,12,0,class_0
12,1,4.7,2,4,16,11,0,0,0,0,0,class_0
3,1,4.6,0,4,16,4,3,4,3,0,12,class_0
2,1,4.7,2,1,16,11,3,0,3,0,14,class_0
2,5,4.6,0,1,6,6,3,3,3,0,6,class_0
2,5,4.7,1,6,0,11,0,4,0,0,12,class_0
2,4,4.7,0,6,6,4,3,4,0,0,12,class_0
12,1,0,2,6,16,11,3,4,22,0,12,class_0
3,5,0,0,4,16,11,2,3,3,0,0,class_0
11,1,4.5,1,7,6,8,2,0,0,22,9,class_0
2,2,0,1,7,16,15,3,16,0,20,12,class_0
2,6,0,0,8,3,4,0,2,9,0,12,class_0
8,1,0,2,6,6,4,3,4,0,0,9,class_0
2,4,4.7,1,1,6,8,3,16,17,0,9,class_0
2,1,0,6,8,16,8,2,16,17,17,12,class_0
2,5,5,0,6,6,11,3,13,8,15,12,class_0
11,1,0,1,6,12,8,2,4,3,0,3,class_0
2,5,4.7,1,6,6,4,3,11,22,12,9,class_0
8,1,4.8,2,6,6,4,0,4,0,0,12,class_0
3,5,4.8,2,4,6,8,3,18,17,3,3,class_0
2,1,4.2,0,6,6,11,3,4,22,0,14,class_0
0,5,5,6,4,16,15,3,0,17,0,11,class_0
10,1,0,0,4,16,4,3,4,20,12,12,class_0
2,1,4.7,6,6,16,6,3,0,2,0,11,class_0
0,5,4.6,0,7,6,11,2,16,0,0,9,class_0
2,5,4.6,0,2,6,4,3,17,0,12,12,class_0
10,5,4.5,0,6,6,11,2,4,0,21,12,class_0
10,5,0,0,7,16,0,1,4,0,12,0,class_0
10,5,4.8,0,4,16,11,3,0,0,0,14,class_0
3,6,4.9,4,6,3,11,2,0,0,3,9,class_0
2,5,4.3,0,4,6,4,0,0,3,21,8,class_0
3,1,4.5,1,7,16,11,3,16,8,21,12,class_0
8,1,0,2,4,6,11,0,0,3,0,12,class_0
10,5,0,0,6,16,11,1,0,0,0,0,class_0
12,1,5,2,6,6,12,3,0,0,0,12,class_0
2,1,4.5,1,4,2,15,3,0,5,12,1,class_0
2,1,4.5,0,2,6,6,3,4,3,11,12,class_0
8,1,4.9,2,7,6,6,0,4,0,12,0,class_0
10,1,0,4,6,16,11,0,0,0,0,0,class_0
3,2,4.3,2,4,2,4,3,16,18,12,12,class_0
3,5,0,0,4,16,11,3,19,22,12,9,class_0
3,1,4.7,2,4,6,4,3,17,3,2,12,class_0
2,1,4.6,2,7,16,6,3,19,3,21,12,class_0
2,5,4.4,0,6,6,4,3,4,0,0,12,class_0
2,5,5,2,1,6,11,2,0,3,0,11,class_0
10,1,0,0,7,11,11,3,4,2,22,12,class_0
3,1,0,1,6,6,11,2,4,0,12,12,class_0
2,1,5,1,6,6,11,3,4,0,0,0,class_0
0,5,4.6,0,6,6,11,3,4,3,13,12,class_0
2,5,4.7,2,4,6,4,3,16,0,0,12,class_0
2,1,4.7,2,6,16,4,2,4,0,12,12,class_0
2,1,4.6,1,7,2,11,2,19,2,1,11,class_0
2,5,0,1,6,6,7,3,9,0,20,1,class_1
11,3,0,1,1,6,4,3,16,0,0,11,class_1
3,5,4.5,2,6,6,1,3,3,3,3,3,class_1
0,5,0,2,6,16,11,2,0,0,0,11,class_1
2,1,0,6,6,6,4,0,4,0,0,12,class_1
6,1,0,0,1,6,8,3,16,2,12,0,class_1
8,1,5,0,6,6,4,3,16,2,12,12,class_1
5,1,0,0,4,16,8,0,14,0,0,1,class_1
2,5,5,2,6,2,8,0,4,0,21,12,class_1
2,5,0,0,8,2,4,0,15,13,12,0,class_1
1,1,0,2,8,8,13,3,4,0,0,9,class_1
10,1,4.5,1,1,6,4,0,4,0,2,12,class_1
2,5,4.3,2,6,6,11,3,0,3,0,12,class_1
1,5,4,6,6,16,8,3,4,0,17,12,class_1
10,1,0,0,1,16,11,3,16,0,12,9,class_1
10,1,0,2,1,6,11,2,4,2,0,11,class_1
2,5,0,1,6,6,11,3,4,8,0,11,class_1
3,5,4.3,0,1,6,11,3,16,3,21,14,class_1
2,1,4.6,1,1,6,11,2,16,3,20,12,class_1
2,1,4.4,1,1,6,11,3,7,3,20,1,class_1
8,3,4.7,2,4,6,13,0,0,0,0,11,class_1
1,1,0,2,1,6,8,3,4,0,0,11,class_1
1,5,4.4,1,1,6,6,3,17,3,21,12,class_1
2,1,4.8,2,8,6,8,3,8,2,1,9,class_1
2,5,4.8,0,4,6,11,3,4,0,0,11,class_1
10,1,0,2,8,6,8,3,0,0,12,12,class_1
10,1,4.8,1,4,16,13,2,16,0,12,5,class_1
2,5,4.7,2,6,6,11,2,10,0,0,12,class_1
2,5,4.3,0,6,6,11,0,10,0,0,1,class_1
9,1,4.5,2,4,6,13,3,16,0,12,5,class_1
6,1,0,4,8,15,4,3,4,0,0,9,class_1
12,1,0,2,1,11,11,3,16,0,3,9,class_1
2,1,0,0,4,6,8,3,4,0,11,10,class_1
2,1,5,2,6,6,8,2,16,3,0,1,class_1
2,1,4.7,2,3,6,11,3,0,3,21,12,class_1
2,1,5,2,1,16,8,3,4,2,2,12,class_1
2,5,0,0,6,16,6,3,19,2,1,12,class_1
12,1,4.8,1,6,16,8,3,16,0,11,12,class_1
2,6,0,2,1,16,8,2,16,0,0,12,class_1
10,1,4.2,2,8,16,11,3,4,6,0,12,class_1
2,5,4.8,0,4,6,4,3,4,22,12,12,class_1
2,5,4.4,4,1,6,11,3,16,0,0,12,class_1
2,5,4.7,1,4,6,8,0,3,3,3,3,class_1
2,5,0,0,4,16,11,0,4,0,0,11,class_1
2,1,0,0,4,6,11,3,0,3,0,12,class_1
2,5,5,2,6,16,11,2,16,3,20,1,class_1
8,1,4.7,2,4,16,11,3,16,3,11,12,class_1
10,5,5,0,4,6,4,3,4,22,0,14,class_1
11,5,4.6,2,6,6,8,3,0,3,0,11,class_1
2,1,0,0,8,6,6,2,16,3,11,12,class_1
1,1,4.6,2,8,8,13,0,4,0,0,12,class_1
7,6,0,2,8,5,6,3,4,0,21,12,class_1
10,5,4.8,2,4,6,6,3,19,0,0,12,class_1
2,1,0,2,4,6,11,3,19,0,0,11,class_1
2,1,0,0,8,16,4,3,0,3,20,11,class_1
11,5,4.8,4,6,6,8,3,0,3,20,11,class_1
4,1,4,0,6,7,4,0,4,0,22,12,class_1
12,6,4.6,1,8,12,8,2,4,0,24,12,class_1
11,1,4.7,1,6,6,8,3,4,0,4,12,class_1
2,1,4.7,1,1,6,6,0,0,0,12,0,class_1
10,1,0,1,1,16,11,2,0,3,0,9,class_1
2,1,0,2,1,6,8,2,16,0,1,11,class_1
3,1,4.8,1,1,11,11,3,0,3,11,12,class_1
3,1,4.3,1,8,6,11,3,0,3,0,12,class_1
2,1,4.5,1,4,6,8,3,4,3,0,9,class_1
2,5,4.7,1,1,6,4,0,4,3,12,11,class_1
2,5,4.5,0,1,16,8,3,19,22,12,12,class_1
12,1,4.8,1,8,16,8,3,11,2,12,12,class_1
11,1,0,0,6,6,11,0,0,0,0,0,class_1
12,1,4.6,1,4,6,8,2,4,8,0,9,class_1
2,1,4.4,2,6,6,8,2,0,0,12,9,class_1
3,5,4.9,2,1,6,8,3,3,3,3,3,class_1
10,5,4.6,0,6,16,11,3,4,2,2,12,class_1
8,1,4.4,0,1,16,13,3,0,0,0,12,class_1
2,5,0,2,6,16,4,3,1,0,12,12,class_1
12,1,4.6,2,4,16,4,0,0,3,0,0,class_1
3,1,4.7,1,8,6,11,3,3,0,12,12,class_1
0,1,4.7,1,1,6,11,3,0,3,0,12,class_1
3,3,0,2,8,6,13,2,19,3,12,9,class_1
2,1,0,6,8,6,8,2,16,0,4,12,class_1
2,5,4.7,2,1,6,4,0,4,0,0,12,class_1
10,5,0,0,1,11,8,2,0,0,11,12,class_1
3,5,4.7,6,6,6,8,2,3,3,3,11,class_1
10,4,4.5,1,4,6,11,0,0,0,12,12,class_1
2,4,4.4,0,6,15,11,3,4,0,0,12,class_1
2,1,4.8,1,7,16,8,2,16,0,20,12,class_1
11,1,4.3,0,7,6,8,0,3,3,0,11,class_1
2,1,4.4,2,6,15,11,3,3,3,0,12,class_1
11,6,0,4,8,15,6,3,4,2,0,10,class_1
11,3,0,1,6,6,8,3,4,0,0,11,class_1
10,1,0,4,1,11,8,3,0,0,12,12,class_1
2,5,0,0,4,6,8,3,0,0,11,12,class_1
2,5,4.7,0,6,6,11,0,0,0,0,11,class_1
2,1,4.5,1,8,6,8,3,4,0,3,9,class_1
11,1,0,4,4,6,4,3,11,3,8,11,class_1
11,1,4.8,1,8,6,11,3,4,0,0,9,class_1
9,6,5,2,8,6,11,2,16,0,3,12,class_1
1,1,4.9,0,6,11,11,3,0,0,0,12,class_1
1,1,4.6,0,8,6,4,3,11,0,21,12,class_1
2,5,4.5,0,8,6,4,3,11,22,1,12,class_1
2,5,4.8,6,6,6,8,2,11,3,21,5,class_1
10,6,4.6,1,6,6,8,3,21,8,12,12,class_1
2,1,4.5,2,8,16,11,3,0,3,4,14,class_1
12,1,0,4,1,6,11,3,7,0,0,9,class_1
2,5,0,1,8,6,11,2,16,0,0,7,class_1
3,4,5,1,8,6,13,3,19,3,21,11,class_1
10,4,4.4,0,1,6,4,2,4,0,0,7,class_1
3,4,0,0,6,8,8,2,4,2,1,11,class_1
2,4,4.7,0,4,6,11,2,4,3,0,4,class_1
2,6,4.8,2,8,8,8,3,16,3,12,9,class_1
0,1,0,1,8,15,4,3,11,0,0,12,class_1
2,5,0,0,0,6,4,3,4,0,0,9,class_1
10,1,0,4,1,16,11,2,4,0,2,12,class_1
12,4,4.7,0,6,6,4,2,4,0,0,12,class_1
3,1,4.8,2,6,6,8,3,4,0,18,12,class_1
3,1,0,2,6,6,8,3,4,3,0,11,class_1
2,1,4.7,2,7,6,4,0,0,0,0,1,class_1
8,1,5,0,6,16,11,0,0,0,0,0,class_1
2,1,0,0,6,16,11,3,4,3,0,9,class_1
10,1,5,1,7,6,13,3,16,0,12,5,class_1
10,1,4.8,0,8,6,11,3,16,0,8,12,class_1
2,1,4.7,4,6,16,8,3,4,0,0,3,class_1
2,1,5,6,1,6,8,3,3,3,0,0,class_1
12,1,4.6,1,6,11,8,3,4,0,0,12,class_1
2,1,4.5,2,6,8,11,0,0,0,0,0,class_1
11,1,4.5,1,1,6,11,2,0,22,0,12,class_1
3,1,4.7,1,6,6,11,3,4,22,0,11,class_1
0,5,4.7,0,8,6,8,3,14,0,21,11,class_1
2,1,4.3,0,6,6,11,3,4,22,0,14,class_1
12,4,4.5,2,8,16,13,0,0,0,0,9,class_1
2,1,4.4,1,1,6,6,3,0,5,12,1,class_1
9,5,4.3,2,1,7,8,3,6,0,12,11,class_1
2,4,4.6,1,8,6,4,0,4,0,0,0,class_1
2,4,0,0,1,8,13,2,0,0,0,0,class_1
2,1,0,4,6,6,11,2,4,0,0,12,class_1
2,1,5,4,8,6,11,2,16,3,0,10,class_1
10,7,0,0,8,16,11,3,16,10,0,12,class_1
2,4,4.4,0,6,6,11,3,16,0,21,11,class_1
2,1,5,0,6,16,11,0,12,0,0,9,class_1
2,1,4.6,0,8,16,4,3,4,7,0,14,class_1
2,1,4.6,2,8,16,4,3,3,3,0,0,class_1
2,4,5,4,4,6,11,3,3,0,0,11,class_1
3,1,0,2,8,6,8,3,16,3,21,12,class_1
2,1,4.6,2,1,6,8,2,16,0,1,3,class_1
2,1,4.7,1,6,6,11,3,19,3,2,12,class_1
2,1,4.7,2,7,16,11,2,16,3,1,11,class_1
10,1,4.7,2,7,16,11,3,16,2,0,9,class_1
2,1,3.5,2,7,16,8,3,0,0,0,12,class_1
2,4,4.6,2,6,6,11,3,4,0,21,14,class_1
2,4,4.5,0,6,6,4,3,4,0,4,12,class_1
2,1,4.7,2,6,6,11,3,16,0,0,2,class_1
2,4,4.5,2,8,6,8,3,3,3,0,12,class_1
2,4,4.7,4,5,6,4,3,4,0,0,9,class_1
3,5,0,0,6,2,11,0,4,0,0,11,class_1
8,7,0,1,8,16,11,3,16,19,2,0,class_1
8,7,0,2,8,16,3,0,0,3,12,0,class_1
8,2,0,2,8,14,11,3,0,0,14,0,class_1
8,2,0,2,4,14,11,0,14,0,0,0,class_1
8,2,4.7,2,8,13,10,3,0,3,10,0,class_1
8,2,4.6,2,7,14,11,3,0,3,0,0,class_1
8,2,4.6,1,4,11,11,2,19,3,2,0,class_1
8,6,4.6,4,8,10,8,2,0,0,6,0,class_1
8,1,4.7,0,8,6,11,0,16,0,0,0,class_1
12,1,5,0,8,6,5,0,9,0,0,0,class_1
2,7,0,5,4,6,4,0,0,3,1,0,class_1
2,1,4.8,0,6,6,11,3,0,0,0,0,class_1
10,1,5,2,6,6,10,3,16,2,18,0,class_1
11,1,4.9,0,6,6,17,2,0,0,0,0,class_1
11,1,4.7,4,6,15,8,2,4,0,0,0,class_1
12,1,4.9,2,6,12,6,2,16,16,21,0,class_1
2,4,4.7,1,4,6,8,3,3,3,0,0,class_1
2,1,4.8,1,1,6,8,3,2,0,0,0,class_1
2,1,0,4,8,11,6,3,14,2,0,0,class_1
2,1,4.2,4,8,16,11,2,15,3,11,9,class_1
6,1,0,0,6,6,4,3,4,16,11,12,class_1
2,5,4.3,0,6,1,11,2,3,3,6,0,class_1
2,1,3.7,2,6,2,11,3,7,0,0,0,class_1
10,4,5,0,4,16,11,2,0,3,0,0,class_1
3,5,0,0,8,6,11,3,0,3,0,0,class_1
0,1,4.8,1,8,6,11,3,16,3,0,12,class_1
10,1,4.5,2,6,3,11,0,4,3,0,12,class_1
2,1,5,1,8,6,15,3,16,0,1,12,class_1
2,5,4.8,2,8,16,11,3,16,0,0,11,class_1
2,4,5,0,4,3,11,3,19,3,1,11,class_1
3,1,4.3,2,6,0,0,3,4,3,0,12,class_1
10,5,4.8,0,4,11,11,3,4,2,22,12,class_1
10,5,4.8,0,6,11,11,2,19,0,12,12,class_1
2,5,4.4,2,8,6,11,3,16,0,0,12,class_1
2,1,4.5,2,8,6,11,3,16,3,19,14,class_1
2,5,4.7,4,6,6,4,3,4,0,0,9,class_1
2,4,4.4,0,4,6,11,3,16,0,21,11,class_1
12,1,4.9,2,8,11,8,3,16,2,20,12,class_1
2,5,4.7,0,4,6,6,3,19,3,21,11,class_1
2,1,4.8,2,4,6,11,3,4,3,11,11,class_1
2,1,4.7,6,7,16,8,2,10,0,0,11,class_1
2,5,0,1,7,16,4,0,0,0,0,12,class_1
10,1,4.7,2,1,11,11,3,14,0,18,12,class_1
2,2,0,1,7,16,4,0,16,0,0,12,class_1
2,5,4.7,1,6,6,11,3,19,22,12,9,class_1
2,1,4.7,0,6,16,4,3,4,0,21,12,class_1
2,1,4.7,2,6,6,15,0,3,3,19,12,class_1
10,4,4.5,0,6,11,11,0,16,4,0,0,class_1
11,4,4,0,6,15,8,3,4,20,11,12,class_1
10,4,4.7,0,6,16,11,0,0,0,0,0,class_1
2,4,4.7,4,8,6,9,3,5,0,12,12,class_1
10,1,4.5,4,8,16,11,0,16,0,0,0,class_1
3,1,4.7,2,6,6,11,3,3,0,21,13,class_1
1,1,4.8,0,7,16,6,3,16,2,0,12,class_1
1,1,4.9,0,8,6,11,3,0,0,0,12,class_1
10,1,4.8,4,8,16,11,2,16,3,12,12,class_1
2,1,4.7,1,8,6,11,3,16,3,0,9,class_1
11,1,4.7,2,6,16,8,3,17,0,2,11,class_1
2,1,4.8,0,6,6,11,3,4,3,21,12,class_1
10,5,4.7,2,8,16,11,3,16,0,0,14,class_1
2,1,5,3,4,15,4,2,4,22,0,12,class_1
2,5,1,2,4,6,6,0,0,3,0,0,class_1
2,5,4,0,6,16,11,3,4,2,11,11,class_1
2,5,5,2,4,6,11,3,21,8,0,11,class_1
2,4,4.6,0,7,6,4,3,16,0,1,12,class_1
2,1,4.5,1,6,6,8,3,4,8,17,12,class_1
3,1,4.6,2,1,6,15,3,19,3,21,11,class_1
10,5,0,1,6,6,11,2,20,0,0,14,class_1
0,1,4,0,8,6,11,3,16,3,20,14,class_1
0,1,4.1,0,6,6,15,0,0,0,11,0,class_1
2,1,0,2,4,6,6,3,0,0,12,0,class_1
1,5,4.6,2,6,6,8,3,4,0,0,1,class_1
2,1,5,2,4,6,15,0,21,0,0,0,class_1
2,5,5,0,7,6,4,3,23,0,1,12,class_1
2,1,4.5,0,6,6,8,3,16,0,0,12,class_1
0,5,4.4,1,6,3,8,3,4,0,0,3,class_1
2,1,4.8,0,7,6,11,0,16,0,21,12,class_1
1,5,4.7,2,8,6,4,3,4,0,0,9,class_1
2,1,4.7,2,8,6,8,2,16,17,0,1,class_1
0,1,4.8,4,6,16,8,3,4,0,0,12,class_1
10,1,4.9,0,6,12,11,3,16,0,21,11,class_1
2,1,3,2,4,15,8,2,16,0,21,9,class_1
2,1,4.3,2,1,6,11,3,16,0,15,12,class_1
2,5,4.7,0,7,6,11,3,10,0,0,1,class_1
11,1,5,2,6,16,15,3,16,0,0,11,class_1
0,1,4.6,2,4,6,11,3,18,17,21,12,class_1
0,5,4.6,0,6,16,11,3,4,2,2,12,class_1
8,7,4.6,0,6,6,11,2,17,0,11,12,class_1
11,1,0,2,4,6,6,2,16,0,12,1,class_1
2,6,4.9,1,8,6,8,3,4,2,21,12,class_1
2,1,4.9,2,6,6,8,1,4,0,20,9,class_1
2,1,4.7,2,6,6,11,0,4,0,0,3,class_1
2,1,0,0,6,3,6,0,4,0,0,0,class_1
2,1,0,0,6,6,11,3,4,0,12,4,class_1
10,6,0,0,7,6,11,3,16,0,22,12,class_1
10,4,4.4,0,1,16,11,3,4,22,12,12,class_1
1,1,4.9,6,4,11,4,3,0,0,21,12,class_1
2,1,0,0,1,16,4,3,4,0,12,12,class_1
2,1,4.8,2,6,16,4,3,0,17,0,0,class_1
2,6,4.9,1,4,12,11,2,0,0,0,11,class_1
8,1,4.7,2,4,6,6,2,0,17,0,9,class_1
10,4,4.4,0,6,3,11,3,22,0,3,12,class_1
2,1,0,6,4,3,11,3,11,0,12,12,class_1
