@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute class {class_0,class_1}

@data
22,56,4000,16000,0,1,8,class_1
22,38,4000,8000,32,16,32,class_1
22,38,4000,8000,32,16,32,class_1
23,200,1000,2000,0,1,2,class_1
23,200,1000,4000,0,1,4,class_1
23,200,2000,8000,64,1,5,class_1
24,250,512,4000,0,1,7,class_1
24,250,512,4000,0,4,7,class_1
24,250,1000,16000,1,1,8,class_1
25,160,512,4000,2,1,5,class_1
25,160,512,2000,2,3,8,class_1
25,160,1000,4000,8,1,14,class_1
25,160,1000,8000,16,1,14,class_1
25,160,2000,8000,32,1,13,class_1
26,240,512,1000,8,1,3,class_1
26,240,512,2000,8,1,5,class_1
26,105,2000,4000,8,3,8,class_1
26,105,2000,6000,16,6,16,class_1
26,105,2000,8000,16,4,14,class_1
26,52,4000,16000,32,4,12,class_1
26,70,4000,12000,8,6,8,class_1
26,59,4000,12000,32,6,12,class_1
27,116,2000,8000,32,5,28,class_1
27,180,262,4000,0,1,3,class_1
27,180,512,4000,0,1,3,class_1
27,180,262,4000,0,1,3,class_1
27,180,512,4000,0,1,3,class_1
27,124,1000,8000,0,1,8,class_1
27,98,1000,8000,32,2,8,class_1
28,125,2000,8000,0,2,14,class_1
29,480,512,8000,32,0,0,class_1
29,480,1000,4000,0,0,0,class_1
