@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8}

@data
48,355.574,class_1
49,309.195,class_1
50,185.517,class_1
51,200.976,class_1
52,154.597,class_1
1,60.187,class_2
2,150.468,class_2
3,120.374,class_2
4,150.468,class_2
5,120.374,class_2
6,90.281,class_2
7,75.234,class_2
8,60.187,class_2
9,60.187,class_2
10,60.187,class_2
11,90.281,class_2
12,75.234,class_2
13,60.187,class_2
14,90.281,class_2
15,90.281,class_2
16,90.281,class_2
17,120.374,class_2
18,150.468,class_2
19,180.561,class_2
20,240.748,class_2
21,210.655,class_2
22,331.029,class_2
23,270.842,class_2
24,300.935,class_2
25,300.935,class_2
26,331.029,class_2
27,421.309,class_2
28,451.403,class_2
29,361.122,class_2
30,300.935,class_2
31,361.122,class_2
32,391.216,class_2
33,285.888,class_2
34,240.748,class_2
35,240.748,class_2
36,270.842,class_2
37,331.029,class_2
38,391.216,class_2
39,481.496,class_2
40,541.683,class_2
41,361.122,class_2
42,451.403,class_2
43,421.309,class_2
44,601.87,class_2
45,421.309,class_2
46,210.655,class_2
47,225.701,class_2
48,120.374,class_2
49,150.468,class_2
50,90.281,class_2
51,45.14,class_2
52,15.047,class_2
1,144.118,class_3
2,288.237,class_3
3,288.237,class_3
4,304.25,class_3
5,320.263,class_3
6,224.184,class_3
7,240.197,class_3
8,224.184,class_3
9,256.21,class_3
10,224.184,class_3
11,224.184,class_3
12,160.132,class_3
13,160.132,class_3
14,128.105,class_3
15,96.079,class_3
16,128.105,class_3
17,128.105,class_3
18,128.105,class_3
19,144.118,class_3
20,112.092,class_3
21,192.158,class_3
22,160.132,class_3
23,192.158,class_3
24,192.158,class_3
25,160.132,class_3
26,224.184,class_3
27,192.158,class_3
28,160.132,class_3
29,96.079,class_3
30,160.132,class_3
31,128.105,class_3
32,144.118,class_3
33,128.105,class_3
34,128.105,class_3
35,128.105,class_3
36,128.105,class_3
37,192.158,class_3
38,192.158,class_3
39,128.105,class_3
40,96.079,class_3
41,112.092,class_3
42,256.21,class_3
43,192.158,class_3
44,144.118,class_3
45,192.158,class_3
46,144.118,class_3
47,128.105,class_3
48,96.079,class_3
49,96.079,class_3
50,64.053,class_3
51,32.026,class_3
52,16.013,class_3
1,46.436,class_4
2,123.829,class_4
3,185.743,class_4
4,216.7,class_4
5,216.7,class_4
6,309.572,class_4
7,216.7,class_4
8,216.7,class_4
9,309.572,class_4
10,216.7,class_4
11,185.743,class_4
12,216.7,class_4
13,278.615,class_4
14,278.615,class_4
15,247.658,class_4
16,371.486,class_4
17,402.444,class_4
18,464.358,class_4
19,526.272,class_4
20,619.144,class_4
21,495.315,class_4
22,526.272,class_4
23,464.358,class_4
24,371.486,class_4
25,402.444,class_4
26,402.444,class_4
27,557.23,class_4
28,619.144,class_4
29,495.315,class_4
30,495.315,class_4
31,495.315,class_4
32,495.315,class_4
33,464.358,class_4
34,340.529,class_4
35,340.529,class_4
36,340.529,class_4
37,263.136,class_4
38,309.572,class_4
39,185.743,class_4
40,309.572,class_4
41,247.658,class_4
42,247.658,class_4
43,185.743,class_4
44,247.658,class_4
45,185.743,class_4
46,185.743,class_4
47,216.7,class_4
48,92.872,class_4
49,92.872,class_4
50,61.914,class_4
51,61.914,class_4
52,61.914,class_4
1,41.75,class_5
2,111.332,class_5
3,166.999,class_5
4,139.166,class_5
5,166.999,class_5
6,139.166,class_5
7,139.166,class_5
8,166.999,class_5
9,222.665,class_5
10,139.166,class_5
11,222.665,class_5
12,194.832,class_5
13,278.331,class_5
14,250.498,class_5
15,250.498,class_5
16,250.498,class_5
17,194.832,class_5
18,194.832,class_5
19,194.832,class_5
20,194.832,class_5
21,222.665,class_5
22,250.498,class_5
23,194.832,class_5
24,222.665,class_5
25,222.665,class_5
26,222.665,class_5
27,222.665,class_5
28,222.665,class_5
29,194.832,class_5
30,194.832,class_5
31,278.331,class_5
32,222.665,class_5
33,194.832,class_5
34,194.832,class_5
35,306.164,class_5
36,306.164,class_5
37,333.997,class_5
38,278.331,class_5
39,306.164,class_5
40,306.164,class_5
41,306.164,class_5
42,236.582,class_5
43,278.331,class_5
44,250.498,class_5
45,306.164,class_5
46,194.832,class_5
47,139.166,class_5
48,83.499,class_5
49,83.499,class_5
50,41.75,class_5
51,27.833,class_5
52,0,class_5
1,27.085,class_6
2,81.255,class_6
3,81.255,class_6
4,81.255,class_6
5,135.425,class_6
6,94.798,class_6
7,81.255,class_6
8,121.883,class_6
9,135.425,class_6
10,135.425,class_6
11,162.51,class_6
12,135.425,class_6
13,108.34,class_6
14,162.51,class_6
15,135.425,class_6
16,176.053,class_6
17,108.34,class_6
18,162.51,class_6
19,81.255,class_6
20,162.51,class_6
21,135.425,class_6
22,216.68,class_6
23,121.883,class_6
24,108.34,class_6
25,108.34,class_6
26,176.053,class_6
27,108.34,class_6
28,135.425,class_6
29,81.255,class_6
30,148.968,class_6
31,81.255,class_6
32,54.17,class_6
33,54.17,class_6
34,54.17,class_6
35,54.17,class_6
36,81.255,class_6
37,54.17,class_6
38,54.17,class_6
39,54.17,class_6
40,54.17,class_6
41,54.17,class_6
42,40.628,class_6
43,40.628,class_6
44,40.628,class_6
45,27.085,class_6
46,27.085,class_6
47,27.085,class_6
48,27.085,class_6
49,13.543,class_6
50,13.543,class_6
51,0,class_6
52,0,class_6
1,149.153,class_7
2,238.645,class_7
3,328.137,class_7
4,268.476,class_7
5,283.391,class_7
6,298.307,class_7
7,357.968,class_7
8,298.307,class_7
9,343.053,class_7
10,298.307,class_7
11,328.137,class_7
12,298.307,class_7
13,313.222,class_7
14,298.307,class_7
15,328.137,class_7
16,328.137,class_7
17,343.053,class_7
18,357.968,class_7
19,372.883,class_7
20,387.799,class_7
21,328.137,class_7
22,328.137,class_7
23,328.137,class_7
24,387.799,class_7
25,328.137,class_7
26,387.799,class_7
27,357.968,class_7
28,417.63,class_7
29,298.307,class_7
30,387.799,class_7
31,238.645,class_7
32,223.73,class_7
33,238.645,class_7
34,238.645,class_7
35,208.815,class_7
36,298.307,class_7
37,208.815,class_7
38,298.307,class_7
39,238.645,class_7
40,298.307,class_7
41,268.476,class_7
42,298.307,class_7
43,238.645,class_7
44,328.137,class_7
45,298.307,class_7
46,208.815,class_7
47,149.153,class_7
48,208.815,class_7
49,238.645,class_7
50,178.984,class_7
51,223.73,class_7
52,74.577,class_7
1,308.293,class_8
2,567.908,class_8
3,584.134,class_8
4,649.038,class_8
5,665.264,class_8
6,649.038,class_8
7,616.586,class_8
8,681.49,class_8
9,616.586,class_8
10,843.749,class_8
11,649.038,class_8
12,746.393,class_8
13,713.941,class_8
14,649.038,class_8
15,649.038,class_8
16,778.845,class_8
17,746.393,class_8
18,746.393,class_8
19,649.038,class_8
20,681.49,class_8
21,746.393,class_8
22,746.393,class_8
23,713.941,class_8
24,713.941,class_8
25,681.49,class_8
26,649.038,class_8
27,584.134,class_8
28,681.49,class_8
29,519.23,class_8
30,519.23,class_8
31,486.778,class_8
32,519.23,class_8
33,486.778,class_8
34,486.778,class_8
35,551.682,class_8
36,551.682,class_8
37,681.49,class_8
38,551.682,class_8
39,649.038,class_8
40,519.23,class_8
41,649.038,class_8
42,486.778,class_8
43,551.682,class_8
44,551.682,class_8
45,649.038,class_8
46,486.778,class_8
47,454.326,class_8
48,389.423,class_8
49,356.971,class_8
50,356.971,class_8
51,275.841,class_8
52,81.13,class_8
