@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute class {class_0,class_1}

@data
9,12,-2.03,-124.89,-2.7,-3.2,87.5,24.9,class_0
10,0,-5.02,-124.94,-7.2,-0.9,87.1,28.09,class_0
10,1,-5.01,-124.94,-6,0.1,85.6,28.36,class_0
10,3,-5.01,-124.94,-6,1.4,79.6,28.17,class_0
10,7,-5.02,-124.95,-4.5,-2.2,83.4,27.82,class_0
10,8,-5.02,-124.93,-2.5,-3.8,81.9,27.7,class_0
10,9,-5.02,-124.94,-4.5,-3.7,80.7,27.97,class_0
10,11,-5.02,-124.93,-5.7,-2,85.2,27,class_0
10,12,-5.01,-124.94,-7.6,1.4,75.5,27.82,class_0
13,7,4.97,-109.96,-1.3,6.3,80.3,27.11,class_0
13,8,4.98,-109.96,-1.5,4.9,78.7,27.15,class_0
13,9,4.98,-109.96,-2.3,4.2,79.9,27.19,class_0
13,10,4.97,-109.96,-1.4,4.7,80.7,27.19,class_0
13,11,4.98,-109.96,-0.3,6.1,81.1,26.91,class_0
13,12,4.98,-109.96,-0.3,7.1,81.1,26.75,class_0
14,0,2.08,-110.1,-6.1,3.5,86.9,26.35,class_0
14,1,2.08,-110.1,-5.4,3.2,87.3,26.12,class_0
14,2,2.08,-110.1,-1.2,3.7,89.8,25.53,class_0
14,3,2.08,-110.1,0.4,2.6,88.2,25.45,class_0
14,4,2.08,-110.11,-1.9,2.9,87.7,24.91,class_0
14,5,2.07,-110.14,-3.6,2.7,89,24.91,class_0
14,6,2.08,-110.11,-4.5,3.7,88.6,24.67,class_0
14,7,2.08,-110.11,-5.2,4,86.5,24.75,class_0
14,8,2.08,-110.1,-4.9,2.7,83.5,25.26,class_0
14,9,2.08,-110.11,-4.1,1.5,84.8,25.18,class_0
14,10,2.08,-110.1,-3.5,2.5,86.5,25.03,class_0
14,11,2.08,-110.1,-2.8,4.1,86,24.17,class_0
14,12,2.08,-110.1,-2.8,3.9,87.3,23.74,class_0
15,0,-1.98,-110.01,-4.9,0.8,92.2,25.96,class_0
15,1,-1.98,-110,-2.2,1.5,93,25.77,class_0
15,2,-1.98,-110,-2.8,2.8,91.8,25.05,class_0
15,3,-1.98,-110.01,-0.9,0.7,91.4,25.09,class_0
15,4,-1.98,-110.01,-3.1,2.2,89.1,25.21,class_0
15,5,-1.98,-110.01,-4.4,0.3,89.1,25.45,class_0
15,6,-1.98,-110.01,-4.8,-0.1,87.5,25.45,class_0
15,7,-1.98,-110,-4.5,0.7,88.3,25.45,class_0
15,8,-1.98,-110,-3.3,-0.3,89.5,25.33,class_0
15,9,-1.98,-110,-3.5,-0.7,90.6,25.09,class_0
15,10,-1.98,-110,-2.9,-0.4,91,25.29,class_0
15,11,-1.98,-110,-2.7,0,88.3,24.82,class_0
16,0,-4.98,-109.98,-7.1,2.8,86.2,27.28,class_0
16,1,-4.98,-109.99,-6,3.5,81.7,27.44,class_0
16,2,-4.97,-109.99,-4.3,4.7,80.5,27.36,class_0
16,3,-4.98,-109.99,-1.9,1.8,79.7,26.77,class_0
16,4,-4.98,-109.99,-4.5,1.4,79.7,26.93,class_0
16,5,-4.98,-109.98,-5.2,-0.9,82.1,26.62,class_0
16,6,-4.98,-109.99,-5,-0.7,83.3,26.58,class_0
16,7,-4.99,-109.99,-5.3,0,85,26.66,class_0
16,8,-4.98,-109.99,-4.6,-1,85,26.66,class_0
16,9,-4.98,-109.99,-5.4,-1,85,26.54,class_0
16,10,-4.98,-109.99,-4.6,0.7,84.1,26.27,class_0
16,11,-4.98,-109.99,-3.2,-1.2,88.2,25.88,class_0
16,12,-4.98,-109.99,-5.2,1.9,84.6,26.62,class_0
17,0,-8.05,-109.94,-6.6,-0.3,80.1,27.72,class_0
17,1,-8.05,-109.92,-4,1.1,78.4,27.56,class_0
17,2,-8.05,-109.93,-7.2,-2,77.3,27.44,class_0
17,3,-8.05,-109.93,-2.4,-0.6,79.8,27.08,class_0
17,4,-8.05,-109.93,-3,-3.4,83.2,26.72,class_0
17,5,-8.1,-109.94,-2.9,-1.9,85.3,26.64,class_0
17,6,-8.05,-109.94,-3.3,-1.8,87.8,26.76,class_0
17,7,-8.05,-109.93,-5.1,-0.2,84.3,27.4,class_0
17,8,-8.05,-109.93,-3.5,-0.2,87.8,26.88,class_0
17,9,-8.05,-109.93,-3.5,-3.6,80.8,27.56,class_0
17,10,-8.05,-109.93,-0.2,-2.9,79.8,27.24,class_0
17,11,-8.05,-109.93,-2.3,-2.9,80.8,27.04,class_0
17,12,-8.05,-109.93,-5.4,-3.4,79.8,27.32,class_0
20,10,2,-95.04,-6.5,-1.6,85.9,27.62,class_0
20,11,2,-95.04,-1,6.3,88.5,28.44,class_0
20,12,2,-95.03,-1.4,6.3,84.5,30.04,class_0
21,0,0.11,-94.99,-4.9,4.8,88.3,25.67,class_0
21,1,0.12,-94.99,-4,4.2,91.2,25.15,class_0
21,2,0.12,-94.98,-1.9,4.2,87.9,25.03,class_0
21,3,0.1,-94.98,1.2,3.5,89,24.83,class_0
21,4,0.1,-94.98,-2.8,3,89.4,24.51,class_0
21,5,0.11,-94.98,-5.2,-1.6,80.9,24.35,class_0
21,6,0.11,-95.2,-3.4,1.9,88.9,28.72,class_0
21,7,0.09,-95.19,-6.5,0.2,82.8,29.04,class_0
21,9,0.11,-95.2,-5.2,-0.7,83.8,26.6,class_0
21,10,0.11,-95.2,-5.2,-0.2,85.3,28.72,class_0
21,11,0.1,-95.19,-4.2,0.7,88.5,27.81,class_0
21,12,0.13,-95.19,-3.4,0.6,82.8,27.81,class_0
22,0,-1.97,-95.03,-3.4,2.2,90.8,25.83,class_0
22,1,-1.97,-95.03,-3.6,2.2,89.6,25.99,class_0
22,2,-1.97,-95.03,-1.7,0.7,88.4,25.71,class_0
22,3,-1.98,-95.03,1,-0.2,89.6,25.24,class_0
22,4,-1.97,-95.03,-2.9,0.2,88.8,25,class_0
22,6,-1.97,-95.02,-3.6,1.2,93.2,24.68,class_0
22,7,-1.96,-94.99,-3.5,0.1,92,24.92,class_0
22,8,-1.96,-94.99,-4.5,0.5,89.2,25.04,class_0
22,9,-1.97,-95,-3.8,1,90,25.16,class_0
22,10,-1.97,-95.02,-2.9,2.5,88,25.36,class_0
22,11,-1.98,-95.03,-3,2.3,90.4,25.4,class_0
22,12,-1.98,-95.03,-3.3,2.8,91.6,25.28,class_0
23,0,-5.01,-95.07,-6.6,4.9,77.3,27.63,class_0
23,1,-5.03,-95.07,-6.4,3.5,78.1,27.59,class_0
23,2,-5.02,-95.07,-4.1,2.9,78.9,27.4,class_0
23,3,-5.01,-95.07,-1.7,1.8,81.3,26.68,class_0
23,4,-5.02,-95.07,-3.5,1.4,82.1,26.64,class_0
23,5,-5.02,-95.07,-4.6,3.6,83.3,26.53,class_0
23,6,-5.02,-95.07,-6.1,2.8,79.3,27.04,class_0
23,7,-5.01,-95.06,-5.2,-2.4,85.9,26.76,class_0
24,0,-8.02,-95.11,-7.8,3.5,75.8,27.38,class_0
24,1,-8.01,-95.1,-7,3.6,78.1,27.03,class_0
24,2,-8.01,-95.1,-6.1,3.9,83.4,26.01,class_0
24,3,-8.01,-95.1,-3.1,4.7,76.5,26.56,class_0
24,4,-8.01,-95.1,-4.6,2,78.1,26.6,class_0
24,5,-8.02,-95.1,-5.9,1.6,82.7,26.64,class_0
24,6,-8.01,-95.1,-7.7,4.6,80,26.79,class_0
24,7,-8.01,-95.1,-7.2,4.5,78.1,26.67,class_0
24,8,-8.02,-95.08,-6.1,2.7,73.9,26.71,class_0
24,9,-8.01,-95.1,-5.2,1.7,76.5,26.71,class_0
24,10,-8.01,-95.1,-3.9,2.1,77.3,26.67,class_0
24,11,-8.01,-95.1,-3.2,3.7,79.6,26.52,class_0
24,12,-8.01,-95.1,-3.4,3.9,78.8,26.48,class_0
26,1,2.03,179.8,-6.5,-0.3,90.4,27.19,class_0
27,0,0.07,-179.87,-4.4,-2.5,91.9,28.06,class_0
27,1,0.08,-179.87,-4.5,-0.1,91.6,28.06,class_0
31,0,8.01,-170.06,-7.4,-5,82.6,27.96,class_0
31,1,8.01,-170.06,-7.5,-5.6,82,28,class_0
31,2,8.01,-170.06,-7.3,-5.7,84.7,27.93,class_0
31,3,8.01,-170.06,-7.4,-4.8,84,27.96,class_0
31,4,8.01,-170.06,-6.1,-5.7,82.3,27.93,class_0
31,5,8,-170.06,-6.2,-5,84.4,27.85,class_0
31,6,8.01,-170.05,-7,-4.7,84,27.89,class_0
31,7,8,-170.05,-5.9,-4.5,80.6,27.85,class_0
31,8,8,-170.05,-5.5,-4.3,79.9,27.73,class_0
31,9,8,-170.06,-5.3,-4.6,79.2,27.54,class_0
32,8,4.97,-169.97,-6,-4.9,90.6,27.85,class_0
33,1,1.98,-170.02,-5.7,-3.1,96.9,28.05,class_0
33,2,1.98,-170.01,-6.1,-0.4,95.7,27.97,class_0
33,3,1.98,-170.01,-4.9,-0.6,98.6,27.78,class_0
33,4,1.97,-170.01,-4.7,-0.3,99,27.85,class_0
33,5,1.98,-170.01,-4.4,-0.9,97.4,27.89,class_0
33,6,1.98,-170,-4.7,-3.1,96.9,28.01,class_0
33,7,1.98,-170.01,-3.5,-1.3,96.5,27.66,class_0
34,0,-0.03,-170.02,-4.5,-2.6,90.4,27.72,class_0
34,1,-0.03,-170.03,-4.9,-2.7,89.6,28.15,class_0
34,3,-0.03,-170.03,-5.6,-1.8,87.9,28.15,class_0
34,4,-0.03,-170.02,-4.8,-0.5,88.7,28.07,class_0
34,12,-0.04,-170.03,-4.3,-2.6,85.3,28.11,class_0
34,13,-0.03,-170.03,-6,-1.7,85.7,27.99,class_0
38,0,7.97,-155.01,-7.5,-4.3,88.9,28.72,class_0
38,1,7.97,-155,-2.9,-3.2,90.6,28.18,class_0
38,2,7.97,-155.01,-5.5,-4.9,93.6,28.13,class_0
38,3,7.98,-155,-6.2,-4.9,79.6,28.26,class_0
38,4,7.97,-155,-3,-5,85.9,28.5,class_0
38,5,7.98,-155.01,-1.7,3.3,81.4,28.44,class_0
38,6,7.97,-155,-5.8,-3.1,83.7,28.25,class_0
38,7,7.97,-155,-0.4,1.1,88.1,27.65,class_0
38,8,7.97,-155,-3.6,-1.9,95.5,27.65,class_0
38,9,7.98,-155,-0.3,-2.5,84.5,28.84,class_0
38,10,7.97,-155.01,-4.6,-0.6,91.2,28.09,class_0
38,11,7.97,-155,-6.1,-4.5,90,28.16,class_0
38,12,7.98,-155.01,-4.4,1.7,90,29.04,class_0
38,13,7.98,-155,-4,-3.3,82.1,27.81,class_0
39,0,4.98,-154.94,-6.2,-1.8,89.2,26.67,class_0
39,1,4.97,-154.94,-7,-2.2,91.8,26.71,class_0
39,2,4.98,-154.93,-6.9,-4.1,90.9,27.39,class_0
39,3,4.98,-154.94,-6.9,-2.9,91.4,27.67,class_0
39,4,4.98,-154.93,-6.8,-1.9,91.4,27.47,class_0
39,5,4.98,-154.93,-5.8,-2.2,92.2,26.95,class_0
39,6,4.98,-154.94,-3.1,-3,87.5,27.27,class_0
40,0,1.99,-154.96,-0.9,0.1,88.5,28.52,class_0
40,1,1.98,-154.95,-3.5,-1.8,83.3,28.18,class_0
40,2,1.99,-154.97,-4.5,-1.4,80.7,27.51,class_0
40,3,1.99,-154.96,-4.8,-0.5,85.9,28.33,class_0
40,4,1.99,-154.96,-5.2,1.9,83.7,28.47,class_0
40,5,1.99,-154.96,-4.5,1.4,86.7,28.37,class_0
40,6,1.98,-154.96,-3.7,-1.6,84.4,27.62,class_0
40,7,1.99,-154.96,-2.9,-1.5,83.9,28.52,class_0
40,10,1.99,-154.95,-5.4,0.6,90,28.95,class_0
40,11,1.99,-154.95,-6.2,1.2,81.3,28.64,class_0
40,12,1.99,-154.95,-7.3,2.8,91.8,28.29,class_0
40,13,1.99,-154.95,-4.2,1.8,87.8,27.65,class_0
41,0,0,-154.96,0,-0.1,93.2,25.94,class_0
41,1,-0.01,-154.96,-1.8,-1.8,85.9,26.74,class_0
41,2,0,-154.95,-3.6,-2.8,85.9,26.98,class_0
41,3,0,-154.96,-4.3,-1.9,81.5,26.94,class_0
41,4,0,-154.96,-5.3,-0.9,87.1,27.15,class_0
41,5,0,-154.96,-3.8,-1.6,82.9,27.15,class_0
41,6,-0.01,-154.96,-3.4,-2.8,91.2,27.02,class_0
41,7,0,-154.96,-2.6,-2.7,84.4,26.98,class_0
41,8,0,-154.96,-2.5,0,86.1,26.98,class_0
41,9,0,-154.96,-4.1,-1.1,83.3,26.7,class_0
41,10,-0.01,-154.95,-4.9,-1.8,82.8,26.46,class_0
41,11,0,-154.95,-6,-1.4,75.9,26.02,class_0
41,12,0,-154.96,-6.3,-0.4,86.3,25.82,class_0
41,13,0,-154.96,-3.6,-0.6,80.2,25.7,class_0
1,0,4.93,-139.87,-2.9,-1.2,87.6,26.84,class_1
1,1,4.92,-139.86,0.4,-1.6,82.3,27.3,class_1
1,2,4.92,-139.87,-4,-4.6,83,28,class_1
1,3,4.92,-139.88,-6.3,-3.2,87.6,27.61,class_1
1,4,4.93,-139.87,-4.1,3.3,84.6,27.69,class_1
1,5,4.93,-139.87,-5.4,1.9,81.9,27.96,class_1
1,6,4.93,-139.86,-4.7,0.9,80.3,28.08,class_1
1,7,4.92,-139.87,-2.5,-0.9,84.2,27.61,class_1
1,8,4.93,-139.87,-5.1,2,84.6,27.42,class_1
1,9,4.93,-139.86,-1.3,0.7,80,27.65,class_1
1,10,4.93,-139.85,-5.4,-1.2,83.4,27.89,class_1
1,11,4.93,-139.86,-6.2,-4,82.7,27.77,class_1
1,12,4.93,-139.87,-4.8,2.6,82.3,27.42,class_1
4,0,-2.02,-139.96,1.7,1.2,87.3,27.36,class_1
4,1,-2,-139.96,-1.1,-1.9,86.9,27.28,class_1
4,2,-2.01,-139.97,-3.7,-2.7,84.8,27.43,class_1
4,3,-2.01,-139.97,-4.4,-3,81.9,27.75,class_1
4,4,-2.02,-139.97,-3.9,-1.4,83.6,27.91,class_1
4,5,-2.02,-139.96,-5.8,-3.4,88.9,27.75,class_1
5,0,-5.01,-139.92,-0.6,3.5,83.8,28.02,class_1
5,1,-5.01,-139.91,0.2,-2.5,85.4,27.13,class_1
5,2,-5.01,-139.92,-3.9,-3.4,79.8,28.38,class_1
5,3,-5.01,-139.92,-4.2,-2.5,79.4,28.18,class_1
5,4,-5.01,-139.92,-3,0.3,82.6,27.87,class_1
5,5,-5.01,-139.92,-7.9,1.1,78.6,28.45,class_1
5,6,-5.01,-139.92,-5.5,0.5,76.1,28.53,class_1
5,7,-5.01,-139.92,-3.1,-1.7,85.8,27.16,class_1
5,8,-5.01,-139.91,-3.5,-0.8,84.2,27.48,class_1
5,9,-5.01,-139.92,-3.3,-0.7,81.8,27.91,class_1
5,10,-5,-139.91,-2.8,-4.9,79.8,28.02,class_1
5,11,-5.01,-139.92,-4,-1.5,82.2,27.59,class_1
5,12,-5.01,-139.92,-7.8,1,76.1,28.34,class_1
5,13,-5.01,-139.92,-3,-1.9,83.3,27.44,class_1
6,0,5.15,-124.87,-4.8,2.5,90.9,27.85,class_1
6,1,5.14,-124.86,-2.2,4,86.6,28.33,class_1
6,2,5.14,-124.87,-1.6,0.5,88.5,27.37,class_1
6,3,5.15,-124.87,-3,1.8,89.3,27.53,class_1
6,4,5.14,-124.87,-4.6,3.3,83.1,27.81,class_1
6,5,5.14,-124.87,-4.9,1.6,84.6,28.01,class_1
6,6,5.14,-124.87,-4.6,2.4,88.5,27.45,class_1
6,7,5.15,-124.87,-2.2,5.1,86.2,27.25,class_1
6,8,5.14,-124.87,-1.8,3.8,83.1,27.53,class_1
6,9,5.14,-124.87,-3.8,3.4,81.1,27.29,class_1
6,10,5.14,-124.87,-4.2,2.4,80.3,27.53,class_1
6,11,5.14,-124.87,-3.4,2.1,80.3,27.37,class_1
6,12,5.14,-124.87,-3.4,3.1,81.1,27.29,class_1
10,2,-5.02,-124.94,-6.7,-0.2,83,28.32,class_1
10,4,-5.01,-124.94,-5.3,0.6,84.5,27.51,class_1
10,5,-5.01,-124.94,-7.2,-2.8,82.2,28.05,class_1
10,6,-5.02,-124.94,-5.5,-3.5,80,27.89,class_1
10,10,-5.02,-124.94,-2.8,-1.3,79.2,27.74,class_1
11,0,-7.97,-125.01,-8,0.7,79.6,28.29,class_1
11,1,-7.97,-125.01,-6.1,1,79.6,28.25,class_1
11,2,-7.97,-125.02,-6.2,1.8,76.6,28.05,class_1
11,3,-7.97,-125.02,-5.1,1,71.5,27.81,class_1
11,4,-7.97,-125.02,-6.2,0.4,76.2,27.97,class_1
11,5,-7.97,-125.02,-7.9,0.9,78.3,27.85,class_1
11,6,-7.97,-125.01,-6.6,0.8,83.5,27.18,class_1
11,7,-7.95,-125.01,-6.3,1,75.8,28.05,class_1
11,8,-7.96,-125.01,-6.2,1.6,82.6,27.38,class_1
11,9,-7.97,-125.01,-8.5,-0.3,78.8,27.85,class_1
11,10,-7.97,-125.01,-6.1,2.4,74.9,28.01,class_1
11,11,-7.96,-125.02,-7.7,2.6,79.6,27.42,class_1
11,12,-7.97,-125.02,-7.9,2.3,71.9,27.46,class_1
12,0,8.05,-110.15,-3.9,-1.2,83.3,28.84,class_1
12,1,8.05,-110.15,-0.4,4.2,82.4,27.88,class_1
12,2,8.04,-110.15,4.8,2.5,83.8,28.63,class_1
12,3,8.04,-110.16,2.3,-1.6,79.8,27.87,class_1
12,4,8.04,-110.16,0.5,-2.4,79.8,29.27,class_1
12,5,8.04,-110.15,0.6,-4,83.9,29.26,class_1
12,6,8.04,-110.15,1.4,-5.1,88.9,28.92,class_1
12,7,8.04,-110.15,1.2,-0.6,82.8,28.9,class_1
12,8,8.04,-110.15,3.9,0,86.7,28.77,class_1
12,9,8.05,-110.15,2.2,0.5,75.9,28.2,class_1
12,10,8.04,-110.16,2.9,-2.5,85.3,29.35,class_1
12,11,8.05,-110.16,1.9,1.4,80.7,28.34,class_1
12,12,8.05,-110.15,4.3,4.2,90,27.92,class_1
13,0,4.99,-109.96,-3.4,5.9,83.2,27.98,class_1
13,1,4.98,-109.96,-3.1,5.3,79.5,28.02,class_1
13,2,4.98,-109.96,1.4,5.8,81.6,27.7,class_1
13,3,4.97,-109.96,3.1,3.5,80.7,27.51,class_1
13,4,4.98,-109.96,-0.1,4.9,81.1,27.51,class_1
13,5,4.97,-109.96,-0.5,4.7,80.7,27.55,class_1
13,6,4.97,-109.96,-0.7,6,80.7,27.35,class_1
15,12,-1.98,-110,-3.9,0.8,87.1,28.45,class_1
18,0,8.06,-94.96,-2.3,2.4,86.4,29.14,class_1
18,1,8.06,-94.95,1.7,-0.3,83.7,29.24,class_1
18,2,8.05,-94.96,0.9,1,87.1,28.53,class_1
18,3,8.05,-94.95,7,1.3,84.4,29.18,class_1
18,4,8.05,-94.96,3.3,2.8,83.7,29.32,class_1
18,5,8.06,-94.96,2.8,1.8,84.8,29.09,class_1
18,6,8.06,-94.95,0.4,1.1,83.7,28.97,class_1
18,7,8.06,-94.98,2,0.8,83.7,28.66,class_1
18,8,8.06,-94.95,2.5,1.3,84.1,28.67,class_1
18,9,8.05,-94.95,2.6,0.2,84.8,28.73,class_1
18,10,8.05,-94.95,2,-1.2,79.8,29.32,class_1
18,11,8.05,-94.95,2.8,-2.1,85.2,28.75,class_1
18,12,8.06,-94.95,3.9,1.4,87.9,27.74,class_1
19,0,5.02,-94.95,-3.6,-3.4,88.6,27.5,class_1
19,1,5.02,-94.95,-3,-0.6,81.5,28.61,class_1
19,2,5.02,-94.95,-5.2,-0.2,88.2,26.6,class_1
19,3,5.03,-94.95,-7.2,-2,83.3,28.72,class_1
19,4,5.03,-94.95,-6.6,-0.1,81.1,28.91,class_1
19,5,5.02,-94.95,-0.3,-3.8,83.1,28.18,class_1
19,6,5.02,-94.95,-3.7,-3.2,85.4,27.96,class_1
19,7,5.02,-94.95,-1.7,-3.6,27.58,28.76,class_1
19,8,5.02,-94.96,0.9,0.3,83.1,28.3,class_1
19,9,5.02,-94.96,-6.3,-3.3,86.1,28.19,class_1
19,10,5.03,-94.95,-5.3,-2.3,85.4,28.57,class_1
19,11,5.03,-94.95,-5.1,-0.2,87.8,26.96,class_1
19,12,5.03,-94.95,-6,-1.6,85,27.69,class_1
20,0,1.99,-95,-3.2,6.8,81.8,28.12,class_1
20,1,1.99,-95,-1.8,6.6,81.8,27.88,class_1
20,2,1.99,-95,0.1,6.7,82.6,27.73,class_1
20,3,1.99,-95.01,3,5.8,83,27.65,class_1
20,4,1.97,-95.01,0.5,4.5,81.3,27.65,class_1
20,5,1.98,-95,-1.4,5.6,81.8,27.77,class_1
20,6,1.98,-95,-3.4,6.4,80.9,27.65,class_1
20,7,2,-95.05,-3.3,4,80.9,28.64,class_1
20,8,2,-95.03,1,5.2,85.9,28.52,class_1
20,9,2,-95.04,0.5,5.5,85.7,28.85,class_1
21,8,0.1,-95.21,-6.3,-1.1,87.3,28.13,class_1
22,5,-1.97,-95.02,-3.6,1,90.8,28.18,class_1
25,0,8,-179.91,-5.5,-3.4,95.5,27.78,class_1
25,1,7.99,-179.88,-0.4,-1.2,82.1,28.22,class_1
25,2,8,-179.91,-6.5,-1.3,88.9,28.02,class_1
25,3,8,-179.91,-5.2,1.7,82.8,27.94,class_1
25,4,8,-179.91,-2.9,1.6,83.8,27.21,class_1
25,5,8,-179.91,-4.4,-2.3,83.3,27.98,class_1
25,5,8,-179.91,-2.9,-1.2,85.9,27.86,class_1
25,6,8,-179.91,-4.2,1.7,85.3,28.18,class_1
