@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute class {class_0,class_1}

@data
1,4,0,0,8,class_0
1,4,0,3,3,class_0
1,4,0,4,1,class_0
1,4,0,2,2,class_0
0,4,0,1,1,class_0
0,4,0,0,28,class_0
0,4,0,3,8,class_0
0,4,0,4,3,class_0
0,4,0,2,6,class_0
3,4,0,1,0,class_0
3,4,0,0,9,class_0
3,4,0,3,2,class_0
3,4,0,4,0,class_0
3,4,0,2,0,class_0
2,4,0,1,1,class_0
2,4,0,0,0,class_0
2,4,0,3,0,class_0
2,4,0,4,0,class_0
2,4,0,2,0,class_0
1,0,1,1,0,class_0
1,0,1,0,6,class_0
1,0,1,3,4,class_0
1,0,1,4,0,class_0
1,0,1,2,7,class_0
0,0,1,1,2,class_0
0,0,1,0,68,class_0
0,0,1,3,101,class_0
0,0,1,4,17,class_0
0,0,1,2,100,class_0
3,0,1,1,3,class_0
3,0,1,0,40,class_0
3,0,1,3,48,class_0
3,0,1,4,3,class_0
3,0,1,2,29,class_0
2,0,1,1,0,class_0
2,0,1,0,6,class_0
2,0,1,3,8,class_0
2,0,1,4,2,class_0
2,0,1,2,1,class_0
1,1,1,1,0,class_0
1,1,1,0,10,class_0
1,1,1,3,7,class_0
1,1,1,4,4,class_0
1,1,1,2,8,class_0
0,1,1,1,4,class_0
0,1,1,0,186,class_0
0,1,1,3,100,class_0
0,1,1,4,47,class_0
0,1,1,2,99,class_0
3,1,1,1,6,class_0
3,1,1,0,102,class_0
3,1,1,3,67,class_0
3,1,1,4,10,class_0
3,1,1,2,25,class_0
2,1,1,1,1,class_0
2,1,1,0,14,class_0
2,1,1,3,5,class_0
2,1,1,4,0,class_0
2,1,1,2,3,class_0
1,2,1,1,1,class_0
1,2,1,0,19,class_0
1,2,1,3,11,class_0
1,2,1,4,2,class_0
1,2,1,2,9,class_0
0,2,1,1,2,class_0
0,2,1,0,182,class_0
0,2,1,3,76,class_0
0,2,1,4,17,class_0
0,2,1,2,42,class_0
3,2,1,1,6,class_0
3,2,1,0,102,class_0
3,2,1,3,24,class_0
3,2,1,4,6,class_0
3,2,1,2,13,class_0
2,2,1,1,0,class_0
2,2,1,0,11,class_0
2,2,1,3,3,class_0
2,2,1,4,1,class_0
2,2,1,2,1,class_0
1,3,1,1,1,class_0
1,3,1,0,11,class_0
1,3,1,3,7,class_0
1,3,1,4,0,class_0
1,3,1,2,4,class_0
0,3,1,1,4,class_0
0,3,1,0,177,class_0
0,3,1,3,57,class_0
0,3,1,4,9,class_0
0,3,1,2,26,class_0
3,3,1,1,5,class_0
3,3,1,0,82,class_0
3,3,1,3,10,class_0
3,3,1,4,1,class_0
3,3,1,2,6,class_0
2,3,1,1,0,class_0
2,3,1,0,21,class_0
2,3,1,3,5,class_0
2,3,1,4,0,class_0
2,3,1,2,3,class_0
1,4,1,1,0,class_0
1,4,1,0,12,class_0
1,4,1,3,2,class_0
1,4,1,4,0,class_0
1,4,1,2,1,class_0
0,4,1,1,3,class_0
0,4,1,0,51,class_0
0,4,1,3,16,class_0
0,4,1,4,1,class_0
0,4,1,2,6,class_0
3,4,1,1,1,class_0
3,4,1,0,22,class_0
3,4,1,3,6,class_0
3,4,1,4,1,class_0
3,4,1,2,4,class_0
2,4,1,1,0,class_0
2,4,1,0,7,class_0
2,4,1,3,1,class_0
2,4,1,4,0,class_0
2,4,1,2,0,class_0
1,0,0,1,0,class_1
1,0,0,0,0,class_1
1,0,0,3,2,class_1
1,0,0,4,0,class_1
1,0,0,2,2,class_1
0,0,0,1,2,class_1
0,0,0,0,13,class_1
0,0,0,3,103,class_1
0,0,0,4,6,class_1
0,0,0,2,29,class_1
3,0,0,1,1,class_1
3,0,0,0,5,class_1
3,0,0,3,53,class_1
3,0,0,4,1,class_1
3,0,0,2,12,class_1
2,0,0,1,0,class_1
2,0,0,0,0,class_1
2,0,0,3,4,class_1
2,0,0,4,0,class_1
2,0,0,2,3,class_1
1,1,0,1,0,class_1
1,1,0,0,3,class_1
1,1,0,3,7,class_1
1,1,0,4,0,class_1
1,1,0,2,1,class_1
0,1,0,1,3,class_1
0,1,0,0,39,class_1
0,1,0,3,198,class_1
0,1,0,4,7,class_1
0,1,0,2,52,class_1
3,1,0,1,4,class_1
3,1,0,0,27,class_1
3,1,0,3,86,class_1
3,1,0,4,7,class_1
3,1,0,2,17,class_1
2,1,0,1,1,class_1
2,1,0,0,7,class_1
2,1,0,3,9,class_1
2,1,0,4,0,class_1
2,1,0,2,1,class_1
1,2,0,1,0,class_1
1,2,0,0,4,class_1
1,2,0,3,0,class_1
1,2,0,4,0,class_1
1,2,0,2,2,class_1
0,2,0,1,14,class_1
0,2,0,0,134,class_1
0,2,0,3,50,class_1
0,2,0,4,5,class_1
0,2,0,2,32,class_1
3,2,0,1,13,class_1
3,2,0,0,61,class_1
3,2,0,3,18,class_1
3,2,0,4,3,class_1
3,2,0,2,18,class_1
2,2,0,1,1,class_1
2,2,0,0,7,class_1
2,2,0,3,3,class_1
2,2,0,4,0,class_1
2,2,0,2,2,class_1
1,3,0,1,0,class_1
1,3,0,0,4,class_1
1,3,0,3,1,class_1
1,3,0,4,0,class_1
1,3,0,2,0,class_1
0,3,0,1,7,class_1
0,3,0,0,81,class_1
0,3,0,3,15,class_1
0,3,0,4,1,class_1
0,3,0,2,12,class_1
3,3,0,1,6,class_1
3,3,0,0,56,class_1
3,3,0,3,8,class_1
3,3,0,4,1,class_1
3,3,0,2,7,class_1
2,3,0,1,1,class_1
2,3,0,0,5,class_1
2,3,0,3,0,class_1
2,3,0,4,0,class_1
2,3,0,2,0,class_1
1,4,0,1,0,class_1
1,4,0,0,3,class_1
1,4,0,3,0,class_1
1,4,0,4,0,class_1
1,4,0,2,0,class_1
0,4,0,1,5,class_1
0,4,0,0,16,class_1
0,4,0,3,1,class_1
0,4,0,4,1,class_1
0,4,0,2,3,class_1
3,4,0,1,0,class_1
3,4,0,0,10,class_1
3,4,0,3,1,class_1
3,4,0,4,0,class_1
3,4,0,2,1,class_1
2,4,0,1,0,class_1
2,4,0,0,1,class_1
2,4,0,3,0,class_1
2,4,0,4,0,class_1
2,4,0,2,0,class_1
1,0,1,1,0,class_1
1,0,1,0,0,class_1
1,0,1,3,0,class_1
1,0,1,4,0,class_1
1,0,1,2,0,class_1
0,0,1,1,1,class_1
0,0,1,0,8,class_1
0,0,1,3,58,class_1
0,0,1,4,1,class_1
0,0,1,2,13,class_1
3,0,1,1,1,class_1
3,0,1,0,8,class_1
3,0,1,3,68,class_1
3,0,1,4,2,class_1
3,0,1,2,16,class_1
2,0,1,1,0,class_1
2,0,1,0,1,class_1
2,0,1,3,13,class_1
2,0,1,4,0,class_1
2,0,1,2,1,class_1
1,1,1,1,0,class_1
1,1,1,0,0,class_1
1,1,1,3,0,class_1
1,1,1,4,0,class_1
1,1,1,2,1,class_1
0,1,1,1,0,class_1
0,1,1,0,28,class_1
0,1,1,3,104,class_1
0,1,1,4,5,class_1
0,1,1,2,26,class_1
3,1,1,1,1,class_1
3,1,1,0,22,class_1
3,1,1,3,86,class_1
3,1,1,4,3,class_1
3,1,1,2,38,class_1
2,1,1,1,1,class_1
2,1,1,0,2,class_1
2,1,1,3,13,class_1
2,1,1,4,3,class_1
2,1,1,2,3,class_1
1,2,1,1,1,class_1
1,2,1,0,2,class_1
1,2,1,3,0,class_1
1,2,1,4,1,class_1
1,2,1,2,0,class_1
0,2,1,1,2,class_1
0,2,1,0,89,class_1
0,2,1,3,25,class_1
0,2,1,4,14,class_1
0,2,1,2,30,class_1
3,2,1,1,3,class_1
3,2,1,0,74,class_1
3,2,1,3,27,class_1
3,2,1,4,14,class_1
3,2,1,2,7,class_1
2,2,1,1,3,class_1
2,2,1,0,13,class_1
2,2,1,3,3,class_1
2,2,1,4,2,class_1
2,2,1,2,1,class_1
1,3,1,1,0,class_1
1,3,1,0,0,class_1
1,3,1,3,0,class_1
1,3,1,4,1,class_1
1,3,1,2,0,class_1
0,3,1,1,1,class_1
0,3,1,0,62,class_1
0,3,1,3,16,class_1
0,3,1,4,3,class_1
0,3,1,2,7,class_1
3,3,1,1,2,class_1
3,3,1,0,46,class_1
3,3,1,3,9,class_1
3,3,1,4,5,class_1
3,3,1,2,6,class_1
2,3,1,1,1,class_1
2,3,1,0,5,class_1
2,3,1,3,1,class_1
2,3,1,4,0,class_1
2,3,1,2,2,class_1
1,4,1,1,0,class_1
1,4,1,0,3,class_1
1,4,1,3,0,class_1
1,4,1,4,0,class_1
1,4,1,2,0,class_1
0,4,1,1,0,class_1
0,4,1,0,18,class_1
0,4,1,3,4,class_1
0,4,1,4,1,class_1
0,4,1,2,0,class_1
3,4,1,1,0,class_1
3,4,1,0,14,class_1
3,4,1,3,1,class_1
3,4,1,4,1,class_1
3,4,1,2,0,class_1
2,4,1,1,0,class_1
2,4,1,0,0,class_1
2,4,1,3,0,class_1
2,4,1,4,0,class_1
2,4,1,2,0,class_1
