@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute class {class_0,class_1}

@data
6,4,0,1,class_0
4,0,1,1,class_0
8,0,1,2,class_0
4,2,1,0,class_0
7,6,1,0,class_0
4,1,1,2,class_0
6,1,1,1,class_0
4,0,1,1,class_0
3,4,1,1,class_0
6,2,1,1,class_0
0,0,1,0,class_0
3,1,0,2,class_0
6,2,0,1,class_0
6,0,0,1,class_0
2,2,1,1,class_0
3,4,0,2,class_0
5,3,0,1,class_0
4,4,1,2,class_0
5,3,1,2,class_0
7,2,1,1,class_0
0,0,1,2,class_0
6,0,0,2,class_0
5,0,0,2,class_0
3,0,1,2,class_0
6,4,0,2,class_0
1,0,1,1,class_0
4,6,0,0,class_0
2,0,0,1,class_0
8,4,1,1,class_0
4,3,0,2,class_0
2,1,1,0,class_0
1,1,0,1,class_0
3,2,0,2,class_0
0,0,1,2,class_0
4,1,1,1,class_0
0,0,1,0,class_0
3,4,1,2,class_0
2,1,0,1,class_0
5,4,0,1,class_0
1,0,1,0,class_0
2,0,0,2,class_0
2,1,1,2,class_0
0,0,1,2,class_0
0,1,0,2,class_0
0,0,0,1,class_0
4,0,1,0,class_0
8,0,0,2,class_0
4,1,0,2,class_0
6,1,0,1,class_0
4,0,0,2,class_0
1,0,1,1,class_0
0,0,1,2,class_0
7,3,1,0,class_0
6,1,1,1,class_0
5,2,0,1,class_0
2,1,1,2,class_0
3,1,0,1,class_0
2,2,0,1,class_0
0,0,0,2,class_0
8,0,0,2,class_0
0,0,0,1,class_0
0,1,1,1,class_0
0,0,1,2,class_0
0,0,1,1,class_0
2,0,1,2,class_0
0,1,1,1,class_0
2,2,1,1,class_0
2,1,0,1,class_0
3,1,0,1,class_0
0,0,0,1,class_0
0,0,0,0,class_0
2,0,0,2,class_0
1,1,1,1,class_0
6,0,1,0,class_0
7,5,1,1,class_0
0,0,0,2,class_0
0,0,0,1,class_0
2,1,0,0,class_0
2,2,0,0,class_0
5,1,1,2,class_0
4,3,1,2,class_0
0,0,0,0,class_0
7,3,0,2,class_0
0,0,1,0,class_0
0,3,1,1,class_0
8,1,1,2,class_0
1,0,0,0,class_0
6,1,0,2,class_0
3,1,0,2,class_0
0,2,0,2,class_0
6,0,0,1,class_0
3,2,0,0,class_0
0,0,0,1,class_0
0,1,1,1,class_0
8,4,1,1,class_0
6,1,0,0,class_0
2,4,0,2,class_0
0,0,1,1,class_0
3,3,0,2,class_0
3,0,1,2,class_0
6,2,0,2,class_0
0,0,1,1,class_0
7,5,0,1,class_0
0,0,1,1,class_0
5,1,1,1,class_0
2,4,1,2,class_0
4,4,0,2,class_0
1,1,0,1,class_0
0,3,1,2,class_0
6,2,1,1,class_0
3,0,0,2,class_0
0,0,0,2,class_0
2,2,1,2,class_0
0,0,1,2,class_0
0,0,1,2,class_0
0,1,1,1,class_0
0,1,1,1,class_0
0,0,1,2,class_0
3,0,1,2,class_0
8,3,1,0,class_0
0,2,0,2,class_0
5,1,0,2,class_0
7,2,1,1,class_0
0,2,1,1,class_0
4,0,0,1,class_0
2,0,0,2,class_0
3,2,0,1,class_0
0,0,1,1,class_0
7,5,1,2,class_0
0,0,1,1,class_0
0,0,1,0,class_0
1,0,1,1,class_0
0,0,1,1,class_0
3,4,1,2,class_0
4,2,1,1,class_0
7,2,1,0,class_0
5,4,0,1,class_0
4,3,1,1,class_0
5,4,0,1,class_0
4,1,0,0,class_0
6,3,0,2,class_0
3,0,1,2,class_0
6,3,1,2,class_0
2,2,0,0,class_0
2,2,0,1,class_0
3,1,1,0,class_0
5,2,1,2,class_0
4,2,0,1,class_0
5,3,1,2,class_0
5,1,1,2,class_0
3,2,1,1,class_0
1,0,0,1,class_0
4,2,0,1,class_0
4,1,1,0,class_0
2,2,1,1,class_0
4,1,1,1,class_0
8,3,1,1,class_0
4,3,1,0,class_0
2,1,1,1,class_0
1,2,0,0,class_0
5,4,1,2,class_0
0,0,0,0,class_0
3,0,0,1,class_0
5,3,1,1,class_0
0,0,0,1,class_0
6,4,0,2,class_0
3,2,1,2,class_0
3,3,1,2,class_0
6,3,1,2,class_0
5,3,1,1,class_0
5,4,0,1,class_0
1,0,1,2,class_0
0,0,0,2,class_0
6,5,1,1,class_0
2,3,0,0,class_0
0,0,1,0,class_0
0,0,1,0,class_0
8,4,1,2,class_0
4,5,1,2,class_0
7,1,1,2,class_0
6,6,1,1,class_0
6,5,1,2,class_0
4,5,0,0,class_0
8,6,1,2,class_0
8,6,1,1,class_0
1,1,0,2,class_0
4,2,1,0,class_0
7,4,0,1,class_0
1,1,0,1,class_0
1,2,0,2,class_0
7,5,1,2,class_0
3,0,0,2,class_0
6,2,0,1,class_0
2,3,0,2,class_0
0,0,0,0,class_0
5,3,1,0,class_0
2,2,1,1,class_0
0,0,1,1,class_0
0,0,1,2,class_0
5,4,1,0,class_0
3,3,1,1,class_0
2,2,0,1,class_0
0,0,1,1,class_0
4,1,1,1,class_0
1,0,0,1,class_0
2,0,0,1,class_0
8,6,1,0,class_0
2,1,1,1,class_0
0,1,1,1,class_0
5,5,1,1,class_0
7,6,0,2,class_0
1,1,0,2,class_0
0,0,0,2,class_0
8,6,0,0,class_0
0,1,1,1,class_0
5,3,1,1,class_0
4,1,1,2,class_0
4,5,0,1,class_0
3,0,0,2,class_0
5,1,0,1,class_0
5,5,0,2,class_0
5,4,0,2,class_0
0,1,0,1,class_0
6,4,0,1,class_0
0,0,0,0,class_0
8,3,1,2,class_0
8,6,1,2,class_0
0,2,1,1,class_0
5,5,1,0,class_0
7,5,1,2,class_0
6,5,0,1,class_0
0,0,0,1,class_0
7,4,0,2,class_0
2,2,1,1,class_0
6,5,1,1,class_0
3,2,1,1,class_0
5,1,0,2,class_0
7,3,1,1,class_0
7,1,0,0,class_0
6,3,0,1,class_0
3,0,1,2,class_0
1,1,0,1,class_0
3,2,0,2,class_0
5,6,1,2,class_0
6,3,1,1,class_0
2,0,1,1,class_0
7,3,1,2,class_0
4,4,1,1,class_0
2,2,1,0,class_0
4,0,1,1,class_0
5,3,0,1,class_0
1,1,1,1,class_0
3,1,1,2,class_0
1,1,1,2,class_0
2,0,1,2,class_0
3,5,1,1,class_0
8,6,1,1,class_0
4,3,1,2,class_0
2,2,0,2,class_0
1,3,0,2,class_0
4,2,0,2,class_0
4,0,0,2,class_0
0,0,0,1,class_0
0,1,0,2,class_0
6,3,0,2,class_0
4,2,0,1,class_0
8,3,1,0,class_0
1,3,1,1,class_0
3,1,1,1,class_0
2,1,1,1,class_0
3,2,1,1,class_0
3,2,1,2,class_0
1,2,1,2,class_0
6,2,0,2,class_0
8,2,1,1,class_0
7,0,1,1,class_0
7,3,1,2,class_0
5,1,1,1,class_0
3,2,0,2,class_0
0,5,0,1,class_0
3,4,1,0,class_0
6,3,1,2,class_0
0,0,0,2,class_0
5,1,1,2,class_0
7,2,1,2,class_0
1,1,0,2,class_0
7,5,1,1,class_0
7,6,1,1,class_0
7,4,1,1,class_0
6,4,0,2,class_0
2,3,0,2,class_0
5,3,0,2,class_0
0,0,1,0,class_0
0,1,1,0,class_0
0,2,0,0,class_0
0,0,1,1,class_0
7,5,1,2,class_0
4,3,0,1,class_0
0,1,0,2,class_0
1,1,1,0,class_0
1,0,0,0,class_0
1,1,1,2,class_0
0,0,0,1,class_0
0,0,1,2,class_0
2,5,1,2,class_0
4,1,1,2,class_0
5,3,1,1,class_0
6,3,0,1,class_0
0,0,0,1,class_0
3,1,0,2,class_0
2,2,0,1,class_0
1,2,0,0,class_0
0,0,0,1,class_0
3,2,0,2,class_0
4,3,1,1,class_0
7,5,1,1,class_0
3,1,1,2,class_0
4,4,0,2,class_0
0,0,0,1,class_0
5,3,0,2,class_0
1,1,0,2,class_0
7,5,1,2,class_0
4,3,1,1,class_0
8,2,1,1,class_0
0,0,0,2,class_0
8,6,0,2,class_0
3,0,0,1,class_0
4,4,0,0,class_0
1,2,0,2,class_0
0,1,0,2,class_0
8,5,1,0,class_0
8,3,1,1,class_0
1,0,1,1,class_0
2,4,0,2,class_0
6,5,1,1,class_0
0,0,1,2,class_0
8,6,1,2,class_0
5,0,0,1,class_0
1,1,0,1,class_0
0,2,0,1,class_0
1,0,1,1,class_0
2,3,0,2,class_0
4,3,0,2,class_0
0,0,1,1,class_0
2,4,1,2,class_0
0,3,0,2,class_0
4,3,0,1,class_0
6,4,0,1,class_0
4,2,1,1,class_0
7,1,1,1,class_0
0,0,0,1,class_0
3,1,0,1,class_0
0,4,0,1,class_0
3,3,1,1,class_0
8,5,0,0,class_0
2,2,1,1,class_0
6,3,0,2,class_0
8,5,0,1,class_0
3,1,0,1,class_0
5,3,1,2,class_0
2,0,0,1,class_0
0,1,0,2,class_0
4,1,1,0,class_0
3,3,0,1,class_0
5,5,1,1,class_0
6,4,1,1,class_0
0,0,1,1,class_0
6,0,1,1,class_0
8,3,1,1,class_0
4,1,0,2,class_0
1,1,1,1,class_0
0,0,1,1,class_0
0,1,0,1,class_0
5,2,1,1,class_0
0,0,0,2,class_0
1,2,0,0,class_0
3,0,0,2,class_0
0,0,1,1,class_0
0,2,0,0,class_0
4,2,0,2,class_0
6,3,1,1,class_0
5,3,1,2,class_0
5,3,1,2,class_0
1,3,0,1,class_0
1,1,1,1,class_0
5,4,0,2,class_0
0,1,1,0,class_0
6,2,1,1,class_0
5,0,0,2,class_0
2,2,1,1,class_0
1,0,0,2,class_0
8,5,0,2,class_0
4,3,0,2,class_0
0,0,0,1,class_0
5,5,0,2,class_0
3,0,0,1,class_0
0,0,1,1,class_0
0,1,1,1,class_0
8,5,1,2,class_0
6,4,1,1,class_0
4,2,1,1,class_0
3,2,1,1,class_0
4,3,1,2,class_0
1,1,0,2,class_0
2,3,0,2,class_0
0,0,0,2,class_0
4,0,0,1,class_0
2,0,0,2,class_0
0,0,0,1,class_0
4,4,0,1,class_0
6,5,1,1,class_0
2,0,1,2,class_0
1,0,1,0,class_0
4,1,1,2,class_0
6,6,0,1,class_0
3,3,0,2,class_0
0,1,0,1,class_0
6,2,1,2,class_0
5,3,0,2,class_0
8,5,1,2,class_0
0,0,1,2,class_0
2,1,1,2,class_0
7,6,0,2,class_0
2,0,1,2,class_0
4,2,1,2,class_0
7,5,1,2,class_0
7,5,1,1,class_0
1,0,0,1,class_0
1,6,0,2,class_0
1,0,0,2,class_0
3,1,1,1,class_0
4,1,0,1,class_0
0,0,1,0,class_0
5,5,1,2,class_0
6,3,1,2,class_0
4,1,0,2,class_0
0,1,1,2,class_0
7,6,0,2,class_0
3,4,1,2,class_0
2,1,0,2,class_0
2,0,0,1,class_0
4,0,0,2,class_0
1,0,0,1,class_0
0,1,0,2,class_0
1,1,0,2,class_0
2,2,1,2,class_0
0,0,0,2,class_0
2,2,0,2,class_0
2,1,1,1,class_0
5,2,0,2,class_0
2,3,0,2,class_0
4,4,1,2,class_0
3,0,1,1,class_0
4,2,0,2,class_0
4,4,0,2,class_0
3,1,0,2,class_0
2,1,1,2,class_0
1,1,1,2,class_0
0,0,0,2,class_0
7,0,0,0,class_0
3,1,0,0,class_0
0,1,1,2,class_0
2,2,1,2,class_0
0,2,1,0,class_0
6,5,1,2,class_0
0,0,1,1,class_0
5,6,0,2,class_0
8,6,0,2,class_0
3,2,0,1,class_0
1,0,0,2,class_0
5,3,1,1,class_0
7,4,0,1,class_0
2,1,1,1,class_0
6,4,1,2,class_0
2,1,1,2,class_0
7,3,0,1,class_0
0,0,1,1,class_0
2,2,1,2,class_0
3,2,0,1,class_0
0,0,0,2,class_0
3,4,0,2,class_0
0,1,1,2,class_0
6,5,1,2,class_0
4,3,0,2,class_0
0,0,0,2,class_0
0,0,1,1,class_0
7,2,1,0,class_0
3,2,0,2,class_0
1,3,1,2,class_0
1,3,0,0,class_0
6,2,1,2,class_0
6,3,0,2,class_0
2,1,1,2,class_0
0,0,1,2,class_0
7,2,1,2,class_0
1,0,1,1,class_0
0,1,0,1,class_0
7,1,1,2,class_0
3,2,1,2,class_0
6,2,1,2,class_0
4,0,0,2,class_0
7,1,1,2,class_0
2,2,1,1,class_0
0,0,0,2,class_0
0,0,1,2,class_0
4,3,1,1,class_0
0,0,1,1,class_0
6,2,0,2,class_0
2,0,1,2,class_0
6,2,1,2,class_0
1,0,1,1,class_0
3,0,1,0,class_0
7,6,1,1,class_0
0,0,0,2,class_0
6,2,1,2,class_0
0,0,0,2,class_0
3,5,0,2,class_0
0,1,0,2,class_0
2,2,0,2,class_0
2,1,1,2,class_0
0,1,1,0,class_0
7,3,1,2,class_0
0,0,1,2,class_0
2,1,1,2,class_0
0,0,0,1,class_0
2,1,1,2,class_0
7,5,0,2,class_1
5,4,1,1,class_1
2,1,1,1,class_1
0,1,0,1,class_1
4,0,1,1,class_1
0,0,1,1,class_1
0,0,1,0,class_1
7,3,1,2,class_1
0,0,0,0,class_1
6,2,0,2,class_1
2,1,1,0,class_1
1,0,0,2,class_1
0,0,0,1,class_1
8,1,0,2,class_1
3,2,0,2,class_1
3,3,1,1,class_1
4,3,1,2,class_1
0,0,1,1,class_1
5,3,1,2,class_1
7,6,1,1,class_1
1,1,0,0,class_1
5,4,0,2,class_1
5,2,0,1,class_1
2,0,0,2,class_1
1,0,0,1,class_1
5,2,0,1,class_1
1,1,1,2,class_1
6,3,1,2,class_1
3,3,1,1,class_1
6,0,0,0,class_1
7,3,0,2,class_1
6,3,1,2,class_1
4,4,1,2,class_1
3,4,0,1,class_1
7,4,0,1,class_1
8,5,1,2,class_1
0,0,1,1,class_1
3,2,1,2,class_1
1,0,0,0,class_1
4,3,0,1,class_1
4,2,1,2,class_1
4,4,0,2,class_1
5,2,1,2,class_1
0,0,0,0,class_1
5,1,1,1,class_1
3,1,1,1,class_1
8,2,0,2,class_1
1,3,1,2,class_1
0,0,0,2,class_1
8,2,1,2,class_1
0,2,0,1,class_1
0,0,0,2,class_1
2,1,0,2,class_1
1,2,1,2,class_1
5,3,0,2,class_1
5,4,1,1,class_1
0,0,0,2,class_1
0,0,0,2,class_1
5,0,1,1,class_1
0,0,1,1,class_1
7,5,1,1,class_1
2,2,0,2,class_1
4,3,0,1,class_1
0,0,0,1,class_1
0,0,1,1,class_1
3,1,0,2,class_1
0,0,1,2,class_1
7,0,1,2,class_1
6,5,1,2,class_1
4,4,1,2,class_1
1,0,0,1,class_1
5,1,0,0,class_1
5,1,0,2,class_1
5,4,0,2,class_1
5,5,1,2,class_1
7,1,0,2,class_1
0,0,0,1,class_1
4,1,0,1,class_1
8,5,0,0,class_1
0,0,1,2,class_1
8,2,0,1,class_1
0,0,1,0,class_1
0,0,1,2,class_1
4,2,1,2,class_1
1,0,1,0,class_1
6,2,0,1,class_1
6,1,0,2,class_1
5,3,0,0,class_1
4,3,0,1,class_1
6,3,1,0,class_1
5,2,0,1,class_1
7,2,0,1,class_1
0,2,1,1,class_1
3,1,0,1,class_1
7,3,1,1,class_1
6,5,0,2,class_1
2,0,0,0,class_1
0,1,0,2,class_1
7,5,0,1,class_1
8,1,1,0,class_1
0,0,1,2,class_1
2,1,0,1,class_1
5,1,0,2,class_1
5,4,1,2,class_1
0,0,1,2,class_1
4,0,0,1,class_1
6,4,1,1,class_1
0,0,0,2,class_1
2,2,0,0,class_1
6,0,0,2,class_1
0,0,0,2,class_1
6,3,0,1,class_1
5,4,0,1,class_1
6,4,1,1,class_1
0,0,1,0,class_1
5,3,1,1,class_1
2,2,0,2,class_1
2,4,0,1,class_1
0,0,1,0,class_1
1,0,1,1,class_1
3,2,0,1,class_1
0,0,0,0,class_1
6,1,0,1,class_1
5,1,1,0,class_1
0,0,1,2,class_1
7,5,1,2,class_1
3,0,0,1,class_1
8,5,0,2,class_1
4,1,0,2,class_1
4,3,0,2,class_1
6,2,1,1,class_1
0,0,0,1,class_1
6,0,0,2,class_1
0,0,1,2,class_1
0,0,1,2,class_1
0,0,0,1,class_1
8,0,0,2,class_1
7,1,0,1,class_1
0,0,0,1,class_1
1,2,1,2,class_1
0,0,1,2,class_1
1,0,0,1,class_1
6,4,0,1,class_1
3,0,0,0,class_1
1,0,0,2,class_1
1,1,0,2,class_1
0,0,0,2,class_1
4,3,1,1,class_1
0,0,1,2,class_1
1,1,1,2,class_1
2,2,1,1,class_1
8,5,1,1,class_1
5,0,1,2,class_1
1,1,0,2,class_1
1,0,0,2,class_1
