@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute class {class_0,class_1}

@data
4,0,2,2,0,3,2,0,class_1
2,0,1,1,0,2,2,0,class_1
4,0,3,0,0,3,6,0,class_1
2,0,0,1,0,1,1,0,class_1
2,0,0,1,0,2,2,0,class_1
1,0,0,1,0,1,1,0,class_1
1,0,0,1,0,1,1,0,class_1
1,0,0,0,0,1,1,0,class_1
2,0,5,5,0,3,1,0,class_1
1,0,0,1,0,2,3,0,class_1
1,0,0,1,0,1,1,0,class_1
1,0,0,1,0,1,1,0,class_1
1,0,2,2,0,3,4,0,class_1
4,1,2,2,0,3,2,0,class_1
1,0,1,1,0,2,3,0,class_1
1,0,1,0,0,1,1,0,class_1
1,0,0,0,0,1,1,0,class_1
1,0,0,0,0,1,1,0,class_1
1,1,0,0,0,1,1,0,class_1
1,0,0,0,0,1,1,0,class_1
1,0,0,0,0,1,1,0,class_1
1,0,0,0,0,1,1,0,class_1
2,1,1,0,0,2,2,0,class_1
1,0,0,0,0,1,1,0,class_1
1,0,0,0,0,1,1,0,class_1
1,0,0,0,0,1,1,0,class_1
1,0,0,1,0,1,1,0,class_1
1,0,1,0,0,1,2,0,class_1
1,0,0,0,0,1,1,0,class_1
4,1,2,2,0,3,1,0,class_1
1,0,0,0,0,1,1,0,class_1
1,0,0,1,0,1,1,0,class_1
3,1,1,0,0,2,2,0,class_1
2,1,1,0,0,2,5,0,class_1
2,0,1,1,0,2,2,0,class_1
2,1,1,0,0,2,1,0,class_1
2,0,1,0,0,1,1,0,class_1
2,0,0,0,0,1,1,0,class_1
2,1,2,2,0,2,1,0,class_1
1,0,0,1,0,1,2,0,class_1
4,0,2,2,0,3,2,0,class_1
2,0,1,0,0,1,2,0,class_1
1,0,0,1,0,1,2,0,class_1
2,0,1,0,0,1,1,0,class_1
4,1,4,4,0,3,2,0,class_1
4,0,1,1,1,2,2,0,class_1
1,0,0,0,0,1,1,0,class_1
1,0,0,1,0,1,1,0,class_1
2,0,1,0,0,1,1,0,class_1
2,0,1,0,0,1,2,0,class_1
2,0,1,0,0,1,1,0,class_1
1,0,0,0,0,1,2,0,class_1
2,0,1,0,0,1,1,0,class_1
1,0,0,1,0,1,2,0,class_1
1,0,1,0,0,1,2,0,class_1
5,1,1,1,0,3,4,0,class_1
4,0,2,2,0,3,2,0,class_1
1,0,3,0,0,2,2,0,class_1
6,0,1,1,0,3,4,0,class_1
4,1,2,2,0,3,2,0,class_1
2,0,1,0,1,2,2,0,class_1
1,0,0,1,0,1,2,0,class_1
2,1,2,2,0,3,3,0,class_1
2,0,0,1,0,2,2,0,class_1
1,0,1,1,0,2,2,0,class_1
2,0,1,1,0,2,2,0,class_1
4,0,1,1,0,2,2,0,class_1
1,0,0,0,0,1,1,0,class_1
1,0,0,0,0,1,1,0,class_1
2,0,0,0,0,1,2,0,class_1
3,0,1,1,0,2,2,0,class_1
1,0,0,0,0,1,1,0,class_1
1,0,0,1,0,1,1,0,class_1
1,0,0,0,0,1,1,0,class_1
1,0,0,0,0,1,1,0,class_1
1,0,2,2,0,2,2,0,class_1
2,0,1,0,0,2,3,0,class_1
2,0,1,0,0,2,3,0,class_1
1,0,0,1,0,1,1,0,class_1
2,0,0,0,0,1,1,0,class_1
1,0,0,0,0,1,1,0,class_1
1,0,0,0,0,1,1,0,class_1
1,0,1,1,0,2,2,0,class_1
1,0,0,1,0,1,1,0,class_1
1,0,3,3,0,3,11,0,class_1
4,0,1,1,0,2,2,0,class_1
4,0,2,2,0,3,2,0,class_1
1,0,2,0,0,3,11,0,class_1
1,0,0,1,0,1,2,0,class_1
1,0,1,0,0,1,2,0,class_1
2,0,0,0,0,1,2,0,class_1
1,0,0,0,0,1,3,0,class_1
1,0,0,0,0,1,2,0,class_1
1,0,0,1,0,1,1,0,class_1
2,0,2,2,0,2,2,0,class_1
1,0,0,0,0,1,1,0,class_1
1,0,0,1,0,1,1,0,class_1
1,0,0,0,0,1,2,0,class_1
1,1,0,5,0,3,1,0,class_1
4,1,1,0,0,2,2,0,class_1
1,0,0,0,0,1,1,0,class_1
1,1,0,0,0,1,2,0,class_1
2,0,1,0,0,2,5,0,class_1
2,0,1,1,0,2,1,0,class_1
1,1,0,1,0,1,1,0,class_1
2,0,1,0,0,1,1,0,class_1
2,1,1,0,0,2,3,0,class_1
1,0,0,2,0,2,2,0,class_1
3,0,1,0,0,2,3,0,class_1
3,0,1,1,0,2,2,0,class_1
4,0,1,0,0,2,2,0,class_1
3,0,1,0,0,2,2,0,class_1
3,0,1,0,0,2,2,0,class_1
2,1,1,0,0,2,2,0,class_1
4,1,1,0,0,2,3,0,class_1
2,0,1,0,0,2,3,0,class_1
3,1,1,0,0,2,2,0,class_1
2,0,1,0,0,2,3,0,class_1
2,0,1,0,0,1,1,0,class_1
1,0,1,1,0,2,3,0,class_1
1,0,0,0,0,1,3,0,class_1
1,0,0,0,0,1,3,0,class_1
1,0,1,1,0,2,2,0,class_1
1,0,1,1,0,2,2,0,class_1
1,0,1,1,0,2,2,0,class_1
4,1,1,1,0,3,3,0,class_1
3,1,3,3,0,3,4,0,class_1
1,0,0,1,0,1,1,0,class_1
3,1,1,0,0,2,2,0,class_1
1,0,1,1,0,2,2,0,class_1
1,0,2,2,0,3,11,0,class_1
1,0,0,1,0,1,1,0,class_1
1,0,0,1,0,1,1,0,class_1
2,0,0,1,0,1,1,0,class_1
1,0,0,0,0,1,1,0,class_1
1,0,0,0,0,1,1,0,class_1
1,0,0,0,0,1,1,0,class_1
1,0,0,0,0,1,1,0,class_1
1,0,3,3,0,3,11,0,class_1
3,0,2,2,0,3,3,0,class_1
4,1,2,2,0,3,2,0,class_1
1,1,0,1,0,1,1,0,class_1
1,0,0,1,0,1,1,0,class_1
1,0,0,1,0,1,2,0,class_1
1,1,0,0,0,1,2,0,class_1
2,0,1,1,0,2,1,0,class_1
2,0,1,0,0,2,3,0,class_1
2,0,1,0,0,2,3,0,class_1
2,0,1,0,0,2,3,0,class_1
4,1,1,0,0,2,2,0,class_1
2,0,1,0,0,1,2,0,class_1
1,0,0,0,0,1,1,0,class_1
1,0,0,1,0,1,1,0,class_1
1,0,1,1,0,2,2,0,class_1
2,1,1,0,0,2,3,0,class_1
1,0,0,1,0,1,1,0,class_1
1,0,0,1,0,1,1,0,class_1
2,0,0,1,0,1,1,0,class_1
1,0,0,1,0,1,1,0,class_1
1,0,0,1,0,1,1,0,class_1
1,0,0,1,0,1,1,0,class_1
2,0,1,1,0,2,1,0,class_1
1,0,0,1,0,1,1,0,class_1
1,0,0,1,0,1,1,0,class_1
1,1,1,1,0,2,2,0,class_1
1,1,0,1,0,1,1,0,class_1
1,0,1,1,0,2,3,0,class_1
1,0,0,1,0,1,1,0,class_1
3,1,2,2,0,3,2,0,class_1
3,1,1,1,0,2,1,0,class_1
3,1,1,1,0,2,3,0,class_1
1,0,0,1,0,1,2,0,class_1
1,0,0,1,0,1,2,0,class_1
1,0,0,1,0,1,1,0,class_1
1,0,0,1,0,1,1,0,class_1
1,0,0,1,0,1,1,0,class_1
1,0,1,1,0,2,2,0,class_1
2,0,1,1,0,2,1,0,class_1
1,0,0,1,0,1,1,0,class_1
1,0,0,1,0,1,1,0,class_1
1,0,0,1,0,1,1,0,class_1
2,1,0,2,0,2,1,0,class_1
1,0,0,1,0,1,1,0,class_1
1,0,0,1,0,1,1,0,class_1
4,1,0,2,0,3,4,0,class_1
1,0,0,1,0,2,3,0,class_1
1,0,0,1,0,2,3,0,class_1
3,1,3,3,0,3,5,0,class_1
3,1,3,3,0,3,3,0,class_1
1,0,0,1,0,1,1,0,class_1
1,0,0,0,0,1,1,0,class_1
1,0,0,0,0,1,1,0,class_1
4,0,2,2,0,3,4,0,class_1
1,0,3,3,0,3,23,0,class_1
2,0,1,1,0,2,3,0,class_1
3,0,1,1,0,2,1,0,class_1
3,0,3,3,0,3,2,0,class_1
2,0,2,0,0,2,2,0,class_1
1,0,2,0,0,3,9,0,class_1
2,0,1,0,0,1,1,0,class_1
1,0,0,0,0,1,1,0,class_1
