@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute class {class_0,class_1,class_2}

@data
0,318,150,4135,13.5,2,15,class_0
0,351,153,4129,13,2,14,class_0
0,304,150,3672,11.5,2,17,class_0
0,429,208,4633,11,2,11,class_0
0,350,155,4502,13.5,2,13,class_0
0,350,160,4456,13.5,2,12,class_0
0,400,190,4422,12.5,2,13,class_0
0,304,150,3892,12.5,2,15,class_0
0,307,130,4098,14,2,13,class_0
0,302,140,4294,16,2,13,class_0
0,318,150,4077,14,2,14,class_0
1,122,86,2395,16,2,22,class_0
1,98,80,2164,15,2,28,class_0
0,350,175,4100,13,3,13,class_0
0,304,150,3672,11.5,3,14,class_0
0,350,145,3988,13,3,13,class_0
0,302,137,4042,14.5,3,14,class_0
0,318,150,3777,12.5,3,15,class_0
0,429,198,4952,11.5,3,12,class_0
0,400,150,4464,12,3,13,class_0
0,351,158,4363,13,3,13,class_0
0,318,150,4237,14.5,3,14,class_0
0,440,215,4735,11,3,13,class_0
0,455,225,4951,11,3,12,class_0
0,360,175,3821,11,3,13,class_0
2,225,105,3121,16.5,3,18,class_0
2,250,100,3278,18,3,16,class_0
2,232,100,2945,16,3,18,class_0
2,250,88,3021,16.5,3,18,class_0
2,198,95,2904,16,3,23,class_0
0,400,150,4997,14,3,11,class_0
0,400,167,4906,12.5,3,12,class_0
0,360,170,4654,13,3,13,class_0
0,350,180,4499,12.5,3,12,class_0
2,232,100,2789,15,3,18,class_0
1,140,72,2401,19.5,3,21,class_0
1,122,85,2310,18.5,3,19,class_0
2,155,107,2472,14,3,21,class_0
0,350,145,4082,13,3,15,class_0
0,400,230,4278,9.5,3,16,class_0
0,318,150,3399,11,3,15,class_0
0,350,180,3664,11,3,11,class_0
2,198,95,3102,16.5,4,20,class_0
2,200,63,2875,17,4,21,class_0
2,232,100,2901,16,4,19,class_0
2,250,100,3336,17,4,15,class_0
1,122,80,2451,16.5,4,26,class_0
1,140,75,2542,17,4,25,class_0
2,250,100,3781,17,4,16,class_0
2,258,110,3632,18,4,16,class_0
2,225,105,3613,16.5,4,18,class_0
0,302,140,4141,14,4,16,class_0
0,350,150,4699,14.5,4,13,class_0
0,318,150,4457,13.5,4,14,class_0
0,302,140,4638,16,4,14,class_0
0,304,150,4257,15.5,4,14,class_0
1,90,75,2125,14.5,4,28,class_0
2,225,95,3264,16,5,19,class_0
2,250,105,3459,16,5,18,class_0
2,250,72,3432,21,5,15,class_0
2,250,72,3158,19.5,5,15,class_0
0,400,170,4668,11.5,5,16,class_0
0,350,145,4440,14,5,15,class_0
0,318,150,4498,14.5,5,16,class_0
0,351,148,4657,13.5,5,14,class_0
2,231,110,3907,21,5,17,class_0
2,250,105,3897,18.5,5,16,class_0
2,258,110,3730,19,5,15,class_0
2,225,95,3785,19,5,18,class_0
2,231,110,3039,15,5,21,class_0
0,262,110,3221,13.5,5,20,class_0
0,302,129,3169,12,5,13,class_0
1,140,83,2639,17,5,23,class_0
2,232,100,2914,16,5,20,class_0
1,140,78,2592,18.5,5,23,class_0
2,171,97,2984,14.5,5,18,class_0
2,232,90,3211,17,5,19,class_0
1,140,92,2572,14.9,6,25,class_0
1,98,79,2255,17.7,6,26,class_0
0,305,140,4215,13,6,17.5,class_0
0,318,150,4190,13,6,16,class_0
0,304,120,3962,13.9,6,15.5,class_0
0,351,152,4215,12.8,6,14.5,class_0
2,225,100,3233,15.4,6,22,class_0
2,250,105,3353,14.5,6,22,class_0
2,200,81,3012,17.6,6,24,class_0
2,232,90,3085,17.6,6,22.5,class_0
1,85,52,2035,22.2,6,29,class_0
1,98,60,2164,22.1,6,24.5,class_0
2,225,100,3651,17.7,6,20,class_0
2,250,78,3574,21,6,18,class_0
2,250,110,3645,16.2,6,18.5,class_0
2,258,95,3193,17.8,6,17.5,class_0
1,140,72,2565,13.6,6,26.5,class_0
0,318,150,3940,13.2,6,13,class_0
0,350,180,4380,12.1,6,16.5,class_0
0,350,145,4055,12,6,13,class_0
0,302,130,3870,15,6,13,class_0
0,318,150,3755,14,6,13,class_0
1,111,80,2155,14.8,7,30,class_0
1,122,96,2300,15.5,7,25.5,class_0
0,305,145,3880,12.5,7,17.5,class_0
0,260,110,4060,19,7,17,class_0
0,318,145,4140,13.7,7,15.5,class_0
0,302,130,4295,14.9,7,15,class_0
2,250,110,3520,16.4,7,17.5,class_0
2,231,105,3425,16.9,7,20.5,class_0
2,225,100,3630,17.7,7,19,class_0
2,250,98,3525,19,7,18.5,class_0
0,400,180,4220,11.1,7,16,class_0
0,350,170,4165,11.4,7,15.5,class_0
0,400,190,4325,12.2,7,15.5,class_0
0,351,149,4335,14.5,7,16,class_0
1,151,88,2740,16,7,24.5,class_0
1,140,89,2755,15.8,7,25.5,class_0
1,98,63,2051,17,7,30.5,class_0
1,98,83,2075,15.9,7,33.5,class_0
1,98,66,1800,14.4,8,36.1,class_0
0,260,110,3365,15.5,8,19.9,class_0
0,318,140,3735,13.2,8,19.4,class_0
0,302,139,3570,12.8,8,20.2,class_0
2,231,105,3535,19.2,8,19.2,class_0
2,200,95,3155,18.2,8,20.5,class_0
2,200,85,2965,15.8,8,20.2,class_0
1,140,88,2720,15.4,8,25.1,class_0
2,225,100,3430,17.2,8,20.5,class_0
2,232,90,3210,17.2,8,19.4,class_0
2,231,105,3380,15.8,8,20.6,class_0
2,200,85,3070,16.7,8,20.8,class_0
2,225,110,3620,18.7,8,18.6,class_0
2,258,120,3410,15.1,8,18.1,class_0
0,305,145,3425,13.2,8,19.2,class_0
2,231,165,3445,13.4,8,17.7,class_0
0,302,139,3205,11.2,8,18.1,class_0
0,318,140,4080,13.7,8,17.5,class_0
1,98,68,2155,16.5,8,30,class_0
1,105,75,2230,14.5,8,30.9,class_0
1,156,105,2745,16.7,8,23.2,class_0
1,151,85,2855,17.6,8,23.8,class_0
2,231,115,3245,15.4,9,21.5,class_0
2,200,85,2990,18.2,9,19.8,class_0
1,140,88,2890,17.3,9,22.3,class_0
2,232,90,3265,18.2,9,20.2,class_0
2,225,110,3360,16.6,9,20.6,class_0
0,305,130,3840,15.4,9,17,class_0
0,302,129,3725,13.4,9,17.6,class_0
0,351,138,3955,13.2,9,16.5,class_0
0,318,135,3830,15.2,9,18.2,class_0
0,350,155,4360,14.9,9,16.9,class_0
0,351,142,4054,14.3,9,15.5,class_0
0,267,125,3605,15,9,19.2,class_0
0,360,150,3940,13,9,18.5,class_0
1,98,80,1915,14.4,9,35.7,class_0
1,121,80,2670,15,9,27.4,class_0
0,350,125,3900,17.4,9,23,class_0
0,260,90,3420,22.2,9,23.9,class_0
1,105,70,2200,13.2,9,34.2,class_0
1,105,70,2150,14.9,9,34.5,class_0
1,151,90,2670,16,9,28.4,class_0
2,173,115,2595,11.3,9,28.8,class_0
2,173,115,2700,12.9,9,26.8,class_0
1,151,90,2556,13.2,9,33.5,class_0
1,98,70,2120,15.5,10,32.1,class_0
1,151,90,2678,16.5,10,28,class_0
1,140,88,2870,18.1,10,26.4,class_0
1,151,90,3003,20.1,10,24.3,class_0
2,225,90,3381,18.7,10,19.1,class_0
1,156,105,2800,14.4,10,27.9,class_0
1,140,115,2905,14.3,10,23.6,class_0
1,135,84,2490,15.7,11,27.2,class_0
1,151,84,2635,16.4,11,26.6,class_0
1,156,92,2620,14.4,11,25.8,class_0
2,173,110,2725,12.6,11,23.5,class_0
1,135,84,2385,12.9,11,30,class_0
1,86,64,1875,16.4,11,39,class_0
1,105,63,2215,14.9,11,34.7,class_0
1,98,65,2045,16.2,11,34.4,class_0
1,98,65,2380,20.7,11,29.9,class_0
2,231,110,3415,15.8,11,22.4,class_0
0,350,105,3725,19,11,26.6,class_0
2,200,88,3060,17.1,11,20.2,class_0
2,225,85,3465,16.6,11,17.6,class_0
1,112,88,2605,19.6,12,28,class_0
1,112,88,2640,18.6,12,27,class_0
1,112,88,2395,18,12,34,class_0
1,112,85,2575,16.2,12,31,class_0
1,135,84,2525,16,12,29,class_0
1,151,90,2735,18,12,27,class_0
1,140,92,2865,16.4,12,24,class_0
1,151,105,3035,20.5,12,23,class_0
1,105,63,2125,14.7,12,38,class_0
1,98,70,2125,17.3,12,36,class_0
2,181,110,2945,16.4,12,25,class_0
2,262,85,3015,17,12,38,class_0
1,156,92,2585,14.5,12,26,class_0
2,232,112,2835,14.7,12,22,class_0
1,135,84,2370,13,12,36,class_0
1,151,90,2950,17.3,12,27,class_0
1,140,86,2790,15.6,12,27,class_0
1,135,84,2295,11.6,12,32,class_0
1,120,79,2625,18.6,12,28,class_0
1,119,82,2720,19.4,12,31,class_0
1,113,95,2372,15,0,24,class_1
1,97,88,2130,14.5,0,27,class_1
1,97,88,2130,14.5,1,27,class_1
1,113,95,2228,14,1,25,class_1
1,71,65,1773,19,1,31,class_1
1,72,69,1613,18,1,35,class_1
1,113,95,2278,15.5,2,24,class_1
3,70,97,2330,13.5,2,19,class_1
1,97,92,2288,17,2,28,class_1
1,120,97,2506,14.5,2,23,class_1
1,97,88,2100,16.5,2,27,class_1
1,97,88,2279,19,3,20,class_1
1,108,94,2379,16.5,3,22,class_1
3,70,90,2124,13.5,3,18,class_1
2,156,122,2807,13.5,3,20,class_1
1,79,67,1950,19,4,31,class_1
1,71,65,1836,21,4,32,class_1
1,76,52,1649,16.5,4,31,class_1
1,83,61,2003,19,4,32,class_1
1,120,97,2489,15,4,24,class_1
1,108,93,2391,15.5,4,26,class_1
1,97,75,2171,16,5,29,class_1
1,134,96,2702,13.5,5,24,class_1
1,119,97,2545,17,5,24,class_1
1,91,53,1795,17.5,5,33,class_1
1,91,53,1795,17.4,6,33,class_1
1,85,70,1990,17,6,32,class_1
1,97,75,2155,16.4,6,28,class_1
2,156,108,2930,15.5,6,19,class_1
1,98,68,2045,18.5,7,31.5,class_1
1,85,70,1945,16.8,7,33.5,class_1
1,97,75,2265,18.2,7,26,class_1
1,97,67,1985,16.4,7,30,class_1
2,146,97,2815,14.5,7,22,class_1
3,80,110,2720,13.5,7,21.5,class_1
1,78,52,1985,19.4,8,32.8,class_1
1,85,70,2070,18.6,8,39.4,class_1
1,91,60,1800,16.4,8,36.1,class_1
1,134,95,2560,14.2,8,27.5,class_1
1,119,97,2300,14.7,8,27.2,class_1
1,134,95,2515,14.8,8,21.1,class_1
1,119,97,2405,14.9,8,23.9,class_1
1,98,68,2135,16.6,8,29.5,class_1
1,86,65,1975,15.2,9,34.1,class_1
1,85,65,2020,19.2,9,31.8,class_1
1,89,60,1968,18.8,10,38.1,class_1
1,86,65,2019,16.4,10,37.2,class_1
1,134,90,2711,15.5,10,29.8,class_1
1,120,75,2542,17.5,10,31.3,class_1
1,119,92,2434,15,10,37,class_1
1,108,75,2265,15.2,10,32.2,class_1
1,86,65,2110,17.9,10,46.6,class_1
1,85,65,2110,19.2,10,40.8,class_1
1,91,67,1850,13.8,10,44.6,class_1
1,97,67,2145,18,10,33.8,class_1
2,168,132,2910,11.4,10,32.7,class_1
3,70,100,2420,12.5,10,23.7,class_1
1,107,72,2290,17,10,32.4,class_1
1,79,58,1755,16.9,11,39.1,class_1
1,81,60,1760,16.1,11,35.1,class_1
1,97,67,2065,17.8,11,32.3,class_1
1,85,65,1975,19.4,11,37,class_1
1,89,62,2050,17.3,11,37.7,class_1
1,91,68,1985,16,11,34.1,class_1
1,107,75,2210,14.4,11,33.7,class_1
1,108,75,2350,16.8,11,32.4,class_1
1,119,100,2615,14.8,11,32.9,class_1
1,120,74,2635,18.3,11,31.6,class_1
2,168,116,2900,12.6,11,25.4,class_1
2,146,120,2930,13.8,11,24.2,class_1
1,91,68,2025,18.2,12,37,class_1
1,91,68,1970,17.6,12,31,class_1
1,120,88,2160,14.5,12,36,class_1
1,107,75,2205,14.5,12,36,class_1
1,108,70,2245,16.9,12,34,class_1
1,91,67,1965,15,12,38,class_1
1,91,67,1965,15.7,12,32,class_1
1,91,67,1995,16.2,12,38,class_1
1,144,96,2665,13.9,12,32,class_1
1,97,46,1835,20.5,0,26,class_2
1,110,87,2672,17.5,0,25,class_2
1,107,90,2430,14.5,0,24,class_2
1,104,95,2375,17.5,0,25,class_2
1,121,113,2234,12.5,0,26,class_2
1,116,90,2123,14,1,28,class_2
1,79,70,2074,19.5,1,30,class_2
1,88,76,2065,14.5,1,30,class_2
1,97,60,1834,19,1,27,class_2
1,97,54,2254,23.5,2,23,class_2
1,121,112,2933,14.5,2,18,class_2
1,121,76,2511,18,2,22,class_2
1,120,87,2979,19.5,2,21,class_2
1,96,69,2189,18,2,26,class_2
1,97,46,1950,21,3,26,class_2
1,98,90,2265,15.5,3,26,class_2
1,68,49,1867,19.5,3,29,class_2
1,116,75,2158,15.5,3,24,class_2
1,114,91,2582,14,3,20,class_2
1,121,112,2868,15.5,3,19,class_2
1,121,110,2660,14,3,24,class_2
1,98,83,2219,16.5,4,29,class_2
1,79,67,1963,15.5,4,26,class_2
1,97,78,2300,14.5,4,26,class_2
1,90,75,2108,15.5,4,24,class_2
1,116,75,2246,14,4,26,class_2
1,79,67,2000,16,4,31,class_2
1,90,71,2223,16.5,5,25,class_2
1,90,70,1937,14,5,29,class_2
1,115,95,2694,15,5,23,class_2
1,120,88,2957,17,5,23,class_2
1,121,98,2945,14.5,5,22,class_2
1,121,115,2671,13.5,5,25,class_2
1,107,86,2464,15.5,6,28,class_2
1,116,81,2220,16.9,6,25,class_2
1,101,83,2202,15.3,6,27,class_2
1,90,70,1937,14.2,6,29,class_2
1,97,71,1825,12.2,6,29.5,class_2
1,130,102,3150,15.7,6,20,class_2
1,120,88,3270,21.9,6,19,class_2
2,168,120,3820,16.7,6,16.5,class_2
1,79,58,1825,18.6,7,36,class_2
1,97,78,1940,14.5,7,29,class_2
1,97,78,2190,14.1,7,30.5,class_2
1,121,110,2600,12.8,7,21.5,class_2
1,90,48,1985,21.5,8,43.1,class_2
4,131,103,2830,15.9,8,20.3,class_2
2,163,125,3140,13.6,8,17,class_2
1,121,115,2795,15.7,8,21.6,class_2
2,163,133,3410,15.8,8,16.2,class_2
1,89,71,1990,14.9,8,31.5,class_2
1,89,71,1925,14,9,31.9,class_2
4,183,77,3530,20.1,9,25.4,class_2
1,141,71,3190,24.8,9,27.2,class_2
1,91,69,2130,14.7,9,37.3,class_2
1,98,76,2144,14.7,10,41.5,class_2
1,97,78,2188,15.8,10,34.3,class_2
1,90,48,2085,21.7,10,44.3,class_2
1,90,48,2335,23.7,10,43.4,class_2
4,121,67,2950,19.9,10,36.4,class_2
1,146,67,3250,21.8,10,30,class_2
1,85,96,1835,17.3,10,40.9,class_2
1,89,62,1845,15.3,10,29.8,class_2
1,122,88,2500,15.1,10,35,class_2
1,105,74,2190,14.2,11,33,class_2
1,100,150,2320,15.8,11,34.5,class_2
1,141,80,3230,20.4,11,28.1,class_2
2,145,76,3160,19.6,11,30.7,class_2
1,105,74,1980,15.3,12,36,class_2
1,97,52,2130,24.6,12,44,class_2
