@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute class {class_0,class_1}

@data
-0.0674,1.85,class_0
1.08,0.683,class_0
1.15,0.243,class_0
0.174,1.92,class_0
1.64,0.0477,class_0
-0.478,-0.796,class_0
-0.447,-1,class_0
2.06,-0.482,class_0
-0.89,-1.17,class_0
0.312,-1.23,class_0
0.291,-0.795,class_0
-1.54,0.685,class_0
1.18,0.614,class_0
0.254,-0.862,class_0
0.471,1.39,class_0
1.63,0.475,class_0
0.945,0.309,class_0
0.121,-1.3,class_0
0.912,-0.114,class_0
-0.75,1.14,class_0
-1.03,-1.09,class_0
-0.168,1.32,class_0
-1.07,0.707,class_0
-1.19,0.309,class_0
1.19,0.697,class_0
0.121,1.72,class_0
-0.723,0.633,class_0
-0.63,0.949,class_0
1.9,-0.0565,class_0
1.22,-0.0172,class_0
0.139,-1.01,class_0
0.308,-1.06,class_0
1.15,0.715,class_0
-0.531,-1.27,class_0
1.05,0.701,class_0
0.0681,-0.76,class_0
-0.595,1.46,class_0
0.72,0.989,class_0
0.0692,-0.828,class_0
0.863,0.765,class_0
-0.574,1.32,class_0
-0.467,-1.51,class_0
1.43,0.484,class_0
-0.592,-1.17,class_0
0.909,0.118,class_0
-0.705,-0.93,class_0
1.05,0.453,class_0
-0.786,-1.33,class_0
0.07,1.7,class_0
-0.36,-1.28,class_0
-1.25,0.985,class_0
0.178,1.49,class_0
-1.03,1.18,class_0
0.0345,-0.691,class_0
-0.187,-1.38,class_0
-1.24,1,class_0
0.529,1.62,class_0
-0.23,1.08,class_0
-0.619,-0.748,class_0
-0.914,1.07,class_0
0.163,-1.31,class_0
1.69,-0.724,class_0
-1.75,0.722,class_0
-1.06,-1.07,class_0
-0.509,-1.41,class_0
1.08,0.79,class_0
0.498,0.567,class_0
-0.796,-1.63,class_0
-0.3,-1.04,class_0
-2.34,0.246,class_0
-0.0263,-1.35,class_0
0.586,1.15,class_0
1.87,-0.239,class_0
0.404,-0.868,class_0
-1.35,1.32,class_0
-0.639,-0.938,class_0
1.49,-0.00779,class_0
0.0346,1.7,class_0
1.63,-0.251,class_0
-0.207,-0.745,class_0
-0.717,1,class_0
0.661,1.69,class_0
-1.13,0.6,class_0
-0.109,-1.25,class_0
0.68,0.702,class_0
0.867,0.81,class_0
-0.562,-1.01,class_0
1.79,-0.102,class_0
0.262,-0.673,class_0
-0.358,-1.02,class_0
-0.392,-1.27,class_0
-1.2,-1.02,class_0
-0.337,-1.45,class_0
0.311,1.76,class_0
-0.473,-0.749,class_0
1.71,0.0217,class_0
1.88,-0.368,class_0
1.23,0.354,class_0
0.0544,-1.59,class_0
-0.496,-1.09,class_0
-0.636,1.35,class_0
1.15,0.634,class_0
-0.983,1.06,class_0
-0.972,-1.06,class_0
1.21,0.354,class_0
0.313,-1.07,class_0
0.553,1.54,class_0
0.354,-1.19,class_0
-0.74,-1.53,class_0
-0.769,1.35,class_0
-0.0381,-0.791,class_0
-0.481,1.09,class_0
1.06,0.266,class_0
-0.516,-0.935,class_0
-0.893,-1.27,class_0
0.763,1.15,class_0
0.794,0.762,class_0
-0.456,1.55,class_0
1.04,0.563,class_0
1.37,-0.643,class_0
-1.97,0.611,class_0
1.28,0.902,class_0
-0.508,1.48,class_0
-1.69,-0.175,class_0
-0.298,-1.26,class_0
0.301,-1.17,class_0
0.975,1.48,class_0
0.379,1.36,class_0
1.24,0.554,class_0
-0.48,-0.913,class_0
1.34,-0.261,class_0
0.286,1.23,class_0
0.672,2.03,class_0
-0.52,-1.52,class_0
-0.513,1.29,class_0
-0.648,-0.631,class_0
-0.941,0.976,class_0
-0.395,-0.756,class_0
-0.724,-1.26,class_0
0.159,1.51,class_0
-0.843,1.4,class_0
-0.581,-1.27,class_0
-0.268,-1.26,class_0
-0.52,1.2,class_0
-1.52,0.934,class_0
1.05,0.444,class_0
-0.322,-1.12,class_0
-0.654,-0.999,class_0
0.165,-1.58,class_0
1.52,-0.0653,class_0
1.18,0.392,class_0
-0.00264,-1.02,class_0
1.24,0.273,class_0
1.45,0.398,class_0
0.54,-1.26,class_0
-0.324,-1.03,class_0
-0.455,0.868,class_0
-0.232,-1.4,class_0
0.685,1.69,class_0
-0.0537,-1.52,class_0
1.03,0.548,class_0
-0.758,-1.21,class_0
-0.127,-1.33,class_0
-0.784,-1.05,class_0
0.275,-0.987,class_0
1.66,0.672,class_0
-1.07,0.963,class_0
-0.262,1.28,class_0
1.23,-0.493,class_0
-0.994,1.14,class_0
0.489,0.904,class_0
-0.617,-1.02,class_0
-0.66,0.965,class_0
-0.0508,-1.19,class_0
-1.21,0.778,class_0
0.149,1.98,class_0
-0.891,1,class_0
0.263,-1.48,class_0
1.21,1.28,class_0
-1.04,1.19,class_0
1.31,-0.254,class_0
1.8,-0.811,class_0
1.49,-0.156,class_0
-0.881,-1.59,class_0
-2.07,0.0318,class_0
0.682,1.5,class_0
0.307,-0.678,class_0
1.36,0.258,class_0
-0.37,1.48,class_0
0.234,0.958,class_0
-0.107,-1.5,class_0
0.592,0.973,class_0
0.52,1.21,class_0
1.27,-0.441,class_0
-0.704,-0.802,class_0
0.088,-1.25,class_0
0.952,0.427,class_0
1.39,-0.218,class_0
-1.08,-1.3,class_0
1.25,-0.35,class_0
0.183,-1.21,class_0
-0.0765,-1.12,class_0
0.975,0.809,class_0
-0.946,1.02,class_0
1.11,-0.106,class_0
-0.794,1.07,class_0
-0.652,-1.1,class_0
-0.631,-0.867,class_0
-0.856,-1.31,class_0
-0.215,-1.01,class_0
-0.134,-1.1,class_0
0.844,0.243,class_0
1.64,0.174,class_0
-0.698,-1.26,class_0
1.2,0.298,class_0
-0.346,-1.5,class_0
-0.495,-1.2,class_0
-0.803,-0.782,class_0
-0.0874,-0.948,class_0
-1.04,0.679,class_0
-0.677,-1.41,class_0
-0.864,-1.56,class_0
-0.779,-1.14,class_0
-0.9,1.49,class_0
0.61,0.488,class_0
-0.227,-1.19,class_0
0.373,1.48,class_0
-1.43,1.26,class_0
1.18,0.585,class_0
0.13,1.38,class_0
-1.08,0.72,class_0
0.987,0.858,class_0
1.57,-0.389,class_0
-0.606,-0.997,class_0
1.4,0.377,class_0
-0.192,1.66,class_0
1.07,-0.0433,class_0
-0.477,-1.25,class_0
0.996,0.225,class_0
-1.25,-1.28,class_0
0.851,1.46,class_0
-1.02,-1.18,class_0
-1.31,0.916,class_0
0.0744,1.04,class_0
-0.904,0.953,class_0
-0.11,-0.911,class_0
0.441,-1.13,class_0
-0.625,1.14,class_0
-0.254,-0.932,class_0
-0.817,-1.19,class_0
-1.73,0.87,class_0
0.176,1.94,class_0
1.07,0.0877,class_0
-0.256,1.52,class_0
2.34,-1.25,class_0
-0.374,-1.08,class_0
-1.16,0.381,class_0
1.02,0.997,class_0
0.15,1.3,class_0
1.42,-0.146,class_0
-1.2,0.932,class_0
-1.14,0.488,class_0
-0.151,1.66,class_0
1.36,-0.425,class_0
1.41,0.83,class_0
0.176,-1.11,class_0
-0.526,1.26,class_0
-0.189,-1.24,class_0
-0.598,1.22,class_0
1.52,0.409,class_0
0.548,-0.959,class_0
-0.0723,-1.08,class_0
0.726,0.289,class_0
1.43,0.147,class_0
-1.29,0.511,class_0
-0.506,-1.09,class_0
0.341,-1.32,class_0
-0.978,0.931,class_0
1.29,0.677,class_0
-0.647,-1.22,class_0
-0.31,-1.38,class_0
1.38,0.877,class_0
0.24,-1.14,class_0
-1.01,-1.53,class_0
-0.623,1.24,class_0
-1.42,0.83,class_0
-0.0908,-0.846,class_0
-0.046,1.51,class_0
1.77,0.109,class_0
-0.166,-0.986,class_0
0.152,1.53,class_0
0.308,0.933,class_0
1.18,0.424,class_0
-0.109,-0.884,class_0
1.04,0.816,class_0
0.514,1.27,class_0
-0.145,1.67,class_0
-0.984,-0.807,class_0
0.379,-0.755,class_0
-0.918,1.13,class_0
-0.43,-0.722,class_0
-0.329,-0.858,class_0
0.125,2.16,class_0
-0.108,-1.3,class_0
0.826,0.744,class_0
-1.1,0.811,class_0
1.45,0.229,class_0
0.179,1.81,class_0
-0.951,0.533,class_0
-0.874,0.922,class_0
-0.0715,1.41,class_0
0.373,-1.17,class_0
-0.504,1.03,class_0
1.39,0.262,class_0
1.12,0.862,class_0
1.57,-0.114,class_0
0.802,0.133,class_0
-1.74,0.254,class_0
1.19,-0.404,class_0
-0.16,-1.36,class_0
1.29,0.153,class_0
-0.853,-1.17,class_0
-0.567,-1.14,class_0
1.45,-0.26,class_0
-0.497,1.07,class_0
0.827,0.755,class_0
0.604,0.374,class_0
0.792,0.988,class_0
-0.0338,1.52,class_0
1.59,-0.522,class_0
0.781,0.415,class_0
0.118,-1.37,class_0
-1.57,0.942,class_0
0.415,1.8,class_0
0.552,2.05,class_0
-1.21,-0.934,class_0
0.0154,-1.41,class_0
-0.0789,-1.35,class_0
-0.397,1.32,class_0
0.238,-1.51,class_0
-0.433,-1.13,class_0
1.3,0.555,class_0
0.0991,-1.05,class_0
0.284,2.37,class_0
-0.424,2.01,class_0
-0.934,-1.58,class_0
-0.347,-1.5,class_0
-0.342,-1.31,class_0
-0.00698,-1.15,class_0
-0.828,-0.839,class_0
-1.01,1.07,class_0
1.02,0.858,class_0
-0.803,-0.705,class_0
-0.618,-1.2,class_0
0.713,1.02,class_0
-0.012,1.42,class_0
0.199,-0.86,class_0
0.56,0.491,class_0
0.216,-1.12,class_0
0.301,2.01,class_0
1.33,0.825,class_0
1.18,0.08,class_0
-1.59,0.138,class_0
1.78,-0.508,class_0
0.00564,-1.14,class_0
-1.08,1.31,class_0
0.379,1.37,class_0
-0.106,-0.933,class_0
-0.314,-0.984,class_0
-0.474,-0.911,class_0
1.83,0.349,class_0
-0.237,-1.4,class_0
0.016,-1.13,class_0
0.26,1.91,class_0
-0.104,-1.09,class_0
-0.724,-1.48,class_0
1.24,-0.145,class_0
-0.776,-1.26,class_0
1.16,0.0489,class_0
0.143,1.05,class_0
1.21,0.642,class_0
0.551,1.48,class_0
0.191,1.72,class_0
0.345,-0.891,class_0
-0.396,-1.38,class_0
1.57,-0.0908,class_0
1.18,0.913,class_0
-0.302,-1.22,class_0
-0.885,1.05,class_0
-1.52,0.388,class_0
1.57,-0.566,class_0
-0.702,-1.2,class_0
-0.366,-0.882,class_0
-1.22,0.831,class_0
0.969,0.921,class_0
0.659,1.07,class_0
0.171,-0.886,class_0
0.893,0.345,class_0
-1.49,0.885,class_0
-0.609,-0.917,class_0
1.05,0.651,class_0
0.374,-1.39,class_0
-0.784,0.969,class_0
-1.93,0.603,class_0
-0.734,-1.09,class_0
1.72,-0.448,class_0
1.37,0.625,class_0
1.3,0.186,class_0
-0.929,-1.39,class_0
1.14,-0.0771,class_0
-0.85,-0.92,class_0
-0.995,-1.39,class_0
-0.415,1.48,class_0
-0.152,-0.669,class_0
0.73,-0.37,class_0
0.134,-0.922,class_0
0.604,1.03,class_0
-1.62,1.02,class_0
-0.443,1.86,class_0
-0.262,-1.2,class_0
0.639,1.2,class_0
-1.43,0.707,class_0
0.132,2,class_0
0.512,-1.34,class_0
-0.138,-0.951,class_0
1.15,0.824,class_0
0.233,-1.29,class_0
-0.124,-1.27,class_0
0.834,1.24,class_0
0.0205,1.23,class_0
1.16,1.05,class_0
1.45,0.273,class_0
-1.07,1.16,class_0
0.413,-1.3,class_0
1.32,0.0928,class_0
-0.292,-1.32,class_0
0.206,1.19,class_0
-0.639,-1.37,class_0
0.144,1.56,class_0
-1.58,0.588,class_0
-1.58,0.807,class_0
-0.668,-1.13,class_0
-0.924,1.45,class_0
-0.547,-1.31,class_0
0.0296,1.2,class_0
-0.56,-1.41,class_0
-0.558,-1.67,class_0
0.0598,-1.26,class_0
0.51,-1.15,class_0
-0.502,-1.04,class_0
-0.155,1.29,class_0
1.18,0.0819,class_0
1.8,-1,class_0
-0.653,-0.734,class_0
1.3,0.648,class_0
-0.945,-1.43,class_0
-0.103,-1.71,class_0
0.167,0.87,class_0
-0.917,-0.863,class_0
-0.786,-1.02,class_0
0.56,-1.05,class_0
1.18,-0.0513,class_0
-1.29,0.891,class_0
0.126,-0.865,class_0
1.31,-0.238,class_0
1.62,-0.919,class_0
0.918,0.82,class_0
0.211,-1.28,class_0
1.18,-0.0335,class_0
-0.0936,-1.28,class_0
0.933,1.21,class_0
0.642,0.909,class_0
0.663,1.7,class_0
0.0329,1.88,class_0
0.981,-0.0572,class_0
1.36,0.482,class_0
0.123,-1.62,class_0
-0.259,0.996,class_0
-1.4,0.553,class_0
0.1,-1.48,class_0
1.37,0.428,class_0
-0.437,-0.984,class_0
0.685,2.2,class_0
-0.615,-1.36,class_0
0.387,1.71,class_0
-0.238,-1.49,class_0
0.656,0.844,class_0
1.26,1.72,class_0
-0.745,0.987,class_0
0.127,1.22,class_0
0.418,-1.12,class_0
0.16,-1.4,class_0
1.27,0.301,class_0
-0.93,0.758,class_0
0.0236,-1.07,class_0
0.517,-0.931,class_0
0.213,-0.752,class_0
-0.377,-0.973,class_0
-0.76,-0.862,class_0
1.24,0.342,class_0
-1.15,0.587,class_0
0.923,0.246,class_0
0.157,-0.934,class_0
0.235,-1.05,class_0
-0.111,-1.33,class_0
0.527,1.18,class_0
0.0386,-1.26,class_0
-1.02,-1.01,class_0
-0.824,0.858,class_0
0.191,1.94,class_0
-0.259,1.34,class_0
-1.22,1.12,class_0
1.11,0.57,class_0
0.48,-1.15,class_0
0.0967,-1.4,class_0
0.375,1.24,class_0
-1.63,0.101,class_0
0.02,-1.54,class_0
0.592,1.15,class_0
0.0071,-0.924,class_0
0.784,0.972,class_0
1.33,0.335,class_0
-0.795,1.17,class_0
-0.0247,-1.5,class_0
0.904,1.04,class_0
-0.948,-0.982,class_0
-1.59,0.763,class_0
0.255,0.412,class_0
0.0428,-1.04,class_0
0.973,0.457,class_0
-0.639,1.28,class_0
1.23,-0.00847,class_0
-1.12,-1.39,class_0
-1.14,0.693,class_0
0.0328,1.22,class_0
0.0496,-1.05,class_0
0.121,1.63,class_0
-0.0275,-1.42,class_0
-0.204,-1.54,class_0
-0.299,-1.14,class_0
-0.567,-1.14,class_0
-0.236,-1.17,class_0
1.22,-0.0466,class_0
-1.06,0.917,class_0
0.595,1.02,class_0
1.05,0.768,class_0
0.996,1.04,class_0
0.799,0.995,class_0
0.725,1.39,class_0
0.782,1.8,class_0
-0.791,-1.43,class_0
1.64,-0.605,class_0
1.13,0.33,class_0
-1.58,0.456,class_0
-0.892,1.25,class_0
0.785,0.173,class_0
1.04,0.779,class_0
-0.693,0.953,class_0
0.682,-0.146,class_0
-0.167,1.07,class_0
-0.621,-1.12,class_0
0.871,1.29,class_0
0.0379,-1.64,class_0
0.314,1.84,class_0
1.68,-0.293,class_0
0.551,0.921,class_0
-1.52,0.946,class_0
-0.156,-1.16,class_0
0.0652,-0.766,class_0
-1.15,0.771,class_0
0.535,1.4,class_0
-0.599,-0.965,class_0
-1.6,0.682,class_0
0.838,0.603,class_0
1.34,-0.689,class_0
0.657,1.05,class_0
-1.52,0.506,class_0
-1.21,0.488,class_0
-1.6,0.632,class_0
-1.37,0.645,class_0
0.52,1.25,class_0
-0.421,-0.731,class_0
1.1,0.253,class_0
-0.0531,-1.26,class_0
0.835,-0.0137,class_0
1.1,0.604,class_0
-0.505,1.17,class_0
-0.524,-0.857,class_0
-0.362,-1.7,class_0
0.611,0.649,class_0
-0.614,-1.43,class_0
-0.697,-1.69,class_0
-0.859,0.885,class_0
2.01,-0.695,class_0
-0.155,-1.03,class_0
-1.8,0.529,class_0
-0.746,-0.93,class_0
-0.0339,-1.66,class_0
0.935,0.556,class_0
1.01,0.829,class_0
-2.77,0.0962,class_0
1.26,0.0903,class_0
-0.638,-1.01,class_0
0.552,0.961,class_0
-0.239,-0.848,class_0
-1.83,0.601,class_0
-0.507,1.24,class_0
1.16,0.703,class_0
-0.751,-1.37,class_0
-0.889,-0.884,class_0
-0.455,-1.3,class_0
1.35,-0.25,class_0
1.67,-0.978,class_0
-0.116,-1.36,class_0
1.75,-1.03,class_0
1.24,0.828,class_0
-0.526,1.19,class_0
-0.0866,-1.37,class_0
0.431,0.266,class_0
1.35,0.644,class_0
-0.45,-1.59,class_0
1.31,1.07,class_0
-0.696,-1.2,class_0
-0.861,-0.862,class_0
-0.631,-0.914,class_0
-0.501,1.1,class_0
1.29,1.07,class_0
1.24,0.00235,class_0
0.811,2,class_0
-0.869,1.38,class_0
0.284,2.31,class_0
0.0066,-0.994,class_0
-1.19,-1.03,class_0
0.225,1.34,class_0
0.899,0.538,class_0
0.904,0.195,class_0
-1.25,0.479,class_0
-0.798,-1.21,class_0
1.11,0.0482,class_0
-0.27,-1.28,class_0
-0.369,-0.984,class_0
-0.538,-1.15,class_0
-0.509,0.912,class_0
0.137,1.69,class_0
-0.129,1.57,class_0
0.818,0.845,class_0
-0.717,-1.03,class_0
0.753,1.84,class_0
0.598,0.484,class_0
1.02,0.508,class_0
-1.32,1.12,class_0
-1.7,0.422,class_0
-0.037,-1.35,class_0
-1.25,-1.1,class_0
1.5,0.637,class_0
-0.827,-0.757,class_0
1.54,-0.26,class_0
-0.0979,-1.01,class_0
-1.01,-1.29,class_0
-0.878,-1.16,class_0
-1.34,0.717,class_0
2.03,-0.427,class_0
-0.568,-1.36,class_0
-0.712,-1.1,class_0
1.62,0.0564,class_0
-0.218,2.09,class_0
-0.68,-1.07,class_0
0.55,0.857,class_0
-0.43,-1.4,class_0
0.403,-0.997,class_0
0.143,-1.56,class_0
0.58,1.17,class_0
0.904,0.97,class_0
-0.639,1.25,class_0
-0.0782,-1.1,class_0
0.595,0.429,class_0
-0.93,-0.895,class_0
-0.203,-1.08,class_0
-0.499,-0.766,class_0
0.12,-1.12,class_0
-0.338,-0.91,class_0
0.909,0.522,class_0
0.395,0.0856,class_0
-0.7,-1.25,class_0
-0.832,-1.33,class_0
-1.55,0.695,class_0
-0.755,-1.09,class_0
-0.83,0.993,class_0
0.314,1.54,class_0
0.496,1.52,class_0
1.81,-0.218,class_0
0.824,0.45,class_0
-2.56,-0.0784,class_0
0.066,-1.23,class_0
1.31,0.328,class_0
0.34,-1.03,class_0
-0.634,1.65,class_0
1.95,-1.02,class_0
-0.0397,-1.09,class_0
-1.15,0.729,class_0
0.854,1.15,class_0
-1.04,1.04,class_0
-0.921,-1.19,class_0
-0.0184,-1.13,class_0
-1.55,0.386,class_0
-0.539,-1.21,class_0
-1.2,0.659,class_0
0.731,1.31,class_0
-0.882,1.29,class_0
0.299,1.49,class_0
-0.754,1.1,class_0
1.12,0.173,class_0
-0.783,-1.33,class_0
-1.1,-1.17,class_0
0.101,-1.39,class_0
-0.484,-1.2,class_0
-0.984,1.03,class_0
-0.547,1.71,class_0
0.494,-1.01,class_0
-0.123,1.86,class_0
-0.0853,-1.12,class_0
1.41,0.607,class_0
1.27,-0.159,class_0
-0.0373,-1.32,class_0
0.69,0.745,class_0
0.354,1.06,class_0
1.29,0.525,class_0
-0.836,0.959,class_0
0.552,0.942,class_0
1.19,0.594,class_0
0.428,-1.43,class_0
-0.575,-1.62,class_0
-0.0255,-1.3,class_0
-0.892,1.02,class_0
-0.132,-1.35,class_0
-1.85,0.545,class_0
-0.475,-1.02,class_0
-0.807,0.992,class_0
1.19,0.115,class_0
0.439,1.5,class_0
-0.596,-1.33,class_0
1.11,0.431,class_0
1.63,-0.56,class_0
-1.53,1.21,class_0
-1.12,1.1,class_0
0.0551,1.34,class_0
-0.388,-1.08,class_0
0.136,-1.36,class_0
-0.79,-0.823,class_0
0.735,0.571,class_0
-0.777,-1.33,class_0
-0.31,1.45,class_0
-0.0693,-1.3,class_0
0.385,-0.744,class_0
1.23,-0.115,class_0
-1.49,0.796,class_0
-0.84,-1.05,class_0
0.351,-1.42,class_0
0.523,1.05,class_0
-0.665,1.23,class_0
0.495,1.54,class_0
0.582,0.232,class_0
0.35,0.889,class_0
0.321,1.58,class_0
-0.783,0.931,class_0
1.08,0.925,class_0
0.614,0.908,class_0
0.0762,-1.27,class_0
0.282,-1.43,class_0
0.265,1.4,class_0
0.29,0.591,class_0
0.662,1.49,class_0
-0.689,-1.45,class_0
-0.214,-1.27,class_0
-0.119,-0.842,class_0
-0.995,-0.937,class_0
-1.31,0.463,class_0
-0.486,-1.62,class_0
0.698,0.784,class_0
1.27,-0.194,class_0
-0.22,-1.38,class_0
-0.414,-1.28,class_0
0.22,2.08,class_0
0.207,-1.38,class_0
-0.519,-1,class_0
-0.00634,-1,class_0
-0.68,1.68,class_0
-0.638,1.32,class_0
1.11,0.205,class_0
0.087,-1.28,class_0
-0.016,-1.26,class_0
0.424,-0.84,class_0
2.25,-1.4,class_0
0.488,1.31,class_0
-1.04,1.27,class_0
1.33,-0.704,class_0
-1.23,0.89,class_0
-0.329,-0.955,class_0
0.174,-1.11,class_0
-0.699,0.755,class_0
-0.137,-1.16,class_0
-0.0172,-1.03,class_0
-1.82,0.904,class_0
-0.527,-1.38,class_0
-2.41,0.26,class_0
-0.514,-1.07,class_0
-0.325,-1.32,class_0
0.471,2.03,class_0
0.986,0.843,class_0
0.746,0.441,class_0
-1.32,0.907,class_0
1.59,-0.378,class_0
-0.914,-0.919,class_0
1.41,0.0907,class_0
0.866,1.14,class_0
-0.862,1.53,class_0
-0.391,1.1,class_0
-0.351,-1,class_0
1.68,0.113,class_0
-0.834,1.48,class_0
1.45,-0.507,class_0
1.23,-0.0997,class_0
-0.834,1.41,class_0
0.191,-1.29,class_0
0.0543,-0.967,class_0
1.12,0.612,class_0
1.29,-0.391,class_0
-0.612,-1.42,class_0
-0.779,1.09,class_0
0.778,0.952,class_0
0.0179,-1.01,class_0
-0.216,-1.38,class_0
0.0698,-1.25,class_0
-0.869,0.625,class_0
-0.175,-0.909,class_0
1.07,0.61,class_0
-0.468,-1.17,class_0
1.77,0.239,class_0
2.59,-1.15,class_0
1.04,0.285,class_0
0.736,1.64,class_0
1.23,0.458,class_0
-0.137,-1.39,class_0
-0.496,1.03,class_0
-1.04,0.984,class_0
-1.95,0.614,class_0
1.68,-0.472,class_0
-0.866,0.751,class_0
0.322,-1.04,class_0
-0.486,-1.53,class_0
-0.384,-1.08,class_0
0.746,0.991,class_0
0.758,-1.45,class_0
0.698,1.02,class_0
-1.53,0.658,class_0
-0.162,-1.24,class_0
-0.735,-1.19,class_0
1.31,0.628,class_0
-0.0785,-1.16,class_0
0.844,1.22,class_0
-1.04,1.33,class_0
-0.244,-1.2,class_0
0.0643,-1.28,class_0
0.483,-1.23,class_0
-0.869,0.634,class_0
-0.0547,-1.06,class_0
-1.49,0.744,class_0
1.6,0.0487,class_0
1.45,-0.188,class_0
-0.791,-1.44,class_0
0.308,-1.34,class_0
0.836,0.849,class_0
1.77,0.013,class_0
-1.56,0.514,class_0
0.137,-0.862,class_0
-0.258,-1.06,class_0
-0.253,-0.809,class_0
0.446,-1.07,class_0
1.52,0.795,class_0
1.44,0.898,class_0
1.04,0.952,class_0
-1.2,-1.19,class_0
0.268,1.14,class_0
-0.935,1.02,class_0
0.247,-0.96,class_0
0.722,0.153,class_0
1.27,0.496,class_0
-1.2,1.43,class_0
-1.19,-0.939,class_0
0.0209,-0.973,class_0
0.637,0.984,class_0
0.205,-1.28,class_0
-0.706,-0.697,class_0
1.44,0.0946,class_0
2.06,-0.893,class_0
-0.638,-0.752,class_0
-1.55,0.588,class_0
-0.381,-0.959,class_0
-0.432,1.13,class_0
0.0935,2.1,class_0
0.463,0.935,class_0
-0.23,-1.02,class_0
0.168,1.7,class_0
-1.06,1.49,class_0
0.375,1.27,class_0
-2.04,0.401,class_0
0.0735,-1.01,class_0
0.848,0.402,class_0
-0.821,-1.44,class_0
-0.364,-1.4,class_0
0.784,1.39,class_0
-1.02,0.883,class_0
1.14,0.494,class_0
-1.98,0.875,class_0
-0.369,-0.965,class_0
-0.749,1.26,class_0
-0.566,1.19,class_0
-1.25,-1.47,class_0
0.00453,1.47,class_0
-0.307,0.938,class_0
-1.18,0.732,class_0
-1.68,0.93,class_0
0.246,-0.767,class_0
1.42,-0.0465,class_0
-0.139,-1.27,class_0
-0.721,1.19,class_0
-0.709,-0.942,class_0
-0.891,0.593,class_0
-1.18,0.862,class_0
1.3,-0.028,class_0
0.855,0.959,class_0
-1.08,-1.17,class_0
-0.596,-0.989,class_0
0.444,1.14,class_0
1.01,0.397,class_0
1.1,0.458,class_0
-1.2,0.455,class_0
1.38,0.583,class_0
-0.223,1.04,class_0
-1,-1.22,class_0
-0.394,1.39,class_0
-0.573,-0.88,class_0
-2.19,0.0991,class_0
0.308,-0.913,class_0
0.515,0.884,class_0
1.32,-0.144,class_0
1.46,-0.0465,class_0
1.22,-0.159,class_0
0.639,-0.815,class_0
-2,0.403,class_0
-0.158,-1.08,class_0
-0.0949,-0.821,class_0
0.781,1.08,class_0
-0.624,1.75,class_0
-1.4,1.19,class_0
0.123,-1.24,class_0
1.01,0.446,class_0
-0.666,-1.34,class_0
-0.819,-0.943,class_0
0.202,-1.17,class_0
0.745,0.681,class_0
-0.461,-1.07,class_0
