@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute class {class_0,class_1}

@data
146,0,class_0
148,0,class_0
166,2,class_0
144,2,class_0
158,2,class_0
159,2,class_0
161,2,class_0
151,2,class_0
170,2,class_0
163,2,class_0
136,2,class_0
150,2,class_0
150,2,class_0
140,2,class_0
156,2,class_0
142,2,class_0
155,2,class_0
151,2,class_0
153,2,class_0
161,2,class_0
156,2,class_0
145,2,class_0
160,2,class_0
146,2,class_0
146,2,class_0
166,2,class_0
150,2,class_0
162,2,class_0
150,2,class_0
157,2,class_0
141,2,class_0
156,2,class_0
174,2,class_0
163,2,class_0
162,2,class_0
171,2,class_0
163,2,class_0
166,2,class_0
156,2,class_0
171,2,class_0
165,2,class_0
140,2,class_0
165,1,class_0
161,1,class_0
159,1,class_0
156,1,class_0
131,1,class_0
153,1,class_0
152,1,class_0
156,1,class_0
149,1,class_0
148,1,class_0
172,1,class_0
176,1,class_0
181,2,class_0
140,2,class_0
133,2,class_0
144,2,class_0
154,2,class_0
131,2,class_0
148,2,class_0
159,2,class_0
165,2,class_0
157,2,class_0
171,2,class_0
164,2,class_0
172,3,class_0
163,3,class_0
166,3,class_0
170,3,class_0
166,3,class_0
162,3,class_0
145,3,class_0
140,3,class_0
152,3,class_0
125,3,class_0
141,3,class_0
163,3,class_0
143,1,class_0
141,1,class_0
153,1,class_0
142,1,class_0
142,1,class_0
143,1,class_0
149,1,class_0
140,0,class_0
154,0,class_0
138,0,class_0
144,0,class_0
147,0,class_0
143,0,class_0
138,0,class_0
140,0,class_0
141,0,class_0
144,0,class_0
148,0,class_0
158,0,class_0
161,0,class_0
125,0,class_0
138,0,class_0
114,0,class_0
126,0,class_0
134,0,class_0
132,0,class_0
143,0,class_0
106,0,class_0
141,0,class_0
143,0,class_0
128,0,class_0
117,0,class_0
127,0,class_0
130,0,class_0
126,0,class_0
129,0,class_0
117,0,class_0
139,0,class_0
126,0,class_0
138,0,class_0
128,0,class_0
142,0,class_0
146,0,class_0
107,0,class_0
126,0,class_0
152,0,class_0
131,0,class_0
127,0,class_0
129,0,class_0
126,0,class_0
131,0,class_0
128,0,class_0
130,0,class_0
132,0,class_0
141,0,class_0
135,0,class_0
153,0,class_0
161,0,class_0
151,0,class_0
140,0,class_0
148,3,class_0
157,3,class_0
131,3,class_0
148,3,class_0
152,3,class_0
177,3,class_0
164,3,class_0
180,3,class_0
174,3,class_0
153,3,class_0
175,3,class_0
161,3,class_0
120,2,class_1
115,2,class_1
118,2,class_1
119,2,class_1
121,2,class_1
130,2,class_1
115,2,class_1
124,2,class_1
129,2,class_1
125,2,class_1
120,2,class_1
118,2,class_1
121,2,class_1
120,2,class_1
119,2,class_1
127,2,class_1
120,2,class_1
124,2,class_1
121,2,class_1
120,2,class_1
122,2,class_1
118,2,class_1
112,2,class_1
115,2,class_1
120,2,class_1
123,2,class_1
125,2,class_1
113,1,class_1
124,1,class_1
133,1,class_1
117,1,class_1
121,1,class_1
121,1,class_1
117,1,class_1
124,1,class_1
133,1,class_1
129,1,class_1
120,1,class_1
129,1,class_1
114,1,class_1
119,1,class_1
123,1,class_1
131,1,class_1
114,1,class_1
124,0,class_1
123,0,class_1
128,0,class_1
117,0,class_1
118,0,class_1
118,0,class_1
120,0,class_1
119,0,class_1
120,0,class_1
124,0,class_1
126,0,class_1
124,0,class_1
122,0,class_1
122,0,class_1
118,0,class_1
123,0,class_1
122,0,class_1
124,0,class_1
124,0,class_1
125,0,class_1
124,0,class_1
122,0,class_1
122,0,class_1
124,0,class_1
124,0,class_1
121,0,class_1
123,0,class_1
123,0,class_1
124,0,class_1
121,0,class_1
124,0,class_1
124,0,class_1
123,0,class_1
120,0,class_1
123,0,class_1
121,0,class_1
124,0,class_1
122,0,class_1
123,0,class_1
124,0,class_1
122,0,class_1
122,0,class_1
119,0,class_1
123,0,class_1
120,0,class_1
121,0,class_1
120,0,class_1
122,0,class_1
119,0,class_1
119,0,class_1
116,0,class_1
119,0,class_1
117,0,class_1
120,0,class_1
110,0,class_1
112,0,class_1
112,0,class_1
117,0,class_1
113,0,class_1
114,0,class_1
121,0,class_1
123,0,class_1
111,2,class_1
117,2,class_1
129,2,class_1
119,2,class_1
110,2,class_1
117,2,class_1
114,2,class_1
113,2,class_1
117,2,class_1
115,3,class_1
140,3,class_1
130,3,class_1
122,3,class_1
123,3,class_1
106,3,class_1
118,3,class_1
126,3,class_1
117,3,class_1
117,3,class_1
119,3,class_1
132,3,class_1
142,3,class_1
115,3,class_1
128,3,class_1
112,3,class_1
112,3,class_1
118,3,class_1
138,3,class_1
109,3,class_1
118,3,class_1
119,3,class_1
113,3,class_1
124,3,class_1
128,3,class_1
122,3,class_1
123,3,class_1
114,3,class_1
113,3,class_1
133,3,class_1
116,3,class_1
119,3,class_1
111,2,class_1
113,2,class_1
121,2,class_1
121,2,class_1
124,2,class_1
112,2,class_1
122,2,class_1
118,2,class_1
127,2,class_1
115,2,class_1
119,2,class_1
123,2,class_1
111,2,class_1
116,2,class_1
124,2,class_1
123,2,class_1
123,2,class_1
116,2,class_1
124,2,class_1
132,2,class_1
116,2,class_1
126,0,class_1
114,0,class_1
120,0,class_1
125,0,class_1
121,0,class_1
119,0,class_1
124,0,class_1
126,0,class_1
127,0,class_1
117,0,class_1
122,0,class_1
119,0,class_1
120,0,class_1
128,0,class_1
125,0,class_1
130,0,class_1
130,0,class_1
124,0,class_1
118,0,class_1
122,0,class_1
116,0,class_1
122,0,class_1
119,0,class_1
120,0,class_1
128,0,class_1
125,0,class_1
128,0,class_1
126,0,class_1
120,0,class_1
120,0,class_1
118,0,class_1
113,0,class_1
119,0,class_1
118,0,class_1
123,0,class_1
123,0,class_1
122,0,class_1
123,0,class_1
122,0,class_1
122,0,class_1
117,0,class_1
119,0,class_1
123,0,class_1
120,0,class_1
115,0,class_1
120,0,class_1
122,0,class_1
118,0,class_1
102,0,class_1
111,0,class_1
130,0,class_1
121,0,class_1
140,0,class_1
122,1,class_1
114,1,class_1
118,1,class_1
122,1,class_1
125,2,class_1
126,2,class_1
123,2,class_1
127,2,class_1
114,2,class_1
122,2,class_1
124,2,class_1
124,2,class_1
134,3,class_1
133,3,class_1
117,2,class_1
120,2,class_1
114,2,class_1
124,2,class_1
127,2,class_1
123,2,class_1
137,2,class_1
140,2,class_1
120,2,class_1
120,2,class_1
126,2,class_1
121,2,class_1
135,2,class_1
123,2,class_1
138,3,class_1
147,3,class_1
157,3,class_1
164,3,class_1
155,3,class_1
151,3,class_1
151,3,class_1
153,3,class_1
148,3,class_1
152,3,class_1
152,3,class_1
150,3,class_1
150,3,class_1
144,3,class_1
140,3,class_1
148,3,class_1
136,3,class_1
132,3,class_1
137,3,class_1
146,3,class_1
151,3,class_1
136,3,class_1
137,3,class_1
143,3,class_1
133,3,class_1
128,3,class_1
132,3,class_1
147,3,class_1
152,3,class_1
130,3,class_1
129,3,class_1
132,3,class_1
140,3,class_1
132,3,class_1
129,3,class_1
126,0,class_1
126,0,class_1
127,0,class_1
129,0,class_1
129,0,class_1
129,0,class_1
129,0,class_1
128,0,class_1
128,0,class_1
128,0,class_1
126,0,class_1
126,0,class_1
127,0,class_1
125,0,class_1
128,0,class_1
124,0,class_1
127,0,class_1
118,0,class_1
118,0,class_1
120,0,class_1
124,0,class_1
135,0,class_1
126,2,class_1
132,2,class_1
135,2,class_1
129,2,class_1
131,2,class_1
126,2,class_1
117,2,class_1
136,2,class_1
137,2,class_1
126,2,class_1
126,2,class_1
124,2,class_1
122,2,class_1
122,2,class_1
124,2,class_1
124,2,class_1
138,2,class_1
145,2,class_1
124,2,class_1
128,2,class_1
125,2,class_1
125,2,class_1
142,2,class_1
125,2,class_1
123,2,class_1
130,2,class_1
133,2,class_1
135,2,class_1
119,2,class_1
130,2,class_1
131,2,class_1
128,2,class_1
139,2,class_1
132,2,class_1
124,2,class_1
128,2,class_1
136,2,class_1
126,2,class_1
129,2,class_1
129,2,class_1
130,2,class_1
123,2,class_1
129,2,class_1
129,2,class_1
137,2,class_1
125,2,class_1
137,2,class_1
141,2,class_1
121,1,class_1
124,1,class_1
126,1,class_1
132,1,class_1
124,1,class_1
127,1,class_1
138,1,class_1
120,1,class_1
127,1,class_1
125,1,class_1
132,1,class_1
150,1,class_1
120,1,class_1
127,1,class_1
133,1,class_1
123,1,class_1
134,1,class_1
135,1,class_1
121,1,class_1
143,1,class_1
119,1,class_1
130,1,class_1
132,1,class_1
127,1,class_1
135,1,class_1
123,0,class_1
137,0,class_1
122,0,class_1
128,0,class_1
133,0,class_1
125,0,class_1
132,0,class_1
132,0,class_1
138,0,class_1
121,0,class_1
131,0,class_1
120,0,class_1
127,0,class_1
126,0,class_1
126,0,class_1
129,0,class_1
131,0,class_1
127,0,class_1
129,0,class_1
128,0,class_1
128,0,class_1
125,0,class_1
126,0,class_1
124,0,class_1
125,0,class_1
125,0,class_1
128,0,class_1
126,0,class_1
121,0,class_1
125,0,class_1
127,0,class_1
129,0,class_1
127,0,class_1
124,0,class_1
125,0,class_1
124,0,class_1
126,0,class_1
126,0,class_1
128,0,class_1
128,0,class_1
128,0,class_1
125,0,class_1
122,0,class_1
126,0,class_1
128,0,class_1
126,0,class_1
125,0,class_1
123,0,class_1
120,0,class_1
115,0,class_1
114,0,class_1
117,0,class_1
123,0,class_1
109,0,class_1
120,0,class_1
125,0,class_1
117,3,class_1
135,3,class_1
134,3,class_1
140,3,class_1
147,3,class_1
135,3,class_1
113,3,class_1
154,3,class_1
132,3,class_1
101,3,class_1
118,3,class_1
109,3,class_1
101,3,class_1
118,3,class_1
125,3,class_1
112,3,class_1
115,3,class_1
111,3,class_1
124,3,class_1
126,3,class_1
130,3,class_1
124,3,class_1
114,3,class_1
119,3,class_1
113,3,class_1
151,0,class_1
161,0,class_1
134,0,class_1
148,0,class_1
152,0,class_1
158,0,class_1
146,0,class_1
165,0,class_1
146,0,class_1
153,0,class_1
160,0,class_1
162,0,class_1
140,0,class_1
156,0,class_1
148,0,class_1
150,0,class_1
151,0,class_1
155,0,class_1
157,0,class_1
152,0,class_1
162,0,class_1
161,0,class_1
151,0,class_1
169,0,class_1
155,0,class_1
150,0,class_1
147,0,class_1
153,0,class_1
187,0,class_1
144,0,class_1
136,0,class_1
140,0,class_1
148,0,class_1
154,0,class_1
144,0,class_1
151,0,class_1
148,0,class_1
164,0,class_1
153,0,class_1
163,0,class_1
138,0,class_1
140,0,class_1
169,0,class_1
150,0,class_1
151,2,class_1
160,2,class_1
146,2,class_1
150,2,class_1
164,2,class_1
