@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute class {class_0,class_1}

@data
1989,17,class_0
1989,18,class_0
1989,19,class_0
1989,20,class_0
1989,21,class_0
1989,22,class_0
1989,23,class_0
1989,24,class_0
1989,25,class_0
1989,26,class_0
1989,27,class_0
1989,28,class_0
1989,29,class_0
1989,30,class_0
1989,31,class_0
1989,32,class_0
1989,33,class_0
1989,34,class_0
1989,35,class_0
1989,36,class_0
1989,37,class_0
1989,38,class_0
1989,39,class_0
1989,40,class_0
1989,41,class_0
1989,42,class_0
1989,43,class_0
1989,44,class_0
1989,45,class_0
1989,46,class_0
1989,47,class_0
1989,48,class_0
1989,49,class_0
1989,50,class_0
1989,51,class_0
1989,52,class_0
1990,1,class_0
1990,2,class_0
1990,4,class_0
1990,31,class_0
1990,32,class_0
1990,33,class_0
1990,34,class_0
1990,35,class_0
1990,37,class_0
1990,39,class_0
1990,41,class_0
1990,43,class_0
1990,46,class_0
1990,47,class_0
1990,48,class_0
1990,49,class_0
1990,50,class_0
1990,51,class_0
1990,52,class_0
1991,51,class_0
1991,52,class_0
1983,2,class_1
1983,3,class_1
1983,4,class_1
1983,5,class_1
1983,6,class_1
1983,7,class_1
1983,8,class_1
1983,9,class_1
1983,10,class_1
1983,15,class_1
1983,16,class_1
1983,18,class_1
1983,19,class_1
1983,22,class_1
1983,23,class_1
1983,24,class_1
1983,25,class_1
1983,26,class_1
1983,27,class_1
1983,28,class_1
1983,29,class_1
1983,30,class_1
1983,31,class_1
1983,32,class_1
1983,33,class_1
1983,34,class_1
1983,35,class_1
1983,36,class_1
1983,37,class_1
1983,38,class_1
1983,39,class_1
1983,40,class_1
1983,41,class_1
1983,42,class_1
1983,43,class_1
1983,44,class_1
1983,45,class_1
1984,3,class_1
1984,4,class_1
1984,6,class_1
1984,7,class_1
1984,8,class_1
1984,9,class_1
1984,10,class_1
1984,11,class_1
1984,13,class_1
1984,16,class_1
1984,17,class_1
1984,18,class_1
1984,20,class_1
1984,21,class_1
1984,22,class_1
1984,23,class_1
1984,24,class_1
1984,25,class_1
1984,26,class_1
1984,27,class_1
1984,28,class_1
1984,29,class_1
1984,30,class_1
1984,31,class_1
1984,32,class_1
1984,33,class_1
1984,34,class_1
1984,35,class_1
1984,37,class_1
1984,38,class_1
1984,41,class_1
1984,45,class_1
1984,46,class_1
1984,47,class_1
1984,48,class_1
1984,49,class_1
1985,22,class_1
1985,24,class_1
1985,25,class_1
1985,26,class_1
1985,27,class_1
1985,28,class_1
1985,29,class_1
1985,30,class_1
1985,31,class_1
1985,32,class_1
1985,33,class_1
1985,37,class_1
1985,38,class_1
1985,39,class_1
1985,40,class_1
1985,41,class_1
1985,42,class_1
1985,43,class_1
1985,44,class_1
1985,45,class_1
1986,2,class_1
1986,3,class_1
1986,4,class_1
1986,5,class_1
1987,6,class_1
1987,9,class_1
1987,16,class_1
1987,17,class_1
1987,18,class_1
1987,19,class_1
1987,20,class_1
1987,21,class_1
1987,22,class_1
1987,23,class_1
1987,24,class_1
1987,25,class_1
1987,26,class_1
1987,27,class_1
1987,28,class_1
1987,29,class_1
1987,30,class_1
1987,31,class_1
1987,32,class_1
1987,33,class_1
1987,34,class_1
1987,35,class_1
1987,36,class_1
1987,38,class_1
1987,40,class_1
1988,35,class_1
1988,36,class_1
1988,37,class_1
1988,39,class_1
1988,40,class_1
1988,41,class_1
1988,45,class_1
1990,3,class_1
1990,5,class_1
1990,6,class_1
1990,7,class_1
1990,8,class_1
1990,9,class_1
1990,10,class_1
1990,11,class_1
1990,12,class_1
1990,13,class_1
1990,14,class_1
1990,15,class_1
1990,16,class_1
1990,17,class_1
1990,18,class_1
1990,19,class_1
1990,20,class_1
1990,21,class_1
1990,22,class_1
1990,23,class_1
1990,24,class_1
1990,25,class_1
1990,26,class_1
1990,27,class_1
1990,28,class_1
1990,29,class_1
1990,30,class_1
1990,36,class_1
1990,38,class_1
1990,40,class_1
1990,42,class_1
1990,44,class_1
1990,45,class_1
1991,1,class_1
1991,2,class_1
1991,3,class_1
1991,4,class_1
1991,5,class_1
1991,6,class_1
1991,7,class_1
1991,8,class_1
1991,9,class_1
1991,10,class_1
1991,11,class_1
1991,12,class_1
1991,13,class_1
1991,14,class_1
1991,15,class_1
1991,16,class_1
1991,17,class_1
1991,18,class_1
1991,19,class_1
1991,20,class_1
1991,21,class_1
1991,22,class_1
1991,23,class_1
1991,24,class_1
1991,25,class_1
1991,26,class_1
1991,27,class_1
1991,28,class_1
1991,29,class_1
1991,30,class_1
1991,31,class_1
1991,32,class_1
1991,33,class_1
1991,34,class_1
1991,35,class_1
1991,36,class_1
1991,37,class_1
1991,38,class_1
1991,39,class_1
1991,40,class_1
1991,41,class_1
1991,42,class_1
1991,43,class_1
1991,44,class_1
1991,45,class_1
1991,46,class_1
1991,47,class_1
1991,48,class_1
1991,49,class_1
1991,50,class_1
