@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute value_17 numeric
@attribute value_18 numeric
@attribute value_19 numeric
@attribute value_20 numeric
@attribute class {class_0,class_1}

@data
0,690,690,14,2,4,0,1.2623,0.1024,0.7713,0.8189,1,0.866,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,22,class_0
0,690,690,14,2,4,0,1.2623,0.1024,0.7713,0.9623,1,1,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,23,class_0
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.6818,1,0.9139,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,0,class_0
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.6818,1,0.9139,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,1,class_0
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.8189,1,0.866,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,2,class_0
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.8489,1,0.866,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,3,class_0
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.3002,1,0.9139,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,4,class_0
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.8189,1,0.7146,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,5,class_0
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.8189,1,0.9139,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,7,class_0
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.6968,1,0.7146,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,9,class_0
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.1057,1,0.866,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,10,class_0
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.1057,1,0.9499,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,11,class_0
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.9332,1,0.321,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,12,class_0
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.6818,1,0.9499,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,13,class_0
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.8189,1,0.9499,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,14,class_0
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.1057,1,0.866,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,15,class_0
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.9623,1,0.9499,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,16,class_0
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.1057,1,0.7146,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,17,class_0
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.9056,1,0.7146,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,18,class_0
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.8189,1,0.9499,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,19,class_0
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.8189,1,0.9139,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,20,class_0
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.1057,1,0.9139,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,21,class_0
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.6968,1,0.9139,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,22,class_0
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.6968,1,0.611,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,23,class_0
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.8189,1,0.866,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,0,class_0
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.1057,1,0.7146,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,1,class_0
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.6818,1,0.7146,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,2,class_0
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.8189,1,0.7146,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,3,class_0
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.8189,1,0.9499,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,4,class_0
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.8189,1,0.866,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,5,class_0
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.6818,1,0.9139,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,6,class_0
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.8189,1,0.7146,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,7,class_0
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.8189,1,0.9499,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,9,class_0
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.9623,1,0.321,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,10,class_0
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.8189,1,0.866,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,12,class_0
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.6818,1,0.9139,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,13,class_0
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.8189,1,0.866,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,14,class_0
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.6968,1,0.866,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,15,class_0
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.9623,1,0.9499,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,16,class_0
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.9056,1,0.9139,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,17,class_0
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.9332,1,0.611,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,18,class_0
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.9623,1,1,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,19,class_0
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.1057,1,0.9139,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,20,class_0
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.83,1,0.866,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,21,class_0
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.6818,1,0.9139,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,22,class_0
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.8189,1,0.866,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,23,class_0
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.6968,1,0.9139,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,0,class_0
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.9623,1,0.321,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,1,class_0
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.1057,1,0.321,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,2,class_0
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.9332,1,0.9499,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,3,class_0
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.9191,1,0.9139,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,4,class_0
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.9623,1,0.866,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,5,class_0
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.8189,1,0.9139,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,7,class_0
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.6968,1,1,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,9,class_0
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.6818,1,0.866,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,10,class_0
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.3002,1,0.611,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,11,class_0
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.8189,1,0.9499,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,12,class_0
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.3002,1,0.866,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,13,class_0
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.83,1,1,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,14,class_0
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.8189,1,0.866,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,15,class_0
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.9623,1,0.866,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,16,class_0
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.6818,1,0.321,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,17,class_0
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.8189,1,0.9139,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,18,class_0
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.6968,1,0.7146,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,19,class_0
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.3002,1,0.9139,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,20,class_0
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.6818,1,0.866,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,21,class_0
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.9623,1,0.611,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,22,class_0
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.9623,1,0.866,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,23,class_0
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,0,class_0
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,1,class_0
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,4,class_0
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,5,class_0
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,7,class_0
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,9,class_0
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,10,class_0
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,12,class_0
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,13,class_0
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,15,class_0
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,16,class_0
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,17,class_0
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,18,class_0
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,19,class_0
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,20,class_0
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,21,class_0
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,22,class_0
4,20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,23,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.6818,1,0.9139,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,0,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.9623,1,0.866,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,1,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.8189,1,0.9139,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,2,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.8189,1,0.866,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,3,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.8189,1,0.321,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,4,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.1057,1,0.9499,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,5,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.8489,1,0.611,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,6,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.8189,1,0.866,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,7,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.9332,1,0.866,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,8,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.6968,1,0.9139,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,9,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.8189,1,0.9499,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,10,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.6818,1,0.9139,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,11,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.6818,1,0.866,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,12,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.3002,1,0.611,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,13,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.6818,1,0.9139,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,14,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.1057,1,0.866,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,15,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.6818,1,0.7146,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,16,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.6968,1,0.9139,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,17,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.6968,1,1,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,18,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.1057,1,0.866,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,19,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.1057,1,0.9139,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,20,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.8189,1,0.7146,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,21,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.6818,1,0.9139,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,22,class_0
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.1057,1,0.611,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,23,class_0
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,0,class_0
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,1,class_0
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,2,class_0
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,3,class_0
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,4,class_0
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,5,class_0
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,6,class_0
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,7,class_0
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,9,class_0
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,10,class_0
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,11,class_0
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,12,class_0
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,13,class_0
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,14,class_0
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,15,class_0
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,16,class_0
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,17,class_0
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,19,class_0
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,20,class_0
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,21,class_0
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,22,class_0
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,23,class_0
7,768,768,8,2,0,0,1.0377,0.1439,0.5507,0.6818,1,0.9139,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,0,class_0
7,768,768,8,2,0,0,1.0377,0.1439,0.5507,0.8189,1,0.9139,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,1,class_0
7,768,768,8,2,0,0,1.0377,0.1439,0.5507,0.6968,1,0.7146,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,2,class_0
7,768,768,8,2,0,0,1.0377,0.1439,0.5507,0.8189,1,0.866,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,3,class_0
7,768,768,8,2,0,0,1.0377,0.1439,0.5507,0.6968,1,0.9499,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,4,class_0
7,768,768,8,2,0,0,1.0377,0.1439,0.5507,0.8189,1,0.9499,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,5,class_0
7,768,768,8,2,0,0,1.0377,0.1439,0.5507,0.6818,1,0.611,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,6,class_0
7,768,768,8,2,0,0,1.0377,0.1439,0.5507,0.9623,1,1,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,7,class_0
7,768,768,8,2,0,0,1.0377,0.1439,0.5507,0.9332,1,0.611,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,8,class_0
7,768,768,8,2,0,0,1.0377,0.1439,0.5507,0.6818,1,0.9139,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,9,class_0
