@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute class {class_0,class_1}

@data
0,52,0,0.23,19.1,5.49,12,1.2,28,class_0
0,57,1,0.12,0,2.32,16.5,1.375,38,class_0
0,61,0,0.18,0,4.48,11,1.375,31,class_0
0,61,1,0.19,13.2,5.04,19,1.73,12,class_0
0,66,0,0.09,6.8,4.96,13,1.08,17,class_0
0,69,0,0.2,7,5.05,14.5,1.21,36,class_0
1,77,0,0.13,16,4.23,18,1.8,10,class_1
1,62,0,0.12,23,5.8,11.67,2.33,0.5,class_1
1,69,1,0.26,11,4.65,18,1.64,0.5,class_1
1,62.529,1,0.07,20,5.2,24,2,0.5,class_1
1,66,1,0.22,15,5.4,27,2.25,1,class_1
1,69,0,0.15,12,5.39,19.5,1.625,0.75,class_1
1,85,1,0.18,19,5.46,13.83,1.38,0.75,class_1
1,73,0,0.23,12.733,6.06,7.5,1.5,0.5,class_1
1,71,0,0.17,0,4.65,8,1,5,class_1
0,55,0,0.27,7,6.15,2,1,29,class_1
1,65,0,0.15,0,5.05,10,1,1,class_1
1,53,0,0.25,12,5.49,6,3,3,class_1
1,65,0,0.06,23.6,6.73,21.5,2.15,1,class_1
0,64,0,0.09,9,4.31,12,2,37,class_1
1,63,1,0.23,9.7,5.2,23,2.3,0.25,class_1
1,56,1,0.04,14,5,16.5,1,2,class_1
1,61,1,0.27,28.9,5.57,9,1.5,7,class_1
0,57,0,0.24,14.8,5.26,18,1.38,10,class_1
1,60,0,0.01,24.6,5.65,39,3,1,class_1
0,68,0,0.29,9.7,4.41,14,1.167,38,class_1
0,73,0,0.12,5.12,6.78,16.67,1.39,9,class_1
0,67,1,0.11,10.3,4.68,11,1,12,class_1
1,50,0,0.14,11.4,4.75,10,2.5,0.75,class_1
1,86,0,0.225,12.2,5.2,24,2.18,0.25,class_1
1,48,0,0.26,19.4,4.77,21,2.1,0.03,class_1
1,78,0,0.05,10,4.44,15,1.36,0.75,class_1
1,61,0,0.29,4.2,5.25,28,2.33,0.75,class_1
0,52,0,0.14,25,6.21,11.5,1.15,34,class_1
1,73,0,0.05,14.8,4.14,15.5,1.41,1,class_1
1,70,1,0.16,19.2,5.25,11,1,21,class_1
0,64,0,0.3,6.6,4.36,14,1.27,35,class_1
0,63,0,0.25,5.6,3.87,18,1.5,33,class_1
1,65,1,0.16,8.5,5.47,16,1.45,5,class_1
1,58,0,0.17,28.9,6.73,26.08,2.01,4,class_1
1,63,0,0.3,6.9,3.52,18.16,1.51,1.25,class_1
0,57,0,0.036,7,4.12,13.5,1.23,24,class_1
1,78,0,0.23,40,6.23,14,1.4,0.75,class_1
1,62,0,0.26,7.6,4.42,14,1,3,class_1
0,62,0,0.22,12.1,3.92,11,1,27,class_1
0,66,0,0.24,13.6,4.38,22,2.2,13,class_1
0,61,0,0.27,9,4.06,12,1,36,class_1
0,57,0,0.29,9.4,4.77,9,1,27,class_1
0,62,1,0.19,28.9,6.63,19.5,1.95,34,class_1
0,64,0,0.26,0,4.38,9,1,37,class_1
0,64,0,0.15,6.6,4.17,14,1.27,17,class_1
0,48,0,0.15,12,3.66,10,1,36,class_1
0,61,0,0.14,25.5,5.16,14,1.27,21,class_1
1,64,0,0.24,12.9,4.72,12,1,7.5,class_1
0,64,0,0.28,5.4,5.47,11,1.1,41,class_1
0,57,0,0.14,16.1,4.36,15,1.36,22,class_1
0,62,0,0.15,0,4.51,15.5,1.409,20,class_1
