@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute class {class_0,class_1}

@data
0,0,1,2,1,1,1,1,0,0,1,1,1,1,1,1,1,class_1
1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,class_1
1,0,1,2,1,1,0,1,1,0,1,1,1,1,1,1,0,class_1
1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,class_1
1,0,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,class_1
2,0,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,class_1
1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,class_1
1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,class_1
1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,class_1
2,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,class_1
1,1,1,2,0,1,1,0,1,0,1,1,1,0,1,0,1,class_1
1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,class_1
2,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,class_1
2,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,class_1
1,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,class_1
1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,0,class_1
1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,class_1
1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,class_1
1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,class_1
2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,class_1
2,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,class_1
1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,0,class_1
2,0,1,2,1,1,0,1,0,0,1,1,1,1,1,1,0,class_1
2,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,class_1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,class_1
1,0,1,2,1,1,1,1,1,0,1,1,1,0,1,1,1,class_1
2,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,class_1
1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,class_1
2,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,class_1
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,class_1
1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,class_1
1,1,1,2,0,1,1,0,1,1,1,1,1,1,1,1,1,class_1
0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,class_1
2,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,class_1
2,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,class_1
1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,class_1
1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,class_1
0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,class_1
0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,class_1
1,1,0,2,0,1,1,1,1,1,1,1,0,1,1,1,1,class_1
1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,class_1
2,1,1,2,1,1,0,1,0,0,1,1,1,1,1,1,0,class_1
2,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,class_1
1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,class_1
1,1,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,class_1
2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,class_1
0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,class_1
2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,class_1
0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,class_1
2,0,0,2,1,1,1,1,1,1,1,1,0,1,1,1,1,class_1
1,0,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,class_1
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,class_1
2,0,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,class_1
2,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,0,class_1
1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,class_1
1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,class_1
2,1,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,class_1
1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,class_1
2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,class_1
1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,class_1
0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,class_1
2,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,class_1
1,0,1,2,0,1,0,1,1,1,0,1,1,1,1,0,1,class_1
1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,class_1
1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,class_1
1,1,1,2,0,1,1,1,1,1,1,1,1,0,0,1,1,class_1
1,0,0,2,1,1,0,1,1,1,1,1,0,0,0,0,1,class_1
2,0,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,class_1
1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,class_1
2,1,0,2,1,1,1,1,1,0,1,1,1,1,1,1,0,class_1
2,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,class_1
2,1,1,2,1,1,1,1,0,0,1,1,1,1,1,1,1,class_1
0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,class_1
2,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,class_1
1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,class_1
2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,class_1
2,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,0,class_1
1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,0,class_1
1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,class_1
2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,class_1
2,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,class_1
2,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,class_1
2,1,1,2,1,1,1,1,0,0,1,1,1,1,1,1,0,class_1
1,0,1,2,1,1,0,0,1,1,1,1,1,1,1,0,0,class_1
2,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,0,class_1
1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,class_1
1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,class_1
1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,class_1
1,0,1,2,1,1,1,0,1,0,1,1,1,1,1,0,0,class_1
2,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,class_1
1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,class_1
1,0,1,2,0,1,1,1,1,0,1,1,1,1,1,1,1,class_1
1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,class_1
1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,class_1
1,0,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,class_1
1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,class_1
2,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,class_1
1,0,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,class_1
1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,class_1
1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,class_1
2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,class_1
1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,class_1
1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,class_1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,class_1
1,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,class_1
2,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,class_1
0,0,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,class_1
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,class_1
2,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,class_1
1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,class_1
2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,class_1
0,0,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,class_1
2,1,1,2,1,1,0,1,1,0,1,1,1,1,1,0,0,class_1
1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,class_1
1,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,class_1
0,0,1,2,0,0,0,1,1,0,0,1,1,1,0,0,0,class_1
0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,class_1
1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,class_1
2,0,1,2,1,1,0,1,1,0,1,1,1,1,1,1,0,class_1
1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,class_1
0,0,1,2,1,1,1,1,0,0,1,0,1,1,1,1,0,class_1
1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,class_1
0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,class_1
1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,class_1
2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,class_1
1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,class_1
1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,class_1
1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,class_1
1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,class_1
1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,class_1
1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,class_1
1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,class_1
2,1,1,2,1,1,1,1,1,0,1,1,1,1,1,0,0,class_1
1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,class_1
2,1,1,2,1,1,0,0,0,0,1,1,1,1,1,0,0,class_1
1,0,1,2,1,1,1,1,0,0,1,1,1,1,1,1,1,class_1
2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,class_1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,class_1
1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,class_1
2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,class_1
2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,class_1
2,1,1,2,1,1,0,0,1,0,1,1,1,1,1,0,0,class_1
1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,class_1
1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,class_1
1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,class_1
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,class_1
1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,class_1
1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,1,1,class_1
1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,class_1
2,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,class_1
1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,class_1
2,0,1,2,1,1,0,1,1,1,1,1,1,0,1,1,1,class_1
2,1,1,2,1,1,1,1,0,0,1,1,1,1,1,1,1,class_1
1,1,1,2,1,1,1,0,0,0,1,1,1,1,1,1,0,class_1
2,0,0,2,1,1,0,1,1,0,1,1,1,1,1,0,0,class_1
1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,class_1
1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,class_1
2,1,1,2,1,1,0,1,1,0,1,1,1,1,1,0,0,class_1
1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,class_1
2,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,class_1
1,0,1,2,0,1,0,1,1,1,1,1,1,1,1,1,1,class_1
2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,class_1
2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,class_1
1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,class_1
2,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,class_1
0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,class_1
2,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,class_1
1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,class_1
1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,class_1
1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,0,class_1
1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,class_1
2,1,1,2,1,1,1,0,0,1,1,1,1,1,1,1,0,class_1
1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,class_1
1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,class_1
1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,class_1
1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,class_1
1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,class_1
2,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,class_1
1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,class_1
1,1,1,2,1,1,0,1,0,0,1,1,1,1,1,1,0,class_1
1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,class_1
1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,class_1
1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,class_1
1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,class_1
1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,class_1
1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,class_1
1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,class_1
2,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,class_1
1,1,1,2,1,1,1,1,0,0,1,1,1,1,1,1,1,class_1
1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,class_1
1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,class_1
1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,class_1
1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,class_1
2,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,class_1
2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,class_1
1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,class_1
2,0,0,2,1,1,1,1,1,1,1,1,0,1,1,1,1,class_1
2,1,1,2,1,1,0,1,1,1,1,1,1,1,1,0,0,class_1
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,class_1
2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,class_1
1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,class_1
1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,class_1
1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,class_1
2,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,0,class_1
1,0,1,2,1,1,0,1,0,0,1,1,1,1,1,0,0,class_1
2,0,1,2,1,1,1,0,0,1,1,1,0,1,1,0,0,class_1
1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,class_1
2,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,class_1
1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,class_1
1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,0,class_1
1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,class_1
1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,class_1
1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,class_1
1,1,1,2,0,1,0,0,0,0,0,1,1,1,1,1,0,class_1
1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,class_1
