@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12}

@data
146,2,class_5
146,2,class_5
166,2,class_5
150,2,class_5
162,2,class_5
150,2,class_5
130,0,class_5
126,0,class_5
129,0,class_5
117,0,class_5
139,0,class_5
126,0,class_5
138,0,class_5
128,0,class_5
142,0,class_5
146,0,class_5
107,0,class_5
126,0,class_5
152,0,class_5
131,0,class_6
128,0,class_6
127,0,class_6
128,0,class_6
129,0,class_6
131,0,class_6
131,0,class_6
131,0,class_6
131,0,class_6
129,0,class_6
125,0,class_6
124,0,class_6
130,0,class_6
125,0,class_6
126,0,class_6
127,0,class_6
124,0,class_6
122,0,class_6
128,0,class_6
128,0,class_6
126,0,class_6
130,0,class_6
114,0,class_6
123,0,class_6
116,2,class_6
127,2,class_6
123,2,class_6
131,2,class_6
125,2,class_6
123,2,class_6
125,2,class_6
123,2,class_6
114,2,class_6
130,2,class_6
126,2,class_6
112,2,class_6
114,2,class_6
125,2,class_6
128,2,class_6
121,2,class_6
124,2,class_6
128,2,class_6
156,3,class_6
157,3,class_6
158,3,class_6
161,3,class_6
163,3,class_6
129,0,class_6
131,0,class_6
130,0,class_6
129,0,class_6
127,0,class_6
128,0,class_6
129,0,class_6
130,0,class_6
128,0,class_6
135,3,class_6
119,3,class_6
116,3,class_6
136,3,class_6
130,3,class_6
137,3,class_6
139,3,class_6
110,3,class_6
120,3,class_6
136,3,class_6
141,3,class_6
126,3,class_6
111,3,class_6
114,3,class_6
133,3,class_6
143,3,class_6
114,3,class_6
117,3,class_6
132,3,class_6
100,3,class_6
158,3,class_6
151,1,class_6
128,1,class_6
160,1,class_6
152,1,class_6
152,0,class_6
144,0,class_6
152,0,class_6
147,0,class_6
153,0,class_6
155,0,class_6
147,0,class_6
143,0,class_6
131,0,class_6
147,0,class_6
169,0,class_6
125,0,class_6
168,0,class_6
146,0,class_6
148,0,class_6
166,2,class_6
144,2,class_6
158,2,class_6
159,2,class_6
161,2,class_6
151,2,class_6
170,2,class_6
163,2,class_6
136,2,class_6
150,2,class_6
150,2,class_6
140,2,class_6
156,2,class_6
142,2,class_6
155,2,class_6
131,0,class_6
127,0,class_6
129,0,class_6
126,0,class_6
131,0,class_6
128,0,class_6
130,0,class_6
132,0,class_6
141,0,class_6
135,0,class_6
153,0,class_6
161,0,class_6
151,0,class_6
140,0,class_6
148,3,class_6
157,3,class_6
131,3,class_6
148,3,class_6
152,3,class_6
177,3,class_6
164,3,class_6
180,3,class_6
174,3,class_6
153,3,class_6
175,3,class_6
161,3,class_6
120,2,class_7
115,2,class_7
118,2,class_7
119,2,class_7
121,2,class_7
130,2,class_7
115,2,class_7
124,2,class_7
129,2,class_7
121,2,class_7
120,2,class_7
120,2,class_7
117,1,class_7
124,1,class_7
140,3,class_7
132,3,class_7
129,3,class_7
126,0,class_7
126,0,class_7
127,0,class_7
129,0,class_7
129,0,class_7
129,0,class_7
124,1,class_7
133,1,class_7
128,0,class_7
133,0,class_7
125,0,class_7
132,0,class_7
121,0,class_7
127,0,class_7
126,0,class_7
126,0,class_7
129,0,class_7
131,0,class_7
127,0,class_7
129,0,class_7
128,0,class_7
128,0,class_7
125,0,class_7
126,0,class_7
124,0,class_7
124,3,class_7
126,3,class_7
130,3,class_7
124,3,class_7
114,3,class_7
119,3,class_7
113,3,class_7
151,0,class_7
161,0,class_7
134,0,class_7
148,0,class_7
152,0,class_7
158,0,class_7
146,0,class_7
165,0,class_7
146,0,class_7
153,0,class_7
160,0,class_7
162,0,class_7
140,0,class_7
156,0,class_7
148,0,class_7
150,0,class_7
151,0,class_7
155,0,class_7
157,0,class_7
152,0,class_7
164,0,class_7
153,0,class_7
163,0,class_7
138,0,class_7
140,0,class_7
169,0,class_7
150,0,class_7
151,2,class_7
160,2,class_7
150,2,class_7
164,2,class_7
125,2,class_8
120,2,class_8
118,2,class_8
119,2,class_8
127,2,class_8
120,2,class_8
124,2,class_8
121,2,class_8
122,2,class_8
118,2,class_8
112,2,class_8
115,2,class_8
120,2,class_8
123,2,class_8
125,2,class_8
113,1,class_8
124,1,class_8
133,1,class_8
117,1,class_8
121,1,class_8
121,1,class_8
133,1,class_8
129,1,class_8
120,1,class_8
129,1,class_8
114,1,class_8
119,1,class_8
123,1,class_8
131,1,class_8
114,1,class_8
124,0,class_8
123,0,class_8
128,0,class_8
117,0,class_8
118,0,class_8
118,0,class_8
120,0,class_8
119,0,class_8
120,0,class_8
124,0,class_8
126,0,class_8
124,0,class_8
122,0,class_8
122,0,class_8
118,0,class_8
123,0,class_8
122,0,class_8
124,0,class_8
124,0,class_8
125,0,class_8
124,0,class_8
122,0,class_8
122,0,class_8
136,3,class_8
137,3,class_8
143,3,class_8
133,3,class_8
128,3,class_8
132,3,class_8
147,3,class_8
152,3,class_8
130,3,class_8
129,3,class_8
132,3,class_8
129,0,class_8
128,0,class_8
128,0,class_8
128,0,class_8
126,0,class_8
126,0,class_8
127,0,class_8
125,0,class_8
128,0,class_8
124,0,class_8
142,2,class_8
125,2,class_8
123,2,class_8
130,2,class_8
133,2,class_8
135,2,class_8
119,2,class_8
130,2,class_8
131,2,class_8
128,2,class_8
139,2,class_8
132,2,class_8
124,2,class_8
128,2,class_8
136,2,class_8
126,2,class_8
129,2,class_8
129,2,class_8
130,2,class_8
123,2,class_8
129,2,class_8
129,2,class_8
137,2,class_8
125,2,class_8
137,2,class_8
141,2,class_8
121,1,class_8
124,1,class_8
126,1,class_8
132,1,class_8
127,1,class_8
138,1,class_8
120,1,class_8
127,1,class_8
125,1,class_8
132,1,class_8
150,1,class_8
120,1,class_8
127,1,class_8
123,1,class_8
134,1,class_8
135,1,class_8
121,1,class_8
143,1,class_8
119,1,class_8
130,1,class_8
132,1,class_8
127,1,class_8
135,1,class_8
123,0,class_8
137,0,class_8
122,0,class_8
132,0,class_8
138,0,class_8
131,0,class_8
120,0,class_8
125,0,class_8
125,0,class_8
128,0,class_8
126,0,class_8
121,0,class_8
125,0,class_8
127,0,class_8
129,0,class_8
127,0,class_8
124,0,class_8
125,0,class_8
124,0,class_8
126,0,class_8
126,0,class_8
128,0,class_8
128,0,class_8
128,0,class_8
125,0,class_8
122,0,class_8
126,0,class_8
128,0,class_8
126,0,class_8
109,3,class_8
101,3,class_8
118,3,class_8
125,3,class_8
112,3,class_8
115,3,class_8
111,3,class_8
162,0,class_8
161,0,class_8
151,0,class_8
169,0,class_8
155,0,class_8
150,0,class_8
147,0,class_8
153,0,class_8
187,0,class_8
144,0,class_8
136,0,class_8
140,0,class_8
148,0,class_8
154,0,class_8
144,0,class_8
151,0,class_8
148,0,class_8
146,2,class_8
124,0,class_9
124,0,class_9
121,0,class_9
123,0,class_9
123,0,class_9
124,0,class_9
121,0,class_9
124,0,class_9
124,0,class_9
123,0,class_9
124,2,class_9
112,2,class_9
122,2,class_9
118,2,class_9
127,2,class_9
115,2,class_9
116,2,class_9
116,2,class_9
144,3,class_9
140,3,class_9
148,3,class_9
136,3,class_9
132,3,class_9
137,3,class_9
146,3,class_9
151,3,class_9
127,0,class_9
118,0,class_9
118,0,class_9
120,0,class_9
122,2,class_9
124,2,class_9
138,2,class_9
145,2,class_9
124,2,class_9
128,2,class_9
125,2,class_9
125,2,class_9
125,0,class_9
123,0,class_9
120,0,class_9
115,0,class_9
114,0,class_9
118,3,class_9
120,0,class_10
123,0,class_10
121,0,class_10
124,0,class_10
122,0,class_10
123,0,class_10
124,0,class_10
122,0,class_10
122,0,class_10
119,0,class_10
123,0,class_10
120,0,class_10
121,0,class_10
120,0,class_10
122,0,class_10
119,0,class_10
119,0,class_10
116,0,class_10
113,3,class_10
124,3,class_10
128,3,class_10
122,3,class_10
123,3,class_10
114,3,class_10
113,3,class_10
133,3,class_10
116,3,class_10
119,3,class_10
111,2,class_10
113,2,class_10
121,2,class_10
121,2,class_10
119,2,class_10
123,2,class_10
111,2,class_10
124,2,class_10
123,2,class_10
123,2,class_10
124,2,class_10
132,2,class_10
116,2,class_10
126,0,class_10
114,0,class_10
120,0,class_10
125,0,class_10
121,0,class_10
119,0,class_10
124,0,class_10
126,0,class_10
127,0,class_10
117,0,class_10
122,0,class_10
119,0,class_10
120,0,class_10
128,0,class_10
125,0,class_10
130,0,class_10
130,0,class_10
124,0,class_10
118,0,class_10
122,0,class_10
116,0,class_10
122,0,class_10
119,0,class_10
120,0,class_10
128,0,class_10
125,0,class_10
128,0,class_10
126,0,class_10
120,0,class_10
120,0,class_10
118,0,class_10
113,0,class_10
119,0,class_10
118,0,class_10
123,0,class_10
123,0,class_10
123,0,class_10
127,2,class_10
120,2,class_10
126,2,class_10
157,3,class_10
164,3,class_10
155,3,class_10
151,3,class_10
151,3,class_10
153,3,class_10
148,3,class_10
152,3,class_10
152,3,class_10
150,3,class_10
150,3,class_10
124,0,class_10
135,0,class_10
126,2,class_10
132,2,class_10
135,2,class_10
129,2,class_10
131,2,class_10
126,2,class_10
117,2,class_10
136,2,class_10
137,2,class_10
126,2,class_10
126,2,class_10
124,2,class_10
122,2,class_10
124,2,class_10
117,0,class_10
123,0,class_10
109,0,class_10
120,0,class_10
125,0,class_10
117,3,class_10
135,3,class_10
134,3,class_10
140,3,class_10
147,3,class_10
135,3,class_10
113,3,class_10
154,3,class_10
132,3,class_10
101,3,class_10
119,0,class_11
117,0,class_11
120,0,class_11
110,0,class_11
112,0,class_11
112,0,class_11
117,0,class_11
113,0,class_11
114,0,class_11
121,0,class_11
123,0,class_11
117,2,class_11
129,2,class_11
110,2,class_11
117,2,class_11
113,2,class_11
140,3,class_11
130,3,class_11
122,3,class_11
123,3,class_11
106,3,class_11
118,3,class_11
126,3,class_11
117,3,class_11
117,3,class_11
119,3,class_11
132,3,class_11
142,3,class_11
115,3,class_11
128,3,class_11
112,3,class_11
112,3,class_11
118,3,class_11
138,3,class_11
109,3,class_11
118,3,class_11
119,3,class_11
122,0,class_11
122,0,class_11
122,0,class_11
117,0,class_11
119,0,class_11
123,0,class_11
120,0,class_11
115,0,class_11
120,0,class_11
122,0,class_11
118,0,class_11
102,0,class_11
111,0,class_11
130,0,class_11
121,0,class_11
140,0,class_11
122,1,class_11
114,1,class_11
118,1,class_11
122,1,class_11
125,2,class_11
126,2,class_11
123,2,class_11
127,2,class_11
114,2,class_11
122,2,class_11
124,2,class_11
124,2,class_11
134,3,class_11
133,3,class_11
117,2,class_11
120,2,class_11
114,2,class_11
124,2,class_11
123,2,class_11
137,2,class_11
140,2,class_11
120,2,class_11
121,2,class_11
135,2,class_11
123,2,class_11
138,3,class_11
147,3,class_11
111,2,class_12
119,2,class_12
114,2,class_12
117,2,class_12
115,3,class_12
