@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13,class_14,class_15,class_16,class_17}

@data
8,50,47.5,636,class_13
8,50,52.5,466,class_13
8,50,57.5,366,class_13
8,50,62.5,370,class_13
8,50,67.5,309,class_13
8,50,72.5,214,class_13
8,50,77.5,111,class_13
8,50,82.5,128,class_13
9,56,22.5,1105,class_13
9,56,27.5,480,class_13
9,56,32.5,414,class_13
9,56,37.5,466,class_13
9,56,42.5,582,class_13
9,56,57.5,365,class_13
9,56,77.5,57,class_13
9,56,82.5,39,class_13
10,60,22.5,1893,class_13
10,60,27.5,1032,class_13
10,60,32.5,668,class_13
10,60,37.5,787,class_13
10,60,47.5,878,class_13
10,60,52.5,807,class_13
10,60,57.5,629,class_13
10,60,62.5,559,class_13
10,60,67.5,455,class_13
10,60,72.5,298,class_13
10,60,77.5,150,class_13
10,60,82.5,121,class_13
11,65,22.5,1199,class_13
11,65,27.5,587,class_13
11,65,32.5,451,class_13
11,65,37.5,491,class_13
11,65,47.5,553,class_13
11,65,52.5,537,class_13
11,65,57.5,487,class_13
11,65,72.5,197,class_13
11,65,82.5,98,class_13
12,73,22.5,2394,class_13
12,73,27.5,1360,class_13
12,73,32.5,1183,class_13
12,73,37.5,1209,class_13
12,73,42.5,1261,class_13
12,73,47.5,1046,class_13
12,73,52.5,853,class_13
12,73,57.5,725,class_13
12,73,62.5,671,class_13
12,73,67.5,546,class_13
12,73,72.5,355,class_13
12,73,77.5,192,class_13
12,73,82.5,142,class_13
13,80,22.5,2149,class_13
13,80,27.5,1318,class_13
13,80,32.5,1018,class_13
13,80,37.5,857,class_13
13,80,42.5,988,class_13
13,80,47.5,1018,class_13
13,80,52.5,879,class_13
13,80,57.5,709,class_13
13,80,67.5,417,class_13
13,80,72.5,220,class_13
13,80,82.5,139,class_13
14,100,22.5,1439,class_13
14,100,27.5,744,class_13
14,100,32.5,415,class_13
14,100,37.5,510,class_13
14,100,42.5,564,class_13
14,100,47.5,573,class_13
14,100,52.5,467,class_13
14,100,57.5,402,class_13
14,100,62.5,385,class_13
14,100,67.5,335,class_13
14,100,72.5,254,class_13
14,100,77.5,168,class_13
15,110,22.5,1110,class_13
15,110,27.5,586,class_13
15,110,37.5,502,class_13
15,110,42.5,575,class_13
15,110,47.5,521,class_13
15,110,57.5,392,class_13
15,110,62.5,302,class_13
15,110,72.5,101,class_13
15,110,77.5,65,class_13
15,110,82.5,37,class_13
16,110,22.5,718,class_13
16,110,27.5,449,class_13
16,110,32.5,290,class_13
16,110,37.5,329,class_13
16,110,42.5,397,class_13
16,110,52.5,333,class_13
16,110,57.5,251,class_13
16,110,67.5,175,class_13
16,110,72.5,156,class_13
16,110,77.5,62,class_13
16,110,82.5,69,class_13
17,123,22.5,674,class_13
17,123,27.5,436,class_13
17,123,32.5,360,class_13
17,123,37.5,440,class_13
17,123,42.5,385,class_13
17,123,47.5,396,class_13
17,123,52.5,363,class_13
17,123,62.5,280,class_13
17,123,67.5,272,class_13
17,123,77.5,113,class_13
17,123,82.5,49,class_13
18,126,22.5,1196,class_13
18,126,27.5,501,class_13
18,126,32.5,443,class_13
18,126,37.5,510,class_13
18,126,42.5,609,class_13
18,126,47.5,610,class_13
18,126,57.5,453,class_13
18,126,62.5,408,class_13
18,126,67.5,295,class_13
18,126,72.5,226,class_13
18,126,77.5,142,class_13
19,256,22.5,1949,class_13
19,256,27.5,981,class_13
19,256,32.5,755,class_13
19,256,37.5,787,class_13
19,256,42.5,912,class_13
19,256,52.5,759,class_13
19,256,57.5,540,class_13
19,256,62.5,464,class_13
19,256,67.5,352,class_13
19,256,72.5,262,class_13
19,256,77.5,111,class_13
19,256,82.5,125,class_13
20,256,22.5,686,class_13
20,256,27.5,240,class_13
20,256,32.5,277,class_13
20,256,37.5,254,class_13
20,256,42.5,234,class_13
20,256,47.5,376,class_13
20,256,52.5,362,class_13
20,256,57.5,241,class_13
20,256,67.5,188,class_13
20,256,77.5,61,class_13
20,256,82.5,43,class_13
21,259,22.5,1100,class_13
21,259,27.5,572,class_13
21,259,32.5,401,class_13
21,259,37.5,365,class_13
21,259,47.5,453,class_13
21,259,52.5,480,class_13
21,259,62.5,289,class_13
21,259,72.5,131,class_13
21,259,82.5,84,class_13
22,307,22.5,547,class_13
22,307,27.5,320,class_13
22,307,32.5,164,class_13
22,307,37.5,196,class_13
22,307,42.5,266,class_13
22,307,52.5,271,class_13
22,307,62.5,153,class_13
22,307,67.5,122,class_13
22,307,77.5,56,class_13
22,307,82.5,74,class_13
23,307,22.5,793,class_13
23,307,27.5,466,class_13
23,307,32.5,356,class_13
23,307,37.5,490,class_13
23,307,42.5,556,class_13
23,307,47.5,520,class_13
23,307,52.5,388,class_13
23,307,57.5,268,class_13
23,307,62.5,237,class_13
23,307,67.5,188,class_13
23,307,72.5,127,class_13
23,307,77.5,60,class_13
24,350,22.5,659,class_13
24,350,27.5,346,class_13
24,350,32.5,273,class_13
24,350,37.5,283,class_13
24,350,47.5,390,class_13
24,350,52.5,292,class_13
24,350,57.5,262,class_13
24,350,62.5,243,class_13
24,350,67.5,236,class_13
24,350,72.5,102,class_13
24,350,77.5,68,class_13
24,350,82.5,47,class_13
25,398,22.5,538,class_13
25,398,27.5,272,class_13
25,398,32.5,211,class_13
25,398,37.5,232,class_13
25,398,42.5,274,class_13
25,398,47.5,321,class_13
25,398,52.5,292,class_13
25,398,57.5,175,class_13
25,398,62.5,153,class_13
25,398,72.5,96,class_13
25,398,77.5,23,class_13
25,398,82.5,14,class_13
26,406,22.5,770,class_13
26,406,27.5,315,class_13
26,406,32.5,239,class_13
26,406,37.5,355,class_13
26,406,42.5,412,class_13
26,406,47.5,420,class_13
26,406,52.5,367,class_13
26,406,57.5,331,class_13
26,406,62.5,284,class_13
26,406,67.5,209,class_13
26,406,77.5,47,class_13
26,406,82.5,23,class_13
27,448,22.5,1043,class_13
27,448,27.5,457,class_13
27,448,32.5,241,class_13
27,448,37.5,331,class_13
27,448,42.5,404,class_13
27,448,47.5,423,class_13
27,448,52.5,387,class_13
27,448,57.5,312,class_13
27,448,72.5,130,class_13
27,448,77.5,49,class_13
27,448,82.5,28,class_13
28,467,22.5,1114,class_13
28,467,27.5,720,class_13
28,467,32.5,632,class_13
28,467,37.5,566,class_13
28,467,42.5,523,class_13
28,467,47.5,487,class_13
28,467,52.5,447,class_13
28,467,62.5,212,class_13
28,467,67.5,133,class_13
28,467,72.5,72,class_13
28,467,77.5,45,class_13
28,467,82.5,32,class_13
29,504,22.5,1029,class_13
29,504,27.5,406,class_13
29,504,32.5,384,class_13
29,504,37.5,499,class_13
29,504,42.5,654,class_13
29,504,47.5,585,class_13
29,504,52.5,460,class_13
29,504,57.5,397,class_13
29,504,67.5,235,class_13
29,504,72.5,171,class_13
29,504,77.5,152,class_13
29,504,82.5,95,class_13
30,520,22.5,905,class_13
30,520,27.5,364,class_13
30,520,32.5,263,class_13
30,520,37.5,342,class_13
30,520,52.5,444,class_13
30,520,67.5,193,class_13
30,520,77.5,68,class_13
30,520,82.5,45,class_13
31,520,22.5,841,class_13
31,520,27.5,541,class_13
31,520,32.5,401,class_13
31,520,37.5,321,class_13
31,520,42.5,440,class_13
31,520,47.5,420,class_13
31,520,62.5,293,class_13
31,520,72.5,134,class_13
31,520,77.5,78,class_13
31,520,82.5,83,class_13
32,529,22.5,1971,class_13
32,529,27.5,842,class_13
32,529,32.5,693,class_13
32,529,37.5,840,class_13
32,529,42.5,899,class_13
32,529,47.5,934,class_13
32,529,52.5,705,class_13
32,529,62.5,448,class_13
32,529,67.5,361,class_13
32,529,82.5,62,class_13
33,538,22.5,851,class_13
33,538,27.5,383,class_13
33,538,32.5,318,class_13
33,538,37.5,330,class_13
33,538,47.5,328,class_13
33,538,52.5,328,class_13
33,538,57.5,297,class_13
33,538,62.5,230,class_13
33,538,72.5,87,class_13
34,544,22.5,719,class_13
34,544,27.5,338,class_13
34,544,32.5,194,class_13
34,544,37.5,228,class_13
34,544,42.5,328,class_13
34,544,47.5,340,class_13
34,544,52.5,304,class_13
34,544,57.5,260,class_13
34,544,62.5,209,class_13
34,544,67.5,146,class_13
34,544,72.5,136,class_13
34,544,77.5,104,class_13
34,544,82.5,107,class_13
35,599,22.5,1351,class_13
35,599,27.5,930,class_13
35,599,32.5,776,class_13
35,599,37.5,746,class_13
35,599,42.5,885,class_13
35,599,62.5,412,class_13
35,599,67.5,383,class_13
35,599,72.5,253,class_13
35,599,77.5,214,class_13
35,599,82.5,85,class_13
36,650,22.5,408,class_13
36,650,27.5,215,class_13
36,650,32.5,133,class_13
36,650,37.5,157,class_13
36,650,42.5,220,class_13
36,650,47.5,261,class_13
36,650,57.5,156,class_13
36,650,67.5,82,class_13
36,650,72.5,74,class_13
36,650,77.5,51,class_13
36,650,82.5,25,class_13
37,683,22.5,674,class_13
37,683,27.5,276,class_13
37,683,32.5,199,class_13
37,683,37.5,278,class_13
37,683,42.5,335,class_13
37,683,52.5,301,class_13
37,683,62.5,162,class_13
37,683,67.5,102,class_13
37,683,72.5,45,class_13
37,683,77.5,19,class_13
37,683,82.5,27,class_13
38,693,22.5,2378,class_13
38,693,27.5,1562,class_13
38,693,32.5,1415,class_13
38,693,37.5,1063,class_13
38,693,42.5,1059,class_13
38,693,47.5,1118,class_13
38,693,52.5,893,class_13
38,693,67.5,352,class_13
38,693,82.5,59,class_13
39,694,22.5,1197,class_13
39,694,27.5,531,class_13
39,694,32.5,467,class_13
39,694,72.5,89,class_13
39,694,77.5,60,class_13
39,694,82.5,17,class_13
40,698,22.5,798,class_13
40,698,27.5,385,class_13
40,698,32.5,279,class_13
40,698,37.5,351,class_13
40,698,42.5,434,class_13
40,698,72.5,26,class_13
40,698,77.5,9,class_13
41,717,22.5,1126,class_13
41,717,27.5,590,class_13
41,717,32.5,379,class_13
41,717,37.5,384,class_13
41,717,42.5,488,class_13
41,717,52.5,434,class_13
41,717,67.5,168,class_13
41,717,72.5,131,class_13
41,717,77.5,98,class_13
41,717,82.5,40,class_13
42,934,22.5,1861,class_13
42,934,27.5,987,class_13
42,934,32.5,928,class_13
42,934,37.5,759,class_13
42,934,42.5,758,class_13
42,934,47.5,815,class_13
42,934,77.5,70,class_13
42,934,82.5,59,class_13
1,10,62.5,203,class_14
4,32,52.5,563,class_14
9,56,62.5,283,class_14
9,56,67.5,168,class_14
11,65,77.5,103,class_14
15,110,52.5,447,class_14
15,110,67.5,195,class_14
27,448,62.5,252,class_14
39,694,52.5,509,class_14
39,694,62.5,293,class_14
40,698,57.5,272,class_14
41,717,57.5,312,class_14
1,10,67.5,175,class_15
31,520,67.5,174,class_15
32,529,72.5,261,class_15
35,599,52.5,632,class_15
42,934,62.5,401,class_15
2,11,42.5,311,class_16
3,30,22.5,1003,class_16
3,30,42.5,462,class_16
3,30,52.5,392,class_16
3,30,57.5,353,class_16
3,30,67.5,199,class_16
5,32,77.5,35,class_16
9,56,47.5,563,class_16
9,56,52.5,447,class_16
9,56,72.5,125,class_16
10,60,42.5,950,class_16
11,65,42.5,521,class_16
11,65,62.5,404,class_16
11,65,67.5,299,class_16
13,80,62.5,483,class_16
13,80,77.5,137,class_16
14,100,82.5,136,class_16
15,110,32.5,477,class_16
16,110,47.5,401,class_16
16,110,62.5,203,class_16
17,123,57.5,313,class_16
17,123,72.5,210,class_16
18,126,52.5,544,class_16
18,126,82.5,89,class_16
19,256,47.5,872,class_16
20,256,62.5,285,class_16
20,256,72.5,165,class_16
21,259,42.5,521,class_16
21,259,57.5,389,class_16
21,259,67.5,193,class_16
21,259,77.5,101,class_16
22,307,47.5,299,class_16
22,307,57.5,196,class_16
22,307,72.5,94,class_16
23,307,82.5,56,class_16
24,350,42.5,385,class_16
25,398,67.5,122,class_16
26,406,72.5,114,class_16
27,448,67.5,202,class_16
28,467,57.5,315,class_16
29,504,62.5,330,class_16
30,520,42.5,442,class_16
30,520,47.5,497,class_16
30,520,57.5,344,class_16
30,520,62.5,276,class_16
30,520,72.5,130,class_16
31,520,52.5,391,class_16
31,520,57.5,315,class_16
32,529,57.5,535,class_16
32,529,77.5,138,class_16
33,538,42.5,306,class_16
33,538,67.5,121,class_16
33,538,77.5,52,class_16
33,538,82.5,36,class_16
35,599,47.5,701,class_16
35,599,57.5,609,class_16
36,650,52.5,222,class_16
36,650,62.5,104,class_16
37,683,47.5,351,class_16
37,683,57.5,214,class_16
38,693,57.5,687,class_16
38,693,62.5,455,class_16
38,693,72.5,177,class_16
38,693,77.5,45,class_16
39,694,37.5,620,class_16
39,694,42.5,720,class_16
39,694,47.5,654,class_16
39,694,57.5,386,class_16
39,694,67.5,177,class_16
40,698,47.5,398,class_16
40,698,52.5,355,class_16
40,698,62.5,175,class_16
40,698,67.5,84,class_16
40,698,82.5,10,class_16
41,717,47.5,517,class_16
41,717,62.5,210,class_16
42,934,52.5,798,class_16
42,934,67.5,236,class_16
42,934,72.5,126,class_16
42,934,57.5,544,class_17
