@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8}

@data
14,0,6,0,class_2
12,8,7,6,class_2
7,12,6,4,class_2
12,10,12,7,class_2
7,10,8,13,class_3
13,6,12,2,class_3
9,2,7,10,class_3
5,13,0,11,class_3
9,2,7,10,class_3
8,12,6,1,class_3
12,8,7,6,class_3
7,12,6,4,class_3
7,10,8,13,class_3
13,9,2,8,class_3
13,6,5,0,class_3
5,13,0,11,class_3
10,7,1,6,class_3
13,9,2,8,class_3
12,6,4,10,class_3
8,12,6,1,class_3
0,5,7,2,class_3
13,9,2,8,class_3
9,8,5,2,class_3
7,3,7,0,class_3
7,12,6,4,class_3
14,11,13,14,class_3
5,13,0,11,class_3
0,10,12,7,class_3
2,14,2,9,class_3
0,10,12,7,class_3
12,8,7,6,class_3
2,14,2,9,class_3
1,2,12,4,class_3
13,6,12,2,class_3
1,3,10,7,class_3
13,9,2,8,class_3
10,10,6,9,class_3
10,10,6,9,class_3
12,8,7,6,class_3
13,9,2,8,class_3
12,8,7,6,class_3
2,14,2,9,class_3
12,6,4,10,class_3
12,9,10,6,class_3
10,10,6,9,class_3
10,7,1,6,class_3
10,3,6,14,class_3
10,10,6,9,class_3
8,5,10,2,class_3
10,2,13,4,class_3
13,9,2,8,class_3
13,6,12,2,class_3
7,12,6,4,class_3
12,9,10,6,class_3
13,6,12,2,class_3
14,0,6,0,class_3
3,3,5,9,class_3
1,9,4,1,class_3
12,9,10,6,class_3
10,13,5,0,class_3
14,4,8,14,class_3
3,2,0,14,class_3
14,4,8,14,class_3
12,4,5,13,class_3
12,4,5,13,class_3
9,2,7,10,class_3
7,12,6,4,class_3
7,12,6,4,class_3
12,9,10,6,class_3
7,10,8,13,class_3
9,8,5,2,class_3
1,2,12,6,class_3
1,3,10,7,class_3
14,2,4,1,class_3
2,14,2,9,class_3
2,7,9,2,class_3
8,6,4,5,class_3
8,12,6,1,class_3
14,11,13,14,class_3
12,6,4,10,class_3
1,9,4,1,class_3
12,8,7,6,class_3
12,8,7,6,class_3
1,3,10,7,class_3
11,13,10,1,class_3
10,2,13,4,class_3
3,3,5,9,class_3
12,10,12,7,class_3
10,7,1,6,class_3
12,10,12,7,class_3
13,3,6,6,class_3
14,4,8,14,class_3
10,13,5,0,class_3
2,9,7,5,class_3
11,13,10,1,class_3
12,4,5,13,class_3
12,10,12,7,class_3
5,7,3,12,class_3
11,13,10,1,class_3
2,7,9,2,class_3
10,10,6,9,class_3
10,7,1,6,class_3
7,10,8,13,class_3
8,6,4,5,class_3
13,9,2,8,class_3
10,13,5,0,class_3
10,13,5,0,class_3
12,8,7,6,class_3
12,6,4,10,class_3
7,10,8,13,class_3
7,12,6,4,class_3
12,9,10,6,class_3
1,3,10,7,class_3
13,9,2,8,class_3
9,2,7,10,class_3
3,2,0,14,class_3
9,3,10,5,class_3
10,2,13,4,class_3
12,6,4,10,class_3
0,10,12,7,class_3
3,6,2,12,class_3
14,0,6,0,class_3
12,9,10,6,class_4
2,9,7,5,class_4
12,4,5,13,class_4
8,12,6,1,class_4
10,2,13,4,class_4
13,6,12,2,class_4
2,14,2,9,class_4
12,6,4,10,class_4
8,12,6,1,class_4
9,2,7,10,class_4
7,12,6,4,class_4
8,5,10,2,class_4
7,10,8,13,class_4
8,12,6,1,class_4
13,3,6,6,class_4
8,5,10,2,class_4
1,9,4,1,class_4
10,2,13,4,class_4
8,6,4,5,class_4
12,8,7,6,class_4
2,9,7,5,class_4
10,2,13,4,class_4
5,13,0,11,class_4
5,13,0,11,class_4
3,6,2,12,class_4
12,8,7,6,class_4
8,5,10,2,class_4
8,12,6,1,class_4
1,2,12,4,class_4
2,14,2,9,class_4
2,7,9,2,class_4
1,2,12,4,class_4
3,6,2,12,class_4
7,12,6,4,class_4
12,4,9,14,class_4
12,10,12,7,class_4
14,4,8,14,class_4
2,14,2,9,class_4
2,9,7,5,class_4
8,5,10,2,class_4
10,10,6,9,class_4
8,12,6,1,class_4
2,9,7,5,class_4
9,8,5,2,class_4
12,6,4,10,class_4
10,10,6,9,class_4
12,8,7,6,class_4
10,10,6,9,class_4
13,9,2,8,class_4
1,9,4,1,class_4
5,13,0,11,class_4
0,5,7,2,class_4
5,13,0,11,class_4
13,6,5,0,class_4
10,13,5,0,class_4
10,7,1,6,class_4
12,4,9,14,class_4
13,9,2,8,class_4
1,2,12,6,class_4
10,13,5,0,class_4
5,7,3,12,class_4
10,2,13,4,class_4
12,6,4,10,class_4
10,10,6,9,class_4
13,6,12,2,class_4
2,14,2,9,class_4
12,4,9,14,class_4
13,3,6,6,class_4
13,3,6,6,class_4
9,2,7,10,class_4
3,6,2,12,class_4
12,4,5,13,class_4
13,3,6,6,class_4
10,13,5,0,class_4
0,10,12,7,class_4
8,6,4,5,class_4
1,9,4,1,class_4
12,4,5,13,class_4
9,2,7,10,class_4
7,12,6,4,class_4
12,4,9,14,class_4
9,2,7,10,class_4
10,2,13,4,class_4
2,14,2,9,class_4
2,14,2,9,class_4
10,2,13,4,class_4
10,10,6,9,class_4
12,4,5,13,class_4
2,9,7,5,class_4
12,9,10,6,class_4
9,3,10,5,class_4
7,12,6,4,class_4
13,3,6,6,class_4
0,10,12,7,class_4
13,3,6,6,class_4
12,4,5,13,class_4
2,14,2,9,class_4
0,10,12,7,class_4
12,4,5,13,class_4
5,7,3,12,class_4
13,6,12,2,class_4
12,4,9,14,class_4
9,2,7,10,class_4
8,12,6,1,class_4
13,6,5,0,class_4
8,5,10,2,class_4
12,4,5,13,class_4
9,3,10,5,class_4
0,10,12,7,class_4
13,9,2,8,class_4
12,10,12,7,class_4
10,10,6,9,class_4
10,10,6,9,class_4
0,10,12,7,class_4
12,8,7,6,class_4
8,12,6,1,class_4
12,4,9,14,class_4
13,3,6,6,class_4
12,8,7,6,class_4
12,8,7,6,class_4
10,10,6,9,class_4
14,4,8,14,class_4
8,5,10,2,class_4
9,8,5,2,class_4
7,12,6,4,class_4
12,8,7,6,class_4
10,3,6,14,class_4
10,7,1,6,class_4
0,10,12,7,class_4
10,10,6,9,class_4
9,3,10,5,class_4
13,6,5,0,class_4
10,3,6,14,class_4
1,9,4,1,class_4
9,2,7,10,class_4
9,2,7,10,class_4
13,3,6,6,class_4
13,6,12,2,class_4
9,8,5,2,class_4
10,7,1,6,class_4
8,6,4,5,class_4
9,8,5,2,class_4
8,12,6,1,class_4
3,2,0,14,class_4
7,10,8,13,class_4
10,3,6,14,class_4
10,13,5,0,class_4
13,6,5,0,class_4
10,3,6,14,class_4
2,7,9,2,class_4
13,6,12,2,class_4
5,7,3,12,class_4
12,10,12,7,class_4
13,6,5,0,class_4
12,8,7,6,class_4
13,6,12,2,class_4
7,10,8,13,class_4
7,12,6,4,class_4
1,3,10,7,class_5
8,5,10,2,class_5
9,3,10,5,class_5
12,6,4,10,class_5
13,6,5,0,class_5
2,14,2,9,class_5
14,2,4,1,class_5
13,6,12,2,class_5
14,0,6,0,class_5
13,6,5,0,class_5
3,3,5,9,class_5
12,6,4,10,class_5
2,7,9,2,class_5
2,1,5,1,class_5
0,5,7,2,class_5
10,2,13,4,class_5
2,7,9,2,class_5
13,3,6,6,class_5
1,2,12,4,class_5
3,6,2,12,class_5
0,10,12,7,class_5
12,4,5,13,class_5
3,6,2,12,class_5
5,7,3,12,class_5
10,13,5,0,class_5
12,9,10,6,class_5
2,1,5,1,class_5
3,6,2,12,class_5
10,3,6,14,class_5
5,13,0,11,class_5
5,7,3,12,class_5
12,4,9,14,class_5
14,2,4,1,class_5
14,2,4,1,class_5
13,3,6,6,class_5
1,2,12,4,class_5
14,11,13,14,class_5
9,3,10,5,class_5
1,9,4,1,class_5
10,7,1,6,class_5
8,5,10,2,class_5
14,2,4,1,class_5
13,6,12,2,class_5
7,3,7,0,class_5
12,8,7,6,class_5
12,6,4,10,class_5
7,12,6,4,class_5
12,4,5,13,class_5
5,7,3,12,class_5
10,7,1,6,class_5
10,10,6,9,class_5
5,13,0,11,class_5
10,7,1,6,class_5
8,5,10,2,class_5
3,6,2,12,class_5
14,4,8,14,class_5
2,14,2,9,class_5
10,7,1,6,class_5
14,0,6,0,class_5
1,2,12,6,class_5
7,10,8,13,class_5
1,3,10,7,class_5
7,3,7,0,class_5
3,6,2,12,class_5
14,2,4,1,class_5
8,6,4,5,class_5
12,6,4,10,class_5
9,3,10,5,class_5
8,5,10,2,class_5
14,2,4,1,class_5
7,3,7,0,class_5
12,4,5,13,class_5
1,2,12,4,class_5
5,7,3,12,class_5
3,6,2,12,class_5
1,2,12,4,class_5
10,7,1,6,class_5
1,9,4,1,class_5
1,9,4,1,class_5
2,14,2,9,class_5
10,7,1,6,class_5
13,6,5,0,class_5
7,10,8,13,class_5
13,6,12,2,class_5
7,10,8,13,class_5
13,6,12,2,class_5
10,10,6,9,class_5
13,6,5,0,class_5
13,6,5,0,class_5
8,12,6,1,class_5
2,9,7,5,class_5
14,0,6,0,class_5
14,0,6,0,class_5
12,8,7,6,class_5
14,4,8,14,class_5
12,4,9,14,class_5
1,9,4,1,class_5
2,9,7,5,class_5
9,3,10,5,class_5
14,4,8,14,class_5
10,10,6,9,class_5
2,9,7,5,class_5
1,9,4,1,class_5
10,2,13,4,class_5
1,2,12,4,class_5
8,6,4,5,class_5
12,4,9,14,class_5
1,2,12,6,class_5
9,3,10,5,class_5
10,2,13,4,class_5
8,5,10,2,class_5
1,2,12,4,class_5
7,3,7,0,class_5
14,2,4,1,class_5
8,6,4,5,class_5
9,2,7,10,class_5
2,1,5,1,class_5
10,2,13,4,class_5
12,4,9,14,class_5
1,2,12,4,class_5
10,2,13,4,class_5
10,3,6,14,class_5
10,7,1,6,class_5
12,4,5,13,class_5
12,10,12,7,class_5
13,6,12,2,class_5
0,5,7,2,class_5
2,9,7,5,class_5
7,3,7,0,class_5
9,3,10,5,class_5
2,14,2,9,class_5
1,2,12,6,class_5
13,3,6,6,class_5
8,6,4,5,class_5
2,7,9,2,class_5
10,3,6,14,class_5
8,6,4,5,class_5
3,3,5,9,class_5
3,2,0,14,class_5
7,3,7,0,class_5
10,7,1,6,class_5
2,7,9,2,class_5
0,5,7,2,class_5
14,2,4,1,class_5
8,5,10,2,class_5
1,2,12,6,class_5
14,2,4,1,class_5
8,12,6,1,class_5
13,6,12,2,class_5
13,3,6,6,class_5
0,10,12,7,class_5
12,6,4,10,class_5
5,13,0,11,class_5
1,2,12,4,class_5
3,3,5,9,class_5
9,2,7,10,class_5
1,2,12,4,class_5
7,3,7,0,class_5
5,7,3,12,class_5
10,10,6,9,class_5
8,6,4,5,class_5
14,2,4,1,class_5
5,13,0,11,class_5
1,3,10,7,class_5
10,7,1,6,class_5
1,2,12,4,class_5
7,3,7,0,class_5
3,2,0,14,class_5
7,10,8,13,class_5
9,8,5,2,class_5
12,10,12,7,class_5
8,6,4,5,class_5
10,2,13,4,class_5
8,6,4,5,class_5
3,6,2,12,class_5
2,7,9,2,class_5
13,3,6,6,class_5
3,6,2,12,class_5
10,7,1,6,class_5
5,7,3,12,class_5
1,2,12,4,class_5
14,11,13,14,class_6
2,14,2,9,class_6
14,11,13,14,class_6
14,11,13,14,class_6
14,11,13,14,class_6
11,13,10,1,class_6
14,11,13,14,class_6
7,10,8,13,class_6
14,11,13,14,class_6
11,13,10,1,class_6
14,11,13,14,class_6
14,11,13,14,class_6
14,11,13,14,class_6
14,11,13,14,class_6
14,11,13,14,class_6
14,11,13,14,class_6
14,11,13,14,class_6
14,11,13,14,class_6
14,11,13,14,class_7
12,10,12,7,class_7
11,13,10,1,class_7
12,10,12,7,class_7
12,10,12,7,class_7
7,10,8,13,class_7
12,9,10,6,class_7
10,13,5,0,class_7
12,4,9,14,class_7
12,9,10,6,class_7
10,3,6,14,class_7
14,11,13,14,class_7
7,12,6,4,class_7
12,10,12,7,class_7
11,13,10,1,class_7
11,13,10,1,class_7
2,14,2,9,class_7
12,9,10,6,class_7
8,5,10,2,class_7
12,10,12,7,class_7
12,8,7,6,class_7
12,9,10,6,class_7
11,13,10,1,class_7
12,10,12,7,class_7
12,9,10,6,class_7
11,13,10,1,class_7
10,13,5,0,class_7
12,10,12,7,class_7
11,13,10,1,class_7
0,10,12,7,class_7
9,8,5,2,class_7
0,5,7,2,class_8
8,6,4,5,class_8
1,2,12,4,class_8
5,7,3,12,class_8
2,1,5,1,class_8
3,2,0,14,class_8
1,2,12,6,class_8
3,6,2,12,class_8
3,3,5,9,class_8
0,5,7,2,class_8
0,5,7,2,class_8
7,3,7,0,class_8
7,3,7,0,class_8
14,0,6,0,class_8
2,9,7,5,class_8
0,5,7,2,class_8
0,5,7,2,class_8
2,1,5,1,class_8
1,2,12,4,class_8
5,7,3,12,class_8
7,3,7,0,class_8
1,2,12,4,class_8
2,1,5,1,class_8
0,5,7,2,class_8
0,10,12,7,class_8
8,6,4,5,class_8
2,7,9,2,class_8
3,3,5,9,class_8
14,0,6,0,class_8
2,14,2,9,class_8
8,6,4,5,class_8
0,10,12,7,class_8
13,6,12,2,class_8
3,3,5,9,class_8
7,3,7,0,class_8
2,7,9,2,class_8
1,2,12,4,class_8
3,2,0,14,class_8
14,0,6,0,class_8
2,9,7,5,class_8
10,3,6,14,class_8
10,2,13,4,class_8
2,1,5,1,class_8
13,3,6,6,class_8
3,2,0,14,class_8
2,14,2,9,class_8
1,3,10,7,class_8
1,3,10,7,class_8
2,1,5,1,class_8
1,3,10,7,class_8
2,14,2,9,class_8
9,3,10,5,class_8
0,5,7,2,class_8
10,7,1,6,class_8
2,1,5,1,class_8
2,1,5,1,class_8
3,2,0,14,class_8
3,2,0,14,class_8
3,2,0,14,class_8
3,2,0,14,class_8
10,2,13,4,class_8
0,10,12,7,class_8
13,9,2,8,class_8
3,2,0,14,class_8
0,5,7,2,class_8
2,1,5,1,class_8
1,9,4,1,class_8
1,3,10,7,class_8
3,6,2,12,class_8
3,2,0,14,class_8
3,2,0,14,class_8
0,5,7,2,class_8
0,5,7,2,class_8
7,3,7,0,class_8
14,0,6,0,class_8
1,2,12,6,class_8
1,2,12,4,class_8
2,1,5,1,class_8
1,2,12,6,class_8
5,7,3,12,class_8
3,3,5,9,class_8
3,2,0,14,class_8
2,1,5,1,class_8
2,1,5,1,class_8
0,10,12,7,class_8
11,13,10,1,class_8
3,2,0,14,class_8
0,5,7,2,class_8
10,3,6,14,class_8
2,1,5,1,class_8
3,6,2,12,class_8
2,14,2,9,class_8
