@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13,class_14,class_15,class_16,class_17}

@data
24,350,62.5,143,class_13
24,350,67.5,176,class_13
24,350,72.5,122,class_13
24,350,77.5,55,class_13
24,350,82.5,56,class_13
25,398,22.5,745,class_13
25,398,27.5,380,class_13
25,398,32.5,269,class_13
25,398,37.5,218,class_13
25,398,42.5,250,class_13
25,398,47.5,327,class_13
25,398,52.5,294,class_13
25,398,57.5,224,class_13
25,398,62.5,167,class_13
25,398,67.5,103,class_13
25,398,72.5,60,class_13
25,398,77.5,19,class_13
25,398,82.5,13,class_13
26,406,22.5,1203,class_13
26,406,27.5,570,class_13
26,406,32.5,311,class_13
26,406,37.5,342,class_13
26,406,42.5,341,class_13
26,406,52.5,336,class_13
26,406,72.5,104,class_13
26,406,77.5,36,class_13
26,406,82.5,28,class_13
27,448,22.5,1164,class_13
27,448,27.5,592,class_13
27,448,32.5,379,class_13
27,448,37.5,374,class_13
27,448,42.5,415,class_13
27,448,47.5,364,class_13
27,448,52.5,339,class_13
27,448,62.5,220,class_13
27,448,67.5,169,class_13
27,448,82.5,22,class_13
28,467,22.5,1476,class_13
28,467,27.5,782,class_13
28,467,32.5,614,class_13
28,467,37.5,621,class_13
28,467,52.5,466,class_13
28,467,67.5,206,class_13
28,467,77.5,64,class_13
29,504,22.5,1348,class_13
29,504,27.5,696,class_13
29,504,32.5,546,class_13
29,504,37.5,514,class_13
29,504,42.5,637,class_13
29,504,47.5,549,class_13
29,504,52.5,445,class_13
29,504,57.5,371,class_13
29,504,62.5,294,class_13
29,504,72.5,104,class_13
29,504,77.5,80,class_13
29,504,82.5,58,class_13
30,520,22.5,1089,class_13
30,520,27.5,531,class_13
30,520,32.5,326,class_13
30,520,37.5,322,class_13
30,520,42.5,418,class_13
30,520,62.5,220,class_13
30,520,67.5,194,class_13
30,520,72.5,148,class_13
30,520,77.5,93,class_13
30,520,82.5,74,class_13
31,520,22.5,1161,class_13
31,520,27.5,778,class_13
31,520,32.5,450,class_13
31,520,37.5,420,class_13
31,520,47.5,430,class_13
31,520,62.5,207,class_13
31,520,67.5,166,class_13
31,520,72.5,129,class_13
31,520,77.5,43,class_13
31,520,82.5,26,class_13
32,529,22.5,2383,class_13
32,529,27.5,1446,class_13
32,529,32.5,859,class_13
32,529,37.5,855,class_13
32,529,42.5,892,class_13
32,529,47.5,847,class_13
32,529,67.5,295,class_13
32,529,82.5,51,class_13
33,538,22.5,1129,class_13
33,538,27.5,616,class_13
33,538,32.5,363,class_13
33,538,37.5,331,class_13
33,538,42.5,352,class_13
33,538,47.5,296,class_13
33,538,52.5,307,class_13
33,538,72.5,106,class_13
33,538,82.5,47,class_13
34,544,22.5,910,class_13
34,544,27.5,505,class_13
34,544,32.5,255,class_13
34,544,37.5,238,class_13
34,544,42.5,324,class_13
34,544,47.5,330,class_13
34,544,52.5,295,class_13
34,544,57.5,208,class_13
34,544,67.5,152,class_13
34,544,72.5,139,class_13
34,544,77.5,61,class_13
34,544,82.5,59,class_13
35,599,22.5,2158,class_13
35,599,27.5,1217,class_13
35,599,32.5,935,class_13
35,599,37.5,747,class_13
35,599,42.5,854,class_13
35,599,47.5,698,class_13
35,599,82.5,91,class_13
36,650,22.5,620,class_13
36,650,27.5,345,class_13
36,650,32.5,186,class_13
36,650,37.5,148,class_13
36,650,42.5,178,class_13
36,650,47.5,233,class_13
36,650,57.5,156,class_13
36,650,62.5,122,class_13
36,650,67.5,88,class_13
36,650,72.5,57,class_13
36,650,82.5,19,class_13
37,683,22.5,878,class_13
37,683,27.5,329,class_13
37,683,32.5,200,class_13
37,683,37.5,264,class_13
37,683,42.5,316,class_13
37,683,47.5,299,class_13
37,683,67.5,128,class_13
37,683,72.5,84,class_13
37,683,77.5,33,class_13
37,683,82.5,10,class_13
38,693,22.5,2567,class_13
38,693,27.5,1759,class_13
38,693,32.5,1537,class_13
38,693,37.5,1037,class_13
38,693,42.5,1057,class_13
38,693,77.5,45,class_13
38,693,82.5,14,class_13
39,694,22.5,1817,class_13
39,694,27.5,1024,class_13
39,694,32.5,598,class_13
39,694,37.5,573,class_13
39,694,42.5,683,class_13
39,694,47.5,679,class_13
39,694,52.5,525,class_13
39,694,62.5,308,class_13
39,694,67.5,193,class_13
39,694,72.5,118,class_13
39,694,77.5,46,class_13
39,694,82.5,28,class_13
40,698,22.5,1085,class_13
40,698,27.5,617,class_13
40,698,32.5,390,class_13
40,698,37.5,361,class_13
40,698,42.5,395,class_13
40,698,47.5,339,class_13
40,698,67.5,167,class_13
40,698,82.5,10,class_13
41,717,22.5,1425,class_13
41,717,27.5,849,class_13
41,717,32.5,509,class_13
41,717,37.5,463,class_13
41,717,42.5,530,class_13
41,717,47.5,501,class_13
41,717,52.5,473,class_13
41,717,57.5,334,class_13
41,717,62.5,269,class_13
41,717,67.5,212,class_13
41,717,72.5,133,class_13
41,717,77.5,80,class_13
41,717,82.5,37,class_13
42,934,22.5,2085,class_13
42,934,32.5,1087,class_13
42,934,37.5,745,class_13
42,934,42.5,693,class_13
42,934,47.5,739,class_13
42,934,52.5,616,class_13
42,934,57.5,513,class_13
42,934,72.5,87,class_13
42,934,77.5,30,class_13
42,934,82.5,41,class_13
1,10,52.5,325,class_14
1,10,57.5,227,class_14
1,10,62.5,141,class_14
3,30,52.5,379,class_14
3,30,67.5,232,class_14
3,30,72.5,157,class_14
3,30,77.5,60,class_14
4,32,42.5,733,class_14
4,32,57.5,463,class_14
4,32,77.5,59,class_14
5,32,52.5,194,class_14
5,32,72.5,88,class_14
5,32,82.5,28,class_14
9,56,57.5,373,class_14
9,56,62.5,244,class_14
9,56,77.5,41,class_14
10,60,72.5,249,class_14
11,65,42.5,583,class_14
11,65,52.5,426,class_14
12,73,52.5,864,class_14
12,73,82.5,81,class_14
13,80,67.5,348,class_14
13,80,72.5,223,class_14
14,100,47.5,628,class_14
14,100,62.5,326,class_14
14,100,72.5,169,class_14
15,110,47.5,506,class_14
15,110,52.5,404,class_14
15,110,72.5,113,class_14
15,110,77.5,39,class_14
16,110,52.5,295,class_14
16,110,67.5,116,class_14
16,110,77.5,41,class_14
17,123,82.5,49,class_14
18,126,67.5,285,class_14
18,126,72.5,184,class_14
19,256,82.5,42,class_14
20,256,47.5,281,class_14
20,256,57.5,226,class_14
20,256,62.5,204,class_14
21,259,57.5,374,class_14
21,259,62.5,346,class_14
21,259,67.5,237,class_14
21,259,72.5,143,class_14
21,259,82.5,61,class_14
22,307,57.5,154,class_14
22,307,72.5,85,class_14
23,307,37.5,514,class_14
23,307,62.5,212,class_14
26,406,57.5,319,class_14
26,406,62.5,249,class_14
26,406,67.5,201,class_14
27,448,57.5,287,class_14
27,448,77.5,86,class_14
28,467,42.5,677,class_14
28,467,47.5,579,class_14
28,467,57.5,294,class_14
28,467,72.5,96,class_14
28,467,82.5,57,class_14
29,504,67.5,201,class_14
30,520,47.5,396,class_14
30,520,57.5,247,class_14
31,520,42.5,419,class_14
31,520,52.5,362,class_14
31,520,57.5,279,class_14
32,529,52.5,691,class_14
32,529,57.5,550,class_14
32,529,62.5,373,class_14
32,529,77.5,67,class_14
33,538,67.5,173,class_14
33,538,77.5,39,class_14
34,544,62.5,179,class_14
35,599,52.5,702,class_14
35,599,57.5,560,class_14
35,599,62.5,502,class_14
35,599,67.5,226,class_14
36,650,52.5,227,class_14
36,650,77.5,46,class_14
37,683,62.5,172,class_14
38,693,52.5,690,class_14
38,693,62.5,420,class_14
40,698,52.5,337,class_14
40,698,57.5,275,class_14
40,698,62.5,195,class_14
40,698,72.5,102,class_14
42,934,27.5,1209,class_14
42,934,62.5,342,class_14
4,32,72.5,159,class_15
33,538,57.5,279,class_15
33,538,62.5,249,class_15
38,693,47.5,1033,class_15
9,56,72.5,97,class_16
19,256,57.5,510,class_16
19,256,67.5,275,class_16
19,256,72.5,202,class_16
20,256,77.5,83,class_16
23,307,47.5,539,class_16
26,406,47.5,442,class_16
27,448,72.5,140,class_16
28,467,62.5,247,class_16
30,520,52.5,332,class_16
32,529,72.5,145,class_16
35,599,72.5,227,class_16
35,599,77.5,142,class_16
37,683,52.5,247,class_16
37,683,57.5,195,class_16
38,693,67.5,206,class_16
38,693,72.5,167,class_16
39,694,57.5,418,class_16
40,698,77.5,37,class_16
42,934,67.5,154,class_16
38,693,57.5,591,class_17
