@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5}

@data
5,1,1,0,class_0
6,4,0,1,class_0
4,0,1,1,class_0
8,0,1,2,class_0
4,2,1,0,class_0
7,6,1,0,class_0
4,1,1,2,class_0
6,1,1,1,class_0
4,0,1,1,class_0
3,4,1,1,class_1
6,2,1,1,class_1
0,0,1,0,class_1
3,1,0,2,class_1
6,2,0,1,class_1
6,0,0,1,class_1
2,2,1,1,class_1
3,4,0,2,class_1
5,3,0,1,class_1
4,4,1,2,class_1
5,3,1,2,class_1
7,2,1,1,class_1
0,0,1,2,class_1
6,0,0,2,class_1
5,0,0,2,class_1
3,0,1,2,class_1
6,4,0,2,class_1
1,0,1,1,class_1
4,6,0,0,class_1
2,0,0,1,class_1
8,4,1,1,class_1
4,3,0,2,class_1
2,1,1,0,class_1
1,1,0,1,class_1
3,2,0,2,class_1
0,0,1,2,class_1
4,1,1,1,class_1
0,0,1,0,class_1
3,4,1,2,class_1
2,1,0,1,class_1
5,4,0,1,class_1
1,0,1,0,class_1
2,0,0,2,class_1
2,1,1,2,class_1
0,0,1,2,class_1
0,1,0,2,class_1
0,0,0,1,class_1
4,0,1,0,class_1
8,0,0,2,class_1
4,1,0,2,class_1
6,1,0,1,class_1
4,0,0,2,class_1
1,0,1,1,class_1
0,0,1,2,class_1
7,3,1,0,class_1
6,1,1,1,class_1
5,2,0,1,class_1
2,1,1,2,class_1
3,1,0,1,class_1
2,2,0,1,class_1
0,0,0,2,class_1
8,0,0,2,class_1
0,0,0,1,class_1
0,1,1,1,class_1
0,0,1,2,class_1
0,0,1,1,class_1
2,0,1,2,class_1
0,1,1,1,class_1
2,2,1,1,class_1
2,1,0,1,class_1
3,1,0,1,class_1
0,0,0,1,class_1
0,0,0,0,class_1
2,0,0,2,class_1
1,1,1,1,class_1
6,0,1,0,class_1
7,5,1,1,class_1
0,0,0,2,class_1
0,0,0,1,class_1
2,1,0,0,class_1
2,2,0,0,class_1
5,1,1,2,class_1
4,3,1,2,class_1
0,0,0,0,class_1
7,3,0,2,class_1
0,0,1,0,class_1
0,3,1,1,class_1
8,1,1,2,class_1
1,0,0,0,class_1
6,1,0,2,class_1
3,1,0,2,class_1
0,2,0,2,class_1
6,0,0,1,class_1
3,2,0,0,class_1
0,0,0,1,class_1
0,1,1,1,class_1
8,4,1,1,class_1
6,1,0,0,class_1
2,4,0,2,class_1
0,0,1,1,class_1
3,3,0,2,class_1
3,0,1,2,class_1
6,2,0,2,class_1
0,0,1,1,class_1
7,5,0,1,class_1
0,0,1,1,class_1
5,1,1,1,class_1
2,4,1,2,class_1
4,4,0,2,class_1
1,1,0,1,class_1
0,3,1,2,class_1
6,2,1,1,class_1
3,0,0,2,class_1
0,0,0,2,class_1
2,2,1,2,class_1
0,0,1,2,class_1
0,0,1,2,class_1
0,1,1,1,class_1
0,1,1,1,class_1
0,0,1,2,class_1
3,0,1,2,class_1
8,3,1,0,class_1
0,2,0,2,class_1
5,1,0,2,class_1
7,2,1,1,class_1
0,2,1,1,class_1
4,0,0,1,class_1
2,0,0,2,class_1
3,2,0,1,class_1
0,0,1,1,class_1
7,5,1,2,class_1
0,0,1,1,class_1
0,0,1,0,class_1
1,0,1,1,class_1
0,0,1,1,class_1
3,4,1,2,class_1
4,2,1,1,class_1
7,2,1,0,class_2
5,4,0,1,class_2
4,3,1,1,class_2
5,4,0,1,class_2
4,1,0,0,class_2
6,3,0,2,class_2
3,0,1,2,class_2
6,3,1,2,class_2
2,2,0,0,class_2
2,2,0,1,class_2
3,1,1,0,class_2
5,2,1,2,class_2
4,2,0,1,class_2
5,3,1,2,class_2
5,1,1,2,class_2
3,2,1,1,class_2
1,0,0,1,class_2
4,2,0,1,class_2
4,1,1,0,class_2
2,2,1,1,class_2
4,1,1,1,class_2
8,3,1,1,class_2
4,3,1,0,class_2
2,1,1,1,class_2
1,2,0,0,class_2
5,4,1,2,class_2
0,0,0,0,class_2
3,0,0,1,class_2
5,3,1,1,class_2
0,0,0,1,class_2
6,4,0,2,class_2
3,2,1,2,class_2
3,3,1,2,class_2
6,3,1,2,class_2
5,3,1,1,class_2
5,4,0,1,class_2
1,0,1,2,class_2
0,0,0,2,class_2
6,5,1,1,class_2
2,3,0,0,class_2
0,0,1,0,class_2
0,0,1,0,class_2
8,4,1,2,class_2
4,5,1,2,class_2
7,1,1,2,class_2
6,6,1,1,class_2
6,5,1,2,class_2
4,5,0,0,class_2
8,6,1,2,class_2
8,6,1,1,class_2
1,1,0,2,class_2
4,2,1,0,class_2
7,4,0,1,class_2
1,1,0,1,class_2
1,2,0,2,class_2
7,5,1,2,class_2
3,0,0,2,class_2
6,2,0,1,class_2
2,3,0,2,class_2
0,0,0,0,class_2
5,3,1,0,class_2
2,2,1,1,class_2
0,0,1,1,class_2
0,0,1,2,class_2
5,4,1,0,class_2
3,3,1,1,class_2
2,2,0,1,class_2
0,0,1,1,class_2
4,1,1,1,class_2
1,0,0,1,class_2
2,0,0,1,class_2
8,6,1,0,class_2
2,1,1,1,class_2
0,1,1,1,class_2
5,5,1,1,class_2
7,6,0,2,class_2
1,1,0,2,class_2
0,0,0,2,class_2
8,6,0,0,class_2
0,1,1,1,class_2
5,3,1,1,class_2
4,1,1,2,class_2
4,5,0,1,class_2
3,0,0,2,class_2
5,1,0,1,class_2
5,5,0,2,class_2
5,4,0,2,class_2
0,1,0,1,class_2
6,4,0,1,class_2
0,0,0,0,class_2
8,3,1,2,class_2
8,6,1,2,class_2
0,2,1,1,class_2
5,5,1,0,class_2
7,5,1,2,class_2
6,5,0,1,class_2
0,0,0,1,class_2
7,4,0,2,class_2
2,2,1,1,class_2
6,5,1,1,class_2
3,2,1,1,class_2
5,1,0,2,class_2
7,3,1,1,class_2
7,1,0,0,class_2
6,3,0,1,class_2
3,0,1,2,class_2
1,1,0,1,class_2
3,2,0,2,class_2
5,6,1,2,class_2
6,3,1,1,class_2
2,0,1,1,class_2
7,3,1,2,class_2
4,4,1,1,class_2
2,2,1,0,class_2
4,0,1,1,class_2
5,3,0,1,class_2
1,1,1,1,class_2
3,1,1,2,class_2
1,1,1,2,class_2
2,0,1,2,class_2
3,5,1,1,class_2
8,6,1,1,class_2
4,3,1,2,class_2
2,2,0,2,class_2
1,3,0,2,class_2
4,2,0,2,class_2
4,0,0,2,class_2
0,0,0,1,class_2
0,1,0,2,class_2
6,3,0,2,class_2
4,2,0,1,class_2
8,3,1,0,class_2
1,3,1,1,class_2
3,1,1,1,class_2
2,1,1,1,class_2
3,2,1,1,class_2
3,2,1,2,class_3
1,2,1,2,class_3
6,2,0,2,class_3
8,2,1,1,class_3
7,0,1,1,class_3
7,3,1,2,class_3
5,1,1,1,class_3
3,2,0,2,class_3
0,5,0,1,class_3
3,4,1,0,class_3
6,3,1,2,class_3
0,0,0,2,class_3
5,1,1,2,class_3
7,2,1,2,class_3
1,1,0,2,class_3
7,5,1,1,class_3
7,6,1,1,class_3
7,4,1,1,class_3
6,4,0,2,class_3
2,3,0,2,class_3
5,3,0,2,class_3
0,0,1,0,class_3
0,1,1,0,class_3
0,2,0,0,class_3
0,0,1,1,class_3
7,5,1,2,class_3
4,3,0,1,class_3
0,1,0,2,class_3
1,1,1,0,class_3
1,0,0,0,class_3
1,1,1,2,class_3
0,0,0,1,class_3
0,0,1,2,class_3
2,5,1,2,class_3
4,1,1,2,class_3
5,3,1,1,class_3
6,3,0,1,class_3
0,0,0,1,class_3
3,1,0,2,class_3
2,2,0,1,class_3
1,2,0,0,class_3
0,0,0,1,class_3
3,2,0,2,class_3
4,3,1,1,class_3
7,5,1,1,class_3
3,1,1,2,class_3
4,4,0,2,class_3
0,0,0,1,class_3
5,3,0,2,class_3
1,1,0,2,class_3
7,5,1,2,class_3
4,3,1,1,class_3
8,2,1,1,class_3
0,0,0,2,class_3
8,6,0,2,class_3
3,0,0,1,class_3
4,4,0,0,class_3
1,2,0,2,class_3
0,1,0,2,class_3
8,5,1,0,class_3
8,3,1,1,class_3
1,0,1,1,class_3
2,4,0,2,class_3
6,5,1,1,class_3
0,0,1,2,class_3
8,6,1,2,class_3
5,0,0,1,class_3
1,1,0,1,class_3
0,2,0,1,class_3
1,0,1,1,class_3
2,3,0,2,class_3
4,3,0,2,class_3
0,0,1,1,class_3
2,4,1,2,class_3
0,3,0,2,class_3
4,3,0,1,class_3
6,4,0,1,class_3
4,2,1,1,class_3
7,1,1,1,class_3
0,0,0,1,class_3
3,1,0,1,class_3
0,4,0,1,class_3
3,3,1,1,class_3
8,5,0,0,class_3
2,2,1,1,class_3
6,3,0,2,class_3
8,5,0,1,class_3
3,1,0,1,class_3
5,3,1,2,class_3
2,0,0,1,class_3
0,1,0,2,class_3
4,1,1,0,class_3
3,3,0,1,class_3
5,5,1,1,class_3
6,4,1,1,class_3
0,0,1,1,class_3
6,0,1,1,class_3
8,3,1,1,class_3
4,1,0,2,class_3
1,1,1,1,class_3
0,0,1,1,class_3
0,1,0,1,class_3
5,2,1,1,class_3
0,0,0,2,class_3
1,2,0,0,class_3
3,0,0,2,class_3
0,0,1,1,class_3
0,2,0,0,class_3
4,2,0,2,class_3
6,3,1,1,class_3
5,3,1,2,class_3
5,3,1,2,class_3
1,3,0,1,class_3
1,1,1,1,class_3
5,4,0,2,class_3
0,1,1,0,class_3
6,2,1,1,class_3
5,0,0,2,class_3
2,2,1,1,class_3
1,0,0,2,class_3
8,5,0,2,class_3
4,3,0,2,class_3
0,0,0,1,class_3
5,5,0,2,class_3
3,0,0,1,class_3
0,0,1,1,class_3
0,1,1,1,class_3
8,5,1,2,class_3
6,4,1,1,class_3
4,2,1,1,class_3
3,2,1,1,class_3
4,3,1,2,class_3
7,5,0,2,class_4
5,4,1,1,class_4
2,1,1,1,class_4
0,1,0,1,class_4
4,0,1,1,class_4
0,0,1,1,class_4
0,0,1,0,class_4
7,3,1,2,class_4
0,0,0,0,class_4
6,2,0,2,class_4
2,1,1,0,class_4
1,0,0,2,class_4
0,0,0,1,class_4
8,1,0,2,class_4
3,2,0,2,class_4
3,3,1,1,class_4
4,3,1,2,class_4
0,0,1,1,class_4
5,3,1,2,class_4
7,6,1,1,class_4
1,1,0,0,class_4
5,4,0,2,class_4
5,2,0,1,class_4
2,0,0,2,class_4
1,0,0,1,class_4
5,2,0,1,class_4
1,1,1,2,class_4
6,3,1,2,class_4
3,3,1,1,class_4
6,0,0,0,class_4
7,3,0,2,class_4
6,3,1,2,class_4
4,4,1,2,class_4
3,4,0,1,class_4
7,4,0,1,class_4
8,5,1,2,class_4
0,0,1,1,class_4
3,2,1,2,class_4
1,0,0,0,class_4
4,3,0,1,class_4
4,2,1,2,class_4
4,4,0,2,class_4
5,2,1,2,class_4
0,0,0,0,class_4
5,1,1,1,class_4
3,1,1,1,class_4
8,2,0,2,class_4
1,3,1,2,class_4
0,0,0,2,class_4
8,2,1,2,class_4
0,2,0,1,class_4
0,0,0,2,class_4
2,1,0,2,class_4
1,2,1,2,class_4
5,3,0,2,class_4
5,4,1,1,class_4
0,0,0,2,class_4
0,0,0,2,class_4
5,0,1,1,class_4
0,0,1,1,class_4
7,5,1,1,class_4
2,2,0,2,class_4
4,3,0,1,class_4
0,0,0,1,class_4
0,0,1,1,class_4
3,1,0,2,class_4
0,0,1,2,class_4
7,0,1,2,class_4
6,5,1,2,class_4
4,4,1,2,class_4
1,0,0,1,class_4
5,1,0,0,class_4
5,1,0,2,class_4
5,4,0,2,class_4
5,5,1,2,class_4
7,1,0,2,class_4
0,0,0,1,class_4
4,1,0,1,class_4
8,5,0,0,class_4
0,0,1,2,class_4
8,2,0,1,class_4
0,0,1,0,class_4
0,0,1,2,class_4
4,2,1,2,class_4
1,0,1,0,class_4
6,2,0,1,class_4
6,1,0,2,class_4
5,3,0,0,class_4
4,3,0,1,class_4
6,3,1,0,class_4
5,2,0,1,class_4
7,2,0,1,class_4
0,2,1,1,class_4
3,1,0,1,class_4
7,3,1,1,class_4
6,5,0,2,class_4
2,0,0,0,class_4
0,1,0,2,class_4
7,5,0,1,class_4
8,1,1,0,class_4
0,0,1,2,class_4
2,1,0,1,class_4
5,1,0,2,class_4
5,4,1,2,class_4
0,0,1,2,class_4
4,0,0,1,class_4
6,4,1,1,class_4
0,0,0,2,class_4
2,2,0,0,class_4
6,0,0,2,class_4
0,0,0,2,class_4
6,3,0,1,class_4
5,4,0,1,class_4
6,4,1,1,class_4
0,0,1,0,class_4
5,3,1,1,class_4
2,2,0,2,class_4
2,4,0,1,class_4
0,0,1,0,class_4
1,0,1,1,class_4
3,2,0,1,class_4
0,0,0,0,class_4
6,1,0,1,class_4
5,1,1,0,class_4
0,0,1,2,class_4
7,5,1,2,class_4
3,0,0,1,class_4
8,5,0,2,class_4
4,1,0,2,class_4
4,3,0,2,class_4
6,2,1,1,class_4
0,0,0,1,class_4
6,0,0,2,class_4
0,0,1,2,class_4
0,0,1,2,class_4
0,0,0,1,class_4
8,0,0,2,class_4
7,1,0,1,class_4
0,0,0,1,class_4
1,2,1,2,class_4
0,0,1,2,class_4
1,0,0,1,class_4
6,4,0,1,class_4
3,0,0,0,class_4
1,0,0,2,class_4
1,1,0,2,class_4
0,0,0,2,class_4
4,3,1,1,class_4
0,0,1,2,class_4
1,1,1,2,class_4
2,2,1,1,class_4
8,5,1,1,class_4
5,0,1,2,class_4
1,1,0,2,class_4
1,0,0,2,class_4
1,1,0,2,class_5
2,3,0,2,class_5
0,0,0,2,class_5
4,0,0,1,class_5
2,0,0,2,class_5
0,0,0,1,class_5
4,4,0,1,class_5
6,5,1,1,class_5
2,0,1,2,class_5
1,0,1,0,class_5
4,1,1,2,class_5
6,6,0,1,class_5
3,3,0,2,class_5
0,1,0,1,class_5
6,2,1,2,class_5
5,3,0,2,class_5
8,5,1,2,class_5
0,0,1,2,class_5
2,1,1,2,class_5
7,6,0,2,class_5
2,0,1,2,class_5
4,2,1,2,class_5
7,5,1,2,class_5
7,5,1,1,class_5
1,0,0,1,class_5
1,6,0,2,class_5
1,0,0,2,class_5
3,1,1,1,class_5
4,1,0,1,class_5
0,0,1,0,class_5
5,5,1,2,class_5
6,3,1,2,class_5
4,1,0,2,class_5
0,1,1,2,class_5
7,6,0,2,class_5
3,4,1,2,class_5
2,1,0,2,class_5
2,0,0,1,class_5
4,0,0,2,class_5
1,0,0,1,class_5
0,1,0,2,class_5
1,1,0,2,class_5
2,2,1,2,class_5
0,0,0,2,class_5
2,2,0,2,class_5
2,1,1,1,class_5
5,2,0,2,class_5
2,3,0,2,class_5
4,4,1,2,class_5
3,0,1,1,class_5
4,2,0,2,class_5
4,4,0,2,class_5
3,1,0,2,class_5
2,1,1,2,class_5
1,1,1,2,class_5
0,0,0,2,class_5
7,0,0,0,class_5
3,1,0,0,class_5
0,1,1,2,class_5
2,2,1,2,class_5
0,2,1,0,class_5
6,5,1,2,class_5
0,0,1,1,class_5
5,6,0,2,class_5
8,6,0,2,class_5
3,2,0,1,class_5
1,0,0,2,class_5
5,3,1,1,class_5
7,4,0,1,class_5
2,1,1,1,class_5
6,4,1,2,class_5
2,1,1,2,class_5
7,3,0,1,class_5
0,0,1,1,class_5
2,2,1,2,class_5
3,2,0,1,class_5
0,0,0,2,class_5
3,4,0,2,class_5
0,1,1,2,class_5
6,5,1,2,class_5
4,3,0,2,class_5
0,0,0,2,class_5
0,0,1,1,class_5
7,2,1,0,class_5
3,2,0,2,class_5
1,3,1,2,class_5
1,3,0,0,class_5
6,2,1,2,class_5
6,3,0,2,class_5
2,1,1,2,class_5
0,0,1,2,class_5
7,2,1,2,class_5
1,0,1,1,class_5
0,1,0,1,class_5
7,1,1,2,class_5
3,2,1,2,class_5
6,2,1,2,class_5
4,0,0,2,class_5
7,1,1,2,class_5
2,2,1,1,class_5
0,0,0,2,class_5
0,0,1,2,class_5
4,3,1,1,class_5
0,0,1,1,class_5
6,2,0,2,class_5
2,0,1,2,class_5
6,2,1,2,class_5
1,0,1,1,class_5
3,0,1,0,class_5
7,6,1,1,class_5
0,0,0,2,class_5
6,2,1,2,class_5
0,0,0,2,class_5
3,5,0,2,class_5
0,1,0,2,class_5
2,2,0,2,class_5
2,1,1,2,class_5
0,1,1,0,class_5
7,3,1,2,class_5
0,0,1,2,class_5
2,1,1,2,class_5
0,0,0,1,class_5
2,1,1,2,class_5
