@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute class {class_0,class_1,class_2,class_3}

@data
1834,120,15,324,264,235,265,426,350,316,353,6,6,9,2,23,class_0
1835,721,15,307,234,199,232,382,295,246,290,11,11,18,4,44,class_0
1836,725,15,524,391,331,388,675,509,435,505,21,43,52,1,117,class_0
1837,726,15,357,348,282,332,405,628,468,376,6,3,5,1,15,class_0
1838,824,15,404,352,300,355,555,486,382,480,36,31,25,3,95,class_0
1839,849,15,395,324,291,340,485,395,356,415,23,28,10,3,64,class_0
1844,1059,15,612,474,371,501,770,602,482,637,31,22,20,1,74,class_0
1903,49,16,369,318,288,327,443,396,346,397,18,18,16,0,52,class_0
1904,77,16,335,280,248,281,415,360,308,350,16,9,24,2,51,class_0
1905,78,16,325,285,267,285,408,356,336,358,16,19,8,5,48,class_0
1929,414,16,337,290,265,293,394,343,299,340,11,14,10,3,38,class_0
1933,501,16,318,274,254,272,397,353,313,342,7,16,11,3,37,class_0
1937,627,16,338,292,264,284,410,348,309,338,13,12,22,8,55,class_0
1940,785,16,340,318,278,311,415,388,341,380,16,10,10,3,39,class_0
1943,722,16,336,301,261,282,390,358,313,335,10,11,15,5,43,class_0
1946,822,16,304,327,222,257,385,585,282,326,8,5,8,3,24,class_0
7032,516,16,371,305,265,300,457,378,329,372,18,12,24,6,60,class_0
10256,70,16,335,316,278,296,374,368,327,342,11,16,16,7,50,class_0
1955,74,17,552,428,355,436,675,518,421,525,32,43,31,6,112,class_0
1958,96,17,502,322,273,299,788,390,324,357,4,10,14,4,32,class_0
1959,123,17,342,278,252,277,422,350,318,347,12,11,16,7,46,class_0
1960,787,17,359,315,289,313,416,370,333,363,15,22,26,3,66,class_0
1961,150,17,521,418,351,431,653,514,423,532,27,21,21,4,73,class_0
1962,220,17,354,291,272,286,438,362,337,355,17,23,32,20,97,class_0
1964,316,17,398,338,297,343,493,418,352,420,29,18,19,6,72,class_0
1968,420,17,460,403,329,377,576,505,416,474,26,35,52,5,118,class_0
1969,421,17,383,326,292,327,474,404,358,405,17,18,11,5,51,class_0
1972,452,17,518,359,278,294,878,427,331,349,2,7,11,18,38,class_0
1980,646,17,359,314,275,304,434,377,332,367,8,25,15,3,51,class_0
1987,847,17,447,393,318,384,627,526,424,521,18,25,18,2,63,class_0
1988,860,17,314,287,255,277,383,353,304,335,11,20,8,9,48,class_0
2001,843,17,352,324,277,312,432,394,345,382,12,30,18,1,62,class_0
2003,141,18,499,380,324,412,625,468,396,512,28,20,16,2,66,class_0
2004,238,18,494,373,342,350,567,437,398,406,8,15,59,10,96,class_0
2005,572,18,440,361,316,338,535,439,385,412,72,67,82,40,286,class_0
2007,460,18,375,324,308,338,484,427,401,440,25,13,18,4,60,class_0
2023,630,18,373,306,325,314,712,378,400,385,1,9,9,6,25,class_0
2026,780,18,406,329,298,320,487,397,361,387,23,22,64,11,120,class_0
2115,20,19,726,516,425,610,917,661,546,774,87,23,43,0,153,class_0
2117,23,19,407,364,318,341,499,470,377,416,6,9,14,4,33,class_0
2118,34,19,479,400,325,385,610,518,413,492,22,42,40,3,107,class_0
2120,508,19,507,393,326,395,652,518,407,510,24,63,38,0,125,class_0
2121,47,19,787,613,557,633,975,769,700,790,31,45,31,3,119,class_0
2126,75,19,504,402,329,381,605,491,405,466,17,59,61,2,139,class_0
2132,93,19,447,352,310,346,557,450,384,435,9,18,8,6,41,class_0
2140,195,19,431,353,305,342,524,429,371,415,10,18,19,5,52,class_0
2141,194,19,695,506,406,519,875,627,500,644,44,84,54,4,186,class_0
2153,327,19,432,352,319,381,578,467,424,505,35,18,13,5,71,class_0
2158,437,19,597,336,322,320,591,403,389,387,3,7,13,4,27,class_0
2187,574,19,510,394,361,428,642,507,468,546,34,34,21,2,91,class_0
2192,547,19,694,505,400,541,866,645,496,678,73,47,51,3,191,class_0
2206,669,19,504,425,345,407,627,542,426,513,9,20,14,1,46,class_0
2217,814,19,513,428,354,423,657,541,458,539,24,56,36,0,116,class_0
2224,1079,19,757,550,453,603,988,712,570,779,97,44,74,4,222,class_0
2227,1106,19,602,435,357,486,740,539,448,601,44,16,25,6,91,class_0
2229,1122,19,707,503,417,543,923,669,566,719,77,36,88,0,213,class_0
1436,126,20,565,344,322,352,883,406,488,416,5,7,5,0,17,class_0
2065,183,20,443,377,309,362,493,441,365,419,19,25,29,3,76,class_0
2067,200,20,308,297,293,296,344,329,325,329,17,9,11,5,42,class_0
2068,213,20,557,435,366,431,707,559,476,554,26,32,36,4,103,class_0
2073,329,20,529,387,358,411,661,489,452,518,21,27,23,4,75,class_0
2086,551,20,465,384,311,358,563,487,382,448,14,29,34,4,85,class_0
2092,716,20,502,340,322,437,548,393,358,572,0,0,0,0,43,class_0
2095,792,20,560,426,347,426,686,533,430,526,24,35,29,9,97,class_0
2101,858,20,595,455,377,492,721,556,466,600,125,100,67,7,299,class_0
2108,1068,20,496,419,348,443,637,532,421,562,33,12,15,0,60,class_0
2109,1095,20,477,379,313,412,612,489,400,530,36,30,10,3,79,class_0
2033,1022,21,439,354,302,343,562,453,389,440,15,19,25,4,67,class_0
2036,59,21,671,490,404,518,824,600,494,635,45,31,45,6,127,class_0
2038,90,21,738,527,418,554,918,651,503,682,41,40,35,4,123,class_0
2039,174,21,745,515,383,524,904,622,453,629,43,33,60,4,140,class_0
2040,1018,21,464,348,292,385,594,448,377,496,47,26,13,14,101,class_0
2041,1019,21,436,347,320,356,555,442,415,456,9,10,12,2,33,class_0
2043,378,21,407,358,302,334,454,401,338,374,12,13,18,6,49,class_0
2051,718,21,516,321,283,295,661,391,353,370,4,8,33,0,45,class_0
2052,841,21,570,338,297,318,741,404,341,374,2,7,8,0,17,class_0
2055,1020,21,465,355,284,360,582,459,366,462,7,24,8,0,39,class_0
6858,862,21,355,261,261,285,418,313,313,340,8,7,16,0,31,class_0
2234,2,22,439,365,316,386,559,466,407,493,37,8,14,7,66,class_0
2235,9,22,562,443,346,462,716,573,437,589,47,27,33,2,109,class_0
2236,16,22,523,408,335,422,645,515,423,527,25,27,21,2,75,class_0
2239,26,22,387,313,275,319,491,376,331,392,27,32,27,4,90,class_0
2241,121,22,471,410,363,446,604,527,461,571,152,33,20,7,212,class_0
2247,204,22,342,304,257,289,428,377,340,369,10,12,15,3,40,class_0
2252,1119,22,309,366,389,295,377,564,510,362,1,2,4,0,7,class_0
2266,334,22,353,287,254,283,474,376,326,371,9,19,12,4,44,class_0
2268,335,22,568,479,387,467,726,619,508,604,91,105,118,7,321,class_0
2273,371,22,515,420,350,443,681,559,455,585,70,49,38,2,159,class_0
2275,411,22,553,440,352,452,696,569,440,571,36,25,24,7,92,class_0
2282,475,22,482,395,352,382,576,465,430,459,19,12,42,11,84,class_0
2284,490,22,433,365,290,348,534,450,358,429,7,26,13,3,49,class_0
2293,431,22,510,446,357,422,661,596,473,557,32,35,38,7,112,class_0
2308,623,22,400,444,306,329,487,560,357,390,13,4,23,2,44,class_0
2316,757,22,385,342,300,325,788,443,383,418,2,31,23,1,57,class_0
2318,788,22,368,321,284,320,455,398,370,400,22,15,19,6,62,class_0
4673,48,22,541,347,370,385,759,527,481,496,5,4,25,2,36,class_0
6771,142,22,401,333,263,360,489,413,331,442,29,11,6,2,48,class_0
2334,38,23,432,356,314,357,559,449,387,450,35,29,58,1,123,class_0
2340,127,23,638,486,394,521,807,604,505,659,68,36,45,4,155,class_0
2341,184,23,493,404,334,381,595,512,405,468,18,50,47,8,125,class_0
2342,189,23,428,369,326,356,515,448,385,427,27,53,54,9,143,class_0
2343,190,23,461,374,327,345,568,466,421,436,14,31,50,18,119,class_0
2346,205,23,527,419,356,413,638,503,426,496,47,38,60,21,166,class_0
2347,206,23,407,363,319,353,493,443,394,433,14,12,23,1,50,class_0
2353,342,23,486,402,338,408,625,507,423,518,59,47,44,12,162,class_0
2358,474,23,639,492,406,514,807,622,500,645,46,32,36,7,121,class_0
2371,597,23,373,339,313,333,510,454,406,441,13,16,27,1,57,class_0
2375,783,23,525,417,355,459,686,551,466,602,57,40,19,1,117,class_0
2379,798,23,512,412,353,418,672,523,435,532,37,44,38,6,126,class_0
2382,803,23,551,417,355,446,673,509,430,543,82,93,49,11,235,class_0
2389,875,23,533,399,334,389,697,534,457,522,27,23,45,17,112,class_0
2394,1126,23,515,420,358,430,652,537,454,547,118,73,85,17,293,class_0
9058,78,23,430,356,313,375,597,464,404,503,43,48,12,7,110,class_0
2449,45,24,379,340,295,317,459,404,349,377,10,13,17,12,52,class_0
2453,144,24,402,336,252,310,478,403,308,374,11,20,22,3,56,class_0
2456,199,24,362,307,273,299,437,375,336,364,10,11,22,3,46,class_0
2460,219,24,396,348,297,332,463,406,347,388,9,20,22,1,52,class_0
2461,246,24,448,394,323,375,546,483,400,460,26,23,31,2,87,class_0
2466,352,24,350,298,302,304,431,370,374,377,12,6,8,14,40,class_0
2473,412,24,440,358,299,373,535,533,357,450,26,1,13,7,47,class_0
2488,532,24,489,406,349,389,592,496,430,476,42,50,67,28,187,class_0
2489,533,24,373,318,285,302,712,379,334,357,4,18,22,3,47,class_0
2490,534,24,473,393,334,385,580,483,414,474,44,44,64,9,161,class_0
2498,637,24,341,320,283,299,407,388,336,356,10,8,24,3,45,class_0
2499,682,24,448,380,350,369,548,460,422,448,15,31,33,9,88,class_0
2500,191,24,446,392,350,393,547,483,425,482,27,25,23,4,79,class_0
2512,808,24,594,432,340,282,513,457,461,364,0,0,0,0,62,class_0
2523,1104,24,451,390,298,381,549,481,361,465,17,17,12,4,50,class_0
2524,1116,24,422,342,306,364,529,458,391,463,42,12,31,3,88,class_0
2525,1120,24,370,303,290,312,476,374,350,390,13,13,13,5,45,class_0
7540,531,24,400,294,281,265,731,389,360,344,1,7,10,11,29,class_0
9089,348,24,477,284,248,258,548,366,308,324,4,8,21,5,38,class_0
2396,11,25,419,371,326,320,534,473,414,406,25,35,35,73,168,class_0
2397,62,25,364,304,298,314,423,355,348,366,9,8,15,2,34,class_0
2398,85,25,284,259,317,263,347,315,383,322,6,12,5,2,25,class_0
2414,525,25,498,376,322,387,615,478,381,475,25,27,29,4,85,class_0
2424,530,25,359,331,287,297,456,423,370,382,25,17,38,26,106,class_0
2433,689,25,341,280,302,285,382,313,337,318,11,8,24,18,61,class_0
2439,845,25,300,267,244,262,370,327,289,318,17,22,18,9,66,class_0
2526,130,26,394,343,285,326,478,413,344,394,12,23,29,0,64,class_0
2527,178,26,361,305,258,299,459,367,312,364,10,19,7,7,43,class_0
2907,910,27,533,436,350,417,647,532,430,510,40,41,37,4,147,class_0
2908,58,27,348,312,299,311,411,372,349,365,18,25,37,3,84,class_0
2909,53,27,352,312,287,297,412,360,335,347,13,12,14,13,52,class_0
2910,65,27,348,316,281,309,434,392,350,384,8,21,17,0,46,class_0
2911,71,27,351,377,300,323,418,437,346,375,9,16,16,11,52,class_0
2914,135,27,395,326,288,342,490,394,345,418,30,12,23,1,66,class_0
2918,227,27,626,460,356,506,801,591,440,644,60,34,32,4,130,class_0
2926,269,27,472,415,338,398,580,510,420,489,32,32,16,3,105,class_0
2927,272,27,459,388,331,372,572,482,401,456,30,38,64,6,138,class_0
2929,311,27,348,305,294,312,414,357,349,371,39,7,26,15,87,class_0
2930,338,27,377,331,309,333,456,400,367,404,11,21,10,2,44,class_0
2931,341,27,492,414,338,410,615,505,407,503,32,22,29,5,90,class_0
2933,362,27,475,397,330,349,591,496,407,435,14,25,35,9,94,class_0
2936,407,27,408,357,303,327,485,427,367,394,11,27,34,12,84,class_0
2941,444,27,377,323,295,345,462,410,357,426,47,26,17,1,91,class_0
2942,455,27,373,257,263,259,813,292,298,294,5,12,22,14,53,class_0
2944,486,27,356,308,259,309,426,378,309,372,35,16,18,11,80,class_0
2945,507,27,440,373,328,366,517,442,387,431,26,30,31,16,103,class_0
2946,511,27,348,309,295,316,416,371,353,379,21,21,19,1,62,class_0
2948,540,27,385,304,274,299,508,393,355,393,4,12,8,0,24,class_0
2951,578,27,384,317,299,320,478,385,360,389,10,13,20,2,45,class_0
2955,643,27,395,322,269,337,471,381,321,401,23,9,15,2,49,class_0
2957,661,27,427,360,319,350,511,437,384,422,14,21,20,8,63,class_0
2960,733,27,378,349,283,324,466,451,349,407,9,15,17,3,44,class_0
2962,750,27,409,321,293,292,642,383,348,345,5,19,43,25,92,class_0
2979,1065,27,416,433,340,283,454,553,349,352,0,0,0,0,42,class_0
2985,1125,27,380,308,301,320,469,385,366,394,23,25,24,7,79,class_0
2986,1127,27,480,421,365,407,587,516,451,500,39,48,30,6,149,class_0
2989,237,28,402,342,302,316,506,432,376,397,9,14,33,13,71,class_0
2993,498,28,415,395,313,340,519,404,399,429,9,4,21,3,37,class_0
3008,1045,28,403,368,313,340,501,462,383,425,12,14,16,6,54,class_0
2540,187,29,457,321,293,300,576,395,347,362,5,13,19,6,43,class_0
2541,207,29,352,316,282,320,423,390,357,393,22,16,15,1,54,class_0
2543,224,29,338,300,276,300,404,368,336,364,11,11,11,3,36,class_0
2544,239,29,436,392,326,360,521,465,391,431,17,7,28,5,57,class_0
2548,356,29,426,359,305,353,516,434,369,426,19,19,24,4,66,class_0
2553,519,29,372,348,278,301,449,507,346,371,14,4,25,9,52,class_0
2555,560,29,454,381,327,396,548,468,400,481,37,23,25,2,87,class_0
2559,642,29,483,402,308,367,584,493,385,452,14,8,19,9,50,class_0
2563,860,29,290,293,272,288,358,359,334,354,18,14,7,1,40,class_0
9743,64,29,379,340,289,317,449,404,346,378,6,12,23,0,41,class_0
9862,166,29,416,407,377,368,627,469,434,425,1,6,8,11,26,class_0
2572,173,30,397,380,277,329,488,468,349,410,9,9,19,1,38,class_0
2575,302,30,470,382,323,399,605,487,412,510,28,29,17,2,76,class_0
2579,562,30,423,329,251,327,551,437,313,423,20,20,23,2,65,class_0
2584,602,30,335,299,261,286,393,383,312,349,6,11,13,4,34,class_0
2587,713,30,512,403,338,381,633,508,435,483,16,35,51,7,109,class_0
2590,416,30,494,417,337,426,622,532,439,542,61,46,40,2,149,class_0
2591,649,30,518,405,354,431,650,518,458,548,59,55,38,6,158,class_0
2597,83,31,476,434,354,406,602,547,443,510,12,13,17,4,46,class_0
2599,140,31,606,305,252,266,688,371,310,326,1,10,16,9,36,class_0
2600,185,31,426,388,322,365,490,437,384,420,9,19,16,3,47,class_0
2608,322,31,490,425,373,403,592,509,450,487,19,13,30,8,71,class_0
2610,285,31,417,351,311,320,731,422,375,385,1,14,24,5,44,class_0
2613,403,31,649,525,405,520,840,697,558,692,80,66,90,1,237,class_0
2625,1117,31,653,519,409,535,859,687,541,707,120,97,88,7,312,class_0
2638,729,31,477,391,317,404,600,498,412,514,46,42,21,5,117,class_0
2642,848,31,644,524,422,525,845,691,557,690,108,81,123,1,313,class_0
9344,665,31,645,527,407,532,835,701,563,706,49,40,41,1,131,class_0
9345,813,31,656,496,393,492,790,607,490,603,47,58,65,8,178,class_0
2093,715,32,627,362,339,442,591,388,322,587,0,0,0,0,53,class_0
2667,242,34,661,596,484,563,891,822,679,776,25,29,36,3,93,class_0
2671,54,34,657,460,365,521,860,605,481,683,40,15,29,0,84,class_0
2685,137,34,443,354,295,337,549,445,374,423,8,13,21,3,45,class_0
2701,175,34,669,505,406,539,848,637,497,677,78,61,56,3,198,class_0
2703,180,34,423,388,336,366,680,476,410,450,5,24,20,7,56,class_0
2708,55,34,733,516,395,508,943,652,509,654,49,19,56,6,154,class_0
2709,204,34,352,289,275,303,436,366,363,387,11,6,14,1,32,class_0
2710,212,34,684,514,433,607,872,673,600,784,35,18,6,0,59,class_0
2712,221,34,404,385,327,359,485,456,390,427,15,22,32,7,76,class_0
2713,240,34,401,400,354,365,507,508,438,454,4,10,19,9,42,class_0
2718,271,34,497,342,306,359,666,449,395,472,13,24,26,0,63,class_0
2728,344,34,631,478,377,478,801,608,475,604,46,37,54,12,149,class_0
2729,353,34,505,423,340,419,628,517,409,513,50,23,36,0,123,class_0
2731,365,34,605,462,352,495,749,579,431,614,61,39,34,3,137,class_0
2734,372,34,370,323,265,327,487,424,343,428,30,29,17,1,77,class_0
2735,363,34,318,426,261,278,376,464,315,336,6,3,12,7,28,class_0
2739,399,34,606,484,366,443,761,605,461,557,70,153,184,21,428,class_0
2744,423,34,403,346,283,338,473,412,335,399,15,8,19,0,42,class_0
2748,440,34,542,455,365,445,684,576,465,564,30,50,36,3,119,class_0
2765,484,34,580,485,373,417,741,643,481,542,16,34,91,0,151,class_0
2768,491,34,426,349,297,357,546,442,383,455,17,24,13,2,56,class_0
2769,492,34,633,407,332,382,454,495,407,464,4,26,19,0,49,class_0
2772,505,34,524,399,341,416,640,493,423,511,53,38,48,6,149,class_0
2775,535,34,541,435,353,381,697,551,463,494,16,20,58,22,116,class_0
2777,502,34,435,371,276,349,525,446,322,418,11,16,13,2,43,class_0
2778,550,34,514,407,349,395,633,505,424,482,14,8,23,6,51,class_0
2779,559,34,513,428,343,430,634,533,425,532,37,33,35,0,105,class_0
2813,743,34,623,478,398,541,779,610,495,677,39,14,13,0,69,class_0
