@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13}

@data
0,8.96,-140.33,-6.3,-4.9,91.5,26.82,27.98,class_5
1,4.93,-139.87,-5.4,1.9,81.9,27.96,28.48,class_5
2,2,-139.97,-6.8,0.5,82.8,27.46,27.89,class_5
3,-0.01,-139.94,-5.1,-2.5,92.3,26.03,25.7,class_5
4,-2.02,-139.96,-5.8,-3.4,88.9,27.75,28.71,class_5
5,-5.01,-139.92,-7.9,1.1,78.6,28.45,29.08,class_5
6,5.14,-124.87,-4.9,1.6,84.6,28.01,28.62,class_5
7,1.95,-125.07,-5.9,0.7,81.6,25.21,25.56,class_5
8,-0.2,-124.39,-4.3,-0.1,84.4,24.7,24.1,class_5
9,-2.04,-124.9,-6.4,-2.8,82.5,26.71,27.13,class_5
10,-5.01,-124.94,-7.2,-2.8,82.2,28.05,28.46,class_5
11,-7.97,-125.02,-7.9,0.9,78.3,27.85,29.99,class_5
12,8.04,-110.15,0.6,-4,79.6,29.26,29.99,class_5
13,4.97,-109.96,-0.5,4.7,80.7,27.55,28.74,class_5
14,2.07,-110.14,-3.6,2.7,89,24.91,25.84,class_5
15,-1.98,-110.01,-4.4,0.3,89.1,25.45,25.59,class_5
16,-4.98,-109.98,-5.2,-0.9,82.1,26.62,27.19,class_5
17,-8.1,-109.94,0.9,0,85.3,26.64,27.99,class_5
18,8.06,-94.96,2.8,1.8,84.8,29.09,29.98,class_5
19,5.02,-94.95,-4.4,-5.3,83.1,28.35,28.69,class_5
20,1.98,-95,-1.4,5.6,81.8,27.77,29.3,class_5
21,0.11,-94.98,-2.9,-2,83,24.35,27.12,class_5
22,-1.97,-95.02,-3.6,1,90.8,28.09,28.68,class_5
23,-5.02,-95.07,-4.6,3.6,83.3,26.53,27.14,class_5
24,-8.02,-95.1,-5.9,1.6,82.7,26.64,27.66,class_5
25,8,-179.91,-1.7,-0.3,91.8,27.98,28.38,class_5
25,8,-179.91,-1.4,-4.1,84.4,27.86,28.41,class_5
27,0.08,-179.87,-3.7,-3,87.5,28.53,29.06,class_5
28,-1.99,-179.85,-2.8,-2.2,87.9,27.26,29.38,class_5
29,-5.02,-179.96,-0.8,-0.2,78.3,28.47,29.44,class_5
30,-7.97,-179.87,-4.3,1.5,84.8,28.44,29.3,class_5
31,8,-170.06,-6.2,-5,84.4,27.85,28.26,class_5
32,4.97,-169.98,-7.7,-1,79.8,27.61,28.32,class_5
33,1.98,-170.01,-4.4,-0.9,97.4,27.89,28.19,class_5
34,-0.03,-170.02,-4.4,-2.2,88.3,28.15,28.55,class_5
35,-2.15,-170.01,-4.7,-2,90.3,28.57,29.52,class_5
36,-5.01,-169.99,-6.3,-2.9,84.1,28.56,29.48,class_5
37,-7.98,-170.03,-6.2,0,81.7,28.7,29.39,class_5
38,7.98,-155.01,-6.3,-5,81.7,28.44,27.94,class_5
39,4.98,-154.93,-5.8,-2.2,92.2,26.95,28.21,class_5
40,1.99,-154.96,-4.5,1.4,83.3,27.65,27.84,class_5
41,0,-154.96,-3.8,-1.6,88.2,27.15,27.76,class_5
42,-2,-155,-5.3,0.2,79.8,29.09,29.56,class_5
43,-5,-154.99,-5.2,0.6,82.2,28.76,29.44,class_5
44,-8.28,-154.97,-5.5,0,81.4,29.23,29.43,class_5
45,2.41,137.41,-1.4,-1.9,78.8,29.14,30.03,class_5
46,4.97,147,-3.1,-0.8,81.3,28.03,29.19,class_5
47,0,147,0.5,-0.3,83.6,28.52,29.5,class_5
48,8.08,156.02,-5.1,-4.2,83.7,28.33,28.8,class_5
49,4.99,156.06,-4,-4.4,81.2,28.97,29.08,class_5
50,2.09,156.21,-2.3,-3.1,82.2,28.41,29.13,class_5
51,0.06,156.17,-0.6,-3.3,83.9,28.26,29.66,class_5
52,-1.99,155.94,-0.4,-2.7,77.1,28.76,30.05,class_5
53,7.99,165.06,-4.4,-4.2,79.8,28.33,28.76,class_5
54,5.02,165.02,-3.9,-5.3,81.2,28.34,28.66,class_5
55,0,165.01,-1.1,-2.2,85,28.18,29.38,class_5
56,-1.92,164.42,-0.2,-2.7,80.1,28.49,29.1,class_5
57,-5,165.21,3.4,1.7,84.1,27.49,29.56,class_5
58,-8.03,164.82,-2.4,-2.2,90.6,27.97,29.11,class_5
0,8.97,-140.32,-6.7,-3.7,94.1,26.62,28.04,class_6
1,4.93,-139.86,-4.7,0.9,80.3,28.08,28.54,class_6
2,2,-139.97,-5.6,0.5,84,27.02,27.49,class_6
3,-0.02,-139.94,-5.4,-2.1,88.1,25.5,25.15,class_6
4,-2.03,-139.97,-4.5,-5.2,87.7,27.08,28.27,class_6
5,-5.01,-139.92,-5.5,0.5,76.1,28.53,29.15,class_6
6,5.14,-124.87,-4.6,2.4,88.5,27.45,28.77,class_6
7,1.94,-125.07,-6,1.4,81.2,24.85,25.55,class_6
8,-0.2,-124.4,-3.8,0,85.6,24.03,23.72,class_6
9,-2.04,-124.9,-5.9,-2,81.3,26.31,26.91,class_6
10,-5.02,-124.94,-5.5,-3.5,80,27.89,28.42,class_6
11,-7.97,-125.01,-6.6,0.8,83.5,27.18,28.78,class_6
12,8.04,-110.15,1.4,-5.1,84,28.92,29.89,class_6
13,4.97,-109.96,-0.7,6,80.7,27.35,28.54,class_6
14,2.08,-110.11,-4.5,3.7,88.6,24.67,26.07,class_6
15,-1.98,-110.01,-4.8,-0.1,87.5,25.45,25.66,class_6
16,-4.98,-109.99,-5,-0.7,83.3,26.58,26.95,class_6
17,-8.05,-109.94,-5.1,1.6,87.8,26.76,27.97,class_6
18,8.06,-94.95,0.4,1.1,83.7,28.97,29.42,class_6
19,5.02,-94.95,-0.3,-1.6,85.4,27.96,30.1,class_6
20,1.98,-95,-3.4,6.4,80.9,27.65,29.36,class_6
21,0.11,-95.2,-3.4,1.9,81.2,28.28,26.76,class_6
22,-1.97,-95.02,-3.6,1.2,93.2,24.68,24.64,class_6
23,-5.02,-95.07,-6.1,2.8,79.3,27.04,27.18,class_6
24,-8.01,-95.1,-7.7,4.6,80,26.79,27.55,class_6
25,8,-179.91,-0.3,-3.1,93.6,28.18,28.46,class_6
27,0.08,-179.87,-1.7,-2.8,89.6,28.14,29.01,class_6
28,-1.99,-179.85,-2.9,-1.6,83.7,28.59,29.54,class_6
