@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute class {class_0,class_1,class_2,class_3}

@data
1,17,7,2.5,4,24,89,10,0,class_0
0,13,16,0,11,6,89,10,0,class_0
1,28,24,2.5,17,16,89,10,0,class_0
0,26,24,6,9,3,89,10,0,class_0
0,42,7,7,3,7,89,11,0,class_0
0,20,17,2.5,22,23,89,11,0,class_0
0,15,3,9,18,24,89,11,0,class_0
0,10,14,2.5,27,6,89,11,0,class_0
0,14,34,7.5,14,22,89,12,0,class_0
0,10,6,4.5,10,23,89,12,0,class_0
0,34,24,5,25,18,89,12,0,class_0
0,26,21,3.5,11,14,89,13,0,class_0
0,17,24,3,18,20,89,13,0,class_0
1,16,17,5.5,1,24,89,13,0,class_0
0,7,14,3,6,18,89,14,0,class_0
0,16,14,9,12,21,89,14,0,class_0
0,20,17,8,9,26,89,14,0,class_0
0,27,30,0,13,25,89,14,0,class_0
1,17,23,1.5,15,4,89,15,0,class_0
1,20,30,1,20,17,89,15,0,class_0
0,24,27,3.5,14,11,89,16,0,class_0
0,34,17,6.5,18,12,89,16,0,class_0
1,24,20,7,13,16,89,16,0,class_0
1,31,22,2,22,26,89,16,0,class_0
0,29,21,6,15,3,89,16,0,class_0
0,17,0,6,2,24,90,1,0,class_0
1,24,36,3,13,8,90,1,0,class_0
1,21,24,1.5,15,11,90,1,0,class_0
1,9,14,1,6,12,90,1,0,class_0
1,13,12,4.5,25,17,90,1,0,class_0
0,21,14,3,7,0,90,2,0,class_0
0,21,23,13.5,20,21,90,2,0,class_0
0,24,23,5,6,11,90,2,0,class_0
0,19,16,2,2,15,90,3,0,class_0
0,21,27,5.5,13,20,90,3,0,class_0
1,30,7,2,1,19,90,3,0,class_0
0,29,28,3,1,6,90,4,0,class_0
0,24,10,1,12,2,90,4,0,class_0
0,23,24,13,20,10,90,4,0,class_0
1,16,31,2.5,3,24,90,4,0,class_0
0,27,13,4,2,8,90,5,0,class_0
0,29,30,9,6,4,90,5,0,class_0
0,43,24,6.5,11,7,90,6,0,class_0
0,24,17,5.5,12,24,90,6,0,class_0
0,3,39,5,19,23,90,6,0,class_0
0,32,24,4.5,20,15,90,6,0,class_0
0,27,7,10,25,22,90,7,0,class_0
0,19,7,1.5,24,11,90,7,0,class_0
0,23,10,6,9,17,90,7,0,class_0
0,13,34,2.5,4,3,90,7,0,class_0
1,21,20,3.5,20,5,90,8,0,class_0
0,41,10,4,23,26,90,8,0,class_0
1,10,41,0,13,22,90,8,0,class_0
0,48,20,9.5,20,16,90,9,0,class_0
0,9,7,2,11,12,90,9,0,class_0
1,41,38,2.5,27,7,90,9,0,class_0
1,24,7,9,18,10,90,9,0,class_0
1,17,3,3,14,19,90,10,0,class_0
0,35,7,7,17,26,90,10,0,class_0
0,30,24,9,2,0,90,10,0,class_0
0,16,29,7,12,8,90,10,0,class_0
0,28,14,3,20,27,90,10,0,class_0
1,35,23,3,9,4,90,11,0,class_0
0,20,0,13,18,7,90,11,0,class_0
0,31,7,14,25,26,90,11,0,class_0
0,10,13,3.5,14,12,90,11,0,class_0
1,13,41,2.5,2,15,90,12,0,class_0
0,20,34,11.5,3,10,90,12,0,class_0
0,24,27,4,12,11,90,12,0,class_0
0,10,7,6,17,0,90,12,0,class_0
1,13,31,3,18,20,90,12,0,class_0
0,27,24,3,9,1,90,12,0,class_0
1,13,17,1,17,5,90,13,0,class_0
0,38,17,6.5,23,19,90,13,0,class_0
0,7,3,3.5,25,18,90,13,0,class_0
0,24,3,13.5,22,16,90,14,0,class_0
0,13,24,4.5,0,21,90,14,0,class_0
0,31,20,7.5,11,6,90,14,0,class_0
1,20,17,4,25,3,90,14,0,class_0
1,38,31,3,12,7,90,14,0,class_0
0,20,10,0,6,23,90,15,0,class_0
0,24,17,5.5,14,24,90,15,0,class_0
1,26,10,6,25,13,90,15,0,class_0
0,24,14,3.5,1,14,90,16,0,class_0
1,24,21,2,11,23,90,16,0,class_0
0,10,13,9,25,17,90,16,0,class_0
0,14,16,3.5,26,19,90,17,0,class_0
0,20,17,6,17,13,90,17,0,class_0
0,16,13,2.5,19,26,91,1,0,class_0
0,27,24,3.5,17,24,91,1,0,class_0
0,14,24,7,13,21,91,1,0,class_0
0,16,14,2,18,25,91,1,0,class_0
0,17,6,8,14,10,91,2,0,class_0
0,16,13,4,12,6,91,2,0,class_0
1,33,31,2,27,5,91,2,0,class_0
1,13,14,3.5,3,4,91,3,0,class_0
0,0,24,3,5,20,91,3,0,class_0
0,16,0,7.5,12,10,91,3,0,class_0
0,16,10,6,6,24,91,3,0,class_0
1,23,20,8,1,19,91,3,0,class_0
0,17,7,4,9,11,91,3,0,class_0
1,20,24,12.5,9,16,91,4,0,class_0
0,27,19,9,6,23,91,4,0,class_0
0,13,10,12.5,18,4,91,4,0,class_0
0,23,14,3,20,22,91,4,0,class_0
0,19,13,8,2,19,91,4,0,class_0
0,24,10,7.5,21,16,91,5,0,class_0
0,31,3,5,7,26,91,5,0,class_0
1,27,6,1.5,17,0,91,5,0,class_0
0,23,0,6,27,20,91,5,0,class_0
1,20,10,6.5,14,16,91,6,0,class_0
0,7,13,3,3,24,91,6,0,class_0
1,6,33,3,1,11,91,6,0,class_0
0,42,6,19.5,1,10,91,7,0,class_0
0,35,23,6.5,5,3,91,7,0,class_0
1,23,20,3.5,18,22,91,7,0,class_0
1,16,19,1,11,6,91,8,0,class_0
1,10,16,2,0,21,91,8,0,class_0
0,35,16,13,1,3,91,8,0,class_0
0,24,21,6.5,11,12,91,9,0,class_0
0,20,10,6,2,7,91,10,0,class_0
0,16,13,6.5,27,9,91,10,0,class_0
0,28,13,11.5,15,26,91,10,0,class_0
1,24,17,4,17,13,91,10,0,class_0
1,7,30,4,18,20,91,10,0,class_0
0,16,17,3,6,12,91,11,0,class_0
1,21,14,7,18,21,91,11,0,class_0
0,17,34,3,15,2,91,11,0,class_0
1,28,21,2.5,19,16,91,12,0,class_0
0,22,9,6,18,5,91,12,0,class_0
1,41,27,4,1,14,91,12,0,class_0
1,14,26,6.5,9,22,91,13,0,class_0
1,21,14,9,18,26,91,13,0,class_0
1,33,10,3,25,13,91,13,0,class_0
1,27,6,11,27,13,91,14,0,class_0
0,6,19,1.5,24,11,91,14,0,class_0
1,24,27,7,18,3,91,14,0,class_0
0,6,13,6.5,9,20,91,14,0,class_0
0,27,13,9.5,2,8,91,15,0,class_0
0,23,14,2,5,17,91,15,0,class_0
0,14,19,3,18,20,91,15,0,class_0
1,20,14,14,27,21,91,15,0,class_0
1,31,14,6,0,13,91,15,0,class_0
1,24,22,3.5,25,24,91,15,0,class_0
0,37,13,7.5,14,3,91,15,0,class_0
0,24,19,11.5,6,21,91,16,0,class_0
0,34,17,9,27,18,91,16,0,class_0
0,27,0,2,17,12,91,16,0,class_0
0,21,27,3.5,12,11,91,17,0,class_0
0,17,3,5.5,26,10,91,17,0,class_0
1,22,24,3,27,20,91,17,0,class_0
1,27,3,6.5,17,21,91,17,0,class_0
0,20,23,6,14,19,91,17,0,class_0
0,52,14,5,25,2,91,17,0,class_0
1,51,0,2.5,4,22,89,1,0,class_1
0,40,14,3.5,12,23,89,1,0,class_1
0,21,23,3,8,26,89,1,0,class_1
0,31,17,6,13,10,89,2,0,class_1
1,47,27,7,2,7,89,3,0,class_1
0,21,6,2.5,23,11,89,3,0,class_1
0,3,24,3.5,16,24,89,3,0,class_1
1,30,7,4.5,27,5,89,3,0,class_1
0,39,7,7,9,14,89,4,0,class_1
0,13,24,4,21,23,89,4,0,class_1
0,20,24,1,12,24,89,4,0,class_1
1,26,16,4,3,22,89,5,0,class_1
0,16,10,7,6,23,89,5,0,class_1
0,16,15,2.5,0,16,89,6,0,class_1
1,20,7,7.5,15,7,89,7,0,class_1
0,10,7,6,24,23,89,8,0,class_1
1,23,10,8.5,25,19,89,8,0,class_1
1,7,28,1.5,3,12,89,9,0,class_1
0,35,31,10,9,7,89,9,0,class_1
1,20,13,3,18,21,89,9,0,class_1
0,20,10,2.5,11,24,89,9,0,class_1
0,3,13,14,27,5,89,9,0,class_1
0,45,3,10.5,25,0,89,10,0,class_1
0,30,7,6.5,1,10,89,10,0,class_1
1,12,14,2.5,12,23,89,10,0,class_1
1,24,33,6,1,16,89,11,0,class_1
0,17,21,10,25,8,89,11,0,class_1
1,17,14,6.5,14,5,89,11,0,class_1
0,27,10,6,10,19,89,11,0,class_1
0,24,7,3,1,3,89,12,0,class_1
1,0,34,1.5,9,11,89,12,0,class_1
0,41,14,9.5,6,24,89,12,0,class_1
1,20,17,0,13,17,89,12,0,class_1
1,17,16,2.5,8,26,89,13,0,class_1
0,17,20,4.5,23,19,89,13,0,class_1
0,27,16,6,15,2,89,13,0,class_1
0,43,17,12,15,0,89,14,0,class_1
1,17,23,1,4,10,89,14,0,class_1
0,17,24,10,3,24,89,14,0,class_1
0,31,10,5,14,16,89,14,0,class_1
0,21,10,6.5,25,1,89,15,0,class_1
0,61,7,3.5,3,9,89,15,0,class_1
0,33,7,2.5,7,26,89,15,0,class_1
0,23,17,0,24,12,89,15,0,class_1
1,16,19,2.5,6,23,89,16,0,class_1
1,20,10,7,8,5,89,16,0,class_1
0,31,0,11.5,27,21,90,1,0,class_1
1,14,17,3,23,5,90,1,0,class_1
0,47,27,1,0,9,90,1,0,class_1
0,27,20,4.5,18,20,90,1,0,class_1
1,17,13,0,12,24,90,2,0,class_1
0,24,10,9,9,10,90,3,0,class_1
0,23,20,2,26,7,90,3,0,class_1
0,19,15,14,27,5,90,3,0,class_1
0,31,17,13.5,18,5,90,4,0,class_1
1,38,10,7,27,21,90,4,0,class_1
1,33,20,2.5,24,16,90,5,0,class_1
0,28,27,2,0,17,90,5,0,class_1
1,10,14,3,26,5,90,5,0,class_1
0,20,16,6,14,19,90,5,0,class_1
0,27,34,7,15,7,90,5,0,class_1
1,24,21,5.5,25,9,90,5,0,class_1
0,38,24,3,1,12,90,5,0,class_1
0,25,20,6,17,4,90,6,0,class_1
0,26,14,2,26,8,90,6,0,class_1
0,38,9,2,2,13,90,6,0,class_1
0,30,27,9,1,19,90,7,0,class_1
1,27,10,6.5,1,16,90,8,0,class_1
0,10,27,5.5,17,7,90,8,0,class_1
0,12,17,9,9,19,90,8,0,class_1
1,31,21,6,2,21,90,8,0,class_1
1,17,38,0,3,0,90,8,0,class_1
1,26,6,5,2,26,90,9,0,class_1
0,23,3,9.5,14,21,90,9,0,class_1
1,24,20,6.5,25,8,90,9,0,class_1
0,14,31,5,24,23,90,9,0,class_1
1,22,27,1,6,15,90,9,0,class_1
0,45,14,12.5,1,21,90,10,0,class_1
1,31,7,3,18,13,90,10,0,class_1
1,24,6,10,25,5,90,10,0,class_1
0,14,0,14.5,1,16,90,11,0,class_1
1,16,13,2.5,2,6,90,11,0,class_1
1,24,21,5,8,21,90,11,0,class_1
0,27,10,4,11,23,90,11,0,class_1
1,14,17,2,19,10,90,11,0,class_1
0,21,24,3.5,24,15,90,11,0,class_1
0,27,3,2.5,3,22,90,11,0,class_1
0,20,10,7.5,8,26,90,12,0,class_1
1,30,13,5.5,14,4,90,12,0,class_1
0,10,13,4,23,24,90,12,0,class_1
0,23,7,5,15,8,90,13,0,class_1
0,20,17,2.5,21,10,90,13,0,class_1
0,14,20,3.5,8,24,90,14,0,class_1
0,23,20,2,14,20,90,14,0,class_1
0,10,9,4,27,2,90,14,0,class_1
1,21,38,3,2,7,90,15,0,class_1
0,41,10,5.5,5,21,90,15,0,class_1
0,6,9,2.5,17,22,90,15,0,class_1
0,21,29,3.5,19,10,90,15,0,class_1
0,42,7,7,19,16,90,16,0,class_1
0,17,3,7,20,5,90,16,0,class_1
0,35,0,10.5,22,4,90,16,0,class_1
0,17,12,5,24,6,90,16,0,class_1
0,21,14,16.5,3,4,90,17,0,class_1
0,26,7,1,0,5,90,17,0,class_1
1,13,10,14,18,16,90,17,0,class_1
1,14,34,1.5,22,9,90,17,0,class_1
0,14,3,7,11,0,91,1,0,class_1
0,10,6,2,2,15,91,1,0,class_1
0,26,20,5,22,23,91,1,0,class_1
0,45,14,2,6,3,91,1,0,class_1
0,35,31,7,1,14,91,1,0,class_1
0,45,0,7.5,27,7,91,1,0,class_1
0,13,19,7,18,13,91,2,0,class_1
0,34,14,12,25,23,91,2,0,class_1
0,7,30,2,3,9,91,2,0,class_1
1,17,20,1.5,18,2,91,3,0,class_1
0,15,13,3.5,8,26,91,3,0,class_1
0,10,13,2,23,0,91,3,0,class_1
0,24,7,3,17,13,91,3,0,class_1
1,33,24,1.5,7,10,91,4,0,class_1
0,20,13,8,11,24,91,4,0,class_1
0,16,13,7.5,14,8,91,4,0,class_1
0,26,0,3,17,15,91,4,0,class_1
1,34,27,4,27,3,91,4,0,class_1
0,9,17,1,21,5,91,4,0,class_1
0,35,20,7.5,1,2,91,5,0,class_1
1,14,13,4.5,11,23,91,5,0,class_1
1,16,21,2.5,18,5,91,5,0,class_1
0,6,13,5,15,6,91,5,0,class_1
0,42,14,7.5,9,6,91,6,0,class_1
1,20,17,2.5,5,8,91,6,0,class_1
1,13,14,4,20,26,91,6,0,class_1
1,21,3,6,22,10,91,6,0,class_1
1,23,20,3,9,19,91,7,0,class_1
1,13,6,4,17,20,91,7,0,class_1
0,42,17,13.5,27,4,91,7,0,class_1
0,20,23,2.5,24,12,91,7,0,class_1
0,24,30,5.5,23,4,91,8,0,class_1
1,17,13,4,9,14,91,8,0,class_1
0,20,17,4,12,13,91,8,0,class_1
1,9,6,6.5,6,16,91,9,0,class_1
0,31,14,2,0,13,91,9,0,class_1
0,20,9,6,24,23,91,9,0,class_1
0,13,17,1.5,18,27,91,9,0,class_1
0,22,17,17.5,1,16,91,10,0,class_1
1,21,23,2.5,4,3,91,10,0,class_1
0,20,13,6.5,6,22,91,10,0,class_1
0,30,20,6.5,14,16,91,11,0,class_1
1,34,24,7,1,8,91,11,0,class_1
1,21,30,3.5,7,26,91,11,0,class_1
0,26,23,9,9,5,91,11,0,class_1
1,27,20,4,11,13,91,11,0,class_1
0,21,10,4,7,13,91,12,0,class_1
0,28,24,13,9,4,91,12,0,class_1
1,35,21,3,15,8,91,12,0,class_1
0,17,10,9,20,3,91,12,0,class_1
0,13,10,3,24,6,91,13,0,class_1
0,20,23,6.5,17,0,91,13,0,class_1
0,20,3,8,6,16,91,14,0,class_1
1,9,7,5,12,23,91,14,0,class_1
1,26,24,4.5,15,26,91,15,0,class_1
0,3,6,6.5,19,16,91,16,0,class_1
0,17,10,5.5,22,3,91,16,0,class_1
0,13,25,3.5,20,5,91,16,0,class_1
1,17,14,3,9,4,91,16,0,class_1
1,35,7,12,1,10,91,16,0,class_1
0,31,27,3.5,5,0,91,17,0,class_1
1,17,14,2,6,23,91,17,0,class_1
0,23,9,6,24,13,91,17,0,class_1
0,38,7,5.5,15,9,89,1,0,class_2
0,24,27,2.5,19,16,89,1,0,class_2
0,24,19,2,11,12,89,2,0,class_2
0,10,24,6,16,14,89,2,0,class_2
0,38,7,0,2,15,89,2,0,class_2
1,34,35,4.5,17,8,89,2,0,class_2
0,24,34,7,24,21,89,2,0,class_2
0,13,9,7.5,10,0,89,3,0,class_2
0,35,7,7.5,18,21,89,3,0,class_2
0,16,13,5.5,4,6,89,4,0,class_2
1,30,13,7,18,5,89,4,0,class_2
0,26,14,10.5,13,0,89,5,0,class_2
1,14,37,0,1,10,89,5,0,class_2
0,31,13,7,8,5,89,5,0,class_2
0,16,20,7,24,11,89,5,0,class_2
0,21,19,3,20,18,89,5,0,class_2
0,16,17,6,26,7,89,6,0,class_2
0,14,3,5,6,10,89,6,0,class_2
0,20,14,3,12,11,89,6,0,class_2
0,29,14,5.5,17,19,89,6,0,class_2
0,16,17,0,23,24,89,6,0,class_2
0,34,20,2,21,0,89,7,0,class_2
0,12,23,6.5,3,10,89,7,0,class_2
0,20,13,7,17,0,89,8,0,class_2
0,23,17,2,22,11,89,8,0,class_2
0,20,10,2.5,2,13,89,8,0,class_2
0,31,17,4,1,14,89,8,0,class_2
0,24,28,3,6,20,89,8,0,class_2
1,19,10,4,21,5,89,8,0,class_2
1,42,31,3,4,26,89,9,0,class_2
0,23,21,4.5,15,13,89,9,0,class_2
0,24,20,7,21,5,89,10,0,class_2
1,22,31,1.5,8,7,89,10,0,class_2
1,31,23,3,14,19,89,10,0,class_2
0,31,10,2.5,13,18,89,10,0,class_2
0,23,7,5,9,12,89,11,0,class_2
1,9,10,1,15,20,89,11,0,class_2
0,37,14,10.5,13,21,89,11,0,class_2
0,31,32,10,2,26,89,11,0,class_2
1,10,13,6,4,7,89,12,0,class_2
1,27,0,6,20,5,89,12,0,class_2
0,13,14,1.5,21,26,89,12,0,class_2
0,0,21,4,4,3,89,13,0,class_2
1,23,16,3,9,22,89,13,0,class_2
1,23,10,9.5,25,0,89,13,0,class_2
1,29,10,4,27,21,89,13,0,class_2
0,17,27,6.5,2,7,89,14,0,class_2
0,26,21,9.5,27,23,89,14,0,class_2
0,42,13,0,10,14,89,15,0,class_2
0,28,10,3,22,16,89,15,0,class_2
1,31,30,6.5,27,0,89,15,0,class_2
0,41,6,2.5,17,10,89,16,0,class_2
0,31,14,12,20,21,89,16,0,class_2
0,21,38,6.5,7,26,90,1,0,class_2
0,25,20,9,3,19,90,1,0,class_2
0,13,3,3,4,22,90,1,0,class_2
0,14,16,2.5,10,16,90,2,0,class_2
1,7,30,2,1,14,90,2,0,class_2
1,21,24,2,4,19,90,2,0,class_2
0,32,3,6,15,17,90,2,0,class_2
1,28,7,8,18,5,90,2,0,class_2
0,41,7,9.5,3,16,90,3,0,class_2
0,20,3,3.5,12,22,90,3,0,class_2
0,19,13,10.5,25,0,90,3,0,class_2
0,21,24,2.5,7,8,90,4,0,class_2
0,34,0,6.5,11,4,90,4,0,class_2
0,7,17,2,23,9,90,4,0,class_2
0,17,34,8.5,6,22,90,6,0,class_2
0,20,3,2,21,5,90,6,0,class_2
0,20,24,0,27,18,90,6,0,class_2
0,17,10,10,14,16,90,7,0,class_2
1,24,9,2.5,12,23,90,7,0,class_2
0,44,24,7,13,0,90,7,0,class_2
1,27,7,2.5,14,10,90,8,0,class_2
0,20,17,13,25,4,90,8,0,class_2
0,21,10,3.5,18,27,90,8,0,class_2
0,7,21,7.5,3,17,90,9,0,class_2
0,24,9,4.5,19,5,90,9,0,class_2
0,7,17,3.5,7,15,90,10,0,class_2
0,16,17,6.5,11,24,90,10,0,class_2
0,19,7,3,23,6,90,10,0,class_2
1,24,23,1,20,0,90,11,0,class_2
1,27,40,0,6,7,90,12,0,class_2
1,17,27,6,27,5,90,12,0,class_2
0,17,28,11,25,13,90,12,0,class_2
1,23,20,2.5,12,6,90,13,0,class_2
1,38,23,3.5,13,4,90,13,0,class_2
0,13,10,0,24,9,90,13,0,class_2
0,23,15,6.5,18,15,90,14,0,class_2
1,10,13,1,0,4,90,15,0,class_2
1,13,26,6,15,26,90,15,0,class_2
0,27,14,7,2,26,90,16,0,class_2
1,13,20,3.5,13,0,90,16,0,class_2
0,23,17,7.5,14,10,90,17,0,class_2
0,29,14,5,27,1,90,17,0,class_2
1,20,17,3,25,15,90,17,0,class_2
0,22,13,7.5,6,8,90,17,0,class_2
0,17,12,9.5,12,23,90,17,0,class_2
0,47,17,2.5,9,12,91,1,0,class_2
0,0,20,1,16,4,91,2,0,class_2
0,10,26,6,20,21,91,2,0,class_2
0,23,14,2,7,8,91,2,0,class_2
0,20,6,14,22,16,91,3,0,class_2
0,34,0,9,27,21,91,3,0,class_2
1,14,17,3,25,15,91,3,0,class_2
1,17,10,8,1,26,91,4,0,class_2
1,17,21,2,12,0,91,4,0,class_2
1,6,12,1.5,25,12,91,5,0,class_2
0,20,9,9.5,18,21,91,6,0,class_2
0,13,21,7.5,12,23,91,6,0,class_2
0,42,7,6.5,11,14,91,7,0,class_2
0,34,7,7,15,21,91,7,0,class_2
1,10,0,5.5,2,8,91,8,0,class_2
0,0,27,2.5,26,8,91,9,0,class_2
0,34,10,2.5,7,5,91,9,0,class_2
0,27,7,9,5,21,91,10,0,class_2
1,10,6,10,14,10,91,10,0,class_2
0,10,3,5.5,17,25,91,11,0,class_2
0,27,28,13.5,19,10,91,11,0,class_2
0,43,7,6,0,26,91,12,0,class_2
1,31,17,9.5,2,10,91,12,0,class_2
0,20,24,6.5,11,6,91,12,0,class_2
0,31,7,4,12,24,91,12,0,class_2
1,41,14,7,27,22,91,12,0,class_2
1,13,16,8,1,16,91,13,0,class_2
0,21,24,12,27,5,91,13,0,class_2
1,38,14,6.5,12,3,91,13,0,class_2
0,24,3,4.5,19,23,91,13,0,class_2
0,16,6,3,7,2,91,14,0,class_2
0,20,10,6.5,5,22,91,14,0,class_2
0,38,24,5,25,17,91,14,0,class_2
0,23,17,7.5,16,10,91,15,0,class_2
0,7,17,0,4,6,91,15,0,class_2
0,31,6,10,9,22,91,15,0,class_2
0,20,17,9,11,23,91,15,0,class_2
0,27,30,2,12,1,91,15,0,class_2
0,34,20,5,7,19,91,15,0,class_2
0,20,14,9.5,15,13,91,16,0,class_2
1,30,38,0,14,23,91,16,0,class_2
0,17,10,3,22,4,91,17,0,class_2
0,14,17,6.5,1,7,91,17,0,class_2
0,28,0,5.5,17,5,89,1,0,class_3
0,34,20,6,6,11,89,1,0,class_3
1,30,24,3,25,10,89,1,0,class_3
0,27,21,1.5,0,5,89,2,0,class_3
0,24,14,11,18,7,89,2,0,class_3
1,20,16,7.5,25,26,89,2,0,class_3
0,41,47,3.5,9,1,89,3,0,class_3
1,14,27,8.5,15,22,89,3,0,class_3
0,33,40,4,14,19,89,3,0,class_3
0,12,13,5,25,13,89,4,0,class_3
0,3,23,2.5,7,22,89,4,0,class_3
1,16,14,1.5,27,17,89,4,0,class_3
1,35,42,4.5,2,26,89,5,0,class_3
1,24,20,4,25,17,89,5,0,class_3
0,30,28,9.5,27,21,89,5,0,class_3
0,26,14,6.5,15,8,89,6,0,class_3
0,28,33,7,2,9,89,6,0,class_3
1,31,14,14,25,5,89,6,0,class_3
0,21,24,3,24,6,89,7,0,class_3
0,23,20,3,14,8,89,7,0,class_3
0,10,7,6.5,20,12,89,7,0,class_3
0,32,28,8,27,26,89,7,0,class_3
0,28,17,2.5,4,9,89,8,0,class_3
0,56,23,6.5,3,26,89,8,0,class_3
1,28,30,3,1,0,89,9,0,class_3
1,13,14,3,2,8,89,9,0,class_3
0,19,13,3,14,10,89,9,0,class_3
1,17,20,4,20,23,89,9,0,class_3
1,24,10,5.5,15,26,89,10,0,class_3
0,3,10,5,20,27,89,10,0,class_3
0,10,10,7,4,11,89,11,0,class_3
1,26,17,3,17,0,89,11,0,class_3
0,27,7,2,19,0,89,12,0,class_3
1,14,38,0,2,27,89,12,0,class_3
1,19,20,3,15,8,89,12,0,class_3
0,24,21,6.5,12,16,89,12,0,class_3
0,16,13,1.5,12,6,89,13,0,class_3
0,22,16,1.5,16,10,89,13,0,class_3
1,35,31,9.5,13,5,89,13,0,class_3
1,14,21,4,17,7,89,13,0,class_3
0,20,10,12,20,5,89,14,0,class_3
0,3,21,3,8,11,89,14,0,class_3
0,19,22,6,1,17,89,14,0,class_3
0,0,13,1.5,19,22,89,14,0,class_3
0,15,0,12,18,5,89,15,0,class_3
1,37,0,7,6,21,89,15,0,class_3
0,28,40,1.5,2,8,89,15,0,class_3
0,38,14,11,13,19,89,15,0,class_3
0,13,20,7.5,11,23,89,15,0,class_3
1,37,0,7,1,19,89,16,0,class_3
0,0,29,2,24,27,89,16,0,class_3
0,20,24,3.5,9,4,89,16,0,class_3
0,26,0,9,25,2,89,16,0,class_3
1,31,24,3,7,0,89,16,0,class_3
1,27,24,1,14,16,90,1,0,class_3
0,26,10,8,1,10,90,1,0,class_3
1,21,16,3,3,23,90,2,0,class_3
0,13,31,3,8,2,90,2,0,class_3
1,35,14,3,13,26,90,2,0,class_3
0,20,9,2.5,22,9,90,2,0,class_3
0,26,13,6.5,25,27,90,2,0,class_3
0,14,24,5.5,4,23,90,3,0,class_3
0,34,31,9,6,24,90,3,0,class_3
0,3,17,3,8,11,90,3,0,class_3
0,28,7,9,17,21,90,3,0,class_3
0,20,3,7,18,14,90,3,0,class_3
1,37,13,1,19,16,90,4,0,class_3
1,28,6,2,14,22,90,4,0,class_3
0,20,23,8,15,26,90,4,0,class_3
1,19,23,6,11,10,90,5,0,class_3
0,31,34,4.5,13,3,90,5,0,class_3
1,14,36,1.5,23,22,90,5,0,class_3
0,48,17,3.5,9,3,90,6,0,class_3
1,45,35,6,25,0,90,6,0,class_3
1,27,17,0,6,10,90,7,0,class_3
0,20,19,13.5,18,21,90,7,0,class_3
0,13,17,8.5,26,5,90,7,0,class_3
0,13,7,4,27,20,90,7,0,class_3
0,24,10,2.5,8,15,90,8,0,class_3
1,42,0,3,1,4,90,9,0,class_3
0,17,13,3,13,9,90,9,0,class_3
0,21,9,4,22,0,90,9,0,class_3
0,10,13,1,16,10,90,10,0,class_3
0,21,24,9,13,5,90,11,0,class_3
0,31,17,5,27,17,90,11,0,class_3
0,34,14,5,21,16,90,12,0,class_3
1,24,7,3,22,19,90,12,0,class_3
1,37,7,7,11,16,90,13,0,class_3
1,17,23,2.5,0,26,90,13,0,class_3
0,30,23,3,1,20,90,13,0,class_3
