@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute class {class_0,class_1}

@data
800,768,2000,0,0,0,class_1
50,2000,4000,0,3,6,class_1
50,2000,8000,8,3,6,class_1
50,2000,8000,8,1,6,class_1
50,2000,16000,24,1,6,class_1
50,2000,16000,24,1,6,class_1
100,1000,8000,0,2,6,class_1
100,1000,8000,24,2,6,class_1
100,1000,8000,24,3,6,class_1
50,2000,16000,12,3,16,class_1
50,2000,16000,24,6,16,class_1
50,2000,16000,24,6,16,class_1
150,512,4000,0,8,128,class_1
115,2000,8000,16,1,3,class_1
115,2000,4000,2,1,5,class_1
92,2000,8000,32,1,6,class_1
92,2000,8000,32,1,6,class_1
92,2000,8000,4,1,6,class_1
75,4000,16000,16,1,6,class_1
60,4000,16000,32,1,6,class_1
60,2000,16000,64,5,8,class_1
60,4000,16000,64,5,8,class_1
72,2000,8000,16,6,8,class_1
112,1000,1000,0,1,4,class_1
84,1000,2000,0,1,6,class_1
56,1000,4000,0,1,6,class_1
56,2000,6000,0,1,8,class_1
56,2000,8000,0,1,8,class_1
56,4000,8000,0,1,8,class_1
56,4000,12000,0,1,8,class_1
56,4000,16000,0,1,8,class_1
38,4000,8000,32,16,32,class_1
38,8000,16000,64,4,8,class_1
200,1000,2000,0,1,2,class_1
200,1000,4000,0,1,4,class_1
200,2000,8000,64,1,5,class_1
250,512,4000,0,1,7,class_1
250,512,4000,0,4,7,class_1
250,1000,16000,1,1,8,class_1
160,512,4000,2,1,5,class_1
160,512,2000,2,3,8,class_1
160,1000,4000,8,1,14,class_1
160,1000,8000,16,1,14,class_1
240,512,1000,8,1,3,class_1
240,512,2000,8,1,5,class_1
105,2000,4000,8,3,8,class_1
105,2000,6000,16,6,16,class_1
105,2000,8000,16,4,14,class_1
70,4000,12000,8,6,8,class_1
116,2000,8000,32,5,28,class_1
180,262,4000,0,1,3,class_1
180,512,4000,0,1,3,class_1
180,262,4000,0,1,3,class_1
180,512,4000,0,1,3,class_1
124,1000,8000,0,1,8,class_1
98,1000,8000,32,2,8,class_1
125,2000,8000,0,2,14,class_1
480,512,8000,32,0,0,class_1
480,1000,4000,0,0,0,class_1
