@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute class {class_0,class_1,class_2}

@data
139,2,0,2,2,2,0,2,class_0
138,1,2,1,2,2,2,1,class_0
140,2,1,2,0,0,0,2,class_0
141,1,2,2,0,2,0,1,class_0
144,2,2,0,2,2,2,2,class_0
148,2,2,0,2,1,2,2,class_0
157,2,2,2,2,2,1,2,class_0
160,2,2,0,0,2,2,1,class_0
161,2,2,1,2,0,0,2,class_0
165,0,2,1,2,2,1,1,class_0
169,0,0,0,0,2,2,2,class_0
178,2,2,1,2,2,2,2,class_0
179,1,2,2,2,0,2,2,class_0
181,2,0,0,2,0,0,1,class_0
184,1,2,2,0,2,2,0,class_0
185,1,0,2,0,0,2,2,class_0
186,2,2,2,2,2,1,2,class_0
187,2,0,2,2,0,0,1,class_0
193,1,1,0,0,0,2,2,class_0
196,2,0,0,2,0,2,0,class_0
197,2,2,2,1,2,0,2,class_0
200,0,0,1,0,0,2,2,class_0
202,2,2,1,2,1,2,1,class_0
203,1,2,0,0,1,2,2,class_0
204,2,2,0,2,1,1,1,class_0
205,0,2,2,0,2,2,2,class_0
208,1,2,1,2,1,0,1,class_0
213,2,2,0,2,2,1,1,class_0
217,1,2,1,0,1,2,2,class_0
216,2,2,0,2,1,2,2,class_0
221,2,2,0,1,0,2,2,class_0
225,1,2,1,2,2,2,1,class_0
226,1,2,2,1,2,1,1,class_0
227,2,2,2,1,2,0,0,class_0
229,2,2,2,2,2,2,2,class_0
236,2,2,0,1,1,2,2,class_0
238,0,0,0,2,2,2,0,class_0
240,2,2,2,2,1,2,2,class_0
244,2,2,1,0,1,2,2,class_0
246,0,2,2,2,2,2,1,class_0
247,2,0,0,1,2,2,2,class_0
254,2,0,2,2,2,2,1,class_0
255,2,2,0,2,1,2,2,class_0
261,2,2,1,2,2,2,1,class_0
262,2,2,2,0,1,2,2,class_0
263,2,1,2,2,0,0,2,class_0
266,2,2,1,1,2,2,2,class_0
267,1,1,2,0,1,0,2,class_0
269,1,0,0,0,2,2,0,class_0
271,1,1,2,0,0,2,2,class_0
278,0,2,0,2,0,1,2,class_0
279,2,2,2,2,2,1,2,class_0
284,1,2,2,0,1,0,2,class_0
286,2,2,2,0,2,2,2,class_0
287,2,2,0,0,2,2,1,class_0
288,0,2,1,2,2,2,0,class_0
289,1,2,0,2,0,1,1,class_0
291,2,2,2,0,2,2,0,class_0
296,1,0,0,2,2,2,1,class_0
298,1,2,2,2,1,2,1,class_0
299,1,2,2,1,2,2,0,class_0
301,0,2,1,0,1,2,0,class_0
308,0,0,2,0,2,0,1,class_0
309,2,0,1,0,0,2,2,class_0
310,0,2,2,2,2,2,2,class_0
313,2,1,2,1,1,2,1,class_0
314,2,1,2,2,2,0,2,class_0
319,1,1,0,0,2,2,2,class_0
321,2,2,0,2,0,2,0,class_0
322,0,2,2,0,1,2,1,class_0
323,2,2,1,0,0,2,1,class_0
324,2,2,0,2,2,2,2,class_0
329,2,0,2,2,2,0,2,class_0
339,0,0,0,2,0,2,2,class_0
344,2,2,2,2,1,2,2,class_0
346,1,2,2,2,0,0,1,class_0
357,1,0,0,0,1,0,2,class_0
360,1,2,0,2,1,0,2,class_0
362,2,2,0,0,2,2,1,class_0
363,1,0,1,0,2,1,2,class_0
368,0,2,0,2,0,2,2,class_0
370,2,2,0,0,2,2,0,class_0
372,2,2,1,0,1,0,1,class_0
375,2,2,2,0,2,2,2,class_0
376,0,2,2,1,0,2,0,class_0
377,2,2,1,2,2,0,1,class_0
378,0,2,0,2,0,0,2,class_0
1,2,0,0,0,2,2,1,class_1
18,1,2,2,2,0,1,2,class_1
19,1,0,2,0,2,2,1,class_1
4,0,0,2,1,2,0,0,class_1
5,2,2,1,2,1,0,0,class_1
9,2,1,1,2,2,2,1,class_1
12,0,0,2,2,1,1,0,class_1
24,1,0,2,2,2,2,2,class_1
30,1,1,0,0,0,0,0,class_1
32,2,0,2,0,2,0,2,class_1
34,1,1,0,0,0,2,2,class_1
35,2,1,1,0,1,0,1,class_1
36,1,0,0,2,2,1,2,class_1
39,1,0,0,0,2,1,1,class_1
42,2,1,0,0,2,2,2,class_1
44,0,0,1,0,2,2,0,class_1
47,2,2,0,0,2,2,1,class_1
53,1,2,0,0,1,2,1,class_1
54,1,0,0,0,2,1,1,class_1
61,2,2,2,2,2,2,0,class_1
65,2,0,1,0,0,0,0,class_1
66,0,0,0,0,0,2,2,class_1
67,1,2,2,1,0,0,1,class_1
68,1,2,1,2,2,1,1,class_1
69,0,2,2,2,1,2,0,class_1
70,2,2,2,2,1,2,2,class_1
72,0,2,0,1,2,2,0,class_1
74,1,0,1,2,2,0,2,class_1
78,0,1,0,1,2,2,0,class_1
79,2,2,1,1,2,0,0,class_1
82,2,0,0,1,0,1,1,class_1
83,0,0,1,0,1,0,2,class_1
91,1,2,0,1,2,0,2,class_1
92,0,2,1,1,2,0,1,class_1
93,0,2,2,2,0,2,0,class_1
94,1,1,2,0,2,0,2,class_1
97,2,0,1,1,1,0,0,class_1
98,0,2,2,0,2,2,2,class_1
99,2,0,0,0,2,1,1,class_1
101,1,0,2,2,2,1,0,class_1
103,1,1,0,2,2,0,0,class_1
107,0,2,2,2,2,0,2,class_1
108,1,0,2,0,2,0,1,class_1
115,1,0,2,2,1,2,1,class_1
121,1,1,2,2,0,2,2,class_1
123,1,1,0,0,2,2,0,class_1
126,0,2,2,2,2,2,1,class_1
127,2,0,0,1,1,0,2,class_1
129,0,0,2,2,1,2,1,class_1
134,2,2,0,1,1,2,2,class_1
136,0,0,2,0,1,1,2,class_1
137,2,2,1,2,2,2,0,class_1
142,2,0,1,0,1,0,0,class_1
143,0,2,0,2,2,1,1,class_1
145,0,0,0,0,0,2,0,class_1
146,1,2,1,2,2,2,0,class_1
151,2,2,2,2,0,0,2,class_1
150,2,0,1,2,2,1,2,class_1
153,0,0,0,0,0,2,0,class_1
154,2,2,1,2,0,2,1,class_1
155,0,0,0,1,0,0,2,class_1
159,2,2,1,2,2,2,1,class_1
162,0,2,2,0,1,0,0,class_1
163,0,2,0,0,2,0,0,class_1
164,0,0,0,0,1,2,0,class_1
167,0,0,0,2,2,2,0,class_1
170,2,1,1,0,1,2,2,class_1
172,0,0,0,2,2,2,1,class_1
173,0,2,2,0,2,0,2,class_1
174,1,2,0,1,2,2,0,class_1
175,0,2,0,2,2,0,1,class_1
189,0,0,0,0,2,0,0,class_1
192,2,2,2,2,2,2,2,class_1
195,2,0,0,0,0,0,2,class_1
199,2,0,0,0,1,0,2,class_1
209,2,0,2,2,2,2,2,class_1
210,2,0,1,2,1,2,2,class_1
211,1,2,0,0,0,2,1,class_1
212,2,2,1,2,0,0,1,class_1
214,1,2,2,0,1,2,1,class_1
219,1,0,0,2,0,1,2,class_1
222,0,2,0,1,0,0,0,class_1
223,2,1,2,1,0,1,1,class_1
230,0,0,2,2,1,2,0,class_1
232,2,1,2,2,2,0,1,class_1
233,2,0,0,0,2,2,2,class_1
237,0,1,0,2,2,2,2,class_1
242,2,2,2,2,0,2,0,class_1
248,2,0,2,1,2,1,2,class_1
250,1,2,0,0,1,2,2,class_1
252,1,2,1,1,2,0,1,class_1
256,2,2,2,0,1,1,2,class_1
258,1,2,2,0,2,2,0,class_1
260,0,0,1,0,2,2,0,class_1
264,0,2,2,2,2,2,0,class_1
273,1,0,0,0,0,2,0,class_1
274,2,1,2,2,0,2,1,class_1
276,1,2,2,0,1,0,2,class_1
277,1,2,0,0,1,2,2,class_1
281,0,0,0,2,2,2,0,class_1
290,0,2,2,2,2,2,1,class_1
292,1,0,2,1,1,1,2,class_1
294,1,2,0,0,2,1,0,class_1
295,0,0,0,2,2,1,0,class_1
305,1,0,1,0,1,2,1,class_1
312,2,2,0,2,2,2,2,class_1
315,1,0,1,0,0,1,0,class_1
320,1,0,0,0,2,2,2,class_1
325,2,2,0,2,2,2,2,class_1
327,2,1,2,2,2,1,1,class_1
328,1,2,0,2,1,2,2,class_1
330,2,2,2,2,2,1,2,class_1
331,1,2,1,0,2,2,0,class_1
333,2,2,0,2,2,2,2,class_1
334,1,0,0,2,0,2,0,class_1
336,1,2,0,2,2,2,2,class_1
337,0,0,0,1,2,0,2,class_1
338,2,0,1,2,1,0,2,class_1
340,1,2,2,0,2,2,2,class_1
341,2,2,2,1,2,2,2,class_1
347,2,0,1,2,2,2,1,class_1
350,0,2,2,2,1,2,0,class_1
355,2,2,2,2,2,2,2,class_1
356,1,2,1,0,0,2,1,class_1
352,1,0,2,2,0,2,0,class_1
353,1,0,0,0,1,0,1,class_1
361,0,2,1,0,2,2,0,class_1
364,0,1,2,1,2,0,2,class_1
365,0,0,1,0,1,0,2,class_1
366,2,1,2,0,2,2,2,class_1
367,0,0,2,0,0,0,2,class_1
371,0,2,1,2,1,2,0,class_1
15,2,2,2,0,2,0,2,class_2
3,2,2,0,0,1,2,1,class_2
8,2,1,2,2,2,0,0,class_2
11,1,2,0,0,2,0,2,class_2
25,1,2,0,0,1,2,1,class_2
27,1,1,2,2,2,2,2,class_2
31,1,1,2,2,2,2,0,class_2
37,0,0,0,0,2,2,1,class_2
40,2,0,0,1,1,2,1,class_2
43,1,1,1,1,1,2,1,class_2
45,0,0,2,2,2,2,1,class_2
51,2,2,0,2,1,2,2,class_2
55,2,2,0,2,0,2,2,class_2
56,1,1,0,1,2,2,1,class_2
59,2,2,2,0,1,2,2,class_2
60,2,2,2,2,2,2,2,class_2
62,2,2,1,2,2,2,0,class_2
63,2,0,2,0,2,0,1,class_2
73,2,2,2,2,2,2,2,class_2
75,2,2,1,2,2,2,2,class_2
77,2,2,2,2,2,2,0,class_2
84,0,1,0,2,0,2,2,class_2
85,2,2,2,0,1,2,2,class_2
88,2,2,2,0,1,2,1,class_2
95,2,2,2,2,2,2,0,class_2
105,2,2,1,2,2,2,2,class_2
112,2,2,2,2,2,0,0,class_2
114,1,0,2,2,2,0,2,class_2
116,1,2,0,2,0,2,2,class_2
117,2,2,2,2,2,2,2,class_2
119,2,0,2,2,1,1,2,class_2
120,2,2,1,0,2,0,2,class_2
125,2,2,2,0,0,0,2,class_2
128,2,2,2,2,1,2,2,class_2
133,2,0,2,1,1,2,2,class_2
135,1,0,2,1,2,0,0,class_2
152,0,2,2,2,1,1,2,class_2
149,1,1,2,1,0,0,1,class_2
147,1,1,1,2,1,2,1,class_2
156,2,2,0,2,2,2,2,class_2
158,2,2,1,2,1,2,2,class_2
166,2,1,2,0,0,0,1,class_2
168,2,2,2,2,2,2,1,class_2
171,0,2,2,1,2,2,2,class_2
176,2,1,2,2,2,0,2,class_2
177,2,0,0,2,1,2,2,class_2
180,0,0,2,2,1,2,0,class_2
182,2,2,0,0,2,2,2,class_2
183,2,2,1,0,2,2,0,class_2
198,2,2,1,1,2,2,1,class_2
188,0,0,1,2,2,0,2,class_2
190,1,2,1,0,0,1,2,class_2
191,1,0,0,2,0,2,2,class_2
194,2,0,2,2,2,2,0,class_2
201,1,2,2,1,2,2,2,class_2
206,2,0,1,2,0,2,2,class_2
207,2,2,2,2,0,2,2,class_2
215,2,2,2,2,1,2,0,class_2
218,2,2,1,0,2,2,0,class_2
220,2,0,2,2,2,2,2,class_2
224,2,0,0,0,0,0,2,class_2
228,1,0,1,2,0,2,0,class_2
231,2,2,1,1,2,2,2,class_2
234,2,2,1,0,1,2,2,class_2
235,0,2,0,0,2,2,0,class_2
239,2,2,2,0,2,2,2,class_2
241,2,2,1,2,0,2,2,class_2
243,2,2,2,0,0,0,2,class_2
245,1,1,0,0,2,1,2,class_2
249,1,0,1,0,0,1,2,class_2
251,2,2,0,2,1,2,0,class_2
253,1,2,2,2,2,2,2,class_2
257,1,2,2,0,1,0,2,class_2
259,2,2,2,2,2,2,2,class_2
265,1,2,2,2,2,0,0,class_2
268,2,0,2,0,1,2,1,class_2
270,0,0,0,0,2,0,0,class_2
272,2,0,2,0,1,0,1,class_2
275,2,0,1,0,2,2,2,class_2
280,2,2,2,0,2,2,0,class_2
282,1,1,2,2,1,2,0,class_2
283,2,0,1,1,1,2,2,class_2
285,2,2,1,2,2,2,0,class_2
293,2,0,2,0,1,2,1,class_2
297,1,2,0,2,2,2,0,class_2
300,0,2,0,0,0,2,2,class_2
302,0,0,2,1,0,2,2,class_2
303,0,2,2,1,2,2,0,class_2
304,0,2,1,2,2,2,1,class_2
306,1,1,1,2,2,2,1,class_2
307,0,2,1,1,2,2,1,class_2
311,2,2,1,0,1,2,2,class_2
316,2,2,1,1,0,2,0,class_2
317,2,1,0,1,2,1,2,class_2
318,2,2,1,2,2,0,0,class_2
326,1,2,2,2,2,2,0,class_2
332,0,2,2,2,1,0,2,class_2
335,2,1,1,2,2,2,1,class_2
342,2,0,0,2,2,2,1,class_2
343,0,1,2,2,0,2,1,class_2
345,2,2,1,2,2,2,2,class_2
348,2,2,2,2,0,2,0,class_2
349,1,0,0,1,1,0,2,class_2
351,2,0,2,1,1,2,2,class_2
354,2,2,2,2,2,2,0,class_2
358,2,2,0,0,2,2,2,class_2
359,1,0,2,0,0,2,2,class_2
369,2,2,1,2,1,2,0,class_2
373,2,2,2,0,1,2,0,class_2
374,0,0,2,1,1,0,2,class_2
