@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute class {class_0,class_1}

@data
212,2.06,class_0
213,2,class_0
214,2,class_0
215,2,class_0
216,2,class_0
217,1.96,class_0
218,2.02,class_0
220,1.96,class_0
222,2,class_0
223,2,class_0
224,1.98,class_0
225,2,class_0
226,2.04,class_0
227,2.02,class_0
228,2,class_0
229,2.02,class_0
230,2,class_0
231,2,class_0
232,2.02,class_0
234,2,class_0
235,1.96,class_0
236,1.98,class_0
237,2,class_0
238,2.02,class_0
239,2.02,class_0
240,2,class_0
241,1.96,class_0
245,1.96,class_0
246,2,class_0
247,2,class_0
248,2,class_0
249,2.02,class_0
250,2.02,class_0
251,2.02,class_0
252,2.02,class_0
253,2,class_0
254,2,class_0
255,1.96,class_0
256,1.98,class_0
257,2,class_0
258,1.96,class_0
259,2.02,class_0
260,2,class_0
261,2.02,class_0
262,2.02,class_0
263,2.04,class_0
264,2.02,class_0
265,2,class_0
266,2.04,class_0
267,2.08,class_0
268,2.06,class_0
269,2.04,class_0
270,2.02,class_0
271,2,class_0
272,2,class_0
273,2.02,class_0
274,2.04,class_0
275,2.04,class_0
276,2.02,class_0
277,2,class_0
281,2,class_0
282,2.04,class_0
283,2.02,class_0
284,2,class_0
286,2.02,class_0
287,2.04,class_0
288,2.04,class_0
289,2.04,class_0
290,2.08,class_0
291,2,class_0
292,2.04,class_0
293,2,class_0
296,2,class_0
297,2.04,class_0
298,2.02,class_0
299,2,class_0
300,2.04,class_0
301,2.04,class_0
302,2.02,class_0
303,2.04,class_0
304,2.04,class_0
305,2.02,class_0
306,2.04,class_0
307,2.08,class_0
308,2.08,class_0
309,2.04,class_0
310,2.04,class_0
311,2.06,class_0
312,2.04,class_0
313,2.02,class_0
314,2,class_0
320,2,class_0
321,2.04,class_0
322,2.06,class_0
323,2.04,class_0
324,2.04,class_0
325,2.02,class_0
326,2,class_0
327,2,class_0
328,2.02,class_0
329,2.04,class_0
330,2.02,class_0
331,2.04,class_0
332,2.02,class_0
334,2.04,class_0
335,2.04,class_0
336,2.04,class_0
337,2.08,class_0
338,2.06,class_0
339,2.02,class_0
340,2.06,class_0
341,2.04,class_0
344,2.04,class_0
345,2.02,class_0
346,2.04,class_0
347,2.04,class_0
348,2.04,class_0
350,2.08,class_0
351,2.02,class_0
352,2.04,class_0
353,2,class_0
356,2.04,class_0
357,2.04,class_0
358,2,class_0
359,2,class_0
360,2,class_0
361,2.02,class_0
362,2,class_0
363,2,class_0
364,2,class_0
365,2.04,class_0
366,2.06,class_0
367,2.04,class_0
372,2,class_0
373,2.04,class_0
374,2.06,class_0
375,2.04,class_0
376,2.06,class_0
377,2.1,class_0
378,2.06,class_0
379,2.04,class_0
380,2.04,class_0
381,2.02,class_0
383,2,class_0
384,2.04,class_0
385,2.04,class_0
388,2.02,class_0
389,2.06,class_0
390,2.04,class_0
391,2.08,class_0
392,2.06,class_0
393,2.04,class_0
394,2.06,class_0
395,2,class_0
396,2.06,class_0
399,2.02,class_0
400,2.04,class_0
401,2.08,class_0
402,2.02,class_0
403,2.06,class_0
404,2.06,class_0
405,2.04,class_0
406,2.08,class_0
409,2.06,class_0
410,2.04,class_0
411,2.12,class_0
412,2.06,class_0
414,2.06,class_0
415,2.06,class_0
416,2.02,class_0
417,2.08,class_0
418,2.02,class_0
422,2.04,class_0
423,2.06,class_0
424,2.08,class_0
425,2.08,class_0
426,2.06,class_0
427,2.06,class_0
428,2.08,class_0
429,2.12,class_0
430,2.14,class_0
431,2.14,class_0
432,2.14,class_0
433,2.14,class_0
434,2.12,class_0
435,2.12,class_0
436,2.12,class_0
437,2.12,class_0
438,2.12,class_0
439,2.12,class_0
440,2.08,class_0
441,2.06,class_0
442,2.08,class_0
443,2.1,class_0
444,2.08,class_0
445,2.06,class_0
449,2.08,class_0
450,2.08,class_0
451,2.04,class_0
452,2.06,class_0
453,2.08,class_0
454,2.08,class_0
455,2.12,class_0
456,2.06,class_0
457,2.06,class_0
458,2.02,class_0
460,2.04,class_0
461,2.08,class_0
462,2.04,class_0
464,2.08,class_0
465,2.08,class_0
466,2.08,class_0
467,2.1,class_0
468,2.12,class_0
469,2.06,class_0
470,2.08,class_0
471,2.08,class_0
472,2.04,class_0
474,2.04,class_0
477,2.06,class_0
478,2.08,class_0
479,2.1,class_0
480,2.1,class_0
481,2.1,class_0
482,2.08,class_0
483,2.08,class_0
484,2.08,class_0
485,2.08,class_0
486,2.08,class_0
487,2.1,class_0
488,2.1,class_0
489,2.1,class_0
490,2.08,class_0
503,2.04,class_0
504,2.1,class_0
505,2.1,class_0
506,2.08,class_0
507,2.04,class_0
508,2.06,class_0
509,2.1,class_0
511,2.1,class_0
512,2.1,class_0
513,2.08,class_0
514,2.08,class_0
515,2.08,class_0
516,2.08,class_0
517,2.1,class_0
518,2.1,class_0
519,2.12,class_0
520,2.1,class_0
521,2.08,class_0
522,2.12,class_0
523,2.16,class_0
524,2.14,class_0
525,2.08,class_0
526,2.08,class_0
527,2.1,class_0
528,2.1,class_0
529,2.08,class_0
530,2.06,class_0
535,2.04,class_0
536,2.08,class_0
537,2.1,class_0
538,2.12,class_0
539,2.12,class_0
540,2.1,class_0
541,2.08,class_0
542,2.04,class_0
543,2.04,class_0
544,2.08,class_0
545,2.1,class_0
547,2.1,class_0
548,2.08,class_0
549,2.1,class_0
550,2.12,class_0
551,2.1,class_0
552,2.1,class_0
553,2.16,class_0
554,2.18,class_0
555,2.18,class_0
556,2.16,class_0
557,2.16,class_0
558,2.16,class_0
559,2.16,class_0
560,2.16,class_0
561,2.16,class_0
562,2.16,class_0
563,2.16,class_0
564,2.16,class_0
565,2.16,class_0
566,2.16,class_0
567,2.16,class_0
568,2.16,class_0
569,2.14,class_0
571,2.1,class_0
572,2.1,class_0
573,2.08,class_0
574,2.1,class_0
575,2.12,class_0
576,2.16,class_0
577,2.12,class_0
578,2.1,class_0
579,2.1,class_0
580,2.08,class_0
581,2.06,class_0
591,2.06,class_0
592,2.1,class_0
593,2.1,class_0
594,2.1,class_0
595,2.1,class_0
596,2.08,class_0
605,2.08,class_0
606,2.1,class_0
607,2.16,class_0
608,2.12,class_0
610,2.18,class_0
612,2.12,class_0
613,2.1,class_0
614,2.12,class_0
615,2.1,class_0
616,2.1,class_0
617,2.12,class_0
619,2.06,class_0
620,2.16,class_0
621,2.16,class_0
622,2.14,class_0
623,2.12,class_0
624,2.12,class_0
625,2.08,class_0
626,2.12,class_0
629,2.14,class_0
630,2.16,class_0
631,2.16,class_0
632,2.12,class_0
633,2.12,class_0
635,2.14,class_0
638,2.12,class_0
639,2.14,class_0
640,2.16,class_0
641,2.14,class_0
642,2.1,class_0
643,2.12,class_0
645,2.14,class_0
649,2.12,class_0
650,2.1,class_0
651,2.1,class_0
652,2.18,class_0
653,2.12,class_0
654,2.12,class_0
655,2.12,class_0
657,2.1,class_0
658,2.12,class_0
660,2.12,class_0
662,2.08,class_0
663,2.12,class_0
664,2.16,class_0
665,2.12,class_0
670,2.08,class_0
671,2.1,class_0
672,2.12,class_0
673,2.16,class_0
674,2.14,class_0
675,2.12,class_0
676,2.16,class_0
677,2.18,class_0
678,2.18,class_0
679,2.18,class_0
680,2.18,class_0
681,2.16,class_0
682,2.16,class_0
683,2.16,class_0
684,2.16,class_0
685,2.18,class_0
686,2.2,class_0
687,2.18,class_0
689,2.1,class_0
690,2.1,class_0
691,2.12,class_0
692,2.12,class_0
693,2.08,class_0
697,2.08,class_0
698,2.16,class_0
699,2.14,class_0
700,2.08,class_0
701,2.1,class_0
702,2.12,class_0
703,2.14,class_0
704,2.12,class_0
705,2.16,class_0
706,2.16,class_0
708,2.2,class_0
710,2.12,class_0
711,2.16,class_0
712,2.08,class_0
715,2.16,class_0
716,2.08,class_0
717,2.16,class_0
718,2.14,class_0
719,2.14,class_0
720,2.2,class_0
721,2.16,class_0
722,2.1,class_0
724,2.16,class_0
725,2.08,class_0
726,2.16,class_0
727,2.16,class_0
728,2.16,class_0
729,2.18,class_0
730,2.18,class_0
731,2.1,class_0
733,2.08,class_0
734,2.16,class_0
735,2.08,class_0
736,2.16,class_0
737,2.16,class_0
738,2.14,class_0
739,2.16,class_0
740,2.16,class_0
741,2.16,class_0
742,2.2,class_0
743,2.2,class_0
744,2.16,class_0
745,2.12,class_0
746,2.16,class_0
747,2.16,class_0
748,2.12,class_0
749,2.12,class_0
750,2.1,class_0
762,2.1,class_0
763,2.16,class_0
764,2.18,class_0
765,2.16,class_0
766,2.16,class_0
767,2.2,class_0
768,2.2,class_0
769,2.16,class_0
770,2.16,class_0
771,2.16,class_0
772,2.14,class_0
773,2.16,class_0
775,2.12,class_0
776,2.1,class_0
777,2.16,class_0
778,2.16,class_0
782,2.12,class_0
783,2.14,class_0
785,2.2,class_0
786,2.16,class_0
787,2.16,class_0
788,2.16,class_0
789,2.14,class_0
790,2.14,class_0
791,2.14,class_0
794,2.18,class_0
796,2.2,class_0
797,2.18,class_0
798,2.16,class_0
799,2.16,class_0
801,2.16,class_0
805,2.12,class_0
806,2.14,class_0
807,2.16,class_0
808,2.22,class_0
809,2.16,class_0
810,2.16,class_0
811,2.16,class_0
812,2.14,class_0
813,2.12,class_0
814,2.16,class_0
815,2.16,class_0
816,2.12,class_0
818,2.12,class_0
819,2.16,class_0
820,2.18,class_0
826,2.12,class_0
827,2.16,class_0
828,2.2,class_0
829,2.2,class_0
830,2.18,class_0
831,2.16,class_0
832,2.16,class_0
833,2.14,class_0
834,2.12,class_0
835,2.12,class_0
836,2.14,class_0
837,2.16,class_0
838,2.16,class_0
839,2.2,class_0
840,2.22,class_0
841,2.2,class_0
842,2.18,class_0
843,2.16,class_0
844,2.12,class_0
854,2.16,class_0
855,2.16,class_0
856,2.16,class_0
857,2.16,class_0
859,2.14,class_0
860,2.16,class_0
861,2.18,class_0
862,2.16,class_0
863,2.16,class_0
864,2.18,class_0
866,2.2,class_0
867,2.16,class_0
868,2.16,class_0
869,2.16,class_0
870,2.12,class_0
873,2.18,class_0
874,2.12,class_0
875,2.16,class_0
876,2.16,class_0
877,2.16,class_0
878,2.2,class_0
879,2.16,class_0
880,2.18,class_0
883,2.18,class_0
884,2.18,class_0
885,2.16,class_0
886,2.18,class_0
887,2.22,class_0
888,2.16,class_0
889,2.12,class_0
891,2.18,class_0
894,2.16,class_0
895,2.18,class_0
896,2.2,class_0
897,2.22,class_0
898,2.16,class_0
899,2.18,class_0
900,2.16,class_0
905,2.18,class_0
906,2.18,class_0
907,2.16,class_0
909,2.12,class_0
910,2.16,class_0
912,2.18,class_0
913,2.18,class_0
914,2.18,class_0
915,2.18,class_0
916,2.18,class_0
917,2.18,class_0
918,2.18,class_0
920,2.16,class_0
921,2.16,class_0
922,2.12,class_0
924,2.16,class_0
925,2.2,class_0
926,2.2,class_0
927,2.16,class_0
934,2.14,class_0
935,2.18,class_0
936,2.2,class_0
937,2.22,class_0
938,2.2,class_0
939,2.2,class_0
940,2.24,class_0
941,2.2,class_0
942,2.16,class_0
943,2.18,class_0
944,2.16,class_0
945,2.16,class_0
947,2.16,class_0
948,2.12,class_0
949,2.16,class_0
950,2.2,class_0
951,2.16,class_0
958,2.16,class_0
959,2.18,class_0
960,2.2,class_0
961,2.18,class_0
962,2.14,class_0
963,2.16,class_0
964,2.2,class_0
965,2.2,class_0
966,2.2,class_0
968,2.18,class_0
969,2.2,class_0
971,2.16,class_0
972,2.18,class_0
973,2.18,class_0
974,2.14,class_0
975,2.16,class_0
976,2.18,class_0
977,2.18,class_0
983,2.14,class_0
984,2.16,class_0
985,2.16,class_0
986,2.16,class_0
987,2.16,class_0
988,2.18,class_0
989,2.2,class_0
990,2.2,class_0
991,2.2,class_0
992,2.2,class_0
993,2.18,class_0
994,2.16,class_0
995,2.16,class_0
996,2.16,class_0
997,2.16,class_0
998,2.16,class_0
999,2.16,class_0
1000,2.2,class_0
1001,2.26,class_0
1002,2.26,class_0
1003,2.24,class_0
1004,2.22,class_0
1005,2.18,class_0
1007,2.18,class_0
1008,2.2,class_0
1009,2.18,class_0
1010,2.2,class_0
1011,2.18,class_0
1012,2.16,class_0
1013,2.18,class_0
1014,2.18,class_0
1015,2.18,class_0
1016,2.18,class_0
1020,2.16,class_0
1021,2.2,class_0
1022,2.2,class_0
1023,2.18,class_0
1024,2.16,class_0
1025,2.16,class_0
1027,2.18,class_0
1028,2.2,class_0
1029,2.2,class_0
1030,2.18,class_0
1031,2.18,class_0
1033,2.2,class_0
1034,2.2,class_0
1035,2.2,class_0
1036,2.2,class_0
1037,2.2,class_0
1038,2.2,class_0
1039,2.2,class_0
1040,2.2,class_0
1041,2.2,class_0
1043,2.18,class_0
1044,2.18,class_0
1045,2.18,class_0
1046,2.18,class_0
1047,2.18,class_0
1048,2.18,class_0
1049,2.18,class_0
1050,2.18,class_0
1051,2.2,class_0
1052,2.2,class_0
1053,2.22,class_0
1054,2.2,class_0
1055,2.2,class_0
1057,2.16,class_0
1058,2.16,class_0
1059,2.2,class_0
1060,2.2,class_0
1061,2.14,class_0
1062,2.16,class_0
1063,2.2,class_0
1067,2.16,class_0
1068,2.18,class_0
1069,2.16,class_0
1070,2.24,class_0
1071,2.2,class_0
1072,2.2,class_0
1073,2.2,class_0
1074,2.18,class_0
1075,2.2,class_0
1076,2.2,class_0
1077,2.14,class_0
1078,2.16,class_0
1079,2.2,class_0
1080,2.18,class_0
1085,2.16,class_0
1086,2.16,class_0
1087,2.16,class_0
1088,2.16,class_0
1089,2.16,class_0
1090,2.18,class_0
1091,2.2,class_0
1092,2.2,class_0
1093,2.22,class_0
1094,2.2,class_0
1095,2.16,class_0
1100,2.16,class_0
1101,2.22,class_0
1102,2.2,class_0
1104,2.18,class_0
1106,2.18,class_0
1107,2.16,class_0
1108,2.2,class_0
1109,2.2,class_0
1110,2.24,class_0
1111,2.18,class_0
1112,2.22,class_0
1113,2.18,class_0
1116,2.22,class_0
1119,2.18,class_0
1120,2.2,class_0
1121,2.24,class_0
1123,2.22,class_0
1124,2.2,class_0
1127,2.18,class_0
1128,2.22,class_0
1129,2.16,class_0
1130,2.2,class_0
1131,2.2,class_0
1132,2.18,class_0
1133,2.2,class_0
1134,2.22,class_0
1135,2.2,class_0
1136,2.26,class_0
1137,2.34,class_0
1138,2.36,class_0
1140,2.26,class_0
1141,2.22,class_0
1142,2.2,class_0
1143,2.2,class_0
1144,2.22,class_0
1146,2.28,class_0
1147,2.3,class_0
1148,2.28,class_0
1149,2.22,class_0
1150,2.2,class_0
1151,2.22,class_0
1152,2.2,class_0
1153,2.18,class_0
1154,2.2,class_0
1155,2.2,class_0
1156,2.16,class_0
1157,2.2,class_0
1158,2.24,class_0
1160,2.16,class_0
1162,2.24,class_0
1163,2.24,class_0
1164,2.22,class_0
1165,2.28,class_0
1166,2.22,class_0
1167,2.24,class_0
1168,2.2,class_0
1169,2.24,class_0
1170,2.18,class_0
1171,2.2,class_0
1172,2.22,class_0
1175,2.16,class_0
1176,2.2,class_0
1177,2.2,class_0
1178,2.28,class_0
1179,2.24,class_0
1180,2.22,class_0
1181,2.22,class_0
1182,2.2,class_0
1183,2.2,class_0
1184,2.2,class_0
1186,2.22,class_0
1187,2.2,class_0
1188,2.16,class_0
1189,2.16,class_0
1190,2.16,class_0
1191,2.2,class_0
1192,2.22,class_0
1193,2.22,class_0
1194,2.22,class_0
1195,2.22,class_0
1196,2.22,class_0
1197,2.22,class_0
1198,2.22,class_0
1199,2.22,class_0
1200,2.22,class_0
1201,2.22,class_0
1202,2.22,class_0
1203,2.2,class_0
1204,2.2,class_0
1205,2.18,class_0
1206,2.18,class_0
1207,2.18,class_0
1208,2.18,class_0
1209,2.16,class_0
1210,2.16,class_0
1211,2.16,class_0
1212,2.16,class_0
1213,2.16,class_0
1214,2.16,class_0
1215,2.16,class_0
1216,2.16,class_0
1217,2.18,class_0
1218,2.2,class_0
1219,2.22,class_0
1220,2.24,class_0
1221,2.24,class_0
1222,2.2,class_0
1228,2.16,class_0
1229,2.18,class_0
1230,2.2,class_0
1231,2.24,class_0
1232,2.26,class_0
1233,2.26,class_0
1234,2.24,class_0
1235,2.2,class_0
1236,2.18,class_0
1237,2.18,class_0
1238,2.2,class_0
1239,2.24,class_0
1240,2.24,class_0
1241,2.24,class_0
1242,2.2,class_0
1245,2.24,class_0
1246,2.2,class_0
1247,2.22,class_0
1248,2.2,class_0
1249,2.24,class_0
1250,2.28,class_0
1251,2.3,class_0
1252,2.32,class_0
1255,2.24,class_0
1256,2.18,class_0
1257,2.22,class_0
1258,2.24,class_0
1259,2.24,class_0
1260,2.2,class_0
1261,2.3,class_0
1262,2.2,class_0
1264,2.24,class_0
1266,2.22,class_0
1267,2.24,class_0
1268,2.24,class_0
1269,2.24,class_0
1270,2.24,class_0
1273,2.24,class_0
1274,2.22,class_0
1275,2.24,class_0
1276,2.24,class_0
1277,2.24,class_0
1278,2.28,class_0
1279,2.24,class_0
1280,2.2,class_0
1283,2.24,class_0
1284,2.18,class_0
1285,2.24,class_0
1286,2.24,class_0
1287,2.22,class_0
1288,2.3,class_0
1289,2.22,class_0
1290,2.22,class_0
1293,2.24,class_0
1294,2.18,class_0
1295,2.24,class_0
1296,2.18,class_0
1297,2.24,class_0
1298,2.28,class_0
1300,2.22,class_0
1301,2.22,class_0
1302,2.2,class_0
1307,2.2,class_0
1308,2.24,class_0
1309,2.24,class_0
1310,2.24,class_0
1311,2.24,class_0
1312,2.22,class_0
1313,2.2,class_0
1314,2.18,class_0
1315,2.18,class_0
1316,2.18,class_0
1318,2.18,class_0
1319,2.18,class_0
1320,2.2,class_0
1321,2.22,class_0
1322,2.24,class_0
1323,2.24,class_0
1324,2.26,class_0
1325,2.24,class_0
1330,2.22,class_0
1331,2.24,class_0
1332,2.22,class_0
1333,2.32,class_0
1335,2.24,class_0
1336,2.24,class_0
1337,2.24,class_0
1338,2.22,class_0
1339,2.24,class_0
1342,2.24,class_0
1343,2.24,class_0
1344,2.32,class_0
1345,2.18,class_0
1346,2.26,class_0
1347,2.22,class_0
1348,2.24,class_0
1349,2.18,class_0
1350,2.26,class_0
1353,2.2,class_0
1354,2.26,class_0
1355,2.24,class_0
1356,2.32,class_0
1357,2.26,class_0
1358,2.24,class_0
1359,2.26,class_0
1360,2.24,class_0
1361,2.24,class_0
1362,2.2,class_0
1363,2.24,class_0
1364,2.22,class_0
1365,2.18,class_0
1366,2.18,class_0
1367,2.18,class_0
1368,2.22,class_0
1369,2.24,class_0
1370,2.24,class_0
1371,2.26,class_0
1372,2.26,class_0
1373,2.26,class_0
1374,2.26,class_0
1375,2.26,class_0
1376,2.24,class_0
1377,2.22,class_0
1378,2.22,class_0
1379,2.2,class_0
1391,2.2,class_0
1392,2.24,class_0
1393,2.26,class_0
1394,2.28,class_0
1395,2.24,class_0
1397,2.32,class_0
1398,2.24,class_0
1399,2.26,class_0
1401,2.24,class_0
1403,2.2,class_0
1404,2.2,class_0
1405,2.26,class_0
1406,2.24,class_0
1410,2.22,class_0
1411,2.28,class_0
1412,2.24,class_0
1413,2.26,class_0
1414,2.32,class_0
1415,2.26,class_0
1416,2.26,class_0
1417,2.26,class_0
1418,2.24,class_0
1419,2.26,class_0
1420,2.26,class_0
1421,2.2,class_0
1422,2.2,class_0
1423,2.24,class_0
1424,2.26,class_0
1425,2.26,class_0
1426,2.22,class_0
1433,2.22,class_0
1434,2.26,class_0
1435,2.26,class_0
1436,2.24,class_0
1438,2.22,class_0
1440,2.24,class_0
1442,2.26,class_0
1443,2.26,class_0
1444,2.32,class_0
1445,2.24,class_0
1446,2.26,class_0
1447,2.2,class_0
1450,2.26,class_0
1451,2.24,class_0
1452,2.22,class_0
1453,2.26,class_0
1455,2.24,class_0
1456,2.32,class_0
1457,2.26,class_0
1458,2.28,class_0
1459,2.22,class_0
1462,2.24,class_0
1463,2.26,class_0
1465,2.26,class_0
1466,2.26,class_0
1467,2.24,class_0
1468,2.26,class_0
1469,2.24,class_0
1470,2.32,class_0
1471,2.32,class_0
1472,2.24,class_0
1473,2.26,class_0
1474,2.24,class_0
1479,2.24,class_0
1480,2.26,class_0
1481,2.26,class_0
1482,2.24,class_0
1483,2.22,class_0
1484,2.2,class_0
1486,2.2,class_0
1487,2.2,class_0
1488,2.2,class_0
1489,2.22,class_0
1490,2.24,class_0
1491,2.24,class_0
1492,2.26,class_0
1493,2.26,class_0
1494,2.26,class_0
1495,2.26,class_0
1496,2.26,class_0
1497,2.26,class_0
1498,2.26,class_0
1499,2.26,class_0
1500,2.26,class_0
1501,2.24,class_0
1502,2.22,class_0
1504,2.2,class_0
1505,2.24,class_0
1506,2.26,class_0
1508,2.26,class_0
1509,2.24,class_0
1510,2.24,class_0
1512,2.26,class_0
1513,2.28,class_0
1514,2.26,class_0
1515,2.24,class_0
1517,2.28,class_0
1518,2.3,class_0
1519,2.32,class_0
1520,2.32,class_0
1521,2.32,class_0
1522,2.32,class_0
1524,2.28,class_0
1525,2.26,class_0
1526,2.24,class_0
1527,2.26,class_0
1528,2.26,class_0
1529,2.28,class_0
1530,2.26,class_0
1531,2.26,class_0
1532,2.24,class_0
1533,2.22,class_0
1534,2.2,class_0
1535,2.2,class_0
1561,2.22,class_0
1562,2.24,class_0
1563,2.24,class_0
1564,2.26,class_0
1565,2.26,class_0
1566,2.24,class_0
1567,2.24,class_0
1568,2.2,class_0
1577,2.2,class_0
1578,2.22,class_0
1579,2.24,class_0
1580,2.26,class_0
1581,2.26,class_0
1582,2.26,class_0
1583,2.28,class_0
1584,2.28,class_0
1585,2.28,class_0
1586,2.28,class_0
1587,2.28,class_0
1588,2.28,class_0
1589,2.28,class_0
1590,2.28,class_0
1591,2.28,class_0
1592,2.28,class_0
1593,2.26,class_0
1594,2.26,class_0
1595,2.24,class_0
1596,2.28,class_0
1597,2.32,class_0
1598,2.32,class_0
1599,2.32,class_0
1600,2.28,class_0
1601,2.24,class_0
1602,2.26,class_0
1603,2.26,class_0
1604,2.26,class_0
1605,2.24,class_0
1606,2.24,class_0
1607,2.24,class_0
1608,2.26,class_0
1609,2.26,class_0
1610,2.26,class_0
1613,2.26,class_0
1614,2.26,class_0
1615,2.26,class_0
1616,2.26,class_0
1617,2.26,class_0
1618,2.26,class_0
1619,2.26,class_0
1620,2.26,class_0
1621,2.26,class_0
1622,2.26,class_0
1623,2.26,class_0
1624,2.26,class_0
1625,2.26,class_0
1626,2.26,class_0
1627,2.26,class_0
1628,2.26,class_0
1629,2.26,class_0
1630,2.26,class_0
1631,2.24,class_0
1632,2.24,class_0
1633,2.22,class_0
1634,2.22,class_0
1635,2.2,class_0
1636,2.2,class_0
1637,2.2,class_0
1641,2.2,class_0
1642,2.2,class_0
1643,2.2,class_0
1644,2.2,class_0
1645,2.2,class_0
1648,2.2,class_0
1649,2.2,class_0
1650,2.24,class_0
1651,2.26,class_0
1652,2.26,class_0
1654,2.26,class_0
1655,2.26,class_0
1656,2.24,class_0
1657,2.24,class_0
1658,2.24,class_0
1659,2.24,class_0
1661,2.2,class_0
1662,2.26,class_0
1663,2.26,class_0
1664,2.26,class_0
1665,2.26,class_0
1666,2.26,class_0
1667,2.26,class_0
1668,2.26,class_0
1669,2.26,class_0
1670,2.28,class_0
1671,2.28,class_0
1672,2.28,class_0
1673,2.26,class_0
1674,2.26,class_0
1675,2.26,class_0
1676,2.26,class_0
1677,2.26,class_0
1678,2.26,class_0
1679,2.26,class_0
1680,2.26,class_0
1681,2.26,class_0
1682,2.26,class_0
1683,2.26,class_0
1684,2.26,class_0
1685,2.26,class_0
1686,2.26,class_0
1687,2.28,class_0
1688,2.26,class_0
1689,2.26,class_0
1690,2.26,class_0
1691,2.26,class_0
1692,2.24,class_0
1693,2.24,class_0
1694,2.24,class_0
1695,2.24,class_0
1696,2.24,class_0
1697,2.24,class_0
1698,2.24,class_0
1699,2.24,class_0
1700,2.24,class_0
1701,2.24,class_0
1702,2.24,class_0
1703,2.24,class_0
1704,2.24,class_0
1705,2.24,class_0
1706,2.24,class_0
1707,2.24,class_0
1708,2.24,class_0
1709,2.24,class_0
1710,2.24,class_0
1711,2.24,class_0
1712,2.24,class_0
1713,2.24,class_0
1714,2.26,class_0
1715,2.26,class_0
1716,2.26,class_0
1717,2.26,class_0
1718,2.26,class_0
1721,2.26,class_0
1722,2.26,class_0
1723,2.26,class_0
1724,2.26,class_0
