@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute value_17 numeric
@attribute value_18 numeric
@attribute value_19 numeric
@attribute value_20 numeric
@attribute value_21 numeric
@attribute value_22 numeric
@attribute class {class_0,class_1}

@data
2.083333,1,1,66,9.305344,9.200142,6.179763,6.766676,5.355127,5.40077,11.725192,10.358137,5.961433,8.498781,6.334773,5.337278,7.461458,6.821102,7.133742,7.072817,6.137204,12.523785,13.061685,class_0
6.5,1,1,67,8.983281,9.403175,5.555601,6.818135,5.009272,5.046213,10.73689,10.156113,5.939396,8.997892,6.708188,5.467044,7.613014,7.08728,7.242256,6.853554,6.210994,12.648854,12.832481,class_0
4,0,1,77,8.854973,9.033513,6.044802,7.060938,5.05201,5.388317,10.981609,10.59417,5.78318,8.579861,6.954026,5.565702,7.618952,7.182407,7.326393,7.667911,6.581137,12.553398,12.853888,class_0
1.416667,1,1,72,9.145019,9.647223,5.842871,6.716879,5.105944,5.225762,11.095333,10.759279,5.95823,8.456962,6.251618,5.314183,7.340729,7.495363,7.856235,9.460672,6.11436,12.778396,13.059336,class_0
1.916667,1,1,61,8.172985,8.253574,6.408478,7.105086,5.238331,5.099324,11.834637,8.737882,6.041268,8.283298,6.107894,5.665246,7.702281,6.943442,6.622707,7.040299,6.775788,13.109895,13.58813,class_0
5.166667,0,1,74,8.950238,8.507262,6.119208,6.835736,5.24507,5.168105,11.967086,9.26636,5.913044,9.399772,6.570369,5.401708,7.726311,6.926088,6.970574,6.669696,6.511043,11.956242,12.620176,class_0
3.583333,0,1,57,8.755663,9.386018,5.640474,6.900329,4.890447,5.168577,10.923473,9.70932,5.987744,8.613922,6.526119,5.453891,7.758412,7.616869,8.388654,9.191251,6.497452,12.396673,12.758912,class_0
3.583333,0,1,67,8.317017,8.204319,5.968496,7.094103,5.188365,5.135148,10.844076,12.316859,6.340245,8.567166,6.157555,5.666552,7.717725,7.595519,7.740412,8.392093,6.658687,11.957914,12.384828,class_0
5.333333,0,1,74,8.407571,8.709217,5.759673,6.947162,5.181817,5.098784,11.114733,9.93013,5.996279,9.302956,6.937857,5.565834,7.888474,8.191874,8.530483,8.569269,6.586087,11.957825,12.222089,class_0
8.916667,0,1,59,8.158872,8.168,5.98416,7.195537,5.123507,5.134545,10.116836,10.638532,5.986081,9.134822,6.931414,5.252534,7.806827,7.672523,8.441058,6.163842,6.235586,12.689116,13.128087,class_0
2.083333,1,1,75,8.878741,9.431915,5.695783,6.868167,5.049592,5.1353,10.830098,10.804819,5.925751,8.601545,6.496558,5.244328,7.825121,7.697949,7.916705,7.280828,6.583016,12.980422,13.363988,class_0
3.083333,1,1,59,9.643771,9.57157,6.544454,7.17569,5.9456,5.470384,11.022542,9.660082,5.992151,8.744339,6.857884,5.629109,7.72359,7.604513,7.908391,7.102051,6.732928,12.406765,13.287374,class_0
3.333333,0,1,43,8.950385,9.455545,5.984781,6.802452,5.111967,5.31608,11.62339,9.576234,5.75396,8.947701,6.718177,5.352531,7.564856,7.933422,8.626452,7.600852,6.152848,12.685261,13.024282,class_0
5.916667,1,1,54,8.95668,9.548795,5.703824,7.014555,5.057916,5.295887,10.928546,9.769249,5.76159,9.277301,7.532848,5.341262,7.740801,7.837257,7.908208,8.973057,6.363278,12.35569,12.674367,class_0
9.166667,0,1,47,8.651926,9.268312,6.05609,7.045084,5.418245,5.389499,11.034146,9.206509,5.87153,9.021149,6.761278,5.423246,8.061359,8.365276,8.844086,8.198147,6.16399,12.5748,12.77809,class_0
3.166667,1,1,68,9.648571,9.900349,6.547681,6.968964,5.598745,5.436398,10.788018,10.889872,6.00933,8.799355,6.404301,5.270881,8.013173,7.713464,8.014841,6.768124,6.575955,13.011708,13.525559,class_0
7.333333,0,1,35,9.151341,9.717733,5.821498,7.05534,5.002542,5.162118,10.936695,10.333816,6.119474,9.305838,7.466158,5.348665,7.821019,7.788658,8.007404,7.528176,6.53994,12.796238,13.047807,class_0
0.666667,1,1,54,8.642132,9.076182,5.972498,7.024796,5.638968,5.648981,11.340674,9.468338,5.756468,8.579382,6.81269,8.588029,8.248164,6.917536,6.929264,9.927241,6.32839,13.173204,13.594017,class_0
3,0,1,58,8.149294,8.773804,6.209882,6.976204,6.473645,6.757151,11.410409,10.504906,5.776862,7.859003,6.118484,5.34809,7.613721,7.850512,8.383698,7.55685,6.032991,13.409744,13.666695,class_0
1.25,1,1,65,8.65918,9.005738,5.846129,6.982201,5.014636,5.267991,11.019783,8.371479,5.982618,8.586006,6.058224,5.418505,7.914401,8.079592,8.455275,7.7832,6.790135,12.027729,12.631873,class_0
0.75,1,1,66,8.215844,8.737203,6.64016,7.642261,5.817648,5.276961,10.615705,8.285844,6.159751,8.551648,6.185465,5.501381,8.076535,7.284833,7.055598,6.557067,6.923484,13.078975,13.524993,class_0
0.916667,1,1,76,8.882421,8.625269,6.731358,7.28028,5.304576,5.471194,11.44376,7.529148,5.908282,8.506444,6.361178,6.230971,7.868029,8.255304,9.41129,8.910777,6.206874,13.004958,13.525092,class_0
6.583333,1,1,53,8.75988,9.030256,6.069066,6.930016,5.279867,5.250469,11.106991,9.16343,5.716006,8.808591,6.637516,5.284277,7.518767,7.696807,8.412672,9.315587,6.212417,12.294262,12.724983,class_0
8.75,0,1,60,8.852277,9.302269,5.710159,6.864322,5.23687,5.340183,10.464119,10.466083,5.81478,8.969039,7.082469,5.116036,7.418471,7.952181,8.476699,7.133744,6.111043,12.312928,12.6392,class_0
0.333333,1,1,67,8.720415,8.855112,6.425968,7.197906,5.358741,5.460891,11.069073,8.913259,5.730946,8.918189,6.403222,5.918235,8.183451,6.736801,6.649699,8.224299,6.174968,13.095348,13.474054,class_0
3,1,1,62,9.804606,10.217034,6.039543,6.819809,5.386773,5.473098,11.312995,8.843571,5.783272,8.6056,6.434295,5.111294,7.611017,6.923666,7.263229,7.922515,6.225671,12.867394,13.216175,class_0
3.666667,1,1,61,8.546562,8.9158,6.298117,6.985579,5.480686,5.76065,11.400227,11.038098,5.829085,8.358673,6.383424,5.247982,7.890555,6.670172,6.719413,7.045781,6.710264,12.844057,13.128867,class_0
6.166667,1,1,63,9.214905,9.542815,6.219397,7.057964,5.367059,5.113585,10.413019,9.116705,5.902545,8.829255,6.777329,5.458858,8.111968,7.609852,8.010894,6.838285,6.359775,12.914078,13.281395,class_0
1.083333,1,1,62,8.270998,8.713765,5.775979,7.188977,5.395945,5.378288,11.170485,11.253982,6.034174,8.765487,6.820184,5.374372,8.007666,7.691232,7.764123,7.530751,6.598764,12.493062,12.977006,class_0
5.333333,1,1,61,9.268377,9.962608,5.732483,6.865015,5.147189,5.316297,11.067875,10.626039,5.802926,9.449109,7.603253,5.183529,7.707681,7.003381,7.049518,6.661657,6.183872,12.977227,13.262307,class_0
5.666667,0,1,60,8.822025,8.871309,5.976841,6.922705,5.400532,5.437358,10.951006,9.546075,5.917814,9.89508,8.01486,5.299097,7.494827,6.742265,7.520998,7.058062,6.555033,12.392722,12.989728,class_0
5.333333,0,1,57,9.456058,10.210585,5.719001,7.073603,5.194591,5.235324,10.300028,10.614382,6.043863,8.438715,6.915386,5.436131,7.781608,7.182293,6.853167,7.070491,6.620941,13.099369,13.38467,class_0
1.083333,1,1,71,9.113671,9.252899,5.754512,7.092032,5.411816,5.235012,11.073036,9.396774,5.863797,8.722579,6.841205,5.381387,8.141007,7.595726,7.354301,6.598082,6.990303,13.094334,13.52445,class_0
7.916667,0,1,53,8.674683,9.131117,6.176082,6.852787,6.128573,6.038382,11.415579,9.997998,5.859917,8.792461,6.73474,5.458086,7.682701,6.87862,7.240289,8.968044,6.216628,13.468651,13.740391,class_0
6.166667,0,1,68,8.132068,7.890688,6.032077,7.173969,5.332348,5.368028,11.13727,9.361293,5.916886,8.573017,6.276954,5.493455,7.977201,7.397749,8.60368,8.207388,6.36413,12.878447,13.412984,class_0
4,0,1,65,8.879215,9.395307,6.450181,7.021043,5.702365,5.600979,11.503515,9.71367,5.882059,8.381965,6.550652,5.343936,7.612206,8.110997,8.717946,7.478415,6.342462,13.178817,13.562733,class_0
2.333333,0,1,68,8.451325,8.771871,5.978572,6.807356,5.119441,5.328992,10.964614,9.560776,5.901594,8.02659,6.009702,5.264161,7.813179,7.325556,7.741126,7.79283,6.25415,12.642983,13.143701,class_0
3.083333,0,1,56,8.464176,8.990826,6.041358,6.927218,5.319193,5.340839,10.368922,10.518079,5.995229,8.341467,6.325356,5.239798,7.847387,7.576397,8.526424,8.866757,6.270431,12.64183,13.078009,class_0
6.333333,0,1,61,8.538642,8.730837,5.970033,6.789384,5.231242,5.044953,10.8709,9.810682,5.887275,9.284301,6.990155,5.369124,7.801607,7.428467,7.886868,7.768048,6.32677,13.081392,13.507566,class_0
5.5,0,1,73,8.81731,9.135479,5.758655,6.869044,5.349148,5.172286,10.797211,9.90189,6.034037,9.189314,7.312248,5.765964,7.985725,7.817427,7.897162,6.194666,6.542211,12.852849,13.217456,class_0
0.583333,1,1,72,8.637545,8.712224,6.849239,7.128611,6.54373,6.852109,11.785201,9.240829,5.945971,7.651981,6.106175,5.421838,7.673402,7.682595,7.976667,7.339415,6.593545,13.412658,13.788214,class_0
1.916667,0,1,64,8.578245,8.830861,6.077599,6.881377,5.344846,5.418821,10.787945,11.132666,6.243101,8.671401,6.784759,5.328543,7.70125,7.832547,8.301905,8.199717,6.503513,12.764781,13.017978,class_0
2.166667,0,1,60,8.63745,8.974536,6.432571,7.201931,5.750685,5.664231,10.735231,9.986476,5.912546,8.825204,7.159299,5.212526,7.778375,8.112574,8.416676,7.605584,6.632092,12.904679,13.104377,class_0
2.5,0,1,64,9.037234,9.757969,6.006121,7.272673,5.627686,5.81344,11.873588,9.417055,5.813355,7.898124,6.333819,5.444874,7.824856,8.063281,8.573819,8.081068,6.295325,13.54432,13.830146,class_0
3.333333,0,1,62,8.680498,8.868691,5.979716,7.085409,5.44313,5.599279,11.383451,8.634449,6.074151,8.839992,6.853084,5.396497,8.150238,7.596361,7.144887,6.435529,6.655124,12.94179,13.281574,class_0
7,0,1,75,8.358036,8.180936,5.645285,7.034223,5.119621,5.115053,11.116207,9.169141,5.948663,8.275652,6.171403,5.250485,7.822,7.264392,7.658353,7.975278,6.699047,12.192273,12.567619,class_0
1.5,1,1,76,8.651023,9.018829,6.269545,7.323634,5.571612,5.88976,10.799671,9.891289,5.940761,8.607033,6.701272,5.529855,7.880346,7.011554,7.06238,7.907881,6.663584,12.85497,13.063501,class_0
6.666667,0,1,54,8.408583,8.195438,6.492999,7.110718,5.598107,5.326623,11.332281,9.475748,5.836994,8.932682,6.635336,5.504184,7.853729,7.059488,6.905048,8.270125,6.393942,11.951181,12.669033,class_0
1,1,1,74,8.657363,8.382947,6.451319,6.939039,5.441115,5.264455,11.050333,9.761374,6.428538,9.306112,7.021574,5.459648,7.756795,7.622715,8.361403,7.339791,6.373392,13.227734,13.69008,class_0
6.75,0,1,69,8.905679,9.398482,6.733694,6.955052,5.845656,5.701806,11.414524,9.69916,6.039505,8.304455,6.231964,6.350184,7.938535,7.329553,7.718148,6.928002,6.726727,12.994185,13.352508,class_0
6.25,0,1,75,8.87906,8.91569,6.234477,6.881197,5.196621,5.175117,10.197976,8.762631,5.86269,8.117492,6.120006,5.339388,7.905057,7.721828,8.230765,7.021235,6.674729,11.925655,12.469442,class_0
8.083333,0,1,64,8.348838,8.387947,6.287253,6.957228,5.201221,5.292462,11.325361,10.102312,6.039915,8.204597,6.244875,5.428043,7.776394,7.473446,7.324578,7.974802,6.863123,12.13565,12.492248,class_0
1.5,1,1,79,9.390291,9.775784,5.872312,7.235035,5.185221,5.24462,10.79842,8.98829,5.924946,8.417295,6.468664,5.507607,7.654101,7.330146,7.489689,7.748105,6.507723,12.627015,13.045536,class_0
2.666667,1,1,69,9.175327,9.611436,5.919597,7.250514,5.62706,5.502438,11.531242,10.192906,5.950597,8.241282,6.603734,5.619255,7.695528,7.457321,8.208601,6.878989,6.528634,12.945357,13.239063,class_0
0.833333,1,1,77,9.039084,9.427622,6.600902,7.440136,5.758782,5.661473,11.32456,7.94967,5.939504,8.050205,6.382203,6.768989,7.941929,9.238075,10.187043,7.75326,6.448076,13.424967,13.806,class_0
4.183333,1,1,66,8.526133,8.838001,5.845219,7.03171,5.354824,5.371949,11.101466,9.453298,6.203093,8.026662,6.385674,5.276069,7.471156,7.575421,7.839614,9.74093,6.504594,12.456491,12.712608,class_0
2.3,1,1,60,9.020553,9.449282,6.30571,7.078274,5.256643,5.354931,11.581734,10.11851,6.23513,8.362051,6.750113,5.71863,7.55051,7.160758,6.891349,9.797599,6.378346,12.992281,13.228168,class_0
0.2,1,1,71,9.938608,10.346626,6.466134,7.324977,8.972201,8.66722,11.045127,8.581248,5.838963,9.804199,7.833397,5.86618,7.054081,7.041009,7.37547,10.570021,6.410794,13.875849,14.135913,class_0
1.466667,1,1,58,8.326861,8.407569,7.111621,7.528035,7.019943,6.986395,12.538252,8.711752,5.78673,8.052918,6.224772,5.307199,7.0084,8.266162,8.97126,10.270565,6.050685,13.283732,13.660864,class_0
1.358333,1,1,63,8.726351,8.881768,6.400859,6.819625,5.275743,5.566184,11.652438,9.094765,5.995096,7.792758,6.007668,5.805425,7.543693,6.518637,6.366418,9.784501,6.373496,13.100018,13.392396,class_0
6.766667,1,1,76,8.860449,9.563328,6.53298,7.018694,5.514648,5.538672,11.215084,9.771518,5.752141,7.581694,5.855262,5.314359,7.174333,6.911943,7.403262,8.462,6.519618,13.167178,13.352942,class_0
4.916667,1,1,59,8.335419,8.690994,5.764597,6.804444,5.151678,5.111973,10.728899,10.425306,5.96824,9.208575,6.887078,5.374142,7.350639,7.250212,7.658187,9.640632,6.232705,12.388629,12.788658,class_0
7.716667,1,1,71,9.069007,9.604895,5.937608,6.726719,5.549903,5.664434,11.136372,10.109509,5.944199,8.999426,6.876423,5.210237,7.562171,6.735729,6.823936,8.512911,6.797385,12.994201,13.312003,class_0
5.166667,0,1,75,8.625406,8.936133,6.359453,6.975586,5.766685,5.868744,11.352775,10.362354,5.950712,8.873684,6.532895,5.191669,7.22322,7.174146,7.918431,9.429756,6.313755,12.841467,13.400126,class_0
5.191667,1,1,61,9.103575,9.587808,6.784746,7.082223,6.126941,6.659705,11.205025,10.135912,6.079178,8.468531,6.440989,5.634154,7.374238,7.454861,7.840528,7.707242,6.075494,12.67525,12.95036,class_0
5.983333,0,1,65,9.067614,9.420129,5.924105,6.708807,5.676995,5.555388,11.39488,9.228431,5.801326,8.445273,6.279757,5.320011,7.082717,7.997687,8.679875,10.260445,6.06695,12.682518,13.164326,class_0
7,0,1,69,8.672393,9.177027,6.668813,7.028359,6.29253,6.929665,11.296081,11.130883,5.97985,7.22132,5.870233,5.21507,7.501479,6.767738,7.122466,8.624681,6.306107,13.387113,13.773915,class_0
1.55,1,1,73,9.975477,10.269176,5.818784,6.715882,5.119391,5.313524,10.902206,10.923912,5.80253,10.338873,8.259595,5.194092,7.366548,6.95081,7.532615,9.266611,6.268741,12.35711,12.822675,class_0
3.816667,1,1,51,8.244116,8.238741,6.934767,7.312557,6.400291,6.556421,11.357991,9.263416,5.983936,8.477107,6.084467,5.315937,7.034382,7.396737,7.960035,9.866477,6.555248,12.857756,13.268285,class_0
9.208333,0,1,60,8.375081,8.643197,6.575525,6.840982,5.444136,5.495926,11.412768,9.934399,5.77378,8.432457,6.445465,5.194634,7.018274,8.396969,9.200191,9.333058,6.462821,12.785672,13.136582,class_0
11.133333,0,1,42,8.916851,9.46314,6.025875,6.778878,5.362302,5.461857,11.503505,10.176813,5.992623,8.018296,6.126814,5.083422,7.130653,7.13101,7.586676,8.234059,6.680259,12.701478,13.058403,class_0
5.875,1,1,56,8.839371,8.971096,5.808018,6.613777,4.940075,5.15506,11.492942,9.114619,5.956465,8.074013,6.097874,5.315717,7.42042,7.250104,8.008211,8.763495,6.256324,12.495594,12.745248,class_0
1.408333,1,1,62,8.56007,8.810479,6.543819,7.258295,6.304657,6.145554,11.222352,9.032581,5.716853,8.688671,6.521066,5.366468,7.249332,7.341068,8.142199,9.360542,6.289694,12.675119,13.029436,class_0
8.616667,0,1,65,8.708976,8.87825,6.464923,6.989374,5.431516,5.327223,11.401653,9.885155,5.932219,9.797402,7.6217,5.176403,7.280992,7.249188,7.865532,9.700648,6.52355,12.447093,12.777985,class_0
1.583333,1,1,72,9.147949,9.485537,5.920435,6.692547,5.354828,5.338359,10.802815,10.885286,5.896572,8.398966,6.150917,5.370357,7.409942,7.441808,8.250457,10.29901,6.218131,12.254587,12.547869,class_0
7.008333,1,1,65,8.575575,8.881888,5.934789,6.532181,5.226433,5.227583,11.062319,9.340276,5.809072,8.976987,6.873896,5.216303,7.145673,8.32757,9.078846,8.386158,6.312039,12.639204,12.962865,class_0
5.316667,0,1,63,8.79296,9.148946,5.755546,6.673668,5.278845,5.368255,11.397759,9.174574,5.752111,9.364106,6.96464,5.190889,7.19927,7.739348,8.611792,7.941415,6.255182,12.823168,13.20516,class_0
2.35,1,1,64,8.470625,8.769212,6.188502,6.97626,6.11639,6.059193,10.905934,8.936202,6.172985,7.987548,6.214508,5.340729,7.174696,7.110016,7.879351,10.702411,5.983241,13.269526,13.544431,class_0
0.6,1,1,69,8.192016,8.427984,6.315413,7.143156,6.399075,6.128894,10.711205,9.31127,5.640677,8.124413,6.095312,5.530937,7.365062,7.315343,7.473247,9.93619,6.490372,13.07238,13.358701,class_0
6.625,1,1,67,8.956938,9.195367,6.256087,6.975962,5.495147,5.50895,11.083672,11.323691,5.946434,8.268527,6.57932,5.50396,7.286541,7.212307,7.842701,8.49916,6.568324,13.267158,13.556096,class_0
8.433333,0,1,60,8.746864,9.238284,5.965946,6.733286,5.709843,5.599758,11.502133,9.795361,5.82685,8.116516,6.288188,5.292881,7.120514,7.874872,8.635732,8.917561,6.152407,13.014623,13.381216,class_0
14.008333,0,1,46,8.903762,9.260981,6.763704,6.884348,6.942438,7.234896,11.09809,9.748094,6.073963,7.231903,5.725308,5.309764,7.233954,6.621821,6.430791,6.625246,6.140142,13.082458,13.29047,class_0
1.241667,1,1,77,8.754015,8.447539,7.292935,7.282077,6.775964,6.021052,11.811674,11.646322,6.212398,7.768339,5.849099,5.308959,7.3368,7.31631,7.705353,8.784795,6.544435,12.789138,13.252979,class_0
0.8,1,1,56,9.05636,9.105966,6.112715,6.702163,5.659631,5.38721,10.732158,9.666182,6.129477,8.362873,6.334474,5.244101,7.353279,7.572336,8.288214,9.217323,6.213974,12.90228,13.122154,class_0
5.2,0,1,51,8.906884,9.388874,6.439285,7.037201,5.840336,6.17246,11.394416,9.323427,5.930325,8.280799,6.370874,5.454559,7.372863,7.589241,8.223657,10.51276,6.368735,12.550452,12.881735,class_0
5.658333,1,1,58,8.982033,9.414426,5.798926,6.850836,5.066871,5.216275,11.31695,10.298434,5.989963,8.672764,6.52078,5.420327,7.663949,7.077809,7.52934,7.889591,6.536003,12.652651,12.957631,class_0
3.025,0,1,81,8.70362,8.848109,6.751814,7.031232,6.277304,5.956211,11.923282,9.444747,6.023688,8.499432,6.320049,5.354608,7.413302,7.343186,8.212398,10.155002,6.306037,12.74139,13.254,class_0
1.041667,1,1,68,10.326334,10.871066,6.793768,7.261288,7.065115,7.363317,12.10411,11.240763,5.937466,8.697947,7.159126,5.208312,7.114505,6.417992,6.599042,9.491168,6.234804,13.250724,13.654744,class_0
2.458333,0,1,73,10.542125,10.884057,5.544726,6.623882,5.003894,5.148613,11.282883,10.478545,5.937394,8.618538,6.439123,5.559209,7.15932,6.819733,7.458362,9.348486,6.408488,11.914081,12.442445,class_0
4.475,0,1,63,8.63685,8.819807,5.790853,6.949375,5.229763,5.262225,11.046811,10.410147,6.15255,7.733184,6.004638,5.346556,7.582622,6.754538,6.686491,8.549032,6.520725,12.730401,13.104845,class_0
1.816667,0,1,70,9.128359,9.295799,6.10168,6.721864,5.155642,5.211937,11.390726,11.516174,5.978438,7.620359,6.002655,5.279634,7.540894,7.066854,7.288946,8.542762,6.687619,12.351556,12.846635,class_0
4.65,0,1,78,8.720068,8.842037,5.807755,6.487382,5.101571,5.128637,11.337918,8.553366,5.841446,7.683763,5.786583,5.591184,7.146046,8.45834,9.392084,9.675152,6.406778,12.785305,13.194036,class_0
1.75,1,1,54,10.30068,11.004762,6.086787,6.515915,5.883434,5.679363,11.187393,10.16568,6.196926,8.135082,6.326745,5.475275,7.451338,6.616101,6.46571,7.637509,7.106859,13.181656,13.597247,class_0
0.608333,1,1,78,9.943428,9.935015,6.120821,6.571999,5.055894,5.202506,10.711225,10.403696,5.863555,7.815974,5.742187,5.36596,7.378909,7.041965,7.631073,9.0372,6.316662,12.469413,13.009905,class_0
