@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5,class_6}

@data
-8.887525,23.152794,-24.799999,1454,class_3
-9.711772,25.30003,-27.1,1448,class_3
-10.536017,27.447264,-29.399999,1441,class_3
-11.360264,29.5945,-31.7,1441,class_3
-12.18451,31.741734,-33.999999,1430,class_3
-13.008757,33.888969,-36.3,1434,class_3
-13.833002,36.036201,-38.599997,1445,class_3
-14.657249,38.183441,-40.900002,1464,class_3
-15.481496,40.330677,-43.200003,1471,class_3
-16.305742,42.477909,-45.5,1442,class_3
-17.129988,44.625145,-47.8,1436,class_3
-17.954233,46.772377,-50.099997,1434,class_3
-18.778481,48.919617,-52.400002,1428,class_3
25.889923,24.142742,35.400002,1558,class_4
24.207806,22.574144,33.099998,1563,class_4
22.452559,20.937349,30.7,1581,class_4
20.84358,19.436953,28.499999,1548,class_4
19.161467,17.868357,26.199999,1572,class_4
17.479353,16.299761,23.9,1574,class_4
15.79724,14.731165,21.6,1578,class_4
14.115126,13.162568,19.299999,1576,class_4
12.433013,11.593972,17,1583,class_4
10.750899,10.025375,14.7,1584,class_4
9.068786,8.456779,12.4,1566,class_4
7.313537,6.819983,10,1568,class_4
5.704559,5.319587,7.8,1577,class_4
3.94931,3.682791,5.4,1587,class_4
2.194061,2.045995,3,1606,class_4
0.511948,0.477399,0.7,1593,class_4
-1.097031,-1.022997,-1.5,1584,class_4
-2.779144,-2.591594,-3.8,1595,class_4
-4.461257,-4.16019,-6.1,1617,class_4
-6.070236,-5.660586,-8.3,1552,class_4
-7.825484,-7.297382,-10.7,1597,class_4
-9.507598,-8.865978,-13,1615,class_4
-11.189712,-10.434575,-15.3,1626,class_4
-12.871825,-12.003171,-17.6,1626,class_4
-14.553938,-13.571767,-19.899999,1586,class_4
-16.236053,-15.140364,-22.200001,1624,class_4
-23.110777,-21.551149,-31.600001,1600,class_4
-24.719755,-23.051544,-33.8,1585,class_4
1.975958,-45.256886,45.300001,1738,class_5
1.775309,-40.661263,40.7,1690,class_5
1.674985,-38.363453,38.400001,1729,class_5
1.57466,-36.065639,36.099999,1719,class_5
1.474335,-33.76783,33.8,1702,class_5
1.374011,-31.470018,31.499999,1754,class_5
1.273686,-29.172209,29.200001,1741,class_5
1.173362,-26.874397,26.9,1736,class_5
1.073037,-24.576586,24.6,1731,class_5
0.972712,-22.278774,22.299999,1725,class_5
0.872388,-19.980965,20,1710,class_5
0.767701,-17.583248,17.599999,1673,class_5
0.667377,-15.285438,15.3,1669,class_5
0.567052,-12.987627,13,1641,class_5
0.466727,-10.689816,10.7,1675,class_5
0.366403,-8.392005,8.4,1681,class_5
0.266078,-6.094194,6.1,1645,class_5
0.165754,-3.796383,3.8,1594,class_5
0.065429,-1.498572,1.5,1583,class_5
-0.034896,0.799239,-0.8,1599,class_5
-0.13522,3.097049,-3.1,1578,class_5
-0.235545,5.39486,-5.4,1548,class_5
-0.335869,7.692671,-7.7,1543,class_5
-0.436194,9.990482,-10,1537,class_5
-0.536518,12.288293,-12.3,1543,class_5
-0.636843,14.586104,-14.6,1519,class_5
-0.74153,16.98382,-17,1500,class_5
-0.841854,19.28163,-19.299999,1488,class_5
-0.942179,21.579441,-21.599999,1486,class_5
-1.042503,23.877253,-23.9,1483,class_5
-1.142828,26.175064,-26.200001,1481,class_5
-1.243152,28.472874,-28.499999,1485,class_5
-1.343477,30.770685,-30.8,1480,class_5
-1.443802,33.068493,-33.099997,1479,class_5
-1.544126,35.36631,-35.400003,1505,class_5
-1.644451,37.66412,-37.700002,1482,class_5
-1.744776,39.961929,-40,1481,class_5
-1.8451,42.259739,-42.299999,1489,class_5
24.853218,49.847843,55.699999,1531,class_6
23.826963,47.789497,53.400002,1533,class_6
22.800707,45.731144,51.099998,1539,class_6
21.729834,43.583305,48.700002,1526,class_6
20.703579,41.524956,46.400001,1551,class_6
19.677322,39.466602,44.099997,1549,class_6
18.651068,37.408257,41.8,1532,class_6
16.553938,33.202065,37.099999,1538,class_6
15.572305,31.233212,34.900003,1550,class_6
14.546048,29.174858,32.599998,1536,class_6
13.475174,27.027018,30.2,1519,class_6
12.448918,24.968668,27.899999,1536,class_6
11.422665,22.91032,25.600001,1535,class_6
10.396409,20.851971,23.3,1536,class_6
9.370154,18.793621,21,1533,class_6
8.3439,16.735273,18.700001,1528,class_6
7.317644,14.676923,16.399999,1539,class_6
6.291389,12.618575,14.100001,1546,class_6
5.265134,10.560225,11.8,1552,class_6
4.238879,8.501877,9.5,1557,class_6
3.212624,6.443527,7.2,1573,class_6
2.186369,4.385179,4.9,1553,class_6
1.160114,2.326829,2.6,1576,class_6
0.133859,0.26848,0.3,1591,class_6
-0.937015,-1.879362,-2.1,1591,class_6
-1.96327,-3.937711,-4.4,1624,class_6
-2.989525,-5.99606,-6.7,1633,class_6
-4.01578,-8.054409,-9,1597,class_6
-5.042036,-10.112759,-11.3,1605,class_6
-6.06829,-12.171107,-13.6,1629,class_6
-7.049925,-14.139963,-15.8,1658,class_6
-8.07618,-16.198313,-18.100001,1664,class_6
-9.147056,-18.346155,-20.500001,1667,class_6
-10.173309,-20.404503,-22.799999,1671,class_6
-11.199565,-22.462852,-25.1,1687,class_6
-12.22582,-24.521202,-27.4,1682,class_6
-13.252075,-26.579552,-29.700001,1668,class_6
-14.27833,-28.637899,-32,1673,class_6
-15.304585,-30.696247,-34.299998,1684,class_6
-16.330839,-32.754597,-36.599999,1668,class_6
-17.357096,-34.812946,-38.9,1618,class_6
-18.38335,-36.871296,-41.2,1658,class_6
-19.409605,-38.929646,-43.500001,1644,class_6
-20.43586,-40.987991,-45.799998,1647,class_6
-21.462114,-43.046341,-48.099998,1642,class_6
-22.488371,-45.104694,-50.400003,1616,class_6
