@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute class {class_0,class_1}

@data
1570,773,10,2,457,386,360,398,587,496,460,511,44,58,40,4,class_0
1580,504,10,1,555,423,351,433,686,538,435,540,76,78,81,11,class_0
1586,609,10,2,516,454,329,450,630,550,390,546,21,9,10,0,class_0
1591,755,10,2,370,308,294,317,439,368,355,379,16,17,17,5,class_0
1602,318,10,1,447,388,340,373,571,496,440,479,47,41,80,11,class_0
3484,217,10,2,429,371,312,388,519,492,390,484,19,12,6,1,class_0
21078,900,11,2,513,315,396,449,654,732,512,576,8,4,8,0,class_0
29020,901,11,2,576,461,414,467,731,591,534,598,43,47,37,14,class_0
1846,97,12,2,367,324,286,313,473,412,359,398,16,13,28,3,class_0
1847,105,12,2,484,416,339,382,606,522,440,486,20,12,30,10,class_0
1850,147,12,2,464,413,334,395,572,507,405,483,23,36,22,8,class_0
1852,165,12,2,436,361,312,338,512,445,379,407,11,10,25,8,class_0
1854,171,12,2,516,421,340,436,671,541,459,570,30,21,22,0,class_0
1856,214,12,2,578,426,368,468,693,534,463,574,31,22,17,5,class_0
1859,241,12,2,411,356,308,355,548,470,406,472,30,14,16,12,class_0
1866,331,12,2,411,331,301,345,490,401,366,418,26,11,29,1,class_0
1867,336,12,2,385,320,295,329,481,405,377,416,22,31,20,2,class_0
1868,340,12,2,642,517,405,513,809,641,496,638,46,36,52,3,class_0
1873,459,12,2,419,363,314,363,531,438,378,445,37,35,31,6,class_0
1874,469,12,2,478,399,347,404,630,548,445,531,63,26,50,16,class_0
1879,545,12,2,389,331,303,341,495,414,365,425,20,29,16,1,class_0
1880,549,12,2,379,356,334,337,465,427,396,405,7,20,28,8,class_0
1881,552,12,1,565,387,331,302,642,549,345,373,0,0,0,0,class_0
1883,597,12,2,430,372,311,344,531,477,394,434,9,16,27,6,class_0
1887,759,12,2,491,377,339,394,645,473,434,504,25,11,17,14,class_0
1889,793,12,2,431,374,325,362,541,471,401,450,29,15,44,8,class_0
1891,951,12,2,351,315,309,323,443,392,358,396,19,23,14,2,class_0
1893,1039,12,2,539,362,287,303,661,507,348,366,4,5,6,12,class_0
1896,1066,12,2,447,370,308,358,564,469,385,451,25,21,29,4,class_0
1899,825,12,2,448,314,289,292,548,388,355,359,5,13,22,14,class_0
1900,1118,12,2,351,312,269,294,420,386,335,363,8,11,19,7,class_0
1617,7,13,2,424,338,266,336,540,430,338,428,16,20,19,1,class_0
1621,445,13,2,391,329,292,338,499,425,381,436,39,35,35,1,class_0
1624,596,13,2,422,382,316,341,513,512,495,448,0,0,0,0,class_0
1633,40,14,2,527,425,362,418,648,523,449,517,41,28,50,18,class_0
1634,41,14,2,434,379,339,372,528,461,402,447,18,16,19,16,class_0
1635,52,14,2,507,405,333,402,599,473,394,474,9,9,14,0,class_0
1639,82,14,2,501,363,317,312,507,519,341,370,0,0,0,0,class_0
1664,186,14,2,446,422,345,392,551,524,435,489,12,15,23,0,class_0
1665,199,14,2,537,478,300,349,480,587,345,446,0,0,0,0,class_0
1666,209,14,2,399,351,295,351,487,435,374,435,30,23,24,1,class_0
1678,279,14,2,385,370,315,355,802,458,390,438,5,16,16,0,class_0
1684,339,14,2,374,331,292,336,466,424,370,422,27,11,15,4,class_0
1688,381,14,2,522,424,347,424,621,503,410,502,16,18,14,3,class_0
1696,384,14,2,570,452,374,445,729,593,477,572,32,42,47,8,class_0
1700,409,14,2,400,358,305,358,486,445,366,438,10,12,6,1,class_0
1703,417,14,2,448,357,303,319,505,423,383,377,1,11,3,4,class_0
1704,425,14,2,508,414,342,432,650,518,416,544,35,17,20,5,class_0
1706,430,14,2,644,475,402,495,843,650,543,662,26,22,24,5,class_0
1707,446,14,1,467,392,330,357,561,481,407,437,37,20,29,52,class_0
1717,473,14,2,324,263,250,262,393,334,307,318,13,9,16,31,class_0
1722,499,14,2,433,397,341,381,539,493,407,467,16,10,16,5,class_0
1724,523,14,2,478,409,313,386,583,501,383,472,34,38,46,6,class_0
1725,536,14,2,443,339,325,381,544,412,385,464,20,12,11,1,class_0
1733,558,14,1,490,405,337,348,566,472,394,405,20,51,120,23,class_0
1734,579,14,2,473,399,348,398,588,501,437,497,24,40,28,5,class_0
1735,581,14,2,415,337,285,339,540,426,352,431,23,18,18,2,class_0
1741,624,14,1,391,335,278,320,476,412,346,395,26,22,36,8,class_0
1744,657,14,2,465,400,345,395,572,540,414,490,20,9,13,7,class_0
1745,662,14,2,372,371,285,345,459,462,351,427,18,21,14,2,class_0
1749,685,14,1,484,405,359,416,610,517,464,531,50,58,42,2,class_0
1750,686,14,2,448,378,377,382,543,479,454,468,10,25,34,3,class_0
1767,380,14,1,463,395,315,409,576,493,403,511,38,36,17,0,class_0
1768,731,14,1,551,452,388,439,667,548,471,531,22,78,53,6,class_0
1772,850,14,2,415,346,291,320,661,406,347,377,5,11,13,2,class_0
1781,1106,14,1,510,437,368,452,640,569,461,574,67,54,32,3,class_0
3970,638,14,2,576,540,396,487,694,660,480,591,15,12,16,4,class_0
9333,741,14,1,499,437,370,433,594,516,447,516,50,62,46,5,class_0
1785,21,15,2,415,340,316,347,532,427,389,437,43,45,36,14,class_0
1787,78,15,2,508,399,285,295,831,533,363,376,5,4,26,1,class_0
1788,106,15,1,521,442,366,439,650,551,447,544,72,66,77,3,class_0
1792,230,15,2,540,433,361,452,695,570,465,587,51,57,38,0,class_0
1793,249,15,2,514,394,338,445,639,483,414,551,44,13,22,0,class_0
1795,952,15,1,500,415,351,414,602,505,415,496,57,43,58,4,class_0
1798,301,15,2,440,363,325,381,549,453,411,477,24,16,20,0,class_0
1799,328,15,2,388,341,291,345,479,410,344,418,37,19,28,0,class_0
1800,330,15,2,326,264,228,285,439,372,334,395,14,11,6,0,class_0
1801,349,15,2,555,437,377,432,682,539,455,524,28,16,35,13,class_0
1803,377,15,2,438,367,305,358,544,455,379,444,11,11,13,3,class_0
1804,959,15,1,487,408,358,382,620,515,433,469,16,38,52,19,class_0
1808,926,15,1,493,421,377,384,636,545,477,491,35,38,58,50,class_0
1811,389,15,2,396,405,327,341,661,529,424,443,5,12,24,0,class_0
1814,393,15,2,519,432,380,397,665,548,482,504,13,21,29,0,class_0
1815,391,15,1,544,446,355,410,694,575,449,522,25,63,33,0,class_0
1816,394,15,1,544,445,391,420,696,571,495,537,32,56,57,0,class_0
1817,392,15,1,529,408,369,422,679,526,470,540,41,24,42,0,class_0
1820,477,15,2,412,340,289,340,527,416,348,420,24,22,17,11,class_0
1821,481,15,2,420,329,303,330,520,411,379,411,15,23,34,5,class_0
1822,396,15,2,396,342,294,335,492,431,367,418,22,23,34,2,class_0
1824,604,15,2,401,282,252,269,658,340,314,328,3,11,10,4,class_0
1827,660,15,1,519,413,364,405,677,541,479,530,47,105,74,21,class_0
1830,687,15,2,608,522,447,549,797,679,568,715,51,29,21,0,class_0
1832,714,15,2,480,334,313,316,507,393,371,373,3,8,21,5,class_0
1833,718,15,2,373,374,312,344,486,478,400,443,13,12,19,1,class_0
1834,120,15,2,324,264,235,265,426,350,316,353,6,6,9,2,class_0
1835,721,15,2,307,234,199,232,382,295,246,290,11,11,18,4,class_0
1836,725,15,2,524,391,331,388,675,509,435,505,21,43,52,1,class_0
1837,726,15,2,357,417,365,332,405,533,341,376,6,3,5,1,class_0
1838,824,15,2,404,352,300,355,555,486,382,480,36,31,25,3,class_0
1839,849,15,2,395,324,291,340,485,395,356,415,23,28,10,3,class_0
1842,1046,15,1,559,423,372,446,681,525,459,548,67,58,74,5,class_0
1844,1059,15,2,612,474,371,501,770,602,482,637,31,22,20,1,class_0
1903,49,16,2,369,318,288,327,443,396,346,397,18,18,16,0,class_0
1904,77,16,2,335,280,248,281,415,360,308,350,16,9,24,2,class_0
1905,78,16,2,325,285,267,285,408,356,336,358,16,19,8,5,class_0
1915,296,16,1,446,378,325,377,556,475,412,474,84,56,71,21,class_0
1927,277,16,1,435,390,330,367,553,499,427,471,67,67,78,26,class_0
1929,414,16,2,337,290,265,293,394,343,299,340,11,14,10,3,class_0
1933,501,16,2,318,274,254,272,397,353,313,342,7,16,11,3,class_0
1937,627,16,2,338,292,264,284,410,348,309,338,13,12,22,8,class_0
1940,785,16,2,340,318,278,311,415,388,341,380,16,10,10,3,class_0
1943,722,16,2,336,301,261,282,390,358,313,335,10,11,15,5,class_0
1946,822,16,2,304,366,222,257,385,464,282,326,8,5,8,3,class_0
1949,1067,16,1,594,438,333,457,719,540,416,561,76,55,59,11,class_0
7032,516,16,2,371,305,265,300,457,378,329,372,18,12,24,6,class_0
10256,70,16,2,335,316,278,296,374,368,327,342,11,16,16,7,class_0
1954,63,17,1,473,385,326,394,583,480,396,482,32,18,27,7,class_0
1955,74,17,2,552,428,355,436,675,518,421,525,32,43,31,6,class_0
1958,96,17,2,623,322,273,299,739,390,324,357,4,10,14,4,class_0
1959,123,17,2,342,278,252,277,422,350,318,347,12,11,16,7,class_0
1960,787,17,2,359,315,289,313,416,370,333,363,15,22,26,3,class_0
1961,150,17,2,521,418,351,431,653,514,423,532,27,21,21,4,class_0
1962,220,17,2,354,291,272,286,438,362,337,355,17,23,32,20,class_0
1964,316,17,2,398,338,297,343,493,418,352,420,29,18,19,6,class_0
1968,420,17,2,460,403,329,377,576,505,416,474,26,35,52,5,class_0
1969,421,17,2,383,326,292,327,474,404,358,405,17,18,11,5,class_0
1972,452,17,2,485,359,278,294,508,427,331,349,2,7,11,18,class_0
1980,646,17,2,359,314,275,304,434,377,332,367,8,25,15,3,class_0
1987,847,17,2,447,393,318,384,627,526,424,521,18,25,18,2,class_0
1988,860,17,2,314,287,255,277,383,353,304,335,11,20,8,9,class_0
2001,843,17,2,352,324,277,312,432,394,345,382,12,30,18,1,class_0
2003,141,18,2,499,380,324,412,625,468,396,512,28,20,16,2,class_0
2004,238,18,2,494,373,342,350,567,437,398,406,8,15,59,10,class_0
2007,460,18,2,375,324,308,338,484,427,401,440,25,13,18,4,class_0
2013,461,18,1,458,414,337,385,539,498,403,458,53,37,48,18,class_0
2016,468,18,1,593,451,393,476,728,560,482,587,77,103,45,2,class_0
2021,599,18,1,418,360,312,335,500,432,375,403,44,47,98,34,class_0
2023,630,18,2,441,306,325,314,548,378,400,385,1,9,9,6,class_0
2026,780,18,2,406,329,298,320,487,397,361,387,23,22,64,11,class_0
2032,1136,18,1,459,389,332,352,546,456,386,413,37,41,91,34,class_0
2115,20,19,2,726,516,425,610,917,661,546,774,87,23,43,0,class_0
2117,23,19,2,407,364,318,341,499,470,377,416,6,9,14,4,class_0
2118,34,19,2,479,400,325,385,610,518,413,492,22,42,40,3,class_0
2120,508,19,2,507,393,326,395,652,518,407,510,24,63,38,0,class_0
2121,47,19,2,787,613,557,633,975,769,700,790,31,45,31,3,class_0
2124,73,19,1,717,566,493,575,894,708,599,712,48,84,56,10,class_0
2126,75,19,2,504,402,329,381,605,491,405,466,17,59,61,2,class_0
2132,93,19,2,447,352,310,346,557,450,384,435,9,18,8,6,class_0
2139,164,19,1,664,469,395,522,822,593,488,651,58,64,38,0,class_0
2140,195,19,2,431,353,305,342,524,429,371,415,10,18,19,5,class_0
2141,194,19,2,695,506,406,519,875,627,500,644,44,84,54,4,class_0
2146,274,19,1,669,502,386,488,874,652,494,632,21,33,35,3,class_0
2153,327,19,2,432,352,319,381,578,467,424,505,35,18,13,5,class_0
2158,437,19,2,522,336,322,320,480,403,389,387,3,7,13,4,class_0
2183,99,19,1,517,440,400,468,672,583,542,617,144,53,41,17,class_0
2184,289,19,1,512,429,395,444,644,540,501,560,87,56,70,11,class_0
2187,574,19,2,510,394,361,428,642,507,468,546,34,34,21,2,class_0
2189,1102,19,1,523,419,378,457,662,530,478,578,79,46,44,0,class_0
2190,1133,19,1,528,456,370,463,669,585,483,593,81,44,30,13,class_0
2192,547,19,2,694,505,400,541,866,645,496,678,73,47,51,3,class_0
2206,669,19,2,504,425,345,407,627,542,426,513,9,20,14,1,class_0
2208,758,19,1,589,471,386,477,724,592,482,593,54,54,53,6,class_0
2211,790,19,1,520,404,321,376,643,501,399,467,34,45,78,17,class_0
2217,814,19,2,513,428,354,423,657,541,458,539,24,56,36,0,class_0
2218,815,19,1,727,548,484,611,925,706,599,777,111,73,33,15,class_0
2224,1079,19,2,757,550,453,603,988,712,570,779,97,44,74,4,class_0
2226,1098,19,1,659,497,437,543,823,632,545,682,54,42,29,6,class_0
2227,1106,19,2,602,435,357,486,740,539,448,601,44,16,25,6,class_0
2228,1108,19,1,545,420,362,415,662,518,433,505,8,20,20,1,class_0
2229,1122,19,2,707,503,417,543,923,669,566,719,77,36,88,0,class_0
2233,1132,19,1,659,527,451,546,842,680,557,693,75,70,58,4,class_0
1436,126,20,2,522,344,338,352,836,406,413,416,5,7,5,0,class_0
2062,91,20,1,510,433,349,401,647,554,452,515,31,28,51,14,class_0
2065,183,20,2,443,377,309,362,493,441,365,419,19,25,29,3,class_0
2067,200,20,2,308,297,293,296,344,329,325,329,17,9,11,5,class_0
2068,213,20,2,557,435,366,431,707,559,476,554,26,32,36,4,class_0
2072,307,20,1,498,423,366,416,646,538,468,530,76,56,70,8,class_0
2073,329,20,2,529,387,358,411,661,489,452,518,21,27,23,4,class_0
2076,370,20,1,516,425,352,402,665,530,434,502,14,21,40,1,class_0
2078,465,20,1,632,500,397,482,802,640,511,617,50,76,89,5,class_0
2083,544,20,1,594,517,439,450,743,651,558,571,26,41,91,42,class_0
2086,551,20,2,465,384,311,358,563,487,382,448,14,29,34,4,class_0
2091,734,20,1,543,445,357,404,679,562,458,513,54,63,78,8,class_0
2092,716,20,2,522,522,355,437,660,479,302,572,0,0,0,0,class_0
2095,792,20,2,560,426,347,426,686,533,430,526,24,35,29,9,class_0
2102,941,20,1,680,560,490,582,833,693,612,719,62,50,54,0,class_0
2106,1026,20,1,500,455,388,379,630,572,493,482,8,33,25,5,class_0
2108,1068,20,2,496,419,348,443,637,532,421,562,33,12,15,0,class_0
2109,1095,20,2,477,379,313,412,612,489,400,530,36,30,10,3,class_0
2033,1022,21,2,439,354,302,343,562,453,389,440,15,19,25,4,class_0
2036,59,21,2,671,490,404,518,824,600,494,635,45,31,45,6,class_0
2038,90,21,2,738,527,418,554,918,651,503,682,41,40,35,4,class_0
2039,174,21,2,745,515,383,524,904,622,453,629,43,33,60,4,class_0
2040,1018,21,2,464,348,292,385,594,448,377,496,47,26,13,14,class_0
2041,1019,21,2,436,347,320,356,555,442,415,456,9,10,12,2,class_0
2043,378,21,2,407,358,302,334,454,401,338,374,12,13,18,6,class_0
2050,971,21,1,450,380,323,354,545,468,396,434,11,22,39,4,class_0
2051,718,21,2,517,321,283,295,660,391,353,370,4,8,33,0,class_0
2052,841,21,2,509,338,297,318,632,404,341,374,2,7,8,0,class_0
2055,1020,21,2,465,355,284,360,582,459,366,462,7,24,8,0,class_0
6858,862,21,2,355,261,261,285,418,313,313,340,8,7,16,0,class_0
2234,2,22,2,439,365,316,386,559,466,407,493,37,8,14,7,class_0
2235,9,22,2,562,443,346,462,716,573,437,589,47,27,33,2,class_0
2236,16,22,2,523,408,335,422,645,515,423,527,25,27,21,2,class_0
2239,26,22,2,387,313,275,319,491,376,331,392,27,32,27,4,class_0
2241,121,22,2,471,410,363,446,604,527,461,571,152,33,20,7,class_0
2247,204,22,2,342,304,257,289,428,377,340,369,10,12,15,3,class_0
2252,1119,22,2,309,353,374,295,377,524,348,362,1,2,4,0,class_0
2266,334,22,2,353,287,254,283,474,376,326,371,9,19,12,4,class_0
2273,371,22,2,515,420,350,443,681,559,455,585,70,49,38,2,class_0
2275,411,22,2,553,440,352,452,696,569,440,571,36,25,24,7,class_0
2282,475,22,2,482,395,352,382,576,465,430,459,19,12,42,11,class_0
2284,490,22,2,433,365,290,348,534,450,358,429,7,26,13,3,class_0
2293,431,22,2,510,446,357,422,661,596,473,557,32,35,38,7,class_0
2308,623,22,2,400,388,306,329,487,521,357,390,13,4,23,2,class_0
2314,712,22,1,499,448,364,446,642,586,482,580,91,40,29,6,class_0
2316,757,22,2,661,342,300,325,658,443,383,418,2,31,23,1,class_0
2318,788,22,2,368,321,284,320,455,398,370,400,22,15,19,6,class_0
2326,1028,22,1,552,452,408,451,701,583,531,582,70,66,51,0,class_0
2327,1029,22,1,566,460,409,437,708,582,522,555,43,46,57,1,class_0
4673,48,22,2,655,427,370,385,632,548,481,496,5,4,25,2,class_0
6771,142,22,2,401,333,263,360,489,413,331,442,29,11,6,2,class_0
2334,38,23,2,432,356,314,357,559,449,387,450,35,29,58,1,class_0
2336,68,23,1,490,403,341,419,629,520,443,539,91,40,50,11,class_0
2340,127,23,2,638,486,394,521,807,604,505,659,68,36,45,4,class_0
2341,184,23,2,493,404,334,381,595,512,405,468,18,50,47,8,class_0
2342,189,23,2,428,369,326,356,515,448,385,427,27,53,54,9,class_0
2343,190,23,2,461,374,327,345,568,466,421,436,14,31,50,18,class_0
2346,205,23,2,527,419,356,413,638,503,426,496,47,38,60,21,class_0
2347,206,23,2,407,363,319,353,493,443,394,433,14,12,23,1,class_0
2353,342,23,2,486,402,338,408,625,507,423,518,59,47,44,12,class_0
2354,345,23,1,556,451,342,461,706,575,424,583,58,29,27,8,class_0
2358,474,23,2,639,492,406,514,807,622,500,645,46,32,36,7,class_0
2371,597,23,2,373,339,313,333,510,454,406,441,13,16,27,1,class_0
2375,783,23,2,525,417,355,459,686,551,466,602,57,40,19,1,class_0
2379,798,23,2,512,412,353,418,672,523,435,532,37,44,38,6,class_0
2380,724,23,1,488,396,295,389,595,483,358,473,28,23,27,3,class_0
2382,803,23,2,551,417,355,446,673,509,430,543,82,93,49,11,class_0
2389,875,23,2,533,399,334,389,697,534,457,522,27,23,45,17,class_0
9058,78,23,2,430,356,313,375,597,464,404,503,43,48,12,7,class_0
2449,45,24,2,379,340,295,317,459,404,349,377,10,13,17,12,class_0
2453,144,24,2,402,336,252,310,478,403,308,374,11,20,22,3,class_0
2456,199,24,2,362,307,273,299,437,375,336,364,10,11,22,3,class_0
2460,219,24,2,396,348,297,332,463,406,347,388,9,20,22,1,class_0
2461,246,24,2,448,394,323,375,546,483,400,460,26,23,31,2,class_0
2466,352,24,2,350,298,302,304,431,370,374,377,12,6,8,14,class_0
2473,412,24,2,440,315,299,373,535,732,357,450,26,1,13,7,class_0
2479,450,24,1,414,335,282,308,506,413,350,381,22,22,45,30,class_0
2480,451,24,1,416,367,306,340,477,422,354,392,15,27,55,0,class_0
2482,495,24,1,449,355,310,359,548,434,378,442,26,13,27,12,class_0
2488,532,24,2,489,406,349,389,592,496,430,476,42,50,67,28,class_0
2489,533,24,2,516,318,285,302,493,379,334,357,4,18,22,3,class_0
2490,534,24,2,473,393,334,385,580,483,414,474,44,44,64,9,class_0
2496,595,24,1,526,404,348,379,634,490,425,461,48,49,85,36,class_0
2498,637,24,2,341,320,283,299,407,388,336,356,10,8,24,3,class_0
2499,682,24,2,448,380,350,369,548,460,422,448,15,31,33,9,class_0
2500,191,24,2,446,392,350,393,547,483,425,482,27,25,23,4,class_0
2512,808,24,2,711,396,297,282,432,402,566,364,0,0,0,0,class_0
2517,1032,24,0,663,508,454,564,802,626,557,686,114,79,56,4,class_0
2521,1078,24,1,505,435,325,395,623,542,414,495,28,29,55,0,class_0
2523,1104,24,2,451,390,298,381,549,481,361,465,17,17,12,4,class_0
2524,1116,24,2,422,342,306,364,529,458,391,463,42,12,31,3,class_0
2525,1120,24,2,370,303,290,312,476,374,350,390,13,13,13,5,class_0
7540,531,24,2,535,294,281,265,493,389,360,344,1,7,10,11,class_0
9089,348,24,2,485,284,248,258,712,366,308,324,4,8,21,5,class_0
2396,11,25,2,419,371,326,320,534,473,414,406,25,35,35,73,class_0
2397,62,25,2,364,304,298,314,423,355,348,366,9,8,15,2,class_0
