@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11}

@data
355,135,218,11,0,class_4
363,123,128,11,1,class_4
366,100,126,11,5,class_4
8,199,116,0,8,class_5
31,211,60,0,4,class_5
37,347,16,1,4,class_5
62,29,77,2,3,class_5
82,265,269,2,8,class_5
89,362,147,2,1,class_5
111,345,118,3,7,class_5
118,74,235,3,0,class_5
124,40,171,4,3,class_5
137,55,175,4,5,class_5
138,112,212,4,9,class_5
142,250,225,4,7,class_5
143,326,199,4,10,class_5
165,69,342,5,11,class_5
178,22,308,5,4,class_5
182,209,217,5,10,class_5
202,187,120,6,9,class_5
216,261,279,7,1,class_5
223,21,359,7,2,class_5
224,324,230,7,0,class_5
235,339,250,7,0,class_5
244,11,275,7,9,class_5
256,242,314,8,2,class_5
264,63,261,8,9,class_5
267,119,206,8,2,class_5
292,5,340,9,1,class_5
297,201,339,9,1,class_5
312,51,72,10,3,class_5
328,182,193,10,11,class_5
358,162,219,11,5,class_5
9,194,53,0,10,class_6
22,337,132,0,5,class_6
26,92,140,0,11,class_6
29,349,277,0,2,class_6
40,338,187,1,4,class_6
61,108,14,2,7,class_6
96,269,124,3,11,class_6
105,231,202,3,11,class_6
122,330,179,4,2,class_6
146,361,26,4,10,class_6
148,296,122,4,3,class_6
155,301,135,5,4,class_6
171,104,163,5,9,class_6
175,109,44,5,8,class_6
179,64,55,5,1,class_6
180,222,215,5,5,class_6
199,98,341,6,0,class_6
209,289,85,6,5,class_6
210,88,190,6,1,class_6
212,287,15,6,1,class_6
222,106,125,7,5,class_6
225,142,320,7,8,class_6
240,352,232,7,11,class_6
242,61,32,7,8,class_6
268,195,237,8,2,class_6
293,241,74,9,2,class_6
301,264,318,9,5,class_6
344,43,114,11,7,class_6
350,320,87,11,6,class_6
353,128,208,11,5,class_6
357,53,194,11,4,class_6
10,325,101,0,11,class_7
32,86,335,1,3,class_7
49,292,337,1,8,class_7
50,25,331,1,6,class_7
58,205,66,1,0,class_7
64,275,117,2,5,class_7
69,317,278,2,5,class_7
83,256,281,2,3,class_7
91,30,38,2,1,class_7
102,14,178,3,7,class_7
103,346,89,3,4,class_7
109,90,138,3,5,class_7
125,276,240,4,9,class_7
167,180,276,5,7,class_7
230,154,343,7,10,class_7
232,311,83,7,8,class_7
248,232,231,8,6,class_7
250,6,21,8,4,class_7
251,8,265,8,0,class_7
263,177,228,8,8,class_7
270,18,93,8,6,class_7
274,315,18,8,5,class_7
275,359,306,9,2,class_7
279,24,166,9,6,class_7
300,7,184,9,2,class_7
320,131,362,10,11,class_7
326,156,35,10,4,class_7
329,230,81,10,0,class_7
343,105,323,11,2,class_7
359,95,2,11,9,class_7
364,16,145,11,4,class_7
12,221,152,0,11,class_8
14,238,71,0,3,class_8
24,59,177,0,9,class_8
38,91,25,1,9,class_8
56,179,325,1,11,class_8
77,33,220,2,0,class_8
79,200,189,2,9,class_8
95,81,37,3,11,class_8
117,340,137,3,9,class_8
121,208,358,3,0,class_8
141,183,242,4,7,class_8
147,357,148,4,3,class_8
150,226,61,4,1,class_8
157,28,233,5,11,class_8
170,341,214,5,2,class_8
189,50,365,6,1,class_8
203,27,356,6,10,class_8
207,67,3,6,8,class_8
220,168,263,7,9,class_8
241,167,248,7,9,class_8
246,161,161,8,8,class_8
254,71,130,8,9,class_8
258,1,247,8,2,class_8
269,149,107,8,3,class_8
278,202,266,9,4,class_8
281,234,131,9,10,class_8
296,117,36,9,4,class_8
298,196,149,9,4,class_8
299,176,17,9,1,class_8
317,66,255,10,2,class_8
319,127,11,10,4,class_8
13,318,330,0,6,class_9
16,121,136,0,11,class_9
20,280,211,0,5,class_9
25,52,57,0,1,class_9
46,89,201,1,10,class_9
66,139,296,2,10,class_9
86,170,121,2,1,class_9
94,83,297,3,9,class_9
97,253,312,3,10,class_9
127,155,268,4,10,class_9
186,279,59,6,0,class_9
187,188,287,6,6,class_9
201,227,316,6,9,class_9
213,193,221,6,2,class_9
226,307,58,7,4,class_9
227,198,103,7,6,class_9
234,291,50,7,9,class_9
260,207,139,8,3,class_9
262,246,333,8,3,class_9
271,233,338,8,3,class_9
325,185,98,10,0,class_9
331,309,52,10,6,class_9
334,99,100,10,2,class_9
335,174,67,10,5,class_9
337,328,321,11,0,class_9
345,41,204,11,3,class_9
351,96,41,11,3,class_9
354,240,249,11,2,class_9
18,140,185,0,8,class_10
21,186,129,0,7,class_10
68,213,79,2,1,class_10
88,223,95,2,6,class_10
93,271,216,3,6,class_10
107,148,31,3,10,class_10
108,260,264,3,2,class_10
130,197,357,4,4,class_10
139,278,180,4,2,class_10
161,335,352,5,8,class_10
183,93,104,6,4,class_10
200,190,90,6,2,class_10
206,23,360,6,5,class_10
228,102,270,7,5,class_10
231,141,109,7,3,class_10
237,36,274,7,9,class_10
238,286,364,7,0,class_10
247,49,183,8,5,class_10
261,255,200,8,7,class_10
265,204,68,8,2,class_10
283,342,302,9,9,class_10
288,294,115,9,9,class_10
291,288,290,9,7,class_10
295,243,5,9,4,class_10
303,229,259,9,6,class_10
309,266,39,10,10,class_10
313,97,119,10,4,class_10
314,80,176,10,11,class_10
333,281,324,10,7,class_10
338,157,110,11,1,class_10
33,144,354,1,2,class_11
48,189,345,1,7,class_11
53,290,271,1,11,class_11
54,57,351,1,7,class_11
57,365,86,1,1,class_11
60,285,264,1,5,class_11
71,136,317,2,8,class_11
75,169,157,2,4,class_11
99,312,267,3,10,class_11
101,218,165,3,0,class_11
112,62,8,3,4,class_11
116,351,328,3,7,class_11
129,321,105,4,11,class_11
132,37,293,4,10,class_11
133,133,210,4,4,class_11
136,130,344,4,2,class_11
140,75,155,4,0,class_11
144,319,222,4,1,class_11
152,313,350,4,1,class_11
159,85,169,5,0,class_11
173,60,113,5,11,class_11
177,137,327,5,8,class_11
185,115,30,6,10,class_11
188,327,164,6,6,class_11
195,42,349,6,8,class_11
211,270,4,6,0,class_11
277,244,134,9,6,class_11
285,237,84,9,1,class_11
330,132,23,10,4,class_11
336,129,347,11,3,class_11
346,39,73,11,3,class_11
