@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute class {class_0,class_1}

@data
201,6,5,0,201,12,27,class_0
204,9,23,0,204,9,28,class_0
205,12,36,0,205,12,30,class_0
208,13,21,0,208,11,32,class_0
209,11,22,0,209,16,51,class_0
212,10,15,0,212,6,14,class_0
213,12,47,0,213,8,21,class_0
216,10,22,0,216,7,19,class_0
217,15,20,0,217,10,36,class_0
220,6,5,0,220,10,20,class_0
221,7,11,0,221,7,28,class_0
225,11,23,0,44,15,17,class_0
227,15,21,1,141,9,30,class_0
228,10,28,0,211,13,11,class_0
2,0,0,1,2,0,0,class_1
3,0,0,1,3,0,0,class_1
6,4,5,1,6,13,35,class_1
7,10,11,1,7,9,22,class_1
10,9,25,1,10,10,34,class_1
11,11,37,1,11,10,27,class_1
14,9,34,1,14,10,30,class_1
15,9,32,1,15,7,28,class_1
18,8,21,1,18,13,36,class_1
19,6,12,1,19,10,34,class_1
22,7,25,1,22,5,16,class_1
23,5,11,1,23,7,22,class_1
26,8,17,1,26,10,33,class_1
27,12,25,1,27,11,34,class_1
30,10,30,1,30,15,55,class_1
31,13,32,1,31,14,34,class_1
34,11,30,1,34,11,30,class_1
35,17,42,1,35,11,36,class_1
38,10,21,1,38,14,47,class_1
39,15,33,1,39,11,35,class_1
42,6,11,1,42,14,47,class_1
43,13,25,1,43,11,35,class_1
46,13,33,1,46,12,36,class_1
47,13,27,1,47,13,30,class_1
50,8,11,1,50,17,51,class_1
51,7,10,1,51,13,44,class_1
54,9,17,1,54,17,37,class_1
55,6,9,1,55,11,34,class_1
58,11,14,1,58,11,33,class_1
59,8,9,1,59,12,41,class_1
62,5,5,1,62,12,23,class_1
63,8,11,1,63,14,37,class_1
66,11,21,1,66,11,28,class_1
67,11,14,1,67,11,22,class_1
70,9,11,1,70,8,17,class_1
71,6,7,1,71,10,22,class_1
74,8,11,1,74,11,17,class_1
75,14,22,1,75,11,25,class_1
78,10,10,1,78,10,22,class_1
79,12,12,1,79,11,22,class_1
82,7,10,1,82,11,15,class_1
83,6,10,1,83,8,16,class_1
86,17,23,1,86,13,22,class_1
87,10,15,1,87,9,11,class_1
90,10,14,1,90,11,28,class_1
91,8,10,1,91,8,22,class_1
94,10,11,1,94,18,42,class_1
95,6,8,1,95,15,40,class_1
98,9,14,1,98,10,30,class_1
99,10,14,1,99,14,32,class_1
102,8,8,1,102,9,21,class_1
103,12,14,1,103,8,28,class_1
106,6,5,1,106,7,25,class_1
107,10,11,1,107,14,25,class_1
110,8,15,1,110,12,36,class_1
111,11,17,1,111,10,30,class_1
114,7,10,1,114,11,22,class_1
115,9,15,1,115,8,11,class_1
118,15,17,1,118,13,30,class_1
119,6,8,1,119,11,22,class_1
122,7,11,1,122,15,27,class_1
123,10,12,1,123,13,34,class_1
126,9,15,1,126,11,30,class_1
127,10,14,1,127,8,22,class_1
130,6,7,1,130,9,14,class_1
131,12,23,1,131,8,17,class_1
134,3,4,1,134,4,10,class_1
135,6,5,1,135,12,23,class_1
138,6,10,1,138,6,16,class_1
139,2,2,1,139,15,45,class_1
142,4,10,1,142,8,20,class_1
143,4,2,1,143,18,66,class_1
146,3,2,1,146,9,23,class_1
147,8,17,1,147,9,22,class_1
150,9,17,1,150,12,22,class_1
151,4,8,1,151,9,22,class_1
154,13,22,1,154,9,22,class_1
155,10,14,1,155,11,25,class_1
158,7,11,1,158,6,15,class_1
159,6,5,1,159,8,20,class_1
162,12,16,1,162,9,33,class_1
163,10,11,1,163,6,10,class_1
166,5,11,1,166,14,23,class_1
167,14,28,1,167,12,30,class_1
170,3,5,1,170,10,28,class_1
171,12,17,1,171,12,17,class_1
174,10,20,1,174,12,33,class_1
175,15,22,1,175,12,21,class_1
178,10,17,1,178,11,17,class_1
179,10,17,1,179,14,19,class_1
182,6,16,1,182,6,14,class_1
183,11,25,1,183,11,19,class_1
186,7,11,1,186,9,11,class_1
187,6,15,1,187,8,20,class_1
190,3,16,1,190,11,15,class_1
191,2,7,1,191,9,16,class_1
194,13,23,1,194,12,17,class_1
195,10,22,1,195,9,11,class_1
198,6,11,1,198,15,25,class_1
199,4,7,1,199,18,39,class_1
202,10,22,1,202,15,35,class_1
203,7,8,1,203,8,23,class_1
206,9,17,1,206,4,14,class_1
207,10,17,1,207,8,20,class_1
210,16,22,1,210,6,17,class_1
211,12,28,1,211,8,22,class_1
214,5,8,1,214,6,11,class_1
215,12,14,1,215,7,20,class_1
218,15,37,1,218,8,27,class_1
219,17,25,1,219,12,54,class_1
222,11,20,1,222,12,11,class_1
223,8,14,1,223,2,2,class_1
224,11,16,0,212,13,11,class_1
226,11,20,1,141,12,11,class_1
