@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5}

@data
28,0,33,1,2,2,1,1,0,2,1,2,class_2
27,1,3,1,2,1,1,1,0,2,1,0,class_2
32,0,24,1,2,0,1,1,0,2,1,2,class_2
34,0,23,1,3,0,1,1,0,1,1,2,class_2
33,1,52,1,2,1,1,1,0,2,1,0,class_2
36,2,38,1,2,2,1,1,0,2,2,2,class_2
35,1,10,1,3,1,1,1,0,1,1,2,class_2
38,2,42,2,3,0,1,1,0,1,0,2,class_2
37,0,19,2,3,1,1,1,0,2,1,2,class_2
40,1,8,2,3,1,1,1,0,1,1,2,class_2
39,1,9,2,2,1,1,1,0,2,1,0,class_2
41,0,17,2,3,2,1,1,0,2,1,2,class_2
43,1,14,2,3,1,1,1,0,2,1,2,class_2
44,1,2,2,3,1,1,1,0,1,1,2,class_2
45,1,53,2,3,2,1,1,0,2,2,2,class_2
49,0,30,2,2,2,1,1,1,2,2,2,class_2
48,1,5,2,2,2,1,1,0,2,1,2,class_2
50,1,6,2,2,2,1,1,0,2,1,0,class_2
62,0,26,2,3,1,1,1,0,2,1,2,class_2
51,0,31,2,3,2,1,1,0,2,1,2,class_2
102,1,4,2,2,1,1,1,0,2,2,2,class_2
103,1,7,2,2,1,1,1,0,2,1,0,class_2
94,0,28,2,2,2,1,1,0,2,1,0,class_2
55,1,50,2,2,1,1,1,0,2,1,2,class_2
54,1,13,2,2,1,1,1,0,2,2,2,class_2
96,1,36,2,2,1,1,1,0,2,1,1,class_2
57,0,20,2,2,0,2,1,0,2,1,1,class_2
58,3,16,2,3,1,2,1,0,2,1,2,class_2
60,1,15,2,3,2,2,1,0,2,1,2,class_2
59,0,29,2,3,1,1,1,0,2,2,2,class_2
100,1,1,2,2,2,1,1,0,2,1,2,class_2
66,2,38,2,2,2,1,1,0,2,2,2,class_2
65,0,16,2,3,1,2,1,0,2,2,2,class_2
68,0,24,2,2,2,1,1,0,2,1,2,class_2
73,1,8,2,3,2,1,1,0,2,1,0,class_2
8,0,35,3,2,0,1,1,0,2,1,1,class_2
104,3,48,3,2,2,3,1,0,2,1,2,class_2
107,1,15,3,3,1,1,1,0,2,1,1,class_2
89,2,39,3,3,0,1,1,0,2,1,2,class_2
10,0,20,3,3,1,2,1,0,2,2,2,class_2
29,1,22,1,3,1,1,1,0,2,1,0,class_3
46,1,51,2,3,1,1,1,0,2,2,2,class_3
69,0,21,2,3,0,2,1,0,2,1,2,class_3
71,0,25,2,3,2,2,1,0,2,1,0,class_3
79,0,31,2,3,1,1,1,0,2,1,0,class_3
81,0,23,2,3,2,2,1,1,2,1,2,class_3
84,2,37,2,3,1,2,1,0,2,2,2,class_3
83,2,39,2,3,1,2,0,0,2,2,2,class_3
105,3,49,3,3,1,2,1,0,2,1,0,class_3
90,1,0,3,3,1,3,1,0,2,2,2,class_3
91,0,16,3,3,0,3,1,0,2,1,2,class_3
99,2,41,3,3,2,3,1,0,2,2,2,class_3
98,1,51,3,3,0,3,1,0,2,2,2,class_3
2,2,40,3,3,2,1,1,0,0,2,2,class_3
52,0,27,2,3,1,1,1,0,2,1,2,class_4
56,1,11,2,2,1,2,1,0,2,2,2,class_4
61,2,46,2,2,1,1,1,0,2,2,2,class_4
63,2,40,2,3,1,1,1,0,2,2,2,class_4
3,2,43,2,3,1,1,1,0,2,2,1,class_4
78,1,47,2,3,2,2,0,1,2,1,1,class_4
72,1,0,2,3,1,2,1,0,2,2,2,class_4
80,1,12,2,3,2,1,1,1,2,1,1,class_4
85,0,27,2,3,1,2,1,1,2,1,2,class_4
5,2,45,3,3,2,1,1,0,2,2,2,class_4
87,1,10,3,3,1,2,1,0,2,2,2,class_4
67,0,30,2,2,2,1,0,1,2,2,2,class_5
101,1,2,2,3,1,2,0,1,2,2,1,class_5
9,0,34,3,3,1,2,1,1,2,1,1,class_5
6,0,32,3,3,1,1,0,1,2,1,1,class_5
106,1,14,3,3,0,2,1,0,2,1,2,class_5
88,1,5,3,3,2,2,1,1,2,2,2,class_5
95,0,30,3,3,2,2,0,1,2,2,2,class_5
4,2,44,3,3,1,1,1,0,2,2,2,class_5
93,0,26,3,3,0,2,1,1,2,1,1,class_5
92,1,53,3,3,2,2,1,1,2,2,2,class_5
