@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5}

@data
0,19,184,2,1,0,1,1,3756,class_0
0,24,110,1,0,1,0,1,3770,class_0
0,20,120,1,0,0,0,1,3770,class_0
0,25,241,0,0,0,1,1,3790,class_0
0,22,169,2,0,0,0,1,3827,class_0
0,20,170,2,1,0,0,1,3940,class_0
0,14,135,2,0,0,0,1,3941,class_0
0,28,130,1,0,0,0,1,3969,class_0
0,26,160,1,0,0,0,1,4054,class_0
0,22,129,2,0,0,0,1,4111,class_0
0,19,120,2,1,0,0,1,4238,class_0
1,28,120,1,1,1,0,0,709,class_0
1,34,187,0,1,0,1,1,1135,class_0
1,25,105,1,0,1,1,1,1330,class_0
1,25,85,1,0,0,0,0,1474,class_0
1,27,150,1,0,0,0,1,1588,class_0
1,24,132,1,0,0,1,1,1729,class_0
1,32,105,2,1,0,0,1,1818,class_0
1,19,91,2,1,2,0,0,1885,class_0
1,25,115,1,0,0,0,1,1893,class_0
1,25,92,2,1,0,0,1,1928,class_0
1,24,155,2,1,1,0,1,1936,class_0
1,21,103,1,0,0,0,1,1970,class_0
1,20,125,1,0,0,0,0,2055,class_0
1,19,112,2,1,0,0,0,2084,class_0
1,26,117,2,1,1,0,1,2084,class_0
1,24,138,2,0,0,0,1,2100,class_0
1,17,130,1,1,1,0,0,2125,class_0
1,27,130,0,0,0,0,0,2187,class_0
1,20,80,1,1,0,0,0,2211,class_0
1,17,110,2,1,0,0,1,2225,class_0
1,20,109,1,0,0,0,1,2240,class_0
1,18,148,1,0,0,0,1,2282,class_0
1,18,110,0,1,1,0,1,2296,class_0
1,20,121,2,1,1,0,0,2296,class_0
1,26,96,1,0,0,0,1,2325,class_0
1,15,110,2,0,0,0,1,2353,class_0
1,20,122,0,1,0,0,1,2381,class_0
1,24,105,0,1,0,0,1,2381,class_0
1,15,115,1,0,0,0,0,2381,class_0
1,23,120,1,0,0,0,1,2395,class_0
1,30,142,2,1,1,0,1,2410,class_0
1,23,110,2,1,1,0,1,2424,class_0
1,26,190,2,1,0,0,1,2466,class_0
1,14,101,1,1,1,0,1,2466,class_0
1,23,94,1,1,0,0,1,2495,class_0
1,17,142,0,0,0,1,1,2495,class_0
0,33,155,1,0,0,0,1,2551,class_1
0,25,118,2,1,0,0,1,2782,class_1
0,31,100,2,0,0,0,0,2835,class_1
1,20,120,0,1,0,0,1,2126,class_1
1,17,120,2,1,0,0,1,2414,class_1
1,20,105,1,0,0,0,1,2450,class_1
1,21,130,2,1,0,1,1,2495,class_1
0,20,105,2,1,0,0,1,2557,class_2
0,22,118,2,0,0,0,1,2637,class_2
0,17,103,1,0,0,0,1,2637,class_2
0,29,123,2,1,0,0,1,2663,class_2
0,19,150,1,0,0,0,1,2733,class_2
0,28,120,2,1,0,0,1,2821,class_2
0,36,202,2,0,0,0,1,2836,class_2
0,17,113,0,0,0,0,1,2920,class_2
0,17,113,0,0,0,0,1,2920,class_2
0,24,90,2,1,1,0,1,2948,class_2
0,35,121,0,1,1,0,1,2948,class_2
0,25,155,2,0,0,0,1,2977,class_2
0,33,109,2,1,0,0,1,3033,class_2
0,23,130,0,0,0,0,1,3062,class_2
0,22,120,2,0,0,1,1,3100,class_2
0,20,169,1,0,1,0,0,3274,class_2
0,20,141,2,0,2,0,0,3317,class_2
0,23,115,1,1,0,0,1,3331,class_2
0,25,140,2,0,0,0,1,3416,class_2
0,22,131,2,0,0,0,1,3460,class_2
0,22,125,2,0,0,0,1,3614,class_2
0,29,135,2,0,0,0,1,3651,class_2
0,29,154,2,0,0,0,1,3651,class_2
0,30,137,2,0,0,0,1,3699,class_2
0,24,110,2,0,0,0,1,3728,class_2
0,23,110,2,0,0,0,1,3770,class_2
0,30,112,2,0,0,0,1,3799,class_2
0,18,120,1,0,0,0,1,3884,class_2
0,33,117,2,0,0,0,0,3912,class_2
0,28,134,1,0,0,0,1,3941,class_2
0,16,95,1,0,0,0,1,3997,class_2
0,20,158,2,0,0,0,1,3997,class_2
0,21,115,2,0,0,0,1,4054,class_2
0,35,170,2,0,1,0,1,4174,class_2
0,24,116,2,0,0,0,1,4593,class_2
0,45,123,2,0,0,0,1,4990,class_2
1,23,97,1,0,0,0,0,1588,class_2
1,24,128,0,0,1,0,1,1701,class_2
1,21,165,2,1,0,1,1,1790,class_2
1,16,130,1,0,0,0,1,1899,class_2
1,25,89,1,0,2,0,1,2055,class_2
1,22,130,2,1,1,0,0,2187,class_2
1,25,105,1,0,1,0,1,2240,class_2
1,31,102,2,1,1,0,1,2353,class_2
1,23,187,0,1,0,0,1,2367,class_2
1,22,130,2,1,0,0,1,2410,class_2
1,26,154,1,0,1,1,1,2442,class_2
0,21,108,2,1,0,0,0,2594,class_3
0,30,107,1,0,1,0,0,2750,class_3
0,32,121,1,0,0,0,1,2835,class_3
0,25,120,1,0,0,0,0,2877,class_3
0,29,150,2,0,0,0,1,2920,class_3
0,29,140,2,1,0,0,1,2977,class_3
0,19,138,2,1,0,0,1,2977,class_3
0,31,215,2,1,0,0,1,3005,class_3
0,21,185,0,1,0,0,1,3042,class_3
0,19,189,2,0,0,0,1,3062,class_3
0,24,115,2,0,0,0,1,3090,class_3
0,30,95,2,1,0,0,1,3147,class_3
0,23,119,1,0,0,0,1,3232,class_3
0,24,115,1,0,0,0,1,3274,class_3
0,22,158,0,0,1,0,1,3317,class_3
0,31,150,1,1,0,0,1,3321,class_3
0,21,134,1,0,0,0,1,3629,class_3
0,18,120,2,1,0,0,1,3856,class_3
0,32,186,2,0,0,0,1,3860,class_3
0,29,130,2,1,0,0,1,3884,class_3
0,25,120,2,0,0,0,1,3983,class_3
0,25,130,2,0,0,0,1,4153,class_3
0,31,120,2,0,0,0,1,4167,class_3
1,29,130,2,0,0,0,0,1021,class_3
1,20,150,2,1,0,0,1,1928,class_3
1,21,200,0,0,0,0,0,1928,class_3
1,19,102,2,0,0,0,1,2082,class_3
1,17,120,0,0,0,0,1,2438,class_3
1,28,95,2,1,0,0,1,2466,class_3
1,14,100,1,0,0,0,1,2495,class_3
0,32,132,2,0,0,0,1,3080,class_4
0,32,134,2,1,1,0,1,3430,class_4
0,16,170,0,0,0,0,1,3860,class_4
1,21,100,1,0,1,0,1,2301,class_4
0,28,250,1,1,0,0,1,3303,class_5
