@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute class {class_0,class_1,class_2}

@data
197,12,4,429,198,4952,11.5,73,class_0
45,13,4,400,150,4464,12,73,class_0
150,13,4,351,158,4363,13,73,class_0
226,14,4,318,150,4237,14.5,73,class_0
75,13,4,440,215,4735,11,73,class_0
30,12,4,455,225,4951,11,73,class_0
0,13,4,360,175,3821,11,73,class_0
240,18,3,225,105,3121,16.5,73,class_0
63,16,3,250,100,3278,18,73,class_0
8,18,3,232,100,2945,16,73,class_0
152,18,3,250,88,3021,16.5,73,class_0
224,23,3,198,95,2904,16,73,class_0
55,11,4,400,150,4997,14,73,class_0
130,12,4,400,167,4906,12.5,73,class_0
223,13,4,360,170,4654,13,73,class_0
211,12,4,350,180,4499,12.5,73,class_0
7,18,3,232,100,2789,15,73,class_0
64,21,1,140,72,2401,19.5,73,class_0
159,19,1,122,85,2310,18.5,73,class_0
192,21,3,155,107,2472,14,73,class_0
60,15,4,350,145,4082,13,73,class_0
249,16,4,400,230,4278,9.5,73,class_0
115,15,4,318,150,3399,11,73,class_0
208,11,4,350,180,3664,11,73,class_0
224,20,3,198,95,3102,16.5,74,class_0
152,21,3,200,75,2875,17,74,class_0
8,19,3,232,100,2901,16,74,class_0
62,15,3,250,100,3336,17,74,class_0
159,26,1,122,80,2451,16.5,74,class_0
64,25,1,140,75,2542,17,74,class_0
51,16,3,250,100,3781,17,74,class_0
10,16,3,258,110,3632,18,74,class_0
239,18,3,225,105,3613,16.5,74,class_0
144,16,4,302,140,4141,14,74,class_0
28,13,4,350,150,4699,14.5,74,class_0
112,14,4,318,150,4457,13.5,74,class_0
145,14,4,302,140,4638,16,74,class_0
11,14,4,304,150,4257,15.5,74,class_0
105,28,1,90,75,2125,14.5,74,class_0
241,19,3,225,95,3264,16,75,class_0
62,18,3,250,105,3459,16,75,class_0
198,15,3,250,72,3432,21,75,class_0
152,15,3,250,72,3158,19.5,75,class_0
246,16,4,400,170,4668,11.5,75,class_0
43,15,4,350,145,4440,14,75,class_0
228,16,4,318,150,4498,14.5,75,class_0
150,14,4,351,148,4657,13.5,75,class_0
25,17,3,231,110,3907,21,75,class_0
42,16,3,250,105,3897,18.5,75,class_0
10,15,3,258,110,3730,19,75,class_0
225,18,3,225,95,3785,19,75,class_0
35,21,3,231,110,3039,15,75,class_0
61,20,4,262,110,3221,13.5,75,class_0
157,13,4,302,129,3169,12,75,class_0
159,23,1,140,83,2639,17,75,class_0
7,20,3,232,100,2914,16,75,class_0
245,23,1,140,78,2592,18.5,75,class_0
159,18,3,171,97,2984,14.5,75,class_0
12,19,3,232,90,3211,17,75,class_0
41,25,1,140,92,2572,14.9,76,class_0
105,26,1,98,79,2255,17.7,76,class_0
51,17.5,4,305,140,4215,13,76,class_0
110,16,4,318,150,4190,13,76,class_0
10,15.5,4,304,120,3962,13.9,76,class_0
144,14.5,4,351,152,4215,12.8,76,class_0
240,22,3,225,100,3233,15.4,76,class_0
62,22,3,250,105,3353,14.5,76,class_0
152,24,3,200,81,3012,17.6,76,class_0
8,22.5,3,232,90,3085,17.6,76,class_0
52,29,1,85,52,2035,22.2,76,class_0
67,24.5,1,98,60,2164,22.1,76,class_0
102,20,3,225,100,3651,17.7,76,class_0
147,18,3,250,78,3574,21,76,class_0
257,18.5,3,250,110,3645,16.2,76,class_0
13,17.5,3,258,95,3193,17.8,76,class_0
159,26.5,1,140,72,2565,13.6,76,class_0
244,13,4,318,150,3940,13.2,76,class_0
40,16.5,4,350,180,4380,12.1,76,class_0
68,13,4,350,145,4055,12,76,class_0
134,13,4,302,130,3870,15,76,class_0
113,13,4,318,150,3755,14,76,class_0
33,30,1,111,80,2155,14.8,77,class_0
219,25.5,1,122,96,2300,15.5,77,class_0
45,17.5,4,305,145,3880,12.5,77,class_0
206,17,4,260,110,4060,19,77,class_0
119,15.5,4,318,145,4140,13.7,77,class_0
193,15,4,302,130,4295,14.9,77,class_0
54,17.5,3,250,110,3520,16.4,77,class_0
36,20.5,3,231,105,3425,16.9,77,class_0
243,19,3,225,100,3630,17.7,77,class_0
146,18.5,3,250,98,3525,19,77,class_0
250,16,4,400,180,4220,11.1,77,class_0
59,15.5,4,350,170,4165,11.4,77,class_0
71,15.5,4,400,190,4325,12.2,77,class_0
163,16,4,351,149,4335,14.5,77,class_0
256,24.5,1,151,88,2740,16,77,class_0
158,25.5,1,140,89,2755,15.8,77,class_0
52,30.5,1,98,63,2051,17,77,class_0
109,33.5,1,98,83,2075,15.9,77,class_0
141,36.1,1,98,66,1800,14.4,78,class_0
205,19.9,4,260,110,3365,15.5,78,class_0
116,19.4,4,318,140,3735,13.2,78,class_0
199,20.2,4,302,139,3570,12.8,78,class_0
254,19.2,3,231,105,3535,19.2,78,class_0
56,20.5,3,200,95,3155,18.2,78,class_0
137,20.2,3,200,85,2965,15.8,78,class_0
138,25.1,1,140,88,2720,15.4,78,class_0
242,20.5,3,225,100,3430,17.2,78,class_0
3,19.4,3,232,90,3210,17.2,78,class_0
29,20.6,3,231,105,3380,15.8,78,class_0
200,20.8,3,200,85,3070,16.7,78,class_0
100,18.6,3,225,110,3620,18.7,78,class_0
4,18.1,3,258,120,3410,15.1,78,class_0
59,19.2,4,305,145,3425,13.2,78,class_0
34,17.7,3,231,165,3445,13.4,78,class_0
142,18.1,4,302,139,3205,11.2,78,class_0
117,17.5,4,318,140,4080,13.7,78,class_0
52,30,1,98,68,2155,16.5,78,class_0
120,30.9,1,105,75,2230,14.5,78,class_0
234,23.2,1,156,105,2745,16.7,78,class_0
210,23.8,1,151,85,2855,17.6,78,class_0
252,21.5,3,231,115,3245,15.4,79,class_0
201,19.8,3,200,85,2990,18.2,79,class_0
139,22.3,1,140,88,2890,17.3,79,class_0
6,20.2,3,232,90,3265,18.2,79,class_0
101,20.6,3,225,110,3360,16.6,79,class_0
45,17,4,305,130,3840,15.4,79,class_0
151,17.6,4,302,129,3725,13.4,79,class_0
194,16.5,4,351,138,3955,13.2,79,class_0
122,18.2,4,318,135,3830,15.2,79,class_0
31,16.9,4,350,155,4360,14.9,79,class_0
131,15.5,4,351,142,4054,14.3,79,class_0
57,19.2,4,267,125,3605,15,79,class_0
74,18.5,4,360,150,3940,13,79,class_0
108,35.7,1,98,80,1915,14.4,79,class_0
16,27.4,1,121,80,2670,15,79,class_0
39,23,4,350,125,3900,17.4,79,class_0
205,23.9,4,260,90,3420,22.2,79,class_0
229,34.2,1,105,70,2200,13.2,79,class_0
232,34.5,1,105,70,2150,14.9,79,class_0
38,28.4,1,151,90,2670,16,79,class_0
53,28.8,3,173,115,2595,11.3,79,class_0
209,26.8,3,173,115,2700,12.9,79,class_0
253,33.5,1,151,90,2556,13.2,79,class_0
52,32.1,1,98,70,2120,15.5,80,class_0
53,28,1,151,90,2678,16.5,80,class_0
136,26.4,1,140,88,2870,18.1,80,class_0
3,24.3,1,151,90,3003,20.1,80,class_0
100,19.1,3,225,90,3381,18.7,80,class_0
105,27.9,1,156,105,2800,14.4,80,class_0
155,23.6,1,140,88,2905,14.3,80,class_0
233,27.2,1,135,84,2490,15.7,81,class_0
36,26.6,1,151,84,2635,16.4,81,class_0
99,25.8,1,156,92,2620,14.4,81,class_0
53,23.5,3,173,110,2725,12.6,81,class_0
233,30,1,135,84,2385,12.9,81,class_0
220,39,1,86,64,1875,16.4,81,class_0
230,34.7,1,105,63,2215,14.9,81,class_0
133,34.4,1,98,65,2045,16.2,81,class_0
132,29.9,1,98,65,2380,20.7,81,class_0
25,22.4,3,231,110,3415,15.8,81,class_0
204,26.6,4,350,105,3725,19,81,class_0
148,20.2,3,200,88,3060,17.1,81,class_0
73,17.6,3,225,85,3465,16.6,81,class_0
46,28,1,112,88,2605,19.6,82,class_0
48,27,1,112,88,2640,18.6,82,class_0
47,34,1,112,88,2395,18,82,class_0
251,31,1,112,85,2575,16.2,82,class_0
98,29,1,135,84,2525,16,82,class_0
253,27,1,151,90,2735,18,82,class_0
140,24,1,140,92,2865,16.4,82,class_0
5,23,1,151,86,3035,20.5,82,class_0
231,38,1,105,63,2125,14.7,82,class_0
195,36,1,98,70,2125,17.3,82,class_0
27,25,3,181,110,2945,16.4,82,class_0
203,38,3,262,85,3015,17,82,class_0
72,26,1,156,92,2585,14.5,82,class_0
149,22,3,232,112,2835,14.7,82,class_0
104,36,1,135,84,2370,13,82,class_0
44,27,1,151,90,2950,17.3,82,class_0
156,27,1,140,86,2790,15.6,82,class_0
121,32,1,135,84,2295,11.6,82,class_0
162,28,1,120,79,2625,18.6,82,class_0
70,31,1,119,82,2720,19.4,82,class_0
77,26.4,1,133,115,3090,17.5,70,class_1
288,26,1,97,46,1835,20.5,70,class_1
215,25,1,110,87,2672,17.5,70,class_1
17,24,1,107,90,2430,14.5,70,class_1
264,25,1,104,95,2375,17.5,70,class_1
23,26,1,121,113,2234,12.5,70,class_1
299,36,1,97,48,1978,20,71,class_1
212,28,1,116,90,2123,14,71,class_1
214,30,1,79,70,2074,19.5,71,class_1
125,30,1,88,76,2065,14.5,71,class_1
292,27,1,97,60,1834,19,71,class_1
300,23,1,97,54,2254,23.5,72,class_1
302,18,1,121,112,2933,14.5,72,class_1
289,22,1,121,76,2511,18,72,class_1
216,21,1,120,87,2979,19.5,72,class_1
258,26,1,96,69,2189,18,72,class_1
298,26,1,97,46,1950,21,73,class_1
123,26,1,98,90,2265,15.5,73,class_1
126,29,1,68,49,1867,19.5,73,class_1
213,24,1,116,75,2158,15.5,73,class_1
18,20,1,114,91,2582,14,73,class_1
301,19,1,121,112,2868,15.5,73,class_1
266,24,1,121,110,2660,14,73,class_1
22,29,1,98,83,2219,16.5,74,class_1
290,26,1,79,67,1963,15.5,74,class_1
213,26,1,97,78,2300,14.5,74,class_1
126,24,1,90,75,2108,15.5,74,class_1
124,26,1,116,75,2246,14,74,class_1
129,31,1,79,67,2000,16,74,class_1
290,25,1,90,71,2223,16.5,75,class_1
293,29,1,90,70,1937,14,75,class_1
18,23,1,115,95,2694,15,75,class_1
215,23,1,120,88,2957,17,75,class_1
303,22,1,121,98,2945,14.5,75,class_1
266,25,1,121,115,2671,13.5,75,class_1
127,28,1,107,86,2464,15.5,76,class_1
212,25,1,116,81,2220,16.9,76,class_1
259,27,1,101,83,2202,15.3,76,class_1
309,29,1,90,70,1937,14.2,76,class_1
293,29.5,1,97,71,1825,12.2,76,class_1
304,20,1,130,102,3150,15.7,76,class_1
215,19,1,120,88,3270,21.9,76,class_1
189,16.5,3,168,120,3820,16.7,76,class_1
261,36,1,79,58,1825,18.6,77,class_1
294,29,1,97,78,1940,14.5,77,class_1
290,30.5,1,97,78,2190,14.1,77,class_1
24,21.5,1,121,110,2600,12.8,77,class_1
295,43.1,1,90,48,1985,21.5,78,class_1
20,20.3,2,131,103,2830,15.9,78,class_1
305,17,3,163,125,3140,13.6,78,class_1
265,21.6,1,121,115,2795,15.7,78,class_1
218,16.2,3,163,133,3410,15.8,78,class_1
297,31.5,1,89,71,1990,14.9,78,class_1
311,31.9,1,89,71,1925,14,79,class_1
190,25.4,2,183,77,3530,20.1,79,class_1
215,27.2,1,141,71,3190,24.8,79,class_1
128,37.3,1,91,69,2130,14.7,79,class_1
309,41.5,1,98,76,2144,14.7,80,class_1
19,34.3,1,97,78,2188,15.8,80,class_1
310,44.3,1,90,48,2085,21.7,80,class_1
307,43.4,1,90,48,2335,23.7,80,class_1
21,36.4,2,121,67,2950,19.9,80,class_1
188,30,1,146,67,3250,21.8,80,class_1
262,40.9,1,85,125,1835,17.3,80,class_1
287,29.8,1,89,62,1845,15.3,80,class_1
286,35,1,122,88,2500,15.1,80,class_1
291,33,1,105,74,2190,14.2,81,class_1
260,34.5,1,100,84,2320,15.8,81,class_1
217,28.1,1,141,80,3230,20.4,81,class_1
263,27.4,1,121,110,2800,15.4,81,class_1
306,30.7,3,145,76,3160,19.6,81,class_1
296,36,1,105,74,1980,15.3,82,class_1
308,44,1,97,52,2130,24.6,82,class_1
280,24,1,113,95,2372,15,70,class_2
97,27,1,97,88,2130,14.5,70,class_2
97,27,1,97,88,2130,14.5,71,class_2
277,25,1,113,95,2228,14,71,class_2
273,31,1,71,65,1773,19,71,class_2
78,35,1,72,69,1613,18,71,class_2
278,24,1,113,95,2278,15.5,72,class_2
187,19,0,70,97,2330,13.5,72,class_2
87,28,1,97,92,2288,17,72,class_2
285,23,1,120,97,2506,14.5,72,class_2
274,27,1,97,88,2100,16.5,72,class_2
269,20,1,97,88,2279,19,73,class_2
89,22,1,108,94,2379,16.5,73,class_2
178,18,0,70,90,2124,13.5,73,class_2
282,20,3,156,122,2807,13.5,73,class_2
94,31,1,79,67,1950,19,74,class_2
273,32,1,71,65,1836,21,74,class_2
277,31,1,76,52,1649,16.5,74,class_2
90,32,1,83,61,2003,19,74,class_2
171,24,1,120,97,2489,15,74,class_2
267,26,1,108,93,2391,15.5,74,class_2
272,29,1,97,75,2171,16,75,class_2
277,24,1,134,96,2702,13.5,75,class_2
90,24,1,119,97,2545,17,75,class_2
175,33,1,91,53,1795,17.5,75,class_2
171,33,1,91,53,1795,17.4,76,class_2
93,32,1,85,70,1990,17,76,class_2
272,28,1,97,75,2155,16.4,76,class_2
282,19,3,156,108,2930,15.5,76,class_2
169,31.5,1,98,68,2045,18.5,77,class_2
96,33.5,1,85,70,1945,16.8,77,class_2
275,26,1,97,75,2265,18.2,77,class_2
268,30,1,97,67,1985,16.4,77,class_2
91,22,3,146,97,2815,14.5,77,class_2
185,21.5,0,80,110,2720,13.5,77,class_2
184,32.8,1,78,52,1985,19.4,78,class_2
95,39.4,1,85,70,2070,18.6,78,class_2
175,36.1,1,91,60,1800,16.4,78,class_2
277,27.5,1,134,95,2560,14.2,78,class_2
86,27.2,1,119,97,2300,14.7,78,class_2
271,21.1,1,134,95,2515,14.8,78,class_2
79,23.9,1,119,97,2405,14.9,78,class_2
170,29.5,1,98,68,2135,16.6,78,class_2
177,34.1,1,86,65,1975,15.2,79,class_2
81,31.8,1,85,65,2020,19.2,79,class_2
276,38.1,1,89,60,1968,18.8,80,class_2
84,37.2,1,86,65,2019,16.4,80,class_2
279,29.8,1,134,90,2711,15.5,80,class_2
179,31.3,1,120,75,2542,17.5,80,class_2
88,37,1,119,92,2434,15,80,class_2
272,32.2,1,108,75,2265,15.2,80,class_2
180,46.6,1,86,65,2110,17.9,80,class_2
81,40.8,1,85,65,2110,19.2,80,class_2
174,44.6,1,91,67,1850,13.8,80,class_2
268,33.8,1,97,67,2145,18,80,class_2
83,32.7,3,168,132,2910,11.4,80,class_2
186,23.7,0,70,100,2420,12.5,80,class_2
168,32.4,1,107,72,2290,17,80,class_2
283,39.1,1,79,58,1755,16.9,81,class_2
173,35.1,1,81,60,1760,16.1,81,class_2
267,32.3,1,97,67,2065,17.8,81,class_2
82,37,1,85,65,1975,19.4,81,class_2
284,37.7,1,89,62,2050,17.3,81,class_2
181,34.1,1,91,68,1985,16,81,class_2
176,33.7,1,107,75,2210,14.4,81,class_2
272,32.4,1,108,75,2350,16.8,81,class_2
80,32.9,1,119,100,2615,14.8,81,class_2
179,31.6,1,120,74,2635,18.3,81,class_2
281,25.4,3,168,116,2900,12.6,81,class_2
92,24.2,3,146,120,2930,13.8,81,class_2
183,37,1,91,68,2025,18.2,82,class_2
182,31,1,91,68,1970,17.6,82,class_2
202,36,1,120,88,2160,14.5,82,class_2
168,36,1,107,75,2205,14.5,82,class_2
272,34,1,108,70,2245,16.9,82,class_2
171,38,1,91,67,1965,15,82,class_2
172,32,1,91,67,1965,15.7,82,class_2
85,38,1,91,67,1995,16.2,82,class_2
270,32,1,144,96,2665,13.9,82,class_2
