@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13,class_14,class_15,class_16,class_17}

@data
37,2,3,7,29008,58,8661,8,2.079442,10.275327,9.066585,4.060443,class_14
29,1,3,6,206338,48,213384,4,1.386294,12.237271,12.270849,3.871201,class_14
61,3,0,5,64479,59,177530,6,1.791759,11.074095,12.086895,4.077537,class_14
64,1,1,4,23574,80,23490,2,0.693147,10.0679,10.06433,4.382027,class_14
1,0,2,4,36123,152,295131,3,1.098612,10.494685,12.595175,5.023881,class_14
59,1,0,3,60300,59,177476,2,0.693147,11.007087,12.086591,4.077537,class_14
14,0,0,2,3841,7,9081,1,0,8.253488,9.11394,1.94591,class_14
48,0,0,2,9869,85,100934,2,0.693147,9.197154,11.522222,4.442651,class_14
9,0,6,12,165851,206,709591,15,2.70805,12.018845,13.472444,5.327876,class_15
23,0,0,6,5059,36,4590,2,0.693147,8.528924,8.431635,3.583519,class_15
36,3,4,7,16319,135,22213,11,2.397895,9.700085,10.008433,4.905275,class_16
4,2,1,3,8140,97,226510,3,1.098612,9.004545,12.330544,4.574711,class_16
45,0,3,3,106409,91,27599,6,1.791759,11.575045,10.225535,4.51086,class_16
53,2,0,2,1993,90,18390,2,0.693147,7.597396,9.819562,4.49981,class_16
6,1,1,2,296,28,3391,1,0,5.690359,8.12888,3.332205,class_16
42,1,0,1,18880,5,1472,1,0,9.845858,7.294377,1.609438,class_16
31,0,1,1,3681,78,73700,4,1.386294,8.21094,11.207758,4.356709,class_16
19,2,3,6,5270,110,168917,6,1.791759,8.569786,12.037163,4.70048,class_17
52,1,3,5,5377,115,18206,3,1.098612,8.589886,9.809506,4.744932,class_17
30,3,0,4,65758,35,347600,3,1.098612,11.093737,12.758808,3.555348,class_17
21,2,1,4,5154,78,119086,4,1.386294,8.547528,11.687601,4.356709,class_17
5,2,0,3,7669,31,3642,1,0,8.944942,8.200288,3.433987,class_17
38,1,1,3,2424,48,5730,1,0,7.793174,8.653471,3.871201,class_17
65,1,1,3,10635,121,20039,4,1.386294,9.271906,9.905436,4.795791,class_17
15,1,0,2,4784,113,181130,2,0.693147,8.473032,12.10697,4.727388,class_17
60,0,1,2,1283,23,5017,2,0.693147,7.156956,8.520587,3.135494,class_17
49,0,1,2,4378,34,2542,2,0.693147,8.384347,7.840706,3.526361,class_17
2,0,0,1,3536,28,2387,2,0.693147,8.170751,7.777793,3.332205,class_17
32,0,0,1,5984,40,90310,1,0,8.696845,11.411003,3.688879,class_17
28,0,0,1,982223,78,357759,1,0,13.797574,12.787615,4.356709,class_17
