@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10}

@data
0,3,0,2,1,0,2,3,0,3,0,class_1
0,3,0,2,3,0,2,3,1,3,1,class_1
0,3,0,3,2,0,2,1,0,0,0,class_1
0,4,1,0,0,0,2,2,1,1,1,class_1
0,4,1,0,1,0,2,2,0,1,0,class_1
0,4,1,2,2,0,2,1,0,0,0,class_1
0,4,1,3,3,0,2,0,0,2,0,class_1
0,5,0,1,3,0,0,0,1,1,1,class_1
0,5,1,1,3,0,1,3,0,0,0,class_1
0,5,1,2,0,0,1,1,1,1,1,class_1
0,5,1,3,1,0,1,0,0,3,0,class_1
1,0,0,0,1,1,2,3,1,1,1,class_1
1,0,0,0,2,1,2,3,0,1,0,class_1
1,3,2,1,3,1,0,3,0,0,0,class_1
1,3,2,2,0,1,0,2,1,1,1,class_1
1,4,0,3,1,1,0,2,0,1,0,class_1
1,5,1,2,0,1,0,2,1,1,1,class_1
1,5,1,2,3,1,0,2,0,1,0,class_1
1,5,2,3,3,1,2,3,1,1,1,class_1
0,0,0,0,3,0,2,2,1,1,1,class_2
0,0,1,0,1,0,0,2,0,0,0,class_2
0,0,1,0,3,0,0,2,1,0,1,class_2
0,0,1,1,3,0,0,3,1,2,1,class_2
0,0,1,2,0,0,0,1,0,3,0,class_2
0,0,1,2,1,0,0,1,1,3,1,class_2
0,0,1,2,2,0,0,1,1,3,1,class_2
0,0,1,3,0,0,0,0,1,1,1,class_2
0,0,1,3,2,0,0,0,0,1,0,class_2
0,0,1,3,3,0,0,0,1,1,1,class_2
0,0,2,0,1,0,1,0,0,3,0,class_2
0,0,2,0,2,0,1,0,1,3,1,class_2
0,0,2,1,0,0,1,1,0,1,0,class_2
0,0,2,1,2,0,1,1,0,1,0,class_2
0,0,2,1,3,0,1,1,1,1,1,class_2
0,0,2,2,3,0,1,3,0,0,0,class_2
0,0,2,3,1,0,1,2,1,2,1,class_2
0,1,0,1,3,0,1,2,1,2,1,class_2
0,1,0,2,1,0,1,3,1,0,1,class_2
0,1,0,2,2,0,1,3,1,0,1,class_2
0,1,1,2,3,0,2,2,0,1,0,class_2
0,1,2,1,1,0,0,0,0,1,0,class_2
0,2,0,0,1,0,0,0,0,1,0,class_2
0,2,0,1,0,0,0,2,1,0,1,class_2
0,2,0,1,2,0,0,2,0,0,0,class_2
0,2,0,2,2,0,0,3,0,2,0,class_2
0,2,0,3,2,0,0,1,1,3,1,class_2
0,2,1,3,1,0,1,3,0,0,0,class_2
0,2,2,0,2,0,2,1,0,0,0,class_2
0,2,2,0,3,0,2,1,0,0,0,class_2
0,3,0,0,3,0,2,0,0,2,0,class_2
0,3,1,0,2,0,0,1,0,3,0,class_2
0,3,1,1,0,0,0,0,0,1,0,class_2
0,3,1,1,2,0,0,0,1,1,1,class_2
0,3,1,2,1,0,0,2,0,0,0,class_2
0,3,1,3,2,0,0,3,1,2,1,class_2
0,3,1,3,3,0,0,3,0,2,0,class_2
0,3,2,0,0,0,1,1,1,1,1,class_2
0,3,2,0,1,0,1,1,0,1,0,class_2
0,3,2,1,2,0,1,0,1,3,1,class_2
0,3,2,2,1,0,1,2,1,2,1,class_2
0,3,2,3,2,0,1,3,1,0,1,class_2
0,4,1,0,3,0,2,2,1,1,1,class_2
0,4,1,3,0,0,2,0,1,2,1,class_2
0,4,1,3,1,0,2,0,1,2,1,class_2
0,4,1,3,2,0,2,0,0,2,0,class_2
0,4,2,2,0,0,0,3,1,2,1,class_2
0,4,2,2,1,0,0,3,0,2,0,class_2
0,4,2,2,3,0,0,3,0,2,0,class_2
0,4,2,3,0,0,0,2,0,0,0,class_2
0,5,0,0,1,0,0,2,0,0,0,class_2
0,5,0,0,2,0,0,2,1,0,1,class_2
0,5,0,2,0,0,0,1,0,3,0,class_2
0,5,0,3,0,0,0,3,0,2,0,class_2
0,5,0,3,2,0,0,3,0,2,0,class_2
0,5,1,0,0,0,1,2,1,2,1,class_2
0,5,1,0,1,0,1,2,0,2,0,class_2
0,5,1,1,0,0,1,3,1,0,1,class_2
0,5,2,0,0,0,2,0,1,2,1,class_2
0,5,2,0,3,0,2,0,1,2,1,class_2
0,5,2,1,1,0,2,1,1,0,1,class_2
0,5,2,1,2,0,2,1,0,0,0,class_2
0,5,2,2,1,0,2,3,0,3,0,class_2
0,5,2,2,3,0,2,3,1,3,1,class_2
1,0,0,0,0,1,2,3,1,1,1,class_2
1,0,0,2,1,1,2,1,1,3,1,class_2
1,0,0,2,3,1,2,1,1,3,1,class_2
1,0,0,3,2,1,2,2,1,2,1,class_2
1,0,0,3,3,1,2,2,0,2,0,class_2
1,0,1,1,2,1,1,0,1,1,1,class_2
1,0,1,2,1,1,1,2,1,3,1,class_2
1,0,1,3,1,1,1,1,0,0,0,class_2
1,0,2,0,0,1,0,2,1,1,1,class_2
1,0,2,0,3,1,0,2,1,1,1,class_2
1,0,2,1,1,1,0,1,1,2,1,class_2
1,0,2,1,3,1,0,1,0,2,0,class_2
1,1,0,0,0,1,0,2,0,1,0,class_2
1,1,0,0,1,1,0,2,1,1,1,class_2
1,1,0,1,0,1,0,1,1,2,1,class_2
1,1,0,1,1,1,0,1,0,2,0,class_2
1,1,0,2,0,1,0,0,1,3,1,class_2
1,1,0,3,1,1,0,3,1,0,1,class_2
1,1,0,3,3,1,0,3,1,0,1,class_2
1,1,1,0,0,1,2,0,0,0,0,class_2
1,1,1,0,1,1,2,0,1,0,1,class_2
1,1,1,2,3,1,2,1,0,3,0,class_2
1,1,1,3,0,1,2,2,0,2,0,class_2
1,1,2,0,3,1,1,0,0,1,0,class_2
1,1,2,2,0,1,1,2,1,3,1,class_2
1,1,2,2,1,1,1,2,0,3,0,class_2
1,1,2,3,2,1,1,1,1,0,1,class_2
1,2,0,0,2,1,1,2,0,3,0,class_2
1,2,0,1,0,1,1,1,1,0,1,class_2
1,2,0,1,2,1,1,1,0,0,0,class_2
1,2,0,1,3,1,1,1,1,0,1,class_2
1,2,0,3,3,1,1,3,0,2,0,class_2
1,2,1,0,1,1,0,0,1,3,1,class_2
1,2,1,1,2,1,0,3,1,0,1,class_2
1,2,1,1,3,1,0,3,0,0,0,class_2
1,2,1,2,0,1,0,1,0,2,0,class_2
1,2,1,2,2,1,0,1,1,2,1,class_2
1,2,1,2,3,1,0,1,0,2,0,class_2
1,2,1,3,2,1,0,2,1,1,1,class_2
1,2,2,1,2,1,2,3,1,1,1,class_2
1,2,2,2,1,1,2,2,1,2,1,class_2
1,2,2,3,0,1,2,1,0,3,0,class_2
1,2,2,3,1,1,2,1,1,3,1,class_2
1,3,0,1,0,1,2,1,0,3,0,class_2
1,3,0,2,1,1,2,0,1,0,1,class_2
1,3,0,2,2,1,2,0,1,0,1,class_2
1,3,0,2,3,1,2,0,0,0,0,class_2
1,3,1,0,0,1,1,0,0,1,0,class_2
1,3,1,3,1,1,1,2,1,3,1,class_2
1,3,2,0,2,1,0,0,1,3,1,class_2
1,3,2,1,2,1,0,3,1,0,1,class_2
1,3,2,3,2,1,0,1,0,2,0,class_2
1,4,0,1,0,1,0,0,1,3,1,class_2
1,4,0,1,2,1,0,0,1,3,1,class_2
1,4,0,2,0,1,0,1,0,2,0,class_2
1,4,1,1,0,1,2,0,1,0,1,class_2
1,4,1,1,3,1,2,0,0,0,0,class_2
1,4,1,2,0,1,2,2,1,2,1,class_2
1,4,1,2,1,1,2,2,0,2,0,class_2
1,4,1,3,0,1,2,1,1,3,1,class_2
1,4,1,3,1,1,2,1,0,3,0,class_2
1,4,2,1,0,1,1,1,1,0,1,class_2
1,4,2,1,2,1,1,1,0,0,0,class_2
1,4,2,3,2,1,1,3,1,2,1,class_2
1,5,0,0,1,1,1,3,0,2,0,class_2
1,5,0,1,2,1,1,0,0,1,0,class_2
1,5,0,3,1,1,1,2,0,3,0,class_2
1,5,1,0,0,1,0,3,0,0,0,class_2
1,5,1,0,3,1,0,3,0,0,0,class_2
1,5,1,1,0,1,0,0,0,3,0,class_2
1,5,1,1,2,1,0,0,1,3,1,class_2
1,5,1,2,1,1,0,2,1,1,1,class_2
1,5,1,3,1,1,0,1,0,2,0,class_2
1,5,1,3,2,1,0,1,1,2,1,class_2
1,5,2,0,2,1,2,2,1,2,1,class_2
1,5,2,1,2,1,2,1,1,3,1,class_2
0,0,0,1,0,0,2,0,0,2,0,class_3
0,0,0,1,1,0,2,0,1,2,1,class_3
0,0,0,3,1,0,2,3,1,3,1,class_3
0,0,0,3,3,0,2,3,0,3,0,class_3
0,0,2,0,0,0,1,0,1,3,1,class_3
0,0,2,0,3,0,1,0,0,3,0,class_3
0,0,2,2,1,0,1,3,1,0,1,class_3
0,1,0,0,1,0,1,0,0,3,0,class_3
0,1,0,1,0,0,1,2,0,2,0,class_3
0,1,0,1,1,0,1,2,0,2,0,class_3
0,1,0,3,3,0,1,1,1,1,1,class_3
0,1,1,0,0,0,2,1,0,0,0,class_3
0,1,1,0,3,0,2,1,1,0,1,class_3
0,1,1,1,0,0,2,0,1,2,1,class_3
0,1,1,1,2,0,2,0,1,2,1,class_3
0,1,1,2,0,0,2,2,0,1,0,class_3
0,1,1,3,3,0,2,3,0,3,0,class_3
0,1,2,0,2,0,0,1,0,3,0,class_3
0,1,2,0,3,0,0,1,1,3,1,class_3
0,1,2,1,0,0,0,0,0,1,0,class_3
0,1,2,1,2,0,0,0,1,1,1,class_3
0,1,2,2,0,0,0,2,0,0,0,class_3
0,1,2,3,3,0,0,3,1,2,1,class_3
0,2,0,2,0,0,0,3,1,2,1,class_3
0,2,0,3,0,0,0,1,1,3,1,class_3
0,2,0,3,1,0,0,1,0,3,0,class_3
0,2,1,0,2,0,1,1,0,1,0,class_3
0,2,1,1,2,0,1,0,0,3,0,class_3
0,2,1,2,0,0,1,2,1,2,1,class_3
0,2,2,1,0,0,2,0,1,2,1,class_3
0,2,2,1,3,0,2,0,0,2,0,class_3
0,2,2,2,2,0,2,2,0,1,0,class_3
0,2,2,3,3,0,2,3,0,3,0,class_3
0,3,2,2,3,0,1,2,1,2,1,class_3
0,4,0,0,1,0,1,2,1,2,1,class_3
0,4,0,0,3,0,1,2,1,2,1,class_3
0,4,0,1,0,0,1,0,1,3,1,class_3
0,4,0,2,1,0,1,1,0,1,0,class_3
0,4,0,3,2,0,1,3,1,0,1,class_3
0,4,2,1,3,0,0,1,0,3,0,class_3
0,4,2,3,2,0,0,2,1,0,1,class_3
0,5,1,3,3,0,1,0,1,3,1,class_3
1,0,0,3,0,1,2,2,0,2,0,class_3
1,0,1,1,1,1,1,0,1,1,1,class_3
1,0,1,1,3,1,1,0,0,1,0,class_3
1,0,1,2,2,1,1,2,0,3,0,class_3
1,0,1,2,3,1,1,2,0,3,0,class_3
1,0,1,3,0,1,1,1,1,0,1,class_3
1,0,1,3,2,1,1,1,1,0,1,class_3
1,0,2,1,0,1,0,1,0,2,0,class_3
1,0,2,2,3,1,0,0,1,3,1,class_3
1,1,0,0,3,1,0,2,1,1,1,class_3
1,1,0,1,3,1,0,1,1,2,1,class_3
1,2,0,0,1,1,1,2,1,3,1,class_3
1,2,2,2,0,1,2,2,0,2,0,class_3
1,3,0,0,0,1,2,2,1,2,1,class_3
1,3,0,0,1,1,2,2,0,2,0,class_3
1,3,0,1,3,1,2,1,0,3,0,class_3
1,3,0,2,0,1,2,0,0,0,0,class_3
1,3,0,3,0,1,2,3,0,1,0,class_3
1,3,1,0,1,1,1,0,0,1,0,class_3
1,3,1,0,2,1,1,0,1,1,1,class_3
1,3,1,1,1,1,1,3,0,2,0,class_3
1,4,0,0,3,1,0,3,1,0,1,class_3
1,4,0,2,3,1,0,1,1,2,1,class_3
1,4,0,3,2,1,0,2,0,1,0,class_3
1,4,1,0,3,1,2,3,0,1,0,class_3
1,4,1,1,1,1,2,0,0,0,0,class_3
1,4,1,3,2,1,2,1,1,3,1,class_3
1,4,1,3,3,1,2,1,0,3,0,class_3
1,4,2,3,0,1,1,3,0,2,0,class_3
1,4,2,3,3,1,1,3,1,2,1,class_3
1,5,0,1,0,1,1,0,0,1,0,class_3
1,5,0,1,3,1,1,0,1,1,1,class_3
1,5,0,2,1,1,1,1,1,0,1,class_3
1,5,0,3,3,1,1,2,1,3,1,class_3
1,5,1,0,1,1,0,3,1,0,1,class_3
1,5,1,3,0,1,0,1,0,2,0,class_3
0,0,0,1,2,0,2,0,1,2,1,class_4
0,0,0,2,0,0,2,1,1,0,1,class_4
0,0,0,3,0,0,2,3,1,3,1,class_4
0,0,0,3,2,0,2,3,0,3,0,class_4
0,0,1,1,0,0,0,3,0,2,0,class_4
0,0,2,2,2,0,1,3,0,0,0,class_4
0,0,2,3,0,0,1,2,0,2,0,class_4
0,0,2,3,2,0,1,2,0,2,0,class_4
0,1,0,0,0,0,1,0,1,3,1,class_4
0,1,0,2,3,0,1,3,0,0,0,class_4
0,1,0,3,0,0,1,1,0,1,0,class_4
0,1,1,0,2,0,2,1,1,0,1,class_4
0,1,1,1,1,0,2,0,0,2,0,class_4
0,1,1,2,1,0,2,2,1,1,1,class_4
0,1,1,3,0,0,2,3,1,3,1,class_4
0,1,1,3,1,0,2,3,0,3,0,class_4
0,1,1,3,2,0,2,3,1,3,1,class_4
0,1,2,0,1,0,0,1,1,3,1,class_4
0,1,2,1,3,0,0,0,1,1,1,class_4
0,1,2,2,3,0,0,2,0,0,0,class_4
0,2,0,2,1,0,0,3,1,2,1,class_4
0,2,0,2,3,0,0,3,0,2,0,class_4
0,2,1,0,3,0,1,1,1,1,1,class_4
0,2,1,1,0,0,1,0,1,3,1,class_4
0,2,1,1,1,0,1,0,1,3,1,class_4
0,2,1,1,3,0,1,0,0,3,0,class_4
0,2,2,0,0,0,2,1,1,0,1,class_4
0,2,2,1,1,0,2,0,0,2,0,class_4
0,2,2,2,1,0,2,2,0,1,0,class_4
0,2,2,2,3,0,2,2,1,1,1,class_4
0,2,2,3,0,0,2,3,1,3,1,class_4
0,2,2,3,1,0,2,3,0,3,0,class_4
0,2,2,3,2,0,2,3,1,3,1,class_4
0,3,1,0,3,0,0,1,1,3,1,class_4
0,3,1,3,1,0,0,3,1,2,1,class_4
0,3,2,1,0,0,1,0,0,3,0,class_4
0,3,2,2,0,0,1,2,0,2,0,class_4
0,3,2,2,2,0,1,2,0,2,0,class_4
0,3,2,3,0,0,1,3,1,0,1,class_4
0,3,2,3,3,0,1,3,0,0,0,class_4
0,4,0,0,0,0,1,2,0,2,0,class_4
0,4,0,0,2,0,1,2,0,2,0,class_4
0,4,0,1,1,0,1,0,0,3,0,class_4
0,4,0,1,2,0,1,0,0,3,0,class_4
0,4,0,1,3,0,1,0,1,3,1,class_4
0,4,0,2,2,0,1,1,1,1,1,class_4
0,4,0,3,0,0,1,3,1,0,1,class_4
0,4,1,2,3,0,2,1,1,0,1,class_4
0,4,2,1,0,0,0,1,1,3,1,class_4
0,4,2,3,1,0,0,2,1,0,1,class_4
0,4,2,3,3,0,0,2,0,0,0,class_4
0,5,0,0,3,0,0,2,0,0,0,class_4
0,5,1,0,2,0,1,2,1,2,1,class_4
0,5,1,0,3,0,1,2,0,2,0,class_4
0,5,1,1,2,0,1,3,0,0,0,class_4
0,5,1,2,1,0,1,1,0,1,0,class_4
0,5,1,2,3,0,1,1,1,1,1,class_4
0,5,1,3,2,0,1,0,1,3,1,class_4
1,0,0,1,1,1,2,0,1,0,1,class_4
1,0,0,2,2,1,2,1,0,3,0,class_4
1,0,1,0,0,1,1,3,0,2,0,class_4
1,0,1,1,0,1,1,0,0,1,0,class_4
1,0,1,2,0,1,1,2,1,3,1,class_4
1,0,1,3,3,1,1,1,0,0,0,class_4
1,0,2,0,1,1,0,2,0,1,0,class_4
1,0,2,0,2,1,0,2,0,1,0,class_4
1,0,2,3,0,1,0,3,1,0,1,class_4
1,0,2,3,2,1,0,3,1,0,1,class_4
1,1,0,2,2,1,0,0,0,3,0,class_4
1,1,0,2,3,1,0,0,1,3,1,class_4
1,1,1,2,2,1,2,1,1,3,1,class_4
1,1,1,3,2,1,2,2,0,2,0,class_4
1,1,2,0,2,1,1,0,1,1,1,class_4
1,1,2,1,0,1,1,3,0,2,0,class_4
1,1,2,1,1,1,1,3,1,2,1,class_4
1,1,2,2,3,1,1,2,1,3,1,class_4
1,1,2,3,1,1,1,1,1,0,1,class_4
1,2,0,2,2,1,1,0,0,1,0,class_4
1,2,0,3,2,1,1,3,1,2,1,class_4
1,2,1,0,0,1,0,0,1,3,1,class_4
1,2,1,0,2,1,0,0,0,3,0,class_4
1,2,1,1,1,1,0,3,1,0,1,class_4
1,2,1,3,3,1,0,2,0,1,0,class_4
1,2,2,1,0,1,2,3,0,1,0,class_4
1,3,0,1,1,1,2,1,1,3,1,class_4
1,3,0,1,2,1,2,1,1,3,1,class_4
1,3,0,3,2,1,2,3,0,1,0,class_4
1,3,1,0,3,1,1,0,1,1,1,class_4
1,3,1,2,1,1,1,1,0,0,0,class_4
1,3,1,2,2,1,1,1,1,0,1,class_4
1,3,1,2,3,1,1,1,0,0,0,class_4
1,3,1,3,0,1,1,2,1,3,1,class_4
1,3,1,3,2,1,1,2,0,3,0,class_4
1,3,1,3,3,1,1,2,0,3,0,class_4
1,3,2,1,0,1,0,3,1,0,1,class_4
1,3,2,2,2,1,0,2,0,1,0,class_4
1,4,0,0,1,1,0,3,1,0,1,class_4
1,4,0,1,1,1,0,0,0,3,0,class_4
1,4,0,2,1,1,0,1,1,2,1,class_4
1,4,0,2,2,1,0,1,0,2,0,class_4
1,4,1,0,0,1,2,3,1,1,1,class_4
1,4,1,1,2,1,2,0,1,0,1,class_4
1,4,1,2,2,1,2,2,1,2,1,class_4
1,4,1,2,3,1,2,2,0,2,0,class_4
1,4,2,0,0,1,1,2,0,3,0,class_4
1,4,2,0,1,1,1,2,1,3,1,class_4
1,4,2,0,3,1,1,2,1,3,1,class_4
1,4,2,1,1,1,1,1,1,0,1,class_4
1,4,2,2,1,1,1,0,0,1,0,class_4
1,5,0,0,0,1,1,3,1,2,1,class_4
1,5,0,0,3,1,1,3,0,2,0,class_4
1,5,0,2,0,1,1,1,0,0,0,class_4
1,5,0,2,2,1,1,1,0,0,0,class_4
1,5,0,3,0,1,1,2,0,3,0,class_4
1,5,0,3,2,1,1,2,1,3,1,class_4
1,5,1,1,1,1,0,0,0,3,0,class_4
1,5,1,1,3,1,0,0,1,3,1,class_4
1,5,1,3,3,1,0,1,1,2,1,class_4
1,5,2,0,0,1,2,2,1,2,1,class_4
1,5,2,3,0,1,2,3,0,1,0,class_4
1,5,2,3,1,1,2,3,0,1,0,class_4
0,0,0,2,2,0,2,1,0,0,0,class_5
0,0,2,2,0,0,1,3,1,0,1,class_5
0,0,2,3,3,0,1,2,1,2,1,class_5
0,1,0,0,2,0,1,0,1,3,1,class_5
0,1,0,0,3,0,1,0,0,3,0,class_5
0,1,0,1,2,0,1,2,1,2,1,class_5
0,1,0,2,0,0,1,3,0,0,0,class_5
0,1,0,3,2,0,1,1,1,1,1,class_5
0,1,1,1,3,0,2,0,0,2,0,class_5
0,1,2,0,0,0,0,1,0,3,0,class_5
0,1,2,2,2,0,0,2,1,0,1,class_5
0,1,2,3,0,0,0,3,0,2,0,class_5
0,1,2,3,2,0,0,3,1,2,1,class_5
0,2,0,0,2,0,0,0,0,1,0,class_5
0,2,0,0,3,0,0,0,1,1,1,class_5
0,2,0,1,3,0,0,2,0,0,0,class_5
0,2,1,0,0,0,1,1,0,1,0,class_5
0,2,1,2,1,0,1,2,0,2,0,class_5
0,2,1,3,0,0,1,3,1,0,1,class_5
0,2,2,0,1,0,2,1,1,0,1,class_5
0,3,2,3,1,0,1,3,0,0,0,class_5
0,4,0,3,3,0,1,3,0,0,0,class_5
1,0,1,0,2,1,1,3,0,2,0,class_5
1,1,0,1,2,1,0,1,0,2,0,class_5
1,2,0,3,0,1,1,3,1,2,1,class_5
1,3,1,1,2,1,1,3,0,2,0,class_5
1,3,1,2,0,1,1,1,1,0,1,class_5
1,4,0,1,3,1,0,0,0,3,0,class_5
1,4,1,0,2,1,2,3,0,1,0,class_5
1,5,0,2,3,1,1,1,1,0,1,class_5
0,0,1,0,0,0,0,2,0,0,0,class_6
0,0,1,1,1,0,0,3,0,2,0,class_6
0,0,1,3,1,0,0,0,0,1,0,class_6
0,1,1,0,1,0,2,1,0,0,0,class_6
0,1,1,2,2,0,2,2,1,1,1,class_6
0,2,0,3,3,0,0,1,0,3,0,class_6
0,3,0,0,1,0,2,0,1,2,1,class_6
0,3,0,0,2,0,2,0,0,2,0,class_6
0,3,0,3,0,0,2,1,1,0,1,class_6
0,3,0,3,1,0,2,1,1,0,1,class_6
0,3,1,1,1,0,0,0,1,1,1,class_6
0,3,1,2,0,0,0,2,1,0,1,class_6
0,4,0,3,1,0,1,3,0,0,0,class_6
0,4,1,1,1,0,2,3,1,3,1,class_6
0,4,1,1,2,0,2,3,1,3,1,class_6
0,4,2,0,0,0,0,0,0,1,0,class_6
0,4,2,0,1,0,0,0,0,1,0,class_6
0,4,2,0,3,0,0,0,1,1,1,class_6
0,5,0,1,1,0,0,0,1,1,1,class_6
0,5,0,2,1,0,0,1,0,3,0,class_6
0,5,0,3,3,0,0,3,1,2,1,class_6
0,5,1,3,0,0,1,0,0,3,0,class_6
0,5,2,0,1,0,2,0,0,2,0,class_6
0,5,2,1,3,0,2,1,0,0,0,class_6
