@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute value_17 numeric
@attribute class {class_0,class_1}

@data
0,1,61.1526,0,1,0,1,1,0.8,426,3.82,58,678,97.65,88,233,11,0,class_0
0,0,67.4086,0,1,0,1,1,2.6,636,3.1,94,6456.2,56.76,91,214,11,0,class_0
0,0,39.1978,0,0,0,0,0,1.3,288,3.4,262,5487.2,73.53,125,254,11,0,class_0
0,0,65.7632,1,1,1,1,1,1.8,416,3.94,121,10165,79.98,219,213,11,1,class_0
0,1,33.6181,0,1,0,0,1,1.1,498,3.8,88,13862.4,95.46,319,365,10.6,2,class_0
0,1,46.6283,0,1,1,0,0,22.5,932,3.12,95,5396,244.9,133,165,11.6,1,class_0
0,1,62.9076,0,1,0,1,1,2.1,373,3.5,52,1009,150.35,188,178,11,1,class_0
0,0,49.3388,0,1,0,0,2,20,652,3.46,159,3292,215.45,184,227,12.4,1,class_0
0,0,51.9206,0,1,0,0,1,8.4,558,3.99,280,967,89.9,309,278,11,0,class_0
0,0,43.5181,0,0,0,0,2,17.1,674,2.53,207,2078,182.9,598,268,11.5,0,class_0
0,0,51.9425,0,1,0,0,2,12.2,394,3.08,111,2132,155,243,165,11.6,0,class_0
0,1,49.8261,0,1,0,0,2,6.6,244,3.41,199,1819,170.5,91,132,12.1,1,class_0
0,0,47.9452,0,1,0,1,1,6.3,436,3.02,75,2176,170.5,104,236,10.6,0,class_0
0,1,67.4114,1,1,0,1,1,7.2,247,3.72,269,1303,176.7,91,360,11.2,0,class_0
0,0,52.7584,0,1,0,0,1,5,1600,3.21,75,2656,82.15,174,181,10.9,1,class_0
0,0,37.2786,0,1,1,1,1,1.1,345,4.4,75,1860,218.55,72,447,10.7,1,class_0
0,0,52.4435,0,1,0,1,1,2,408,3.65,50,1083,110.05,98,200,11.4,2,class_0
0,1,45.6071,0,1,0,0,2,5,325,3.47,110,2460,246.45,56,430,11.9,0,class_0
0,0,76.7091,0,0,1,1,0,1.4,206,3.13,36,1626,86.8,70,145,12.2,0,class_0
0,0,53.9165,0,1,0,0,1,3.2,201,3.11,178,1212,159.65,69,188,11.8,0,class_0
0,1,46.3901,0,0,0,0,0,17.4,304,2.64,182,559,119.35,80,401,11.7,2,class_0
0,1,71.8932,1,1,0,1,2,2,420,3.26,62,3196,77.5,91,344,11.4,1,class_0
0,1,51.4689,1,1,0,1,1,2.3,178,3,145,746,178.25,122,119,12,0,class_0
0,1,48.9637,0,0,0,0,0,2.5,188,3.67,57,1273,119.35,102,110,11.1,0,class_0
0,0,51.2334,0,1,0,0,1,6.7,374,3.74,103,979,128.65,100,266,11.1,0,class_0
0,0,49.6564,0,1,0,0,1,6.5,950,3.11,111,2374,170.5,149,354,11,0,class_0
0,0,54.256,0,1,1,0,1,0.6,636,3.83,129,944,97.65,114,306,9.5,1,class_0
0,1,67.9069,1,0,0,1,0,1.3,151,3.08,73,1112,46.5,49,213,13.2,0,class_0
0,0,45.8207,0,1,0,0,0,5.1,304,3.23,18,790,179.8,90,104,13,0,class_0
0,0,53.5989,0,0,0,0,1,1.2,269,3.12,24,1441,165.85,68,166,11.1,0,class_0
0,0,41.9493,0,1,0,0,1,16.2,426,2.89,42,1828,299.15,153,123,12.6,0,class_0
0,1,44.2272,0,1,0,0,1,17.4,1775,3.43,205,2065,165.85,97,418,11.5,1,class_0
0,1,62.0014,0,1,0,0,1,2.8,242,3.8,74,614,136.4,104,121,13.2,0,class_0
0,0,51.2498,1,1,0,1,1,7.3,426,3.93,262,2424,145.7,218,252,10.5,1,class_0
0,1,46.1027,0,1,0,1,1,2.9,332,3.6,86,1492,134.85,103,277,11,0,class_0
0,1,52.2875,0,1,0,1,2,28,556,3.26,152,3896,198.4,171,335,10,1,class_0
0,1,30.8638,0,1,0,1,1,7.2,1015,3.26,247,3836,198.4,280,330,9.8,1,class_0
0,0,61.8042,1,1,0,0,2,3,257,3.79,290,1664,102.3,112,140,9.9,0,class_0
0,0,69.9411,1,1,0,1,1,2.3,586,3.01,243,2276,114.7,126,339,10.9,1,class_0
0,0,69.3771,1,1,1,0,0,2.4,168,2.56,225,1056,120.9,75,108,14.1,1,class_0
0,1,59.4086,0,1,0,1,1,25.5,358,3.52,219,2468,201.5,205,151,11.5,2,class_0
0,1,45.7604,1,1,1,1,1,2.5,317,3.46,217,714,130.2,140,207,10.1,1,class_0
0,1,58.8172,0,1,0,0,1,3.2,260,3.19,91,815,127.1,101,160,12,0,class_0
0,1,43.4141,0,1,0,0,2,8.5,255,3.34,161,1428,181.35,139,88,13.3,0,class_0
0,0,53.306,1,1,0,1,1,4,196,3.45,80,2496,133.3,142,212,11.3,0,class_0
0,0,60.9582,1,1,0,1,1,0.9,376,3.86,200,1015,83.7,154,238,10.3,0,class_0
0,1,35.4908,0,1,1,1,1,1.3,408,4.22,67,1387,142.6,137,295,10.1,1,class_0
0,0,41.6099,0,1,0,0,1,3.2,247,3.56,77,1790,139.5,90,149,10.1,0,class_0
0,1,37.6071,0,1,0,1,1,11,674,3.55,358,2412,167.4,140,471,9.8,1,class_0
0,0,70.8364,0,1,1,0,2,2,225,3.53,51,933,69.75,62,200,12.7,1,class_0
0,1,35.7919,0,1,0,1,1,14,808,3.43,251,2870,153.45,137,268,11.5,1,class_0
0,1,52.6927,0,0,0,0,1,24.5,1092,3.35,233,3740,147.25,432,399,15.2,0,class_0
0,1,56.7721,0,1,1,1,1,10.8,932,3.19,267,2184,161.2,157,382,10.4,0,class_0
1,0,40.7173,0,1,1,1,1,2.1,392,3.43,52,1395,184.45,194,328,10.2,1,class_0
0,0,61.295,0,1,0,1,1,3.9,396,3.2,58,1440,153.45,131,156,10,0,class_0
0,1,69.347,0,1,0,1,1,0.9,404,3.43,34,1866,79.05,224,236,9.9,1,class_0
0,1,41.1691,0,1,1,1,1,5.9,1276,3.85,141,1204,203.05,157,216,10.7,1,class_0
0,1,36.0794,0,1,0,1,1,11.4,608,3.31,65,1790,151.9,210,298,10.8,0,class_0
0,0,63.6304,0,1,1,0,1,3.8,426,3.22,96,2716,210.8,113,228,10.6,2,class_0
0,1,46.2642,0,1,0,1,1,4.5,372,3.38,227,2310,167.4,135,240,12.4,1,class_0
0,0,61.243,0,0,0,1,0,14.1,448,2.43,123,1833,134,155,210,11,0,class_0
0,0,58.9514,1,1,1,1,1,2.3,316,3.35,172,1601,179.8,63,394,9.7,2,class_0
0,0,62.4148,0,0,0,1,2,4.5,191,3.05,200,1020,175.15,118,139,11.4,0,class_0
0,1,58.3354,0,1,0,0,1,3.4,518,1.96,115,2250,203.05,90,190,10.7,0,class_0
1,1,34.3792,0,1,1,1,1,0.9,578,3.35,78,976,116.25,177,322,11.2,2,class_0
1,1,33.1828,0,1,0,1,1,13,1336,4.16,71,3510,209.25,111,338,11.9,1,class_0
1,0,38.3819,0,1,0,0,1,1.5,253,3.79,67,1006,139.5,106,341,9.7,1,class_0
1,0,59.7618,0,1,0,1,1,1.6,442,2.95,105,820,85.25,108,181,10.1,1,class_0
1,1,66.412,0,1,1,1,2,0.6,280,3.35,102,1093,128.65,81,295,9.8,2,class_0
0,0,46.7899,0,1,0,0,1,0.8,300,2.94,231,1794,130.2,99,319,11.2,0,class_0
1,0,56.0794,0,1,1,1,1,0.4,232,3.72,24,369,51.15,139,326,10.1,1,class_0
1,1,41.3744,0,1,0,0,1,4.4,316,3.62,308,1119,114.7,322,282,9.8,0,class_0
1,0,64.5722,0,1,0,1,1,1.9,354,2.97,86,1553,196.85,152,277,9.9,1,class_0
0,1,67.488,0,1,0,1,1,8,468,2.81,139,2009,198.4,139,233,10,0,class_0
0,0,44.8296,0,1,1,0,1,3.9,350,3.22,121,1268,272.8,231,270,9.6,1,class_0
1,1,45.7714,0,1,0,1,1,0.6,273,3.65,48,794,52.7,214,305,9.6,1,class_0
1,0,32.95,0,1,0,1,1,2.1,387,3.77,63,1613,150.35,33,185,10.1,0,class_0
1,0,41.2211,0,1,0,1,1,6.1,1712,2.83,89,3681,158.1,139,297,10,1,class_0
1,1,55.4168,0,1,0,1,1,0.8,324,3.51,39,1237,66.65,146,371,10,1,class_0
1,0,47.9808,0,1,1,0,1,1.3,242,3.2,35,1556,175.15,71,195,10.6,0,class_0
1,1,40.7912,0,1,0,1,1,0.6,299,3.36,23,2769,220.1,85,303,10.9,0,class_0
1,0,56.9747,0,1,1,1,1,0.5,227,3.61,40,676,83,120,249,9.9,2,class_0
1,0,68.4627,0,1,0,0,1,1.1,246,3.35,116,924,113.15,90,317,10,0,class_0
1,0,78.4394,1,0,0,0,1,7.1,243,3.03,380,983,158.1,154,97,11.2,0,class_0
1,0,39.8576,0,1,0,0,1,3.1,227,3.75,121,1136,110,91,264,10,1,class_0
1,1,35.3101,0,1,0,0,1,0.7,193,3.85,35,466,53,118,156,10.3,1,class_0
1,0,31.4442,0,1,1,1,1,1.1,336,3.74,48,823,84,108,242,9.7,1,class_0
1,0,58.2642,0,1,1,1,1,0.5,280,4.23,36,377,56,146,227,10.6,2,class_0
1,0,51.488,0,1,1,1,1,1.1,414,3.44,80,1003,99,55,271,9.6,3,class_0
1,1,59.9699,0,1,0,1,1,3.1,277,2.97,42,1110,125,126,221,9.8,1,class_0
1,1,74.5243,1,1,0,1,1,5.6,232,3.59,188,1120,98,128,248,10.9,0,class_0
1,1,52.3641,0,1,0,0,1,3.2,375,3.14,129,857,89,193,375,9.5,1,class_0
1,1,42.7871,0,1,0,1,1,2.8,322,3.06,65,2562,91,209,231,9.5,1,class_0
1,1,34.8747,0,1,0,0,2,1.1,432,3.57,45,1406,190,77,248,11.4,0,class_0
1,1,44.1396,0,1,0,0,1,3.4,356,3.12,188,1911,92,130,318,11.2,1,class_0
1,1,46.3819,0,1,0,1,1,3.5,348,3.2,121,938,120,146,296,10,0,class_0
1,0,56.3094,0,1,1,1,1,0.5,318,3.32,52,613,70,260,279,10.2,1,class_0
0,0,70.9076,0,0,0,0,0,6.6,222,2.33,138,620,106,91,195,12.1,0,class_0
0,0,55.3949,0,0,0,1,2,6.4,344,2.75,16,834,82,179,149,11,0,class_0
1,1,45.0842,0,1,1,1,1,3.6,374,3.5,143,1428,188,44,151,10.1,2,class_0
1,0,26.2779,0,1,0,0,1,1,448,3.74,102,1128,71,117,228,10.2,1,class_0
1,1,50.4723,0,1,0,1,1,1,321,3.5,94,955,111,177,289,9.7,1,class_0
1,0,38.3984,0,1,1,1,1,0.5,226,2.93,22,674,58,85,153,9.8,3,class_0
1,1,47.4196,0,1,1,0,1,2.2,328,3.46,75,1677,87,116,202,9.6,1,class_0
1,0,47.9808,0,1,1,1,1,1.6,280,3.07,136,1995,128,90,372,9.6,0,class_0
1,0,38.3162,0,1,1,1,1,2.2,572,3.77,77,2520,92,114,309,9.5,0,class_0
1,0,50.1081,0,1,1,1,1,1,219,3.85,67,640,145,108,95,10.7,2,class_0
1,1,35.0883,0,1,1,1,2,1,317,3.56,44,1636,84,111,394,9.8,1,class_0
1,1,32.5038,0,1,1,1,1,5.6,338,3.7,130,2139,185,193,215,9.9,0,class_0
1,1,56.1533,0,1,1,1,1,0.5,198,3.77,38,911,57,56,280,9.8,2,class_0
1,0,46.1547,0,1,1,1,1,1.6,325,3.69,69,2583,142,140,284,9.6,1,class_0
0,0,65.8836,0,0,1,1,0,17.9,175,2.1,220,705,338,229,62,12.9,0,class_0
1,1,33.9439,0,1,0,1,1,1.3,304,3.52,97,1622,71,169,255,9.5,0,class_0
1,1,62.8611,0,1,1,1,1,1.1,412,3.99,103,1293,91,113,422,9.6,0,class_0
1,1,48.564,0,1,1,1,1,1.3,291,3.44,75,1082,85,195,251,9.5,1,class_0
1,0,46.3491,0,1,1,1,1,0.8,253,3.48,65,688,57,80,252,10,3,class_0
1,0,38.8528,0,1,0,0,1,2,310,3.36,70,1257,122,118,143,9.8,1,class_0
1,0,58.6475,0,1,1,0,1,6.4,373,3.46,155,1768,120,151,258,10.1,0,class_0
1,1,48.9363,0,1,0,1,2,8.7,310,3.89,107,637,117,242,298,9.6,2,class_0
0,0,67.5729,1,1,0,1,2,4,416,3.99,177,960,86,242,269,9.8,2,class_0
1,0,65.9849,0,1,1,1,1,1.4,294,3.57,33,722,93,69,283,9.8,1,class_0
1,0,40.9008,0,1,1,1,1,3.2,339,3.18,123,3336,205,84,304,9.9,0,class_0
1,1,50.245,1,1,0,1,1,8.6,546,3.73,84,1070,127,153,291,11.2,1,class_0
1,1,57.1964,0,1,0,0,0,8.5,194,2.98,196,815,163,78,122,12.3,0,class_0
1,0,60.5366,1,1,0,1,1,6.6,1000,3.07,88,3150,193,133,299,10.9,0,class_0
1,0,35.3511,1,1,1,1,1,2.4,646,3.83,102,855,127,194,306,10.3,1,class_0
1,1,31.3812,0,1,1,1,1,0.8,328,3.31,62,1105,137,95,293,10.9,0,class_0
1,0,55.9863,1,1,0,1,1,1.2,275,3.43,100,1142,75,91,217,11.3,0,class_0
1,1,52.7255,0,1,0,1,1,1.1,340,3.37,73,289,97,93,243,10.2,1,class_0
1,0,38.0917,0,1,1,1,1,2.4,342,3.76,90,1653,150,127,213,10.8,1,class_0
0,1,58.1711,0,1,0,1,1,5.2,442,2.23,234,601,135,103,206,12.3,0,class_0
1,1,45.2101,0,1,1,1,1,1,393,3.57,50,1307,74,103,295,10.5,0,class_0
1,0,37.7988,0,1,1,1,1,0.7,335,3.95,43,657,52,104,268,10.6,2,class_0
1,1,60.6598,0,1,0,0,1,1,372,3.25,108,1190,140,55,248,10.6,0,class_0
1,0,35.5346,0,1,1,1,1,0.5,219,3.93,22,663,45,75,246,10.8,1,class_0
1,1,43.0664,0,1,0,0,1,2.9,426,3.61,73,5184,288,144,275,10.6,1,class_0
1,1,56.3915,0,1,0,1,1,0.6,239,3.45,31,1072,55,64,227,10.7,2,class_0
1,1,30.5736,0,1,1,1,1,0.8,273,3.56,52,1282,130,59,344,10.5,2,class_0
1,0,61.1828,0,1,0,1,1,0.4,246,3.58,24,797,91,113,288,10.4,2,class_0
1,1,58.2998,0,1,1,1,1,0.4,260,2.75,41,1166,70,82,231,10.8,2,class_0
1,0,62.3326,0,1,1,1,1,1.7,434,3.35,39,1713,171,100,234,10.2,2,class_0
1,0,37.9986,0,1,1,1,1,2,247,3.16,69,1050,117,88,335,10.5,2,class_0
1,1,33.1526,0,1,1,0,1,6.4,576,3.79,186,2115,136,149,200,10.8,2,class_0
1,0,43,0,1,0,0,1,0.7,318,3.68,123,933,82,193,306,9.5,1,class_0
0,1,46,0,1,1,1,1,5,335,2.93,77,613,54.25,113,260,10.4,0,class_0
1,1,61,0,1,1,1,2,1.3,273,3.41,27,1190,127,80,259,10.9,2,class_0
1,0,52,1,1,0,1,1,1.5,408,3.42,107,2460,288,88,246,10.3,1,class_0
0,0,63,1,1,1,0,1,0.7,194,3.4,138,857,135,75,371,10.1,0,class_0
0,0,54,0,1,1,1,1,3.5,350,3.63,97,1273,79.05,231,325,10.3,1,class_0
0,1,46,0,1,0,1,2,3.1,227,3.56,24,2460,74,85,142,13.6,0,class_0
0,0,53,0,1,1,1,1,12.6,646,2.87,97,1003,136,64,114,11.8,1,class_0
0,0,56,0,1,0,0,1,2.8,392,3.92,50,1353,82,95,234,10.6,0,class_0
0,1,56,0,1,1,1,1,7.1,194,3.51,155,1190,74,260,721,11.8,0,class_0
0,0,47,0,1,1,0,1,16,335,3.42,196,983,71,152,475,13.8,2,class_0
0,0,54,0,1,1,1,1,9,1276,3.29,27,884,106,64,286,13.1,1,class_0
0,0,48,0,1,1,1,1,11.1,239,2.84,102,1282,120.9,121,143,12.2,1,class_0
0,0,70,0,1,1,0,2,0.6,242,3.81,107,1353,135,154,160,11,0,class_0
0,0,48,0,1,0,1,1,2.1,288,4.1,227,1132,136,84,200,9,1,class_0
0,1,66,0,1,0,1,1,15,335,3.4,103,1307,46.5,55,150,11.1,2,class_0
0,0,59,0,1,1,0,1,1.3,338,3.12,27,2424,82,104,125,9.6,1,class_0
0,0,67,0,1,1,1,2,2.2,426,3.26,52,1556,120.9,260,171,11.1,2,class_0
0,1,64,0,1,1,1,1,1.8,239,3.15,121,983,54.25,59,183,10.4,2,class_0
1,0,41,0,1,1,1,1,5.5,324,2.31,90,933,46.5,118,517,10.4,1,class_0
0,0,59,0,1,1,0,1,2.7,392,3.35,107,2139,86,85,142,11.5,0,class_0
0,1,61,0,1,1,0,1,1.3,646,3.01,155,1911,92,126,223,10.7,1,class_0
0,1,49,0,1,1,1,1,13.8,194,2.77,65,955,137,126,388,10.7,0,class_0
0,1,42,0,1,0,1,1,4.4,273,4.52,90,955,140,113,102,10.8,1,class_0
0,1,50,0,1,0,1,1,16,318,3.36,121,2460,210.8,152,384,10,0,class_0
0,0,51,0,1,1,0,2,7.3,468,3.52,31,1132,66.65,133,265,11.1,1,class_0
1,0,52,0,1,0,1,1,1.7,338,3.24,412,369,128.65,78,231,10.5,0,class_0
0,0,44,0,1,1,0,1,9.5,223,3.63,50,1282,272.8,146,292,10.2,0,class_0
0,0,60,0,1,1,1,2,1.8,260,3.62,77,834,196.85,133,225,9.9,1,class_0
0,0,63,0,1,1,1,2,3.3,335,2.73,52,2424,185,90,224,11.1,0,class_0
1,1,33,0,1,0,1,1,2.9,217,4.08,97,613,83.7,114,418,10.5,2,class_0
1,1,41,0,1,1,0,1,1.7,280,3.66,75,1132,117,260,92,11,1,class_0
0,1,51,0,1,1,0,1,14,304,2.58,57,1050,97,177,190,11.6,2,class_0
1,1,37,0,1,0,1,2,0.8,416,3,121,637,116.25,56,76,10.8,3,class_0
1,1,59,0,1,1,0,1,1.3,321,3.4,24,3336,92,195,243,9.7,1,class_0
1,0,55,1,1,0,0,1,0.7,652,2.93,41,613,66.65,67,209,10.6,1,class_0
1,0,54,0,1,0,1,1,1.7,1712,2.38,121,1282,127,229,166,9.8,2,class_0
1,1,49,1,1,0,1,2,13.6,273,3,231,1268,46.5,195,233,9.9,1,class_0
1,1,40,1,1,1,1,1,0.9,652,3.5,143,1282,83.7,90,117,10.9,1,class_0
1,0,67,0,1,0,1,1,0.7,393,3.06,69,797,117,128,165,10,1,class_0
1,1,68,0,1,0,1,1,3,350,3.15,102,1093,185,168,139,10,0,class_0
1,0,41,0,1,1,0,1,1.2,239,2.8,143,823,85,146,120,11,1,class_0
1,0,69,1,1,0,0,1,0.4,317,3.03,48,640,171,260,173,10.9,1,class_0
0,1,52,0,1,0,1,2,0.7,1092,2.96,43,1911,150,90,319,9.9,0,class_0
1,0,57,0,1,0,0,2,2,239,3.07,48,3150,116.25,69,80,12.1,1,class_0
1,1,36,0,1,0,1,1,1.4,373,3.98,71,1050,136,33,402,11,1,class_0
1,0,50,0,1,0,1,1,1.6,636,3.48,155,1093,128.65,84,277,10.2,0,class_0
1,1,64,0,1,0,0,1,0.5,277,3.65,57,620,45,90,425,10.2,1,class_0
1,1,62,0,1,1,1,1,7.3,248,3.49,24,1273,66.65,64,189,10.9,1,class_0
1,1,42,0,1,0,1,1,8.1,404,2.82,121,1190,134.85,88,193,10.4,1,class_0
1,1,44,0,1,0,1,1,0.5,248,3.34,143,3336,105.4,56,258,10.6,2,class_0
0,1,69,0,1,1,1,1,4.2,247,3.19,35,1282,92,152,120,11.1,1,class_0
1,1,52,1,1,1,1,1,0.8,280,3.01,121,663,105.4,144,256,10.6,2,class_0
1,1,66,0,1,0,1,1,2.5,576,3.33,24,1166,91,133,256,10.8,0,class_0
1,1,40,0,1,1,1,1,4.6,280,3.6,44,637,105.4,193,337,10.4,3,class_0
1,1,52,0,1,1,1,1,1,373,3.64,22,688,120.9,139,340,10.6,1,class_0
0,0,46,0,1,0,0,1,4.5,636,2.68,39,1070,196.85,85,219,11.5,2,class_0
1,0,54,0,1,1,0,1,1.1,1000,3.69,75,855,133.3,126,220,10.8,1,class_0
1,0,51,0,1,0,1,2,1.9,1276,3.17,69,1273,128,111,162,10.7,0,class_0
1,0,43,0,1,1,1,1,0.7,222,3.73,57,671,70,242,214,10.8,1,class_0
1,0,39,0,1,0,1,1,1.5,392,3.81,38,663,150,104,255,10.8,1,class_0
1,1,51,0,1,0,1,1,0.6,324,3.57,102,674,128,126,286,10.6,1,class_0
1,1,67,0,1,0,1,1,1,652,3.58,90,1636,69.75,157,244,10.8,1,class_0
1,1,35,0,1,1,1,1,0.7,1092,3.23,96,1190,171,78,312,10.8,2,class_0
0,1,67,0,1,0,1,1,1.2,340,2.96,65,2139,66.65,76,174,10.9,2,class_0
1,0,39,0,1,0,1,1,0.9,217,3.83,116,815,120.9,133,180,11.2,1,class_0
1,1,57,0,1,1,1,1,1.6,217,3.42,63,620,171,128,143,9.9,1,class_0
1,0,58,0,1,1,0,1,0.8,217,3.75,39,983,96.1,84,269,10.4,1,class_0
1,1,53,0,1,1,1,1,0.7,227,3.29,33,1050,288,133,350,10.6,2,class_0
1,0,56.4463,0,1,0,0,1,1.1,302,4.14,54,7394.8,113.52,88,221,10.6,1,class_1
0,0,54.7406,0,1,0,0,2,1.8,244,2.54,64,6121.8,60.63,92,183,10.3,0,class_1
0,1,66.2587,0,1,0,1,1,0.8,248,3.98,50,944,93,63,279,11,1,class_1
0,1,53.0568,0,1,1,1,1,0.3,280,4,52,4651.2,28.38,189,373,11,1,class_1
0,0,42.5079,0,1,1,0,1,3.2,562,3.08,79,2276,144.15,88,251,11,2,class_1
0,1,53.7139,0,1,0,0,1,1.4,259,4.16,46,1104,79.05,79,258,12,0,class_1
1,1,45.6893,0,1,1,1,1,0.7,281,3.85,40,1181,88.35,130,244,10.6,1,class_1
0,0,64.6461,0,1,1,1,1,0.8,231,3.87,173,9009.8,127.71,96,295,11,1,class_1
1,1,40.4435,0,1,1,1,1,0.7,204,3.66,28,685,72.85,58,198,10.8,1,class_1
1,0,49.5606,0,1,0,1,2,0.7,235,3.56,39,1881,93,123,209,11,1,class_1
1,1,64.1889,1,1,0,0,1,0.6,252,3.83,41,843,65.1,83,336,11.4,0,class_1
0,0,44.5202,1,1,0,1,1,2.1,456,4,124,5719,221.88,230,70,9.9,2,class_1
1,1,45.0732,0,1,1,1,1,0.7,298,4.1,40,661,106.95,66,324,11.3,2,class_1
1,1,63.8768,0,1,1,1,1,0.7,370,3.78,24,5833,73.53,86,390,10.6,2,class_1
0,1,41.5524,0,1,0,1,1,4.7,296,3.44,114,9933.2,206.4,101,195,10.3,2,class_1
1,1,53.9959,0,1,0,1,1,1.8,262,3.34,101,7277,82.56,158,286,10.6,0,class_1
0,1,51.2827,0,1,1,1,1,0.8,210,3.19,82,1592,218.55,113,180,12,1,class_1
1,0,52.0602,0,1,1,1,1,0.8,364,3.7,37,1840,170.5,64,273,10.5,2,class_1
0,1,48.6188,0,1,1,1,1,1.2,314,3.2,201,12258.8,72.24,151,431,10.6,1,class_1
1,1,56.4107,0,1,1,1,1,0.3,172,3.39,18,558,71.3,96,311,10.6,2,class_1
0,1,36.627,0,1,0,0,1,3.3,383,3.53,102,1234,137.95,87,234,11,0,class_1
0,0,55.3922,0,1,0,1,1,0.7,282,3,52,9066.8,72.24,111,563,10.6,0,class_1
1,0,46.6694,0,1,1,1,1,1.3,336,3.34,105,11046.6,104.49,90,358,11,0,class_1
1,1,33.6947,0,1,0,0,1,2.1,350,3.54,122,8778,56.76,133,344,11,0,class_1
1,0,48.8706,0,1,1,1,1,1.1,361,3.64,36,5430.2,67.08,89,203,10.6,2,class_1
0,1,37.5825,0,1,0,0,0,3.3,299,3.55,131,1029,119.35,50,199,11.7,1,class_1
1,1,41.7933,0,1,1,1,1,0.6,253,3.93,19,1826,71.3,76,474,10.9,2,class_1
0,0,45.7988,0,1,0,1,1,5.7,482,2.84,161,11552,136.74,165,518,12.7,1,class_1
1,1,47.4278,0,1,1,1,1,0.5,316,3.65,68,1716,187.55,71,356,9.8,1,class_1
1,1,49.1362,1,1,1,1,1,1.9,259,3.7,281,10396.8,188.34,178,214,11,1,class_1
0,0,53.5086,0,1,0,1,1,1.1,257,3.36,43,1080,106.95,73,128,10.6,0,class_1
0,1,52.0876,0,1,1,1,1,0.8,276,3.6,54,4332,99.33,143,273,10.6,2,class_1
0,0,50.5407,1,1,1,1,1,6,614,3.7,158,5084.4,206.4,93,362,10.6,3,class_1
0,0,53.5715,0,1,0,1,2,2.3,260,3.18,231,11320.2,105.78,94,216,12.4,1,class_1
1,0,44.5695,1,1,1,1,1,0.7,242,4.08,73,5890,56.76,118,475,10.6,3,class_1
0,0,40.3943,0,1,0,0,1,0.8,329,3.5,49,7622.8,126.42,124,321,10.6,1,class_1
1,0,58.3819,0,1,1,1,1,0.9,604,3.4,82,876,71.3,58,228,10.3,1,class_1
1,1,43.8987,1,1,1,1,1,0.6,216,3.94,28,601,60.45,188,211,13,3,class_1
0,1,60.7064,0,0,1,1,1,1.3,302,2.75,58,1523,43.4,112,329,13.2,0,class_1
1,0,40.2026,0,1,1,1,1,1.2,256,3.6,74,724,141.05,108,430,10,3,class_1
0,0,46.4531,1,1,0,1,1,1.4,427,3.7,105,1909,182.9,171,123,11,1,class_1
0,1,51.2882,0,1,1,1,1,1.1,466,3.91,84,1787,328.6,185,261,10,1,class_1
