@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute class {class_0,class_1}

@data
0.01463,0.401909,class_1
-0.191728,0.809433,class_1
0.383235,0.756017,class_1
0.497916,0.613344,class_1
0.353352,0.773243,class_1
-0.347226,0.701779,class_1
0.583805,0.763575,class_1
-0.137278,0.712464,class_1
0.388273,0.449771,class_1
-0.531727,0.619343,class_1
-0.116846,0.878512,class_1
0.543359,0.411749,class_1
-0.453993,0.66513,class_1
-0.219132,0.834849,class_1
0.304857,0.980288,class_1
0.656768,0.75766,class_1
0.614204,0.75039,class_1
-0.4581,0.779686,class_1
-0.216175,0.886263,class_1
-0.260161,0.810086,class_1
0.318845,0.845177,class_1
-0.237274,0.801788,class_1
0.583103,0.777098,class_1
0.028413,0.757926,class_1
-0.418401,0.680414,class_1
0.674129,0.602455,class_1
-0.252783,0.705261,class_1
0.516098,0.620924,class_1
0.203923,0.916415,class_1
-0.172071,1.008841,class_1
0.272745,0.29347,class_1
0.076348,0.562222,class_1
-0.366535,0.64831,class_1
0.442907,0.800877,class_1
-0.199764,0.542952,class_1
-0.540757,0.65293,class_1
-0.070603,1.002969,class_1
0.507151,0.350458,class_1
-0.060486,0.629827,class_1
0.215329,0.602602,class_1
0.468091,0.871824,class_1
-0.298885,0.736699,class_1
0.861296,0.472893,class_1
0.701209,0.745729,class_1
-0.113428,0.600671,class_1
0.312344,0.907563,class_1
-0.121725,0.841129,class_1
0.368679,0.370526,class_1
0.573115,0.409497,class_1
-0.258412,0.671923,class_1
0.309372,0.508233,class_1
0.433193,0.77017,class_1
-0.30448,0.578201,class_1
0.442763,0.580234,class_1
-0.194421,0.898768,class_1
-0.061052,0.741849,class_1
0.076193,0.353862,class_1
0.85827,0.958195,class_1
0.370392,0.723424,class_1
0.514815,0.76204,class_1
0.431275,0.542592,class_1
0.422861,0.652422,class_1
0.29815,0.934537,class_1
0.371283,0.700892,class_1
-0.515287,0.764735,class_1
0.385258,0.655282,class_1
-0.348254,0.5053,class_1
0.685105,0.780674,class_1
-0.365289,0.457033,class_1
-0.409036,0.742304,class_1
0.435744,0.446898,class_1
0.268878,0.445592,class_1
-0.492549,1.014434,class_1
0.07616,0.637952,class_1
0.492262,0.468762,class_1
-0.402496,0.713011,class_1
