@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute value_17 numeric
@attribute class {class_0,class_1}

@data
174,14,0,9,12,3.98,30,192.1,0,12,163,80,3.25,334,2218.2,4,350,14,class_0
114,22,0,9,15,4.54,29,172.1,0,2,12,17,4.26,34,205,0,107.5,22,class_0
83,22,0,10,8,2.83,73,111.1,20,6,22,25,3.42,216,440,36,620,22,class_0
150,12,0,7,15,4.08,33,198.2,1,5,39,56,4.64,154,785.1,8,400,12,class_0
199,23,0,9,5,3.35,63,91.1,27,5,15,9,3.34,132,191.1,43,291,23,class_0
204,7,0,8,7,3.55,64,88.2,24,10,59,52,3.3,604,897,114,1060,7,class_0
190,11,0,20,11,2.79,34,248.1,0,2,35,19,3.3,66,460.2,0,300,11,class_0
33,22,0,17,10,3.79,33,230.1,0,17,131,115,3.55,609,2167.2,61,700,22,class_0
89,15,0,3,6,3.38,38,53.1,16,7,26,26,3.97,202,390,52,95,15,class_0
32,16,1,7,10,4.94,33,144,0,4,32,42,3.98,127,680,0,305,14,class_0
133,20,0,3,4,3.79,46,97.1,5,4,9,8,3.98,106,221.2,8,125,20,class_0
26,2,0,13,8,2.99,25,174.1,0,7,55,54,4.31,171,1004,0,700,2,class_0
46,9,0,11,12,3.2,32,185.2,1,4,28,31,3.54,83,488.2,1,225,9,class_0
12,4,0,5,4,5.25,49,58.1,14,7,20,20,3.67,236,353,63,470,4,class_0
105,23,0,13,9,4.42,33,175,0,2,17,13,4.32,48,260.2,0,135,23,class_0
101,23,0,14,11,3.57,36,232,0,3,32,22,3.46,134,506.2,10,875,23,class_0
70,7,0,11,4,3.51,33,138.1,3,1,11,4,3.51,33,138.1,3,80,7,class_0
156,20,0,8,6,3.82,52,70.2,6,6,17,23,4.14,205,286.2,39,787.5,20,class_0
55,23,0,2,6,5.05,40,73,2,10,74,76,3.9,396,1353.2,33,140,23,class_0
164,15,0,1,10,7.36,16,55,0,11,73,106,4.01,260,1490.2,0,125,15,class_0
134,20,0,12,14,4.85,37,239.1,0,3,36,38,4.43,96,591,0,370,20,class_0
35,9,0,14,11,4.09,35,231.1,0,7,58,44,3.77,173,928.1,2,850,9,class_0
56,9,0,8,13,4.44,33,192.2,0,12,144,106,3.69,312,2187.1,1,325,9,class_0
144,22,0,7,3,4.33,27,135,0,5,25,35,4.31,110,532,0,280,22,class_0
123,3,0,17,10,3.36,34,246.1,0,2,29,22,3.94,64,436,0,232,3,class_0
180,1,0,11,15,4.52,34,203,0,11,136,98,3.84,326,2038.2,5,950,1,class_0
40,22,0,2,4,2.51,58,79,7,1,2,4,2.51,58,79,7,92.5,22,class_0
8,15,0,4,5,4.52,45,99.2,2,1,4,5,4.52,45,99.2,2,225,15,class_0
62,3,0,4,5,2.97,49,72.2,21,11,36,36,3.64,375,596.1,80,1000,3,class_0
145,20,0,11,13,4.3,38,266,1,5,48,62,4.44,157,997.1,1,500,20,class_0
146,20,0,11,17,4.53,37,216.1,1,6,21,45,4.91,101,507.1,1,170,20,class_0
86,7,0,21,8,3.27,35,267,0,10,144,94,3.58,302,2123.1,0,1850,7,class_0
81,4,0,6,6,3.85,54,114.2,6,6,28,34,4.55,160,528.2,9,350,15,class_0
106,14,0,9,10,4.87,25,125.2,0,20,213,190,3.5,670,3426.1,16,775,14,class_0
157,6,0,11,11,4.32,34,210.1,0,23,311,261,3.27,838,5264.2,30,500,6,class_0
116,11,0,11,12,4.92,35,184.2,0,1,11,12,4.92,35,184.2,0,115,11,class_0
0,2,0,10,12,5.38,26,159,0,4,31,31,4.35,83,519.2,0,325,2,class_0
187,15,0,2,2,4.71,46,72.2,10,2,3,5,3.3,85,147.1,18,950,15,class_0
41,7,0,5,10,4.66,20,116,0,8,98,74,3.58,227,1504.1,0,975,7,class_0
42,11,0,10,7,2.97,51,91,14,1,10,7,2.97,51,91,14,140,11,class_0
71,15,0,4,7,5.31,26,120.1,0,1,4,7,5.31,26,120.1,0,75,15,class_0
135,12,0,6,10,4.31,27,112.2,1,2,7,13,4.53,33,137,1,85,12,class_0
43,9,0,3,7,2.77,62,81.1,12,8,47,42,2.51,506,845.1,229,875,9,class_0
57,14,0,18,6,3.88,31,202,0,4,30,17,4.06,81,465,0,175,14,class_0
92,13,1,7,9,3.94,62,89,35,8,42,46,2.8,456,666,162,825,12,class_0
167,17,1,15,12,2.84,34,253.2,0,13,121,97,3.48,333,2118,1,575,14,class_0
48,14,0,8,8,2.45,74,106.2,46,7,58,44,3.01,294,832,107,800,14,class_0
115,15,0,9,11,4.65,39,193.2,1,3,17,23,4.45,75,319.2,3,110,15,class_0
176,3,0,5,8,5.5,18,106.1,0,3,31,29,4.24,82,531,0,370,3,class_0
24,9,0,7,12,4.15,30,156,0,3,37,29,3.41,100,549,1,740,9,class_0
107,2,0,2,0,4.84,53,44.2,12,10,35,32,2.79,414,590.2,84,360,2,class_0
30,2,0,4,2,1.41,25,51,9,3,6,5,4.28,40,94.2,9,150,2,class_0
49,4,0,3,6,3.31,49,92.1,8,6,23,28,3.18,221,436.1,34,375,1,class_0
120,6,0,14,7,4.54,34,206,0,6,45,38,4.46,144,746.1,1,425,6,class_0
201,2,0,7,13,4.03,28,176.1,0,20,311,205,2.86,656,4782.2,1,666.667,2,class_0
94,2,0,3,7,4.94,14,82,0,2,5,7,4.66,18,104.1,0,77.5,2,class_0
18,14,0,0,4,5.04,39,105.1,3,10,66,94,3.75,419,1390.1,18,500,14,class_0
99,7,0,4,6,5.08,36,113.1,2,16,151,158,4.03,496,2683.1,14,400,15,class_0
148,12,0,13,14,4.77,34,198,0,5,56,59,4.19,148,977,0,540,12,class_0
19,2,0,6,6,4.37,66,82.1,16,10,100,76,3.45,503,1374,123,1075,2,class_0
51,15,0,9,5,3.95,37,161.2,0,7,39,40,3.96,247,766,19,500,15,class_0
52,23,0,7,12,4.74,37,205,1,8,102,92,3.34,259,1859.1,1,850,23,class_0
61,3,0,15,11,3.74,34,207,0,21,310,239,3.2,723,5001.1,5,550,3,class_0
9,20,0,2,9,5.46,29,115.1,0,2,8,19,5.11,52,236,0,620,20,class_0
77,7,0,12,9,4.16,32,188.1,0,14,159,153,3.4,408,2759.1,0,662.5,7,class_0
203,7,0,15,12,4.56,34,217.1,0,5,49,45,3.89,125,816,0,600,7,class_0
20,14,0,9,5,3.31,23,130.1,0,1,9,5,3.31,23,130.1,0,85,14,class_0
136,7,0,7,8,4.56,42,122.1,3,4,35,30,3.5,131,554.2,5,370,7,class_0
78,12,0,16,13,4.51,37,245.2,0,5,63,64,4.38,165,1090,0,830,12,class_0
10,11,0,5,12,5.13,35,198.1,0,2,7,12,5,38,216,0,80,11,class_0
149,22,0,8,6,3.58,80,98,8,1,8,6,3.58,80,98,8,120,22,class_0
79,6,0,4,4,4.91,26,40.1,4,4,13,19,5.4,66,235,5,180,6,class_0
100,17,1,3,5,3.58,50,88,3,4,7,11,4.47,96,193.1,4,140,4,class_0
23,22,0,11,9,5.48,31,157.2,0,1,11,9,5.48,31,157.2,0,92.5,22,class_0
39,15,0,13,9,3.45,29,198,0,4,22,18,4.43,76,361.2,0,150,15,class_0
36,15,0,5,8,4.03,16,91.2,0,5,38,40,4.59,121,629.1,2,295,15,class_0
96,0,1,5,12,4.01,44,155,0,4,20,20,3.99,175,411,12,350,0,class_1
162,14,1,10,7,3.88,28,141.2,0,2,20,14,3.58,49,264,0,195,14,class_1
65,0,1,11,10,4.14,34,228.1,0,16,160,135,3.71,467,2709,3,185,0,class_1
155,0,1,7,3,2.5,61,68.1,7,1,7,3,2.5,61,68.1,7,80,0,class_1
88,4,1,2,4,5.37,36,53.2,5,3,4,7,4.35,60,113.2,6,866.667,4,class_1
184,16,1,8,6,3.39,68,90.1,29,6,42,45,3.27,294,662.1,70,825,16,class_1
138,17,1,6,11,4.66,31,148.2,0,3,8,14,4.53,47,198.2,0,80,17,class_1
202,19,1,10,10,3.27,28,156.2,0,17,209,161,3.26,502,3344,2,85,19,class_1
197,5,1,14,13,3.81,39,243.1,0,3,35,22,3.58,80,528,0,287.5,5,class_1
193,13,1,9,7,2.93,68,101.1,4,2,18,11,2.64,146,221.2,12,92.5,13,class_1
6,7,0,3,6,3.88,34,55.2,3,14,83,68,3.51,693,1218.2,126,62.5,13,class_1
59,16,1,10,5,3.22,50,134.1,1,4,19,10,2.91,133,235,9,245,16,class_1
194,21,1,5,11,5.23,25,115.1,0,6,15,30,4.61,125,426,0,225,21,class_1
103,4,0,11,11,3.88,27,162.1,0,4,33,21,3.91,90,457.2,0,218,16,class_1
44,21,1,12,13,2.9,32,220,0,4,42,39,3.19,108,700.1,0,600,21,class_1
172,14,1,15,6,2.81,34,237,0,4,44,24,3.12,108,726,0,1050,14,class_1
45,8,1,11,10,3.17,39,184.2,0,9,72,78,3.55,295,1240.2,17,715,8,class_1
130,19,1,5,7,2.99,67,84.1,4,6,22,44,4.36,221,534.1,11,415,19,class_1
173,4,1,2,8,8.59,53,58.2,2,9,46,52,3.94,447,692.2,130,725,4,class_1
189,1,0,9,12,3.62,25,154,0,5,54,40,3.65,154,855,1,605,18,class_1
91,0,1,6,6,2.98,57,99.2,3,4,16,12,3.72,176,270.2,7,290,0,class_1
111,5,1,11,10,4.2,27,171.1,0,13,123,108,3.58,325,2149.2,0,80,5,class_1
98,8,1,12,5,3.25,26,144,0,3,12,6,3.56,30,154,0,110,8,class_1
64,14,0,7,8,4.1,27,131.2,0,1,7,8,4.1,27,131.2,0,85,17,class_1
47,18,1,9,11,3.07,26,161.1,0,5,50,43,3.06,169,821.1,10,575,18,class_1
183,14,1,16,6,3.52,32,204.1,1,4,31,22,3.29,75,470.2,1,308,14,class_1
11,21,1,14,10,3.25,33,230,0,13,143,116,3.62,392,2371.1,3,750,21,class_1
112,5,1,6,6,2.94,74,101,29,3,24,11,2.58,195,279.1,45,300,5,class_1
80,0,1,5,5,2.54,61,78,24,17,88,99,3.29,843,1393,194,750,0,class_1
179,19,1,13,9,3.11,53,173.2,10,5,26,20,3.18,154,360,23,290,19,class_1
66,14,1,17,6,2.84,33,250,0,3,58,19,2.28,99,744.2,0,1500,14,class_1
82,18,1,5,7,4.45,45,64.2,21,15,101,89,2.87,725,1482,278,1000,18,class_1
122,16,1,12,12,4.02,37,241.2,0,4,39,36,3.79,136,672.1,1,420,16,class_1
7,5,1,15,12,3.38,37,244.2,0,8,87,73,3.43,213,1430.2,0,900,5,class_1
1,18,1,10,8,4.3,37,209.1,0,5,43,37,3.8,142,767.1,0,535,18,class_1
154,10,1,14,14,3.85,35,231.1,0,4,44,25,2.85,124,668.2,3,800,10,class_1
104,13,1,6,5,5.01,15,82.2,0,3,18,12,3.12,51,283,1,775,13,class_1
163,10,1,11,9,3.32,32,171,0,10,87,105,3.76,275,1562.2,1,805,10,class_1
169,21,1,4,3,2.24,42,100.1,3,3,16,9,2.91,128,315.2,5,410,21,class_1
119,10,1,6,12,3.87,62,97.2,12,3,15,24,3.71,150,235,30,170,10,class_1
124,18,1,8,11,5.15,35,159,0,8,98,68,3.99,244,1311.1,10,85,18,class_1
4,17,1,3,4,2.89,26,37.1,3,1,3,4,2.89,26,37.1,3,75,17,class_1
34,8,1,11,2,2.59,61,93.2,7,2,15,4,3.07,72,138,7,110.037,8,class_1
13,17,1,6,8,4.03,20,114,0,2,7,11,4.63,27,142,0,90,17,class_1
14,8,1,17,12,3.14,40,258,0,11,114,118,3.44,338,2145.2,1,1000,8,class_1
141,19,1,20,9,3.05,34,245,0,11,108,104,3.84,311,1859.1,1,618,19,class_1
142,19,1,10,13,3.57,37,204.1,0,9,61,67,4.09,281,1179,6,300,19,class_1
195,11,0,12,12,4.21,33,188.1,0,5,17,20,4.09,61,288,0,170,10,class_1
38,18,1,9,8,3.09,83,107.2,4,4,22,22,2.89,261,385.2,17,500,18,class_1
3,8,1,3,3,3.46,45,78,7,10,60,35,3.52,433,872.1,92,300,8,class_1
68,4,1,7,5,3.73,24,101.1,0,7,45,45,3.82,190,829.1,4,550,4,class_1
143,16,1,3,7,5.42,16,78,0,1,3,7,5.42,16,78,0,285,16,class_1
165,0,1,14,18,4.88,39,237.2,0,8,61,59,3.85,216,1084,2,662.5,0,class_1
84,21,1,11,8,3.65,23,145.1,0,1,11,8,3.65,23,145.1,0,100,21,class_1
15,13,1,4,6,3.19,65,79,6,12,48,48,3.86,424,924.1,41,550,13,class_1
125,18,1,10,10,2.78,70,136,5,2,10,12,2.68,91,171,10,125,18,class_1
171,14,1,14,9,3.02,75,128,22,2,20,14,2.93,137,255.1,39,662.5,14,class_1
2,13,1,10,5,2.65,48,142.2,2,6,20,23,3.44,142,455.1,5,292.5,13,class_1
126,17,1,3,11,5.15,49,122.1,0,9,68,67,3.91,258,1240.1,2,180,17,class_1
85,19,1,4,4,3.93,48,68.2,5,12,44,52,3.22,537,847,124,750,19,class_1
87,4,1,7,4,5.05,16,87.1,0,1,7,4,5.05,16,87.1,0,70,4,class_1
200,10,1,6,6,3.71,60,80,11,6,29,28,2.76,295,424,63,725,10,class_1
16,14,1,18,5,2.57,32,217.1,0,7,62,44,3.83,172,935.2,1,625,14,class_1
158,7,0,3,7,4.33,37,122.2,2,3,10,13,3.82,69,235.2,3,100,0,class_1
95,14,1,8,6,2.33,58,81,21,7,44,38,2.48,314,518.1,91,925,14,class_1
53,0,1,11,10,3.65,35,209.2,0,7,49,36,3.36,157,787.1,2,725,0,class_1
191,5,1,10,6,3.7,56,129,1,6,34,29,3.72,264,476.1,41,500,5,class_1
182,16,1,11,7,3.54,23,157.2,0,9,81,79,3.8,374,1298.1,40,800,16,class_1
166,17,1,9,16,3.96,35,215.2,0,14,162,155,3.43,436,2771.2,4,750,17,class_1
60,17,1,3,4,3.38,50,69.1,14,9,59,63,3.85,301,1137,31,620,17,class_1
93,19,1,6,3,3.36,64,104.1,8,3,13,18,4.15,106,288.1,8,190,19,class_1
27,16,1,9,4,2.46,21,146.1,0,1,9,4,2.46,21,146.1,0,100,16,class_1
152,8,1,12,8,3.34,30,178,0,20,253,226,3.15,611,4115.2,3,1000,8,class_1
181,4,1,9,11,4.19,37,169.2,1,9,78,69,3.4,229,1313.2,3,866.667,4,class_1
147,8,1,18,10,2.22,37,275.1,0,8,65,62,3.7,212,1160,3,666.667,8,class_1
17,13,1,5,5,3.55,17,91.1,0,2,5,7,4.27,24,111.2,0,70,13,class_1
72,18,1,9,5,2.97,24,136.1,0,6,62,46,3.3,188,949.2,6,787.5,18,class_1
28,13,1,10,8,3.94,30,187.1,0,6,49,41,3.27,193,836.1,6,150,13,class_1
50,8,1,4,7,2.73,54,56,33,7,38,29,2.61,361,526.2,100,650,8,class_1
127,4,1,9,9,3.09,66,90.1,31,7,36,41,2.89,396,598.1,144,820,4,class_1
205,0,1,8,16,4.05,38,204.2,1,3,18,26,3.85,83,371.2,1,150,0,class_1
128,5,1,5,10,4.71,19,105,0,10,94,83,3.37,277,1611.1,4,1200,5,class_1
168,4,1,5,14,4.64,28,176.2,0,10,86,68,3.84,251,1416.2,6,1800,4,class_1
121,16,1,11,5,2.54,73,110,4,13,85,76,2.69,853,1199,176,800,16,class_1
90,13,1,7,9,3.97,35,190.1,0,3,23,27,3.73,84,509,0,160,13,class_1
188,4,1,5,7,4.75,37,161,0,9,74,75,3.94,242,1294.1,4,890,4,class_1
113,21,1,13,7,2.92,30,219,0,8,85,58,3.26,204,1342.2,1,1050,21,class_1
21,17,1,7,8,3.75,44,141.2,2,7,33,32,4.35,127,573.2,2,285,17,class_1
37,5,1,6,9,4.78,24,139.1,0,5,22,31,4.45,122,538,0,350,5,class_1
196,21,1,9,10,2.08,74,103.2,36,2,12,10,2.23,91,125.1,41,150,21,class_1
76,13,1,13,12,3.53,33,219,0,2,17,15,3.25,47,296,0,145,13,class_1
137,20,0,8,6,3.82,65,103.2,13,4,37,48,4.35,157,639,14,350,10,class_1
175,5,1,10,3,3.24,70,116.2,14,3,18,12,3.47,115,264.2,15,185,5,class_1
74,10,1,21,11,3.14,34,269.1,0,7,99,68,2.94,210,1554.2,1,1850,10,class_1
22,10,1,7,13,3.28,33,235.2,0,9,100,77,3.31,257,1568.1,8,837.5,10,class_1
25,14,0,9,5,4.93,62,96.2,6,2,13,9,3.65,117,195,20,180,17,class_1
