@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4}

@data
8.06,3310,0.39,0,1,1,7346,0,2,0,0.59,0,class_0
2.69,3133,0.53,1,0,1,6852,0,0,0,0.55,2,class_0
1.49,3476,0.46,1,1,1,3978,0,1,1,1.51,0,class_0
2.06,3140,0.47,1,1,1,3333,0,0,2,1.09,1,class_0
7.76,3125,0.48,1,1,1,6342,0,2,0,1.04,1,class_0
1.9,3073,0.67,1,0,0,4512,0,1,2,1.9,1,class_0
1.58,3593,0.37,0,1,0,7301,2,2,0,0.55,1,class_0
6.22,3173,0.44,2,0,1,4975,0,1,1,0.6,2,class_0
2.64,3339,0.14,1,1,1,3253,1,1,0,0.97,0,class_0
2.22,3107,0.48,0,1,1,3325,0,1,2,0.57,0,class_0
5.86,3477,0.15,1,0,1,6757,0,0,0,0.57,2,class_0
3.22,3536,0.14,1,1,0,5625,0,2,2,1.29,0,class_1
5.72,3520,0.14,0,0,1,4621,0,0,2,1.48,2,class_1
2.19,3186,0.54,2,1,0,4585,0,0,1,1.69,1,class_1
1.84,3069,0.21,2,0,1,7034,0,2,0,0.55,1,class_1
6.54,3466,0.13,0,0,1,3371,2,2,1,1.36,2,class_1
1.42,3071,0.66,2,0,0,4569,0,0,1,1.62,1,class_1
1.73,3488,0.35,2,1,1,3239,0,1,0,1.99,0,class_1
1.85,3448,0.61,2,0,1,4810,0,0,2,0.8,1,class_1
2.15,3072,0.46,2,0,1,5912,0,2,0,1.08,0,class_1
2.12,3187,0.14,2,1,1,3360,1,2,1,1.42,1,class_1
5.81,3069,0.14,1,1,1,7299,0,2,0,1.36,1,class_1
2.24,3479,0.14,2,1,1,4082,0,1,0,0.88,1,class_1
3.88,3117,0.43,2,1,0,3685,1,0,1,0.56,0,class_1
6.87,3069,0.14,2,0,1,6000,0,1,2,1.53,1,class_1
5.53,3463,0.14,2,0,0,4548,0,1,1,1.55,1,class_1
7.33,3132,0.5,0,0,0,3408,0,2,1,2.03,1,class_1
1.88,3342,0.14,2,1,1,5960,0,0,2,1.25,1,class_1
1.69,3201,0.42,2,0,1,4528,0,1,0,1.17,1,class_1
1.6,3076,0.62,1,0,0,6650,1,1,2,1.98,2,class_1
4.04,3378,0.5,2,0,1,4836,0,2,0,0.82,0,class_1
5.49,3593,0.23,1,0,0,5864,0,1,1,1.76,1,class_1
5.43,3466,0.64,2,0,1,3254,0,0,1,1.81,2,class_1
3.2,3476,0.13,2,1,1,4512,0,1,0,1.61,0,class_1
8.21,3534,0.14,1,1,1,3314,0,2,0,1.31,1,class_1
4.35,3091,0.48,1,0,0,3066,1,1,1,1.29,0,class_1
4.44,3355,0.42,0,0,1,4635,0,1,2,1.25,0,class_1
6.99,3473,0.38,2,1,1,4045,0,2,0,1.17,2,class_1
4.29,3467,0.14,2,1,1,7265,0,1,0,0.86,2,class_1
5.73,3563,0.52,1,0,0,4767,0,1,1,1.07,1,class_1
5.64,3118,0.46,2,1,0,3151,1,0,1,1.06,1,class_1
1.78,3470,0.13,2,0,1,4513,0,0,0,1.28,1,class_1
6.72,3466,0.53,0,0,1,6464,0,1,0,1.34,2,class_1
1.5,3117,0.48,2,0,1,4456,0,1,0,1.58,0,class_1
1.62,3479,0.62,0,0,0,4562,0,0,1,1.71,2,class_1
1.46,3132,0.47,2,1,1,4753,0,1,2,1.3,2,class_1
5.81,3070,0.67,2,0,1,7168,0,2,0,0.56,1,class_1
6.54,3490,0.6,2,0,1,5281,2,0,2,0.56,0,class_1
2.01,3113,0.63,2,1,1,7187,0,1,0,1.87,0,class_1
1.65,3471,0.42,0,0,0,4653,0,2,2,0.84,1,class_1
6.54,3555,0.51,0,0,0,3877,0,0,1,0.56,0,class_1
1.71,3338,0.48,1,1,1,7358,0,1,0,1.93,1,class_1
6.61,3123,0.41,2,0,1,4784,2,0,0,0.55,1,class_1
1.44,3115,0.46,2,1,1,5995,0,0,2,1.17,0,class_1
7.58,3422,0.14,1,0,1,3197,0,2,0,1.48,1,class_1
1.57,3081,0.46,2,0,1,4752,0,1,0,1.59,0,class_1
1.42,3447,0.22,1,0,0,5173,0,1,2,1.65,1,class_1
1.49,3468,0.48,1,0,1,3290,0,0,1,0.65,2,class_1
7.63,3598,0.52,0,0,0,4648,0,1,1,1.71,1,class_1
5.5,3159,0.13,1,1,1,4828,0,1,2,1.31,1,class_1
3.44,3071,0.14,2,0,0,4482,0,1,1,1.57,0,class_1
5.64,3532,0.33,1,0,0,4543,0,2,1,1.16,1,class_1
5.77,3069,0.51,0,0,1,5287,0,2,0,1.87,2,class_1
2.37,3489,0.61,2,0,1,3835,0,1,0,1.2,0,class_1
7.77,3086,0.14,2,1,1,4791,0,1,0,0.85,0,class_1
1.81,3531,0.46,1,0,0,5381,0,0,1,0.59,2,class_1
7.95,3477,0.28,0,0,1,6512,1,1,0,2.04,1,class_1
1.83,3228,0.15,1,1,1,5779,2,0,2,0.55,1,class_1
3.65,3112,0.14,2,0,1,5053,2,2,1,1.21,0,class_1
1.63,3202,0.46,2,1,0,6274,1,1,1,1.28,0,class_1
1.43,3074,0.44,2,0,1,4017,0,1,0,1.2,2,class_1
2.97,3486,0.41,2,0,1,4574,0,2,0,0.55,1,class_1
1.49,3145,0.65,2,0,0,6873,0,0,1,2.07,0,class_1
6.51,3484,0.13,2,0,1,4505,0,1,0,1.4,0,class_1
6.62,3429,0.53,0,0,1,3687,0,1,0,1.4,1,class_1
1.59,3071,0.56,0,0,1,3032,1,2,1,0.55,0,class_1
3.29,3095,0.51,0,1,1,6115,0,1,2,1.8,0,class_1
2.92,3083,0.5,1,0,0,3205,0,1,1,1.56,2,class_1
1.45,3292,0.53,1,0,1,3255,0,2,0,0.56,0,class_1
1.98,3589,0.47,1,1,0,5830,0,1,1,1.12,0,class_1
7.35,3097,0.14,2,0,0,7114,0,1,1,1.54,0,class_1
1.94,3583,0.52,0,1,0,6268,0,2,1,1.86,2,class_1
1.62,3075,0.14,1,1,1,3361,0,1,1,1.86,0,class_1
1.49,3072,0.51,0,0,0,3361,2,0,1,2.03,2,class_1
6.35,3149,0.34,2,1,0,6931,0,0,1,1.99,2,class_1
1.95,3094,0.46,1,1,1,5762,0,0,0,0.59,1,class_1
5.47,3075,0.42,2,1,0,6557,0,0,1,0.56,1,class_1
7.64,3596,0.25,1,1,1,4590,0,0,0,0.6,2,class_1
1.62,3541,0.47,0,1,0,5275,0,1,1,1.35,1,class_1
3.85,3480,0.14,2,0,1,4487,0,1,1,1.17,0,class_1
5.46,3462,0.3,0,0,0,6290,0,2,2,0.56,1,class_1
3.58,3094,0.41,0,0,0,3135,0,0,1,0.56,0,class_1
7.5,3219,0.13,1,1,1,4513,0,2,0,1.66,0,class_1
1.7,3139,0.33,1,0,1,3035,0,2,0,1.23,0,class_1
1.71,3082,0.51,2,1,1,4571,0,1,1,1.38,0,class_1
1.53,3125,0.31,2,0,0,6966,0,2,1,0.67,1,class_1
3.18,3077,0.28,1,0,0,3338,0,1,1,1.86,0,class_1
8.34,3170,0.52,2,0,1,6012,0,2,1,2.03,2,class_1
7.63,3538,0.62,1,1,0,5392,0,0,1,0.87,0,class_1
2.22,3073,0.13,2,1,1,3661,0,1,0,1.37,1,class_1
8.06,3586,0.13,1,1,0,3143,0,1,2,1.16,1,class_1
1.55,3478,0.37,2,0,1,4533,0,0,0,0.55,1,class_1
8.04,3471,0.14,2,0,1,7142,0,2,0,1.45,2,class_1
2.08,3139,0.39,1,0,1,7219,0,1,1,1.27,1,class_1
1.77,3137,0.13,2,0,1,5920,0,1,0,1.24,2,class_1
5.55,3088,0.47,2,0,1,4624,2,0,1,0.9,2,class_1
4.6,3088,0.25,0,0,0,3255,1,1,1,1.75,0,class_1
1.41,3485,0.52,2,0,1,4559,0,0,0,1.62,0,class_1
1.59,3075,0.67,1,1,0,7055,0,0,2,1.87,1,class_1
1.58,3122,0.41,2,0,1,5452,0,2,0,0.96,1,class_1
1.64,3482,0.15,2,0,1,4495,0,2,0,1.26,0,class_1
6.1,3469,0.4,2,0,1,3929,0,1,0,1.18,1,class_1
8.34,3071,0.63,2,0,0,4494,1,0,1,1.37,0,class_1
1.57,3071,0.48,1,0,1,5713,0,0,2,0.92,0,class_1
6.36,3075,0.64,2,1,1,3637,0,1,0,0.61,1,class_1
1.57,3179,0.47,0,0,1,4502,0,0,0,0.56,0,class_1
2.72,3108,0.13,1,0,1,3141,0,1,1,1.59,2,class_1
8.37,3177,0.51,2,1,1,5370,0,1,2,1.44,0,class_1
7.81,3099,0.46,0,0,1,5816,1,0,0,0.55,0,class_1
6.06,3081,0.52,1,0,1,5249,0,1,2,0.57,2,class_1
2.22,3136,0.42,1,1,0,4511,2,1,2,1.24,0,class_2
6.98,3109,0.4,0,0,0,7225,0,2,1,0.58,1,class_2
3.91,3498,0.46,0,0,0,7301,0,0,2,1.15,0,class_2
7.23,3489,0.39,2,0,0,3534,0,1,1,0.91,1,class_2
5.79,3070,0.53,0,0,1,7339,0,1,1,0.99,2,class_2
2.13,3110,0.13,1,0,0,6752,0,0,1,2.04,1,class_2
3.21,3516,0.14,1,0,1,6797,0,1,1,1.56,1,class_2
1.41,3469,0.13,1,1,0,6233,0,1,0,1.31,1,class_2
1.49,3576,0.53,0,0,0,7079,0,1,1,1.58,1,class_2
1.47,3481,0.18,1,1,0,4560,0,1,2,1.78,0,class_2
5.5,3097,0.14,1,0,0,3784,0,1,2,1.44,1,class_2
6.62,3514,0.19,0,1,1,3869,0,1,2,1.26,1,class_2
1.94,3111,0.38,2,0,1,6758,0,1,1,1.76,2,class_2
1.6,3092,0.14,1,0,0,6555,0,0,1,1.09,0,class_2
7.25,3088,0.43,0,0,1,3397,0,1,2,0.99,2,class_2
6.77,3078,0.42,0,0,0,6790,0,1,0,1.22,1,class_2
1.5,3469,0.61,0,0,1,4521,0,0,0,1.24,1,class_2
1.48,3071,0.35,1,0,1,7211,0,0,2,1.77,2,class_2
2.01,3069,0.38,0,1,1,7250,0,1,1,1.75,0,class_2
4.81,3326,0.14,0,0,0,4775,0,1,1,1.01,0,class_2
6.95,3109,0.13,1,0,1,3171,2,0,2,1.89,2,class_2
1.57,3604,0.17,0,1,0,3212,0,1,2,1.85,1,class_2
4.55,3072,0.52,1,1,0,5881,0,1,0,1.94,1,class_2
6.58,3147,0.13,2,0,1,3744,0,0,0,0.56,1,class_2
7.89,3103,0.5,0,1,0,7190,0,1,0,1.49,1,class_2
2.22,3122,0.47,0,0,1,3363,2,2,2,1.54,1,class_2
8.07,3466,0.61,2,0,1,7162,0,2,2,0.56,1,class_2
1.67,3549,0.53,1,0,0,3477,2,0,0,0.56,0,class_2
1.8,3476,0.53,1,0,0,3038,0,1,0,0.56,1,class_2
6.95,3471,0.46,1,1,0,4242,0,2,0,1.05,1,class_2
1.66,3487,0.44,1,0,0,4007,0,1,0,1.17,2,class_2
1.42,3074,0.41,0,1,0,6794,0,2,0,0.67,0,class_2
1.61,3430,0.52,1,0,1,4595,0,0,2,0.56,0,class_2
5,3099,0.13,2,1,1,3787,0,1,2,1.33,1,class_2
7.24,3132,0.57,0,1,1,3062,0,0,2,1.48,1,class_2
1.46,3472,0.59,1,0,0,4538,0,2,2,0.57,1,class_2
5.89,3075,0.44,2,0,1,6372,0,0,0,1.69,0,class_2
5.52,3603,0.32,1,0,0,3272,0,0,0,1.98,1,class_2
7.89,3347,0.14,2,1,1,3461,0,1,0,1.44,1,class_2
1.43,3087,0.5,0,1,1,4480,0,0,2,0.77,1,class_2
6.41,3238,0.47,1,0,1,6323,0,0,1,0.68,1,class_2
1.45,3077,0.15,0,1,1,4504,0,0,2,0.56,1,class_2
2.11,3555,0.52,0,0,0,3310,0,2,2,1.81,1,class_2
5.57,3479,0.2,1,0,1,3536,0,2,2,0.55,1,class_2
6.58,3566,0.55,1,1,0,6211,0,0,0,0.56,2,class_2
2.38,3539,0.28,0,1,1,4424,0,0,2,0.56,0,class_2
1.6,3469,0.28,0,0,0,7221,0,2,2,0.55,1,class_2
1.85,3069,0.13,1,1,0,4497,0,1,2,1.26,1,class_2
3.63,3074,0.17,1,0,0,7296,0,1,2,2.07,2,class_2
1.47,3152,0.51,1,0,1,6313,0,1,1,1.61,0,class_2
6.63,3085,0.39,0,1,1,3320,0,2,2,1.62,0,class_2
7.29,3069,0.13,2,0,1,3941,0,1,2,1.3,1,class_2
2.15,3296,0.48,0,0,0,7187,0,1,1,1.59,0,class_2
1.62,3580,0.36,0,0,0,7319,0,1,0,1.95,0,class_2
5.58,3295,0.14,0,0,1,4550,0,2,2,1.49,1,class_2
6.68,3533,0.42,2,0,1,3260,0,2,2,1.89,1,class_2
5.56,3147,0.5,0,1,0,4534,0,0,1,0.91,1,class_2
2.65,3215,0.51,0,0,1,3429,2,0,0,1.63,0,class_2
5.47,3097,0.13,1,1,0,3798,0,2,0,1.2,1,class_2
2.03,3081,0.13,0,0,1,3148,0,0,2,1.2,1,class_2
1.49,3070,0.44,2,1,0,6686,0,2,1,1.93,0,class_2
4.6,3101,0.15,1,1,0,5438,0,2,1,1.16,0,class_2
1.76,3086,0.58,2,0,1,7158,0,0,2,2.02,1,class_2
2.06,3550,0.14,2,0,1,3162,0,2,2,1.6,1,class_2
6.5,3120,0.13,2,0,1,4474,1,1,0,0.62,2,class_2
6.03,3623,0.31,0,0,1,3910,0,1,2,1.78,2,class_2
6.46,3146,0.14,0,0,1,4493,0,0,2,1.25,1,class_2
1.5,3149,0.42,1,1,1,3339,0,2,2,1.06,0,class_2
1.57,3071,0.53,0,0,0,7324,0,1,1,1.33,0,class_2
7.26,3069,0.5,2,1,1,4583,0,1,2,0.55,2,class_2
6.09,3489,0.13,1,0,0,6608,0,2,1,1.54,1,class_2
5.98,3471,0.46,0,0,0,6595,0,2,1,0.98,1,class_2
5.53,3081,0.5,0,0,0,4595,0,0,1,0.82,1,class_2
1.55,3482,0.5,2,0,0,3036,1,1,1,1.23,0,class_2
5.47,3490,0.51,1,1,0,4250,0,1,0,1.28,1,class_2
8.02,3249,0.43,2,0,0,7256,0,2,1,0.55,1,class_2
7.12,3488,0.47,1,1,0,6874,0,2,0,1.79,2,class_2
2.12,3581,0.39,0,0,0,3340,0,1,0,1.18,1,class_2
2.23,3096,0.19,0,0,0,4506,0,2,1,0.55,2,class_2
2.03,3110,0.46,1,0,1,3103,0,1,2,0.69,0,class_2
1.57,3242,0.59,1,0,0,5482,0,0,0,1.75,1,class_2
1.56,3130,0.62,2,1,0,3069,0,2,0,0.8,1,class_2
1.75,3135,0.47,2,0,0,6781,0,1,1,1.57,1,class_2
5.53,3479,0.13,1,0,0,7065,0,0,0,0.94,1,class_2
2.2,3075,0.56,1,0,0,4531,1,1,2,0.55,1,class_2
2.02,3106,0.33,2,0,1,7252,0,0,0,0.56,1,class_2
1.83,3072,0.42,0,0,1,7258,0,0,1,1.76,1,class_2
1.61,3102,0.51,0,0,0,3270,2,1,0,0.55,1,class_2
5.5,3112,0.67,0,1,0,3031,1,1,0,0.56,2,class_2
7.09,3133,0.51,1,0,0,4472,0,1,0,1.71,1,class_2
1.53,3520,0.44,2,0,0,4199,1,0,2,0.58,1,class_2
5.01,3477,0.42,0,1,0,7278,0,1,0,0.86,1,class_2
1.91,3076,0.47,1,1,0,7058,0,0,0,1.13,2,class_2
3.66,3338,0.53,1,0,1,6503,2,2,1,0.92,0,class_2
7.45,3480,0.13,0,0,1,4590,2,0,0,1.24,1,class_2
2.77,3485,0.13,2,1,1,3786,0,2,0,0.55,0,class_2
7.77,3114,0.21,0,1,0,7086,0,0,0,1.86,1,class_2
3.57,3104,0.53,0,1,0,3996,0,0,2,0.56,0,class_2
1.63,3072,0.53,0,0,0,7291,0,1,0,1.4,0,class_2
5.48,3602,0.37,1,1,0,3590,0,2,2,0.56,1,class_2
1.58,3462,0.14,0,1,0,7325,0,1,0,1.16,1,class_2
1.62,3075,0.13,0,0,0,7328,0,0,0,1.07,1,class_2
3.22,3598,0.27,1,0,0,3993,0,1,2,0.55,0,class_2
1.84,3088,0.52,0,1,1,3345,1,1,2,0.56,1,class_2
5.56,3470,0.51,0,1,1,3262,0,0,2,0.77,1,class_2
7.09,3115,0.47,2,1,1,4773,0,0,0,0.56,0,class_2
2.23,3489,0.4,0,0,0,3393,0,2,0,0.73,1,class_2
2.09,3551,0.15,1,0,0,5808,1,0,0,0.56,1,class_2
4.51,3149,0.37,2,0,1,5916,0,0,0,0.55,0,class_2
5.41,3286,0.5,1,0,0,3181,0,1,2,1.49,1,class_2
7.23,3603,0.46,2,1,1,3294,0,0,2,0.8,1,class_2
5.62,3608,0.48,1,0,0,7275,0,0,2,1.24,1,class_2
5.58,3603,0.65,0,0,0,7212,0,0,0,1.97,1,class_2
1.71,3486,0.43,1,1,1,3498,0,0,2,0.6,1,class_2
5.55,3180,0.14,1,0,0,4502,0,2,2,1.52,1,class_2
7.81,3486,0.5,1,0,0,4398,0,0,0,1.12,1,class_2
4.24,3513,0.13,0,0,1,3815,0,0,2,0.55,0,class_2
1.44,3144,0.18,0,0,0,5501,0,1,0,1.94,1,class_2
6.61,3114,0.14,0,0,0,7321,0,0,2,0.9,0,class_2
5.13,3472,0.13,2,0,1,4547,0,2,0,1.37,0,class_2
1.66,3095,0.54,2,1,0,5440,0,1,0,1.27,2,class_2
8.16,3579,0.67,1,0,1,3079,0,2,2,0.6,1,class_2
4.17,3188,0.26,0,1,0,3172,1,2,2,0.93,2,class_2
5.53,3480,0.13,2,0,0,4125,0,1,0,0.95,2,class_2
1.46,3484,0.13,0,0,0,3318,0,2,0,0.59,1,class_2
1.43,3075,0.53,1,0,1,6404,0,0,1,0.56,0,class_2
4.24,3464,0.51,1,1,0,4559,0,0,2,1.52,0,class_2
6.32,3072,0.14,2,0,1,7343,0,1,1,1.26,1,class_2
1.55,3479,0.49,0,0,0,7275,0,1,2,1.36,2,class_2
1.65,3472,0.59,0,0,1,7311,2,2,1,0.55,1,class_2
3.49,3296,0.13,0,0,1,5159,0,1,1,1.41,0,class_2
6.46,3140,0.41,2,0,0,7017,0,1,1,1.27,1,class_2
1.56,3586,0.14,2,1,1,3821,0,0,0,1.57,1,class_2
2.74,3476,0.5,0,1,0,3940,0,1,0,0.97,2,class_2
5.47,3472,0.13,0,0,1,3523,0,2,1,1.48,1,class_2
2.25,3237,0.13,2,0,0,3241,0,1,0,0.56,1,class_2
5.55,3412,0.17,0,0,0,3081,0,0,2,0.55,1,class_2
8.29,3465,0.46,0,0,0,7323,2,0,0,1.68,0,class_2
5.89,3074,0.45,0,0,0,7226,0,2,1,1.01,1,class_2
2.07,3534,0.53,2,1,1,4581,0,1,2,1.49,1,class_2
7.17,3479,0.5,1,0,0,7191,0,0,2,0.87,0,class_2
1.82,3114,0.14,2,0,0,5814,0,2,0,1.55,2,class_2
5.57,3467,0.45,1,1,0,4494,0,1,0,1.27,1,class_2
5.68,3070,0.41,1,0,0,4582,0,2,2,2,1,class_2
1.98,3478,0.53,0,0,0,7224,0,0,0,1.23,1,class_2
6.88,3472,0.52,1,1,1,3929,0,1,2,1.33,2,class_2
4.02,3069,0.28,2,0,0,5066,0,1,0,1.95,0,class_2
5.51,3464,0.28,2,1,0,7185,0,1,2,1.94,1,class_2
7.74,3089,0.49,0,0,1,4551,0,0,2,1.24,1,class_2
1.63,3516,0.14,2,0,0,7282,0,1,1,1.39,1,class_2
5.5,3559,0.62,0,1,1,4362,0,0,2,1.17,1,class_2
1.84,3567,0.44,2,0,1,3886,0,1,0,1.19,1,class_2
1.66,3589,0.14,0,1,0,7319,0,1,0,1.28,0,class_2
3.48,3464,0.13,2,1,1,7236,0,1,1,1.38,0,class_2
8.1,3076,0.46,0,0,1,3594,0,0,0,1.23,0,class_2
5.46,3093,0.52,0,0,0,3345,0,2,0,1.63,0,class_2
4.16,3411,0.13,2,0,0,7160,0,1,0,1.9,2,class_2
5.69,3547,0.42,0,0,0,6608,0,2,1,0.8,1,class_2
4.13,3081,0.52,0,1,0,4402,0,2,0,0.56,2,class_2
1.6,3482,0.13,1,0,0,6374,0,2,0,0.56,1,class_2
1.68,3136,0.31,0,0,0,3092,2,1,2,1.98,2,class_2
6.66,3484,0.47,1,0,0,3378,0,0,0,0.81,2,class_2
5.54,3482,0.19,2,1,1,6279,2,1,2,0.55,1,class_2
5.52,3102,0.21,1,1,1,4531,0,2,1,1.2,0,class_2
1.46,3108,0.44,1,0,1,4515,0,1,2,1,2,class_2
1.51,3591,0.53,0,0,1,3682,0,1,1,1.73,0,class_2
1.43,3506,0.46,2,0,1,4518,0,1,2,1.18,0,class_2
2.47,3087,0.14,1,0,0,5737,0,1,0,1.49,2,class_2
6.74,3100,0.14,0,0,0,4572,0,0,1,1.49,1,class_2
1.5,3124,0.37,2,1,0,4470,0,2,0,0.6,0,class_2
1.45,3092,0.38,0,0,1,3048,0,0,2,0.55,0,class_2
5.59,3122,0.51,1,1,0,3296,0,0,0,0.55,2,class_2
1.67,3493,0.49,0,0,0,4481,1,1,2,1.5,1,class_2
1.58,3075,0.19,2,1,1,7176,0,0,1,1.98,0,class_2
1.6,3546,0.59,2,0,0,4499,1,1,2,0.6,0,class_2
1.54,3548,0.5,1,1,0,4553,2,1,2,1.37,1,class_2
1.67,3273,0.38,1,1,1,4496,0,0,2,0.73,1,class_2
5.57,3475,0.47,2,0,0,4377,0,0,1,0.74,1,class_2
1.6,3080,0.53,0,0,1,3819,2,2,0,1.72,1,class_2
5.64,3148,0.53,2,1,0,4561,2,1,2,1.4,1,class_2
7.57,3133,0.46,2,0,0,7165,0,0,1,1.05,1,class_2
1.83,3572,0.14,0,0,0,7080,0,1,1,1.45,1,class_2
1.56,3542,0.61,0,1,1,4535,0,2,2,0.56,0,class_2
3.3,3467,0.31,1,1,1,7195,0,1,2,1.92,2,class_2
1.59,3587,0.55,0,1,0,3121,0,0,2,0.57,2,class_2
6.41,3484,0.13,2,1,0,6365,0,2,0,1.81,1,class_2
5.72,3117,0.43,2,0,1,4566,0,1,0,1.16,1,class_2
5.5,3475,0.2,0,1,0,7331,0,1,0,1.58,1,class_2
7.69,3115,0.13,1,1,0,7030,0,1,0,0.78,0,class_2
5.31,3108,0.5,0,0,1,3438,0,1,2,1.53,0,class_2
3.86,3466,0.4,0,1,0,4152,0,1,0,1.24,0,class_2
5.46,3139,0.42,0,0,1,4482,0,2,2,1.78,2,class_2
2.87,3463,0.52,0,1,1,6982,0,0,0,1.8,2,class_3
5.64,3133,0.13,2,0,0,7296,0,2,1,1.37,1,class_3
3.11,3438,0.29,0,0,0,3878,0,2,1,1.21,0,class_3
4.17,3475,0.13,1,1,0,7243,0,2,2,1.43,0,class_3
4.23,3580,0.14,1,1,0,5430,0,0,0,1.47,1,class_3
5.6,3086,0.14,0,0,0,6963,0,1,2,0.61,1,class_3
2.07,3110,0.13,1,0,0,5174,0,1,1,0.64,1,class_3
