@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5,class_6}

@data
7,0,class_2
8,0,class_2
8,0,class_2
8,0,class_2
8,0,class_2
8,0,class_2
9,0,class_2
9,0,class_2
10,0,class_2
10,0,class_2
10,0,class_2
10,0,class_2
10,0,class_2
11,0,class_2
14,0,class_2
15,0,class_2
16,0,class_2
16,0,class_2
17,0,class_2
0,0,class_3
0,0,class_3
1,0,class_3
1,0,class_3
2,0,class_3
2,0,class_3
2,0,class_3
2,0,class_3
2,0,class_3
3,0,class_3
3,0,class_3
3,0,class_3
3,0,class_3
3,0,class_3
4,0,class_3
4,0,class_3
4,0,class_3
5,0,class_3
5,0,class_3
5,0,class_3
5,0,class_3
5,0,class_3
5,0,class_3
5,0,class_3
5,0,class_3
5,0,class_3
5,0,class_3
5,0,class_3
5,0,class_3
5,0,class_3
5,0,class_3
6,0,class_3
6,0,class_3
6,0,class_3
7,0,class_3
7,0,class_3
8,0,class_3
8,0,class_3
8,0,class_3
8,0,class_3
9,0,class_3
9,0,class_3
9,0,class_3
10,0,class_3
10,0,class_3
10,0,class_3
10,0,class_3
10,0,class_3
11,0,class_3
11,0,class_3
12,0,class_3
12,0,class_3
13,0,class_3
13,0,class_3
13,0,class_3
13,0,class_3
13,0,class_3
13,0,class_3
13,0,class_3
14,0,class_3
14,0,class_3
14,0,class_3
15,0,class_3
16,0,class_3
16,0,class_3
17,0,class_3
17,0,class_3
21,0,class_3
24,0,class_3
25,0,class_3
0,0,class_4
1,0,class_4
2,0,class_4
3,0,class_4
4,0,class_4
4,0,class_4
4,0,class_4
5,0,class_4
5,0,class_4
5,0,class_4
6,0,class_4
6,0,class_4
6,0,class_4
7,0,class_4
7,0,class_4
7,0,class_4
8,0,class_4
8,0,class_4
8,0,class_4
9,0,class_4
9,0,class_4
9,0,class_4
10,0,class_4
10,0,class_4
10,0,class_4
11,0,class_4
12,0,class_4
13,0,class_4
13,0,class_4
13,0,class_4
14,0,class_4
14,0,class_4
17,0,class_4
17,0,class_4
18,0,class_4
18,0,class_4
18,0,class_4
18,0,class_4
19,0,class_4
19,0,class_4
20,0,class_4
22,0,class_4
42,0,class_4
2,0,class_5
3,0,class_5
4,0,class_5
4,0,class_5
4,0,class_5
5,0,class_5
5,0,class_5
5,0,class_5
5,0,class_5
6,0,class_5
8,0,class_5
8,0,class_5
9,0,class_5
10,0,class_5
10,0,class_5
10,0,class_5
11,0,class_5
12,0,class_5
13,0,class_5
13,0,class_5
14,0,class_5
14,0,class_5
15,0,class_5
16,0,class_5
17,0,class_5
20,0,class_5
22,0,class_5
25,0,class_5
28,0,class_5
29,0,class_5
37,0,class_5
0,0,class_6
0,0,class_6
0,0,class_6
1,0,class_6
2,0,class_6
2,0,class_6
3,0,class_6
3,0,class_6
4,0,class_6
4,0,class_6
6,0,class_6
8,0,class_6
11,0,class_6
12,0,class_6
13,0,class_6
14,0,class_6
16,0,class_6
16,0,class_6
16,0,class_6
17,0,class_6
17,0,class_6
17,0,class_6
17,0,class_6
19,0,class_6
20,0,class_6
21,0,class_6
22,0,class_6
23,0,class_6
24,0,class_6
25,0,class_6
29,0,class_6
34,0,class_6
40,0,class_6
42,0,class_6
