@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute class {class_0,class_1}

@data
0,63,0,0.24,10,3.6,14,1.17,0,class_1
0,61,0,0.61,13.1,4.07,13,1.625,0,class_1
0,80,0,0.41,5.4,4.36,14,1,1,class_1
0,54,0,0.35,9.3,3.63,11,1.222,0,class_1
0,79,0,0.15,17.5,4.27,13,1.3,0,class_1
0,56,0,0.33,5.9,3.59,14,1,0,class_1
0,64,0,0.09,6,4.38,12,2,0,class_1
0,63,0,0.15,13,4.57,13,1.08,0,class_1
0,70,0,0.1,9.8,5.3,23,2.3,0,class_1
0,68,0,0.29,5.4,4.41,14,1.167,1,class_1
0,79,0,0.17,11.9,5.15,10.5,1.05,0,class_1
0,72,0,0.187,12,5.02,13,1.18,0,class_1
0,51,0,0.16,13.2,5.26,11,1,0,class_1
0,70,1,0.25,9.7,5.57,5.5,1.1,0,class_1
0,65,0,0.36,8.8,5.78,12,1,0,class_1
0,78,0,0.06,16.1,5.62,13.67,1.367,0,class_1
0,56,0,0.25,11,4.72,11,1,0,class_1
0,60,0,0.12,10.2,4.31,15,1.67,0,class_1
0,59,0,0.29,7.5,4.75,13,1.08,0,class_1
0,50,0,0.06,30.1,5.95,21.5,2.39,0,class_1
0,63,0,0.2,5,5.2,8,1,1,class_1
0,65,0,0.06,23.6,6.74,12,1.09,0,class_1
0,54,1,0.07,16.8,4.16,18,1.5,0,class_1
0,62,0,0.25,6,4.48,11,1,0,class_1
0,52,0,0.14,25,6.21,11.5,1.15,0,class_1
0,55,0,0.28,5.5,4.48,22,1.83,0,class_1
0,64,0,0.3,6.6,4.36,14,1.27,1,class_1
0,59,0,0.344,9.1,4.04,9,1,0,class_1
0,46,0,0.272,16.5,5.36,12.67,1.06,0,class_1
0,63,0,0.25,5.6,3.87,18,1.5,1,class_1
1,74,0,0.2,4.8,4.56,12.5,1.04,0,class_1
0,59,0,0.5,9.1,3.42,18,1.5,0,class_1
0,53,0,0.17,28.9,4.69,10,1,0,class_1
0,66,0,0.2,0,4.23,12,1,0,class_1
0,62,0,0.258,11.8,4.87,11,1,0,class_1
0,59,0,0.17,14.3,5.49,13.5,1.5,0,class_1
0,57,0,0.228,9.7,4.29,11,1,0,class_1
0,57,0,0.036,7,4.12,13.5,1.23,0,class_1
0,62,0,0.22,12.1,3.92,11,1,1,class_1
0,61,0,0.27,9,4.06,12,1,1,class_1
0,59,1,0.4,9.2,5.36,12,1,0,class_1
0,57,0,0.29,9.4,4.77,9,1,0,class_1
0,62,1,0.19,28.9,6.63,19.5,1.95,0,class_1
0,80,0,0.26,0,4.38,9,1,0,class_1
0,54,0,0.43,9.3,4.79,10,1,0,class_1
1,62,1,0.24,28.6,5.86,21.5,1.95,0,class_1
0,54,0,0.23,19.1,5.49,12,1.2,0,class_1
0,57,1,0.12,0,2.32,16.5,1.375,0,class_1
0,61,0,0.18,0,4.48,11,1.375,1,class_1
0,48,0,0.15,12,3.66,10,1,0,class_1
0,64,0,0.28,5.4,5.47,11,1.1,1,class_1
0,69,0,0.2,7,5.05,14.5,1.21,1,class_1
