@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute class {class_0,class_1}

@data
127,155,268,4,10,class_0
128,35,29,4,11,class_0
130,197,357,4,4,class_0
131,65,146,4,10,class_0
134,295,353,4,5,class_0
135,178,40,4,11,class_0
137,55,175,4,5,class_0
138,112,212,4,9,class_0
139,278,180,4,2,class_0
141,183,242,4,7,class_0
142,250,225,4,7,class_0
143,326,199,4,10,class_0
145,31,22,4,7,class_0
146,361,26,4,10,class_0
147,357,148,4,3,class_0
148,296,122,4,3,class_0
149,308,9,4,8,class_0
150,226,61,4,1,class_0
151,103,209,4,8,class_0
153,249,65,5,6,class_0
154,228,304,5,7,class_0
155,301,135,5,4,class_0
156,20,42,5,10,class_0
157,28,233,5,11,class_0
158,110,153,5,8,class_0
160,366,7,5,8,class_0
161,335,352,5,8,class_0
162,206,76,5,11,class_0
163,134,355,5,11,class_0
164,272,51,5,0,class_0
165,69,342,5,11,class_0
166,356,363,5,2,class_0
167,180,276,5,7,class_0
168,274,229,5,7,class_0
169,73,289,5,2,class_0
170,341,214,5,2,class_0
171,104,163,5,9,class_0
172,360,43,5,6,class_0
174,247,307,5,10,class_0
175,109,44,5,8,class_0
176,358,236,5,9,class_0
178,22,308,5,4,class_0
179,64,55,5,1,class_0
180,222,215,5,5,class_0
181,353,154,5,1,class_0
182,209,217,5,10,class_0
183,93,104,6,4,class_0
184,350,322,6,8,class_0
186,279,59,6,0,class_0
187,188,287,6,6,class_0
189,50,365,6,1,class_0
190,13,106,6,6,class_0
191,277,1,6,3,class_0
192,284,158,6,9,class_0
193,248,174,6,6,class_0
194,15,257,6,0,class_0
196,331,156,6,9,class_0
197,322,273,6,4,class_0
198,120,284,6,7,class_0
199,98,341,6,0,class_0
200,190,90,6,2,class_0
201,227,316,6,9,class_0
202,187,120,6,9,class_0
203,27,356,6,10,class_0
204,153,282,6,8,class_0
205,172,172,6,1,class_0
206,23,360,6,5,class_0
207,67,3,6,8,class_0
208,303,47,6,3,class_0
209,289,85,6,5,class_0
210,88,190,6,1,class_0
212,287,15,6,1,class_0
213,193,221,6,2,class_0
214,111,326,7,1,class_0
215,45,102,7,0,class_0
216,261,279,7,1,class_0
217,145,300,7,2,class_0
218,54,64,7,3,class_0
219,114,251,7,3,class_0
220,168,263,7,9,class_0
221,48,49,7,0,class_0
222,106,125,7,5,class_0
223,21,359,7,2,class_0
224,324,230,7,0,class_0
225,142,320,7,8,class_0
226,307,58,7,4,class_0
227,198,103,7,6,class_0
228,102,270,7,5,class_0
229,44,329,7,9,class_0
230,154,343,7,10,class_0
231,141,109,7,3,class_0
232,311,83,7,8,class_0
233,344,69,7,8,class_0
234,291,50,7,9,class_0
235,339,250,7,0,class_0
236,116,10,7,1,class_0
237,36,274,7,9,class_0
238,286,364,7,0,class_0
239,245,91,7,2,class_0
240,352,232,7,11,class_0
241,167,248,7,9,class_0
242,61,32,7,8,class_0
243,333,167,7,9,class_0
244,11,275,7,9,class_0
245,225,283,8,7,class_0
246,161,161,8,8,class_0
247,49,183,8,5,class_0
248,232,231,8,6,class_0
249,82,295,8,5,class_0
250,6,21,8,4,class_0
251,8,265,8,0,class_0
252,184,108,8,3,class_0
253,263,313,8,3,class_0
254,71,130,8,9,class_0
255,158,288,8,8,class_0
256,242,314,8,2,class_0
257,175,238,8,8,class_0
258,1,247,8,2,class_0
259,113,291,8,2,class_0
260,207,139,8,3,class_0
261,255,200,8,7,class_0
262,246,333,8,3,class_0
263,177,228,8,8,class_0
264,63,261,8,9,class_0
265,204,68,8,2,class_0
266,160,88,8,10,class_0
267,119,206,8,2,class_0
268,195,237,8,2,class_0
269,149,107,8,3,class_0
270,18,93,8,6,class_0
271,233,338,8,3,class_0
272,257,309,8,5,class_0
273,151,303,8,3,class_0
274,315,18,8,5,class_0
275,359,306,9,2,class_0
276,125,191,9,4,class_0
278,202,266,9,4,class_0
279,24,166,9,6,class_0
280,87,78,9,0,class_0
281,234,131,9,10,class_0
282,283,45,9,10,class_0
283,342,302,9,9,class_0
284,220,160,9,6,class_0
286,72,70,9,7,class_0
287,138,92,9,6,class_0
288,294,115,9,9,class_0
289,171,310,9,6,class_0
290,254,34,9,1,class_0
291,288,290,9,7,class_0
292,5,340,9,1,class_0
293,241,74,9,2,class_0
294,192,196,9,9,class_0
295,243,5,9,4,class_0
296,117,36,9,4,class_0
297,201,339,9,1,class_0
298,196,149,9,4,class_0
299,176,17,9,1,class_0
300,7,184,9,2,class_0
301,264,318,9,5,class_0
302,94,28,9,1,class_0
303,229,259,9,6,class_0
304,38,332,9,11,class_0
305,79,311,9,0,class_0
306,19,243,10,0,class_0
307,34,205,10,7,class_0
308,348,294,10,4,class_0
309,266,39,10,10,class_0
310,310,286,10,10,class_0
311,76,245,10,7,class_0
312,51,72,10,3,class_0
313,97,119,10,4,class_0
314,80,176,10,11,class_0
315,282,63,10,8,class_0
316,46,123,10,3,class_0
317,66,255,10,2,class_0
318,126,272,10,0,class_0
319,127,11,10,4,class_0
320,131,362,10,11,class_0
321,107,197,10,4,class_0
322,143,6,10,6,class_0
323,146,280,10,2,class_0
324,203,252,10,7,class_0
325,185,98,10,0,class_0
326,156,35,10,4,class_0
327,9,253,10,6,class_0
328,182,193,10,11,class_0
329,230,81,10,0,class_0
331,309,52,10,6,class_0
332,47,168,10,2,class_0
333,281,324,10,7,class_0
334,99,100,10,2,class_0
335,174,67,10,5,class_0
337,328,321,11,0,class_0
338,157,110,11,1,class_0
339,165,305,11,7,class_0
340,56,27,11,3,class_0
341,10,198,11,5,class_0
342,12,162,11,9,class_0
343,105,323,11,2,class_0
344,43,114,11,7,class_0
345,41,204,11,3,class_0
347,314,19,11,1,class_0
348,163,151,11,10,class_0
349,26,348,11,0,class_0
350,320,87,11,6,class_0
351,96,41,11,3,class_0
352,304,315,11,7,class_0
353,128,208,11,5,class_0
354,240,249,11,2,class_0
355,135,218,11,0,class_0
356,70,181,11,5,class_0
357,53,194,11,4,class_0
358,162,219,11,5,class_0
359,95,2,11,9,class_0
360,84,361,11,5,class_0
361,173,80,11,4,class_0
362,78,239,11,2,class_0
363,123,128,11,1,class_0
364,16,145,11,4,class_0
365,3,192,11,1,class_0
33,144,354,1,2,class_1
48,189,345,1,7,class_1
53,290,271,1,11,class_1
54,57,351,1,7,class_1
57,365,86,1,1,class_1
60,285,362,1,5,class_1
71,136,317,2,8,class_1
75,169,157,2,4,class_1
99,312,267,3,10,class_1
101,218,165,3,0,class_1
112,62,8,3,4,class_1
116,351,328,3,7,class_1
129,321,105,4,11,class_1
132,37,293,4,10,class_1
133,133,210,4,4,class_1
136,130,344,4,2,class_1
140,75,155,4,0,class_1
144,319,222,4,1,class_1
152,313,350,4,1,class_1
159,85,169,5,0,class_1
173,60,113,5,11,class_1
177,137,327,5,8,class_1
185,115,30,6,10,class_1
188,327,164,6,6,class_1
195,42,349,6,8,class_1
211,270,4,6,0,class_1
277,244,134,9,6,class_1
285,237,84,9,1,class_1
330,132,23,10,4,class_1
336,129,347,11,3,class_1
346,39,73,11,3,class_1
366,100,126,11,5,class_1
