@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute class {class_0,class_1,class_2,class_3}

@data
0,5,10,1,0,7,1,4,3,1,class_1
0,5,10,1,0,7,2,3,1,4,class_1
0,4,10,1,0,7,0,3,1,4,class_1
1,4,9,1,0,7,0,3,4,1,class_1
1,6,11,1,0,2,1,3,4,1,class_1
1,6,12,1,0,2,0,4,3,1,class_1
1,6,11,1,0,2,2,4,1,3,class_1
1,6,12,1,0,2,0,4,3,1,class_1
1,6,11,0,0,2,0,1,3,4,class_1
0,6,12,1,0,2,2,4,3,1,class_1
0,6,11,1,0,2,0,3,1,4,class_1
0,6,11,1,0,2,0,4,3,1,class_1
0,6,11,1,0,2,2,3,1,4,class_1
0,6,11,1,0,2,2,3,1,4,class_1
1,4,9,1,2,4,1,4,3,1,class_1
1,4,9,1,2,4,0,4,3,1,class_1
0,4,9,1,2,4,0,3,1,4,class_1
0,4,9,0,2,4,0,4,1,3,class_1
1,5,10,1,2,4,0,4,3,1,class_1
0,5,9,0,2,4,0,3,1,4,class_1
1,4,9,1,2,5,2,4,3,1,class_1
0,4,9,0,2,5,0,4,3,1,class_1
0,5,10,1,2,5,0,3,1,4,class_1
0,5,10,1,2,5,2,3,1,4,class_1
0,5,11,1,2,5,0,4,1,3,class_1
0,5,10,1,2,5,1,4,3,1,class_1
1,5,11,1,2,5,1,4,3,1,class_1
0,4,9,1,2,5,0,1,4,3,class_1
1,4,9,1,2,5,2,1,3,4,class_1
1,4,9,1,2,5,1,4,3,1,class_1
1,6,11,1,2,8,0,4,3,1,class_1
1,6,11,1,2,8,0,4,3,1,class_1
1,6,11,1,2,8,0,4,3,1,class_1
1,6,11,1,2,8,0,3,4,1,class_1
1,6,11,1,2,8,1,3,4,1,class_1
1,6,11,1,2,8,0,3,4,1,class_1
1,6,11,1,2,8,1,4,3,1,class_1
0,6,11,1,2,8,1,4,1,3,class_1
1,5,11,1,0,3,1,2,3,4,class_2
1,5,10,1,0,3,0,3,4,2,class_2
1,5,10,1,0,3,2,4,3,2,class_2
1,4,10,1,0,3,0,2,3,4,class_2
0,4,9,1,0,3,1,2,3,4,class_2
0,4,9,1,0,3,1,4,2,3,class_2
0,4,9,0,0,3,1,4,3,2,class_2
1,4,9,1,1,0,0,4,3,2,class_2
1,4,10,1,1,0,1,2,3,4,class_2
0,4,10,1,1,0,0,2,4,3,class_2
0,4,9,1,1,0,2,4,3,2,class_2
0,4,9,1,1,0,1,3,2,4,class_2
1,6,11,1,1,1,0,4,3,2,class_2
1,6,12,1,1,1,2,4,3,2,class_2
0,6,11,1,1,1,0,4,3,2,class_2
0,4,9,1,0,6,0,3,4,2,class_2
0,5,11,1,0,6,2,2,3,4,class_2
0,5,11,1,0,7,0,4,2,3,class_2
1,5,10,1,0,7,0,2,4,3,class_2
0,6,12,1,0,2,1,4,2,3,class_2
0,6,12,1,0,2,1,2,3,4,class_2
0,6,12,0,0,2,1,4,3,2,class_2
1,5,10,1,2,4,0,4,3,2,class_2
1,5,10,1,2,4,1,4,3,2,class_2
1,5,10,1,2,4,0,2,4,3,class_2
0,5,10,1,2,4,0,3,4,2,class_2
0,4,9,1,2,5,2,3,2,4,class_2
0,4,9,1,2,5,2,3,2,4,class_2
0,4,9,1,2,5,0,4,3,2,class_2
1,4,9,1,2,5,0,4,3,2,class_2
1,4,9,1,2,5,1,4,2,3,class_2
1,6,11,1,2,8,1,4,3,2,class_2
1,6,12,0,2,8,1,2,4,3,class_2
1,6,11,0,2,8,1,2,3,4,class_2
1,5,10,1,0,3,2,3,2,1,class_3
1,5,11,1,0,3,2,2,3,1,class_3
1,4,9,1,0,3,0,1,3,2,class_3
1,4,9,1,0,3,2,3,1,2,class_3
1,4,9,1,0,3,0,2,3,1,class_3
1,4,9,1,0,3,2,3,2,1,class_3
1,4,7,1,1,0,0,1,2,3,class_3
1,4,9,1,1,0,1,2,3,1,class_3
1,4,10,1,1,0,1,2,3,1,class_3
0,4,9,1,1,0,0,3,1,2,class_3
0,4,10,1,1,0,0,2,1,3,class_3
0,4,11,1,1,0,2,3,1,2,class_3
0,4,10,1,1,0,1,3,2,1,class_3
0,4,10,1,1,0,0,2,3,1,class_3
0,4,9,1,1,0,0,2,1,3,class_3
0,5,11,0,1,0,0,2,1,3,class_3
0,5,11,1,1,0,0,2,1,3,class_3
0,5,11,1,1,0,1,3,2,1,class_3
0,5,10,1,1,0,0,2,1,3,class_3
0,5,11,1,1,0,2,3,1,2,class_3
0,5,10,0,1,0,1,3,2,1,class_3
0,5,11,1,1,0,0,2,1,3,class_3
0,5,10,1,1,0,0,2,3,1,class_3
0,5,11,1,1,0,0,2,1,3,class_3
0,5,10,1,1,0,0,2,1,3,class_3
0,5,11,0,1,0,0,3,1,2,class_3
0,5,10,1,1,0,0,2,1,3,class_3
0,5,10,1,1,0,0,3,1,2,class_3
0,5,10,1,1,0,0,1,3,2,class_3
1,5,9,1,1,0,1,2,3,1,class_3
1,5,11,1,1,0,0,3,2,1,class_3
1,5,12,0,1,0,0,2,3,1,class_3
1,5,10,1,1,0,0,2,3,1,class_3
1,5,10,1,1,0,0,1,2,3,class_3
1,5,10,1,1,0,0,3,1,2,class_3
1,5,10,1,1,0,1,2,3,1,class_3
1,5,10,1,1,0,1,3,2,1,class_3
1,5,10,1,1,0,0,1,3,2,class_3
1,5,11,1,1,0,2,1,3,2,class_3
1,6,11,0,1,1,1,2,3,1,class_3
1,6,11,1,1,1,1,1,3,2,class_3
1,6,11,1,1,1,2,1,2,3,class_3
1,6,11,1,1,1,1,1,2,3,class_3
1,6,12,1,1,1,0,2,3,1,class_3
1,6,11,1,1,1,0,3,2,1,class_3
1,6,11,1,1,1,2,3,1,2,class_3
1,6,11,1,1,1,1,1,2,3,class_3
1,6,12,1,1,1,0,3,1,2,class_3
1,6,12,1,1,1,1,2,3,1,class_3
1,6,11,1,1,1,1,2,1,3,class_3
1,6,11,1,1,1,0,2,3,1,class_3
1,6,11,1,1,1,0,3,2,1,class_3
1,6,11,1,1,1,1,1,3,2,class_3
1,6,12,1,1,1,0,3,2,1,class_3
0,6,11,1,1,1,1,3,1,2,class_3
0,6,12,1,1,1,0,3,1,2,class_3
0,6,11,1,1,1,1,3,2,1,class_3
0,6,11,1,1,1,1,3,1,2,class_3
0,6,12,1,1,1,0,1,2,3,class_3
0,6,12,0,1,1,0,2,1,3,class_3
0,6,11,1,1,1,2,3,1,2,class_3
0,6,11,1,1,1,2,2,3,1,class_3
0,6,11,1,1,1,1,3,1,2,class_3
0,6,12,1,1,1,0,3,1,2,class_3
0,6,12,1,1,1,1,3,1,2,class_3
0,6,11,1,1,1,0,3,1,2,class_3
0,6,11,1,1,1,0,1,2,3,class_3
0,6,11,1,1,1,0,1,2,3,class_3
0,6,12,1,1,1,2,2,1,3,class_3
0,6,11,1,1,1,2,2,1,3,class_3
0,5,11,1,1,1,1,3,2,1,class_3
0,6,11,1,1,1,0,3,2,1,class_3
0,6,11,1,1,1,0,1,2,3,class_3
0,6,12,1,1,1,2,2,3,1,class_3
0,6,11,1,1,1,0,1,2,3,class_3
0,6,12,1,1,1,0,2,1,3,class_3
0,6,12,1,1,1,2,1,2,3,class_3
0,6,11,1,1,1,0,2,1,3,class_3
0,6,12,1,1,1,2,3,1,2,class_3
0,6,12,1,1,1,0,1,2,3,class_3
1,4,9,1,0,6,0,1,3,2,class_3
1,4,9,1,0,6,0,1,3,2,class_3
1,4,9,1,0,6,2,1,2,3,class_3
1,4,9,1,0,6,2,2,3,1,class_3
1,4,9,1,0,6,2,3,2,1,class_3
1,4,9,1,0,6,2,2,1,3,class_3
1,4,9,1,0,6,1,2,3,1,class_3
1,4,10,1,0,6,0,1,2,3,class_3
0,4,10,1,0,6,0,2,1,3,class_3
0,4,9,1,0,6,0,1,2,3,class_3
0,4,9,1,0,6,1,2,3,1,class_3
0,4,9,1,0,6,0,1,3,2,class_3
0,5,10,1,0,6,0,1,3,2,class_3
0,5,10,1,0,6,2,3,1,2,class_3
0,5,11,1,0,6,1,3,2,1,class_3
0,5,10,1,0,6,2,2,1,3,class_3
0,5,10,1,0,6,2,3,1,2,class_3
0,5,10,1,0,6,0,3,1,2,class_3
1,5,10,1,0,6,2,3,1,2,class_3
1,5,10,1,0,6,0,3,2,1,class_3
1,5,10,1,0,6,1,2,3,1,class_3
1,5,10,1,0,6,1,3,2,1,class_3
1,5,10,1,0,6,1,1,2,3,class_3
1,5,11,1,0,6,0,1,3,2,class_3
1,5,10,1,0,6,0,1,2,3,class_3
0,5,12,1,0,7,2,2,1,3,class_3
0,5,10,1,0,7,1,2,1,3,class_3
0,5,10,1,0,7,0,2,1,3,class_3
1,5,10,1,0,7,1,2,3,1,class_3
1,5,10,1,0,7,1,3,2,1,class_3
1,5,10,1,0,7,1,1,3,2,class_3
1,5,10,1,0,7,0,1,2,3,class_3
1,5,10,1,0,7,1,3,2,1,class_3
0,4,9,1,0,7,0,3,1,2,class_3
0,4,10,1,0,7,0,1,3,2,class_3
1,4,9,1,0,7,0,2,1,3,class_3
1,4,9,1,0,7,0,1,3,2,class_3
1,4,10,1,0,7,1,2,1,3,class_3
1,4,9,1,0,7,0,1,3,2,class_3
1,4,9,1,0,7,2,3,2,1,class_3
1,4,9,1,0,7,2,3,2,1,class_3
1,4,9,1,0,7,0,2,1,3,class_3
1,6,11,1,0,2,0,1,3,2,class_3
1,6,12,0,0,2,0,3,2,1,class_3
1,6,11,1,0,2,1,1,2,3,class_3
1,6,11,1,0,2,1,2,1,3,class_3
1,6,11,1,0,2,1,3,2,1,class_3
1,6,11,1,0,2,1,3,1,2,class_3
1,6,11,1,0,2,1,1,2,3,class_3
1,6,11,1,0,2,0,2,3,1,class_3
1,6,11,1,0,2,0,2,3,1,class_3
1,6,12,1,0,2,0,3,1,2,class_3
1,6,12,1,0,2,2,2,1,3,class_3
0,6,11,1,0,2,2,3,1,2,class_3
0,6,11,1,0,2,2,2,1,3,class_3
0,6,12,1,0,2,2,3,1,2,class_3
0,6,11,1,0,2,0,3,2,1,class_3
0,6,11,1,0,2,0,2,1,3,class_3
0,6,12,1,0,2,2,3,1,2,class_3
0,6,12,1,0,2,2,3,1,2,class_3
0,6,11,1,0,2,0,1,2,3,class_3
1,4,9,0,2,4,0,1,2,3,class_3
1,4,9,1,2,4,0,1,3,2,class_3
1,4,9,1,2,4,0,2,1,3,class_3
1,4,10,1,2,4,0,3,2,1,class_3
1,4,10,1,2,4,0,3,2,1,class_3
1,4,9,1,2,4,0,1,2,3,class_3
1,4,9,1,2,4,1,2,1,3,class_3
1,4,9,1,2,4,2,1,3,2,class_3
1,4,9,1,2,4,0,1,2,3,class_3
1,4,9,1,2,4,0,1,2,3,class_3
0,4,9,1,2,4,0,3,1,2,class_3
0,4,9,1,2,4,1,1,3,2,class_3
0,4,9,1,2,4,0,3,1,2,class_3
0,4,9,1,2,4,2,2,3,1,class_3
0,4,9,1,2,4,0,2,1,3,class_3
1,5,10,1,2,4,0,1,2,3,class_3
1,5,10,1,2,4,1,3,2,1,class_3
1,5,11,1,2,4,0,1,2,3,class_3
1,5,10,1,2,4,0,1,2,3,class_3
1,5,10,1,2,4,1,2,3,1,class_3
1,5,10,1,2,4,1,2,1,3,class_3
1,5,10,1,2,4,0,1,3,2,class_3
1,5,10,1,2,4,0,1,2,3,class_3
0,5,10,1,2,4,0,1,2,3,class_3
0,5,11,1,2,4,2,3,1,2,class_3
0,5,10,1,2,4,0,2,1,3,class_3
0,5,10,1,2,4,2,2,1,3,class_3
0,5,9,0,2,4,0,2,1,3,class_3
0,5,10,0,2,4,0,1,2,3,class_3
0,5,10,1,2,4,0,2,1,3,class_3
0,5,11,1,2,4,1,3,1,2,class_3
0,5,11,1,2,4,0,1,2,3,class_3
0,5,11,1,2,4,1,3,1,2,class_3
0,5,11,1,2,4,2,2,1,3,class_3
0,5,10,1,2,4,2,2,1,3,class_3
1,5,10,1,2,4,0,3,2,1,class_3
0,4,9,1,2,5,2,3,2,1,class_3
0,4,9,1,2,5,0,1,2,3,class_3
1,4,9,1,2,5,0,1,2,3,class_3
1,4,10,1,2,5,0,3,1,2,class_3
1,4,9,1,2,5,0,1,3,2,class_3
1,4,9,0,2,5,1,2,3,1,class_3
0,4,9,1,2,5,1,3,1,2,class_3
0,4,9,1,2,5,0,1,3,2,class_3
0,5,11,1,2,5,0,1,3,2,class_3
0,5,10,0,2,5,0,2,1,3,class_3
0,5,11,1,2,5,1,3,2,1,class_3
0,5,11,1,2,5,0,1,2,3,class_3
1,5,10,1,2,5,0,1,3,2,class_3
1,5,10,1,2,5,1,3,2,1,class_3
1,5,10,1,2,5,0,1,2,3,class_3
1,5,10,1,2,5,1,3,1,2,class_3
1,5,10,1,2,5,0,1,2,3,class_3
1,5,11,1,2,5,1,3,1,2,class_3
1,5,10,1,2,5,1,2,3,1,class_3
1,5,10,1,2,5,0,3,1,2,class_3
1,5,10,1,2,5,0,1,3,2,class_3
1,5,10,1,2,5,0,2,1,3,class_3
0,5,11,1,2,5,2,3,1,2,class_3
0,5,10,1,2,5,0,3,2,1,class_3
0,5,10,1,2,5,2,3,1,2,class_3
1,5,10,0,2,5,0,2,1,3,class_3
1,5,10,1,2,5,1,3,2,1,class_3
1,5,11,1,2,5,2,3,2,1,class_3
1,5,10,1,2,5,1,3,2,1,class_3
1,5,10,0,2,5,2,3,2,1,class_3
1,5,10,1,2,5,1,3,2,1,class_3
1,4,9,1,2,5,0,3,2,1,class_3
0,4,9,1,2,5,0,1,2,3,class_3
0,4,9,1,2,5,1,3,1,2,class_3
1,4,9,1,2,5,0,3,2,1,class_3
1,4,9,1,2,5,1,3,2,1,class_3
1,6,11,1,2,8,1,3,2,1,class_3
1,6,11,1,2,8,1,3,1,2,class_3
1,6,11,1,2,8,0,3,2,1,class_3
1,6,11,1,2,8,0,2,3,1,class_3
1,6,11,1,2,8,0,3,2,1,class_3
1,6,11,1,2,8,1,3,2,1,class_3
1,6,11,1,2,8,1,3,1,2,class_3
1,6,11,1,2,8,0,2,3,1,class_3
1,6,11,1,2,8,1,3,2,1,class_3
1,6,12,1,2,8,0,2,1,3,class_3
1,5,11,1,2,8,0,3,2,1,class_3
1,6,11,1,2,8,0,2,3,1,class_3
1,6,11,1,2,8,0,3,2,1,class_3
1,6,11,0,2,8,0,3,2,1,class_3
1,6,11,1,2,8,2,3,2,1,class_3
0,6,12,1,2,8,0,3,1,2,class_3
0,6,11,0,2,8,2,3,2,1,class_3
0,6,11,1,2,8,0,3,1,2,class_3
0,6,11,1,2,8,0,1,2,3,class_3
0,6,12,1,2,8,0,3,1,2,class_3
0,6,11,1,2,8,0,2,1,3,class_3
0,6,11,1,2,8,1,3,1,2,class_3
0,6,12,1,2,8,0,3,1,2,class_3
0,6,11,1,2,8,0,3,2,1,class_3
