@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4}

@data
2.85,3478,0.6,0,0,1,7273,0,1,0,1.24,2,class_0
5.9,3378,0.28,1,1,1,7213,0,2,2,1.19,1,class_0
5.48,3131,0.34,2,1,0,3003,0,2,1,1.19,1,class_0
3.9,3069,0.51,1,1,0,3289,2,2,2,1.97,2,class_0
6.38,3070,0.46,0,0,0,7066,0,0,0,0.59,0,class_0
1.46,3071,0.58,1,0,0,7297,0,2,0,0.66,1,class_0
5.46,3096,0.13,2,1,0,7181,2,1,2,1.49,2,class_0
5.68,3166,0.5,2,0,0,7268,0,0,0,0.56,1,class_0
1.43,3106,0.25,2,0,0,5401,1,1,0,2.03,0,class_0
7.22,3134,0.33,0,1,1,3532,0,1,1,1.8,0,class_0
1.66,3171,0.21,0,0,0,4525,0,1,1,1.27,1,class_0
7.72,3469,0.13,0,1,1,3035,0,1,0,1.44,1,class_0
7.84,3078,0.46,0,1,1,3019,0,0,2,2.03,1,class_0
1.72,3246,0.15,0,0,0,3056,0,0,2,1.36,1,class_0
1.48,3115,0.58,0,0,0,4524,0,1,1,1.65,0,class_0
1.9,3452,0.44,0,1,1,4584,0,2,1,0.56,0,class_0
3.24,3485,0.66,2,0,0,7325,0,1,1,1.97,2,class_0
2.94,3542,0.51,2,0,0,6669,0,2,0,0.56,2,class_0
1.56,3103,0.59,0,0,0,6426,0,1,0,0.6,1,class_0
3.07,3288,0.13,1,0,0,6720,0,1,0,1.47,0,class_0
6.54,3133,0.14,1,0,0,3885,0,0,1,0.56,1,class_0
5.52,3089,0.53,0,1,1,3437,0,0,0,1.57,1,class_0
1.49,3076,0.13,2,1,0,3079,0,0,2,2.04,0,class_0
1.52,3073,0.53,0,1,1,6587,0,1,2,1.57,0,class_0
7.76,3474,0.34,1,1,0,6258,0,2,0,0.56,1,class_0
1.63,3518,0.15,0,1,1,6987,0,2,2,0.56,1,class_0
7.07,3617,0.47,1,0,0,3196,0,2,2,1.91,2,class_0
1.5,3464,0.38,0,1,1,4063,0,2,1,1.16,1,class_0
2.07,3117,0.13,0,1,0,4538,0,1,1,1.35,1,class_0
1.43,3469,0.44,0,0,0,7360,0,2,2,0.64,1,class_0
5.49,3098,0.13,1,0,1,4569,1,1,2,0.94,1,class_0
1.92,3473,0.47,1,0,1,4281,0,0,0,1.2,0,class_0
5.56,3164,0.65,0,1,0,3178,0,0,2,1.02,1,class_0
1.62,3076,0.22,1,0,1,3629,0,0,0,0.6,1,class_0
1.62,3135,0.13,0,1,1,7174,0,1,2,1.46,1,class_0
1.55,3132,0.19,0,0,1,3202,0,0,2,0.58,2,class_0
2.13,3542,0.3,1,0,0,7212,0,0,0,1.36,0,class_0
5.56,3156,0.46,2,0,0,7290,0,0,0,1.24,1,class_0
5.67,3172,0.51,1,0,0,4595,0,1,0,1.95,1,class_0
6.85,3463,0.46,2,1,0,4533,0,0,0,0.93,1,class_0
6.67,3508,0.37,0,0,1,7160,0,2,0,0.71,1,class_0
1.64,3070,0.14,1,0,0,5911,0,2,0,1.42,0,class_0
1.51,3128,0.23,0,0,0,4504,0,0,2,0.56,1,class_0
6.81,3433,0.13,2,0,1,4883,1,0,1,0.55,1,class_0
1.53,3480,0.32,0,1,0,7227,0,2,2,0.55,1,class_0
5.59,3424,0.52,1,0,1,3130,0,2,0,1.3,1,class_0
1.58,3072,0.16,0,1,1,7315,0,0,1,0.55,1,class_0
8,3111,0.33,0,0,0,3749,0,1,1,1.89,0,class_0
1.42,3094,0.13,0,0,1,7244,0,0,0,1.15,1,class_0
8.37,3230,0.39,1,0,0,7169,0,1,2,1.17,1,class_0
5.56,3496,0.47,2,1,1,5971,0,0,1,0.56,2,class_0
1.8,3446,0.13,1,1,0,5590,2,2,1,1.57,1,class_0
1.46,3075,0.5,0,0,1,7157,0,0,2,1.04,1,class_0
2.17,3464,0.46,0,0,0,4544,0,1,1,1.36,2,class_0
3.97,3084,0.53,2,1,0,7349,0,2,0,1.92,0,class_0
8.26,3183,0.66,2,0,1,3338,1,0,2,1.45,1,class_0
2.29,3087,0.25,0,1,1,3361,0,2,2,1.2,1,class_0
5.46,3466,0.14,0,0,1,3190,0,0,0,1.26,1,class_0
1.49,3487,0.15,1,0,0,6583,0,0,0,1.74,0,class_0
1.81,3109,0.47,1,0,0,3608,0,1,1,1.4,1,class_0
8.08,3074,0.14,0,0,1,3044,0,1,0,1.55,1,class_0
8.28,3395,0.27,1,0,0,3817,0,1,0,1.65,1,class_0
1.63,3121,0.45,0,1,0,4592,1,2,1,0.78,0,class_0
1.45,3132,0.55,0,0,1,7174,0,1,0,1.38,1,class_0
5.56,3403,0.22,0,1,0,3297,0,0,2,1.87,2,class_0
7.16,3463,0.54,1,0,0,3328,0,1,0,0.71,1,class_0
8.28,3073,0.13,2,0,0,3310,0,1,2,1.19,1,class_0
1.57,3489,0.52,0,0,0,7196,0,1,0,1.63,1,class_0
1.42,3069,0.43,0,0,1,4441,0,0,0,0.55,2,class_0
7.81,3480,0.14,0,1,0,3242,0,2,0,1.46,1,class_0
8.35,3084,0.6,1,1,1,5946,0,2,0,0.57,2,class_0
6.17,3487,0.34,0,0,0,7203,0,0,0,0.56,1,class_0
7.29,3476,0.13,0,1,1,5691,2,1,1,1.16,1,class_0
7.17,3578,0.16,2,0,1,4590,0,1,2,0.59,2,class_0
5.86,3493,0.14,1,0,1,7111,2,1,0,1.5,1,class_0
2.84,3402,0.41,0,0,0,4474,0,2,0,0.82,1,class_0
2.17,3483,0.51,0,1,0,7187,0,2,0,0.7,0,class_0
4.9,3109,0.56,0,0,1,7334,0,2,0,0.56,0,class_0
6.94,3585,0.5,0,1,0,4565,0,0,2,0.66,0,class_0
4.79,3613,0.14,1,0,1,7275,0,2,0,1.47,1,class_0
1.48,3110,0.55,2,1,1,5339,0,0,1,1.46,2,class_0
1.53,3497,0.5,0,0,1,4433,0,1,0,1.56,2,class_0
1.84,3113,0.53,2,0,0,4478,0,2,2,0.55,1,class_0
5.62,3473,0.52,2,0,1,3181,0,1,1,1.45,2,class_0
4.92,3069,0.53,1,1,0,4498,0,1,2,0.55,2,class_0
5.51,3300,0.2,1,0,1,4227,0,1,1,1.83,1,class_0
2.89,3622,0.47,1,0,0,4570,0,0,2,0.67,1,class_0
3.96,3488,0.28,0,0,1,5761,1,2,1,0.55,0,class_0
6.59,3480,0.4,0,1,0,7232,0,0,2,0.6,1,class_0
8.04,3071,0.5,1,0,0,4547,0,0,2,1,2,class_0
2.37,3202,0.18,1,0,0,4365,0,1,0,1.92,2,class_0
7.13,3201,0.57,0,0,1,4584,0,0,1,1.4,2,class_0
7.59,3473,0.28,0,1,0,7259,0,1,2,1.73,0,class_0
7,3515,0.13,0,1,1,7188,1,2,0,1.57,0,class_0
2.13,3076,0.48,0,1,0,4511,0,0,2,1.03,1,class_0
5.67,3129,0.41,1,0,0,7345,0,0,2,0.55,1,class_0
7.89,3318,0.2,1,0,1,3254,0,1,0,1.86,0,class_0
1.46,3464,0.52,2,1,0,3991,0,1,1,1.63,1,class_0
1.44,3311,0.13,1,1,1,4521,0,1,2,1.2,1,class_0
1.59,3540,0.13,1,1,0,4145,0,1,0,1.56,1,class_0
5.57,3108,0.53,0,0,1,7162,0,1,0,1.4,1,class_0
1.72,3127,0.18,1,0,1,4480,0,0,2,0.55,0,class_0
5.5,3588,0.13,0,0,0,4594,0,2,2,1.53,1,class_0
4.27,3167,0.13,2,0,1,3076,0,2,2,1.31,1,class_0
1.55,3497,0.49,2,0,0,4559,0,1,2,1.11,1,class_0
1.85,3134,0.51,1,0,0,4523,1,2,0,1.82,1,class_0
5.62,3245,0.48,0,1,1,4478,0,0,1,0.56,1,class_0
1.67,3088,0.62,0,0,0,3690,0,0,1,1.18,0,class_0
5.45,3464,0.57,0,1,1,7209,0,0,2,1.92,1,class_0
2.58,3413,0.48,2,0,0,4511,0,0,2,0.78,2,class_0
5.79,3208,0.45,0,0,1,3332,0,0,0,0.57,0,class_0
1.59,3100,0.67,1,0,0,4186,0,1,0,0.58,1,class_0
5.51,3187,0.14,0,0,0,4537,0,2,1,1.58,0,class_0
1.67,3482,0.4,2,0,0,7177,2,0,2,1.71,1,class_0
2.26,3582,0.14,0,1,1,7159,0,1,1,1.42,0,class_0
1.44,3360,0.35,0,0,0,7224,0,1,2,1.97,2,class_0
6.76,3421,0.45,1,0,0,5349,0,2,1,1.75,2,class_0
5.35,3071,0.48,2,0,1,5766,0,0,1,1.24,0,class_0
6.44,3477,0.6,1,0,1,7238,1,0,2,1.74,1,class_0
6.54,3472,0.14,1,0,1,4521,0,1,0,1.17,0,class_0
1.65,3127,0.47,0,1,0,4535,0,1,1,1.54,2,class_0
1.82,3104,0.5,0,1,0,4549,0,0,1,0.61,1,class_0
5.52,3147,0.14,2,1,1,4560,0,1,2,1.17,2,class_0
4.31,3164,0.46,1,0,1,4539,1,2,2,0.61,0,class_0
5.58,3584,0.49,0,0,1,7316,0,1,0,1.36,1,class_0
4.05,3072,0.55,0,1,0,6502,1,2,0,0.75,0,class_0
1.49,3076,0.13,0,0,0,7219,0,1,2,0.97,0,class_0
7.19,3604,0.49,1,0,0,7165,0,0,0,0.89,0,class_0
2.31,3144,0.29,0,0,1,6654,0,1,0,1.75,0,class_0
7.94,3478,0.34,1,1,0,7161,0,1,2,0.55,1,class_0
5.51,3473,0.14,0,0,1,3356,0,0,0,1.23,2,class_0
8.09,3072,0.43,0,0,1,4207,0,1,0,0.69,2,class_0
4.23,3137,0.44,2,0,1,7160,2,1,2,1.18,2,class_1
6.1,3473,0.4,2,1,1,4586,0,1,2,0.58,1,class_1
5.6,3141,0.66,1,0,1,7237,0,0,2,0.58,1,class_1
8.28,3251,0.13,0,1,1,7326,1,2,2,1.14,1,class_1
6.66,3073,0.44,1,1,0,6629,0,1,0,1.67,0,class_1
5.89,3517,0.26,0,0,0,4125,0,2,0,0.57,0,class_1
6.04,3539,0.51,1,0,0,7328,0,1,0,1.16,0,class_1
2.8,3515,0.4,1,1,0,7326,1,0,0,1.29,0,class_1
7,3567,0.62,0,1,1,4432,1,2,2,1.2,0,class_1
8.36,3122,0.4,1,0,1,6988,2,0,2,0.57,0,class_1
6.76,3608,0.13,0,1,0,3093,0,2,0,0.6,0,class_1
6.49,3324,0.27,0,1,0,4474,1,2,0,0.93,1,class_1
2.19,3599,0.44,2,0,0,5121,1,1,0,1.27,1,class_1
5.57,3554,0.37,1,0,0,6447,2,1,0,0.57,2,class_1
1.82,3553,0.42,2,1,0,4556,2,1,0,1.61,1,class_1
5.74,3505,0.4,0,0,0,6098,0,0,0,1.88,1,class_1
1.47,3613,0.52,1,0,0,4507,2,0,0,1.86,0,class_1
1.47,3487,0.63,2,0,0,4502,2,2,1,1.06,0,class_1
5.72,3318,0.48,0,0,0,7336,2,2,1,0.58,0,class_1
8.21,3249,0.34,0,1,0,3192,1,0,0,1.63,0,class_1
7.22,3431,0.36,0,1,0,3497,0,0,0,0.57,1,class_1
2.17,3571,0.28,2,0,0,4005,0,0,0,1.17,0,class_1
6.36,3549,0.51,0,0,0,4538,1,0,0,1.69,0,class_1
7.15,3140,0.4,2,1,0,7270,2,2,0,1.98,1,class_1
1.44,3142,0.55,2,1,0,3359,2,2,0,0.91,2,class_1
5.53,3489,0.52,2,1,1,7272,2,2,2,1.65,2,class_1
2.03,3548,0.52,1,1,0,4307,2,2,0,1.2,1,class_1
5.88,3263,0.13,0,0,0,3361,1,2,0,0.87,2,class_1
8.34,3118,0.49,2,1,0,4535,1,2,0,0.68,2,class_1
7.67,3423,0.15,0,1,1,3318,2,1,2,0.86,0,class_1
7.29,3404,0.18,0,1,0,7278,2,1,0,0.58,0,class_1
2.25,3488,0.52,2,1,1,7229,0,2,2,1.96,0,class_1
7,3289,0.63,0,1,0,3273,0,0,0,0.61,1,class_1
1.93,3119,0.64,2,1,0,7322,0,2,0,1.36,1,class_1
5.57,3395,0.52,0,0,0,3589,1,0,0,1.38,1,class_1
2.02,3496,0.48,1,0,0,4376,2,2,0,0.65,1,class_1
6.36,3509,0.53,1,1,0,4476,1,1,0,1.52,1,class_1
2.76,3244,0.18,0,0,0,7225,1,1,0,0.61,0,class_1
6.96,3140,0.49,2,0,0,3763,0,1,0,1.33,1,class_1
1.5,3076,0.39,2,0,0,5129,0,2,0,0.65,1,class_1
1.66,3221,0.59,0,0,1,7255,1,1,1,0.83,0,class_1
5.58,3180,0.51,0,0,1,4553,1,0,2,1.74,1,class_1
1.6,3138,0.37,2,1,0,4515,2,0,0,0.83,2,class_1
2,3463,0.5,0,0,1,3932,1,1,2,1.65,1,class_1
2.11,3549,0.46,0,0,0,7179,1,2,0,0.66,2,class_1
1.5,3134,0.42,2,0,0,4207,2,0,0,1.92,2,class_1
1.58,3146,0.52,2,0,0,4837,2,0,1,1.27,0,class_1
5.19,3184,0.47,0,1,0,4591,0,0,0,0.73,0,class_1
5.79,3569,0.5,0,1,0,3740,1,2,0,1.57,1,class_1
1.91,3252,0.22,0,0,0,5691,0,0,0,0.56,1,class_1
1.63,3540,0.46,0,0,0,3795,1,0,0,1.67,0,class_1
5.7,3603,0.47,0,0,0,7271,0,2,0,1.76,0,class_1
5.14,3556,0.67,1,0,0,4559,1,2,0,0.67,1,class_1
2.16,3137,0.13,2,0,0,7302,0,0,0,1.32,1,class_1
5.46,3604,0.14,0,1,0,3123,2,0,0,0.94,2,class_1
5.71,3575,0.52,2,1,0,4124,0,2,0,0.86,0,class_1
2.81,3132,0.42,2,1,0,4560,2,0,0,1.59,1,class_1
5.45,3069,0.43,1,0,0,4848,0,1,0,1.64,0,class_1
5.3,3139,0.45,2,1,1,6621,0,0,2,1.52,2,class_1
5.88,3130,0.14,2,1,0,6489,1,0,0,1.65,2,class_1
6.66,3226,0.13,0,1,0,3433,0,2,0,1.27,2,class_1
7.75,3281,0.58,0,1,0,7349,2,2,0,0.56,0,class_1
5.26,3072,0.53,1,1,0,3097,0,0,0,0.99,2,class_1
1.6,3615,0.36,0,1,0,3796,0,2,0,1.65,0,class_1
8.27,3340,0.19,0,0,0,3093,1,0,0,1.23,0,class_1
1.43,3465,0.4,0,1,0,6131,0,0,1,0.72,2,class_1
6.47,3119,0.14,2,0,1,4742,2,2,2,1.28,2,class_1
7.91,3271,0.14,0,0,0,3603,2,0,0,1.23,2,class_1
4.67,3125,0.47,2,0,0,4584,1,2,0,1.68,1,class_1
6.93,3364,0.51,0,1,0,4417,2,1,0,0.64,0,class_1
7.99,3138,0.42,2,1,0,4507,1,0,1,1.58,1,class_1
7.1,3072,0.2,1,1,0,3753,2,2,0,1.09,1,class_1
6.1,3237,0.31,0,0,1,6319,1,1,2,0.75,2,class_1
5.22,3606,0.58,0,0,0,7292,2,0,0,1.06,0,class_1
7.75,3141,0.51,2,1,0,4548,1,0,1,1.17,0,class_1
2.1,3550,0.51,1,1,1,7312,2,0,2,2.01,0,class_1
1.93,3505,0.46,1,0,0,4485,1,1,0,1.66,0,class_1
1.97,3584,0.53,1,1,0,4072,2,1,0,0.75,1,class_1
6.65,3528,0.63,2,0,0,6935,2,2,0,0.97,2,class_1
6.98,3529,0.2,0,1,0,6046,2,0,0,1.19,2,class_1
4.24,3517,0.53,1,1,0,4560,0,2,0,1.55,1,class_1
2.25,3516,0.53,0,1,0,4520,2,0,0,1.73,1,class_1
4.93,3513,0.47,1,1,0,6393,0,0,0,1.9,2,class_1
7.54,3401,0.49,0,1,1,4483,1,2,0,0.58,0,class_1
5.69,3582,0.58,1,0,0,6977,1,1,0,0.57,1,class_1
1.54,3123,0.57,1,1,1,4560,0,0,2,1.22,1,class_1
6.73,3337,0.29,0,0,1,7289,1,2,2,1.13,1,class_1
5.1,3512,0.14,1,1,0,6302,2,2,0,1.09,0,class_1
1.71,3073,0.54,0,0,0,5538,0,0,0,1.84,0,class_1
5.77,3509,0.33,1,0,0,4605,0,1,0,1.71,2,class_1
5.64,3504,0.13,0,1,0,4472,1,2,0,0.57,1,class_1
6.68,3116,0.46,2,1,1,3772,0,2,2,1.15,1,class_1
4.66,3076,0.45,1,1,0,5152,0,0,0,1.97,1,class_1
1.75,3484,0.52,2,1,1,7163,2,1,2,1.36,1,class_1
1.58,3586,0.5,1,1,0,7174,2,2,0,1.22,2,class_1
6.59,3595,0.6,0,1,0,5025,1,2,0,1.62,0,class_1
6.43,3181,0.61,0,1,0,3581,1,2,0,1.26,0,class_1
6.96,3423,0.53,0,1,0,3754,2,1,0,1.04,0,class_1
3.65,3597,0.52,0,0,0,3323,1,2,0,0.67,0,class_1
2.15,3258,0.57,1,0,1,6681,0,0,2,1.97,1,class_1
1.48,3498,0.13,2,1,0,3744,0,1,2,1.18,0,class_1
5.03,3466,0.52,1,0,0,5895,2,0,1,1.24,0,class_1
3.17,3085,0.52,0,1,0,7235,0,2,2,1.87,0,class_1
4.96,3476,0.14,1,1,0,3208,0,2,0,0.55,2,class_1
7.32,3091,0.13,0,0,0,4105,0,0,0,1.51,1,class_1
6.79,3616,0.48,0,1,1,7097,2,1,2,1.48,0,class_1
3.79,3084,0.42,1,0,1,4660,0,0,0,1.24,2,class_1
1.5,3075,0.37,1,0,0,6770,0,2,2,1.16,1,class_1
6.88,3467,0.41,2,1,1,7150,0,1,2,1.22,1,class_1
7.38,3468,0.36,0,0,0,6737,0,0,2,0.55,0,class_1
1.62,3073,0.52,0,0,1,7141,0,1,2,1.52,0,class_1
1.6,3521,0.14,1,0,0,5050,2,0,1,1.17,2,class_1
2.16,3144,0.51,1,0,1,3440,0,1,0,2.03,2,class_1
2.24,3084,0.14,2,0,0,7282,0,2,0,1.51,1,class_1
5.5,3414,0.45,1,1,1,7206,0,1,0,1.38,2,class_1
6.41,3174,0.46,2,0,0,4397,0,0,1,0.55,2,class_1
1.47,3258,0.52,2,0,0,7234,0,2,0,1.88,2,class_1
1.9,3083,0.13,2,0,1,3625,1,1,0,1.42,1,class_1
1.5,3540,0.14,1,1,1,4884,0,1,1,1.16,0,class_1
5.14,3522,0.13,2,1,0,6177,0,1,0,0.93,0,class_1
2.1,3099,0.53,0,1,0,3312,0,2,1,0.56,2,class_1
5.43,3113,0.52,0,0,1,6534,0,1,2,1.55,2,class_1
4.62,3422,0.45,1,1,0,7354,0,2,2,1.95,0,class_1
2.47,3554,0.14,0,0,0,4193,1,1,0,1.6,1,class_1
1.58,3483,0.48,0,0,1,6745,1,0,0,0.87,0,class_1
2.06,3070,0.34,1,0,0,3268,0,0,0,0.57,2,class_1
7.85,3073,0.53,1,0,1,6628,0,0,0,1.85,1,class_1
2.51,3535,0.49,1,1,1,3334,0,0,0,1.98,1,class_1
7.3,3103,0.52,0,0,0,4295,0,2,0,1.67,1,class_1
1.65,3476,0.46,1,1,1,6410,0,1,0,1.46,1,class_1
5.62,3487,0.48,1,0,0,3264,0,0,0,0.8,2,class_1
1.91,3552,0.5,0,0,0,6987,0,0,2,0.64,1,class_1
7.18,3266,0.48,1,0,1,3684,0,0,1,0.56,1,class_1
