@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5}

@data
0.69,735,294,220.5,3.5,5,0.1,11,32,class_1
0.66,759.5,318.5,220.5,3.5,2,0.1,22,32,class_1
0.66,759.5,318.5,220.5,3.5,3,0.1,22,32,class_1
0.66,759.5,318.5,220.5,3.5,4,0.1,22,32,class_1
0.66,759.5,318.5,220.5,3.5,5,0.1,22,32,class_1
0.64,784,343,220.5,3.5,2,0.1,33,37,class_1
0.64,784,343,220.5,3.5,3,0.1,33,37,class_1
0.64,784,343,220.5,3.5,4,0.1,33,37,class_1
0.64,784,343,220.5,3.5,5,0.1,33,37,class_1
0.62,808.5,367.5,220.5,3.5,2,0.1,31,32,class_1
0.62,808.5,367.5,220.5,3.5,3,0.1,31,32,class_1
0.62,808.5,367.5,220.5,3.5,4,0.1,31,32,class_1
0.62,808.5,367.5,220.5,3.5,5,0.1,31,32,class_1
0.98,514.5,294,110.25,7,2,0.25,9,12,class_1
0.98,514.5,294,110.25,7,3,0.25,9,12,class_1
0.98,514.5,294,110.25,7,4,0.25,9,10,class_1
0.98,514.5,294,110.25,7,5,0.25,9,10,class_1
0.9,563.5,318.5,122.5,7,2,0.25,15,18,class_1
0.9,563.5,318.5,122.5,7,3,0.25,15,15,class_1
0.9,563.5,318.5,122.5,7,4,0.25,15,15,class_1
0.9,563.5,318.5,122.5,7,5,0.25,14,20,class_1
0.86,588,294,147,7,2,0.25,12,16,class_1
0.86,588,294,147,7,3,0.25,12,10,class_1
0.86,588,294,147,7,4,0.25,12,12,class_1
0.86,588,294,147,7,5,0.25,10,17,class_1
0.82,612.5,318.5,147,7,2,0.25,8,12,class_1
0.82,612.5,318.5,147,7,3,0.25,8,9,class_1
0.82,612.5,318.5,147,7,4,0.25,8,8,class_1
0.82,612.5,318.5,147,7,5,0.25,7,13,class_1
0.79,637,343,147,7,2,0.25,21,27,class_1
0.79,637,343,147,7,3,0.25,23,20,class_1
0.79,637,343,147,7,4,0.25,23,19,class_1
0.79,637,343,147,7,5,0.25,21,29,class_1
0.76,661.5,416.5,122.5,7,2,0.25,19,19,class_1
0.76,661.5,416.5,122.5,7,3,0.25,18,20,class_1
0.76,661.5,416.5,122.5,7,4,0.25,19,19,class_1
0.76,661.5,416.5,122.5,7,5,0.25,18,19,class_1
0.74,686,245,220.5,3.5,2,0.25,22,33,class_1
0.74,686,245,220.5,3.5,3,0.25,22,34,class_1
0.74,686,245,220.5,3.5,4,0.25,22,33,class_1
0.74,686,245,220.5,3.5,5,0.25,22,34,class_1
0.71,710.5,269.5,220.5,3.5,2,0.25,31,33,class_1
0.71,710.5,269.5,220.5,3.5,3,0.25,31,34,class_1
0.71,710.5,269.5,220.5,3.5,4,0.25,31,33,class_1
0.71,710.5,269.5,220.5,3.5,5,0.25,31,34,class_1
0.69,735,294,220.5,3.5,2,0.25,31,33,class_1
0.69,735,294,220.5,3.5,3,0.25,31,34,class_1
0.69,735,294,220.5,3.5,4,0.25,31,33,class_1
0.69,735,294,220.5,3.5,5,0.25,31,34,class_1
0.66,759.5,318.5,220.5,3.5,2,0.25,31,34,class_1
0.66,759.5,318.5,220.5,3.5,3,0.25,31,34,class_1
0.66,759.5,318.5,220.5,3.5,4,0.25,31,34,class_1
0.66,759.5,318.5,220.5,3.5,5,0.25,31,34,class_1
0.64,784,343,220.5,3.5,2,0.25,36,2,class_1
0.64,784,343,220.5,3.5,3,0.25,35,2,class_1
0.64,784,343,220.5,3.5,4,0.25,36,2,class_1
0.64,784,343,220.5,3.5,5,0.25,35,2,class_1
0.62,808.5,367.5,220.5,3.5,2,0.25,33,34,class_1
0.62,808.5,367.5,220.5,3.5,3,0.25,33,34,class_1
0.62,808.5,367.5,220.5,3.5,4,0.25,33,34,class_1
0.62,808.5,367.5,220.5,3.5,5,0.25,33,34,class_1
0.98,514.5,294,110.25,7,2,0.4,14,15,class_1
0.98,514.5,294,110.25,7,3,0.4,14,15,class_1
0.98,514.5,294,110.25,7,4,0.4,14,15,class_1
0.98,514.5,294,110.25,7,5,0.4,15,15,class_1
0.9,563.5,318.5,122.5,7,2,0.4,18,21,class_1
0.9,563.5,318.5,122.5,7,3,0.4,19,18,class_1
0.9,563.5,318.5,122.5,7,4,0.4,19,18,class_1
0.9,563.5,318.5,122.5,7,5,0.4,18,24,class_1
0.86,588,294,147,7,2,0.4,14,18,class_1
0.86,588,294,147,7,3,0.4,14,13,class_1
0.86,588,294,147,7,4,0.4,14,14,class_1
0.86,588,294,147,7,5,0.4,13,19,class_1
0.82,612.5,318.5,147,7,2,0.4,10,14,class_1
0.82,612.5,318.5,147,7,3,0.4,12,10,class_1
0.82,612.5,318.5,147,7,4,0.4,12,10,class_1
0.82,612.5,318.5,147,7,5,0.4,10,16,class_1
0.79,637,343,147,7,2,0.4,24,28,class_1
0.79,637,343,147,7,3,0.4,26,21,class_1
0.79,637,343,147,7,4,0.4,25,20,class_1
0.79,637,343,147,7,5,0.4,25,30,class_1
0.76,661.5,416.5,122.5,7,2,0.4,24,23,class_1
0.76,661.5,416.5,122.5,7,3,0.4,23,24,class_1
0.76,661.5,416.5,122.5,7,4,0.4,24,24,class_1
0.76,661.5,416.5,122.5,7,5,0.4,23,21,class_1
0.74,686,245,220.5,3.5,2,0.4,33,35,class_1
0.74,686,245,220.5,3.5,3,0.4,33,35,class_1
0.74,686,245,220.5,3.5,4,0.4,32,35,class_1
0.74,686,245,220.5,3.5,5,0.4,33,35,class_1
0.71,710.5,269.5,220.5,3.5,2,0.4,33,35,class_1
0.71,710.5,269.5,220.5,3.5,3,0.4,33,36,class_1
0.71,710.5,269.5,220.5,3.5,4,0.4,32,35,class_1
0.71,710.5,269.5,220.5,3.5,5,0.4,33,35,class_1
0.69,735,294,220.5,3.5,2,0.4,33,34,class_1
0.69,735,294,220.5,3.5,3,0.4,33,35,class_1
0.69,735,294,220.5,3.5,4,0.4,32,35,class_1
0.69,735,294,220.5,3.5,5,0.4,32,35,class_1
0.66,759.5,318.5,220.5,3.5,2,0.4,33,36,class_1
0.66,759.5,318.5,220.5,3.5,3,0.4,33,36,class_1
0.66,759.5,318.5,220.5,3.5,4,0.4,33,36,class_1
0.66,759.5,318.5,220.5,3.5,5,0.4,33,36,class_1
0.64,784,343,220.5,3.5,2,0.4,2,4,class_1
0.64,784,343,220.5,3.5,3,0.4,1,4,class_1
0.64,784,343,220.5,3.5,4,0.4,1,4,class_1
0.64,784,343,220.5,3.5,5,0.4,1,4,class_1
0.62,808.5,367.5,220.5,3.5,2,0.4,33,35,class_1
0.62,808.5,367.5,220.5,3.5,3,0.4,35,35,class_1
0.62,808.5,367.5,220.5,3.5,4,0.4,35,35,class_1
0.62,808.5,367.5,220.5,3.5,5,0.4,35,35,class_1
0.98,514.5,294,110.25,7,2,0.1,5,7,class_2
0.98,514.5,294,110.25,7,3,0.1,5,7,class_2
0.98,514.5,294,110.25,7,4,0.1,5,7,class_2
0.98,514.5,294,110.25,7,5,0.1,5,7,class_2
0.9,563.5,318.5,122.5,7,2,0.1,10,15,class_2
0.9,563.5,318.5,122.5,7,3,0.1,12,10,class_2
0.9,563.5,318.5,122.5,7,4,0.1,10,10,class_2
0.9,563.5,318.5,122.5,7,5,0.1,9,16,class_2
0.86,588,294,147,7,2,0.1,7,13,class_2
0.86,588,294,147,7,3,0.1,8,7,class_2
0.86,588,294,147,7,4,0.1,7,8,class_2
0.86,588,294,147,7,5,0.1,6,14,class_2
0.82,612.5,318.5,147,7,2,0.1,5,8,class_2
0.82,612.5,318.5,147,7,3,0.1,5,6,class_2
0.82,612.5,318.5,147,7,4,0.1,5,6,class_2
0.82,612.5,318.5,147,7,5,0.1,4,10,class_2
0.79,637,343,147,7,2,0.1,18,24,class_2
0.79,637,343,147,7,3,0.1,19,17,class_2
0.79,637,343,147,7,4,0.1,19,16,class_2
0.79,637,343,147,7,5,0.1,18,26,class_2
0.76,661.5,416.5,122.5,7,2,0.1,15,16,class_2
0.76,661.5,416.5,122.5,7,3,0.1,14,16,class_2
0.76,661.5,416.5,122.5,7,4,0.1,15,16,class_2
0.76,661.5,416.5,122.5,7,5,0.1,14,16,class_2
0.74,686,245,220.5,3.5,2,0.1,0,22,class_2
0.74,686,245,220.5,3.5,3,0.1,0,32,class_2
0.74,686,245,220.5,3.5,4,0.1,0,32,class_2
0.74,686,245,220.5,3.5,5,0.1,0,32,class_2
0.71,710.5,269.5,220.5,3.5,2,0.1,11,32,class_2
0.71,710.5,269.5,220.5,3.5,3,0.1,11,32,class_2
0.71,710.5,269.5,220.5,3.5,4,0.1,11,32,class_2
0.71,710.5,269.5,220.5,3.5,5,0.1,11,32,class_2
0.69,735,294,220.5,3.5,2,0.1,11,22,class_2
0.69,735,294,220.5,3.5,3,0.1,11,32,class_2
0.69,735,294,220.5,3.5,4,0.1,11,22,class_2
0.69,735,294,220.5,3.5,5,0.1,11,32,class_2
0.66,759.5,318.5,220.5,3.5,2,0.1,11,33,class_2
0.66,759.5,318.5,220.5,3.5,3,0.1,11,33,class_2
0.66,759.5,318.5,220.5,3.5,4,0.1,11,33,class_2
0.66,759.5,318.5,220.5,3.5,5,0.1,11,33,class_2
0.64,784,343,220.5,3.5,2,0.1,33,37,class_2
0.64,784,343,220.5,3.5,3,0.1,33,37,class_2
0.64,784,343,220.5,3.5,4,0.1,33,37,class_2
0.64,784,343,220.5,3.5,5,0.1,33,37,class_2
0.62,808.5,367.5,220.5,3.5,2,0.1,31,32,class_2
0.62,808.5,367.5,220.5,3.5,3,0.1,31,33,class_2
0.62,808.5,367.5,220.5,3.5,4,0.1,31,32,class_2
0.62,808.5,367.5,220.5,3.5,5,0.1,31,32,class_2
0.98,514.5,294,110.25,7,2,0.25,10,12,class_2
0.98,514.5,294,110.25,7,3,0.25,10,12,class_2
0.98,514.5,294,110.25,7,4,0.25,9,12,class_2
0.98,514.5,294,110.25,7,5,0.25,10,12,class_2
0.9,563.5,318.5,122.5,7,2,0.25,14,18,class_2
0.9,563.5,318.5,122.5,7,3,0.25,15,15,class_2
0.9,563.5,318.5,122.5,7,4,0.25,14,15,class_2
0.9,563.5,318.5,122.5,7,5,0.25,14,20,class_2
0.86,588,294,147,7,2,0.25,10,15,class_2
0.86,588,294,147,7,3,0.25,12,9,class_2
0.86,588,294,147,7,4,0.25,10,12,class_2
0.86,588,294,147,7,5,0.25,9,17,class_2
0.82,612.5,318.5,147,7,2,0.25,7,9,class_2
0.82,612.5,318.5,147,7,3,0.25,7,8,class_2
0.82,612.5,318.5,147,7,4,0.25,6,8,class_2
0.82,612.5,318.5,147,7,5,0.25,6,12,class_2
0.79,637,343,147,7,2,0.25,21,27,class_2
0.79,637,343,147,7,3,0.25,23,19,class_2
0.79,637,343,147,7,4,0.25,23,19,class_2
0.79,637,343,147,7,5,0.25,21,29,class_2
0.76,661.5,416.5,122.5,7,2,0.25,19,19,class_2
0.76,661.5,416.5,122.5,7,3,0.25,18,19,class_2
0.76,661.5,416.5,122.5,7,4,0.25,19,19,class_2
0.76,661.5,416.5,122.5,7,5,0.25,18,19,class_2
0.74,686,245,220.5,3.5,2,0.25,22,33,class_2
0.74,686,245,220.5,3.5,3,0.25,22,33,class_2
0.74,686,245,220.5,3.5,4,0.25,22,33,class_2
0.74,686,245,220.5,3.5,5,0.25,22,33,class_2
0.71,710.5,269.5,220.5,3.5,2,0.25,22,33,class_2
0.71,710.5,269.5,220.5,3.5,3,0.25,22,33,class_2
0.71,710.5,269.5,220.5,3.5,4,0.25,22,33,class_2
0.71,710.5,269.5,220.5,3.5,5,0.25,22,33,class_2
0.69,735,294,220.5,3.5,2,0.25,31,34,class_2
0.69,735,294,220.5,3.5,3,0.25,31,34,class_2
0.69,735,294,220.5,3.5,4,0.25,31,34,class_2
0.69,735,294,220.5,3.5,5,0.25,31,34,class_2
0.66,759.5,318.5,220.5,3.5,2,0.25,31,34,class_2
0.66,759.5,318.5,220.5,3.5,3,0.25,31,34,class_2
0.66,759.5,318.5,220.5,3.5,4,0.25,31,34,class_2
0.66,759.5,318.5,220.5,3.5,5,0.25,31,34,class_2
0.64,784,343,220.5,3.5,2,0.25,35,1,class_2
0.64,784,343,220.5,3.5,3,0.25,35,2,class_2
0.64,784,343,220.5,3.5,4,0.25,35,1,class_2
0.64,784,343,220.5,3.5,5,0.25,35,1,class_2
0.62,808.5,367.5,220.5,3.5,2,0.25,32,33,class_2
0.62,808.5,367.5,220.5,3.5,3,0.25,33,34,class_2
0.62,808.5,367.5,220.5,3.5,4,0.25,33,33,class_2
0.62,808.5,367.5,220.5,3.5,5,0.25,33,33,class_2
0.98,514.5,294,110.25,7,2,0.4,15,15,class_2
0.98,514.5,294,110.25,7,3,0.4,15,15,class_2
0.98,514.5,294,110.25,7,4,0.4,14,16,class_2
0.98,514.5,294,110.25,7,5,0.4,15,16,class_2
0.9,563.5,318.5,122.5,7,2,0.4,18,20,class_2
0.9,563.5,318.5,122.5,7,3,0.4,19,17,class_2
0.9,563.5,318.5,122.5,7,4,0.4,18,17,class_2
0.9,563.5,318.5,122.5,7,5,0.4,18,24,class_2
0.86,588,294,147,7,2,0.4,14,17,class_2
0.86,588,294,147,7,3,0.4,15,13,class_2
0.86,588,294,147,7,4,0.4,14,14,class_2
0.86,588,294,147,7,5,0.4,14,19,class_2
0.82,612.5,318.5,147,7,2,0.4,10,12,class_2
0.82,612.5,318.5,147,7,3,0.4,10,9,class_2
0.82,612.5,318.5,147,7,4,0.4,10,10,class_2
0.82,612.5,318.5,147,7,5,0.4,9,15,class_2
0.79,637,343,147,7,2,0.4,25,29,class_2
0.79,637,343,147,7,3,0.4,26,21,class_2
0.79,637,343,147,7,4,0.4,26,21,class_2
0.79,637,343,147,7,5,0.4,25,31,class_2
0.76,661.5,416.5,122.5,7,2,0.4,24,21,class_2
0.76,661.5,416.5,122.5,7,3,0.4,23,23,class_2
0.76,661.5,416.5,122.5,7,4,0.4,24,23,class_2
0.76,661.5,416.5,122.5,7,5,0.4,23,23,class_2
0.74,686,245,220.5,3.5,2,0.4,33,34,class_2
0.74,686,245,220.5,3.5,3,0.4,32,35,class_2
0.74,686,245,220.5,3.5,4,0.4,32,35,class_2
0.74,686,245,220.5,3.5,5,0.4,32,35,class_2
0.71,710.5,269.5,220.5,3.5,2,0.4,33,35,class_2
0.71,710.5,269.5,220.5,3.5,3,0.4,33,35,class_2
0.71,710.5,269.5,220.5,3.5,4,0.4,32,35,class_2
0.71,710.5,269.5,220.5,3.5,5,0.4,33,36,class_2
0.69,735,294,220.5,3.5,2,0.4,33,34,class_2
0.69,735,294,220.5,3.5,3,0.4,33,35,class_2
0.69,735,294,220.5,3.5,4,0.4,32,35,class_2
0.69,735,294,220.5,3.5,5,0.4,33,35,class_2
0.66,759.5,318.5,220.5,3.5,2,0.4,33,36,class_2
0.66,759.5,318.5,220.5,3.5,3,0.4,33,36,class_2
0.66,759.5,318.5,220.5,3.5,4,0.4,33,36,class_2
0.66,759.5,318.5,220.5,3.5,5,0.4,33,36,class_2
0.64,784,343,220.5,3.5,2,0.4,1,3,class_2
0.64,784,343,220.5,3.5,3,0.4,1,3,class_2
0.64,784,343,220.5,3.5,4,0.4,1,3,class_2
0.64,784,343,220.5,3.5,5,0.4,1,3,class_2
0.62,808.5,367.5,220.5,3.5,2,0.4,35,35,class_2
0.62,808.5,367.5,220.5,3.5,3,0.4,35,35,class_2
0.62,808.5,367.5,220.5,3.5,4,0.4,35,35,class_2
0.62,808.5,367.5,220.5,3.5,5,0.4,35,35,class_2
0.98,514.5,294,110.25,7,2,0.1,5,7,class_3
0.98,514.5,294,110.25,7,3,0.1,5,7,class_3
0.98,514.5,294,110.25,7,4,0.1,5,7,class_3
0.98,514.5,294,110.25,7,5,0.1,5,7,class_3
0.9,563.5,318.5,122.5,7,2,0.1,9,16,class_3
0.9,563.5,318.5,122.5,7,3,0.1,10,15,class_3
0.9,563.5,318.5,122.5,7,4,0.1,12,12,class_3
0.9,563.5,318.5,122.5,7,5,0.1,10,12,class_3
0.86,588,294,147,7,2,0.1,6,14,class_3
0.86,588,294,147,7,3,0.1,7,13,class_3
0.86,588,294,147,7,4,0.1,8,7,class_3
0.86,588,294,147,7,5,0.1,7,8,class_3
0.82,612.5,318.5,147,7,2,0.1,4,10,class_3
0.82,612.5,318.5,147,7,3,0.1,5,9,class_3
0.82,612.5,318.5,147,7,4,0.1,5,6,class_3
0.82,612.5,318.5,147,7,5,0.1,5,6,class_3
0.79,637,343,147,7,2,0.1,18,26,class_3
0.79,637,343,147,7,3,0.1,17,24,class_3
0.79,637,343,147,7,4,0.1,19,17,class_3
0.79,637,343,147,7,5,0.1,19,16,class_3
0.76,661.5,416.5,122.5,7,2,0.1,15,16,class_3
0.76,661.5,416.5,122.5,7,3,0.1,15,16,class_3
0.76,661.5,416.5,122.5,7,4,0.1,14,16,class_3
0.76,661.5,416.5,122.5,7,5,0.1,15,16,class_3
0.74,686,245,220.5,3.5,2,0.1,0,32,class_3
0.74,686,245,220.5,3.5,3,0.1,0,22,class_3
0.74,686,245,220.5,3.5,4,0.1,0,32,class_3
0.74,686,245,220.5,3.5,5,0.1,0,22,class_3
0.71,710.5,269.5,220.5,3.5,2,0.1,11,32,class_3
0.71,710.5,269.5,220.5,3.5,3,0.1,11,32,class_3
0.71,710.5,269.5,220.5,3.5,4,0.1,11,32,class_3
0.71,710.5,269.5,220.5,3.5,5,0.1,11,32,class_3
0.69,735,294,220.5,3.5,2,0.1,11,32,class_3
0.69,735,294,220.5,3.5,3,0.1,11,32,class_3
0.69,735,294,220.5,3.5,4,0.1,11,33,class_3
0.69,735,294,220.5,3.5,5,0.1,11,32,class_3
0.66,759.5,318.5,220.5,3.5,2,0.1,22,22,class_3
0.66,759.5,318.5,220.5,3.5,3,0.1,22,32,class_3
0.66,759.5,318.5,220.5,3.5,4,0.1,22,32,class_3
0.66,759.5,318.5,220.5,3.5,5,0.1,22,32,class_3
0.64,784,343,220.5,3.5,2,0.1,33,37,class_3
0.64,784,343,220.5,3.5,3,0.1,33,37,class_3
0.64,784,343,220.5,3.5,4,0.1,33,37,class_3
0.64,784,343,220.5,3.5,5,0.1,33,37,class_3
0.62,808.5,367.5,220.5,3.5,2,0.1,31,32,class_3
0.62,808.5,367.5,220.5,3.5,3,0.1,31,32,class_3
0.62,808.5,367.5,220.5,3.5,4,0.1,31,32,class_3
0.62,808.5,367.5,220.5,3.5,5,0.1,31,32,class_3
0.98,514.5,294,110.25,7,2,0.25,10,10,class_3
0.98,514.5,294,110.25,7,3,0.25,10,12,class_3
0.98,514.5,294,110.25,7,4,0.25,9,12,class_3
0.98,514.5,294,110.25,7,5,0.25,10,12,class_3
0.9,563.5,318.5,122.5,7,2,0.25,14,18,class_3
0.9,563.5,318.5,122.5,7,3,0.25,14,17,class_3
0.9,563.5,318.5,122.5,7,4,0.25,15,15,class_3
0.9,563.5,318.5,122.5,7,5,0.25,14,14,class_3
0.86,588,294,147,7,2,0.25,9,16,class_3
0.86,588,294,147,7,3,0.25,10,15,class_3
0.86,588,294,147,7,4,0.25,10,9,class_3
0.86,588,294,147,7,5,0.25,10,12,class_3
0.82,612.5,318.5,147,7,2,0.25,6,10,class_3
0.82,612.5,318.5,147,7,3,0.25,6,9,class_3
0.82,612.5,318.5,147,7,4,0.25,6,8,class_3
0.82,612.5,318.5,147,7,5,0.25,6,7,class_3
0.79,637,343,147,7,2,0.25,21,28,class_3
0.79,637,343,147,7,3,0.25,20,27,class_3
0.79,637,343,147,7,4,0.25,23,20,class_3
0.79,637,343,147,7,5,0.25,23,19,class_3
0.76,661.5,416.5,122.5,7,2,0.25,18,18,class_3
0.76,661.5,416.5,122.5,7,3,0.25,19,18,class_3
0.76,661.5,416.5,122.5,7,4,0.25,18,19,class_3
0.76,661.5,416.5,122.5,7,5,0.25,19,19,class_3
0.74,686,245,220.5,3.5,2,0.25,22,32,class_3
0.74,686,245,220.5,3.5,3,0.25,22,32,class_3
0.74,686,245,220.5,3.5,4,0.25,22,33,class_3
0.74,686,245,220.5,3.5,5,0.25,22,33,class_3
0.71,710.5,269.5,220.5,3.5,2,0.25,22,33,class_3
0.71,710.5,269.5,220.5,3.5,3,0.25,22,33,class_3
0.71,710.5,269.5,220.5,3.5,4,0.25,22,34,class_3
0.71,710.5,269.5,220.5,3.5,5,0.25,22,33,class_3
0.69,735,294,220.5,3.5,2,0.25,22,33,class_3
0.69,735,294,220.5,3.5,3,0.25,22,32,class_3
0.69,735,294,220.5,3.5,4,0.25,22,33,class_3
0.69,735,294,220.5,3.5,5,0.25,22,33,class_3
0.66,759.5,318.5,220.5,3.5,2,0.25,31,34,class_3
0.66,759.5,318.5,220.5,3.5,3,0.25,31,34,class_3
0.66,759.5,318.5,220.5,3.5,4,0.25,31,34,class_3
0.66,759.5,318.5,220.5,3.5,5,0.25,31,34,class_3
0.64,784,343,220.5,3.5,2,0.25,35,1,class_3
0.64,784,343,220.5,3.5,3,0.25,35,1,class_3
0.64,784,343,220.5,3.5,4,0.25,35,1,class_3
0.64,784,343,220.5,3.5,5,0.25,35,1,class_3
0.62,808.5,367.5,220.5,3.5,2,0.25,32,33,class_3
0.62,808.5,367.5,220.5,3.5,3,0.25,32,33,class_3
0.62,808.5,367.5,220.5,3.5,4,0.25,32,33,class_3
0.62,808.5,367.5,220.5,3.5,5,0.25,32,32,class_3
0.98,514.5,294,110.25,7,2,0.4,15,15,class_3
0.98,514.5,294,110.25,7,3,0.4,15,15,class_3
0.98,514.5,294,110.25,7,4,0.4,14,16,class_3
0.98,514.5,294,110.25,7,5,0.4,15,16,class_3
0.9,563.5,318.5,122.5,7,2,0.4,16,19,class_3
0.9,563.5,318.5,122.5,7,3,0.4,17,17,class_3
0.9,563.5,318.5,122.5,7,4,0.4,17,16,class_3
0.9,563.5,318.5,122.5,7,5,0.4,16,15,class_3
0.86,588,294,147,7,2,0.4,13,17,class_3
0.86,588,294,147,7,3,0.4,14,17,class_3
0.86,588,294,147,7,4,0.4,14,12,class_3
0.86,588,294,147,7,5,0.4,14,14,class_3
0.82,612.5,318.5,147,7,2,0.4,10,14,class_3
0.82,612.5,318.5,147,7,3,0.4,12,13,class_3
0.82,612.5,318.5,147,7,4,0.4,10,12,class_3
0.82,612.5,318.5,147,7,5,0.4,10,12,class_3
0.79,637,343,147,7,2,0.4,24,29,class_3
0.79,637,343,147,7,3,0.4,24,27,class_3
0.79,637,343,147,7,4,0.4,25,21,class_3
