@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute value_17 numeric
@attribute class {class_0,class_1,class_2,class_3}

@data
0,1,48.9637,0,0,0,0,0,2.5,188,3.67,57,1273,119.35,102,110,11.1,110,class_0
0,1,55.4579,0,1,0,0,1,2,267,3.67,89,754,196.85,90,136,11.8,3445,class_0
0,0,51.2334,0,1,0,0,1,6.7,374,3.74,103,979,128.65,100,266,11.1,980,class_0
0,0,49.6564,0,1,0,0,1,6.5,950,3.11,111,2374,170.5,149,354,11,1083,class_0
0,1,67.9069,1,0,0,1,0,1.3,151,3.08,73,1112,46.5,49,213,13.2,191,class_0
0,0,45.8207,0,1,0,0,0,5.1,212,3.23,18,790,179.8,113,104,13,971,class_0
1,0,52.8898,1,1,0,1,1,0.6,251,3.9,25,681,57.35,107,182,10.8,3069,class_0
1,1,47.1814,0,1,0,1,1,1.3,316,3.51,75,1162,147.25,137,238,10,2468,class_0
0,0,53.5989,0,0,0,0,1,1.2,269,3.12,42,1441,165.85,68,166,11.1,824,class_0
0,0,41.9493,0,1,0,0,1,16.2,227,2.89,42,1828,299.15,91,123,12.6,1037,class_0
0,1,62.0014,0,1,0,0,1,2.8,242,3.8,74,614,136.4,104,121,13.2,850,class_0
0,1,62.6448,1,1,1,1,1,1.5,331,3.95,13,577,128.65,99,165,10.1,2796,class_0
1,1,46.7625,0,1,0,1,1,1.1,328,3.31,159,1260,94.55,134,142,11.6,2106,class_0
0,1,46.1027,0,1,0,1,1,2.9,332,3.6,86,1492,134.85,103,277,11,786,class_0
0,0,61.8042,1,1,0,0,2,3,257,3.79,290,1664,102.3,112,140,9.9,762,class_0
1,1,43.5565,0,1,0,0,2,0.6,220,3.35,57,1620,153.45,80,311,11.2,2666,class_0
0,1,58.8172,0,1,0,0,1,3.2,260,3.19,91,815,127.1,101,160,12,186,class_0
0,1,43.4141,0,1,0,0,2,8.5,372,3.34,161,1428,181.35,100,88,13.3,264,class_0
0,0,53.306,1,1,0,1,1,4,196,3.45,80,2496,133.3,142,212,11.3,1077,class_0
0,0,60.9582,1,1,0,1,1,0.9,376,3.86,200,1015,83.7,154,238,10.3,1682,class_0
0,0,41.6099,0,1,0,0,1,3.2,310,3.56,77,1790,139.5,91,149,10.1,1492,class_0
1,0,70.0041,0,1,1,1,1,0.6,247,4.08,51,665,74.4,144,325,10.2,2580,class_0
1,1,43.9425,0,1,0,1,1,1.8,396,3.83,39,2148,102.3,133,278,9.9,2573,class_0
1,0,44.5695,0,1,0,0,1,1.4,248,3.58,63,554,75.95,106,79,10.3,2556,class_0
1,0,62.6229,0,1,0,1,1,0.7,187,3.48,41,654,120.9,98,164,11,2332,class_0
0,1,52.6927,0,0,0,0,1,24.5,1092,3.35,233,3740,147.25,432,399,15.2,216,class_0
1,0,52.7201,0,1,0,1,1,0.9,308,3.69,67,696,51.15,101,344,9.8,2443,class_0
0,1,56.7721,0,1,1,1,1,10.8,932,3.19,267,2184,161.2,157,382,10.4,797,class_0
1,0,29.5551,0,1,0,1,1,3.7,347,3.9,76,2544,221.65,90,129,11.5,2330,class_0
1,0,57.0404,0,1,0,0,1,1.4,226,3.36,13,810,72.85,62,117,11.6,2363,class_0
1,1,41.0924,0,1,0,1,1,0.6,235,3.2,26,1758,106.95,67,228,10.8,2294,class_0
1,0,72.7721,0,1,1,1,2,0.6,348,3.33,14,733,85.25,133,259,10.1,2171,class_0
0,0,61.295,0,1,0,1,1,3.9,396,3.2,58,1440,153.45,131,156,10,904,class_0
0,1,36.0794,0,1,0,1,1,11.4,608,3.31,65,1790,151.9,210,298,10.8,790,class_0
1,1,56.6297,0,1,0,1,1,0.9,360,3.65,72,3186,94.55,154,269,9.7,2050,class_0
0,0,61.243,0,0,0,1,0,14.1,448,2.43,123,1833,134,155,210,11,334,class_0
0,0,62.4148,0,0,0,1,2,4.5,191,3.05,200,1020,175.15,118,139,11.4,348,class_0
1,1,34.6092,0,1,0,0,1,3.3,302,3.41,51,310,83.7,44,95,11.5,1979,class_0
0,1,58.3354,0,1,0,0,1,3.4,518,1.96,115,2250,203.05,90,190,10.7,1165,class_0
1,0,42.6858,0,1,0,0,1,0.9,514,3.06,412,2622,105.4,87,284,9.8,1932,class_0
0,0,46.7899,0,1,0,0,1,0.8,300,2.94,231,1794,130.2,99,319,11.2,694,class_0
1,1,41.3744,0,1,0,0,1,4.4,316,3.62,308,1119,114.7,322,282,9.8,837,class_0
0,1,67.488,0,1,0,1,1,8,468,2.81,139,2009,198.4,139,233,10,930,class_0
1,0,32.95,0,1,0,1,1,2.1,387,3.77,63,1613,150.35,33,185,10.1,1435,class_0
1,0,47.9808,0,1,1,0,1,1.3,242,3.2,35,1556,175.15,71,195,10.6,1783,class_0
1,1,40.7912,0,1,0,1,1,0.6,299,3.36,23,2769,220.1,85,303,10.9,1769,class_0
1,0,68.4627,0,1,0,0,1,1.1,246,3.35,116,924,113.15,90,317,10,1770,class_0
1,0,78.4394,1,0,0,0,1,7.1,243,3.03,380,983,158.1,154,97,11.2,1765,class_0
1,1,74.5243,1,1,0,1,1,5.6,232,3.59,188,1120,98,128,248,10.9,1656,class_0
1,1,34.8747,0,1,0,0,2,1.1,432,3.57,45,1406,190,77,248,11.4,1301,class_0
1,1,46.3819,0,1,0,1,1,3.5,348,3.2,121,938,120,146,296,10,1084,class_0
0,0,70.9076,0,0,0,0,0,6.6,222,2.33,138,620,106,91,195,12.1,179,class_0
0,0,55.3949,0,0,0,1,2,6.4,344,2.75,16,834,82,179,149,11,1191,class_0
1,0,47.9808,0,1,1,1,1,1.6,246,3.07,136,1995,128,44,372,9.6,1447,class_0
1,0,38.3162,0,1,1,1,1,2.2,572,3.77,77,2520,92,114,309,9.5,1349,class_0
1,1,32.5038,0,1,1,1,1,5.6,338,3.7,130,2139,185,193,215,9.9,1420,class_0
0,0,65.8836,0,0,1,1,0,17.9,175,2.1,220,705,338,229,62,12.9,41,class_0
1,1,33.9439,0,1,0,1,1,1.3,304,3.52,97,1622,71,169,255,9.5,1455,class_0
1,1,62.8611,0,1,1,1,1,1.1,412,3.99,103,1293,91,113,422,9.6,1030,class_0
1,0,58.6475,0,1,1,0,1,6.4,373,3.46,155,1768,120,151,258,10.1,1234,class_0
1,0,40.9008,0,1,1,1,1,3.2,339,3.18,123,3336,205,84,304,9.9,901,class_0
1,1,57.1964,0,1,0,0,0,8.5,194,2.98,196,815,163,78,122,12.3,1320,class_0
1,0,60.5366,1,1,0,1,1,6.6,1000,3.07,88,3150,193,133,299,10.9,1302,class_0
1,1,31.3812,0,1,1,1,1,0.8,328,3.31,62,1105,137,95,293,10.9,1321,class_0
1,0,55.9863,1,1,0,1,1,1.2,275,3.43,100,1142,75,91,217,11.3,533,class_0
0,1,58.1711,0,1,0,1,1,5.2,223,2.23,234,601,135,128,206,12.3,207,class_0
1,1,45.2101,0,1,1,1,1,1,393,3.57,50,1307,74,103,295,10.5,1295,class_0
1,1,60.6598,0,1,0,0,1,1,372,3.25,108,1190,140,55,248,10.6,1250,class_0
1,0,60,0,1,0,0,1,0.7,260,3.65,97,5184,94.55,98,378,11,4062,class_0
0,1,54,0,1,1,1,1,1,226,3.6,107,2139,137,87,269,12.1,2111,class_0
0,0,63,0,1,0,1,1,0.7,373,3.4,412,1307,188,322,371,10.1,1462,class_0
1,0,65,0,1,0,1,1,2.1,174,3.34,138,1072,55,84,155,10.1,2635,class_0
0,0,56,0,1,1,1,1,1.8,174,3.64,51,1629,100.75,103,141,10,2286,class_0
1,1,53,0,1,0,1,1,5.4,342,4.19,121,1166,82,87,141,11.2,3495,class_0
0,1,51,0,1,1,1,1,3.4,273,3.92,155,858,171,93,125,9.3,2812,class_0
1,0,54,0,1,1,0,1,1.4,247,3.82,52,1072,128,80,249,10.3,2855,class_0
1,0,49,0,1,1,1,1,18,304,3.04,105,1072,136,153,432,9.7,2267,class_0
1,1,63,0,1,0,0,1,0.9,434,3.58,100,3186,73.53,322,224,10,1925,class_0
0,1,61,0,1,1,1,1,1.3,1775,3.01,121,815,70,101,223,10.7,249,class_0
0,0,49,0,1,1,1,1,13.8,174,2.77,121,858,71,113,388,10.4,43,class_0
0,0,50,0,0,1,0,1,16,309,3.36,50,1105,84,55,384,10,1095,class_0
0,0,44,0,1,0,0,1,9.5,232,3.63,15,1664,117,139,292,10.2,1478,class_0
1,1,54,0,1,1,1,1,1.7,1712,2.38,39,884,95.46,133,166,9.8,1654,class_0
1,0,50,0,1,1,1,1,1.6,372,3.48,22,3150,120,151,277,10.2,1343,class_0
1,1,64,0,1,1,1,1,0.5,219,3.65,22,1142,56,88,425,10.2,1328,class_0
1,0,52,0,1,1,1,1,0.8,426,3.01,227,1713,93,193,256,10.6,943,class_0
1,0,54,0,1,1,1,1,1.1,373,3.69,155,289,175.15,144,220,10.8,1129,class_0
1,0,39,0,1,0,0,1,1.5,646,3.81,31,705,74.4,193,255,10.8,1072,class_0
1,0,56.4463,0,1,0,0,1,1.1,302,4.14,54,7394.8,113.52,88,221,10.6,4500,class_1
1,1,38.1054,0,1,0,0,1,3.4,279,3.53,143,671,113.15,72,136,10.9,1504,class_1
0,1,66.2587,0,1,0,1,1,0.8,248,3.98,50,944,93,63,109,11,2503,class_1
1,1,55.5346,0,1,0,1,1,1,322,4.09,52,824,60.45,213,204,9.7,1832,class_1
0,1,53.0568,0,1,1,1,1,0.3,280,4,52,4651.2,28.38,189,373,11,2466,class_1
1,1,45.6893,0,1,1,1,1,0.7,281,3.85,40,1181,88.35,130,244,10.6,3577,class_1
0,0,64.6461,0,1,1,1,1,0.8,231,3.87,173,9009.8,127.71,96,295,11,3584,class_1
1,1,40.4435,0,1,1,1,1,0.7,204,3.66,28,685,72.85,58,198,10.8,3672,class_1
1,0,49.5606,0,1,0,1,2,0.7,235,3.56,39,1881,93,123,209,11,4232,class_1
0,1,52.0246,0,1,0,0,1,5.2,1128,3.68,53,3228,165.85,166,421,9.9,1444,class_1
0,1,51.2827,0,1,1,1,1,0.8,210,3.19,82,1592,218.55,113,180,12,3170,class_1
0,1,48.6188,0,1,1,1,1,1.2,314,3.2,201,12258.8,72.24,151,431,10.6,2847,class_1
0,1,37.5825,0,1,0,0,0,3.3,299,3.55,131,1029,119.35,50,199,11.7,3428,class_1
0,0,45.7988,0,1,0,1,1,5.7,482,2.84,161,11552,136.74,165,518,12.7,2256,class_1
1,1,47.4278,0,1,1,1,1,0.5,316,3.65,68,1716,187.55,71,356,9.8,2576,class_1
1,1,49.1362,1,1,1,1,1,1.9,259,3.7,281,10396.8,188.34,178,214,11,4427,class_1
0,0,65.7632,1,1,1,1,1,1.8,416,3.94,121,10165,79.98,219,213,11,1360,class_1
0,0,53.5715,0,1,0,1,2,2.3,260,3.18,231,11320.2,105.78,94,216,12.4,3282,class_1
0,0,40.3943,0,1,0,0,1,0.8,329,3.5,49,7622.8,126.42,124,321,10.6,2224,class_1
1,0,58.3819,0,1,1,1,1,0.9,604,3.4,82,876,71.3,58,228,10.3,4365,class_1
0,1,46.6283,0,1,1,0,0,22.5,932,3.12,95,5396,244.9,133,165,11.6,859,class_1
0,1,62.9076,0,1,0,1,1,2.1,373,3.5,52,1009,150.35,188,178,11,1487,class_1
0,0,46.4531,1,1,0,1,1,1.4,427,3.7,105,1909,182.9,171,123,11,4191,class_1
0,1,51.2882,0,1,1,1,1,1.1,466,3.91,84,1787,328.6,185,261,10,2769,class_1
1,0,32.6133,0,1,1,1,1,0.7,174,4.09,58,642,71.3,46,203,10.6,4039,class_1
0,0,49.3388,0,1,0,0,2,20,652,3.46,159,3292,215.45,184,227,12.4,1170,class_1
1,1,32.4928,0,1,1,1,1,0.5,320,3.54,51,1243,122.45,80,225,10,4184,class_1
0,1,49.8261,0,1,0,0,2,6.6,244,3.41,199,1819,170.5,91,132,12.1,326,class_1
1,0,46.5161,0,1,0,1,1,0.8,315,4.24,13,1637,170.5,70,426,10.9,3707,class_1
0,0,67.3101,0,1,1,1,1,4.5,472,4.09,154,1580,117.8,272,412,11.1,3574,class_1
1,1,55.8303,0,1,1,1,1,0.4,263,3.76,29,1345,137.95,74,181,11.2,4032,class_1
0,0,52.7584,0,1,0,0,1,5,1600,3.21,75,2656,82.15,174,181,10.9,1657,class_1
0,0,37.2786,0,1,1,1,1,1.1,345,4.4,75,1860,218.55,72,447,10.7,198,class_1
1,1,41.3936,0,1,1,1,2,0.6,296,4.06,37,1032,80.6,83,442,12,2452,class_1
1,0,48.846,0,1,1,1,1,1,174,3.7,33,1258,99.2,75,338,10.4,3850,class_1
0,1,71.8932,1,1,0,1,2,2,420,3.26,62,3196,77.5,91,344,11.4,611,class_1
1,1,44.95,0,1,1,1,1,0.9,400,3.6,31,1689,164.3,166,327,10.4,3581,class_1
1,1,34.0397,0,1,0,1,1,1.1,464,4.2,38,1644,151.9,102,348,10.3,3092,class_1
1,1,44.063,0,1,1,1,1,0.5,120,3.61,53,804,110.05,52,271,10.6,2504,class_1
0,0,38.9103,0,1,0,0,1,1.9,486,3.54,74,1052,108.5,109,141,10.9,2105,class_1
1,0,41.1526,0,1,1,1,1,5.5,528,4.18,77,2404,172.05,78,467,10.7,2350,class_1
0,1,52.8268,1,1,1,1,1,3.2,259,4.3,208,1040,110.05,78,268,11.7,3395,class_1
1,1,42.6393,0,1,1,0,1,0.7,303,4.19,81,1584,111.6,156,307,10.3,3422,class_1
1,0,61.0705,0,1,1,0,2,3,458,3.63,74,1588,106.95,382,438,9.9,3336,class_1
0,0,48.8542,0,1,0,1,1,3.5,390,3.3,67,878,137.95,93,207,10.2,2288,class_1
0,0,54.256,0,1,1,0,1,0.6,636,3.83,129,944,97.65,114,306,9.5,515,class_1
1,0,35.1513,1,1,1,1,1,3.5,325,3.98,444,766,130.2,210,344,10.6,2033,class_1
1,0,55.436,0,1,1,1,1,0.6,298,4.13,29,758,65.1,85,256,10.7,3297,class_1
1,0,63.614,0,1,0,1,1,0.9,420,3.87,30,1009,57.35,232,180,9.7,3239,class_1
0,1,44.2272,0,1,0,0,1,17.4,1775,3.43,205,2065,165.85,97,418,11.5,1413,class_1
1,0,40.553,0,1,1,1,1,1.9,448,3.83,60,1052,127.1,175,181,9.8,2944,class_1
0,0,51.2498,1,1,0,1,1,7.3,426,3.93,262,2424,145.7,218,252,10.5,1297,class_1
1,0,54.0753,0,1,0,1,1,1.1,290,4.09,38,2120,186,146,318,10,3059,class_1
0,1,52.2875,0,1,0,1,2,28,556,3.26,152,3896,198.4,171,335,10,943,class_1
1,1,51.2005,0,1,1,0,1,0.7,309,3.84,96,858,41.85,106,253,11.4,2976,class_1
1,1,33.8645,0,1,1,1,2,1.2,219,3.89,58,1284,173.6,195,239,9.4,2615,class_1
0,1,30.8638,0,1,0,1,1,7.2,1015,3.26,247,3836,198.4,280,330,9.8,1427,class_1
0,0,69.9411,1,1,0,1,1,2.3,586,3.01,243,2276,114.7,126,339,10.9,1152,class_1
0,0,69.3771,1,1,1,0,0,2.4,168,2.56,225,1056,120.9,75,108,14.1,140,class_1
0,1,45.7604,1,1,1,1,1,2.5,317,3.46,217,714,130.2,140,207,10.1,1536,class_1
1,1,57.3717,0,1,1,1,1,0.6,217,3.62,13,414,75.95,119,224,10.5,2772,class_1
0,0,53.4976,0,1,1,1,1,0.3,233,4.08,20,622,66.65,68,358,9.9,2055,class_1
0,1,35.4908,0,1,1,1,1,1.3,408,4.22,67,1387,142.6,137,295,10.1,1212,class_1
1,0,48.6626,0,1,1,1,1,1.2,390,3.61,32,1509,88.35,52,263,9,2692,class_1
1,0,52.668,0,1,1,1,1,0.5,226,4.52,31,784,74.4,108,361,10.1,2574,class_1
1,1,49.87,0,1,1,0,1,1.3,205,3.34,65,1031,91.45,126,217,9.8,2301,class_1
1,1,52.1533,0,1,1,1,1,0.8,283,3.8,152,718,108.5,168,340,10.1,2624,class_1
1,1,42.5681,0,1,1,1,1,4.7,478,4.38,44,1629,237.15,76,175,10.4,2563,class_1
0,1,37.6071,0,1,0,1,1,11,674,3.55,358,2412,167.4,140,471,9.8,974,class_1
1,0,48.3614,0,1,1,1,1,0.8,256,3.54,42,1132,74.4,94,192,10.5,2527,class_1
0,0,70.8364,0,1,1,0,2,2,225,3.53,51,933,69.75,62,200,12.7,1576,class_1
0,1,35.7919,0,1,0,1,1,14,808,3.43,251,2870,153.45,137,268,11.5,733,class_1
1,1,50.6475,0,1,0,1,1,1.3,360,3.63,52,1812,97.65,164,256,9.9,2456,class_1
1,0,40.7173,0,1,1,1,1,2.1,392,3.43,52,1395,184.45,194,328,10.2,1592,class_1
1,1,32.2327,0,1,1,0,1,4.7,236,3.55,112,1391,137.95,114,332,9.9,2318,class_1
0,1,62.5791,0,1,1,1,1,0.7,255,3.74,23,1024,77.5,58,281,10.2,2090,class_1
0,0,48.9774,0,0,1,1,1,2.5,382,3.55,108,1516,238.7,75,126,10.3,2081,class_1
1,1,52.9144,0,1,1,1,1,1.3,514,3.76,27,1282,100.75,113,114,10.3,2195,class_1
1,1,47.2635,0,1,1,1,1,1.2,232,3.98,11,1074,100.75,99,223,9.9,2176,class_1
1,0,50.204,0,1,1,0,1,0.5,400,3.4,9,1134,96.1,55,356,10.2,2178,class_1
0,1,69.347,0,1,0,1,1,0.9,404,3.43,34,1866,79.05,224,236,9.9,1786,class_1
0,1,41.1691,0,1,1,1,1,5.9,1276,3.85,141,1204,203.05,157,216,10.7,1080,class_1
1,0,59.165,0,1,1,1,1,0.5,232,3.68,20,856,55.8,213,146,10.4,2168,class_1
1,1,42.7132,0,1,1,1,1,1.6,215,4.17,67,936,134.85,85,176,9.6,2157,class_1
0,1,46.2642,0,1,0,1,1,4.5,372,3.38,227,2310,167.4,135,240,12.4,597,class_1
1,0,38.6201,0,1,1,1,1,1,309,3.66,67,1214,158.1,101,309,9.7,1945,class_1
1,1,56.6954,0,1,0,1,1,0.5,223,3.7,39,884,75.95,104,231,9.6,1978,class_1
1,1,36.9227,0,1,1,1,1,0.7,215,3.35,41,645,93,74,165,9.6,1967,class_1
1,0,50.1821,0,1,0,1,1,0.4,267,3.02,47,1001,133.3,87,265,10.6,1951,class_1
1,1,33.1828,0,1,0,1,1,13,1336,4.16,71,3510,209.25,111,338,11.9,1882,class_1
1,0,38.3819,0,1,0,0,1,1.5,253,3.79,67,1006,139.5,106,341,9.7,1908,class_1
1,0,59.7618,0,1,0,1,1,1.6,442,2.95,105,820,85.25,108,181,10.1,1882,class_1
1,0,56.0794,0,1,1,1,1,0.4,232,3.72,24,369,51.15,139,326,10.1,1831,class_1
1,0,64.5722,0,1,0,1,1,1.9,354,2.97,86,1553,196.85,152,277,9.9,1810,class_1
0,0,44.8296,0,1,1,0,1,3.9,350,3.22,121,1268,272.8,231,270,9.6,1690,class_1
1,1,45.7714,0,1,0,1,1,0.6,273,3.65,48,794,52.7,214,305,9.6,1790,class_1
1,0,41.2211,0,1,0,1,1,6.1,1712,2.83,89,3681,158.1,139,297,10,732,class_1
1,1,55.4168,0,1,0,1,1,0.8,324,3.51,39,1237,66.65,146,371,10,1785,class_1
1,0,39.8576,0,1,0,0,1,3.1,227,3.75,121,1136,110,91,264,10,737,class_1
1,1,35.3101,0,1,0,0,1,0.7,193,3.85,35,466,53,118,156,10.3,1735,class_1
1,0,31.4442,0,1,1,1,1,1.1,336,3.74,48,823,84,108,242,9.7,1701,class_1
1,1,59.9699,0,1,0,1,1,3.1,277,2.97,42,1110,125,126,221,9.8,1615,class_1
1,1,52.3641,0,1,0,0,1,3.2,375,3.14,129,857,89,55,375,9.5,1677,class_1
1,1,42.7871,0,1,0,1,1,2.8,322,3.06,65,2562,91,209,231,9.5,1666,class_1
1,1,44.1396,0,1,0,0,1,3.4,356,3.12,188,1911,92,130,318,11.2,1542,class_1
1,0,56.3094,0,1,1,1,1,0.5,318,3.32,52,613,70,260,279,10.2,1614,class_1
1,0,26.2779,0,1,0,0,1,1,448,3.74,102,1128,71,117,228,10.2,1568,class_1
1,1,50.4723,0,1,0,1,1,1,321,3.5,94,955,111,177,289,9.7,1569,class_1
1,1,47.4196,0,1,1,0,1,2.2,328,3.46,75,1677,87,116,202,9.6,1558,class_1
1,1,35.0883,0,1,1,1,2,1,317,3.56,44,1636,84,111,394,9.8,1434,class_1
1,0,46.1547,0,1,1,1,1,1.6,325,3.69,69,2583,142,140,284,9.6,1412,class_1
1,1,48.564,0,1,1,1,1,1.3,291,3.44,75,1082,85,195,251,9.5,1418,class_1
1,0,38.8528,0,1,0,0,1,2,310,3.36,70,1257,122,118,143,9.8,1408,class_1
1,0,65.9849,0,1,1,1,1,1.4,294,3.57,33,722,93,69,283,9.8,1363,class_1
1,1,50.245,1,1,0,1,1,8.6,546,3.73,84,1070,127,153,291,11.2,1329,class_1
1,0,35.3511,1,1,1,1,1,2.4,646,3.83,102,855,127,194,306,10.3,877,class_1
1,1,52.7255,0,1,0,1,1,1.1,340,3.37,73,289,97,93,243,10.2,1300,class_1
1,0,38.0917,0,1,1,1,1,2.4,342,3.76,90,1653,150,127,213,10.8,1293,class_1
1,0,35.5346,0,1,1,1,1,0.5,219,3.93,22,663,45,75,246,10.8,1230,class_1
1,1,43.0664,0,1,0,0,1,2.9,426,3.61,73,5184,288,144,275,10.6,1216,class_1
0,1,65,0,1,1,1,2,1.4,294,3.04,38,637,53,193,331,12.1,3561,class_1
1,1,62,0,1,1,0,1,0.8,175,2.48,67,5300,220.1,144,273,10,3030,class_1
1,1,44,0,1,1,1,2,0.4,1015,3.81,75,2115,125,120,226,10.5,2403,class_1
1,1,61,0,1,1,0,2,1.3,608,3.41,177,1307,139.5,149,259,10.9,1170,class_1
1,0,34,0,1,0,1,1,1.8,246,3.24,41,1516,220.1,144,356,18,4795,class_1
1,0,49,0,1,0,1,1,1.2,257,3.99,40,1713,83,175,117,11.2,4214,class_1
0,0,54,0,1,1,1,1,3.5,232,3.63,39,2583,97.65,113,325,10.3,1746,class_1
0,1,47,0,1,0,0,1,16,396,3.42,31,466,117,80,475,13.8,791,class_1
1,0,50,1,1,0,0,1,0.9,258,4.01,57,2045,185,85,244,10.5,3231,class_1
0,0,48,0,1,0,1,1,11.1,448,2.84,33,1166,45,127,160,12.2,625,class_1
0,1,70,0,1,0,1,2,0.6,373,3.81,100,1128,205,322,160,11,559,class_1
1,0,52,0,1,0,1,1,0.9,432,3.14,16,2009,128,322,191,12.3,2834,class_1
0,1,66,0,1,1,0,1,15,291,3.4,70,2148,73.53,68,150,11.1,727,class_1
1,0,53,0,1,0,1,1,0.6,232,4.19,121,1120,120,44,330,9.9,2716,class_1
0,1,59,0,1,1,1,1,1.3,253,3.12,107,2115,120,80,125,9.6,990,class_1
