@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13,class_14,class_15}

@data
85,14,class_11
85,17,class_11
85,15,class_11
85,16,class_11
85,17,class_11
85,19,class_11
86,16,class_11
86,16,class_11
86,17,class_11
86,10,class_11
86,14,class_11
86,21,class_11
86,13,class_11
86,16,class_11
86,13,class_11
87,18,class_11
87,14,class_11
87,13,class_11
87,15,class_11
87,17,class_11
87,16,class_11
88,13,class_11
88,18,class_11
88,16,class_11
88,16,class_11
88,17,class_11
88,14,class_11
88,14,class_11
88,11,class_11
85,12,class_12
85,16,class_12
85,13,class_12
85,8,class_12
85,11,class_12
85,13,class_12
85,16,class_12
85,10,class_12
85,13,class_12
86,14,class_12
86,12,class_12
86,14,class_12
86,15,class_12
86,11,class_12
86,13,class_12
86,17,class_12
86,14,class_12
86,15,class_12
86,13,class_12
86,18,class_12
86,14,class_12
86,14,class_12
86,16,class_12
87,14,class_12
87,14,class_12
87,14,class_12
87,11,class_12
87,12,class_12
87,10,class_12
87,13,class_12
87,11,class_12
87,13,class_12
87,12,class_12
87,10,class_12
87,12,class_12
87,11,class_12
88,17,class_12
88,9,class_12
88,11,class_12
88,16,class_12
88,14,class_12
88,14,class_12
85,16,class_13
85,15,class_13
85,15,class_13
85,17,class_13
86,16,class_13
86,20,class_13
86,22,class_13
86,17,class_13
86,16,class_13
86,14,class_13
86,25,class_13
86,20,class_13
86,15,class_13
87,18,class_13
87,16,class_13
87,20,class_13
87,20,class_13
87,21,class_13
87,15,class_13
87,13,class_13
87,17,class_13
87,16,class_13
87,13,class_13
87,18,class_13
88,16,class_13
88,15,class_13
88,16,class_13
88,20,class_13
88,18,class_13
88,16,class_13
88,18,class_13
88,16,class_13
88,10,class_13
88,13,class_13
88,14,class_13
86,21,class_14
87,19,class_14
88,21,class_14
88,22,class_14
86,25,class_15
