@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute class {class_0,class_1}

@data
122,0,3.37,16.1,1,67,21.06,0,32,class_0
140,0.6,5.56,33.39,0,58,27.19,0,55,class_0
168,4.5,6.68,28.47,1,43,24.25,24.38,56,class_0
114,3,7.04,22.64,0,55,22.59,0,45,class_0
140,8.14,4.93,42.49,1,53,45.72,6.43,53,class_0
148,4.8,6.09,36.55,0,63,25.44,0.88,55,class_0
148,12.2,3.79,34.15,1,57,26.38,14.4,57,class_0
126,10.5,4.49,17.33,1,67,19.37,0,49,class_0
120,3.7,4.02,39.66,1,61,30.57,0,64,class_0
118,4,3.95,18.96,1,54,25.15,8.33,49,class_0
122,3.2,11.32,35.36,0,55,27.07,0,51,class_0
108,1.5,4.33,24.99,1,66,22.29,21.6,61,class_0
170,7.6,5.5,37.83,0,42,37.41,6.17,54,class_0
168,9,8.53,24.48,0,69,26.18,4.63,54,class_0
174,0,8.46,35.1,0,35,25.27,0,61,class_0
116,31.2,3.17,14.99,1,47,19.4,49.06,59,class_0
140,4.5,4.59,18.01,1,63,21.91,22.09,32,class_0
150,3.5,6.99,25.39,0,50,23.35,23.48,61,class_0
138,4.5,2.85,30.11,1,55,24.78,24.89,56,class_0
123,8.6,11.17,35.28,0,70,33.14,0,59,class_0
134,8.8,7.41,26.84,1,35,29.44,29.52,60,class_0
132,2,3.08,35.39,1,45,31.44,79.82,58,class_0
134,1.5,3.73,21.53,1,41,24.7,11.11,30,class_0
122,4.18,9.05,29.27,0,44,24.05,19.34,52,class_0
160,14,5.9,37.12,1,58,33.87,3.52,54,class_0
130,2.78,4.89,9.39,0,63,19.3,17.47,25,class_0
136,3.46,6.38,32.25,0,43,28.73,3.13,43,class_0
136,1.5,6.06,26.54,1,54,29.38,14.5,33,class_0
124,15.5,5.05,24.06,1,46,23.22,0,61,class_0
124,3.04,4.8,19.52,0,60,21.78,147.19,41,class_0
138,8.8,3.12,22.41,0,63,23.33,120.03,55,class_0
144,6.75,5.45,29.81,1,53,25.62,26.23,43,class_0
208,27.4,3.12,26.63,1,66,27.45,33.07,62,class_0
110,12.16,4.99,28.56,1,44,27.14,21.6,55,class_0
160,1.52,8.12,29.3,0,54,25.87,12.86,43,class_0
122,4,5.24,27.89,0,45,26.52,0,61,class_0
170,4.2,4.67,35.45,0,50,27.14,7.92,60,class_0
156,4,2.05,19.48,0,50,21.48,27.77,39,class_0
116,8,6.73,28.81,0,41,26.74,40.94,48,class_0
122,4.4,3.18,11.59,0,59,21.94,0,33,class_0
126,0,5.98,29.06,0,56,25.39,11.52,64,class_0
142,0,3.72,25.68,1,48,24.37,5.25,40,class_0
128,0.7,4.9,37.42,0,72,35.94,3.09,49,class_0
102,0.4,3.41,17.22,0,56,23.59,2.06,39,class_0
160,3,9.19,26.47,0,39,28.25,14.4,54,class_0
136,3.15,4.37,20.22,0,59,25.12,47.16,31,class_0
122,1,5.88,34.81,0,69,31.27,15.94,40,class_0
160,7.77,8.07,34.8,1,64,31.15,0,62,class_0
180,0.52,4.23,16.38,1,55,22.56,14.77,45,class_0
164,0.5,6.95,39.64,0,47,41.76,3.81,46,class_0
136,7.5,7.39,28.04,0,50,25.01,0,45,class_0
112,4.46,7.18,26.25,0,69,27.29,0,32,class_0
134,10,3.79,34.72,1,42,28.33,28.8,52,class_0
138,2,5.11,31.4,0,49,27.25,2.06,64,class_0
188,0,5.47,32.44,0,71,28.99,7.41,50,class_0
110,2.35,3.36,26.72,0,54,26.08,109.8,58,class_0
130,1.75,5.46,34.34,1,53,29.42,0,58,class_0
130,18,4.13,27.43,1,54,27.44,0,51,class_0
140,5.2,3.58,29.26,1,70,27.29,20.17,45,class_0
144,0.76,10.53,35.66,1,63,34.35,0,55,class_0
126,4.6,7.4,31.99,0,57,28.67,0.37,60,class_0
136,0.4,3.91,21.1,0,63,22.3,0,56,class_0
124,6,5.21,33.02,0,64,29.37,7.61,58,class_0
166,3,3.82,26.75,1,45,20.86,0,63,class_0
164,13.02,6.26,29.38,0,47,22.75,37.03,54,class_0
146,5.08,7.03,27.41,0,63,36.46,24.48,37,class_0
138,12,5.13,28.34,1,59,24.49,32.81,58,class_0
118,0,2.39,12.13,1,49,18.46,0.26,17,class_0
132,9.9,4.63,27.86,0,46,23.39,0.51,52,class_0
136,6.8,7.84,30.74,0,58,26.2,23.66,45,class_0
130,0,4.16,39.43,0,46,30.01,0,55,class_0
136,2.2,4.16,38.02,1,65,37.24,4.11,41,class_0
108,0.8,2.47,17.53,1,47,22.18,0,55,class_0
136,8.8,4.69,36.07,0,38,26.56,2.78,63,class_0
174,2.02,6.57,31.9,0,50,28.75,11.83,64,class_0
106,1.08,4.37,26.08,1,67,24.07,17.74,28,class_0
206,0,4.17,33.23,1,69,27.36,6.17,50,class_0
148,15,4.98,36.94,0,72,31.83,66.27,41,class_0
112,0.6,5.28,25.71,1,55,27.02,27.77,38,class_0
170,2.6,7.22,28.69,0,71,27.87,37.65,56,class_0
142,0,4.19,18.04,1,56,23.65,20.78,42,class_0
132,12,4.51,21.93,1,61,26.07,64.8,46,class_0
138,2.27,6.41,29.07,1,58,30.22,2.93,32,class_0
128,0,8.41,28.82,0,60,26.86,0,59,class_0
132,8.4,3.57,13.68,1,42,18.75,15.43,59,class_0
174,3.5,5.26,21.97,0,36,22.04,8.33,59,class_0
162,1.5,2.46,19.39,0,49,24.32,0,59,class_0
168,11.4,5.08,26.66,0,56,27.04,2.61,59,class_0
140,8.6,3.9,32.16,0,52,28.51,11.11,64,class_0
156,0,3.47,21.1,1,73,28.4,0,36,class_0
134,6.4,8.49,37.25,0,56,28.94,10.49,51,class_0
152,19.45,4.22,29.81,1,28,23.95,0,59,class_0
146,1.35,6.39,34.21,1,51,26.43,0,59,class_0
130,7.28,3.56,23.29,0,20,26.8,51.87,58,class_0
116,4.28,7.02,19.99,0,68,23.31,0,52,class_0
162,6.3,5.73,22.61,0,46,20.43,62.54,53,class_0
198,0.52,11.89,27.68,0,48,28.4,78.99,26,class_0
154,4.5,4.75,23.52,0,43,25.76,0,53,class_0
130,0.08,5.59,25.42,0,50,24.98,6.27,43,class_0
176,1.2,8.28,36.16,0,42,27.81,11.6,58,class_0
134,11.79,4.01,26.57,0,38,21.79,38.88,61,class_0
134,0.9,3.18,23.66,0,52,23.26,27.36,58,class_0
132,12.3,5.96,32.79,0,57,30.12,21.5,62,class_0
156,3.02,5.35,25.72,0,53,25.22,28.11,52,class_0
148,8.2,7.75,34.46,0,46,26.53,6.04,64,class_0
154,4.5,4.68,39.97,1,61,33.17,1.54,64,class_0
140,1.68,11.41,29.54,0,74,30.75,2.06,38,class_0
160,4.2,6.76,37.99,0,61,32.91,3.09,54,class_0
148,4.5,10.49,33.27,1,50,25.92,2.06,53,class_0
164,5.6,3.17,30.98,0,44,25.99,43.2,53,class_0
130,0.54,3.63,22.03,0,69,24.34,12.86,39,class_0
154,2.4,5.63,42.17,0,59,35.07,12.86,50,class_0
218,11.2,2.77,30.79,1,38,24.86,90.93,48,class_0
126,8.75,6.06,32.72,0,33,27,62.43,55,class_0
178,5.5,3.79,23.92,0,45,21.26,6.17,62,class_0
208,5.04,5.19,20.71,0,52,25.12,24.27,58,class_0
180,25.01,3.7,38.11,0,57,30.54,0,61,class_0
200,19.2,4.43,40.6,0,55,32.04,36,60,class_0
178,20,9.78,33.55,1,37,27.29,2.88,62,class_0
164,8.2,14.16,36.85,1,52,28.5,17.02,55,class_0
216,0.92,2.66,19.85,0,49,20.58,0.51,63,class_0
134,1.1,3.54,20.41,0,58,24.54,39.91,39,class_0
150,13.8,5.1,29.45,0,52,27.92,77.76,55,class_0
176,6,3.98,17.2,0,52,21.07,4.11,61,class_0
142,2.2,3.29,22.7,1,44,23.66,5.66,42,class_0
142,0,4.32,25.22,1,47,28.92,6.53,34,class_0
144,4,5.03,25.78,0,57,27.55,90,48,class_0
124,1.6,7.22,39.68,0,36,31.5,0,51,class_0
146,0.64,4.82,28.02,1,60,28.11,8.23,39,class_0
128,2.24,2.83,26.48,1,48,23.96,47.42,27,class_0
182,4.2,4.41,32.1,1,52,28.61,18.72,52,class_0
132,0,4.82,33.41,0,62,14.7,0,46,class_0
118,0.08,3.48,32.28,0,52,29.14,3.81,46,class_1
132,6.2,6.47,36.21,0,62,30.77,14.14,45,class_1
142,4.05,3.38,16.2,1,59,20.81,2.62,38,class_1
114,0,3.83,19.4,0,49,24.86,2.49,29,class_1
118,0,1.88,10.05,1,59,21.57,0,17,class_1
132,0,1.87,17.21,1,49,23.63,0.97,15,class_1
112,9.65,2.29,17.2,0,54,23.53,0.68,53,class_1
117,1.53,2.44,28.95,0,35,25.89,30.03,46,class_1
120,7.5,15.33,22,1,60,25.31,34.49,49,class_1
132,7.9,2.85,26.5,0,51,26.16,25.71,44,class_1
150,0.3,6.38,33.99,0,62,24.64,0,50,class_1
138,0.6,3.81,28.66,1,54,28.7,1.46,58,class_1
142,18.2,4.34,24.38,1,61,26.19,0,50,class_1
118,6,9.65,33.91,1,60,38.8,0,48,class_1
144,4.09,5.55,31.4,0,60,29.43,5.55,56,class_1
148,5.5,7.1,25.31,1,56,29.84,3.6,48,class_1
140,3.9,7.32,25.05,1,47,27.36,36.77,32,class_1
110,4.64,4.55,30.46,1,48,30.9,15.22,46,class_1
130,0,2.82,19.63,0,70,24.86,0,29,class_1
144,0.04,3.38,23.61,1,30,23.75,4.66,30,class_1
120,0,1.07,16.02,1,47,22.15,0,15,class_1
114,0,2.99,9.74,1,54,46.58,0,17,class_1
128,4.65,3.31,22.74,1,62,22.95,0.51,48,class_1
114,0,1.94,11.02,1,54,20.17,38.98,16,class_1
126,3.8,3.88,31.79,1,57,30.53,0,30,class_1
122,0,5.75,30.9,0,46,29.01,4.11,42,class_1
134,2.5,3.66,30.9,1,52,27.19,23.66,49,class_1
156,3,1.82,27.55,1,60,23.91,54,53,class_1
152,5.99,7.99,32.48,1,45,26.57,100.32,48,class_1
118,0,2.99,16.17,1,49,23.83,3.22,28,class_1
103,0.03,4.21,18.96,1,48,22.94,2.62,18,class_1
121,0.8,5.29,18.95,0,47,22.51,0,61,class_1
142,0.28,1.8,21.03,1,57,23.65,2.93,33,class_1
138,1.15,5.09,27.87,0,61,25.65,2.34,44,class_1
152,10.1,4.71,24.65,0,65,26.21,24.53,57,class_1
140,0.45,4.3,24.33,1,41,27.23,10.08,38,class_1
130,0,1.82,10.45,1,57,22.07,2.06,17,class_1
136,7.36,2.19,28.11,0,61,25,61.71,54,class_1
124,4.82,3.24,21.1,0,48,28.49,8.42,30,class_1
112,0.41,1.88,10.29,1,39,22.08,20.98,27,class_1
118,4.46,7.27,29.13,0,48,29.01,11.11,33,class_1
118,0,3.67,12.13,1,51,19.15,0.6,15,class_1
130,1.72,2.66,10.38,1,68,17.81,11.1,26,class_1
130,5.6,3.37,24.8,1,58,25.76,43.2,36,class_1
126,0.09,5.03,13.27,0,50,17.75,4.63,20,class_1
128,0.4,6.17,26.35,1,64,27.86,11.11,34,class_1
136,0,4.12,17.42,1,52,21.66,12.86,40,class_1
134,0,5.9,30.84,1,49,29.16,0,55,class_1
108,0.4,5.91,22.92,0,57,25.72,72,39,class_1
128,0,2.43,13.15,0,63,20.75,0,17,class_1
130,0.56,3.3,30.86,1,49,27.52,33.33,45,class_1
140,0,5.08,27.33,0,41,27.83,1.25,38,class_1
126,0.9,5.64,17.78,0,55,21.94,0,41,class_1
122,0.72,4.04,32.38,1,34,28.34,0,55,class_1
116,1.03,2.83,10.85,1,45,21.59,1.75,21,class_1
143,0.46,2.4,22.87,1,62,29.17,15.43,29,class_1
194,1.7,6.32,33.67,1,47,30.16,0.19,56,class_1
134,3,4.37,23.07,1,56,20.54,9.65,62,class_1
138,2.16,4.9,24.83,0,39,26.06,28.29,29,class_1
136,0,5,27.58,0,49,27.59,1.47,39,class_1
164,12,3.91,19.59,1,51,23.44,19.75,39,class_1
136,8,7.85,23.81,0,51,22.69,2.78,50,class_1
166,0.07,4.03,29.29,1,53,28.37,0,27,class_1
118,0,4.34,30.12,0,52,32.18,3.91,46,class_1
128,0.42,4.6,26.68,1,41,30.97,10.33,31,class_1
118,1.5,5.38,25.84,1,64,28.63,3.89,29,class_1
158,3.6,2.97,30.11,1,63,26.64,108,64,class_1
118,1,5.76,22.1,1,62,23.48,7.71,42,class_1
124,0,3.04,17.33,1,49,22.04,0,18,class_1
114,0,8.01,21.64,1,66,25.51,2.49,16,class_1
134,2,3.66,14.69,1,52,21.03,2.06,37,class_1
128,0,10.58,31.81,0,46,28.41,14.66,48,class_1
154,0.7,5.91,25,1,13,20.6,0,42,class_1
130,0,3.92,25.55,1,68,28.02,0.68,27,class_1
128,2,6.13,21.31,1,66,22.86,11.83,60,class_1
120,1.4,6.25,20.47,1,60,25.85,8.51,28,class_1
120,0,5.01,26.13,1,64,26.21,12.24,33,class_1
153,7.8,3.96,25.73,1,54,25.91,27.03,45,class_1
148,4.04,3.99,20.69,1,60,27.78,1.75,28,class_1
136,3.96,2.76,30.28,0,50,34.42,18.51,38,class_1
152,12.18,4.04,37.83,0,63,34.57,4.17,64,class_1
158,13.5,5.04,30.79,1,54,24.79,21.5,62,class_1
142,7.44,5.52,33.97,1,47,29.29,24.27,54,class_1
134,6,3.3,28.45,1,65,26.09,58.11,40,class_1
116,2.7,3.69,13.52,1,55,21.13,18.51,32,class_1
128,0.5,3.7,12.81,0,66,21.25,22.73,28,class_1
120,0,3.68,12.24,1,51,20.52,0.51,20,class_1
124,0,3.95,36.35,0,59,32.83,9.59,54,class_1
128,2.8,5.53,14.29,1,64,24.97,0.51,38,class_1
130,4.5,5.86,37.43,1,61,31.21,32.3,58,class_1
109,1.2,6.14,29.26,1,47,24.72,10.46,40,class_1
144,0,3.84,18.72,1,56,22.1,4.8,40,class_1
118,1.05,3.16,12.98,0,46,22.09,16.35,31,class_1
148,6,6.49,26.47,1,48,24.7,0,55,class_1
128,6.6,3.58,20.71,1,55,24.15,0,52,class_1
122,0.28,4.19,19.97,1,61,25.63,0,24,class_1
108,0,2.74,11.17,1,53,22.61,0.95,20,class_1
127,0,2.81,15.7,1,42,22.03,1.03,17,class_1
174,9.45,5.13,35.54,1,55,30.71,59.79,53,class_1
122,0,3.05,23.51,1,46,25.81,0,38,class_1
126,1.8,6.22,19.71,1,65,24.81,0.69,31,class_1
138,0,2.68,17.04,1,42,22.16,0,16,class_1
148,0,3.84,17.26,1,70,20,0,21,class_1
122,0,3.08,16.3,1,43,22.13,0,16,class_1
132,7,3.2,23.26,1,77,23.64,23.14,49,class_1
126,0.54,4.39,21.13,0,45,25.99,0,25,class_1
162,5.3,7.95,33.58,0,58,36.06,8.23,48,class_1
194,2.55,6.89,33.88,0,69,29.33,0,41,class_1
118,0.75,2.58,20.25,1,59,24.46,0,32,class_1
124,0,4.79,34.71,1,49,26.09,9.26,47,class_1
160,0,2.42,34.46,1,48,29.83,1.03,61,class_1
128,0,2.51,29.35,0,53,22.05,1.37,62,class_1
132,2,2.7,21.57,0,50,27.95,9.26,37,class_1
120,0,2.42,16.66,1,46,20.16,0,17,class_1
128,0.04,8.22,28.17,1,65,26.24,11.73,24,class_1
108,15,4.91,34.65,1,41,27.96,14.4,56,class_1
166,0,4.31,34.27,1,45,30.14,13.27,56,class_1
152,0,6.06,41.05,0,51,40.34,0,51,class_1
150,20,6.4,35.04,1,53,28.88,8.33,63,class_1
129,2.15,5.17,27.57,1,52,25.42,2.06,39,class_1
134,4.8,6.58,29.89,0,55,24.73,23.66,63,class_1
130,0,4.89,25.98,1,72,30.42,14.71,23,class_1
138,0.05,2.79,10.35,1,46,21.62,0,18,class_1
138,0,1.96,11.82,0,54,22.01,8.13,21,class_1
128,0,3.09,20.57,1,54,25.63,0.51,17,class_1
162,2.92,3.63,31.33,1,62,31.59,18.51,42,class_1
148,0,4.66,24.39,1,50,25.26,4.03,27,class_1
124,0.16,2.44,16.67,1,65,24.58,74.91,23,class_1
134,2.75,5.51,26.17,1,57,29.87,8.33,33,class_1
128,0.73,3.97,23.52,1,54,23.81,19.2,64,class_1
122,3.2,3.59,22.49,0,45,24.96,36.17,58,class_1
152,3,4.64,31.29,1,41,29.34,4.53,40,class_1
162,0,5.09,24.6,0,64,26.71,3.81,18,class_1
124,4,6.65,30.84,0,54,28.4,33.51,60,class_1
136,5.8,5.9,27.55,1,65,25.71,14.4,59,class_1
136,8.8,4.26,32.03,0,52,31.44,34.35,60,class_1
134,0.05,8.03,27.95,1,48,26.88,0,60,class_1
116,3,3.05,30.31,1,41,23.63,0.86,44,class_1
132,0,0.98,21.39,1,62,26.75,0,53,class_1
134,0,2.4,21.11,1,57,22.45,1.37,18,class_1
124,0.81,6.16,11.61,1,35,21.47,10.49,26,class_1
114,0,4.97,9.69,1,26,22.6,0,25,class_1
208,7.4,7.41,32.03,1,50,27.62,7.85,57,class_1
138,0,3.14,12,1,54,20.28,0,16,class_1
144,2.4,8.13,35.61,1,46,27.38,13.37,60,class_1
132,7.28,3.52,12.33,1,60,19.48,2.06,56,class_1
143,5.04,4.86,23.59,1,58,24.69,18.72,42,class_1
136,13.2,7.18,35.95,1,48,29.19,0,62,class_1
122,0,3.76,24.59,1,56,24.36,0,30,class_1
138,0,3.24,27.68,1,60,25.7,88.66,29,class_1
126,5.5,3.78,34.15,1,55,28.85,3.18,61,class_1
176,5.76,4.89,26.1,0,46,27.3,19.44,57,class_1
122,0,5.49,19.56,1,57,23.12,14.02,27,class_1
124,0,3.23,9.64,1,59,22.7,0,16,class_1
128,6,4.37,22.98,0,50,26.01,0,47,class_1
190,4.18,5.05,24.83,1,45,26.09,82.85,41,class_1
128,0,2.63,23.88,1,45,21.59,6.54,57,class_1
158,4,4.18,28.61,0,42,25.11,0,60,class_1
160,0.6,6.94,30.53,1,36,25.68,1.42,64,class_1
158,6.17,8.12,30.75,1,46,27.84,92.62,48,class_1
128,0,6.34,11.87,1,57,23.14,0,17,class_1
146,7.5,7.21,25.93,0,55,22.51,0.51,42,class_1
161,9,4.65,15.16,0,58,23.76,43.2,46,class_1
142,4.48,3.57,19.75,0,51,23.54,3.29,49,class_1
154,1.8,7.13,34.04,0,52,35.51,39.36,44,class_1
124,0.61,2.69,17.15,0,61,22.76,11.55,20,class_1
124,1.04,2.84,16.42,0,46,20.17,0,61,class_1
136,5,4.19,23.99,0,68,27.8,25.86,35,class_1
118,0.12,1.96,20.31,1,37,20.01,2.42,18,class_1
118,0.12,4.16,9.37,1,57,19.61,0,17,class_1
134,12,4.96,29.79,1,53,24.86,8.23,57,class_1
114,0.1,3.95,15.89,0,57,20.31,17.14,16,class_1
136,1.36,3.16,14.97,0,56,24.98,7.3,24,class_1
154,4.2,5.59,25.02,1,58,25.02,1.54,43,class_1
124,4.25,8.22,30.77,1,56,25.8,0,43,class_1
114,0,2.63,9.69,1,45,17.89,0,16,class_1
118,0.12,3.26,12.26,1,55,22.65,0,16,class_1
146,3.6,3.51,22.67,1,51,22.29,43.71,42,class_1
134,3,3.17,17.91,1,35,26.37,15.12,27,class_1
126,0.21,3.95,15.11,1,61,22.17,2.42,17,class_1
134,0,3.69,13.92,1,43,27.66,0,19,class_1
134,0.02,2.8,18.84,1,45,24.82,0,17,class_1
123,0.05,4.61,13.69,1,51,23.23,2.78,16,class_1
112,0,1.71,15.96,1,42,22.03,3.5,16,class_1
101,0.48,7.26,13,1,50,19.82,5.19,16,class_1
150,0.18,4.14,14.4,1,53,23.43,7.71,44,class_1
134,0,5.63,29.12,1,68,32.33,2.02,34,class_1
132,0.1,3.28,10.73,1,73,20.42,0,17,class_1
136,0,2.28,18.14,1,55,22.59,0,17,class_1
166,4.1,4,34.3,0,32,29.51,8.23,53,class_1
138,0,3.96,24.7,0,53,23.8,0,45,class_1
170,0,3.12,37.15,1,47,35.42,0,53,class_1
136,1.2,2.78,7.12,1,52,22.51,3.41,27,class_1
128,0,3.22,26.55,0,39,26.59,16.71,49,class_1
150,14.4,5.04,26.52,0,60,28.84,0,45,class_1
142,2.4,2.55,23.89,1,54,26.09,59.14,37,class_1
130,0.05,2.44,28.25,0,67,30.86,40.32,34,class_1
114,9.6,2.51,29.18,1,49,25.67,40.63,46,class_1
174,0,3.27,35.4,1,58,37.71,24.95,44,class_1
190,5.15,6.03,36.59,1,42,30.31,72,50,class_1
154,1.4,1.72,18.86,1,58,22.67,43.2,59,class_1
124,0,2.28,24.86,0,50,22.24,8.26,38,class_1
114,1.2,3.98,14.9,1,49,23.79,25.82,26,class_1
142,3.72,4.24,32.57,1,52,24.98,7.61,51,class_1
154,0,4.81,28.11,0,56,25.67,75.77,59,class_1
146,4.36,4.31,18.44,0,47,24.72,10.8,38,class_1
166,6,3.02,29.3,1,35,24.38,38.06,61,class_1
136,1.7,3.53,20.13,1,56,19.44,14.4,55,class_1
132,0,6.63,29.58,0,37,29.41,2.57,62,class_1
128,0,2.98,12.59,1,65,20.74,2.06,19,class_1
106,5.6,3.2,12.3,1,49,20.29,0,39,class_1
144,0.4,4.64,30.09,1,30,27.39,0.74,55,class_1
154,0.31,2.33,16.48,1,33,24,11.83,17,class_1
126,3.1,2.01,32.97,0,56,28.63,26.74,45,class_1
162,6.94,4.55,33.36,0,52,27.09,32.06,43,class_1
138,6,7.24,37.05,1,38,28.69,0,59,class_1
148,0,5.32,26.71,0,52,32.21,32.78,27,class_1
124,4.2,2.94,27.59,1,50,30.31,85.06,30,class_1
118,1.62,9.01,21.7,1,59,25.89,21.19,40,class_1
138,0.87,1.87,15.89,1,44,26.76,42.99,31,class_1
137,1.2,3.14,23.87,1,66,24.13,45,37,class_1
128,5.4,2.36,12.98,1,51,18.36,6.69,61,class_1
162,5.6,4.24,22.53,1,29,22.91,5.66,60,class_1
120,10.5,2.7,29.87,0,54,24.5,16.46,49,class_1
136,3.99,2.58,16.38,0,53,22.41,27.67,36,class_1
122,1.7,5.28,32.23,0,51,24.08,0,54,class_1
134,0,2.43,22.24,1,52,26.49,41.66,24,class_1
136,6.6,6.08,32.74,1,64,33.28,2.72,49,class_1
132,4.05,5.15,26.51,0,31,26.67,16.3,50,class_1
152,1.68,3.58,25.43,1,50,27.03,0,32,class_1
124,0.4,3.67,25.76,1,43,28.08,20.57,34,class_1
140,4.2,2.91,28.83,0,43,24.7,47.52,48,class_1
166,0.6,2.42,34.03,0,53,26.96,54,60,class_1
132,0.72,4.37,19.54,1,48,26.11,49.37,28,class_1
150,0,4.99,27.73,1,57,30.92,8.33,24,class_1
134,0.12,3.4,21.18,0,33,26.27,14.21,30,class_1
126,3.4,4.87,15.16,0,65,22.01,11.11,38,class_1
148,0.5,5.97,32.88,1,54,29.27,6.43,42,class_1
132,6,5.97,25.73,0,66,24.18,145.29,41,class_1
128,1.6,5.41,29.3,1,68,29.38,23.97,32,class_1
128,5.16,4.9,31.35,0,57,26.42,0,64,class_1
140,0,2.4,27.89,0,70,30.74,144,29,class_1
126,0,5.29,27.64,1,25,27.62,2.06,45,class_1
114,3.6,4.16,22.58,1,60,24.49,65.31,31,class_1
118,1.25,4.69,31.58,0,52,27.16,4.11,53,class_1
126,0.96,4.99,29.74,1,66,33.35,58.32,38,class_1
112,1.44,2.71,22.92,1,59,24.81,0,52,class_1
140,8,4.42,33.15,0,47,32.77,66.86,44,class_1
128,2.6,4.94,21.36,1,61,21.3,0,31,class_1
126,19.6,6.03,34.99,1,49,26.99,55.89,44,class_1
144,0,4.17,29.63,0,52,21.83,0,59,class_1
146,0,4.92,18.53,1,57,24.2,34.97,26,class_1
178,0.95,4.75,21.06,1,49,23.74,24.69,61,class_1
180,3.57,3.57,36.1,1,36,26.7,19.95,64,class_1
134,12.5,2.73,39.35,1,48,35.58,0,48,class_1
142,0,3.54,16.64,1,58,25.97,8.36,27,class_1
162,7,7.67,34.34,0,33,30.77,0,62,class_1
126,0,3.57,26.01,1,61,26.3,7.97,47,class_1
134,6.1,4.77,26.08,1,47,23.82,1.03,49,class_1
132,0,4.17,36.57,1,57,30.61,18,49,class_1
160,1.15,10.19,39.71,1,31,31.65,20.52,57,class_1
116,2.38,5.67,29.01,0,54,27.26,15.77,51,class_1
112,4.2,3.58,27.14,1,52,26.83,2.06,40,class_1
120,0,3.1,26.97,1,41,24.8,0,16,class_1
166,0.8,5.63,36.21,1,50,34.72,28.8,60,class_1
146,6.4,5.62,33.05,0,57,31.03,0.74,46,class_1
158,16,5.56,29.35,1,36,25.92,58.32,60,class_1
176,0,3.14,31.04,0,45,30.18,4.63,45,class_1
132,2.8,4.79,20.47,0,50,22.15,11.73,48,class_1
126,0,4.55,29.18,1,48,24.94,36,41,class_1
120,5.5,3.51,23.23,1,46,22.4,90.31,43,class_1
174,0,3.86,21.73,1,42,23.37,0,63,class_1
132,0,3.3,21.61,1,42,24.92,32.61,33,class_1
142,1.32,7.63,29.98,0,57,31.16,72.93,33,class_1
146,1.16,2.28,34.53,1,50,28.71,45,49,class_1
132,7.2,3.65,17.16,0,56,23.25,0,34,class_1
120,0,3.57,23.22,1,58,27.2,0,32,class_1
118,0,3.89,15.96,1,65,20.18,0,16,class_1
108,0,1.43,26.26,1,42,19.38,0,16,class_1
136,0,4,19.06,1,40,21.94,2.06,16,class_1
120,0,2.46,13.39,1,47,22.01,0.51,18,class_1
132,0,3.55,8.66,0,61,18.5,3.87,16,class_1
136,0,1.77,20.37,1,45,21.51,2.06,16,class_1
138,0,1.86,18.35,0,59,25.38,6.51,17,class_1
138,0.06,4.15,20.66,1,49,22.59,2.49,16,class_1
130,1.22,3.3,13.65,1,50,21.4,3.81,31,class_1
130,4,2.4,17.42,1,60,22.05,0,40,class_1
