@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13,class_14}

@data
0,1,244,24.3,31.3,0.718,0.68,1.082,0.61,0.892,class_10
0,0,251,25.7,32.2,0.751,0.742,1.161,0.613,0.865,class_11
1,0,249,26.5,31,0.738,0.704,1.095,0.606,0.847,class_11
1,0,252,26,32.3,0.726,0.71,1.145,0.609,0.887,class_11
1,0,253,31,32.4,0.765,0.75,1.183,0.613,0.905,class_11
1,1,255,28.6,31.5,0.766,0.744,1.175,0.613,0.854,class_11
0,0,241,24.7,32.2,0.728,0.68,1.092,0.592,0.884,class_12
1,0,244,25,31.2,0.703,0.69,1.074,0.608,0.795,class_13
0,1,251,26.9,32,0.755,0.742,1.171,0.62,0.886,class_13
1,1,250,27.3,31.8,0.764,0.726,1.171,0.588,0.86,class_13
1,1,255,29,32.2,0.765,0.745,1.197,0.638,0.855,class_14
