@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute class {class_0,class_1,class_2}

@data
0,100,2,0,18,class_0
0,101,4,0,38,class_0
0,111,4,0,18,class_0
0,88,2,0,57,class_0
0,123,4,0,28,class_0
0,98,4,0,33,class_0
0,109,4,0,28,class_0
0,72,9,1,18,class_0
0,104,9,1,62,class_0
0,103,4,0,38,class_0
0,122,0,1,38,class_0
0,110,9,1,40,class_0
1,107,9,1,40,class_0
1,104,0,1,75,class_0
1,70,4,0,58,class_0
1,116,9,0,18,class_0
1,95,9,1,43,class_0
1,118,9,1,71,class_0
1,115,9,1,27,class_0
1,113,0,1,61,class_0
1,85,9,1,37,class_0
1,95,9,1,43,class_0
1,109,0,1,57,class_0
1,111,9,1,69,class_0
1,116,9,1,75,class_0
1,84,8,0,33,class_0
1,104,1,1,69,class_0
1,99,9,1,18,class_0
1,116,0,1,18,class_0
1,124,9,1,65,class_0
1,101,4,0,35,class_0
1,97,0,1,40,class_0
1,120,0,1,43,class_0
1,103,9,1,43,class_0
1,107,9,1,40,class_0
1,105,7,0,57,class_0
1,101,2,0,28,class_0
0,102,4,0,18,class_0
0,101,0,1,43,class_0
0,85,9,1,43,class_0
0,104,9,1,18,class_0
0,85,9,1,37,class_0
0,94,4,0,37,class_0
0,93,9,1,37,class_0
0,99,0,1,37,class_0
0,103,9,1,38,class_0
0,89,4,0,18,class_0
0,109,9,1,43,class_0
0,91,4,0,18,class_0
0,109,9,1,58,class_0
0,105,2,0,57,class_0
0,105,9,1,18,class_0
0,90,4,0,69,class_0
0,99,0,1,69,class_0
0,110,9,1,37,class_0
0,88,9,1,37,class_0
0,101,9,1,66,class_0
0,78,9,1,18,class_0
0,118,0,1,65,class_0
0,85,9,1,57,class_0
0,106,0,1,61,class_0
0,78,9,1,46,class_0
1,104,9,1,61,class_0
1,70,4,0,31,class_0
1,107,9,1,75,class_0
1,114,9,1,37,class_0
1,115,4,0,37,class_0
1,106,9,1,57,class_0
1,114,9,1,61,class_0
1,90,9,1,58,class_0
1,103,9,1,37,class_0
1,92,2,0,58,class_0
1,113,0,1,37,class_0
1,92,4,0,37,class_0
1,108,0,1,37,class_0
1,96,2,0,18,class_0
1,70,2,0,18,class_0
1,112,9,1,75,class_0
1,106,9,1,28,class_0
1,91,9,1,37,class_0
1,109,9,1,57,class_0
1,99,2,0,43,class_0
1,107,9,1,37,class_0
1,90,4,0,37,class_0
1,108,9,1,58,class_0
1,101,0,1,57,class_0
1,103,9,1,35,class_0
1,73,9,1,37,class_0
1,109,9,0,43,class_0
1,101,9,1,61,class_0
1,91,4,0,37,class_0
1,109,4,0,37,class_0
1,81,9,1,58,class_0
1,87,9,1,40,class_0
1,95,9,1,37,class_0
1,107,2,0,58,class_0
1,99,0,1,37,class_0
1,87,9,1,18,class_0
1,103,9,1,43,class_0
1,114,9,1,37,class_0
1,101,9,1,35,class_0
1,109,9,1,37,class_0
1,104,9,1,37,class_0
1,102,2,0,18,class_0
1,96,4,0,37,class_0
1,113,0,1,65,class_0
1,95,9,1,37,class_0
1,96,4,0,28,class_0
1,79,7,0,61,class_0
0,99,4,0,37,class_0
0,107,0,1,37,class_0
0,88,4,0,37,class_0
0,82,4,0,57,class_0
0,100,9,1,57,class_0
0,102,9,1,40,class_0
0,111,9,1,58,class_0
0,111,9,1,57,class_0
0,94,9,1,18,class_0
0,90,9,1,58,class_0
0,84,4,0,18,class_0
0,106,9,1,51,class_0
0,114,1,1,57,class_0
0,101,9,1,62,class_0
0,115,9,1,43,class_0
0,108,9,1,58,class_0
0,117,0,1,51,class_0
0,110,4,0,28,class_0
0,93,9,1,43,class_0
0,114,0,1,71,class_0
0,116,9,1,18,class_0
0,117,0,1,37,class_0
0,102,9,1,40,class_0
0,84,9,1,18,class_0
0,94,2,0,28,class_0
0,81,9,1,37,class_0
0,101,4,0,18,class_0
0,91,9,1,37,class_0
0,93,9,1,38,class_0
0,116,9,1,18,class_0
0,90,9,1,57,class_0
0,115,9,1,35,class_0
0,108,0,1,37,class_0
0,100,9,1,18,class_0
0,84,4,0,37,class_0
0,103,0,1,28,class_0
0,100,9,1,57,class_0
0,102,9,1,43,class_0
0,82,4,0,35,class_0
0,83,4,0,37,class_0
0,113,9,1,37,class_0
0,117,0,1,57,class_0
0,111,9,1,18,class_0
0,100,9,1,37,class_0
0,91,0,1,58,class_0
0,97,9,1,58,class_0
0,109,1,1,43,class_0
0,100,2,0,37,class_0
0,98,4,0,37,class_0
0,85,7,0,35,class_0
0,85,4,0,31,class_0
0,81,9,1,37,class_0
0,87,9,1,37,class_0
0,95,0,1,37,class_0
0,102,2,0,37,class_0
0,89,7,0,37,class_0
0,118,9,1,37,class_0
0,70,7,0,37,class_0
0,103,0,1,37,class_0
0,90,9,1,37,class_0
0,97,9,1,37,class_0
0,107,2,0,57,class_0
0,90,2,0,37,class_0
0,70,9,1,37,class_0
0,104,4,0,18,class_0
0,96,4,0,28,class_0
0,114,9,1,28,class_0
0,105,9,1,18,class_0
0,96,9,1,38,class_0
0,111,9,1,58,class_0
0,104,2,0,37,class_0
0,104,9,1,18,class_0
0,102,9,1,37,class_0
0,86,9,1,37,class_0
0,73,9,1,35,class_0
0,81,4,0,37,class_0
0,93,9,1,57,class_0
0,111,7,0,37,class_0
0,104,2,0,18,class_0
0,105,4,0,28,class_0
0,73,4,0,37,class_0
0,85,9,1,28,class_0
0,107,0,1,61,class_0
0,112,0,1,62,class_0
1,127,0,1,40,class_0
1,114,4,0,66,class_0
1,114,9,1,71,class_0
1,93,9,1,51,class_0
0,114,9,1,40,class_0
0,100,9,1,31,class_0
0,92,2,0,18,class_0
0,110,9,1,61,class_0
1,120,9,0,75,class_0
1,114,0,1,75,class_0
1,127,0,1,40,class_0
1,106,9,1,75,class_0
1,110,9,1,53,class_0
1,125,0,1,71,class_0
1,108,9,1,71,class_0
0,112,9,1,18,class_0
0,93,9,1,69,class_0
0,114,9,1,75,class_0
0,104,9,1,18,class_0
0,92,9,1,75,class_0
0,104,4,0,43,class_0
0,109,9,1,71,class_0
0,109,0,1,40,class_0
0,104,4,0,18,class_0
1,125,0,1,31,class_0
1,127,0,1,37,class_0
1,129,0,1,43,class_0
1,119,1,1,69,class_0
1,121,9,1,37,class_0
1,124,9,1,36,class_0
1,125,9,1,18,class_0
1,129,4,0,18,class_0
1,122,9,1,62,class_0
1,121,1,1,37,class_0
1,129,1,1,43,class_0
1,122,9,1,40,class_0
1,122,0,1,35,class_0
1,123,9,1,65,class_0
1,119,0,1,71,class_0
0,120,0,1,40,class_0
0,127,9,1,62,class_0
0,120,9,1,61,class_0
0,127,9,1,58,class_0
0,123,9,1,37,class_0
0,120,0,1,37,class_0
0,123,9,1,37,class_0
0,119,0,1,37,class_0
1,134,1,1,62,class_0
1,136,0,1,61,class_0
1,135,0,1,61,class_0
1,140,0,1,71,class_0
1,131,9,1,30,class_0
1,137,0,1,62,class_0
1,136,0,1,18,class_0
1,132,0,1,37,class_0
0,135,0,1,62,class_0
0,134,0,1,35,class_0
1,101,6,0,28,class_1
1,84,6,0,37,class_1
1,90,6,0,18,class_1
1,86,6,0,18,class_1
1,70,6,0,18,class_1
1,65,6,0,18,class_1
0,70,6,0,18,class_1
0,83,6,0,28,class_1
0,103,6,0,28,class_1
0,70,6,0,18,class_1
0,70,6,0,18,class_1
0,70,6,0,18,class_1
0,70,6,0,18,class_1
0,85,6,0,18,class_1
1,103,6,0,43,class_1
1,82,6,0,31,class_1
1,98,6,0,28,class_1
1,87,6,0,43,class_1
0,77,6,0,37,class_1
0,100,6,0,28,class_1
0,86,6,0,18,class_1
0,102,6,0,38,class_1
1,70,6,0,18,class_1
1,70,6,0,37,class_1
1,70,6,0,31,class_1
1,80,6,0,58,class_1
1,70,6,0,58,class_1
1,81,6,0,18,class_1
1,81,6,0,18,class_1
1,70,6,0,58,class_1
1,70,6,0,37,class_1
1,86,6,0,18,class_1
0,94,6,0,58,class_1
0,72,6,0,37,class_1
0,89,6,0,18,class_1
0,91,6,0,18,class_1
0,94,6,0,38,class_1
1,82,5,0,18,class_2
1,85,5,0,28,class_2
1,98,3,0,43,class_2
1,92,5,0,33,class_2
1,88,5,0,28,class_2
1,84,5,0,18,class_2
1,70,5,0,57,class_2
1,83,5,0,43,class_2
1,108,5,0,69,class_2
1,90,5,0,28,class_2
1,70,3,0,43,class_2
1,100,5,0,35,class_2
1,70,5,0,51,class_2
1,110,8,0,27,class_2
1,102,5,0,43,class_2
1,100,3,0,43,class_2
1,85,3,0,31,class_2
1,86,5,0,31,class_2
1,101,3,0,28,class_2
1,103,5,0,33,class_2
1,72,3,0,43,class_2
1,100,5,0,43,class_2
1,99,5,0,18,class_2
1,91,3,0,28,class_2
1,94,3,0,43,class_2
0,109,5,0,43,class_2
0,106,3,0,71,class_2
0,114,5,0,28,class_2
0,91,5,0,28,class_2
0,106,5,0,28,class_2
0,106,5,0,18,class_2
0,86,5,0,40,class_2
0,97,3,0,36,class_2
0,105,5,0,46,class_2
0,98,3,0,37,class_2
0,94,5,0,43,class_2
0,75,3,0,33,class_2
0,70,3,0,18,class_2
0,108,5,0,28,class_2
0,75,3,0,28,class_2
1,113,5,0,57,class_2
1,126,3,0,61,class_2
1,89,3,0,43,class_2
1,90,8,0,43,class_2
1,90,3,0,28,class_2
1,117,8,0,28,class_2
1,71,8,0,40,class_2
1,86,3,0,18,class_2
1,79,5,0,46,class_2
1,80,5,0,65,class_2
1,86,3,0,61,class_2
1,99,9,1,37,class_2
1,103,9,1,28,class_2
0,105,9,1,18,class_2
0,70,3,0,18,class_2
0,90,9,1,42,class_2
0,87,9,1,18,class_2
0,102,5,0,42,class_2
0,92,5,0,37,class_2
0,91,3,0,18,class_2
0,100,5,0,18,class_2
0,70,3,0,18,class_2
0,97,3,0,18,class_2
0,92,3,0,18,class_2
0,86,3,0,18,class_2
0,100,3,0,18,class_2
1,103,3,0,31,class_2
1,96,5,0,18,class_2
1,74,5,0,37,class_2
1,78,5,0,31,class_2
1,88,3,0,58,class_2
1,93,5,0,18,class_2
1,88,3,0,43,class_2
1,98,3,0,28,class_2
1,102,5,0,37,class_2
1,93,3,0,37,class_2
1,93,3,0,18,class_2
1,100,8,0,37,class_2
1,102,3,0,18,class_2
1,113,5,0,28,class_2
1,118,9,1,18,class_2
1,88,5,0,37,class_2
1,72,5,0,37,class_2
1,70,3,0,37,class_2
1,97,3,0,18,class_2
1,99,5,0,18,class_2
1,84,5,0,18,class_2
1,90,3,0,58,class_2
1,84,3,0,61,class_2
1,104,8,0,40,class_2
1,105,3,0,31,class_2
1,84,3,0,40,class_2
1,108,5,0,35,class_2
1,70,8,0,18,class_2
1,70,5,0,37,class_2
1,78,9,1,58,class_2
1,70,5,0,58,class_2
1,99,5,0,35,class_2
1,98,5,0,58,class_2
1,118,5,0,18,class_2
1,76,3,0,40,class_2
1,106,5,0,37,class_2
1,108,5,0,35,class_2
1,110,8,0,37,class_2
1,110,5,0,37,class_2
1,89,8,0,28,class_2
1,83,5,0,18,class_2
1,108,5,0,38,class_2
0,94,3,0,37,class_2
0,93,5,0,18,class_2
0,100,5,0,27,class_2
0,86,5,0,37,class_2
0,90,5,0,37,class_2
0,112,3,0,37,class_2
0,104,8,0,37,class_2
0,91,3,0,37,class_2
0,94,5,0,37,class_2
0,97,5,0,37,class_2
0,81,3,0,18,class_2
0,106,5,0,18,class_2
0,92,3,0,28,class_2
0,84,5,0,18,class_2
0,89,3,0,18,class_2
0,102,5,0,18,class_2
0,99,5,0,37,class_2
0,70,5,0,31,class_2
0,70,5,0,35,class_2
0,90,3,0,18,class_2
1,109,3,0,18,class_2
0,93,5,0,37,class_2
0,96,3,0,43,class_2
1,92,8,0,38,class_2
1,123,8,0,36,class_2
1,125,5,0,71,class_2
1,126,5,0,51,class_2
0,127,3,0,35,class_2
0,122,5,0,18,class_2
1,130,8,0,28,class_2
