@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute value_9 numeric
@attribute value_10 numeric
@attribute value_11 numeric
@attribute value_12 numeric
@attribute value_13 numeric
@attribute value_14 numeric
@attribute value_15 numeric
@attribute value_16 numeric
@attribute value_17 numeric
@attribute value_18 numeric
@attribute value_19 numeric
@attribute value_20 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9}

@data
20,1499,4999,14,2,0,0,1.1316,0.3676,0.7792,0.8489,1,0.6483,4.3322,0.9998,3.8755,0.285,3.50807,12.5982,5,2.702,class_0
20,1499,4999,14,2,0,0,1.1316,0.3676,0.7792,0.6968,1,0.6483,4.3322,0.9998,3.8755,0.285,3.50807,12.5982,16,4.364,class_0
0,690,690,14,2,4,0,1.2623,0.1024,0.7713,0.9623,1,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,22,1.09,class_1
0,690,690,14,2,4,0,1.2623,0.1024,0.7713,0.8489,1,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,23,2.102,class_1
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.8189,1,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,12,0,class_1
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.8189,1,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,17,20.781,class_1
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.6968,1,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,13,8.698,class_1
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.6968,1,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,18,21.975,class_1
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.6968,1,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,11,12.408,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,0,10.247,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,1,2.779,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,2,8.163,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,3,4.689,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,4,9.379,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,5,6.079,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,6,7.642,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,7,15.631,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,8,166.556,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,9,5.384,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,10,9.379,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,11,76.244,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,12,1.216,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,13,3.126,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,14,16.326,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,15,5.558,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,16,19.799,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,17,51.756,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,18,166.556,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,19,3.474,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,20,10.247,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,21,3.126,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,22,0,class_1
6,1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,23,17.368,class_1
7,768,768,8,2,0,0,1.0377,0.1439,0.5507,0.9332,1,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,3,2.596,class_1
7,768,768,8,2,0,0,1.0377,0.1439,0.5507,0.9332,1,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,19,0,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,0,0,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,1,10.391,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,2,3.401,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,3,6.298,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,4,6.864,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,5,8.25,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,6,9.068,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,7,7.746,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,8,52.018,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,9,9.068,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,10,11.336,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,11,27.457,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,12,1.071,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,13,1.889,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,14,9.824,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,15,10.139,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,16,12.658,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,17,18.767,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,18,17.003,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,19,2.96,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,20,8.187,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,21,7.494,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,22,9.194,class_1
9,570,570,45,3,43,0,1.191,0.751,0.8842,0.3002,0.8966,1.8972,0.9866,1.5749,0.8717,0.0366,43.0301,22.8169,23,10.391,class_1
10,1000,1000,24,2,9,1,1.0369,0.0848,0.5044,0.6818,1,1.6986,7.7943,0.8813,1.5031,0.0187,47.1283,79.3797,7,2.08,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,0,28.78,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,1,10.311,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,2,2.641,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,3,4.43,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,4,3.499,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,5,47.811,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,6,1.79,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,7,11.317,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,8,1.139,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,9,2.152,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,10,26.324,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,11,19.334,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,12,6.331,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,13,1.428,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,14,14.534,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,15,5.592,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,16,12.825,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,17,60.68,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,18,21.169,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,19,0,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,20,26.391,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,21,1.553,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,22,33.388,class_1
11,900,900,6,3,1,1,1.1231,0.1217,0.7176,0.1057,0.9787,1.0071,5.0408,1.3574,1.9786,0.1929,7.03681,9.25713,23,2.848,class_1
12,270,270,13,2,5,1,1.0612,0.1236,0.7384,0.6968,1,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,3,0,class_1
12,270,270,13,2,5,1,1.0612,0.1236,0.7384,0.6818,1,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,9,0.974,class_1
12,270,270,13,2,5,1,1.0612,0.1236,0.7384,0.8189,1,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,12,1.933,class_1
12,270,270,13,2,5,1,1.0612,0.1236,0.7384,0.6968,1,0.956,3.6494,0.9902,1.6386,0.0876,11.3037,17.7055,23,1.512,class_1
15,1000,3000,57,2,0,0,1.0638,0.1216,0.5286,0.6818,1,1.118,6.7738,0.3879,3.83,0.0421,9.21378,89.9739,8,275.541,class_1
15,1000,3000,57,2,0,0,1.0638,0.1216,0.5286,0.8189,1,1.118,6.7738,0.3879,3.83,0.0421,9.21378,89.9739,16,10.888,class_1
0,690,690,14,2,4,0,1.2623,0.1024,0.7713,0.9056,1,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,3,1.557,class_2
0,690,690,14,2,4,0,1.2623,0.1024,0.7713,0.9332,1,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,6,1.09,class_2
0,690,690,14,2,4,0,1.2623,0.1024,0.7713,0.8189,1,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,7,0,class_2
0,690,690,14,2,4,0,1.2623,0.1024,0.7713,0.9332,1,1.9701,12.5538,0.9912,2.3012,0.113,8.77168,19.3646,13,0.779,class_2
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.8189,1,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,4,7.228,class_2
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.8189,1,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,7,2.711,class_2
1,16000,20000,7,2,0,0,1.0975,0.1146,0.6109,0.9623,1,6.1012,93.1399,0.2893,2.7416,0.0495,5.84444,54.3859,9,24.395,class_2
2,1250,2500,28,2,0,0,1.5124,0.3503,0.8869,0.6968,1,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,6,12.819,class_2
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.3002,1,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,1,1.432,class_2
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.8189,1,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,15,2.863,class_2
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.8489,1,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,18,3.341,class_2
3,7480,18700,20,2,0,0,1.032,0.2178,0.55,0.6818,1,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,20,2.386,class_2
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.6818,1,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,1,17.142,class_2
5,2670,8900,16,2,8,0,1.0273,0.0825,0.7618,0.8189,1,1.2082,4.4046,1,1.77,0.641,1.56006,1.76131,20,9.523,class_2
7,768,768,8,2,0,0,1.0377,0.1439,0.5507,0.6968,1,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,14,1.465,class_2
7,768,768,8,2,0,0,1.0377,0.1439,0.5507,0.8189,1,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,15,3.196,class_2
7,768,768,8,2,0,0,1.0377,0.1439,0.5507,0.6818,1,1.0586,5.827,0.9331,4.5301,0.112,8.33125,39.4473,23,0.599,class_2
8,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,0,48.412,class_2
8,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,1,9.413,class_2
8,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,2,14.792,class_2
8,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,3,83.376,class_2
8,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,4,41.688,class_2
8,9000,18000,16,10,0,0,1.5673,0.2119,0.8929,0.8902,0.2031,0.8562,5.1256,3.3219,6.5452,0.5049,6.57932,11.9634,5,45.722,class_2
