@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute class {class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8}

@data
4,2,4,5,class_3
6,3,4,5,class_3
5,5,4,4,class_3
4,4,5,4,class_3
7,4,4,5,class_3
4,5,3,5,class_3
4,3,4,5,class_3
4,5,4,5,class_3
6,3,4,5,class_3
4,2,5,5,class_3
4,3,4,4,class_3
4,3,3,5,class_3
2,2,4,5,class_3
4,3,3,3,class_3
4,4,5,5,class_3
4,4,5,5,class_3
4,4,3,3,class_3
3,3,4,5,class_3
4,3,4,5,class_3
4,3,3,5,class_3
5,3,2,2,class_4
2,1,2,4,class_4
1,2,3,5,class_4
2,1,4,5,class_4
4,2,3,4,class_4
2,2,2,4,class_4
2,3,3,3,class_4
2,2,3,4,class_4
2,2,3,4,class_4
2,1,4,4,class_4
3,4,4,3,class_4
2,1,3,4,class_4
6,6,6,7,class_5
6,5,6,7,class_5
9,8,6,6,class_5
6,6,6,7,class_5
7,6,7,6,class_5
8,7,7,6,class_5
8,9,5,6,class_5
7,6,6,7,class_5
7,6,6,7,class_5
6,7,7,6,class_5
8,8,5,6,class_5
8,7,8,7,class_5
7,6,6,6,class_5
8,7,7,6,class_5
7,6,7,6,class_5
7,7,7,7,class_5
9,8,6,5,class_5
7,7,7,6,class_5
6,7,7,7,class_5
8,8,7,6,class_5
6,6,6,6,class_5
7,5,6,7,class_5
6,7,7,6,class_5
8,5,7,7,class_5
7,6,7,6,class_5
8,7,6,7,class_5
7,8,6,7,class_5
5,6,6,7,class_5
6,5,6,7,class_5
6,7,7,7,class_5
6,6,7,7,class_5
8,8,7,6,class_5
7,6,6,7,class_5
7,6,7,6,class_5
6,7,6,7,class_5
6,6,7,7,class_5
8,5,6,6,class_5
6,6,7,7,class_5
7,7,7,7,class_5
7,6,6,7,class_5
6,6,7,7,class_5
6,8,5,5,class_5
9,8,6,7,class_5
7,6,6,7,class_5
8,7,6,7,class_5
6,6,6,7,class_5
6,7,7,7,class_5
8,7,6,6,class_5
8,8,6,7,class_5
6,5,7,7,class_5
6,6,6,7,class_5
8,6,6,7,class_5
8,6,6,6,class_5
6,6,6,7,class_5
6,5,5,7,class_5
6,6,6,6,class_5
8,8,6,6,class_5
8,7,7,6,class_5
7,6,7,7,class_5
7,5,7,7,class_5
8,7,7,6,class_5
8,6,6,7,class_5
7,8,6,7,class_6
8,8,6,7,class_6
8,6,7,7,class_6
7,7,7,7,class_6
8,8,7,6,class_6
6,6,6,7,class_6
8,8,6,6,class_6
8,8,7,7,class_6
8,7,8,7,class_6
8,7,7,7,class_6
8,6,7,6,class_6
8,5,7,6,class_6
7,8,6,6,class_6
8,6,7,7,class_6
7,6,6,7,class_6
8,7,8,7,class_6
9,7,7,7,class_6
8,8,7,8,class_6
8,8,7,6,class_6
3,2,2,6,class_7
5,4,3,2,class_7
7,7,7,7,class_8
9,6,7,8,class_8
8,7,8,7,class_8
8,8,7,8,class_8
