@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute class {class_0,class_1}

@data
11,3,750,16,class_0
11,14,3500,73,class_0
2,3,750,38,class_0
4,4,1000,43,class_0
14,4,1000,22,class_0
9,2,500,16,class_0
14,5,1250,28,class_0
14,3,750,19,class_0
14,4,1000,23,class_0
11,5,1250,37,class_0
11,9,2250,72,class_0
9,5,1250,51,class_0
14,8,2000,50,class_0
14,4,1000,28,class_0
16,6,1500,35,class_0
11,7,1750,62,class_0
16,3,750,21,class_0
11,1,250,11,class_0
14,2,500,21,class_0
16,5,1250,40,class_0
4,2,500,51,class_0
11,3,750,40,class_0
21,2,500,21,class_0
21,3,750,26,class_0
16,7,1750,87,class_0
21,1,250,21,class_0
22,1,250,22,class_0
26,5,1250,49,class_0
2,43,10750,86,class_0
6,22,5500,28,class_0
2,34,8500,77,class_0
0,26,6500,76,class_0
2,41,10250,98,class_0
3,21,5250,42,class_0
2,21,5250,52,class_0
2,13,3250,32,class_0
4,4,1000,4,class_0
4,16,4000,38,class_0
3,5,1250,12,class_0
4,33,8250,98,class_0
3,10,2500,33,class_0
4,10,2500,28,class_0
2,11,2750,40,class_0
2,11,2750,41,class_0
4,13,3250,39,class_0
1,10,2500,43,class_0
2,5,1250,16,class_0
2,6,1500,22,class_0
4,5,1250,16,class_0
2,4,1000,14,class_0
4,5,1250,16,class_0
2,7,1750,32,class_0
2,6,1500,26,class_0
2,8,2000,38,class_0
2,2,500,4,class_0
2,6,1500,28,class_0
4,16,4000,70,class_0
4,2,500,4,class_0
4,2,500,4,class_0
2,12,3000,70,class_0
4,7,1750,32,class_0
2,6,1500,35,class_0
4,6,1500,28,class_0
4,11,2750,64,class_0
4,16,4000,98,class_0
4,6,1500,35,class_0
2,2,500,11,class_0
2,2,500,11,class_0
4,6,1500,38,class_0
3,4,1000,29,class_0
2,1,250,2,class_0
2,1,250,2,class_0
9,11,2750,49,class_0
3,1,250,3,class_0
4,1,250,4,class_0
4,1,250,4,class_0
4,4,1000,34,class_0
13,3,750,14,class_0
7,9,2250,89,class_0
11,8,2000,52,class_0
14,2,500,14,class_0
11,1,250,11,class_0
2,3,750,75,class_0
20,14,3500,69,class_0
17,7,1750,58,class_0
11,2,500,38,class_0
14,2,500,35,class_0
23,1,250,23,class_0
1,24,6000,77,class_1
4,4,1000,4,class_1
1,12,3000,35,class_1
4,23,5750,58,class_1
0,3,750,4,class_1
1,13,3250,47,class_1
4,11,2750,28,class_1
9,9,2250,16,class_1
4,14,3500,40,class_1
4,6,1500,14,class_1
4,8,2000,21,class_1
1,14,3500,58,class_1
2,16,4000,64,class_1
2,5,1250,16,class_1
2,5,1250,16,class_1
2,9,2250,36,class_1
2,2,500,2,class_1
2,2,500,2,class_1
2,2,500,2,class_1
2,11,2750,46,class_1
2,6,1500,22,class_1
2,12,3000,52,class_1
2,16,4000,81,class_1
3,6,1500,21,class_1
2,7,1750,29,class_1
2,10,2500,49,class_1
3,16,4000,74,class_1
0,2,500,4,class_1
4,7,1750,25,class_1
1,9,2250,51,class_1
2,4,1000,16,class_1
2,4,1000,16,class_1
2,2,500,4,class_1
2,2,500,4,class_1
2,2,500,4,class_1
2,2,500,4,class_1
2,4,1000,16,class_1
2,4,1000,16,class_1
2,4,1000,16,class_1
2,6,1500,28,class_1
4,2,500,4,class_1
4,2,500,4,class_1
4,2,500,4,class_1
4,2,500,4,class_1
4,2,500,4,class_1
4,2,500,4,class_1
12,11,2750,23,class_1
4,7,1750,28,class_1
3,17,4250,86,class_1
4,9,2250,40,class_1
2,5,1250,26,class_1
2,5,1250,26,class_1
6,17,4250,70,class_1
0,8,2000,59,class_1
3,5,1250,26,class_1
2,3,750,14,class_1
2,10,2500,64,class_1
4,9,2250,46,class_1
4,5,1250,23,class_1
2,12,3000,82,class_1
11,24,6000,64,class_1
4,11,2750,61,class_1
1,7,1750,57,class_1
2,4,1000,26,class_1
2,5,1250,34,class_1
2,4,1000,26,class_1
4,5,1250,28,class_1
2,12,3000,95,class_1
2,2,500,10,class_1
4,6,1500,35,class_1
2,11,2750,88,class_1
2,3,750,19,class_1
2,5,1250,37,class_1
2,12,3000,98,class_1
9,5,1250,19,class_1
2,2,500,11,class_1
2,9,2250,74,class_1
5,14,3500,86,class_1
4,3,750,16,class_1
4,3,750,16,class_1
6,3,750,14,class_1
2,2,500,11,class_1
2,2,500,11,class_1
4,6,1500,39,class_1
4,11,2750,78,class_1
2,1,250,2,class_1
2,1,250,2,class_1
2,1,250,2,class_1
2,1,250,2,class_1
2,1,250,2,class_1
2,1,250,2,class_1
2,1,250,2,class_1
2,1,250,2,class_1
2,1,250,2,class_1
2,1,250,2,class_1
2,1,250,2,class_1
2,1,250,2,class_1
2,1,250,2,class_1
2,1,250,2,class_1
2,1,250,2,class_1
2,1,250,2,class_1
2,1,250,2,class_1
2,1,250,2,class_1
11,10,2500,35,class_1
2,3,750,22,class_1
10,4,1000,16,class_1
2,4,1000,35,class_1
4,12,3000,88,class_1
13,8,2000,26,class_1
11,9,2250,33,class_1
4,5,1250,34,class_1
4,4,1000,26,class_1
8,15,3750,77,class_1
4,7,1750,52,class_1
4,7,1750,52,class_1
2,4,1000,35,class_1
11,11,2750,42,class_1
2,2,500,14,class_1
4,6,1500,47,class_1
11,7,1750,29,class_1
9,9,2250,45,class_1
4,6,1500,52,class_1
4,7,1750,58,class_1
4,7,1750,58,class_1
11,9,2250,38,class_1
11,6,1500,26,class_1
2,2,500,16,class_1
2,7,1750,76,class_1
11,6,1500,27,class_1
11,3,750,14,class_1
4,1,250,4,class_1
4,1,250,4,class_1
4,1,250,4,class_1
4,1,250,4,class_1
4,1,250,4,class_1
4,1,250,4,class_1
4,1,250,4,class_1
4,1,250,4,class_1
4,1,250,4,class_1
4,1,250,4,class_1
4,1,250,4,class_1
4,1,250,4,class_1
4,3,750,24,class_1
4,1,250,4,class_1
4,1,250,4,class_1
4,1,250,4,class_1
4,1,250,4,class_1
10,8,2000,39,class_1
14,7,1750,26,class_1
8,10,2500,63,class_1
11,3,750,15,class_1
4,2,500,14,class_1
2,4,1000,43,class_1
8,9,2250,58,class_1
11,22,5500,98,class_1
9,2,500,11,class_1
4,5,1250,46,class_1
11,12,3000,58,class_1
7,12,3000,86,class_1
11,2,500,11,class_1
11,2,500,11,class_1
11,2,500,11,class_1
2,6,1500,75,class_1
12,13,3250,59,class_1
2,3,750,35,class_1
16,8,2000,28,class_1
11,7,1750,37,class_1
4,3,750,28,class_1
12,12,3000,58,class_1
4,4,1000,41,class_1
2,2,500,23,class_1
4,5,1250,58,class_1
3,2,500,23,class_1
11,8,2000,46,class_1
4,7,1750,82,class_1
13,4,1000,21,class_1
16,11,2750,40,class_1
16,7,1750,28,class_1
7,2,500,16,class_1
4,5,1250,58,class_1
4,5,1250,58,class_1
4,4,1000,46,class_1
14,13,3250,57,class_1
4,3,750,34,class_1
14,18,4500,78,class_1
11,8,2000,48,class_1
14,16,4000,70,class_1
14,5,1250,26,class_1
8,2,500,16,class_1
11,5,1250,33,class_1
11,2,500,14,class_1
4,2,500,23,class_1
16,12,3000,50,class_1
11,4,1000,28,class_1
11,5,1250,35,class_1
11,5,1250,35,class_1
2,4,1000,70,class_1
14,5,1250,28,class_1
14,2,500,14,class_1
14,2,500,14,class_1
14,2,500,14,class_1
14,2,500,14,class_1
14,2,500,14,class_1
14,2,500,14,class_1
2,3,750,52,class_1
14,6,1500,34,class_1
4,5,1250,74,class_1
11,3,750,23,class_1
16,4,1000,23,class_1
16,3,750,19,class_1
11,5,1250,38,class_1
11,2,500,16,class_1
12,9,2250,60,class_1
9,1,250,9,class_1
9,1,250,9,class_1
4,2,500,29,class_1
11,2,500,17,class_1
14,4,1000,26,class_1
11,5,1250,41,class_1
15,16,4000,82,class_1
11,4,1000,34,class_1
16,7,1750,38,class_1
14,2,500,16,class_1
2,2,500,41,class_1
14,16,4000,98,class_1
16,7,1750,39,class_1
14,7,1750,47,class_1
16,6,1500,35,class_1
16,2,500,16,class_1
11,3,750,28,class_1
11,7,1750,64,class_1
9,3,750,34,class_1
14,4,1000,30,class_1
23,38,9500,98,class_1
11,6,1500,58,class_1
11,1,250,11,class_1
11,1,250,11,class_1
11,1,250,11,class_1
11,1,250,11,class_1
11,1,250,11,class_1
11,1,250,11,class_1
11,1,250,11,class_1
11,1,250,11,class_1
11,2,500,21,class_1
11,5,1250,50,class_1
11,2,500,21,class_1
16,4,1000,28,class_1
4,2,500,41,class_1
16,6,1500,40,class_1
14,3,750,26,class_1
9,2,500,26,class_1
21,16,4000,64,class_1
14,6,1500,51,class_1
11,2,500,24,class_1
4,3,750,71,class_1
21,13,3250,57,class_1
11,6,1500,71,class_1
23,15,3750,57,class_1
14,4,1000,38,class_1
11,2,500,26,class_1
14,3,750,31,class_1
4,2,500,52,class_1
9,4,1000,65,class_1
14,4,1000,40,class_1
14,5,1250,50,class_1
14,1,250,14,class_1
14,1,250,14,class_1
14,1,250,14,class_1
14,1,250,14,class_1
14,1,250,14,class_1
14,1,250,14,class_1
14,1,250,14,class_1
14,1,250,14,class_1
14,7,1750,72,class_1
14,1,250,14,class_1
14,1,250,14,class_1
9,3,750,52,class_1
14,7,1750,73,class_1
11,4,1000,58,class_1
11,4,1000,59,class_1
4,2,500,59,class_1
11,4,1000,61,class_1
16,4,1000,40,class_1
16,10,2500,89,class_1
21,3,750,26,class_1
16,8,2000,76,class_1
18,2,500,23,class_1
23,5,1250,33,class_1
23,8,2000,46,class_1
16,3,750,34,class_1
14,5,1250,64,class_1
14,3,750,41,class_1
16,1,250,16,class_1
16,1,250,16,class_1
16,1,250,16,class_1
16,1,250,16,class_1
16,1,250,16,class_1
16,1,250,16,class_1
16,1,250,16,class_1
16,4,1000,45,class_1
16,1,250,16,class_1
16,1,250,16,class_1
16,1,250,16,class_1
16,1,250,16,class_1
16,1,250,16,class_1
16,2,500,26,class_1
21,2,500,23,class_1
16,2,500,27,class_1
21,2,500,23,class_1
21,2,500,23,class_1
14,4,1000,57,class_1
16,5,1250,60,class_1
23,2,500,23,class_1
14,5,1250,74,class_1
23,3,750,28,class_1
16,3,750,40,class_1
9,2,500,52,class_1
9,2,500,52,class_1
14,4,1000,64,class_1
14,2,500,35,class_1
16,7,1750,93,class_1
21,2,500,25,class_1
14,3,750,52,class_1
23,14,3500,93,class_1
18,8,2000,95,class_1
16,3,750,46,class_1
11,3,750,76,class_1
11,2,500,52,class_1
11,3,750,76,class_1
23,12,3000,86,class_1
21,3,750,35,class_1
23,2,500,26,class_1
23,2,500,26,class_1
23,8,2000,64,class_1
16,3,750,50,class_1
23,3,750,33,class_1
21,3,750,38,class_1
23,2,500,28,class_1
21,1,250,21,class_1
21,1,250,21,class_1
21,1,250,21,class_1
21,1,250,21,class_1
21,1,250,21,class_1
21,1,250,21,class_1
21,1,250,21,class_1
21,1,250,21,class_1
21,1,250,21,class_1
21,1,250,21,class_1
21,1,250,21,class_1
21,5,1250,60,class_1
23,4,1000,45,class_1
21,4,1000,52,class_1
11,2,500,70,class_1
23,5,1250,58,class_1
23,3,750,40,class_1
23,3,750,41,class_1
14,3,750,83,class_1
21,2,500,35,class_1
23,6,1500,70,class_1
23,1,250,23,class_1
23,1,250,23,class_1
23,1,250,23,class_1
23,1,250,23,class_1
23,1,250,23,class_1
23,1,250,23,class_1
23,1,250,23,class_1
23,1,250,23,class_1
23,4,1000,53,class_1
21,6,1500,86,class_1
23,3,750,48,class_1
21,2,500,41,class_1
21,3,750,64,class_1
16,2,500,70,class_1
21,3,750,70,class_1
23,4,1000,87,class_1
23,3,750,89,class_1
23,2,500,87,class_1
35,3,750,64,class_1
38,1,250,38,class_1
38,1,250,38,class_1
40,1,250,40,class_1
74,1,250,74,class_1
2,44,11000,98,class_1
2,11,2750,23,class_1
2,11,2750,26,class_1
2,11,2750,28,class_1
3,14,3500,35,class_1
4,6,1500,14,class_1
4,9,2250,28,class_1
2,4,1000,11,class_1
2,15,3750,64,class_1
5,24,6000,79,class_1
4,8,2000,28,class_1
2,4,1000,14,class_1
2,6,1500,26,class_1
2,10,2500,52,class_1
1,14,3500,95,class_1
7,14,3500,48,class_1
2,3,750,11,class_1
4,4,1000,16,class_1
2,3,750,14,class_1
2,4,1000,23,class_1
4,4,1000,18,class_1
5,6,1500,28,class_1
4,6,1500,30,class_1
14,5,1250,14,class_1
3,8,2000,50,class_1
4,9,2250,52,class_1
7,10,2500,47,class_1
4,14,3500,86,class_1
2,9,2250,75,class_1
4,6,1500,35,class_1
4,9,2250,55,class_1
2,6,1500,45,class_1
2,6,1500,47,class_1
4,2,500,9,class_1
2,2,500,11,class_1
9,9,2250,38,class_1
11,5,1250,18,class_1
2,3,750,21,class_1
2,1,250,2,class_1
2,1,250,2,class_1
2,1,250,2,class_1
2,1,250,2,class_1
2,1,250,2,class_1
2,1,250,2,class_1
2,1,250,2,class_1
2,1,250,2,class_1
2,1,250,2,class_1
11,11,2750,38,class_1
2,3,750,22,class_1
5,11,2750,75,class_1
3,5,1250,38,class_1
4,6,1500,43,class_1
2,3,750,24,class_1
12,11,2750,39,class_1
2,2,500,14,class_1
4,6,1500,46,class_1
9,3,750,14,class_1
14,8,2000,26,class_1
4,2,500,13,class_1
4,11,2750,95,class_1
2,7,1750,77,class_1
2,7,1750,77,class_1
4,1,250,4,class_1
4,1,250,4,class_1
4,1,250,4,class_1
4,1,250,4,class_1
4,1,250,4,class_1
4,1,250,4,class_1
4,1,250,4,class_1
4,1,250,4,class_1
4,1,250,4,class_1
4,1,250,4,class_1
4,7,1750,62,class_1
4,1,250,4,class_1
11,6,1500,28,class_1
7,5,1250,35,class_1
9,9,2250,54,class_1
11,2,500,11,class_1
2,5,1250,63,class_1
7,11,2750,89,class_1
8,9,2250,64,class_1
2,2,500,22,class_1
6,3,750,26,class_1
12,15,3750,71,class_1
13,3,750,16,class_1
11,16,4000,89,class_1
4,5,1250,58,class_1
14,7,1750,35,class_1
11,4,1000,27,class_1
7,5,1250,52,class_1
11,6,1500,41,class_1
10,5,1250,38,class_1
14,2,500,14,class_1
14,2,500,14,class_1
2,2,500,33,class_1
11,3,750,23,class_1
14,8,2000,46,class_1
9,1,250,9,class_1
16,5,1250,27,class_1
14,4,1000,26,class_1
4,2,500,30,class_1
14,3,750,21,class_1
16,16,4000,77,class_1
4,2,500,31,class_1
14,8,2000,50,class_1
11,3,750,26,class_1
14,7,1750,45,class_1
15,5,1250,33,class_1
16,2,500,16,class_1
16,3,750,21,class_1
11,8,2000,72,class_1
11,1,250,11,class_1
11,1,250,11,class_1
11,1,250,11,class_1
11,1,250,11,class_1
2,3,750,77,class_1
16,4,1000,28,class_1
16,15,3750,87,class_1
16,14,3500,83,class_1
16,10,2500,62,class_1
16,3,750,23,class_1
14,3,750,26,class_1
23,19,4750,62,class_1
11,7,1750,75,class_1
14,3,750,28,class_1
4,2,500,46,class_1
11,2,500,25,class_1
11,3,750,37,class_1
16,4,1000,33,class_1
21,7,1750,38,class_1
13,7,1750,76,class_1
16,6,1500,50,class_1
14,3,750,33,class_1
14,1,250,14,class_1
14,1,250,14,class_1
14,1,250,14,class_1
14,1,250,14,class_1
14,1,250,14,class_1
14,1,250,14,class_1
14,3,750,35,class_1
14,3,750,35,class_1
16,7,1750,64,class_1
21,2,500,21,class_1
16,3,750,35,class_1
16,1,250,16,class_1
16,1,250,16,class_1
16,1,250,16,class_1
16,1,250,16,class_1
16,1,250,16,class_1
14,2,500,29,class_1
11,4,1000,74,class_1
21,6,1500,48,class_1
23,2,500,23,class_1
23,6,1500,45,class_1
16,6,1500,81,class_1
16,4,1000,58,class_1
16,5,1250,71,class_1
21,2,500,26,class_1
21,3,750,35,class_1
21,3,750,35,class_1
23,8,2000,69,class_1
21,3,750,38,class_1
23,3,750,35,class_1
21,3,750,40,class_1
23,2,500,28,class_1
21,1,250,21,class_1
21,1,250,21,class_1
25,6,1500,50,class_1
21,1,250,21,class_1
21,1,250,21,class_1
23,3,750,39,class_1
21,2,500,33,class_1
14,3,750,79,class_1
23,1,250,23,class_1
23,1,250,23,class_1
23,1,250,23,class_1
23,1,250,23,class_1
23,1,250,23,class_1
23,1,250,23,class_1
23,4,1000,52,class_1
23,1,250,23,class_1
23,7,1750,88,class_1
16,3,750,86,class_1
23,2,500,38,class_1
21,2,500,52,class_1
23,3,750,62,class_1
39,1,250,39,class_1
72,1,250,72,class_1
