@relation dataset

@attribute value_0 numeric
@attribute value_1 numeric
@attribute value_2 numeric
@attribute value_3 numeric
@attribute value_4 numeric
@attribute value_5 numeric
@attribute value_6 numeric
@attribute value_7 numeric
@attribute value_8 numeric
@attribute class {class_0,class_1}

@data
45,3,3,4,1,1,1,2,0,class_0
41,3,3,2,1,1,0,3,0,class_0
32,3,3,1,1,0,0,2,0,class_0
43,3,3,5,1,1,0,3,0,class_0
44,3,3,3,1,1,1,3,0,class_0
21,0,2,4,1,1,2,1,0,class_0
44,2,3,2,1,1,0,3,1,class_0
23,3,3,2,1,1,1,3,0,class_0
47,0,1,4,1,1,1,1,0,class_0
47,0,0,7,1,1,1,2,1,class_0
35,3,3,2,1,0,1,3,0,class_0
32,1,3,4,1,1,2,1,0,class_0
45,0,3,5,1,1,0,1,1,class_0
22,1,1,2,1,1,2,0,0,class_0
23,0,0,3,1,1,1,0,1,class_0
30,3,3,0,1,0,0,3,0,class_0
44,0,2,0,1,1,1,2,0,class_0
40,2,2,1,1,0,2,2,0,class_0
34,3,3,4,1,1,1,2,0,class_0
37,2,3,1,1,1,1,3,0,class_0
49,2,3,5,1,1,0,3,0,class_0
26,3,3,1,1,1,0,3,0,class_0
22,3,3,0,1,1,1,3,0,class_0
20,2,3,0,1,0,1,3,0,class_0
47,3,3,4,1,1,0,3,0,class_0
49,1,1,8,1,0,2,0,0,class_0
22,1,3,1,1,1,1,3,0,class_0
22,2,2,2,1,1,2,3,0,class_0
25,2,1,2,1,1,2,1,0,class_0
32,1,3,0,1,0,2,3,0,class_0
28,3,3,0,0,1,0,2,0,class_0
30,1,3,4,1,0,0,3,0,class_0
45,1,3,2,1,0,1,3,0,class_0
49,1,0,10,1,0,1,3,0,class_0
34,3,3,2,1,0,0,3,0,class_0
25,1,3,1,1,1,1,1,0,class_0
42,0,2,12,1,1,2,2,0,class_0
48,1,0,3,1,0,3,2,0,class_0
35,2,3,5,1,0,1,1,0,class_0
33,1,2,1,1,1,2,3,0,class_0
20,1,3,0,1,1,2,1,0,class_0
36,1,2,4,1,1,2,0,1,class_0
19,2,2,2,1,1,2,1,0,class_0
27,2,1,3,1,1,2,1,0,class_0
30,0,1,4,1,1,3,0,0,class_0
31,2,3,3,1,0,2,1,0,class_0
44,0,0,11,1,1,3,0,1,class_0
24,2,2,2,1,1,2,2,0,class_0
18,2,3,0,1,0,2,0,0,class_0
45,0,1,6,1,1,2,2,1,class_0
25,1,1,3,1,0,2,0,0,class_0
36,2,3,6,1,1,1,3,0,class_0
30,0,0,5,1,1,1,1,0,class_0
32,1,3,2,1,1,2,2,0,class_0
42,0,3,11,0,1,1,1,1,class_0
22,1,3,0,1,1,2,2,0,class_0
36,1,3,2,1,0,1,3,0,class_0
27,1,2,2,1,1,2,2,0,class_0
40,2,3,1,1,1,0,1,0,class_0
22,1,2,2,1,1,2,0,0,class_0
26,1,3,0,1,1,2,0,0,class_0
31,2,3,0,1,0,1,2,0,class_0
32,3,3,1,1,1,0,3,0,class_0
34,1,2,3,1,0,2,1,0,class_0
40,2,2,1,0,1,2,3,0,class_0
45,0,1,1,1,0,2,2,0,class_0
26,2,3,3,1,1,2,1,0,class_0
48,0,2,5,1,1,2,1,0,class_0
43,0,2,8,1,1,2,0,0,class_0
27,2,3,2,1,0,1,1,0,class_0
42,2,1,1,1,1,2,2,0,class_0
34,2,1,8,1,0,1,2,1,class_0
32,2,1,4,1,1,1,1,1,class_0
31,2,2,2,1,0,1,2,0,class_0
22,1,2,1,1,1,2,2,0,class_0
27,2,3,0,1,1,2,2,0,class_0
37,0,1,2,1,1,1,1,1,class_0
22,0,1,0,1,1,1,3,0,class_0
47,3,3,4,1,1,0,3,0,class_0
32,3,3,4,1,0,0,2,0,class_0
37,2,2,2,1,1,0,3,0,class_0
45,0,2,1,1,1,1,2,1,class_0
47,0,3,8,1,1,2,2,0,class_0
28,2,3,0,1,1,2,1,0,class_0
48,0,2,4,1,1,2,3,1,class_0
26,1,3,1,1,1,0,2,0,class_0
21,2,3,0,1,0,2,0,0,class_0
20,1,2,1,1,1,1,3,0,class_0
39,0,0,5,1,0,2,0,1,class_0
27,1,2,1,1,0,2,3,0,class_0
37,1,2,5,1,0,2,1,0,class_0
24,3,3,1,1,1,2,2,0,class_0
39,2,2,6,1,1,2,2,0,class_0
20,2,2,1,1,1,1,2,0,class_0
19,2,3,1,1,1,1,2,0,class_0
40,2,2,4,1,1,1,1,0,class_0
41,0,3,4,1,1,2,2,0,class_0
22,3,3,2,1,1,0,2,0,class_0
32,2,3,4,1,1,0,3,0,class_0
34,3,3,2,0,1,0,3,0,class_0
34,3,3,2,1,0,0,2,0,class_0
23,3,3,2,1,1,0,3,0,class_0
27,3,3,1,1,1,0,1,0,class_0
46,2,1,11,1,0,1,1,1,class_0
34,3,3,3,0,1,0,1,0,class_0
33,3,3,5,1,1,2,2,0,class_0
25,2,2,1,1,1,2,1,0,class_0
26,3,3,1,1,0,0,3,0,class_0
48,0,2,4,1,1,2,2,1,class_0
36,3,3,2,1,1,2,2,0,class_0
38,2,3,2,0,1,1,3,0,class_0
44,0,1,7,1,1,2,3,0,class_0
44,1,1,1,1,0,2,1,0,class_0
39,2,2,1,0,1,2,3,0,class_0
47,0,1,7,1,0,2,1,0,class_0
43,0,2,5,1,0,2,1,0,class_0
29,2,2,3,1,0,1,3,0,class_0
22,2,2,0,1,1,1,1,0,class_0
31,1,3,5,1,1,2,1,0,class_0
22,3,3,0,1,1,0,2,0,class_0
45,2,3,6,1,1,1,3,0,class_0
42,2,3,10,1,0,2,1,0,class_0
38,2,2,7,1,1,2,0,0,class_0
47,0,0,6,1,0,2,0,0,class_0
30,3,3,2,1,1,0,3,0,class_0
28,2,3,1,1,1,2,3,0,class_0
25,2,3,1,1,1,1,0,0,class_0
49,1,3,6,0,1,1,2,0,class_0
23,2,3,2,1,0,1,2,0,class_0
35,2,3,1,0,1,1,2,0,class_0
47,1,0,5,0,1,1,3,0,class_0
35,1,2,0,1,1,1,3,0,class_0
44,2,3,6,1,1,2,3,0,class_0
48,3,3,3,1,1,1,3,0,class_0
43,1,2,6,1,0,2,2,0,class_0
21,1,3,2,1,1,2,0,0,class_0
22,3,3,0,1,1,0,3,0,class_0
41,2,2,5,1,1,2,3,0,class_0
29,1,3,2,1,0,3,3,1,class_0
44,3,3,5,0,1,1,3,0,class_0
22,3,3,0,1,0,0,3,0,class_0
23,1,3,4,1,1,2,2,0,class_0
22,1,0,0,1,1,2,1,0,class_0
35,0,2,0,1,1,1,1,1,class_0
24,3,3,1,1,1,1,1,0,class_0
36,3,3,4,1,1,0,3,0,class_0
47,0,1,2,1,1,1,3,0,class_0
40,3,3,3,1,1,2,3,0,class_0
29,3,3,1,1,1,0,2,0,class_0
49,2,3,6,1,1,0,3,0,class_0
49,2,3,9,1,1,0,3,0,class_0
47,3,3,2,1,1,0,3,0,class_0
28,3,3,3,0,1,0,3,0,class_0
26,3,3,1,1,1,0,3,0,class_0
29,0,1,7,1,1,1,3,0,class_0
29,3,1,0,1,0,1,1,0,class_0
25,2,2,1,1,1,2,3,0,class_0
24,1,3,2,1,1,2,3,0,class_0
23,3,3,1,1,0,1,3,0,class_0
23,3,3,2,1,0,2,2,0,class_0
44,0,1,2,1,1,1,3,0,class_0
39,2,3,6,1,1,0,3,0,class_0
21,2,2,0,1,1,1,1,0,class_0
22,2,3,2,1,1,1,2,0,class_0
47,2,3,3,1,1,1,2,0,class_0
36,2,2,2,1,0,1,3,0,class_0
25,0,3,2,1,0,2,2,1,class_0
40,3,3,2,1,1,2,3,0,class_0
36,1,1,0,0,0,2,2,0,class_0
37,1,2,5,0,0,1,3,0,class_0
28,0,3,2,1,0,1,2,0,class_0
30,2,2,5,1,0,2,3,0,class_0
16,2,3,1,1,1,2,2,0,class_0
32,1,2,4,0,1,1,3,0,class_0
40,3,3,3,0,1,2,3,0,class_0
40,0,0,2,1,0,2,3,0,class_0
45,2,3,2,0,1,0,3,0,class_0
21,0,2,0,1,0,2,3,1,class_0
28,3,3,1,0,1,0,2,0,class_0
25,3,3,1,0,1,1,2,0,class_0
44,0,2,4,1,1,2,2,1,class_0
35,3,3,2,0,1,2,3,0,class_0
49,3,3,4,1,1,2,3,0,class_0
39,2,3,1,0,1,2,3,0,class_0
32,2,3,1,0,1,1,3,0,class_0
35,0,1,0,1,0,3,3,0,class_0
21,0,1,1,1,0,2,3,0,class_0
47,3,3,1,0,1,0,3,0,class_0
27,3,3,1,0,1,2,3,0,class_0
31,1,1,8,1,1,1,1,1,class_0
34,3,2,0,0,0,2,2,0,class_0
30,3,3,3,1,0,1,3,0,class_0
25,3,3,0,1,0,1,3,0,class_0
28,2,3,3,1,1,1,0,0,class_0
30,1,2,4,1,0,2,1,0,class_0
42,2,2,8,1,1,3,2,0,class_0
23,3,3,0,0,1,1,3,0,class_0
45,2,3,3,0,1,2,3,0,class_0
21,3,3,1,1,1,2,2,0,class_0
28,3,3,1,0,1,1,3,0,class_0
33,3,3,1,0,0,2,3,0,class_0
32,0,1,4,1,1,2,1,1,class_0
25,1,1,3,1,1,2,2,0,class_0
25,2,2,1,1,1,2,0,0,class_0
19,1,1,2,1,1,2,0,0,class_0
40,0,1,6,1,1,2,0,1,class_0
24,1,1,2,1,1,2,0,1,class_0
32,1,1,1,1,1,1,0,0,class_0
35,1,2,8,1,1,2,1,0,class_0
27,1,1,1,1,0,2,1,1,class_0
23,1,3,2,1,1,0,3,0,class_0
22,1,3,4,1,1,2,3,0,class_0
49,1,2,0,1,1,0,1,0,class_0
25,1,2,0,1,1,1,3,0,class_0
18,2,3,1,1,1,2,0,0,class_0
43,2,2,4,1,1,1,3,0,class_0
37,0,2,0,1,1,2,3,0,class_0
30,1,2,2,1,0,1,3,0,class_0
29,2,1,0,1,1,1,1,0,class_0
20,1,2,3,1,1,2,3,0,class_0
42,2,2,3,1,0,1,3,0,class_0
23,3,3,1,1,1,1,2,0,class_0
34,1,2,7,1,0,2,2,0,class_0
23,2,2,6,1,1,2,2,0,class_0
38,2,2,5,1,1,0,3,0,class_0
37,1,2,4,1,1,1,2,0,class_0
17,1,2,1,1,1,2,1,0,class_0
39,2,3,3,1,1,0,3,0,class_0
49,0,2,0,1,1,2,2,1,class_0
23,2,2,2,1,1,1,1,0,class_0
40,2,2,3,1,1,1,1,1,class_0
32,1,3,5,1,1,1,2,0,class_0
18,1,2,1,1,1,1,2,0,class_0
46,0,1,8,1,1,2,2,1,class_0
37,2,2,6,1,1,1,1,0,class_0
38,1,3,5,0,1,1,1,0,class_0
37,1,2,2,0,0,2,2,0,class_0
25,1,2,1,1,0,1,0,0,class_0
38,1,3,5,1,1,2,2,0,class_0
39,3,3,2,1,0,0,3,0,class_0
44,3,3,3,1,0,0,3,1,class_0
19,3,3,0,0,1,2,3,0,class_0
28,1,3,1,1,0,2,3,0,class_0
20,1,2,1,1,1,2,3,0,class_0
33,3,3,0,1,0,2,2,0,class_0
33,3,3,5,1,1,2,3,0,class_0
47,0,3,6,1,1,0,3,0,class_0
25,2,2,0,1,1,2,3,0,class_0
29,3,3,0,1,0,1,3,0,class_0
37,3,3,2,0,1,0,3,0,class_0
49,0,2,6,1,1,1,3,0,class_0
48,0,0,8,1,0,1,1,1,class_0
19,1,1,0,1,1,1,1,0,class_0
46,0,1,3,1,1,1,0,1,class_0
39,0,1,2,1,1,2,0,1,class_0
30,2,3,5,1,1,0,3,0,class_0
40,1,1,8,1,1,1,1,0,class_0
43,0,1,1,1,1,2,3,1,class_0
29,2,3,4,1,0,0,2,0,class_0
23,2,2,2,1,1,2,2,0,class_0
24,1,1,3,1,1,1,3,0,class_0
47,2,2,2,1,1,1,3,0,class_0
35,2,2,2,1,0,1,1,0,class_0
19,2,2,1,1,1,1,3,0,class_0
45,1,2,4,1,0,1,3,0,class_0
42,1,3,2,1,1,2,3,0,class_0
47,0,0,1,1,1,2,3,0,class_0
25,1,1,2,1,1,2,0,0,class_0
20,1,2,3,1,1,2,3,0,class_0
35,1,1,6,1,0,2,0,1,class_0
41,2,1,11,1,1,1,2,0,class_0
27,1,3,1,1,0,0,0,0,class_0
25,3,3,0,1,0,2,3,0,class_0
23,1,1,2,1,1,2,2,0,class_0
48,0,0,1,1,0,2,2,1,class_0
23,3,3,0,1,0,0,3,0,class_0
31,2,3,2,1,1,2,2,0,class_0
49,3,3,1,1,1,2,3,0,class_0
42,1,2,2,1,1,0,3,0,class_0
26,1,3,3,1,1,2,3,0,class_0
21,1,1,1,1,1,2,1,0,class_0
29,2,3,4,1,1,0,3,0,class_0
38,0,1,12,1,1,1,2,0,class_0
25,3,3,2,1,1,2,1,0,class_0
22,3,3,0,1,1,2,1,0,class_0
20,2,3,0,1,1,2,2,0,class_0
35,3,3,1,1,1,0,2,0,class_0
32,1,2,1,1,1,2,2,0,class_0
38,1,3,3,1,1,0,2,0,class_0
27,0,1,4,1,1,0,3,1,class_0
41,1,3,1,1,1,1,2,0,class_0
28,2,3,0,1,0,0,2,0,class_0
23,3,3,1,1,0,2,2,0,class_0
27,3,3,1,0,0,1,3,0,class_0
33,3,3,2,0,1,0,3,0,class_0
39,1,1,5,1,0,2,1,1,class_0
41,1,1,5,0,1,1,1,0,class_0
40,1,1,8,1,1,0,2,0,class_0
43,2,3,10,1,1,2,2,0,class_0
35,2,3,6,1,0,1,1,0,class_0
32,2,3,0,1,1,2,3,0,class_0
49,1,2,4,1,1,1,2,0,class_0
47,1,1,4,1,1,2,0,0,class_0
42,3,3,1,1,1,1,3,0,class_0
48,3,3,4,0,1,0,3,0,class_0
42,3,3,3,1,1,0,3,0,class_0
37,3,3,2,1,1,0,3,0,class_0
23,2,2,1,1,0,1,3,0,class_0
24,2,3,0,1,0,1,2,0,class_0
43,1,2,3,0,1,1,2,0,class_0
24,2,2,2,1,0,2,1,0,class_0
29,1,3,0,1,0,2,3,0,class_0
45,0,0,0,0,0,1,0,0,class_0
31,3,3,3,1,0,1,2,0,class_0
44,0,3,9,1,1,0,1,0,class_0
28,1,2,1,1,1,2,0,0,class_0
28,2,3,1,0,1,1,1,0,class_0
33,0,1,0,1,0,2,2,0,class_0
43,3,3,6,1,1,0,2,0,class_0
34,2,3,4,1,1,0,2,0,class_0
36,0,3,2,1,1,1,1,0,class_0
22,3,3,0,1,0,1,3,0,class_0
35,1,2,8,1,1,2,2,1,class_0
25,3,3,1,1,1,0,3,0,class_0
43,0,1,8,1,1,1,1,1,class_0
46,0,3,8,1,1,0,3,1,class_0
27,2,3,2,1,1,0,2,0,class_0
30,0,0,7,1,1,1,2,0,class_0
25,3,3,1,1,1,2,3,0,class_0
42,3,3,1,1,0,0,3,0,class_0
30,0,2,1,1,1,2,3,0,class_0
27,2,2,4,1,1,1,3,0,class_0
45,1,2,11,1,1,1,2,0,class_0
29,2,3,2,1,1,0,2,0,class_0
36,0,3,1,1,1,2,2,0,class_0
49,0,1,8,1,1,2,0,1,class_0
47,0,3,7,1,1,1,2,0,class_0
30,3,3,4,1,1,1,3,0,class_0
24,1,2,2,1,1,2,0,0,class_0
48,0,0,6,1,1,1,2,1,class_0
47,0,1,2,1,1,1,2,1,class_0
24,2,3,1,1,0,2,2,0,class_0
48,2,3,5,1,1,1,2,0,class_0
38,0,1,8,1,1,2,2,1,class_0
45,2,3,0,1,1,0,2,0,class_0
43,3,3,3,0,1,1,3,0,class_0
33,0,0,5,1,1,2,0,1,class_0
37,2,3,7,1,1,2,3,0,class_0
36,1,0,6,1,1,1,2,0,class_0
25,2,3,3,1,1,0,0,0,class_0
49,3,3,6,0,0,0,3,0,class_0
30,3,3,1,1,0,0,3,0,class_0
35,3,3,5,1,1,0,3,0,class_0
28,1,3,0,1,1,2,0,0,class_0
30,3,1,0,1,0,2,2,0,class_0
27,3,3,2,1,0,0,3,0,class_0
45,1,3,8,1,1,1,2,0,class_0
46,2,0,5,1,1,2,1,0,class_0
28,0,3,0,1,0,3,0,0,class_0
21,1,3,0,1,1,1,1,0,class_0
20,2,3,2,1,1,2,2,0,class_0
28,2,2,5,1,1,2,2,0,class_0
25,2,2,1,1,1,1,1,0,class_0
38,0,1,6,1,1,1,0,1,class_0
20,2,3,1,1,1,2,1,0,class_0
24,2,3,2,1,1,1,3,0,class_0
39,2,0,1,1,1,1,2,0,class_0
25,0,2,1,1,1,3,1,0,class_0
23,2,3,4,1,1,2,0,1,class_0
24,3,3,1,1,0,0,2,0,class_0
26,3,3,3,1,1,0,3,0,class_0
20,2,3,2,1,1,2,1,0,class_0
31,2,2,1,1,0,2,3,0,class_0
22,3,3,0,1,1,1,0,1,class_0
36,1,2,6,1,1,1,2,0,class_0
45,2,3,0,1,1,0,2,0,class_0
47,1,1,7,1,1,1,1,0,class_0
30,1,2,1,1,1,1,0,0,class_0
35,3,3,3,1,1,0,3,0,class_0
34,1,1,9,1,0,1,2,0,class_0
28,3,3,1,1,0,0,2,0,class_0
18,2,3,1,1,1,2,2,0,class_0
25,1,2,2,1,1,2,1,0,class_0
27,2,3,0,1,0,2,2,0,class_0
21,3,3,1,1,1,2,3,0,class_0
19,3,3,1,1,1,0,2,0,class_0
26,3,3,0,1,1,2,3,0,class_0
28,3,3,5,1,1,0,3,0,class_0
38,0,2,4,1,0,1,1,0,class_0
39,1,2,10,1,1,2,3,0,class_0
45,1,2,6,1,1,2,1,1,class_0
30,2,3,4,0,1,1,2,0,class_0
47,1,3,2,1,1,2,1,1,class_0
38,1,1,6,1,1,2,3,0,class_0
42,2,2,5,1,1,1,1,0,class_0
31,3,3,2,1,1,0,1,0,class_0
44,0,1,2,1,1,2,0,0,class_0
42,3,3,3,1,0,0,3,0,class_0
28,3,3,2,1,1,0,2,0,class_0
34,1,3,6,1,0,2,3,0,class_0
45,0,2,7,1,0,0,2,0,class_0
43,3,3,5,1,1,0,2,0,class_0
28,2,3,0,1,0,2,3,0,class_0
27,2,3,0,1,1,2,2,0,class_0
26,1,2,1,1,0,3,3,0,class_0
26,2,3,1,0,1,1,1,0,class_0
37,2,3,4,1,0,1,3,0,class_0
48,2,3,11,1,1,0,3,0,class_0
47,1,2,12,1,1,2,0,0,class_0
22,1,3,1,1,1,2,3,0,class_0
48,3,3,1,0,1,0,3,0,class_0
42,0,2,12,1,1,1,3,0,class_0
32,3,3,3,1,1,0,3,0,class_0
33,3,3,3,0,0,0,2,0,class_0
45,3,3,1,1,0,0,3,0,class_0
26,1,2,1,1,0,2,3,1,class_0
45,3,3,1,1,1,0,3,0,class_0
25,2,2,1,1,0,1,3,0,class_0
36,3,2,3,1,0,2,1,0,class_0
31,2,2,2,1,0,2,2,0,class_0
22,2,3,2,1,1,2,2,0,class_0
46,3,3,10,1,1,0,2,0,class_0
26,1,2,3,1,1,2,3,0,class_0
25,2,1,1,1,0,2,2,0,class_0
20,3,3,0,0,0,1,3,0,class_0
31,2,3,3,0,0,1,3,0,class_0
36,2,2,3,0,0,1,2,1,class_0
47,2,1,5,1,1,3,3,0,class_0
43,2,3,2,0,1,2,3,0,class_0
20,2,3,0,1,1,2,2,0,class_0
24,3,3,4,1,1,0,3,0,class_0
33,1,1,3,0,0,1,3,0,class_0
41,2,3,3,0,1,1,3,0,class_0
48,2,3,4,0,1,1,3,0,class_0
32,3,3,1,0,1,0,3,0,class_0
38,2,2,4,0,0,2,1,1,class_0
48,2,3,8,1,1,2,2,0,class_0
34,0,2,4,1,0,2,3,0,class_0
31,0,0,6,1,1,2,1,0,class_0
46,0,1,7,1,1,2,0,1,class_0
45,1,1,7,1,1,2,0,1,class_0
34,2,3,4,0,1,2,0,1,class_0
16,1,3,1,1,1,2,3,0,class_0
18,2,1,1,1,1,2,0,0,class_0
22,1,1,1,1,1,2,0,1,class_0
32,1,1,2,1,1,1,3,0,class_0
41,0,2,3,1,0,1,3,0,class_0
22,2,2,2,1,1,1,3,0,class_0
23,2,1,0,1,1,1,1,0,class_0
22,2,3,0,1,0,2,3,0,class_0
40,1,1,6,1,1,1,1,1,class_0
29,2,3,1,0,1,1,2,0,class_0
42,3,3,0,0,0,2,3,0,class_0
29,2,3,2,1,1,2,3,0,class_0
31,2,1,1,1,1,2,3,0,class_0
28,3,3,3,0,0,0,3,0,class_0
21,1,2,0,1,1,2,3,0,class_0
26,3,3,2,1,1,0,2,0,class_0
37,2,3,0,1,1,2,3,0,class_0
24,2,3,2,1,1,1,1,0,class_0
25,3,3,0,0,1,1,3,0,class_0
22,1,0,0,1,1,1,1,0,class_0
45,3,3,1,1,1,0,3,0,class_0
47,3,3,1,1,1,0,3,0,class_0
28,3,3,5,1,0,2,3,0,class_0
24,1,1,4,1,1,2,3,0,class_0
34,2,2,6,1,1,1,2,0,class_0
47,1,2,5,1,1,0,0,0,class_0
31,2,3,2,1,1,0,3,0,class_0
26,0,2,1,1,1,2,0,0,class_0
25,3,3,3,1,1,0,1,0,class_0
47,0,0,4,1,1,1,1,0,class_0
48,0,0,8,1,1,0,0,1,class_0
38,1,1,10,1,1,2,1,0,class_0
32,0,2,4,1,1,1,1,1,class_0
47,0,1,2,1,1,1,3,0,class_0
27,3,3,3,1,1,0,3,0,class_0
40,0,0,0,1,1,2,1,0,class_0
